HEROP_ID,RxMinDis,RxTmDr,RxCntDr,NoIntP
140US12099007912,7.91,19.76,5,14.71
140US12095015202,0.72,0.0,357,20.72
140US12057014104,5.59,16.5,14,25.24
140US12071040118,0.37,0.0,126,2.73
140US12071040122,2.6,5.6,109,10.94
140US12099003511,1.22,5.04,233,6.48
140US12099003901,1.77,0.0,254,14.12
140US12099003902,1.35,0.0,235,16.06
140US12099004009,0.46,2.89,257,25.7
140US12099004012,0.69,3.84,241,25.21
140US12099004201,0.89,2.85,268,14.06
140US12095014809,0.93,0.0,241,0.46
140US12095014810,1.23,0.0,233,6.57
140US12095014906,0.63,0.0,330,6.66
140US12095014909,1.27,3.48,331,6.7
140US12071040125,0.27,0.0,68,10.87
140US12099007818,0.72,0.0,244,6.01
140US12099004300,0.75,0.0,282,5.44
140US12099006501,0.3,0.0,287,21.33
140US12099006502,0.47,0.0,310,2.89
140US12099006603,1.55,0.0,283,8.64
140US12057012503,1.85,6.09,95,4.02
140US12057012702,0.77,0.0,186,18.67
140US12057013001,3.02,7.1,116,14.75
140US12057013004,3.65,8.11,108,13.34
140US12057013205,1.62,5.39,145,8.06
140US12057013307,0.78,0.0,324,8.06
140US12057013312,0.51,0.0,219,7.32
140US12057013317,0.54,4.86,327,3.73
140US12095012306,0.77,3.77,290,11.68
140US12095012402,0.82,0.0,350,10.44
140US12095012800,0.82,0.0,359,4.2
140US12095013201,0.19,0.0,376,22.71
140US12095013202,0.84,3.57,343,10.98
140US12057011409,0.44,0.0,328,2.29
140US12057011416,0.46,0.0,355,7.67
140US12057011417,0.65,5.29,349,3.3
140US12057011523,1.67,8.82,302,4.52
140US12057011603,0.57,0.0,358,9.28
140US12057011607,1.38,6.72,345,10.87
140US12057011611,0.38,0.0,394,7.52
140US12057011615,0.75,5.22,347,12.7
140US12085000502,0.77,0.0,52,5.33
140US12105011203,0.72,2.91,88,53.34
140US12105011300,0.26,0.0,88,34.71
140US12105011501,0.87,0.0,98,34.18
140US12105011604,3.12,4.12,95,16.97
140US12095013505,0.5,0.0,287,15.55
140US12095013509,0.78,3.48,330,8.86
140US12095013511,0.99,5.52,326,20.43
140US12057011709,0.87,4.72,361,3.11
140US12057011712,0.82,4.81,408,8.27
140US12057011804,0.43,0.0,386,8.1
140US12105011606,5.17,5.61,82,15.02
140US12035060207,7.47,0.0,48,20.53
140US12091022500,1.0,0.0,21,13.19
140US12093910601,1.69,0.0,6,22.94
140US12099007725,0.28,0.0,128,0.34
140US12099007733,0.59,0.0,324,10.27
140US12095010200,0.35,0.0,413,2.33
140US12086001301,0.87,0.0,717,31.28
140US12086001402,0.52,2.32,740,43.64
140US12086001605,0.13,0.0,725,43.06
140US12099007742,0.36,0.0,333,13.79
140US12099007748,1.8,6.16,263,1.46
140US12057014010,0.56,0.0,70,13.91
140US12057014012,2.25,7.2,23,6.76
140US12057014013,3.75,11.18,34,8.85
140US12095014609,0.75,6.47,320,4.88
140US12095014804,0.74,0.0,316,9.96
140US12095014807,0.54,5.05,325,1.17
140US12095010802,0.5,0.0,399,2.97
140US12095011000,0.86,3.04,400,13.64
140US12095011701,0.74,0.0,403,27.74
140US12087971600,11.68,20.7,10,8.31
140US12087971800,2.23,0.0,11,17.2
140US12001001201,0.76,0.0,61,7.04
140US12001001400,3.0,5.03,57,16.6
140US12001001514,0.69,0.0,67,4.03
140US12001001519,0.72,0.0,67,5.03
140US12001001701,1.82,0.0,67,12.67
140US12071090100,7.23,22.95,1,13.03
140US12057011902,0.61,0.0,364,8.7
140US12117021204,6.72,9.54,96,2.29
140US12117021313,2.66,7.12,218,4.19
140US12117021317,1.49,0.0,165,4.38
140US12086003918,0.94,4.02,548,2.06
140US12091023100,6.47,9.01,24,6.56
140US12005001000,0.98,0.0,47,30.44
140US12005001301,0.96,0.0,42,7.7
140US12057012211,0.91,0.0,341,15.38
140US12057012213,0.58,0.0,314,4.02
140US12005001402,1.53,0.0,43,3.81
140US12005001501,1.47,0.0,50,9.04
140US12005001600,0.27,0.0,49,27.31
140US12005001900,0.23,0.0,49,11.05
140US12005002300,0.75,0.0,53,11.29
140US12057012002,1.46,4.21,381,13.37
140US12057012103,0.31,0.0,366,12.51
140US12057012108,1.1,0.0,310,8.88
140US12057012206,1.1,0.0,321,2.3
140US12017450400,8.37,21.17,15,11.29
140US12037970302,5.79,10.87,2,13.49
140US12091023200,1.0,6.85,26,4.61
140US12091023304,0.8,0.0,25,1.48
140US12021010212,0.62,0.0,88,14.99
140US12093910201,5.11,8.05,6,40.91
140US12093910300,1.46,0.0,6,45.96
140US12093910402,4.74,10.32,6,27.78
140US12095012000,0.61,7.62,320,22.27
140US12095012202,1.07,5.78,344,22.64
140US12105011732,0.84,4.5,98,20.39
140US12105011832,1.22,5.35,92,8.67
140US12105011901,0.72,0.0,90,14.28
140US12105011909,1.65,10.17,63,3.83
140US12105011911,1.99,10.42,63,10.42
140US12105011000,1.02,0.0,91,41.52
140US12099006907,0.96,0.0,301,4.4
140US12099006910,0.58,4.46,301,14.83
140US12099006912,0.7,0.0,301,1.24
140US12099007008,1.16,4.79,339,0.0
140US12099007009,0.45,0.0,367,0.83
140US12099007011,1.21,6.37,332,6.36
140US12099007301,0.33,0.0,343,4.23
140US12099007410,0.55,4.96,261,7.69
140US12099007414,0.69,7.98,260,10.79
140US12099007713,1.82,0.0,302,2.16
140US12099007759,2.35,6.61,126,5.1
140US12099007763,0.66,0.0,208,3.8
140US12099007808,5.0,13.07,32,6.55
140US12099008101,3.55,0.0,4,39.38
140US12099980000,1.19,9.6,155,
140US12099980200,4.23,13.08,124,
140US12101030202,0.9,5.51,107,13.43
140US12101030204,0.92,0.0,110,10.41
140US12061050606,1.54,0.0,43,18.1
140US12061050705,1.77,0.0,39,15.49
140US12095017008,0.55,0.0,289,6.15
140US12095017014,0.75,0.0,257,6.3
140US12095017017,0.78,0.0,224,2.36
140US12095017104,0.57,0.0,251,1.57
140US12099000205,0.36,0.0,118,13.66
140US12099000210,1.05,3.96,132,4.99
140US12099000211,0.75,0.0,91,2.37
140US12099000303,1.86,6.94,141,2.81
140US12099000407,0.5,0.0,98,7.1
140US12099000505,0.28,0.0,139,9.39
140US12099000509,1.16,3.38,137,13.85
140US12099000802,0.31,0.0,180,2.09
140US12099000902,0.12,0.0,172,4.86
140US12099000904,0.64,0.0,189,1.92
140US12099004500,0.47,0.0,297,16.43
140US12099004704,0.72,0.0,257,22.54
140US12115000700,2.08,7.06,117,9.29
140US12115001101,0.75,0.0,145,16.58
140US12115001201,1.12,0.0,150,7.89
140US12115001204,1.63,0.0,136,15.27
140US12115001503,1.0,2.97,132,4.01
140US12115001505,0.56,4.6,144,6.9
140US12115001601,0.58,0.0,131,16.6
140US12115001702,1.09,0.0,133,15.35
140US12115002605,0.7,0.0,45,15.76
140US12086006402,0.59,1.58,679,16.8
140US12086006501,0.35,1.82,670,22.11
140US12086006702,0.41,0.0,665,2.81
140US12115002712,0.5,0.0,59,4.12
140US12099007813,0.74,0.0,204,2.76
140US12086006706,0.92,3.55,654,2.07
140US12086006711,0.11,0.0,638,2.9
140US12086006900,0.56,0.0,699,20.33
140US12121970100,3.52,0.0,10,38.89
140US12001001801,5.94,0.0,26,14.78
140US12111380800,2.13,0.0,69,17.73
140US12111380901,0.36,0.0,52,21.66
140US12111381000,2.59,0.0,52,15.09
140US12086009010,0.14,0.0,654,1.72
140US12086009014,0.18,0.0,673,10.04
140US12086009020,0.12,0.0,676,42.9
140US12086009026,0.45,3.29,656,28.64
140US12086009027,0.56,3.3,653,12.81
140US12086009031,0.38,2.66,674,14.78
140US12086009035,0.81,0.0,709,10.56
140US12086009043,0.65,5.44,731,1.66
140US12121970301,8.15,27.22,3,20.53
140US12121970500,10.09,20.98,18,18.48
140US12107950202,9.34,16.46,12,12.27
140US12101032500,1.65,4.21,27,21.52
140US12101032700,1.92,0.0,26,23.72
140US12086009047,0.89,6.75,717,2.22
140US12086009200,0.39,0.0,798,4.66
140US12086009309,0.31,0.0,778,24.97
140US12086009311,0.62,0.0,786,20.29
140US12086008409,0.57,0.0,550,5.06
140US12101032901,1.85,4.03,65,12.1
140US12117020805,0.86,0.0,142,1.95
140US12117020806,0.74,0.0,184,7.31
140US12117020810,1.33,8.17,196,3.59
140US12117020902,0.73,0.0,204,18.98
140US12086010500,0.84,0.0,290,18.54
140US12086010609,0.96,3.98,358,18.5
140US12086010617,1.64,5.59,297,6.95
140US12086008414,1.37,0.0,520,0.92
140US12053040301,7.7,16.18,15,20.06
140US12053040303,3.53,9.52,38,19.75
140US12053041003,0.8,0.0,49,16.61
140US12053041006,0.83,0.0,54,12.33
140US12053041104,1.67,5.65,72,10.04
140US12053041204,0.8,8.61,78,15.82
140US12053041303,1.26,11.72,72,7.26
140US12053041401,1.18,0.0,84,7.52
140US12101032904,2.58,8.71,136,24.28
140US12086007002,0.31,0.0,682,25.14
140US12086007104,0.25,0.0,676,12.04
140US12086007300,0.94,3.13,644,6.33
140US12086007603,0.52,0.0,637,17.49
140US12086007605,0.13,0.0,633,9.54
140US12086007705,0.6,0.0,624,11.51
140US12086007805,0.65,0.0,597,6.93
140US12083002202,1.28,4.53,55,7.49
140US12083002301,1.08,0.0,57,16.82
140US12083002503,2.01,0.0,37,19.4
140US12087970600,3.3,5.48,10,16.1
140US12115001801,0.49,0.0,126,6.8
140US12011040401,0.54,0.0,391,5.49
140US12011040502,1.05,4.09,326,7.66
140US12011040701,0.43,2.38,434,6.12
140US12011040702,0.31,0.0,456,11.56
140US12011040902,1.03,3.69,558,29.93
140US12011041000,0.53,4.48,570,27.06
140US12011041400,0.71,3.83,598,34.63
140US12011041700,0.04,0.0,520,33.33
140US12049970400,12.37,0.0,5,50.39
140US12095015402,0.83,2.54,390,14.97
140US12111382109,0.95,0.0,62,0.96
140US12111382112,1.5,8.21,68,5.59
140US12086010207,0.43,0.0,377,42.91
140US12086010208,0.17,0.0,377,31.91
140US12086001101,0.48,3.48,709,21.06
140US12086001104,0.18,0.0,736,6.04
140US12086001205,1.06,0.0,653,10.27
140US12097043302,1.96,7.69,55,7.37
140US12097043700,4.58,0.0,18,9.01
140US12101033006,0.75,0.0,65,12.01
140US12101033008,0.67,0.0,68,21.95
140US12101033013,0.73,4.27,88,16.67
140US12057011521,2.19,11.75,271,12.98
140US12111381503,1.27,0.0,70,8.04
140US12111381701,5.58,11.31,39,7.96
140US12069030504,2.03,0.0,63,14.6
140US12069030701,1.07,0.0,58,26.43
140US12099005939,0.33,0.0,265,31.65
140US12099005944,0.39,5.72,295,34.46
140US12086010801,0.73,4.09,143,14.96
140US12086011008,0.74,0.0,144,1.92
140US12086011101,0.48,0.0,99,29.58
140US12086011102,1.02,0.0,104,4.31
140US12086011403,1.07,4.29,62,19.39
140US12086011700,0.53,0.0,706,16.46
140US12115001805,0.61,0.0,128,10.05
140US12101033101,4.84,7.29,45,16.92
140US12081000604,0.61,4.38,106,20.41
140US12081000703,0.16,0.0,123,24.27
140US12081000705,1.39,0.0,120,28.64
140US12081000804,1.14,3.56,143,5.13
140US12087970800,2.27,0.0,10,6.75
140US12111381803,2.32,6.27,79,4.2
140US12111381900,1.5,0.0,84,3.84
140US12111382002,0.83,5.87,75,9.37
140US12111382008,0.68,0.0,73,14.15
140US12111382106,1.43,0.0,74,2.34
140US12001000302,0.72,0.0,57,14.02
140US12001000500,0.57,0.0,57,9.12
140US12001000809,0.55,0.0,57,5.78
140US12001000901,0.86,4.5,58,0.68
140US12095017802,2.05,8.06,178,15.86
140US12011041802,0.4,0.0,428,12.42
140US12011042302,0.23,0.0,511,22.12
140US12087971200,0.66,0.0,4,9.59
140US12117021704,1.15,0.0,266,6.72
140US12117021705,0.7,0.0,299,10.64
140US12095017001,0.98,0.0,326,9.94
140US12095017006,0.92,5.18,264,1.14
140US12009064128,1.18,0.0,76,3.04
140US12009064301,0.81,5.49,72,10.44
140US12011042500,0.05,0.0,494,2.96
140US12009064500,0.39,0.0,77,11.45
140US12009064602,1.08,0.0,83,18.52
140US12009065001,1.02,0.0,77,4.82
140US12009065022,1.74,4.5,70,8.4
140US12009065123,1.3,0.0,65,25.26
140US12009065201,2.04,7.62,69,22.75
140US12009065231,4.28,13.8,48,6.46
140US12103027606,0.43,0.0,168,4.73
140US12103027703,1.47,7.03,186,0.0
140US12103027802,1.36,4.07,195,13.77
140US12011050900,0.46,0.0,541,8.5
140US12086001703,0.06,0.0,709,48.23
140US12086001803,0.45,0.0,727,59.75
140US12086001903,0.29,0.0,759,51.52
140US12086002100,0.99,0.0,693,3.77
140US12095018200,0.23,0.0,350,5.79
140US12115000503,0.64,0.0,136,27.84
140US12117021320,0.83,0.0,206,5.14
140US12117021401,0.94,6.1,232,17.89
140US12095018300,1.29,3.81,433,32.01
140US12095018800,0.51,0.0,419,4.5
140US12095018900,0.34,0.0,449,17.39
140US12097040803,1.42,0.0,153,3.95
140US12095017804,3.8,8.21,78,12.7
140US12095017808,1.4,0.0,201,4.51
140US12095017901,6.38,8.41,101,16.18
140US12071040115,6.39,0.0,23,4.31
140US12031013901,1.33,9.99,76,8.84
140US12011070502,0.36,0.0,566,3.27
140US12011080402,0.25,0.0,591,12.8
140US12011090900,0.36,0.0,586,8.78
140US12011091201,0.3,3.43,624,12.46
140US12011091500,0.57,3.19,692,11.72
140US12011091600,0.4,3.57,618,25.49
140US12031015001,0.71,0.0,185,16.08
140US12031015400,0.46,0.0,203,26.75
140US12031015502,0.87,4.07,195,32.45
140US12031015700,0.78,0.0,198,25.8
140US12011050309,0.18,0.0,547,7.41
140US12099001200,0.44,3.72,158,26.45
140US12099001301,0.36,0.0,183,14.65
140US12099001500,0.64,0.0,169,32.26
140US12099001802,1.1,7.41,233,13.96
140US12099002900,0.69,0.0,283,25.96
140US12099003000,0.96,0.0,281,12.23
140US12099004809,0.43,11.1,154,13.17
140US12099004812,0.73,7.0,233,5.3
140US12099004815,0.33,0.0,237,6.48
140US12109020801,0.68,0.0,85,3.78
140US12109021301,1.06,0.0,23,15.81
140US12109021404,2.24,8.44,18,14.36
140US12109021406,1.45,0.0,18,7.65
140US12109021407,1.87,4.69,20,7.23
140US12031015924,1.05,0.0,201,13.63
140US12097040901,1.82,0.0,154,12.13
140US12069030305,7.43,20.21,33,13.52
140US12069030406,2.52,10.35,57,13.08
140US12069030407,1.38,0.0,54,14.02
140US12099004818,0.52,0.0,242,28.48
140US12099004904,0.51,0.0,268,26.43
140US12099005951,0.84,7.19,215,17.27
140US12099005953,0.69,0.0,254,13.26
140US12099006006,0.65,0.0,249,12.94
140US12099006008,1.04,0.0,287,9.79
140US12099006100,0.47,0.0,343,24.11
140US12099006401,0.37,2.47,282,2.01
140US12111380400,0.24,0.0,71,20.46
140US12111380600,0.58,0.0,71,17.75
140US12103024805,0.7,1.97,260,11.4
140US12069030411,1.52,0.0,54,14.0
140US12011010103,0.22,0.0,405,11.15
140US12011010200,0.46,0.0,432,9.1
140US12011010308,0.61,0.0,394,14.96
140US12011010402,0.48,0.0,445,22.34
140US12011010403,0.52,0.0,418,21.82
140US12071040113,1.38,8.54,111,1.22
140US12086002201,0.29,1.36,732,14.52
140US12086002403,0.42,0.0,730,35.35
140US12086002404,0.31,0.0,730,36.09
140US12086002702,0.28,0.0,712,12.91
140US12086002706,0.98,1.27,699,6.26
140US12086018500,0.51,5.37,328,6.57
140US12011050312,0.16,0.0,540,29.07
140US12011050402,0.88,3.64,530,5.67
140US12011050601,0.58,2.83,481,5.59
140US12011050800,0.28,0.0,559,26.54
140US12103024512,0.42,0.0,394,11.46
140US12103024513,0.49,0.0,338,17.33
140US12103024601,0.75,4.04,319,18.41
140US12103024801,0.51,3.33,263,15.25
140US12111381502,0.54,0.0,66,7.11
140US12083000604,9.37,28.82,1,25.79
140US12083000605,8.74,16.82,4,20.18
140US12083000702,3.57,0.0,62,13.49
140US12057013802,0.66,0.0,231,15.8
140US12057011512,2.6,13.73,226,3.09
140US12099005947,1.04,6.54,271,7.99
140US12057013804,2.04,0.0,153,3.76
140US12109021103,2.37,10.89,18,24.88
140US12109021203,0.78,0.0,24,11.12
140US12009065236,4.73,14.59,33,9.27
140US12009066400,0.59,0.0,66,8.97
140US12009066700,0.89,0.0,72,1.76
140US12009066900,1.88,5.11,80,7.47
140US12009068102,3.87,6.64,37,12.11
140US12009068502,2.28,4.66,39,14.65
140US12113010706,2.61,6.58,58,10.61
140US12099000204,0.59,0.0,116,7.08
140US12131950302,11.88,0.0,6,13.35
140US12097042000,0.6,0.0,173,21.22
140US12011042700,1.11,4.86,553,20.96
140US12011043001,1.15,3.24,555,7.4
140US12011043301,0.23,0.0,536,9.85
140US12011050205,1.16,4.31,431,9.56
140US12011050206,0.36,0.0,484,6.19
140US12011050208,0.55,0.0,527,13.92
140US12057011516,0.54,0.0,333,3.08
140US12097041002,2.38,0.0,124,5.25
140US12097041300,3.17,0.0,61,22.57
140US12097041700,1.43,3.6,149,15.54
140US12105014302,2.12,0.0,42,13.8
140US12086003001,0.26,0.0,697,31.68
140US12086003601,0.53,2.52,722,46.82
140US12086003704,0.09,0.0,699,11.31
140US12086003707,0.2,1.2,706,9.23
140US12086003803,0.55,3.07,371,6.67
140US12086003913,0.22,0.0,377,18.91
140US12086003915,0.59,2.41,413,9.94
140US12099008001,13.91,18.42,4,39.02
140US12097042200,1.17,0.0,207,21.11
140US12097042400,1.05,4.31,195,14.75
140US12097042800,2.69,0.0,162,9.97
140US12097043100,2.25,12.58,111,3.65
140US12097043202,3.69,9.75,69,12.66
140US12097043301,2.36,9.81,50,15.28
140US12109021101,11.42,16.64,5,23.58
140US12086980800,0.64,0.0,734,
140US12087970300,1.92,5.75,6,13.08
140US12105014501,5.16,10.12,52,25.84
140US12105014701,1.63,7.16,75,17.8
140US12105014802,2.56,0.0,82,18.49
140US12065250102,6.44,14.0,3,27.3
140US12069030209,1.52,0.0,40,21.45
140US12031016728,1.39,8.93,178,6.43
140US12031016803,1.24,0.0,137,3.24
140US12109020602,3.83,0.0,14,6.84
140US12109020708,2.91,12.03,60,0.0
140US12099003202,1.25,3.62,243,11.87
140US12055961100,0.35,0.0,22,36.8
140US12099003504,1.01,4.74,240,4.42
140US12099005000,1.38,4.47,306,14.93
140US12099005300,0.36,0.0,278,15.04
140US12086980300,0.29,0.0,614,0.0
140US12031013200,1.73,7.57,173,8.22
140US12031013403,0.99,5.29,167,21.78
140US12031013504,0.82,0.0,148,8.02
140US12031013521,1.1,0.0,165,11.44
140US12031013721,2.96,8.7,122,14.75
140US12086019000,0.72,0.0,484,2.74
140US12086019200,0.67,3.82,510,2.69
140US12086019400,0.22,0.0,379,2.84
140US12086019900,1.32,5.37,295,5.67
140US12086020000,0.9,2.92,294,5.1
140US12027010404,8.27,8.8,4,27.62
140US12129010203,2.92,0.0,11,16.01
140US12131950200,3.59,0.0,1,21.11
140US12115002402,0.78,0.0,74,24.64
140US12101031008,0.37,0.0,116,20.61
140US12086000902,0.82,0.0,765,33.86
140US12086001005,0.21,0.0,754,36.61
140US12051000402,2.27,0.0,7,27.65
140US12053040201,8.24,26.7,6,29.23
140US12101030411,1.09,5.38,173,15.47
140US12086000805,0.4,0.0,746,34.98
140US12063211100,11.31,29.2,2,32.18
140US12059960200,16.14,33.21,0,17.1
140US12059960400,2.65,0.0,7,20.61
140US12101031408,0.23,0.0,152,23.19
140US12031013905,0.85,0.0,81,7.19
140US12031014001,0.63,0.0,92,7.99
140US12031014406,1.14,0.0,129,2.12
140US12031014410,0.87,0.0,146,6.69
140US12115002505,0.38,0.0,67,17.96
140US12115002508,1.58,6.08,57,7.52
140US12115002511,0.41,0.0,73,8.61
140US12115002603,1.55,4.7,45,12.09
140US12101030412,0.52,3.4,188,30.1
140US12101030700,0.48,0.0,176,11.83
140US12101030901,1.04,0.0,131,21.87
140US12101031508,0.85,0.0,194,0.96
140US12101031012,0.66,0.0,115,7.71
140US12101031101,0.79,0.0,111,20.59
140US12101031203,0.79,0.0,120,15.93
140US12101031206,2.14,6.94,87,22.95
140US12101031208,1.72,13.68,63,4.24
140US12101031405,0.67,2.11,151,22.48
140US12101031407,0.85,0.0,126,13.4
140US12063210600,4.45,9.24,5,31.06
140US12031012200,0.82,0.0,193,21.39
140US12111382200,11.02,12.63,21,12.56
140US12105012408,5.71,15.05,42,13.16
140US12105012410,4.38,16.13,43,18.71
140US12105012502,3.81,15.3,20,16.05
140US12113010400,5.38,7.19,16,16.88
140US12113010502,0.84,0.0,14,7.39
140US12113010504,2.69,8.2,13,7.96
140US12055960501,1.79,0.0,21,34.07
140US12055960602,2.1,6.92,22,25.73
140US12055960900,3.17,3.03,22,26.36
140US12011060206,0.58,0.0,504,26.29
140US12105014125,2.91,0.0,48,33.53
140US12105014202,2.73,9.47,16,18.07
140US12031011600,1.28,4.01,169,38.54
140US12031012000,0.56,0.0,195,25.31
140US12069030106,7.9,23.82,12,13.55
140US12031014412,3.81,0.0,186,2.11
140US12031014500,1.16,5.0,198,13.24
140US12031014800,0.78,4.29,185,26.82
140US12031014902,0.53,0.0,174,8.53
140US12001002000,3.01,0.0,21,37.15
140US12107950500,6.57,0.0,10,14.71
140US12086008000,2.72,5.59,560,1.56
140US12086008202,0.76,4.08,430,7.21
140US12086008305,1.01,4.69,508,6.73
140US12086008307,0.65,2.86,414,10.71
140US12057001900,0.66,0.0,410,28.11
140US12057002200,0.41,1.82,445,12.42
140US12051000200,4.0,4.22,4,27.69
140US12051000401,5.13,6.92,6,26.87
140US12105012309,7.09,23.94,19,27.23
140US12105012403,5.61,0.0,53,8.2
140US12055961301,1.64,0.0,22,12.99
140US12053041501,2.33,0.0,58,9.45
140US12055960102,2.69,5.03,23,30.07
140US12001110800,0.72,0.0,63,4.04
140US12095013604,0.69,4.79,349,7.37
140US12105012407,10.01,16.69,74,15.9
140US12031012500,0.25,0.0,170,19.64
140US12031012703,0.89,0.0,174,8.63
140US12031012704,1.1,4.04,169,16.48
140US12031013100,0.84,0.0,189,8.83
140US12055960103,1.23,0.0,23,21.49
140US12001002220,1.7,6.13,63,16.32
140US12005002500,1.31,0.0,50,9.96
140US12005002603,1.18,3.33,52,9.02
140US12103025011,0.2,0.0,283,9.82
140US12103025013,0.73,0.0,243,10.14
140US12103025018,0.37,2.56,251,22.21
140US12103025107,0.96,4.29,213,9.57
140US12103025110,1.0,4.04,204,9.63
140US12055961500,13.16,0.0,5,19.4
140US12055961602,7.91,29.09,4,20.72
140US12057000102,0.54,0.0,389,31.68
140US12057000500,0.7,0.0,372,8.43
140US12103025112,0.44,0.0,233,9.66
140US12103025119,0.68,0.0,220,7.32
140US12103025121,0.43,0.0,202,7.57
140US12103025122,0.98,0.0,192,4.49
140US12085000604,1.37,9.13,56,3.2
140US12103026804,0.66,0.0,407,15.17
140US12103026811,0.95,4.96,333,4.77
140US12103026817,0.74,0.0,345,5.69
140US12053040602,5.22,12.36,46,11.31
140US12053040801,1.1,0.0,50,17.77
140US12086005410,0.31,0.52,686,36.51
140US12086005600,0.23,0.0,694,18.04
140US12086005703,0.28,0.0,705,35.29
140US12086000413,0.88,4.71,717,30.41
140US12095013606,0.98,0.0,326,14.71
140US12095013702,0.22,0.0,377,16.66
140US12095013900,0.58,0.0,337,11.95
140US12095014000,1.55,0.0,311,3.95
140US12001001805,3.82,20.28,42,8.62
140US12001001908,8.21,23.55,28,13.34
140US12001002102,7.76,15.67,61,25.06
140US12009063107,1.19,0.0,74,5.39
140US12086000501,0.69,0.0,782,19.51
140US12095014302,0.37,0.0,355,31.34
140US12095014601,1.16,5.96,320,20.6
140US12095014607,0.93,6.29,347,5.32
140US12086004103,0.41,1.53,508,23.06
140US12086004105,0.46,0.0,424,1.94
140US12086005103,0.15,0.0,705,46.65
140US12086005104,0.37,0.0,706,42.78
140US12086005303,0.13,0.0,680,24.79
140US12086005405,0.28,0.0,692,46.76
140US12115001908,0.05,0.0,125,6.08
140US12115002007,0.97,0.0,107,9.11
140US12115002008,0.63,0.0,116,5.86
140US12115002010,1.38,0.0,122,12.98
140US12115002203,1.28,7.11,84,12.56
140US12115002304,0.82,0.0,72,15.13
140US12009069802,1.07,6.15,49,6.69
140US12103028102,1.09,7.27,146,13.3
140US12103028401,0.8,4.71,159,18.74
140US12103028600,0.37,0.0,233,11.86
140US12105010402,1.25,3.67,98,19.73
140US12105010502,1.12,0.0,97,12.35
140US12105010601,0.29,0.0,98,12.18
140US12105010702,0.55,0.0,94,18.84
140US12107950400,6.73,23.68,1,21.21
140US12083002100,0.56,0.0,59,12.02
140US12101031602,2.32,12.66,259,6.0
140US12101031605,0.8,0.0,199,9.05
140US12101031706,1.0,0.0,176,11.28
140US12101031708,0.85,0.0,153,13.7
140US12083002605,2.82,8.4,24,2.25
140US12083002606,0.77,0.0,39,11.13
140US12085000100,1.51,0.0,52,7.91
140US12085000300,0.63,0.0,80,10.61
140US12073002205,1.34,5.56,57,8.33
140US12071050313,1.67,0.0,125,3.8
140US12071050602,0.53,0.0,96,9.52
140US12071060102,3.12,10.26,77,5.84
140US12071060202,0.75,0.0,24,8.12
140US12053040400,1.46,5.66,44,18.23
140US12095016730,1.04,0.0,120,0.85
140US12095016732,2.29,0.0,239,3.94
140US12071060203,0.91,6.39,33,7.11
140US12071070200,3.91,0.0,1,14.13
140US12071080100,7.51,32.06,0,8.89
140US12009069901,6.66,10.3,51,7.13
140US12086014000,3.31,0.0,6,13.33
140US12086014200,0.83,4.63,602,6.37
140US12086014700,0.59,0.0,614,18.72
140US12063210800,8.23,16.55,9,18.19
140US12063211000,7.16,0.0,7,33.35
140US12011030201,0.66,0.0,439,14.78
140US12086015200,1.42,0.0,379,3.25
140US12086015500,0.65,0.0,600,18.58
140US12086016000,0.61,3.38,461,18.07
140US12053040901,0.96,0.0,67,7.61
140US12053040909,0.8,0.0,50,11.07
140US12053040910,2.5,9.14,46,11.3
140US12117022101,0.82,0.0,259,13.07
140US12117022104,1.23,6.05,281,7.02
140US12117022206,0.73,4.83,291,5.82
140US12113010702,6.94,13.84,71,12.35
140US12086007807,0.42,0.0,613,0.65
140US12009064124,0.95,3.78,87,9.91
140US12095016802,2.39,0.0,288,2.45
140US12095016806,1.63,0.0,234,3.55
140US12095015702,0.75,3.64,326,3.43
140US12011010800,0.53,0.0,425,10.27
140US12011011000,0.58,6.99,323,4.9
140US12011020104,0.52,0.0,454,18.09
140US12011060210,0.78,4.64,473,4.85
140US12011060303,0.57,4.04,547,32.4
140US12011060306,0.37,0.0,517,13.28
140US12011060402,0.37,3.06,549,15.5
140US12011060603,0.66,0.0,480,4.93
140US12021010215,1.74,4.82,83,3.66
140US12021010300,0.36,0.0,86,6.95
140US12021010405,1.25,0.0,86,5.06
140US12105012503,2.51,0.0,51,13.44
140US12005002608,2.42,0.0,48,8.73
140US12005002701,2.03,0.0,25,7.02
140US12005002703,0.34,0.0,39,9.08
140US12009060101,4.73,0.0,22,16.42
140US12009060102,4.76,5.88,22,10.38
140US12009060300,1.25,8.09,27,10.0
140US12005000201,13.21,18.59,22,9.3
140US12011020207,0.69,4.31,424,21.14
140US12011020209,0.37,3.47,470,14.82
140US12011020311,0.58,0.0,349,4.34
140US12011020313,0.68,0.0,348,0.0
140US12011020316,0.71,0.0,395,3.05
140US12086000505,1.07,0.0,730,24.23
140US12086000808,0.3,0.0,736,36.69
140US12083000200,4.79,26.7,6,32.47
140US12083000302,2.32,0.0,43,16.49
140US12011030202,0.97,3.52,485,15.12
140US12011040205,0.83,2.77,500,8.68
140US12086011800,0.77,4.06,726,4.72
140US12086012000,0.37,0.0,731,19.49
140US12086012300,0.85,5.93,558,7.27
140US12086012700,0.86,0.0,694,7.19
140US12086012800,0.5,0.0,773,5.01
140US12086013300,0.3,0.0,793,11.32
140US12086013700,0.32,0.0,719,26.16
