HEROP_ID,RxMinDis,RxTmDr,RxCntDr,NoIntP
140US36047011000,0.2,0.0,2384,16.69
140US36047041100,0.2,0.88,2903,25.47
140US36047041402,0.23,1.49,2012,14.64
140US36047041700,0.37,2.09,2815,37.21
140US36047041900,0.44,2.5,2819,23.98
140US36103158203,0.93,0.0,162,1.01
140US36095740600,13.37,38.79,0,26.14
140US36059409800,0.36,0.0,2206,6.42
140US36059410000,0.73,2.63,1994,7.77
140US36059410300,0.56,0.0,1851,7.87
140US36059410700,0.67,2.74,1771,4.12
140US36059410800,0.79,3.94,1798,7.55
140US36081068000,0.79,3.05,2539,8.14
140US36081073700,0.07,0.0,2962,6.03
140US36081074300,0.01,0.0,3065,9.94
140US36081074500,0.2,1.17,3142,19.74
140US36081075702,0.37,1.6,2982,4.23
140US36081077905,0.16,1.45,2979,8.83
140US36081020200,0.37,1.71,3006,2.7
140US36081020600,0.33,1.15,3013,12.63
140US36081021400,0.2,0.0,3043,14.0
140US36121970400,12.28,20.26,14,18.53
140US36103158114,0.79,0.0,179,4.86
140US36103158116,0.42,0.0,186,13.82
140US36047024400,0.06,0.0,2147,25.33
140US36047024500,0.23,0.0,2630,13.42
140US36081018401,0.44,1.55,2932,14.24
140US36081018600,0.47,1.32,2928,17.73
140US36081018700,0.27,1.69,3251,14.9
140US36081018900,0.26,1.43,3274,11.44
140US36081019800,0.61,2.47,2944,15.66
140US36081022900,0.79,4.24,3016,
140US36081023200,0.39,2.41,2909,9.74
140US36081024300,0.61,2.25,3146,14.3
140US36081024600,0.29,2.16,2953,
140US36061010400,0.19,0.0,3197,3.83
140US36061010601,0.22,0.0,3260,8.68
140US36061011100,0.09,0.0,3366,8.56
140US36061011300,0.09,0.0,3311,0.0
140US36061011700,0.49,0.0,3342,2.46
140US36059411000,0.48,0.0,1810,15.1
140US36059407302,1.37,3.07,830,8.25
140US36059407402,0.76,0.0,810,7.72
140US36103158205,1.0,5.12,165,4.39
140US36059413200,0.41,0.0,1010,6.13
140US36059413400,0.71,0.0,708,4.5
140US36047026400,0.25,1.13,2113,9.92
140US36067011800,4.17,6.9,88,11.47
140US36081034700,0.42,0.0,3048,20.15
140US36047026600,0.01,0.0,1873,10.97
140US36093033102,5.02,0.0,24,11.84
140US36095740100,6.62,19.06,11,14.49
140US36095740300,1.76,6.99,3,
140US36095740500,10.39,15.07,3,17.72
140US36097950200,5.94,15.16,4,15.24
140US36047012901,0.25,0.61,2784,0.97
140US36047013000,0.04,0.0,2188,5.63
140US36047013300,0.37,1.25,2551,4.99
140US36081035700,0.57,2.9,3016,20.34
140US36081036300,0.21,2.28,3052,10.46
140US36081036700,0.17,1.67,3080,13.53
140US36119013103,3.48,7.97,157,2.65
140US36067011900,3.37,10.3,56,11.89
140US36067012100,4.02,8.37,73,9.99
140US36047052700,0.11,0.0,3013,18.41
140US36047052900,0.16,0.0,3003,68.91
140US36047053200,0.14,1.69,2122,15.79
140US36047053400,0.1,0.0,2162,23.67
140US36047013600,0.07,0.0,2109,6.04
140US36047014000,0.36,2.16,2120,15.2
140US36047014100,0.29,0.61,2613,2.46
140US36091061800,0.54,0.0,52,10.46
140US36029002300,0.44,1.32,201,25.87
140US36029004601,0.35,0.0,201,5.32
140US36029004602,0.47,2.62,209,0.0
140US36029005100,0.32,1.71,199,14.89
140US36029005202,1.0,3.49,204,15.32
140US36047025901,0.15,0.0,2849,16.11
140US36047025902,0.12,1.33,2848,35.97
140US36081025100,0.09,0.0,3190,9.07
140US36081025400,0.22,0.0,2825,24.35
140US36081025900,0.3,0.0,3058,8.05
140US36081026200,0.36,1.93,2847,16.58
140US36081026700,0.05,0.0,3011,19.08
140US36081027000,0.3,1.31,2899,9.13
140US36081027200,0.18,0.0,2908,15.94
140US36081027700,0.22,0.0,2995,15.01
140US36081027900,0.17,0.0,2944,22.47
140US36081028200,0.5,2.15,2675,12.12
140US36081028400,0.34,0.0,2757,23.97
140US36091062403,1.27,0.0,119,5.93
140US36091062405,0.49,0.0,119,6.49
140US36029005500,0.26,0.0,209,19.02
140US36029005900,0.43,0.0,213,17.17
140US36029006302,0.52,1.75,210,3.73
140US36029006702,0.4,2.24,207,22.76
140US36029006800,0.35,0.0,212,10.91
140US36029007101,0.1,0.0,212,31.99
140US36047056600,0.09,0.0,1871,11.65
140US36047057200,0.22,1.08,1719,26.88
140US36103110402,0.71,6.03,218,3.99
140US36047038500,0.25,0.8,2830,14.88
140US36047057400,0.1,0.0,1806,8.11
140US36047057500,0.09,0.0,3151,12.76
140US36047057900,0.47,1.24,3113,13.32
140US36047059000,0.16,0.0,1764,5.77
140US36047059200,0.1,0.0,1845,18.55
140US36047059402,0.16,0.0,1708,6.79
140US36119013104,1.98,0.0,109,4.13
140US36047038700,0.05,0.0,2803,19.7
140US36081040300,0.14,0.0,3038,9.91
140US36081040500,0.01,0.0,3015,17.79
140US36081045200,0.35,1.88,2907,7.8
140US36081045600,0.3,2.14,2968,2.86
140US36081045800,0.3,1.51,2936,7.5
140US36081046100,0.21,0.0,2985,14.2
140US36081099900,0.5,3.37,2558,
140US36081100802,0.48,0.0,1334,8.95
140US36081101001,0.27,0.0,1284,24.74
140US36081099200,0.26,0.0,1298,19.36
140US36087013002,1.75,0.0,380,6.08
140US36087013300,2.67,3.67,575,5.11
140US36087013401,1.13,4.39,581,7.13
140US36081021900,1.12,2.89,3117,
140US36103158900,0.26,0.0,246,16.08
140US36103159102,0.64,0.0,190,19.38
140US36103159106,2.01,0.0,182,5.85
140US36103159201,0.89,3.87,202,8.21
140US36103159204,2.24,5.75,162,11.67
140US36045060200,1.08,0.0,2,15.41
140US36081103201,0.2,0.0,1533,25.53
140US36081103900,0.48,3.19,2876,9.54
140US36081105900,0.67,2.68,2684,17.0
140US36081107201,1.61,3.46,1672,15.33
140US36081112300,0.07,0.0,2702,7.09
140US36081113900,0.21,0.0,2858,7.44
140US36081115700,0.2,0.0,2904,26.1
140US36081116100,0.03,0.0,2916,31.21
140US36081118100,0.12,0.0,2839,9.97
140US36081119300,0.32,2.21,2722,17.72
140US36059406701,0.15,0.0,1306,9.68
140US36059406801,0.11,0.0,1123,12.2
140US36081058900,0.2,0.0,2929,14.68
140US36081059100,0.25,1.12,2934,18.32
140US36081059600,0.28,1.26,2457,18.14
140US36089490100,4.25,0.0,5,14.47
140US36089491400,0.78,0.0,4,14.24
140US36089491900,0.68,8.02,6,
140US36089492100,5.86,10.4,6,15.64
140US36119014606,2.37,0.0,54,4.16
140US36119014607,1.16,5.09,53,3.52
140US36119014703,1.08,0.0,45,8.61
140US36045980000,14.41,31.37,0,
140US36081059900,0.39,1.17,3145,6.99
140US36081060300,0.19,0.0,3007,8.81
140US36081061200,0.51,1.03,2556,4.91
140US36081061302,0.5,4.5,2861,
140US36081061900,0.3,1.75,2967,21.81
140US36081065900,0.38,2.77,2978,17.88
140US36081066300,0.36,1.63,3022,9.88
140US36081067100,0.06,0.0,3019,13.16
140US36081067900,0.12,0.0,3018,15.36
140US36081040200,0.4,1.82,2591,9.07
140US36081124100,0.57,1.77,2957,12.38
140US36081046600,0.15,0.0,2951,10.69
140US36081046800,0.23,0.0,2904,10.12
140US36081047100,0.15,0.0,3057,7.47
140US36081047300,0.05,0.0,3024,9.16
140US36061002201,0.2,0.0,3204,22.28
140US36061002800,0.03,0.0,3139,18.32
140US36061002900,0.18,0.0,3186,47.46
140US36061003200,0.22,1.5,3198,14.43
140US36089492400,24.04,35.84,0,14.42
140US36047007400,0.02,0.0,2172,13.17
140US36047008400,0.21,0.0,2445,21.64
140US36047008800,0.38,1.49,2456,25.51
140US36047009600,0.25,1.14,2169,19.1
140US36103169704,3.43,0.0,33,13.17
140US36103170002,1.11,0.0,7,9.11
140US36119014805,3.71,9.41,66,6.79
140US36119014809,1.89,0.0,100,7.75
140US36119014811,1.91,6.14,50,5.36
140US36119014903,1.13,0.0,38,10.14
140US36119014908,2.56,8.37,66,14.75
140US36119981000,0.49,0.0,731,0.0
140US36119984000,3.44,9.91,55,11.65
140US36121970100,6.59,18.35,7,16.83
140US36061003300,0.14,0.0,3162,1.19
140US36081047800,0.16,0.0,2911,18.71
140US36081048200,0.4,1.42,2912,11.98
140US36081048300,0.27,0.0,3090,14.82
140US36081048500,0.3,0.0,3015,11.17
140US36081049700,0.22,1.4,3037,7.51
140US36081087100,0.07,0.0,2966,28.91
140US36081089200,0.62,0.0,2372,6.11
140US36027100000,2.64,0.0,8,18.69
140US36027130003,2.1,0.0,42,10.69
140US36081091601,0.29,0.0,793,14.49
140US36081091900,0.65,3.76,2636,26.64
140US36081092800,0.35,2.23,1143,3.04
140US36081093401,0.29,0.0,1282,11.57
140US36081094202,0.34,0.0,1424,18.06
140US36081094500,0.5,0.0,2735,19.67
140US36081096400,0.2,0.0,1323,11.34
140US36081097203,0.83,1.21,1269,19.19
140US36081098100,0.77,0.0,2705,15.09
140US36081037900,0.32,1.98,3047,16.63
140US36081038100,0.31,1.8,3110,14.09
140US36027140801,1.9,0.0,72,1.64
140US36027150004,2.63,5.88,26,4.8
140US36027160003,0.52,0.0,35,3.73
140US36027190101,1.56,9.67,62,4.42
140US36027190203,1.51,0.0,68,10.36
140US36081086300,0.3,0.79,2851,25.82
140US36027080201,1.37,0.0,58,6.22
140US36081038302,0.99,3.29,3073,
140US36059413100,0.45,3.22,1122,7.8
140US36103159506,1.01,0.0,108,8.27
140US36103159509,1.36,6.65,72,4.25
140US36103169701,1.03,0.0,98,10.81
140US36027090000,2.64,0.0,16,12.8
140US36081062500,0.19,0.0,2964,10.36
140US36081063000,0.26,0.0,2241,15.21
140US36081063200,0.35,1.92,2370,9.1
140US36119013202,0.93,3.32,255,15.68
140US36119013304,0.92,0.0,211,16.17
140US36119013800,0.86,0.0,95,0.68
140US36119013900,1.26,0.0,98,9.77
140US36119014100,0.94,0.0,68,25.07
140US36119014400,0.87,0.0,73,16.13
140US36081063700,0.5,3.87,2884,17.51
140US36081064101,0.47,3.89,2855,16.53
140US36081064102,0.77,2.0,2973,
140US36081065501,0.42,1.49,2974,
140US36081065702,0.33,1.97,3012,20.14
140US36081029100,0.28,0.59,3079,17.86
140US36081029300,0.46,2.24,3096,14.2
140US36081029500,0.07,0.0,3009,12.62
140US36081030903,0.11,0.0,3061,7.58
140US36047079802,0.06,0.0,2571,14.88
140US36047026900,0.12,0.0,2640,10.07
140US36047029500,0.2,0.0,2670,10.72
140US36047029600,0.01,0.0,1982,16.56
140US36047030100,0.26,0.0,2823,25.93
140US36047030300,0.28,0.88,2806,26.04
140US36047030400,0.6,1.6,1762,20.82
140US36047030800,0.36,1.48,1743,15.88
140US36047031701,0.04,0.0,2582,13.53
140US36047031900,0.14,0.0,2411,17.62
140US36047032500,0.13,0.0,2550,25.79
140US36047032900,0.17,1.56,2472,20.63
140US36059520002,0.26,0.0,610,10.43
140US36059520402,0.2,0.0,570,15.07
140US36059520502,0.65,0.0,531,5.18
140US36081055800,0.34,2.01,2796,6.88
140US36081056000,0.27,1.23,2846,5.38
140US36059407102,0.69,2.03,1106,7.5
140US36059407203,0.5,0.0,989,13.6
140US36121970600,2.95,0.0,5,14.11
140US36081050201,0.41,1.37,2708,6.18
140US36081050700,0.23,2.33,3030,7.18
140US36081051000,0.32,0.0,2850,21.67
140US36081051300,0.33,2.09,3114,9.52
140US36081051600,0.19,1.12,2760,18.01
140US36081052200,0.39,1.55,2577,18.18
140US36081052400,0.16,0.0,2628,14.6
140US36081052800,0.59,2.12,2585,15.29
140US36081053401,0.32,0.0,2695,9.92
140US36081054000,0.35,2.24,2781,12.7
140US36081054200,0.3,0.0,2927,15.35
140US36081055100,0.09,0.0,2907,19.55
140US36061003700,0.2,0.0,3160,0.72
140US36061004000,0.06,0.0,3239,7.16
140US36061004300,0.13,0.0,3206,13.13
140US36059407600,0.47,0.0,671,5.15
140US36059407801,0.97,0.0,644,5.31
140US36059408000,0.75,0.0,771,6.47
140US36059408700,1.13,4.46,542,5.18
140US36059408800,1.15,4.59,533,6.66
140US36059409000,0.45,0.0,628,7.02
140US36059409200,0.47,0.0,646,9.71
140US36059409700,0.28,0.0,751,15.23
140US36103158708,0.91,0.0,151,8.09
140US36103158711,1.12,0.0,209,6.78
140US36081055300,0.08,0.0,2959,18.23
140US36081033000,0.53,2.8,2784,8.62
140US36081033100,1.26,3.34,2996,
140US36081080900,0.25,0.0,3001,10.85
140US36059411301,1.13,5.04,1511,12.26
140US36059411700,0.43,0.0,1407,11.73
140US36059412100,0.45,0.0,1414,7.63
140US36059412301,0.32,0.0,1389,8.21
140US36059412302,0.48,0.0,1257,7.75
140US36059412800,0.65,2.56,1100,3.21
140US36081081800,0.25,0.0,2926,15.03
140US36081084000,0.18,0.0,2864,14.49
140US36081084900,0.18,0.0,3074,28.61
140US36081085300,0.11,0.0,2982,21.21
140US36047024900,0.22,1.98,2642,11.72
140US36047025000,0.17,0.62,2225,10.21
140US36047025500,0.24,1.34,2944,27.46
140US36081119900,0.42,1.46,2787,11.47
140US36081121500,0.65,2.45,3015,12.15
140US36121970900,10.84,14.38,9,16.97
140US36029007102,0.32,0.0,215,14.59
140US36081099703,0.38,2.51,2496,7.83
140US36067011021,2.7,6.51,87,3.75
140US36067011201,2.09,7.26,86,6.04
140US36067011232,2.36,8.89,82,9.57
140US36067011242,1.3,9.68,82,4.62
140US36067011600,1.13,0.0,83,14.4
140US36059404902,0.82,4.28,2301,11.96
140US36047079400,0.19,0.0,2292,26.51
140US36057072600,4.93,14.06,3,17.62
140US36059301800,0.73,0.0,2035,15.93
140US36047033600,0.42,2.43,1252,18.45
140US36047034200,0.1,0.0,1294,41.22
140US36047034300,0.08,0.0,2543,19.64
140US36047034900,0.1,0.0,2471,22.82
140US36047035400,0.24,0.0,1737,16.01
140US36047035500,0.09,0.0,2463,20.68
140US36047035602,0.19,0.0,1567,23.91
140US36047036100,0.24,1.48,2784,40.36
140US36047036502,0.21,1.72,2873,10.41
140US36047036900,0.25,0.0,2878,20.81
140US36047037401,0.28,1.45,1853,12.71
140US36047037700,0.35,1.18,2811,21.65
140US36059404600,0.63,2.28,2160,2.93
140US36059404800,0.61,0.0,2105,7.87
140US36045062200,1.21,3.61,15,14.55
140US36047000200,0.35,0.0,2375,27.79
140US36047000501,0.05,0.0,2868,11.02
140US36047060800,0.17,1.5,1776,11.49
140US36047061600,1.01,2.55,1536,8.74
140US36047062600,0.19,0.0,1666,9.86
140US36047063800,0.28,1.36,1854,10.21
140US36047064000,0.38,1.68,1912,11.78
140US36047065000,0.28,2.21,1953,10.02
140US36047065800,0.05,0.0,1740,9.49
140US36059405400,0.34,0.0,1672,12.39
140US36061029900,0.21,0.0,2815,25.27
140US36063020200,1.42,4.36,67,29.93
140US36063020300,2.05,4.93,87,25.95
140US36063020700,0.95,4.23,81,18.02
140US36063021100,1.33,3.24,86,32.23
140US36063021400,0.88,3.21,91,32.88
140US36063022000,0.97,4.54,134,20.78
140US36063022500,1.32,4.68,112,20.46
140US36063022601,0.15,0.0,93,9.94
140US36063022702,6.24,8.7,146,6.64
140US36063022712,1.37,0.0,115,13.35
140US36047020400,0.49,0.88,2197,8.08
140US36047020700,0.27,1.58,2621,5.81
140US36029007304,2.64,0.0,139,3.4
140US36047098600,0.19,0.0,2023,5.89
140US36047099000,0.21,1.17,2033,6.6
140US36047099800,0.62,2.02,2027,6.67
140US36047015500,0.06,0.0,2592,2.52
140US36047016200,0.14,0.0,2017,18.72
140US36047016400,0.55,3.12,1776,3.88
140US36059405600,0.7,2.8,1451,9.1
140US36059405800,0.51,0.0,1528,2.06
140US36059405900,0.23,0.0,1680,3.88
140US36059406202,1.17,3.48,1332,4.37
140US36059406400,0.72,0.0,1318,6.41
140US36103145605,0.62,4.51,361,12.56
140US36057072800,9.22,13.01,11,20.02
140US36059300100,1.06,3.0,1401,4.44
140US36059300700,0.19,0.0,2151,13.28
140US36085012805,0.9,2.39,927,13.59
140US36085013203,0.44,3.34,800,16.97
140US36085013400,0.3,0.0,1081,10.46
140US36047021000,0.24,0.0,2188,9.51
140US36067001600,0.75,1.75,92,36.34
140US36067001800,0.65,2.41,89,10.94
140US36047016500,0.28,2.18,2483,2.16
140US36047017000,0.28,1.73,2048,11.57
140US36047017500,0.7,3.69,2268,
140US36047017600,0.22,0.56,1943,8.8
140US36047018100,0.2,0.0,2810,6.15
140US36047018300,0.19,0.0,2873,0.41
140US36047018800,0.37,0.49,2137,13.24
140US36047019100,0.3,1.42,2953,7.1
140US36047019600,0.08,0.0,2187,18.32
140US36047019700,0.19,1.25,2834,8.85
140US36047020100,0.22,1.07,2832,5.47
140US36059302000,0.68,0.0,1273,7.96
140US36059302501,1.01,2.1,1348,0.92
140US36059302800,0.4,0.0,2061,9.7
140US36085020700,0.16,0.0,1526,39.57
140US36085020803,0.88,4.6,544,14.95
140US36085013800,0.54,3.32,974,12.17
140US36085014606,0.64,0.0,525,6.14
140US36103158207,1.02,3.29,157,2.99
140US36103158310,1.39,7.09,142,12.88
140US36103158317,1.64,6.21,131,9.9
140US36103158322,0.85,5.03,158,6.67
140US36103158323,1.44,0.0,150,2.56
140US36103158405,1.93,5.32,120,3.91
140US36103158409,1.07,0.0,119,13.73
140US36085022300,0.8,2.28,1436,10.99
140US36085022800,1.16,0.0,974,0.0
140US36085024700,0.26,0.0,1664,21.05
140US36085024800,0.57,0.0,455,7.08
140US36085027301,0.86,5.88,1332,14.7
140US36047001300,0.27,2.78,2966,5.7
140US36047001800,0.59,0.0,2479,
140US36047002000,0.25,1.89,2197,26.46
140US36047002300,0.19,2.69,2959,40.57
140US36047003300,0.11,0.0,2836,8.84
140US36047003600,0.26,1.22,2132,7.53
140US36047003900,0.14,0.0,2885,5.98
140US36103158502,0.52,0.0,245,22.0
140US36103158505,1.11,4.88,235,8.18
140US36103158510,1.22,0.0,190,10.6
140US36029008600,0.73,2.33,194,17.83
140US36047096800,0.14,0.0,2103,13.58
140US36057072300,3.58,0.0,4,23.77
140US36057072400,0.84,0.0,9,20.04
140US36103135204,1.0,5.22,327,7.14
140US36103135303,0.53,0.0,297,6.25
140US36103135304,1.25,3.65,297,6.64
140US36103145602,0.66,3.31,358,10.58
140US36103147802,0.44,0.0,228,6.64
140US36047004600,0.43,2.37,1920,12.77
140US36047004900,0.38,1.21,2782,2.56
140US36029007905,1.22,5.39,209,15.99
140US36029008002,1.17,3.24,198,8.95
140US36029008300,2.2,4.43,205,25.93
140US36029008500,0.22,0.0,200,15.35
140US36103124001,0.86,3.73,473,7.03
140US36063023001,1.2,2.01,186,15.89
140US36065980003,1.37,5.86,43,
140US36067000100,1.77,1.67,98,16.87
140US36067000800,0.45,3.4,89,17.9
140US36067001000,0.08,0.0,88,16.55
140US36067002000,0.61,1.83,95,27.42
140US36067002400,0.74,2.3,91,33.02
140US36067002901,0.93,3.0,93,15.2
140US36067005700,0.67,4.22,88,23.44
140US36067006101,0.21,0.0,88,38.68
140US36047021500,0.08,0.0,2534,8.23
140US36047021600,0.27,0.0,2150,35.05
140US36089492500,12.89,0.0,1,16.59
140US36067010301,0.69,0.0,88,10.5
140US36067010600,1.96,3.81,91,7.39
140US36055011901,0.48,0.0,119,15.82
140US36047022000,0.03,0.0,2198,48.57
140US36047022400,0.18,0.0,2352,39.13
140US36047022800,0.25,0.0,2447,47.8
140US36047023300,0.19,1.86,2834,16.03
140US36047023500,0.39,2.53,2847,22.84
140US36055013001,0.72,0.0,137,7.15
140US36055013002,1.38,5.33,135,6.01
140US36055013203,1.37,4.74,136,10.18
140US36055013206,1.02,0.0,120,5.09
140US36055013401,1.44,5.8,111,10.48
140US36055013402,1.49,0.0,81,3.69
140US36087010101,3.22,5.83,126,3.72
140US36087010200,0.96,3.14,129,9.61
140US36089492700,3.1,0.0,8,24.43
140US36091060101,5.4,7.54,46,10.93
140US36061030700,0.21,1.08,2596,12.99
140US36029009004,1.33,9.81,133,7.54
140US36029009010,1.02,0.0,183,3.52
140US36029009104,1.13,3.85,204,5.65
140US36029009107,0.54,0.0,190,6.19
140US36029009110,0.24,0.0,206,0.0
140US36029009116,0.85,8.29,199,8.98
140US36029009200,0.48,0.0,210,14.7
140US36041950400,18.04,23.7,1,22.17
140US36043010201,2.77,7.95,40,20.19
140US36043010300,0.61,0.0,34,12.66
140US36059300900,0.9,0.0,2039,10.27
140US36059301102,0.38,0.0,609,6.89
140US36059301500,0.88,4.34,1320,3.93
140US36059301600,1.03,4.44,1224,6.82
140US36055003805,0.38,0.0,135,7.12
140US36055004702,0.85,2.03,132,15.71
140US36055005100,0.44,1.8,132,27.74
140US36055005200,0.45,0.0,132,15.85
140US36055005400,0.54,0.0,133,16.0
140US36055005900,0.93,1.78,136,13.14
140US36055006100,0.52,0.0,134,13.02
140US36103146500,0.51,0.0,350,7.24
140US36103147200,0.5,1.83,400,9.05
140US36103147503,1.96,4.47,285,2.77
140US36103147602,1.42,0.0,278,16.3
140US36087010501,0.57,0.0,146,4.99
140US36087010503,3.77,9.1,129,4.89
140US36087010801,2.06,6.02,140,2.04
140US36087010901,1.21,4.28,191,10.96
140US36087011901,0.53,3.29,405,5.56
140US36087012000,0.75,5.74,295,10.73
140US36087012103,0.6,4.86,223,59.31
140US36093032402,1.49,0.0,73,17.66
140US36031961400,20.8,31.51,0,11.85
140US36055009301,0.57,2.35,132,23.0
140US36055009400,0.24,0.0,137,33.51
140US36029007600,0.37,0.0,207,15.05
140US36091062406,1.55,0.0,103,7.54
140US36091062507,2.49,4.73,107,2.6
140US36091062509,1.05,0.0,117,3.93
140US36093020101,0.77,1.48,99,10.08
140US36093020200,0.36,2.48,94,20.45
140US36093020600,0.65,0.0,98,6.4
140US36093021002,0.64,1.53,99,32.95
140US36093021400,1.05,3.82,83,16.1
140US36093032000,1.47,0.0,99,8.6
140US36093032102,1.96,4.29,117,2.76
140US36091061200,0.25,0.0,55,8.82
140US36093032300,0.21,0.0,90,10.12
140US36055012202,1.28,3.72,132,9.1
140US36055012305,2.89,9.82,116,1.48
140US36055012600,1.53,3.99,135,9.82
140US36055012800,0.74,0.0,132,11.11
140US36093032404,2.81,7.11,70,8.82
140US36093032503,2.06,0.0,48,2.25
140US36093032504,7.79,12.19,51,9.28
140US36093032902,0.51,0.0,102,10.22
140US36067010700,0.49,0.0,97,19.54
140US36091061301,1.51,0.0,57,1.23
140US36091061403,1.49,5.48,40,11.55
140US36091061600,7.27,10.39,60,10.61
140US36091061702,1.9,0.0,63,5.12
140US36059303600,0.23,0.0,1317,11.03
140US36059303800,0.65,0.0,981,5.37
140US36059304002,0.32,0.0,893,16.36
140US36103122707,0.97,5.0,398,3.11
140US36103122802,0.44,0.0,460,7.87
140US36103123001,0.45,2.62,458,8.98
140US36103123101,0.78,0.0,451,10.52
140US36103123202,1.06,0.0,535,15.18
140US36103123401,0.47,0.0,500,4.64
140US36103123500,0.15,0.0,546,8.96
140US36103123701,0.41,0.0,529,13.46
140US36055009500,1.04,2.37,130,15.83
140US36055009603,0.52,0.0,131,38.54
140US36055010300,0.8,3.05,128,9.22
140US36055010601,0.59,0.0,130,16.21
140US36055013603,0.95,0.0,119,10.0
140US36055013702,0.59,0.0,117,16.09
140US36055013901,0.62,0.0,125,14.91
140US36055014003,1.29,4.76,126,15.72
140US36047073600,0.15,0.0,2097,10.55
140US36047074600,0.13,0.0,2047,10.27
140US36047075000,0.11,0.0,2079,10.98
140US36047075600,0.2,1.47,1976,10.03
140US36047076000,0.26,1.28,2115,18.92
140US36047077000,0.14,0.0,2159,5.41
140US36047077200,0.35,1.89,2109,8.72
140US36047078200,0.37,1.53,2050,12.38
140US36047079200,0.19,0.0,2280,26.66
140US36055014104,0.93,0.0,118,18.6
140US36055014202,0.65,0.0,121,14.22
140US36055014400,0.45,0.0,129,10.56
140US36055014601,4.33,6.77,113,5.02
140US36055014700,4.52,0.0,78,4.04
140US36055014803,2.89,4.19,70,7.28
140US36055014903,3.66,10.02,97,9.36
140US36047072400,0.13,0.0,2190,10.48
140US36093033003,1.08,5.54,75,12.26
140US36093033101,5.98,10.97,39,14.35
140US36047060000,0.23,0.0,1749,8.24
140US36045060500,8.69,0.0,15,11.45
140US36055007700,0.17,0.0,136,13.76
140US36055008301,0.85,2.22,133,16.19
140US36055008400,0.7,1.95,131,21.6
140US36055008600,1.07,2.75,126,18.87
140US36055010700,2.25,2.65,130,12.4
140US36055010800,1.05,0.0,132,7.9
140US36055011100,1.14,2.29,134,5.38
140US36055011205,1.51,5.07,120,4.84
140US36055011208,0.42,0.0,114,6.86
140US36085027706,0.14,0.0,1221,17.65
140US36039080202,8.7,20.16,5,19.74
140US36031960200,15.49,32.69,0,11.74
140US36031960498,1.97,0.0,6,16.62
140US36031960598,7.21,0.0,6,6.41
140US36085029102,1.13,3.12,1366,10.98
140US36085030301,0.51,0.0,1645,11.39
140US36043011302,8.0,8.92,45,14.69
140US36043011400,13.76,20.63,13,19.51
140US36043011502,1.79,0.0,2,14.02
140US36059303101,0.49,3.74,1730,2.26
140US36085031901,0.16,0.0,1391,51.0
140US36045060700,16.3,29.37,1,18.93
140US36091060501,4.94,7.3,20,12.08
140US36055011301,4.4,7.73,96,3.32
140US36029007902,0.57,3.99,204,16.17
140US36055011503,2.26,7.22,125,4.41
140US36055011601,0.93,0.0,131,11.23
140US36055011604,1.15,6.52,131,5.53
140US36047073000,0.13,0.0,2090,16.13
140US36103145702,1.26,3.58,361,10.19
140US36103145803,0.96,0.0,290,5.83
140US36103145805,1.39,5.22,285,3.88
140US36103145903,0.65,0.0,398,6.05
140US36103146003,0.93,0.0,387,7.73
140US36103146105,1.0,0.0,323,16.88
140US36103146204,1.03,4.18,357,5.22
140US36103146402,0.51,0.0,318,5.1
140US36031961000,4.84,0.0,2,24.48
140US36031961100,10.15,18.77,4,12.62
140US36043010702,0.55,0.0,14,21.65
140US36043011001,0.45,0.0,7,14.81
140US36043011200,2.32,0.0,28,10.45
140US36045060900,4.61,0.0,4,8.12
140US36103124102,0.51,1.3,441,6.96
140US36103124300,0.49,0.0,454,5.53
140US36103124401,0.57,0.0,430,9.29
140US36103134702,0.57,0.0,311,12.73
140US36103134704,1.53,5.78,262,8.22
140US36103134903,1.74,5.95,261,7.18
140US36103134904,0.54,0.0,305,7.2
140US36103135004,2.3,10.24,172,3.8
140US36103135102,1.23,0.0,362,5.79
140US36103135104,1.44,5.46,290,3.03
140US36045061100,7.4,12.92,15,13.4
140US36055011708,2.33,6.36,112,1.75
140US36039080401,3.23,0.0,3,19.03
140US36039080700,1.76,19.78,19,22.77
140US36039081000,0.86,0.0,22,32.55
140US36059303201,0.51,3.0,1425,4.81
140US36047033000,0.29,0.0,1321,21.94
140US36033950100,11.73,14.79,4,26.06
140US36033950400,6.53,6.44,4,18.71
140US36039081102,2.99,5.92,19,26.59
140US36045061600,2.81,0.0,14,13.02
140US36089490400,8.64,6.97,5,12.52
140US36061031100,0.27,1.25,2967,
140US36039080100,4.94,19.2,12,14.9
140US36085017600,1.1,3.06,687,6.38
140US36085018100,0.86,0.0,755,11.97
140US36033950502,4.09,0.0,4,18.48
140US36033951000,7.15,0.0,6,14.05
140US36087012401,0.06,0.0,332,11.59
140US36087012501,1.85,5.08,347,13.66
140US36033951200,6.65,5.94,2,13.68
140US36035970100,3.26,0.0,4,19.58
140US36035971500,10.49,17.1,17,15.22
140US36037950400,1.45,0.0,15,16.18
140US36037950500,0.28,0.0,15,22.01
140US36037950700,0.78,0.0,15,14.44
140US36047014300,0.11,0.0,2630,8.79
140US36047015000,0.17,0.6,2068,15.42
140US36047015300,0.02,0.0,2558,0.0
140US36029014101,2.24,0.0,109,9.61
140US36085015400,1.36,6.02,714,
140US36085015601,0.48,0.0,819,5.5
140US36085015603,0.28,0.0,825,4.16
140US36085017007,0.57,5.76,644,7.91
