HEROP_ID,FIPS,TotPop,TotUnits,Age15_44,Age15_24P,Und45P,Ovr65P,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,PovP,UnempP,VacantP,Ovr16P,Ovr18P,Ovr21P,Age15_44P,WhiteE,BlackE,MaleP,FemP,SRatio,SRatio18,SRatio65,HisE,HisP,AmIndE,AsianE,PacIsE,EduHsP,EduNoHsP,SomeCollegeP,ChildrenP
050US36095,36095,29710,10962,13804.0,22.6,67.66,13.03,98.44,0.85,1.09,0.18,0.19,0.01,0.33,13.25,10.73,11.72,76.98,73.04,61.99,46.46,29247.0,252.0,48.97,51.03,95.96,91.81,73.01,323.0,1.09,53.0,56.0,3.0,39.88,35.84,12.78,26.96
050US36097,36097,17686,6704,7607.0,17.18,67.01,12.42,98.99,0.41,0.39,0.21,0.13,0.01,0.25,10.58,9.22,9.93,73.84,69.38,64.58,43.01,17508.0,72.0,48.88,51.12,95.62,93.35,77.24,69.0,0.39,38.0,23.0,1.0,39.81,36.17,12.75,30.62
050US36099,36099,33733,12135,14764.0,18.01,65.83,13.11,98.16,1.0,0.84,0.15,0.39,0.03,0.27,8.46,6.64,5.99,76.13,72.2,66.5,43.77,33113.0,337.0,49.13,50.87,96.57,93.72,68.85,283.0,0.84,50.0,133.0,9.0,38.96,34.29,14.59,27.8
050US36101,36101,99217,37911,42004.0,16.78,66.14,12.77,98.41,0.9,0.39,0.14,0.32,0.01,0.23,12.17,8.16,7.28,74.18,70.06,65.33,42.34,97635.0,893.0,48.8,51.2,95.3,91.57,73.85,385.0,0.39,142.0,315.0,6.0,40.02,33.36,14.02,29.94
050US36103,36103,1270202,405667,590944.0,18.03,71.48,9.02,92.28,5.59,4.57,0.15,0.8,0.01,1.18,6.55,6.13,4.92,72.82,68.41,63.04,46.52,1185109.0,71741.0,48.66,51.34,94.76,90.39,64.55,58689.0,4.57,1966.0,10214.0,83.0,39.64,26.27,16.29,31.59
050US36105,36105,65155,31852,27809.0,16.82,62.95,15.09,90.66,6.82,4.08,0.19,0.58,0.01,1.74,15.14,8.95,27.73,77.9,73.93,68.83,42.68,59071.0,4446.0,50.55,49.45,102.21,100.88,80.96,2656.0,4.08,122.0,377.0,6.0,35.53,38.16,14.3,26.07
050US36107,36107,49812,17834,22550.0,17.71,71.1,9.26,98.76,0.56,0.53,0.12,0.4,0.01,0.16,8.71,6.97,7.37,71.92,67.24,62.43,45.27,49192.0,277.0,49.27,50.73,97.13,93.5,69.34,264.0,0.53,60.0,200.0,4.0,42.48,28.14,14.59,32.76
050US36109,36109,87085,30855,52433.0,32.53,77.32,8.33,93.54,3.12,1.48,0.15,2.17,0.02,1.0,16.99,4.67,4.24,81.49,78.38,63.71,60.21,81455.0,2721.0,49.85,50.15,99.41,97.41,64.18,1285.0,1.48,133.0,1886.0,20.0,29.51,19.22,14.95,21.62
050US36111,36111,158158,63521,72634.0,18.2,67.0,12.94,93.98,4.09,3.12,0.18,0.55,0.01,1.19,11.15,7.72,12.06,77.02,73.21,67.66,45.92,148634.0,6474.0,49.11,50.89,96.49,93.16,69.2,4931.0,3.12,280.0,864.0,23.0,35.03,33.15,15.79,26.79
050US36113,36113,54854,21743,23718.0,17.32,67.01,13.17,99.07,0.44,0.67,0.12,0.22,0.01,0.14,12.65,10.96,10.68,74.12,70.17,65.03,43.24,54343.0,240.0,47.52,52.48,90.56,85.8,63.65,365.0,0.67,66.0,122.0,8.0,37.41,31.16,15.1,29.83
050US36115,36115,54795,19383,23914.0,17.73,68.09,12.46,97.51,1.67,1.1,0.11,0.14,0.0,0.58,12.5,8.66,7.72,73.45,69.16,64.12,43.64,53429.0,913.0,49.71,50.29,98.84,96.1,66.54,604.0,1.1,59.0,74.0,0.0,38.95,37.55,13.18,30.84
050US36117,36117,84581,30195,38300.0,16.92,70.36,10.79,95.81,3.23,1.04,0.21,0.18,0.0,0.57,8.8,7.88,5.8,72.87,68.71,64.03,45.28,81035.0,2728.0,49.14,50.86,96.61,92.86,73.1,880.0,1.04,174.0,156.0,2.0,38.47,36.2,13.83,31.29
050US36119,36119,866599,315850,378273.0,16.5,63.15,13.17,84.22,12.09,5.26,0.08,1.74,0.01,1.86,7.1,4.28,2.66,78.67,74.91,70.15,43.65,729831.0,104815.0,47.07,52.93,88.94,84.09,63.29,45566.0,5.26,722.0,15037.0,89.0,32.22,24.84,14.96,25.09
050US36121,36121,39895,13845,18330.0,17.58,70.23,11.39,96.5,2.56,0.73,0.18,0.21,0.01,0.55,9.37,8.93,7.76,73.6,69.58,64.83,45.95,38499.0,1020.0,51.67,48.33,106.89,106.79,72.21,293.0,0.73,71.0,83.0,3.0,40.53,36.85,14.01,30.42
050US36123,36123,21459,8527,9087.0,17.71,64.71,15.22,98.92,0.61,0.54,0.09,0.12,0.0,0.26,14.41,8.14,9.55,75.83,71.96,66.09,42.35,21228.0,130.0,47.22,52.78,89.48,84.74,66.63,115.0,0.54,20.0,26.0,0.0,38.44,35.38,13.04,28.04
050US37001,37001,99319,38161,44621.0,17.88,65.61,11.52,80.32,19.24,0.58,0.14,0.15,0.01,0.13,10.42,4.51,5.76,77.52,73.72,68.04,44.93,79775.0,19113.0,47.59,52.41,90.81,87.27,61.93,581.0,0.58,144.0,147.0,13.0,28.7,46.01,13.5,26.28
050US37003,37003,24999,9145,11960.0,17.54,71.91,9.01,93.0,6.67,0.64,0.1,0.13,0.02,0.08,8.78,2.96,6.75,74.09,70.25,65.01,47.84,23250.0,1668.0,49.6,50.4,98.4,94.41,69.58,160.0,0.64,25.0,33.0,4.0,28.0,56.13,9.08,29.75
050US37005,37005,9587,4247,3954.0,15.1,62.37,15.0,97.71,2.12,0.8,0.03,0.05,0.01,0.08,19.59,6.72,15.33,76.92,73.77,69.54,41.24,9367.0,203.0,48.36,51.64,93.64,88.44,75.37,77.0,0.8,3.0,5.0,1.0,23.79,61.5,9.61,26.23
050US37007,37007,25649,9046,10672.0,17.14,67.26,12.98,53.09,46.53,1.06,0.23,0.05,0.01,0.09,16.14,5.61,7.3,72.35,68.21,63.44,41.61,13616.0,11935.0,46.95,53.05,88.48,85.36,59.03,272.0,1.06,60.0,14.0,2.0,29.89,53.06,10.1,31.79
050US37009,37009,22325,8970,9573.0,15.79,64.49,14.48,98.98,0.82,0.43,0.07,0.07,0.0,0.07,22.81,8.43,10.5,76.63,72.96,68.29,42.88,22097.0,182.0,48.76,51.24,95.15,92.09,73.35,95.0,0.43,15.0,15.0,1.0,26.1,58.98,8.94,27.04
050US37011,37011,14409,6148,6841.0,20.02,69.58,11.17,98.73,0.94,0.76,0.23,0.06,0.0,0.04,18.04,8.91,21.5,75.9,72.38,64.16,47.48,14226.0,136.0,50.1,49.9,100.4,98.99,74.43,110.0,0.76,33.0,8.0,0.0,28.08,50.4,12.06,27.62
050US37013,37013,40355,15833,17156.0,16.67,66.51,12.83,68.15,31.68,0.57,0.04,0.06,0.02,0.05,21.02,5.75,9.98,74.09,70.25,65.69,42.51,27501.0,12783.0,47.5,52.5,90.47,85.56,64.84,229.0,0.57,16.0,26.0,7.0,30.4,49.54,11.49,29.75
050US37015,37015,21024,7712,8670.0,18.78,66.11,12.84,40.64,59.18,1.4,0.06,0.08,0.02,0.03,29.44,6.27,10.57,72.91,68.26,63.1,41.24,8544.0,12441.0,47.25,52.75,89.56,85.64,68.9,295.0,1.4,12.0,17.0,4.0,22.87,62.09,8.53,31.74
050US37017,37017,30491,11292,13426.0,17.61,69.01,10.87,60.01,38.7,1.02,1.05,0.08,0.03,0.12,25.56,7.05,10.44,73.0,68.97,64.0,44.03,18299.0,11801.0,48.44,51.56,93.96,89.35,77.56,312.0,1.02,321.0,23.0,10.0,26.78,56.08,10.15,31.03
050US37019,37019,35777,17816,15601.0,16.62,68.25,10.75,76.25,23.16,0.86,0.32,0.14,0.03,0.1,19.8,8.05,30.34,73.47,69.76,65.0,43.61,27281.0,8287.0,49.25,50.75,97.03,92.84,81.81,309.0,0.86,113.0,51.0,9.0,31.19,48.47,12.33,30.24
050US37021,37021,160934,64768,70738.0,16.19,64.62,13.73,90.71,8.7,0.64,0.19,0.19,0.02,0.19,12.93,5.72,6.94,77.66,74.15,69.4,43.95,145990.0,13997.0,47.4,52.6,90.1,85.17,63.37,1036.0,0.64,299.0,304.0,31.0,29.58,40.6,15.2,25.85
050US37023,37023,72504,26945,33922.0,17.68,69.18,9.92,92.34,7.19,0.49,0.13,0.19,0.01,0.14,10.09,4.28,5.96,75.65,71.32,66.27,46.79,66953.0,5213.0,48.78,51.22,95.25,89.71,66.18,357.0,0.49,95.0,138.0,7.0,25.33,54.01,11.82,28.68
050US37025,37025,85895,32437,38014.0,16.93,66.44,11.76,85.39,14.2,0.56,0.16,0.16,0.01,0.08,9.29,3.84,5.63,76.0,72.3,67.28,44.26,73342.0,12201.0,48.01,51.99,92.35,87.97,64.66,485.0,0.56,135.0,137.0,11.0,26.75,50.98,13.65,27.7
050US37027,37027,67746,24899,31506.0,17.65,70.43,9.4,94.09,5.72,0.39,0.07,0.07,0.01,0.05,10.36,3.86,6.3,74.2,70.31,65.04,46.51,63739.0,3874.0,48.92,51.08,95.77,92.1,67.34,265.0,0.39,48.0,48.0,5.0,26.99,55.63,9.7,29.69
050US37029,37029,5829,2148,2538.0,18.32,67.04,11.89,67.46,32.18,0.63,0.05,0.15,0.0,0.15,16.07,8.45,10.1,74.56,70.24,64.97,43.54,3932.0,1876.0,48.53,51.47,94.3,89.54,75.89,37.0,0.63,3.0,9.0,0.0,27.48,55.38,12.21,29.76
050US37031,37031,41092,20598,18828.0,18.39,66.8,11.58,89.73,9.39,0.72,0.3,0.32,0.02,0.23,13.96,6.16,26.56,77.18,73.58,68.11,45.82,36871.0,3859.0,49.73,50.27,98.93,96.31,76.09,297.0,0.72,125.0,133.0,9.0,29.64,42.93,15.34,26.42
050US37033,37033,20705,7500,9659.0,18.8,69.88,10.21,56.24,43.55,0.77,0.06,0.06,0.04,0.05,19.45,8.22,13.12,74.72,70.35,65.02,46.65,11645.0,9016.0,49.36,50.64,97.45,95.82,74.63,159.0,0.77,13.0,12.0,8.0,26.99,58.99,8.88,29.65
050US37035,37035,105208,39283,48993.0,17.35,69.87,9.62,90.27,9.26,0.55,0.1,0.25,0.0,0.11,8.21,3.95,5.03,74.91,71.39,66.21,46.57,94974.0,9746.0,48.39,51.61,93.78,89.93,64.1,578.0,0.55,106.0,266.0,5.0,27.17,48.18,13.3,28.61
050US37037,37037,33415,12874,15561.0,16.39,67.86,11.38,72.77,26.9,0.8,0.1,0.1,0.0,0.13,9.15,3.3,6.3,77.05,73.48,68.94,46.57,24316.0,8987.0,49.08,50.92,96.4,93.86,70.91,266.0,0.8,32.0,35.0,0.0,27.28,48.47,11.29,26.52
050US37039,37039,18933,8200,7651.0,14.78,63.37,14.97,96.52,2.12,0.61,1.0,0.27,0.03,0.06,22.22,9.58,16.5,75.3,71.96,67.8,40.41,18275.0,401.0,48.2,51.8,93.06,89.22,77.97,116.0,0.61,189.0,52.0,5.0,28.75,56.38,8.67,28.04
050US37041,37041,12558,4796,5171.0,16.77,63.93,14.19,58.08,41.49,0.59,0.15,0.22,0.02,0.04,24.01,8.15,9.3,75.35,71.25,66.62,41.18,7294.0,5210.0,47.05,52.95,88.87,85.28,70.2,74.0,0.59,19.0,28.0,2.0,25.48,54.89,11.78,28.75
050US37043,37043,6619,3030,2644.0,14.17,60.87,16.53,99.24,0.51,0.57,0.15,0.05,0.02,0.03,22.84,8.12,17.82,77.72,74.54,70.69,39.95,6569.0,34.0,49.37,50.63,97.52,93.04,94.32,38.0,0.57,10.0,3.0,1.0,26.12,53.58,10.47,25.46
050US37045,37045,83435,30298,37674.0,17.69,69.07,10.9,78.87,20.85,0.57,0.07,0.11,0.01,0.08,13.17,6.92,6.07,74.1,70.19,64.8,45.15,65803.0,17400.0,48.14,51.86,92.83,88.02,63.59,473.0,0.57,62.0,95.0,6.0,25.85,52.59,12.41,29.81
050US37047,37047,51037,18754,22641.0,17.69,68.97,10.88,67.41,30.16,0.93,2.3,0.06,0.01,0.05,26.47,7.33,7.93,73.32,69.26,64.07,44.36,34406.0,15394.0,47.99,52.01,92.28,88.57,67.66,475.0,0.93,1175.0,33.0,3.0,24.56,55.84,11.54,30.74
050US37049,37049,71043,25492,36299.0,24.03,75.77,7.67,70.95,27.15,1.9,0.26,0.6,0.08,0.96,18.49,7.41,7.82,73.8,70.26,61.91,51.09,50408.0,19287.0,51.39,48.61,105.73,106.51,63.81,1351.0,1.9,184.0,425.0,59.0,33.26,39.12,15.94,29.74
050US37051,37051,247160,81269,139162.0,27.25,81.84,4.54,64.02,30.64,3.69,1.48,1.39,0.25,2.22,17.2,9.19,7.8,72.69,69.01,59.44,56.3,158237.0,75726.0,52.67,47.33,111.27,114.92,62.57,9120.0,3.69,3660.0,3433.0,609.0,36.92,30.39,18.48,30.99
050US37053,37053,11089,4699,4906.0,17.45,67.08,11.75,83.47,15.85,0.86,0.23,0.22,0.01,0.22,18.34,10.86,17.07,75.45,71.38,66.52,44.24,9256.0,1758.0,50.94,49.06,103.84,98.62,80.72,95.0,0.86,26.0,24.0,1.0,35.13,49.59,10.42,28.62
050US37055,37055,13377,6363,5977.0,16.38,63.44,12.63,93.2,6.18,0.42,0.13,0.29,0.01,0.18,11.29,7.19,15.78,79.96,76.75,72.0,44.68,12468.0,827.0,49.76,50.24,99.03,96.8,80.17,56.0,0.42,18.0,39.0,1.0,32.75,35.26,16.62,23.25
050US37057,37057,113162,43740,52281.0,17.18,69.31,9.71,89.6,10.0,0.55,0.18,0.12,0.01,0.09,10.58,4.74,8.53,75.03,71.22,66.17,46.2,101392.0,11319.0,48.8,51.2,95.31,91.45,66.99,622.0,0.55,206.0,135.0,6.0,27.53,52.81,11.38,28.78
050US37059,37059,24599,9462,11238.0,15.64,69.04,10.2,89.27,10.39,0.52,0.2,0.06,0.0,0.09,10.89,4.9,9.74,74.8,71.15,66.64,45.68,21959.0,2556.0,49.18,50.82,96.76,94.09,69.82,127.0,0.52,48.0,15.0,0.0,30.07,49.5,10.52,28.85
050US37061,37061,40952,15503,17676.0,17.5,67.53,11.63,65.53,34.19,0.69,0.12,0.04,0.0,0.11,23.07,6.25,9.74,73.85,69.64,64.48,43.16,26835.0,14003.0,47.94,52.06,92.07,87.66,64.17,281.0,0.69,51.0,17.0,2.0,26.33,56.31,10.48,30.36
050US37063,37063,152785,58343,78104.0,21.47,71.75,10.32,62.71,36.28,0.84,0.11,0.63,0.01,0.25,14.05,3.65,4.68,77.83,74.63,67.2,51.12,95818.0,55424.0,46.76,53.24,87.83,83.06,56.76,1279.0,0.84,175.0,962.0,17.0,25.25,34.91,15.72,25.37
050US37065,37065,55988,20273,25300.0,18.94,70.37,10.44,48.99,50.78,0.86,0.05,0.09,0.01,0.07,20.22,7.14,9.25,72.68,68.13,62.73,45.19,27428.0,28433.0,46.75,53.25,87.8,82.53,57.82,484.0,0.86,30.0,53.0,7.0,28.22,54.37,9.87,31.87
050US37067,37067,243683,95746,117017.0,18.84,69.03,10.28,74.95,24.38,0.65,0.19,0.26,0.01,0.21,11.58,5.24,5.85,77.31,73.61,67.76,48.02,182647.0,59403.0,47.21,52.79,89.43,85.09,58.24,1575.0,0.65,452.0,634.0,26.0,29.41,37.29,15.02,26.39
050US37069,37069,30055,11119,13403.0,18.77,66.58,13.13,58.72,40.93,1.1,0.13,0.14,0.0,0.08,20.28,6.65,10.22,76.0,71.99,65.45,44.59,17648.0,12301.0,48.11,51.89,92.72,88.65,61.13,330.0,1.1,38.0,43.0,0.0,25.74,56.8,10.48,28.01
050US37071,37071,162568,59200,73380.0,17.23,69.2,10.12,87.24,12.22,0.61,0.16,0.19,0.02,0.17,10.46,3.95,4.79,74.16,70.57,65.37,45.14,141827.0,19868.0,47.92,52.08,92.01,87.35,61.06,991.0,0.61,259.0,314.0,25.0,24.29,53.88,13.15,29.43
050US37073,37073,8875,3195,3776.0,18.02,64.48,13.72,47.23,52.55,0.85,0.05,0.16,0.0,0.01,19.74,5.15,9.58,75.98,71.85,66.47,42.55,4192.0,4664.0,49.9,50.1,99.62,97.61,77.81,75.0,0.85,4.0,14.0,0.0,24.96,57.08,10.81,28.15
050US37075,37075,7217,3486,3094.0,16.16,67.05,12.72,94.58,0.01,0.54,5.25,0.03,0.0,0.12,19.58,17.12,28.83,73.74,70.22,65.32,42.87,6826.0,1.0,49.81,50.19,99.25,95.37,91.65,39.0,0.54,379.0,2.0,0.0,26.36,60.01,7.59,29.78
050US37077,37077,34043,11507,15520.0,18.14,67.81,11.24,55.57,43.89,1.13,0.16,0.17,0.01,0.21,17.33,7.0,9.23,75.65,71.32,66.1,45.59,18917.0,14941.0,49.65,50.35,98.62,94.01,65.93,385.0,1.13,53.0,58.0,4.0,26.23,55.61,11.09,28.68
050US37079,37079,16117,5502,7412.0,19.96,70.77,9.5,54.51,45.28,0.85,0.01,0.05,0.01,0.14,25.28,9.46,8.05,73.15,68.57,62.75,45.99,8785.0,7298.0,48.81,51.19,95.36,89.73,63.74,137.0,0.85,2.0,8.0,1.0,27.15,57.49,9.3,31.43
050US37081,37081,317154,120278,153581.0,19.69,69.8,10.07,73.96,25.03,0.76,0.43,0.33,0.02,0.24,11.1,4.79,5.15,76.88,73.31,66.86,48.42,234579.0,79374.0,47.21,52.79,89.44,84.55,59.69,2404.0,0.76,1348.0,1049.0,58.0,26.92,36.75,16.67,26.69
050US37083,37083,55286,20058,23477.0,18.05,66.92,12.2,49.85,47.12,0.83,2.2,0.13,0.03,0.67,29.45,8.32,8.83,73.35,69.12,63.9,42.46,27559.0,26053.0,47.95,52.05,92.11,87.8,63.79,461.0,0.83,1217.0,70.0,16.0,25.54,57.35,9.35,30.88
050US37085,37085,59570,22052,28315.0,21.8,70.84,10.13,75.31,23.25,1.12,0.82,0.23,0.03,0.37,19.28,6.41,8.63,74.81,71.1,63.41,47.53,44861.0,13850.0,48.93,51.07,95.79,92.64,61.17,669.0,1.12,488.0,136.0,16.0,27.75,52.62,10.79,28.9
050US37087,37087,46495,19466,19870.0,15.75,63.44,13.58,97.97,1.6,0.51,0.26,0.09,0.0,0.09,15.64,9.74,12.68,77.42,73.88,69.18,42.74,45550.0,743.0,48.42,51.58,93.88,89.14,72.68,236.0,0.51,122.0,40.0,0.0,29.89,48.41,12.5,26.12
050US37089,37089,58580,24287,23682.0,14.51,60.94,17.68,95.98,3.62,0.59,0.12,0.12,0.0,0.15,12.32,4.27,7.81,77.83,74.34,70.24,40.43,56226.0,2122.0,47.9,52.1,91.94,87.0,72.22,344.0,0.59,71.0,72.0,0.0,31.71,38.47,14.66,25.66
050US37091,37091,23368,8161,10325.0,20.41,67.62,12.06,44.01,54.82,1.01,0.63,0.12,0.03,0.39,24.34,6.42,8.11,74.67,70.47,62.38,44.18,10285.0,12810.0,47.89,52.11,91.92,87.59,63.33,237.0,1.01,148.0,29.0,6.0,23.16,54.5,11.95,29.53
050US37093,37093,20383,6462,9491.0,20.67,75.4,7.83,43.36,43.54,1.01,12.65,0.17,0.01,0.27,20.87,6.52,6.78,69.12,65.18,58.44,46.56,8838.0,8875.0,49.29,50.71,97.2,93.66,60.66,205.0,1.01,2578.0,35.0,2.0,28.76,52.52,9.85,34.82
050US37095,37095,5873,2543,2440.0,17.98,65.4,15.09,64.31,35.55,0.92,0.0,0.03,0.0,0.1,28.33,11.61,20.21,74.51,70.44,65.15,41.55,3777.0,2088.0,48.65,51.35,94.73,89.77,66.23,54.0,0.92,0.0,2.0,0.0,22.98,57.52,10.86,29.56
050US37097,37097,82538,30869,36631.0,16.95,67.36,11.46,82.32,17.28,0.67,0.16,0.14,0.0,0.1,10.13,4.16,5.64,75.25,71.39,66.38,44.38,67942.0,14264.0,48.3,51.7,93.42,89.17,65.6,554.0,0.67,129.0,117.0,0.0,28.19,49.91,12.71,28.61
050US37099,37099,25811,11083,13468.0,27.02,71.59,10.99,88.32,2.01,2.77,9.34,0.17,0.0,0.15,19.33,8.57,23.29,79.08,75.94,63.51,52.18,22797.0,520.0,49.11,50.89,96.49,94.32,76.26,715.0,2.77,2412.0,44.0,0.0,24.68,47.33,12.51,24.06
050US37101,37101,70599,27720,31641.0,16.73,68.11,10.85,79.94,19.71,0.86,0.13,0.11,0.01,0.1,17.92,4.1,9.25,74.93,71.05,66.24,44.82,56436.0,13915.0,48.12,51.88,92.77,88.13,61.73,610.0,0.86,95.0,77.0,4.0,28.35,53.37,11.16,28.95
050US37103,37103,9705,3655,4236.0,18.92,67.74,11.68,56.28,43.4,0.81,0.21,0.05,0.01,0.05,21.75,8.85,12.37,73.69,69.36,64.02,43.65,5462.0,4212.0,47.17,52.83,89.29,86.51,73.93,79.0,0.81,20.0,5.0,1.0,26.38,58.18,9.67,30.64
050US37105,37105,36718,13993,16957.0,17.92,69.67,9.87,77.53,22.05,0.82,0.16,0.16,0.0,0.08,13.52,5.24,7.71,74.75,70.77,65.55,46.18,28468.0,8098.0,47.82,52.18,91.64,87.87,60.68,300.0,0.82,60.0,60.0,1.0,29.59,43.09,15.84,29.23
050US37107,37107,59819,22502,26720.0,17.91,68.52,10.38,61.54,38.11,0.79,0.09,0.14,0.02,0.11,19.86,6.05,8.12,74.14,70.21,65.03,44.67,36811.0,22795.0,47.2,52.8,89.4,83.43,59.19,470.0,0.79,56.0,82.0,10.0,28.49,47.81,13.41,29.79
050US37109,37109,42372,15780,19481.0,16.89,69.9,9.65,90.56,9.04,0.72,0.09,0.15,0.0,0.16,9.67,5.08,7.01,74.23,70.43,65.65,45.98,38374.0,3832.0,49.02,50.98,96.16,92.56,68.45,306.0,0.72,37.0,62.0,1.0,27.01,53.14,11.53,29.57
050US37111,37111,35135,13661,15344.0,16.31,67.39,11.59,95.1,4.41,0.39,0.1,0.2,0.01,0.19,11.81,5.26,10.52,74.41,70.91,66.15,43.67,33415.0,1549.0,48.52,51.48,94.26,90.31,69.03,138.0,0.39,34.0,69.0,3.0,27.59,53.78,10.71,29.09
050US37113,37113,20178,9771,8045.0,14.7,58.68,18.32,97.78,1.89,0.55,0.12,0.09,0.0,0.11,17.25,6.23,21.19,79.36,75.62,71.5,39.87,19730.0,382.0,48.59,51.41,94.52,90.64,84.85,111.0,0.55,25.0,18.0,1.0,29.99,47.61,12.0,24.38
050US37115,37115,16827,7034,7573.0,19.55,65.59,14.42,98.89,0.8,0.49,0.22,0.05,0.0,0.04,25.76,7.49,16.92,77.86,74.67,66.79,45.01,16640.0,135.0,48.96,51.04,95.91,92.07,76.18,82.0,0.49,37.0,8.0,0.0,24.07,58.43,8.05,25.33
050US37117,37117,25948,9314,11299.0,17.68,67.95,11.49,55.24,44.53,0.86,0.01,0.12,0.01,0.09,24.09,6.71,7.5,73.53,69.39,64.4,43.54,14334.0,11555.0,47.43,52.57,90.21,86.51,66.13,223.0,0.86,2.0,32.0,2.0,25.38,55.23,11.11,30.61
050US37119,37119,404270,155750,202273.0,18.94,72.43,8.37,72.09,26.47,0.98,0.35,0.68,0.01,0.4,10.89,4.21,5.64,75.86,72.2,66.53,50.03,291442.0,107006.0,47.84,52.16,91.71,87.35,58.68,3962.0,0.98,1412.0,2750.0,54.0,27.4,30.68,20.7,27.8
050US37121,37121,14428,5830,6119.0,15.93,62.51,14.89,99.47,0.12,0.56,0.15,0.16,0.0,0.1,16.84,6.61,9.73,78.26,74.73,70.2,42.41,14351.0,18.0,48.7,51.3,94.92,90.09,69.4,81.0,0.56,21.0,23.0,0.0,26.46,56.93,8.48,25.27
050US37123,37123,22469,8705,9735.0,17.18,67.23,11.89,75.01,24.55,0.87,0.28,0.04,0.0,0.11,14.2,3.62,10.86,74.32,70.65,65.45,43.33,16854.0,5517.0,48.88,51.12,95.6,89.79,65.24,196.0,0.87,64.0,10.0,0.0,24.97,57.7,10.2,29.35
050US37125,37125,50505,20913,21121.0,17.12,63.16,14.7,78.0,21.17,0.67,0.63,0.06,0.01,0.13,13.69,4.18,11.15,76.84,73.05,68.11,41.82,39393.0,10693.0,48.22,51.78,93.11,88.66,73.6,338.0,0.67,316.0,31.0,4.0,27.23,41.68,15.69,26.95
050US37127,37127,67153,25657,30648.0,17.73,69.24,10.51,66.63,32.89,0.87,0.13,0.21,0.01,0.13,19.88,4.74,8.52,74.51,70.51,65.19,45.64,44745.0,22089.0,47.53,52.47,90.59,86.19,59.45,587.0,0.87,85.0,139.0,10.0,28.09,49.68,11.17,29.49
050US37129,37129,103471,41302,49258.0,18.52,70.06,10.09,77.66,21.62,0.75,0.25,0.27,0.03,0.17,15.17,6.64,8.74,75.8,72.18,66.35,47.61,80353.0,22371.0,47.71,52.29,91.23,86.89,59.68,779.0,0.75,260.0,282.0,29.0,31.99,35.06,16.63,27.82
050US37131,37131,22584,8242,9633.0,19.12,65.11,13.2,39.07,60.7,1.24,0.15,0.04,0.0,0.04,28.08,8.01,13.89,75.52,70.71,65.25,42.65,8824.0,13709.0,49.2,50.8,96.86,91.97,65.56,279.0,1.24,34.0,8.0,1.0,21.48,63.96,8.47,29.29
050US37133,37133,112784,34239,71421.0,38.76,85.57,3.68,75.81,20.19,3.88,0.53,1.04,0.21,2.21,16.95,9.96,11.48,76.4,73.2,56.7,63.33,85498.0,22775.0,59.48,40.52,146.8,165.95,69.17,4373.0,3.88,597.0,1178.0,239.0,40.28,33.6,14.75,26.8
050US37135,37135,77055,28637,47586.0,31.53,78.48,7.51,81.14,17.29,0.89,0.21,0.93,0.02,0.4,15.13,4.39,5.56,81.97,79.39,66.16,61.76,62522.0,13326.0,47.73,52.27,91.31,88.26,68.06,683.0,0.89,163.0,716.0,19.0,19.2,26.36,13.18,20.61
050US37137,37137,10398,4126,4279.0,16.61,64.04,13.69,68.28,31.14,0.52,0.34,0.09,0.01,0.14,20.6,6.39,10.86,75.4,71.53,66.62,41.15,7100.0,3238.0,48.2,51.8,93.06,90.28,73.24,54.0,0.52,35.0,9.0,1.0,28.2,52.04,11.65,28.47
050US37139,37139,28462,10457,13287.0,22.07,68.77,11.55,62.7,36.48,0.66,0.08,0.5,0.02,0.21,17.68,7.62,7.02,76.09,72.28,64.21,46.68,17847.0,10383.0,48.07,51.93,92.56,88.52,59.41,189.0,0.66,23.0,141.0,7.0,24.15,48.85,14.13,27.72
050US37141,37141,22215,8632,9628.0,16.93,67.09,11.97,60.91,38.82,0.9,0.11,0.07,0.01,0.08,21.32,6.86,12.99,74.06,69.75,65.16,43.34,13531.0,8623.0,49.03,50.97,96.18,92.39,73.0,201.0,0.9,24.0,16.0,3.0,29.4,52.6,10.81,30.25
050US37143,37143,9486,3864,3832.0,17.36,62.12,15.92,62.07,37.75,0.86,0.13,0.04,0.01,0.0,24.36,7.56,15.04,76.53,72.42,67.56,40.4,5888.0,3581.0,47.84,52.16,91.71,87.91,74.57,82.0,0.86,12.0,4.0,1.0,25.41,58.5,10.02,27.58
050US37145,37145,29164,10653,13069.0,17.99,67.68,11.49,67.84,31.41,0.81,0.58,0.09,0.02,0.07,16.63,7.61,7.46,75.05,71.12,66.1,44.81,19785.0,9159.0,48.25,51.75,93.24,89.16,65.65,236.0,0.81,169.0,26.0,6.0,27.63,54.56,10.57,28.88
050US37147,37147,90146,32857,47977.0,26.73,74.34,8.57,64.99,34.35,0.94,0.1,0.33,0.02,0.21,23.51,6.59,8.09,77.25,73.95,63.44,53.22,58587.0,30966.0,47.18,52.82,89.31,84.97,57.81,851.0,0.94,90.0,299.0,15.0,24.64,43.24,14.42,26.05
050US37149,37149,12984,5590,4844.0,13.72,56.37,20.52,90.48,9.17,0.82,0.14,0.11,0.02,0.08,13.69,5.09,10.14,79.39,76.22,72.21,37.31,11748.0,1191.0,47.32,52.68,89.82,86.49,69.04,107.0,0.82,18.0,14.0,3.0,26.56,41.49,14.8,23.78
