HEROP_ID,ZCTA5,Ruca1,Ruca2,Rurality
860US19547,19547,1.0,1.0,Urban
860US17772,17772,6.0,6.0,Rural
860US17774,17774,8.0,8.0,Rural
860US17776,17776,2.0,2.0,Suburban
860US17778,17778,10.0,10.0,Rural
860US17801,17801,4.0,4.0,Suburban
860US17810,17810,7.0,7.0,Rural
860US17812,17812,10.0,10.0,Rural
860US17813,17813,6.0,6.0,Rural
860US17814,17814,2.0,2.0,Suburban
860US17815,17815,1.0,1.0,Urban
860US17820,17820,2.0,2.0,Suburban
860US17821,17821,1.0,1.0,Urban
860US17824,17824,2.0,2.0,Suburban
860US17827,17827,6.0,6.0,Rural
860US17830,17830,3.0,3.0,Rural
860US17834,17834,4.0,4.0,Suburban
860US17836,17836,3.0,3.0,Rural
860US17844,17844,7.0,7.0,Rural
860US17846,17846,2.0,2.0,Suburban
860US17851,17851,4.0,4.0,Suburban
860US17856,17856,5.0,5.0,Rural
860US17857,17857,4.0,4.0,Suburban
860US17860,17860,2.0,2.0,Suburban
860US17862,17862,10.0,10.0,Rural
860US17866,17866,4.0,4.0,Suburban
860US17870,17870,4.0,4.0,Suburban
860US17876,17876,4.0,4.0,Suburban
860US17881,17881,4.0,4.0,Suburban
860US17886,17886,4.0,4.0,Suburban
860US17888,17888,2.0,2.0,Suburban
860US17921,17921,7.0,7.0,Rural
860US17922,17922,4.0,4.0,Suburban
860US17925,17925,6.0,6.0,Rural
860US17930,17930,5.0,5.0,Rural
860US17938,17938,10.0,10.0,Rural
860US17941,17941,10.0,10.0,Rural
860US17946,17946,7.0,7.0,Rural
860US17948,17948,4.0,4.0,Suburban
860US17952,17952,6.0,6.0,Rural
860US17953,17953,5.0,5.0,Rural
860US17960,17960,3.0,3.0,Rural
860US17961,17961,5.0,5.0,Rural
860US17967,17967,2.0,2.0,Suburban
860US17968,17968,10.0,10.0,Rural
860US17972,17972,4.0,4.0,Suburban
860US17980,17980,2.0,2.0,Suburban
860US17982,17982,6.0,6.0,Rural
860US17985,17985,2.0,2.0,Suburban
860US18013,18013,1.0,1.0,Urban
860US18017,18017,1.0,1.0,Urban
860US18018,18018,1.0,1.0,Urban
860US18032,18032,1.0,1.0,Urban
860US18036,18036,1.0,1.0,Urban
860US18038,18038,1.0,1.0,Urban
860US18041,18041,1.0,1.0,Urban
860US18045,18045,1.0,1.0,Urban
860US18051,18051,2.0,2.0,Suburban
860US18053,18053,2.0,2.0,Suburban
860US18055,18055,1.0,1.0,Urban
860US18058,18058,3.0,3.0,Rural
860US18063,18063,2.0,2.0,Suburban
860US18066,18066,2.0,2.0,Suburban
860US18069,18069,1.0,1.0,Urban
860US18072,18072,1.0,1.0,Urban
860US18076,18076,1.0,1.0,Urban
860US18078,18078,1.0,1.0,Urban
860US18080,18080,1.0,1.0,Urban
860US18083,18083,1.0,1.0,Urban
860US18088,18088,1.0,1.0,Urban
860US18091,18091,1.0,1.0,Urban
860US20197,20197,2.0,2.0,Suburban
860US20202,20202,1.0,1.0,Urban
860US20204,20204,1.0,1.0,Urban
860US20228,20228,1.0,1.0,Urban
860US20240,20240,1.0,1.0,Urban
860US20373,20373,1.0,1.0,Urban
860US20418,20418,1.0,1.0,Urban
860US20510,20510,1.0,1.0,Urban
860US20551,20551,1.0,1.0,Urban
860US20593,20593,1.0,1.0,Urban
860US20601,20601,2.0,2.0,Suburban
860US20602,20602,2.0,2.0,Suburban
860US20606,20606,3.0,3.0,Rural
860US20613,20613,2.0,2.0,Suburban
860US20615,20615,2.0,2.0,Suburban
860US20617,20617,2.0,2.0,Suburban
860US20619,20619,1.0,1.0,Urban
860US20622,20622,2.0,2.1,Suburban
860US20624,20624,2.0,2.0,Suburban
860US20629,20629,1.0,1.0,Urban
860US20630,20630,2.0,2.0,Suburban
860US20632,20632,2.0,2.0,Suburban
860US20636,20636,2.0,2.0,Suburban
860US20640,20640,2.0,2.0,Suburban
860US20646,20646,2.0,2.0,Suburban
860US20662,20662,2.0,2.1,Suburban
860US20667,20667,1.0,1.0,Urban
860US20674,20674,2.0,2.0,Suburban
860US20676,20676,2.0,2.0,Suburban
860US20680,20680,2.0,2.0,Suburban
860US20685,20685,2.0,2.0,Suburban
860US20687,20687,2.0,2.0,Suburban
860US20689,20689,2.0,2.0,Suburban
860US20692,20692,2.0,2.0,Suburban
860US20701,20701,1.0,1.0,Urban
860US20706,20706,1.0,1.0,Urban
860US20711,20711,2.0,2.0,Suburban
860US20714,20714,2.0,2.0,Suburban
860US20720,20720,1.0,1.0,Urban
860US20723,20723,1.0,1.0,Urban
860US20724,20724,1.0,1.0,Urban
860US20735,20735,1.0,1.0,Urban
860US20737,20737,1.0,1.0,Urban
860US20742,20742,1.0,1.0,Urban
860US20744,20744,1.0,1.0,Urban
860US20746,20746,1.0,1.0,Urban
860US20748,20748,1.0,1.0,Urban
860US20755,20755,1.0,1.0,Urban
860US20763,20763,1.0,1.0,Urban
860US20769,20769,1.0,1.0,Urban
860US20772,20772,1.0,1.0,Urban
860US20776,20776,2.0,2.1,Suburban
860US20778,20778,2.0,2.0,Suburban
860US20781,20781,1.0,1.0,Urban
860US20784,20784,1.0,1.0,Urban
860US20794,20794,1.0,1.0,Urban
860US20814,20814,1.0,1.0,Urban
860US20818,20818,1.0,1.0,Urban
860US20833,20833,1.0,1.0,Urban
860US20838,20838,2.0,2.0,Suburban
860US20852,20852,1.0,1.0,Urban
860US20853,20853,1.0,1.0,Urban
860US20855,20855,1.0,1.0,Urban
860US20861,20861,1.0,1.0,Urban
860US20866,20866,1.0,1.0,Urban
860US20868,20868,1.0,1.0,Urban
860US20871,20871,1.0,1.0,Urban
860US20872,20872,1.0,1.0,Urban
860US20874,20874,1.0,1.0,Urban
860US20876,20876,1.0,1.0,Urban
860US20877,20877,1.0,1.0,Urban
860US20878,20878,1.0,1.0,Urban
860US20879,20879,1.0,1.0,Urban
860US20882,20882,1.0,1.0,Urban
860US20886,20886,1.0,1.0,Urban
860US20901,20901,1.0,1.0,Urban
860US20902,20902,1.0,1.0,Urban
860US20903,20903,1.0,1.0,Urban
860US20904,20904,1.0,1.0,Urban
860US20905,20905,1.0,1.0,Urban
860US20910,20910,1.0,1.0,Urban
860US21001,21001,1.0,1.1,Urban
860US21009,21009,1.0,1.1,Urban
860US21012,21012,1.0,1.0,Urban
860US21014,21014,1.0,1.1,Urban
860US21017,21017,1.0,1.1,Urban
860US21030,21030,1.0,1.0,Urban
860US21035,21035,2.0,2.1,Suburban
860US21037,21037,1.0,1.0,Urban
860US21042,21042,1.0,1.0,Urban
860US21045,21045,1.0,1.0,Urban
860US21047,21047,1.0,1.1,Urban
860US21050,21050,1.0,1.1,Urban
860US21053,21053,2.0,2.0,Suburban
860US21057,21057,1.0,1.0,Urban
860US21074,21074,2.0,2.0,Suburban
860US21075,21075,1.0,1.0,Urban
860US21078,21078,1.0,1.1,Urban
860US21087,21087,1.0,1.1,Urban
860US21093,21093,1.0,1.0,Urban
860US21104,21104,2.0,2.0,Suburban
860US21111,21111,2.0,2.0,Suburban
860US21114,21114,1.0,1.0,Urban
860US21120,21120,2.0,2.0,Suburban
860US21131,21131,1.0,1.0,Urban
860US21132,21132,2.0,2.0,Suburban
860US21136,21136,1.0,1.0,Urban
860US21144,21144,1.0,1.0,Urban
860US21152,21152,1.0,1.0,Urban
860US21155,21155,2.0,2.0,Suburban
860US21160,21160,2.0,2.1,Suburban
860US21162,21162,1.0,1.0,Urban
860US21202,21202,1.0,1.0,Urban
860US21205,21205,1.0,1.0,Urban
860US21207,21207,1.0,1.0,Urban
860US21209,21209,1.0,1.0,Urban
860US21211,21211,1.0,1.0,Urban
860US21213,21213,1.0,1.0,Urban
860US21216,21216,1.0,1.0,Urban
860US21218,21218,1.0,1.0,Urban
860US21220,21220,1.0,1.0,Urban
860US21222,21222,1.0,1.0,Urban
860US21224,21224,1.0,1.0,Urban
860US21229,21229,1.0,1.0,Urban
860US21234,21234,1.0,1.0,Urban
860US21236,21236,1.0,1.0,Urban
860US21240,21240,1.0,1.0,Urban
860US21286,21286,1.0,1.0,Urban
860US21401,21401,1.0,1.0,Urban
860US21403,21403,1.0,1.0,Urban
860US21502,21502,1.0,1.0,Urban
860US21521,21521,2.0,2.0,Suburban
860US21524,21524,1.0,1.0,Urban
860US21529,21529,1.0,1.0,Urban
860US21532,21532,1.0,1.0,Urban
860US21536,21536,10.0,10.0,Rural
860US21538,21538,10.0,10.0,Rural
860US21539,21539,2.0,2.0,Suburban
860US21545,21545,2.0,2.0,Suburban
860US21550,21550,10.0,10.0,Rural
860US21555,21555,2.0,2.0,Suburban
860US21557,21557,1.0,1.0,Urban
860US21561,21561,10.0,10.0,Rural
860US21562,21562,2.0,2.0,Suburban
860US21601,21601,4.0,4.0,Suburban
860US21607,21607,10.0,10.0,Rural
860US21610,21610,10.0,10.3,Rural
860US21613,21613,4.0,4.0,Suburban
860US21617,21617,2.0,2.0,Suburban
860US21620,21620,7.0,7.0,Rural
860US21624,21624,10.0,10.0,Rural
860US21626,21626,5.0,5.0,Rural
860US21629,21629,2.0,2.0,Suburban
860US21632,21632,7.0,7.0,Rural
860US21635,21635,3.0,3.0,Rural
860US21638,21638,1.0,1.0,Urban
860US21640,21640,3.0,3.0,Rural
860US21643,21643,6.0,6.0,Rural
860US21647,21647,10.0,10.0,Rural
860US21649,21649,3.0,3.0,Rural
860US21651,21651,9.0,9.0,Rural
860US21654,21654,5.0,5.0,Rural
860US21655,21655,5.0,5.0,Rural
860US21661,21661,10.0,10.3,Rural
860US21663,21663,10.0,10.0,Rural
860US21665,21665,10.0,10.0,Rural
860US21667,21667,10.0,10.3,Rural
860US21669,21669,5.0,5.0,Rural
860US21673,21673,5.0,5.0,Rural
860US21676,21676,10.0,10.0,Rural
860US21678,21678,10.0,10.3,Rural
860US21701,21701,1.0,1.1,Urban
860US21704,21704,1.0,1.1,Urban
860US21710,21710,2.0,2.0,Suburban
860US21713,21713,1.0,1.0,Urban
860US21719,21719,4.0,4.0,Suburban
860US21723,21723,2.0,2.1,Suburban
860US21737,21737,2.0,2.1,Suburban
860US21738,21738,2.0,2.1,Suburban
860US21742,21742,1.0,1.0,Urban
860US21755,21755,1.0,1.1,Urban
860US21757,21757,2.0,2.0,Suburban
860US21766,21766,2.0,2.0,Suburban
860US21769,21769,1.0,1.1,Urban
860US21771,21771,1.0,1.0,Urban
860US21774,21774,1.0,1.1,Urban
860US21780,21780,2.0,2.0,Suburban
860US21782,21782,2.0,2.0,Suburban
860US21784,21784,2.0,2.0,Suburban
860US21790,21790,2.0,2.0,Suburban
860US21793,21793,1.0,1.1,Urban
860US21795,21795,1.0,1.0,Urban
860US21798,21798,1.0,1.1,Urban
860US21804,21804,1.0,1.0,Urban
860US21811,21811,4.0,4.0,Suburban
860US21814,21814,2.0,2.0,Suburban
860US21821,21821,2.0,2.0,Suburban
860US21824,21824,2.0,2.0,Suburban
860US21837,21837,2.0,2.0,Suburban
860US21840,21840,2.0,2.0,Suburban
860US21842,21842,4.0,4.0,Suburban
860US21850,21850,2.0,2.0,Suburban
860US21853,21853,2.0,2.0,Suburban
860US21862,21862,5.0,5.0,Rural
860US21864,21864,2.0,2.0,Suburban
860US19551,19551,1.0,1.0,Urban
860US19555,19555,1.0,1.0,Urban
860US19559,19559,2.0,2.0,Suburban
860US19560,19560,1.0,1.0,Urban
860US19565,19565,1.0,1.0,Urban
860US19567,19567,1.0,1.0,Urban
860US19605,19605,1.0,1.0,Urban
860US19606,19606,1.0,1.0,Urban
860US19608,19608,1.0,1.0,Urban
860US19610,19610,1.0,1.0,Urban
860US19706,19706,1.0,1.0,Urban
860US19711,19711,1.0,1.0,Urban
860US19713,19713,1.0,1.0,Urban
860US19720,19720,1.0,1.0,Urban
860US19730,19730,2.0,2.0,Suburban
860US19734,19734,2.0,2.0,Suburban
860US19735,19735,1.0,1.0,Urban
860US19801,19801,1.0,1.0,Urban
860US19803,19803,1.0,1.0,Urban
860US19806,19806,1.0,1.0,Urban
860US19808,19808,1.0,1.0,Urban
860US19904,19904,1.0,1.0,Urban
860US19933,19933,3.0,3.0,Rural
860US19939,19939,7.0,7.0,Rural
860US19941,19941,6.0,6.0,Rural
860US19944,19944,4.0,4.0,Suburban
860US19947,19947,7.0,7.0,Rural
860US19951,19951,6.0,6.0,Rural
860US19953,19953,2.0,2.0,Suburban
860US19956,19956,1.0,1.0,Urban
860US19960,19960,4.0,4.0,Suburban
860US19963,19963,4.0,4.0,Suburban
860US19967,19967,4.0,4.0,Suburban
860US19970,19970,4.0,4.0,Suburban
860US19975,19975,4.0,4.0,Suburban
860US19979,19979,1.0,1.0,Urban
860US20007,20007,1.0,1.0,Urban
860US20008,20008,1.0,1.0,Urban
860US20009,20009,1.0,1.0,Urban
860US20011,20011,1.0,1.0,Urban
860US20016,20016,1.0,1.0,Urban
860US20018,20018,1.0,1.0,Urban
860US20020,20020,1.0,1.0,Urban
860US20032,20032,1.0,1.0,Urban
860US20037,20037,1.0,1.0,Urban
860US20105,20105,1.0,1.0,Urban
860US20106,20106,2.0,2.0,Suburban
860US20109,20109,1.0,1.0,Urban
860US20115,20115,2.0,2.0,Suburban
860US20119,20119,1.0,1.0,Urban
860US20121,20121,1.0,1.0,Urban
860US20129,20129,2.0,2.0,Suburban
860US20137,20137,2.0,2.0,Suburban
860US20141,20141,2.0,2.0,Suburban
860US20144,20144,2.0,2.0,Suburban
860US20148,20148,1.0,1.0,Urban
860US20155,20155,1.0,1.0,Urban
860US20164,20164,1.0,1.0,Urban
860US20166,20166,1.0,1.0,Urban
860US20176,20176,1.0,1.0,Urban
860US20181,20181,2.0,2.0,Suburban
860US20186,20186,1.0,1.0,Urban
860US20191,20191,1.0,1.0,Urban
860US21865,21865,2.0,2.0,Suburban
860US21867,21867,2.0,2.0,Suburban
860US21872,21872,5.0,5.0,Rural
860US21901,21901,1.0,1.0,Urban
860US21904,21904,1.0,1.1,Urban
860US21912,21912,2.0,2.0,Suburban
860US21914,21914,1.0,1.0,Urban
860US21917,21917,1.0,1.0,Urban
860US21918,21918,2.0,2.0,Suburban
860US21921,21921,1.0,1.0,Urban
860US22003,22003,1.0,1.0,Urban
860US22025,22025,1.0,1.0,Urban
860US22030,22030,1.0,1.0,Urban
860US22032,22032,1.0,1.0,Urban
860US22039,22039,1.0,1.0,Urban
860US22041,22041,1.0,1.0,Urban
860US22060,22060,1.0,1.0,Urban
860US22079,22079,1.0,1.0,Urban
860US22124,22124,1.0,1.0,Urban
860US22134,22134,1.0,1.0,Urban
860US22151,22151,1.0,1.0,Urban
860US22153,22153,1.0,1.0,Urban
860US22181,22181,1.0,1.0,Urban
860US22191,22191,1.0,1.0,Urban
860US22192,22192,1.0,1.0,Urban
860US22201,22201,1.0,1.0,Urban
860US22203,22203,1.0,1.0,Urban
860US22206,22206,1.0,1.0,Urban
860US22209,22209,1.0,1.0,Urban
860US22302,22302,1.0,1.0,Urban
860US22304,22304,1.0,1.0,Urban
860US22306,22306,1.0,1.0,Urban
860US22309,22309,1.0,1.0,Urban
860US22311,22311,1.0,1.0,Urban
860US22314,22314,1.0,1.0,Urban
860US22401,22401,1.0,1.1,Urban
860US22407,22407,1.0,1.1,Urban
860US22433,22433,9.0,9.0,Rural
860US22436,22436,3.0,3.0,Rural
860US22443,22443,7.0,7.0,Rural
860US22469,22469,10.0,10.0,Rural
860US22476,22476,3.0,3.0,Rural
860US22485,22485,2.0,2.0,Suburban
860US22503,22503,10.0,10.0,Rural
860US22508,22508,2.0,2.0,Suburban
860US22511,22511,10.0,10.0,Rural
860US22520,22520,10.0,10.0,Rural
860US22534,22534,2.0,2.0,Suburban
860US22538,22538,2.0,2.0,Suburban
860US22542,22542,9.0,9.0,Rural
860US22551,22551,2.0,2.0,Suburban
860US22554,22554,1.0,1.0,Urban
860US22572,22572,10.0,10.0,Rural
860US22578,22578,10.0,10.0,Rural
860US22601,22601,1.0,1.0,Urban
860US22603,22603,2.0,2.0,Suburban
860US22611,22611,2.0,2.0,Suburban
860US22624,22624,2.0,2.0,Suburban
860US22627,22627,2.0,2.0,Suburban
860US22637,22637,2.0,2.0,Suburban
860US22640,22640,10.0,10.0,Rural
860US22643,22643,2.0,2.0,Suburban
860US22644,22644,3.0,3.0,Rural
860US22650,22650,7.0,7.0,Rural
860US22652,22652,9.0,9.0,Rural
860US23106,23106,2.0,2.0,Suburban
860US23108,23108,3.0,3.0,Rural
860US23109,23109,2.0,2.0,Suburban
860US23110,23110,3.0,3.0,Rural
860US23111,23111,1.0,1.0,Urban
860US23112,23112,1.0,1.0,Urban
860US23113,23113,1.0,1.0,Urban
860US23114,23114,1.0,1.0,Urban
860US23115,23115,3.0,3.0,Rural
860US23116,23116,1.0,1.0,Urban
860US23117,23117,3.0,3.0,Rural
860US23119,23119,2.0,2.0,Suburban
860US23120,23120,1.0,1.0,Urban
860US23123,23123,2.0,2.0,Suburban
860US23124,23124,2.0,2.0,Suburban
860US23126,23126,2.0,2.0,Suburban
860US23129,23129,2.0,2.0,Suburban
860US23138,23138,2.0,2.0,Suburban
860US23141,23141,2.0,2.0,Suburban
860US23150,23150,1.0,1.0,Urban
860US23156,23156,3.0,3.0,Rural
860US23169,23169,10.0,10.0,Rural
860US23175,23175,10.0,10.0,Rural
860US23177,23177,2.0,2.0,Suburban
860US23181,23181,3.0,3.0,Rural
860US23188,23188,1.0,1.0,Urban
860US23219,23219,1.0,1.0,Urban
860US23221,23221,1.0,1.0,Urban
860US23223,23223,1.0,1.0,Urban
860US23226,23226,1.0,1.0,Urban
860US23230,23230,1.0,1.0,Urban
860US23233,23233,1.0,1.0,Urban
860US23236,23236,1.0,1.0,Urban
860US23238,23238,1.0,1.0,Urban
860US23294,23294,1.0,1.0,Urban
860US23302,23302,9.0,9.0,Rural
860US23306,23306,10.0,10.0,Rural
860US23307,23307,10.0,10.0,Rural
860US23313,23313,10.0,10.0,Rural
860US23315,23315,2.0,2.0,Suburban
860US23320,23320,1.0,1.0,Urban
860US23322,23322,1.0,1.0,Urban
860US23336,23336,10.0,10.0,Rural
860US23350,23350,10.0,10.0,Rural
860US23356,23356,9.0,9.0,Rural
860US23359,23359,10.0,10.0,Rural
860US23395,23395,9.0,9.0,Rural
860US23398,23398,10.0,10.0,Rural
860US23407,23407,10.0,10.0,Rural
860US23409,23409,10.0,10.0,Rural
860US23413,23413,10.0,10.0,Rural
860US23416,23416,9.0,9.0,Rural
860US23418,23418,10.0,10.0,Rural
860US23423,23423,10.0,10.0,Rural
860US23432,23432,2.0,2.0,Suburban
860US23435,23435,1.0,1.0,Urban
860US23437,23437,2.0,2.0,Suburban
860US23442,23442,9.0,9.0,Rural
860US23451,23451,1.0,1.0,Urban
860US23452,23452,1.0,1.0,Urban
860US23455,23455,1.0,1.0,Urban
860US23457,23457,2.0,2.0,Suburban
860US23462,23462,1.0,1.0,Urban
860US23464,23464,1.0,1.0,Urban
860US23486,23486,10.0,10.0,Rural
860US23488,23488,9.0,9.0,Rural
860US23505,23505,1.0,1.0,Urban
860US23511,23511,1.0,1.0,Urban
860US23513,23513,1.0,1.0,Urban
860US23518,23518,1.0,1.0,Urban
860US22654,22654,2.0,2.0,Suburban
860US22655,22655,1.0,1.0,Urban
860US22656,22656,2.0,2.0,Suburban
860US22657,22657,2.0,2.0,Suburban
860US22660,22660,3.0,3.0,Rural
860US22663,22663,1.0,1.0,Urban
860US22701,22701,4.0,4.0,Suburban
860US22709,22709,3.0,3.0,Rural
860US22711,22711,6.0,6.0,Rural
860US22712,22712,2.0,2.0,Suburban
860US22713,22713,5.0,5.1,Rural
860US22715,22715,3.0,3.0,Rural
860US22716,22716,2.0,2.0,Suburban
860US22718,22718,6.0,6.0,Rural
860US22722,22722,6.0,6.0,Rural
860US22724,22724,2.0,2.0,Suburban
860US22727,22727,6.0,6.0,Rural
860US22729,22729,5.0,5.0,Rural
860US22732,22732,3.0,3.0,Rural
860US22734,22734,2.0,2.0,Suburban
860US22736,22736,6.0,6.0,Rural
860US22738,22738,3.0,3.0,Rural
860US22741,22741,6.0,6.0,Rural
860US22801,22801,1.0,1.0,Urban
860US22807,22807,1.0,1.0,Urban
860US22811,22811,2.0,2.0,Suburban
860US22820,22820,2.0,2.0,Suburban
860US22824,22824,7.0,7.0,Rural
860US22830,22830,2.0,2.0,Suburban
860US22832,22832,2.0,2.0,Suburban
860US22840,22840,2.0,2.0,Suburban
860US22842,22842,10.0,10.0,Rural
860US22844,22844,10.0,10.0,Rural
860US22846,22846,1.0,1.0,Urban
860US22849,22849,2.0,2.0,Suburban
860US22851,22851,10.0,10.0,Rural
860US22904,22904,1.0,1.0,Urban
860US22920,22920,2.0,2.0,Suburban
860US22931,22931,2.0,2.0,Suburban
860US22937,22937,2.0,2.0,Suburban
860US22939,22939,1.0,1.0,Urban
860US22943,22943,2.0,2.0,Suburban
860US22947,22947,2.0,2.0,Suburban
860US22949,22949,10.0,10.0,Rural
860US22958,22958,2.0,2.0,Suburban
860US22963,22963,2.0,2.0,Suburban
860US22967,22967,10.0,10.0,Rural
860US22973,22973,2.0,2.0,Suburban
860US22976,22976,10.0,10.0,Rural
860US23002,23002,2.0,2.0,Suburban
860US23005,23005,1.0,1.0,Urban
860US23011,23011,2.0,2.0,Suburban
860US23021,23021,2.0,2.0,Suburban
860US23024,23024,2.0,2.0,Suburban
860US23027,23027,2.0,2.0,Suburban
860US23032,23032,2.0,2.0,Suburban
860US23039,23039,2.0,2.0,Suburban
860US23043,23043,10.0,10.0,Rural
860US23047,23047,2.0,2.0,Suburban
860US23055,23055,2.0,2.0,Suburban
860US23063,23063,2.0,2.0,Suburban
860US23065,23065,2.0,2.0,Suburban
860US23069,23069,2.0,2.0,Suburban
860US23070,23070,10.0,10.0,Rural
860US23072,23072,1.0,1.0,Urban
860US23076,23076,2.0,2.0,Suburban
860US23083,23083,2.0,2.0,Suburban
860US23085,23085,2.0,2.0,Suburban
860US23091,23091,3.0,3.0,Rural
860US23093,23093,2.0,2.0,Suburban
860US24092,24092,2.0,2.0,Suburban
860US24093,24093,2.0,2.0,Suburban
860US24095,24095,2.0,2.0,Suburban
860US24101,24101,2.0,2.0,Suburban
860US24102,24102,2.0,2.0,Suburban
860US24104,24104,2.0,2.0,Suburban
860US24105,24105,2.0,2.0,Suburban
860US24112,24112,4.0,4.0,Suburban
860US24121,24121,2.0,2.0,Suburban
860US24122,24122,2.0,2.0,Suburban
860US24124,24124,2.0,2.0,Suburban
860US24127,24127,2.0,2.0,Suburban
860US24128,24128,2.0,2.0,Suburban
860US24130,24130,2.0,2.0,Suburban
860US24132,24132,1.0,1.0,Urban
860US24134,24134,2.0,2.0,Suburban
860US24137,24137,5.0,5.0,Rural
860US24141,24141,1.0,1.0,Urban
860US24147,24147,2.0,2.0,Suburban
860US24150,24150,2.0,2.0,Suburban
860US24162,24162,2.0,2.0,Suburban
860US24167,24167,2.0,2.0,Suburban
860US24174,24174,2.0,2.0,Suburban
860US24176,24176,2.0,2.0,Suburban
860US24184,24184,2.0,2.0,Suburban
860US24202,24202,2.0,2.0,Suburban
860US24217,24217,8.0,8.0,Rural
860US24221,24221,10.0,10.0,Rural
860US24225,24225,2.0,2.0,Suburban
860US24228,24228,10.0,10.0,Rural
860US24236,24236,2.0,2.0,Suburban
860US24245,24245,2.0,2.0,Suburban
860US24248,24248,9.0,9.0,Rural
860US24251,24251,1.0,1.0,Urban
860US24258,24258,2.0,2.0,Suburban
860US24265,24265,6.0,6.0,Rural
860US24269,24269,8.0,8.0,Rural
860US24271,24271,2.0,2.0,Suburban
860US24273,24273,4.0,4.0,Suburban
860US24280,24280,5.0,5.0,Rural
860US24282,24282,6.0,6.0,Rural
860US24290,24290,1.0,1.0,Urban
860US24293,24293,4.0,4.0,Suburban
860US24314,24314,6.0,6.0,Rural
860US24316,24316,10.0,10.0,Rural
860US24318,24318,6.0,6.0,Rural
860US24322,24322,8.0,8.0,Rural
860US24325,24325,10.0,10.0,Rural
860US24328,24328,9.0,9.0,Rural
860US24333,24333,8.0,8.0,Rural
860US24347,24347,2.0,2.0,Suburban
860US24350,24350,8.0,8.0,Rural
860US24352,24352,10.0,10.0,Rural
860US24361,24361,2.0,2.0,Suburban
860US24366,24366,6.0,6.0,Rural
860US24370,24370,10.0,10.0,Rural
860US24378,24378,10.0,10.0,Rural
860US24382,24382,7.0,7.0,Rural
860US24412,24412,10.0,10.0,Rural
860US24421,24421,2.0,2.0,Suburban
860US24426,24426,7.0,7.0,Rural
860US24431,24431,2.0,2.0,Suburban
860US24433,24433,10.0,10.0,Rural
860US24439,24439,9.0,9.0,Rural
860US24441,24441,2.0,2.0,Suburban
860US24445,24445,10.0,10.0,Rural
860US24450,24450,7.0,7.0,Rural
860US24464,24464,10.0,10.0,Rural
860US24467,24467,2.0,2.0,Suburban
860US24472,24472,3.0,3.0,Rural
860US24473,24473,9.0,9.0,Rural
860US24476,24476,3.0,3.0,Rural
860US24477,24477,2.0,2.0,Suburban
860US24479,24479,2.0,2.0,Suburban
860US24482,24482,1.0,1.0,Urban
860US24483,24483,10.0,10.0,Rural
860US24484,24484,10.0,10.0,Rural
860US24485,24485,2.0,2.0,Suburban
860US24486,24486,2.0,2.0,Suburban
860US24487,24487,10.0,10.0,Rural
860US24502,24502,1.0,1.0,Urban
860US24503,24503,1.0,1.0,Urban
860US24504,24504,1.0,1.0,Urban
860US24517,24517,7.0,7.1,Rural
860US24522,24522,2.0,2.0,Suburban
860US24528,24528,2.0,2.0,Suburban
860US24530,24530,6.0,6.0,Rural
860US24536,24536,2.0,2.0,Suburban
860US24539,24539,8.0,8.0,Rural
860US24541,24541,4.0,4.0,Suburban
860US24550,24550,2.0,2.0,Suburban
860US24554,24554,2.0,2.0,Suburban
860US24556,24556,2.0,2.0,Suburban
860US24563,24563,8.0,8.0,Rural
860US24569,24569,8.0,8.0,Rural
860US24571,24571,2.0,2.0,Suburban
860US24574,24574,2.0,2.0,Suburban
860US24578,24578,8.0,8.0,Rural
860US24581,24581,2.0,2.0,Suburban
860US24588,24588,2.0,2.0,Suburban
860US24592,24592,7.0,7.0,Rural
860US24594,24594,5.0,5.0,Rural
860US24597,24597,8.0,8.0,Rural
860US24602,24602,5.0,5.0,Rural
860US24603,24603,10.0,10.0,Rural
860US24605,24605,4.0,4.0,Suburban
860US24609,24609,7.0,7.0,Rural
860US24622,24622,8.0,8.0,Rural
860US24630,24630,5.0,5.0,Rural
860US24634,24634,8.0,8.0,Rural
860US24639,24639,7.0,7.0,Rural
860US24646,24646,8.0,8.0,Rural
860US24651,24651,7.0,7.2,Rural
860US24701,24701,4.0,4.0,Suburban
860US24714,24714,2.0,2.0,Suburban
860US24716,24716,2.0,2.0,Suburban
860US24726,24726,2.0,2.0,Suburban
860US24731,24731,5.0,5.0,Rural
860US24801,24801,7.0,7.0,Rural
860US24813,24813,2.0,2.0,Suburban
860US24817,24817,10.0,10.0,Rural
860US24818,24818,2.0,2.0,Suburban
860US24823,24823,2.0,2.0,Suburban
860US24827,24827,2.0,2.0,Suburban
860US24831,24831,5.0,5.0,Rural
860US24836,24836,7.0,7.0,Rural
860US24843,24843,8.0,8.0,Rural
860US24846,24846,10.0,10.0,Rural
860US24848,24848,8.0,8.0,Rural
860US24850,24850,10.0,10.0,Rural
860US24853,24853,7.0,7.0,Rural
860US24857,24857,2.0,2.0,Suburban
860US24867,24867,2.0,2.0,Suburban
860US24869,24869,2.0,2.0,Suburban
860US24871,24871,8.0,8.0,Rural
860US24873,24873,2.0,2.0,Suburban
860US24878,24878,8.0,8.0,Rural
860US24880,24880,2.0,2.0,Suburban
860US24884,24884,5.0,5.0,Rural
860US24887,24887,5.0,5.0,Rural
860US24888,24888,8.0,8.0,Rural
860US24892,24892,2.0,2.0,Suburban
