HEROP_ID,ZCTA5,Ruca1,Ruca2,Rurality
860US04210,4210,1.0,1.0,Urban
860US04217,4217,10.0,10.0,Rural
860US04221,4221,10.0,10.0,Rural
860US04224,4224,10.0,10.0,Rural
860US04227,4227,10.0,10.0,Rural
860US04236,4236,2.0,2.0,Suburban
860US04238,4238,2.0,2.0,Suburban
860US04240,4240,1.0,1.0,Urban
860US04250,4250,1.0,1.0,Urban
860US04253,4253,2.0,2.0,Suburban
860US04254,4254,7.0,7.0,Rural
860US04257,4257,7.0,7.0,Rural
860US04258,4258,2.0,2.0,Suburban
860US04259,4259,2.0,2.0,Suburban
860US04261,4261,10.0,10.0,Rural
860US04263,4263,2.0,2.0,Suburban
860US04265,4265,2.0,2.0,Suburban
860US04267,4267,10.0,10.0,Rural
860US04268,4268,7.0,7.0,Rural
860US04270,4270,3.0,3.0,Rural
860US04274,4274,2.0,2.0,Suburban
860US04275,4275,7.0,7.0,Rural
860US04282,4282,2.0,2.0,Suburban
860US04284,4284,6.0,6.0,Rural
860US04285,4285,10.0,10.0,Rural
860US04287,4287,5.0,5.0,Rural
860US04290,4290,2.0,2.0,Suburban
860US04292,4292,2.0,2.0,Suburban
860US04330,4330,4.0,4.0,Suburban
860US04344,4344,4.0,4.0,Suburban
860US04346,4346,5.0,5.0,Rural
860US04348,4348,5.0,5.0,Rural
860US04350,4350,3.0,3.0,Rural
860US04352,4352,5.0,5.0,Rural
860US04357,4357,5.0,5.0,Rural
860US04360,4360,5.0,5.0,Rural
860US04364,4364,5.0,5.0,Rural
860US04406,4406,10.0,10.0,Rural
860US04411,4411,1.0,1.0,Urban
860US04413,4413,10.0,10.0,Rural
860US04415,4415,2.0,2.0,Suburban
860US04417,4417,10.0,10.0,Rural
860US04419,4419,2.0,2.0,Suburban
860US04424,4424,10.0,10.0,Rural
860US04427,4427,2.0,2.0,Suburban
860US04438,4438,2.0,2.0,Suburban
860US04443,4443,10.0,10.0,Rural
860US04444,4444,1.0,1.0,Urban
860US04449,4449,2.0,2.0,Suburban
860US04451,4451,10.0,10.0,Rural
860US04454,4454,10.0,10.0,Rural
860US04457,4457,10.0,10.0,Rural
860US04460,4460,10.0,10.0,Rural
860US04463,4463,10.0,10.0,Rural
860US04468,4468,1.0,1.0,Urban
860US04471,4471,8.0,8.0,Rural
860US04473,4473,1.0,1.0,Urban
860US04479,4479,10.0,10.0,Rural
860US04485,4485,10.0,10.0,Rural
860US04488,4488,2.0,2.0,Suburban
860US04490,4490,10.0,10.0,Rural
860US04492,4492,10.0,10.0,Rural
860US04495,4495,10.0,10.0,Rural
860US04530,4530,4.0,4.0,Suburban
860US04537,4537,10.0,10.0,Rural
860US04541,4541,10.0,10.0,Rural
860US04544,4544,10.0,10.0,Rural
860US04548,4548,5.0,5.0,Rural
860US04553,4553,10.0,10.0,Rural
860US04562,4562,5.0,5.0,Rural
860US04564,4564,10.0,10.0,Rural
860US04571,4571,10.0,10.0,Rural
860US04572,4572,10.0,10.0,Rural
860US04574,4574,10.0,10.0,Rural
860US04578,4578,5.0,5.0,Rural
860US04605,4605,8.0,8.0,Rural
860US04607,4607,10.0,10.0,Rural
860US04612,4612,10.0,10.0,Rural
860US04617,4617,10.0,10.0,Rural
860US04619,4619,7.0,7.0,Rural
860US04622,4622,10.0,10.0,Rural
860US04623,4623,10.0,10.0,Rural
860US04627,4627,10.0,10.0,Rural
860US04628,4628,10.0,10.0,Rural
860US04629,4629,8.0,8.0,Rural
860US04630,4630,10.0,10.0,Rural
860US04634,4634,8.0,8.0,Rural
860US04635,4635,10.0,10.0,Rural
860US04637,4637,10.0,10.0,Rural
860US04640,4640,8.0,8.0,Rural
860US04643,4643,10.0,10.0,Rural
860US04644,4644,7.0,7.0,Rural
860US04648,4648,10.0,10.0,Rural
860US04652,4652,10.0,10.0,Rural
860US04655,4655,10.0,10.0,Rural
860US04658,4658,10.0,10.0,Rural
860US04662,4662,10.0,10.0,Rural
860US04666,4666,10.0,10.0,Rural
860US04668,4668,10.0,10.3,Rural
860US04673,4673,10.0,10.0,Rural
860US04675,4675,10.0,10.0,Rural
860US04679,4679,10.0,10.0,Rural
860US04680,4680,10.0,10.0,Rural
860US04683,4683,10.0,10.0,Rural
860US04685,4685,10.0,10.0,Rural
860US04730,4730,7.0,7.0,Rural
860US04733,4733,8.0,8.0,Rural
860US04735,4735,8.0,8.0,Rural
860US04743,4743,10.0,10.0,Rural
860US04745,4745,10.0,10.0,Rural
860US04746,4746,10.0,10.0,Rural
860US04747,4747,10.0,10.0,Rural
860US04756,4756,10.0,10.0,Rural
860US04760,4760,8.0,8.0,Rural
860US04762,4762,9.0,9.0,Rural
860US04764,4764,8.0,8.0,Rural
860US04768,4768,8.0,8.0,Rural
860US04773,4773,10.0,10.0,Rural
860US04776,4776,10.0,10.0,Rural
860US04779,4779,9.0,9.0,Rural
860US04783,4783,9.0,9.0,Rural
860US04841,4841,7.0,7.0,Rural
860US04858,4858,10.0,10.3,Rural
860US04859,4859,10.0,10.0,Rural
860US04860,4860,10.0,10.0,Rural
860US04861,4861,10.0,10.3,Rural
860US04862,4862,10.0,10.0,Rural
860US04864,4864,10.0,10.3,Rural
860US04911,4911,10.0,10.0,Rural
860US04912,4912,10.0,10.0,Rural
860US04915,4915,7.0,7.0,Rural
860US04920,4920,10.0,10.0,Rural
860US04922,4922,6.0,6.0,Rural
860US04924,4924,6.0,6.0,Rural
860US04927,4927,5.0,5.0,Rural
860US04928,4928,3.0,3.0,Rural
860US04930,4930,10.0,10.1,Rural
860US04936,4936,10.0,10.0,Rural
860US04938,4938,7.0,7.0,Rural
860US04941,4941,10.0,10.0,Rural
860US04947,4947,10.0,10.0,Rural
860US04950,4950,10.0,10.0,Rural
860US04953,4953,10.0,10.1,Rural
860US04955,4955,10.0,10.0,Rural
860US04957,4957,5.0,5.0,Rural
860US04961,4961,6.0,6.0,Rural
860US04964,4964,10.0,10.0,Rural
860US04966,4966,10.0,10.0,Rural
860US03109,3109,1.0,1.0,Urban
860US03215,3215,10.0,10.0,Rural
860US03216,3216,10.0,10.0,Rural
860US03218,3218,5.0,5.0,Rural
860US03222,3222,10.0,10.0,Rural
860US03223,3223,10.0,10.0,Rural
860US03225,3225,5.0,5.0,Rural
860US03226,3226,6.0,6.0,Rural
860US03227,3227,10.0,10.0,Rural
860US03230,3230,10.0,10.0,Rural
860US03231,3231,10.0,10.0,Rural
860US03235,3235,7.0,7.0,Rural
860US03237,3237,6.0,6.0,Rural
860US03241,3241,10.0,10.2,Rural
860US03243,3243,10.0,10.0,Rural
860US03245,3245,6.0,6.0,Rural
860US03251,3251,10.0,10.0,Rural
860US03253,3253,5.0,5.0,Rural
860US03256,3256,6.0,6.0,Rural
860US03257,3257,10.0,10.0,Rural
860US03259,3259,10.0,10.0,Rural
860US03260,3260,10.0,10.0,Rural
860US03261,3261,6.0,6.0,Rural
860US03262,3262,10.0,10.0,Rural
860US03264,3264,7.0,7.0,Rural
860US03266,3266,10.0,10.0,Rural
860US03269,3269,5.0,5.0,Rural
860US03276,3276,7.0,7.0,Rural
860US03279,3279,10.0,10.0,Rural
860US03284,3284,10.0,10.0,Rural
860US03287,3287,10.0,10.0,Rural
860US03293,3293,10.0,10.0,Rural
860US03303,3303,4.0,4.0,Suburban
860US03431,3431,4.0,4.0,Suburban
860US03440,3440,10.0,10.0,Rural
860US03443,3443,5.0,5.0,Rural
860US03446,3446,5.0,5.0,Rural
860US03451,3451,8.0,8.0,Rural
860US03457,3457,5.0,5.0,Rural
860US03462,3462,5.0,5.0,Rural
860US03464,3464,5.0,5.0,Rural
860US03466,3466,5.0,5.0,Rural
860US03470,3470,5.0,5.0,Rural
860US03561,3561,7.0,7.0,Rural
860US03570,3570,4.0,4.0,Suburban
860US03575,3575,6.0,6.0,Rural
860US03579,3579,5.0,5.0,Rural
860US03582,3582,10.0,10.0,Rural
860US03588,3588,5.0,5.0,Rural
860US03590,3590,10.0,10.0,Rural
860US03593,3593,6.0,6.0,Rural
860US03598,3598,8.0,8.0,Rural
860US03602,3602,5.0,5.0,Rural
860US03608,3608,7.0,7.0,Rural
860US03740,3740,10.0,10.0,Rural
860US03743,3743,7.0,7.0,Rural
860US03745,3745,10.0,10.0,Rural
860US03750,3750,5.0,5.0,Rural
860US03755,3755,4.0,4.0,Suburban
860US03765,3765,10.0,10.0,Rural
860US03766,3766,4.0,4.0,Suburban
860US03770,3770,10.0,10.0,Rural
860US03773,3773,7.0,7.0,Rural
860US03777,3777,5.0,5.0,Rural
860US03780,3780,10.0,10.0,Rural
860US03801,3801,1.0,1.0,Urban
860US03810,3810,6.0,6.0,Rural
860US03812,3812,10.0,10.0,Rural
860US03814,3814,10.0,10.0,Rural
860US03818,3818,7.0,7.0,Rural
860US03820,3820,1.0,1.0,Urban
860US05494,5494,2.0,2.0,Suburban
860US05602,5602,4.0,4.0,Suburban
860US05641,5641,4.0,4.0,Suburban
860US05647,5647,10.0,10.2,Rural
860US05648,5648,5.0,5.0,Rural
860US05649,5649,4.0,4.0,Suburban
860US05650,5650,5.0,5.0,Rural
860US05651,5651,5.0,5.0,Rural
860US05652,5652,3.0,3.0,Rural
860US05653,5653,3.0,3.0,Rural
860US05654,5654,4.0,4.0,Suburban
860US05655,5655,10.0,10.0,Rural
860US05657,5657,10.0,10.0,Rural
860US05658,5658,10.0,10.2,Rural
860US05661,5661,10.0,10.0,Rural
860US05667,5667,10.0,10.2,Rural
860US05673,5673,10.0,10.0,Rural
860US05675,5675,5.0,5.0,Rural
860US05677,5677,7.0,7.0,Rural
860US05679,5679,5.0,5.0,Rural
860US05681,5681,5.0,5.0,Rural
860US05701,5701,4.0,4.0,Suburban
860US05732,5732,7.0,7.2,Rural
860US05735,5735,7.0,7.2,Rural
860US05739,5739,10.0,10.0,Rural
860US05743,5743,7.0,7.2,Rural
860US05753,5753,7.0,7.0,Rural
860US05757,5757,5.0,5.0,Rural
860US05758,5758,5.0,5.0,Rural
860US05760,5760,10.0,10.0,Rural
860US05762,5762,5.0,5.0,Rural
860US05764,5764,10.0,10.0,Rural
860US05766,5766,10.0,10.0,Rural
860US05770,5770,10.0,10.0,Rural
860US05773,5773,5.0,5.0,Rural
860US05820,5820,10.0,10.0,Rural
860US05822,5822,10.0,10.0,Rural
860US05826,5826,10.0,10.0,Rural
860US05827,5827,10.0,10.0,Rural
860US05830,5830,10.0,10.0,Rural
860US05833,5833,10.0,10.0,Rural
860US05837,5837,10.0,10.0,Rural
860US05841,5841,10.0,10.0,Rural
860US05843,5843,10.0,10.0,Rural
860US05846,5846,10.0,10.0,Rural
860US05851,5851,7.0,7.0,Rural
860US05855,5855,7.0,7.0,Rural
860US05860,5860,10.0,10.0,Rural
860US05867,5867,10.0,10.0,Rural
860US05871,5871,8.0,8.0,Rural
860US05873,5873,10.0,10.0,Rural
860US05875,5875,10.0,10.0,Rural
860US05902,5902,10.0,10.0,Rural
860US05905,5905,10.0,10.0,Rural
860US05907,5907,10.0,10.0,Rural
860US06002,6002,1.0,1.0,Urban
860US06013,6013,2.0,2.0,Suburban
860US06018,6018,10.0,10.0,Rural
860US06021,6021,5.0,5.0,Rural
860US06026,6026,1.0,1.0,Urban
860US06029,6029,1.0,1.0,Urban
860US06033,6033,1.0,1.0,Urban
860US06037,6037,1.0,1.0,Urban
860US06040,6040,1.0,1.0,Urban
860US06043,6043,1.0,1.0,Urban
860US06052,6052,1.0,1.0,Urban
860US06058,6058,10.0,10.0,Rural
860US06062,6062,1.0,1.0,Urban
860US06065,6065,2.0,2.0,Suburban
860US06067,6067,1.0,1.0,Urban
860US06068,6068,10.0,10.0,Rural
860US06070,6070,1.0,1.0,Urban
860US06071,6071,1.0,1.0,Urban
860US06073,6073,1.0,1.0,Urban
860US06074,6074,1.0,1.0,Urban
860US06076,6076,2.0,2.0,Suburban
860US06078,6078,1.0,1.0,Urban
860US06082,6082,1.0,1.0,Urban
860US06084,6084,1.0,1.0,Urban
860US06085,6085,1.0,1.0,Urban
860US06088,6088,1.0,1.0,Urban
860US06090,6090,1.0,1.0,Urban
860US06091,6091,2.0,2.0,Suburban
860US06093,6093,1.0,1.0,Urban
860US06095,6095,1.0,1.0,Urban
860US06096,6096,1.0,1.0,Urban
860US06105,6105,1.0,1.0,Urban
860US06106,6106,1.0,1.0,Urban
860US06109,6109,1.0,1.0,Urban
860US06111,6111,1.0,1.0,Urban
860US06117,6117,1.0,1.0,Urban
860US06120,6120,1.0,1.0,Urban
860US06226,6226,4.0,4.1,Suburban
860US06231,6231,2.0,2.0,Suburban
860US06234,6234,1.0,1.0,Urban
