"HEROP_ID","FIPS","OdMortRt"
"050US37185","37185",13.3
"050US37187","37187",15.4
"050US33005","33005",18.4
"050US35001","35001",29.3
"050US28107","28107",12.8
"050US36027","36027",15.8
"050US17193","17193",18.5
"050US18047","18047",23
"050US02185","02185",14.8
"050US05111","05111",16.2
"050US38015","38015",7.1
"050US29025","29025",16.5
"050US29091","29091",18.2
"050US20191","20191",14.4
"050US21039","21039",17.4
"050US48197","48197",17.4
"050US31067","31067",9.4
"050US31077","31077",8.9
"050US46065","46065",9.6
"050US54051","54051",18.3
"050US31097","31097",10
"050US20145","20145",11.8
"050US26123","26123",13.3
"050US31127","31127",11.1
"050US37109","37109",16.7
"050US37197","37197",24
"050US31083","31083",10.4
"050US31093","31093",8.6
"050US55071","55071",14.4
"050US42113","42113",15.8
"050US48209","48209",8
"050US48233","48233",14.7
"050US48307","48307",11.8
"050US31173","31173",9.6
"050US31175","31175",9.3
"050US35006","35006",19.8
"050US35009","35009",16.1
"050US31131","31131",10.2
"050US31139","31139",8.6
"050US48123","48123",9.9
"050US48125","48125",13.3
"050US51680","51680",9
"050US51683","51683",12.7
"050US13005","13005",16.6
"050US13045","13045",18.5
"050US21163","21163",17.2
"050US21191","21191",34.8
"050US39051","39051",13.1
"050US30065","30065",14.4
"050US35013","35013",17.3
"050US55083","55083",10
"050US48077","48077",19.3
"050US48081","48081",12
"050US40099","40099",30
"050US13087","13087",9.8
"050US27155","27155",9.1
"050US27159","27159",11.7
"050US27169","27169",10.7
"050US36049","36049",11.9
"050US39059","39059",18
"050US05027","05027",12.9
"050US48087","48087",16.8
"050US48235","48235",12.3
"050US48243","48243",13.5
"050US48249","48249",9.9
"050US29181","29181",19.2
"050US31013","31013",13.4
"050US48281","48281",10.5
"050US48291","48291",15.1
"050US41009","41009",13.8
"050US28065","28065",14.2
"050US28069","28069",11.1
"050US29107","29107",12.5
"050US13061","13061",10.8
"050US28039","28039",16.5
"050US37081","37081",11.4
"050US37119","37119",10.8
"050US37171","37171",21.4
"050US28005","28005",14.6
"050US28113","28113",13.1
"050US17025","17025",15.7
"050US55049","55049",12.3
"050US48253","48253",13.3
"050US51550","51550",11.8
"050US46129","46129",9.7
"050US51065","51065",11.5
"050US51520","51520",23.1
"050US28063","28063",11.7
"050US28127","28127",12.8
"050US17049","17049",13.4
"050US01007","01007",17.1
"050US30097","30097",13.4
"050US01019","01019",16.2
"050US28015","28015",10.7
"050US55031","55031",11.6
"050US01085","01085",9.7
"050US55101","55101",19.4
"050US28135","28135",12.3
"050US28145","28145",12.9
"050US55129","55129",12.2
"050US46051","46051",9.1
"050US41057","41057",15.8
"050US46045","46045",9.4
"050US20081","20081",12.3
"050US20093","20093",12.6
"050US46043","46043",8.8
"050US29053","29053",14.7
"050US30103","30103",14.8
"050US35028","35028",23.5
"050US28019","28019",10.6
"050US37181","37181",14.6
"050US28073","28073",13.6
"050US46057","46057",9.2
"050US55135","55135",9.2
"050US28025","28025",11.7
"050US48085","48085",8
"050US48095","48095",11.4
"050US48111","48111",17.9
"050US48115","48115",13.8
"050US36021","36021",13.3
"050US30109","30109",13.4
"050US29131","29131",16
"050US28155","28155",11.7
"050US29039","29039",18.3
"050US48047","48047",8.5
"050US48105","48105",11.1
"050US28031","28031",14.8
"050US28035","28035",11.7
"050US05125","05125",14
"050US21143","21143",18.2
"050US39081","39081",28
"050US37005","37005",22.3
"050US34039","34039",9
"050US29051","29051",12.5
"050US21219","21219",16.9
"050US22049","22049",13.2
"050US06049","06049",23.2
"050US06087","06087",18.9
"050US17033","17033",15.3
"050US40119","40119",12.1
"050US29147","29147",11.8
"050US29151","29151",17.9
"050US46091","46091",9.1
"050US35027","35027",28.2
"050US35053","35053",24.6
"050US39031","39031",12.3
"050US39033","39033",19.7
"050US21073","21073",20.5
"050US28099","28099",11.7
"050US28147","28147",16.9
"050US51750","51750",19.6
"050US40123","40123",21.8
"050US27059","27059",10
"050US37041","37041",18.3
"050US39037","39037",21.3
"050US26105","26105",14
"050US48439","48439",10
"050US16055","16055",11.1
"050US39057","39057",23.9
"050US39065","39065",14.6
"050US29185","29185",18.1
"050US21047","21047",10.8
"050US21081","21081",36.1
"050US46103","46103",9.5
"050US37061","37061",11.3
"050US01045","01045",10.2
"050US31159","31159",8.5
"050US31165","31165",13.4
"050US31111","31111",11.5
"050US31115","31115",9.8
"050US56011","56011",12.9
"050US56017","56017",15.9
"050US56023","56023",19
"050US56027","56027",14.2
"050US12063","12063",10.2
"050US27055","27055",10.8
"050US01105","01105",12.4
"050US02122","02122",18.6
"050US25023","25023",19.6
"050US46061","46061",8.6
"050US47095","47095",15.5
"050US47099","47099",17.4
"050US56007","56007",18.9
"050US55093","55093",8.4
"050US55097","55097",9.1
"050US38039","38039",8.4
"050US46115","46115",9.6
"050US18049","18049",15.9
"050US18057","18057",10.3
"050US18077","18077",18.8
"050US18127","18127",21.1
"050US38029","38029",9.8
"050US38057","38057",10.1
"050US12101","12101",22.9
"050US47179","47179",20.5
"050US20163","20163",11.7
"050US39023","39023",28.4
"050US39139","39139",22.3
"050US30017","30017",15.3
"050US40129","40129",15.4
"050US40149","40149",19.9
"050US27085","27085",9.4
"050US31179","31179",8.6
"050US31183","31183",9.3
"050US32017","32017",21.4
"050US32021","32021",21.7
"050US32027","32027",21.2
"050US37003","37003",21.4
"050US35005","35005",19
"050US30021","30021",15.1
"050US49031","49031",21.2
"050US18019","18019",22.9
"050US38043","38043",8.6
"050US29083","29083",13.1
"050US39041","39041",9.5
"050US46037","46037",9.1
"050US47061","47061",22.9
"050US47069","47069",12.9
"050US47071","47071",25.9
"050US29097","29097",15.2
"050US32029","32029",22.9
"050US39027","39027",28.8
"050US21091","21091",16.2
"050US12081","12081",25.4
"050US41037","41037",18.4
"050US48121","48121",7.4
"050US48133","48133",13.4
"050US48269","48269",14.6
"050US48327","48327",11.5
"050US28101","28101",12.1
"050US29117","29117",16.9
"050US29121","29121",16.1
"050US46027","46027",8.3
"050US17055","17055",22
"050US16081","16081",14.3
"050US05079","05079",13.1
"050US20201","20201",9.4
"050US20205","20205",17.1
"050US48447","48447",16.6
"050US29139","29139",21.6
"050US47103","47103",16.4
"050US31121","31121",8.9
"050US31125","31125",8.9
"050US46135","46135",9.2
"050US05127","05127",18.7
"050US13199","13199",13.6
"050US21211","21211",16.4
"050US40091","40091",27
"050US19037","19037",9
"050US55141","55141",9.3
"050US30079","30079",14.1
"050US38019","38019",10.9
"050US38021","38021",8.7
"050US47027","47027",33.5
"050US47047","47047",12.6
"050US55027","55027",13.3
"050US21015","21015",27.2
"050US21087","21087",20.8
"050US20167","20167",12
"050US27035","27035",11.3
"050US18033","18033",11.3
"050US18039","18039",11.3
"050US36015","36015",12.7
"050US48305","48305",12.4
"050US13091","13091",15
"050US46033","46033",13.2
"050US36109","36109",12
"050US40085","40085",21.3
"050US37071","37071",21.8
"050US21019","21019",34.4
"050US12011","12011",12.5
"050US13119","13119",21.6
"050US19149","19149",8.7
"050US47023","47023",15.9
"050US08007","08007",24.3
"050US38083","38083",9
"050US20127","20127",11.7
"050US20129","20129",16.3
"050US20133","20133",17.2
"050US17013","17013",17.1
"050US12015","12015",9.5
"050US27017","27017",13.7
"050US31163","31163",8.9
"050US29141","29141",17.3
"050US29145","29145",12.4
"050US46031","46031",10.8
"050US36039","36039",16.3
"050US47083","47083",20.7
"050US55133","55133",12.8
"050US21009","21009",15
"050US29205","29205",16.1
"050US29211","29211",14.3
"050US48331","48331",9.5
"050US48363","48363",16.1
"050US36041","36041",10.6
"050US36093","36093",8.5
"050US28077","28077",14.9
"050US22089","22089",18
"050US22093","22093",15.7
"050US20187","20187",14.8
"050US23009","23009",17
"050US27049","27049",7.7
"050US13129","13129",15.8
"050US29007","29007",14.3
"050US42015","42015",13.9
"050US46029","46029",10
"050US28097","28097",12.1
"050US38009","38009",10.8
"050US38011","38011",11.6
"050US29215","29215",15.4
"050US29219","29219",21.7
"050US18045","18045",15.9
"050US27065","27065",11.1
"050US21035","21035",13.5
"050US21053","21053",37.9
"050US28111","28111",15.5
"050US29045","29045",12.8
"050US29073","29073",19.7
"050US54077","54077",19.3
"050US35041","35041",17.4
"050US44005","44005",15.7
"050US37073","37073",13.9
"050US38013","38013",11.3
"050US19051","19051",11.6
"050US05035","05035",11.5
"050US51760","51760",21.2
"050US53023","53023",13.6
"050US20003","20003",15.4
"050US20047","20047",12.3
"050US20119","20119",12.5
"050US20157","20157",9.7
"050US50015","50015",13.7
"050US40059","40059",14.9
"050US31063","31063",10.8
"050US41029","41029",16.2
"050US16011","16011",15.1
"050US38069","38069",9.5
"050US39005","39005",13.6
"050US17095","17095",13.4
"050US21157","21157",22.5
"050US40139","40139",16.7
"050US48137","48137",9.9
"050US48217","48217",10
"050US48299","48299",12.9
"050US18011","18011",13.3
"050US20121","20121",14.3
"050US31143","31143",8.5
"050US32005","32005",20.7
"050US31087","31087",12.1
"050US31117","31117",11
"050US42109","42109",10.6
"050US23005","23005",16
"050US17035","17035",14.6
"050US17039","17039",13.7
"050US20041","20041",11.1
"050US20137","20137",11
"050US42025","42025",22.6
"050US20179","20179",11.4
"050US26151","26151",13.9
"050US17079","17079",14.7
"050US51021","51021",32.1
"050US40109","40109",20.7
"050US40083","40083",13.5
"050US40137","40137",23.2
"050US29123","29123",21.7
"050US29187","29187",36
"050US41041","41041",20.5
"050US17155","17155",15.8
"050US18023","18023",16.9
"050US18063","18063",13.8
"050US18145","18145",18.6
"050US26161","26161",16.2
"050US38041","38041",10.4
"050US40063","40063",23.6
"050US35023","35023",18.1
"050US37157","37157",15.6
"050US37195","37195",10.5
"050US31181","31181",9.7
"050US37151","37151",16.2
"050US17101","17101",15.4
"050US12003","12003",18.8
"050US53003","53003",15.3
"050US19011","19011",10.3
"050US31007","31007",13.5
"050US40025","40025",18.1
"050US40147","40147",18.3
"050US41053","41053",11
"050US51840","51840",20.7
"050US13175","13175",12.1
"050US08123","08123",
"050US27009","27009",9.9
"050US27057","27057",11.7
"050US26069","26069",17.2
"050US18135","18135",25.4
"050US31027","31027",8.5
"050US31043","31043",9.7
"050US55045","55045",12.3
"050US46025","46025",9.2
"050US17117","17117",13.5
"050US56009","56009",14.6
"050US42077","42077",18.2
"050US49053","49053",18.1
"050US18153","18153",18.6
"050US19123","19123",10.4
"050US21117","21117",43.2
"050US29186","29186",20.5
"050US31099","31099",9.6
"050US21105","21105",16.6
"050US13247","13247",12.2
"050US17077","17077",15.7
"050US18183","18183",12
"050US27007","27007",11.9
"050US19015","19015",9.2
"050US31045","31045",13.3
"050US29229","29229",17.5
"050US30041","30041",16.1
"050US31005","31005",11.7
"050US12043","12043",16.2
"050US39015","39015",35.4
"050US35025","35025",16.6
"050US38031","38031",8.4
"050US13147","13147",16.3
"050US05097","05097",19.1
"050US06105","06105",20.9
"050US08107","08107",14.2
"050US12103","12103",20.9
"050US13017","13017",12
"050US51183","51183",13.5
"050US13071","13071",10.1
"050US41063","41063",13.7
"050US39029","39029",19.8
"050US48027","48027",7.2
"050US19065","19065",9.9
"050US19093","19093",10.1
"050US13033","13033",11.3
"050US48375","48375",14.3
"050US48461","48461",11.6
"050US48495","48495",16.1
"050US19119","19119",9
"050US17087","17087",19.3
"050US51590","51590",16.5
"050US27079","27079",8.2
"050US42087","42087",14
"050US20007","20007",15.4
"050US20117","20117",9.7
"050US19121","19121",10.9
"050US19151","19151",9.9
"050US19179","19179",9.9
"050US27039","27039",8.6
"050US27063","27063",9.4
"050US48415","48415",13.1
"050US27111","27111",8.6
"050US27165","27165",8.7
"050US19107","19107",10.1
"050US20207","20207",16.5
"050US21061","21061",20.2
"050US38079","38079",10.2
"050US48193","48193",11
"050US48433","48433",13.8
"050US48505","48505",10.2
"050US13297","13297",14
"050US15005","15005",15.8
"050US19033","19033",11
"050US17201","17201",26.7
"050US19059","19059",9.9
"050US19183","19183",10
"050US20075","20075",14.5
"050US01011","01011",9.2
"050US39113","39113",47.9
"050US18167","18167",16
"050US37067","37067",15.9
"050US19063","19063",9.3
"050US27115","27115",12.4
"050US13231","13231",11.8
"050US26021","26021",18
"050US39141","39141",32.4
"050US51820","51820",12.6
"050US48059","48059",12.8
"050US55033","55033",8.3
"050US28045","28045",24.6
"050US27143","27143",8.1
"050US20039","20039",11.7
"050US27105","27105",11.2
"050US19177","19177",11.6
"050US20011","20011",17.3
"050US55087","55087",8.2
"050US39063","39063",14.8
"050US39149","39149",16.5
"050US28079","28079",13.1
"050US29155","29155",17.7
"050US54053","54053",33
"050US27149","27149",8.9
"050US36023","36023",11.4
"050US01003","01003",17.7
"050US01109","01109",10.1
"050US04015","04015",25.8
"050US05091","05091",11
"050US55017","55017",9
"050US55019","55019",9.4
"050US38047","38047",8.5
"050US38049","38049",9.3
"050US47171","47171",25.7
"050US26059","26059",12
"050US28139","28139",13.3
"050US26029","26029",14.4
"050US26111","26111",12
"050US35059","35059",20.6
"050US39085","39085",23
"050US35031","35031",14.2
"050US41071","41071",11
"050US27025","27025",10.2
"050US12085","12085",16.9
"050US40029","40029",25.1
"050US28009","28009",12.9
"050US33011","33011",25.3
"050US36001","36001",11.3
"050US23029","23029",22.3
"050US50023","50023",11.8
"050US01127","01127",28
"050US02164","02164",18.2
"050US29059","29059",17.7
"050US29063","29063",14.3
"050US36007","36007",16
"050US28131","28131",18.3
"050US29049","29049",15.5
"050US48099","48099",7.7
"050US22027","22027",12.5
"050US24037","24037",13.6
"050US26047","26047",11.7
"050US29217","29217",17
"050US04019","04019",22.1
"050US56043","56043",16.8
"050US20005","20005",11.8
"050US46013","46013",9.6
"050US46017","46017",9.9
"050US31049","31049",12.5
"050US55109","55109",8
"050US55137","55137",12.2
"050US56025","56025",19.3
"050US40049","40049",21.6
"050US51800","51800",10.4
"050US17045","17045",15.2
"050US50001","50001",11.8
"050US47007","47007",19
"050US26113","26113",19.5
"050US26129","26129",22
"050US36037","36037",10.9
"050US50013","50013",13.4
"050US38073","38073",8.2
"050US46069","46069",9.7
"050US56021","56021",17
"050US31185","31185",8.6
"050US33019","33019",15.8
"050US19193","19193",9.4
"050US55115","55115",9.5
"050US51035","51035",21.8
"050US01031","01031",9.6
"050US01123","01123",10.7
"050US35049","35049",29.3
"050US47011","47011",21.6
"050US31107","31107",8.7
"050US21233","21233",18.7
"050US53069","53069",17.2
"050US55095","55095",8.3
"050US55125","55125",15.6
"050US41013","41013",12.2
"050US36005","36005",10.5
"050US36055","36055",13.9
"050US48319","48319",11.6
"050US48359","48359",16.2
"050US48425","48425",10.9
"050US51670","51670",14.2
"050US54029","54029",36.5
"050US28119","28119",13.4
"050US55053","55053",10.7
"050US19039","19039",12
"050US12091","12091",13.8
"050US36035","36035",9.4
"050US39109","39109",20
"050US31085","31085",11.7
"050US31147","31147",11.8
"050US51530","51530",12.4
"050US28057","28057",13.3
"050US29037","29037",13.2
"050US47051","47051",19.5
"050US16017","16017",12.4
"050US20099","20099",15.2
"050US31017","31017",10.2
"050US40015","40015",18.5
"050US19091","19091",9.7
"050US29209","29209",15.9
"050US28081","28081",10.1
"050US55047","55047",14.8
"050US55055","55055",13.7
"050US05087","05087",14.7
"050US08087","08087",13.3
"050US39093","39093",22.6
"050US46053","46053",9.7
"050US46102","46102",12.3
"050US48393","48393",14.5
"050US36089","36089",10.6
"050US38025","38025",11
"050US35035","35035",21.4
"050US06029","06029",23.4
"050US06071","06071",6.3
"050US08063","08063",14.7
"050US54009","54009",31
"050US31135","31135",12.1
"050US17001","17001",13.1
"050US51071","51071",23.9
"050US32019","32019",19.4
"050US48013","48013",8.8
"050US48023","48023",18.9
"050US48033","48033",12.5
"050US48071","48071",14.6
"050US55041","55041",15.4
"050US39045","39045",13.1
"050US05033","05033",18.4
"050US29163","29163",16.8
"050US36083","36083",8.6
"050US54105","54105",22
"050US48019","48019",11.4
"050US51770","51770",17.3
"050US51775","51775",19.2
"050US13275","13275",8.7
"050US31079","31079",7.2
"050US08045","08045",13.7
"050US02198","02198",
"050US13227","13227",16.7
"050US48181","48181",13
"050US48195","48195",15.2
"050US48211","48211",14.7
"050US48295","48295",15.1
"050US51620","51620",13.3
"050US55103","55103",11.7
"050US55065","55065",11.1
"050US13281","13281",21.1
"050US47137","47137",28.6
"050US46083","46083",7.4
"050US31129","31129",9.3
"050US31157","31157",10.9
"050US48297","48297",10.4
"050US46081","46081",12.6
"050US31001","31001",10.8
"050US55078","55078",12.6
"050US51710","51710",13.2
"050US51735","51735",13.3
"050US29169","29169",18.1
"050US20103","20103",13.9
"050US51660","51660",10.6
"050US38063","38063",9
"050US38081","38081",8.6
"050US31019","31019",8
"050US31011","31011",8.6
"050US31015","31015",9.2
"050US29175","29175",14.9
"050US30025","30025",12.7
"050US48101","48101",15.2
"050US48259","48259",9.5
"050US48463","48463",10.7
"050US19145","19145",13.1
"050US31101","31101",11.7
"050US55013","55013",11.5
"050US36003","36003",10.3
"050US29065","29065",25.4
"050US55009","55009",10.7
"050US47017","47017",16.5
"050US51640","51640",21.2
"050US55061","55061",13.3
"050US20197","20197",11.7
"050US51700","51700",13.7
"050US55063","55063",9.9
"050US50021","50021",14.9
"050US46019","46019",11.6
"050US48325","48325",7.8
"050US48329","48329",11.1
"050US48335","48335",12.3
"050US51077","51077",23
"050US08025","08025",18
"050US55131","55131",13.2
"050US34017","34017",8.7
"050US17037","17037",9.9
"050US29153","29153",20
"050US30011","30011",12.7
"050US31069","31069",12.3
"050US12017","12017",20.8
"050US20161","20161",7.8
"050US21059","21059",14.2
"050US39173","39173",12.3
"050US17093","17093",10.4
"050US17127","17127",19.5
"050US39087","39087",22.9
"050US35043","35043",22.9
"050US37045","37045",18
"050US55035","55035",9.1
"050US55099","55099",15.3
"050US31057","31057",12.4
"050US31075","31075",11.5
"050US31105","31105",14.2
"050US28061","28061",12.9
"050US17119","17119",28.9
"050US21121","21121",29.8
"050US21177","21177",18.5
"050US54103","54103",18.6
"050US55107","55107",12.5
"050US48443","48443",10.9
"050US48491","48491",7.4
"050US51009","51009",10.4
"050US51047","51047",18.2
"050US39145","39145",31.5
"050US40003","40003",15.5
"050US46119","46119",9.9
"050US19031","19031",10.8
"050US20019","20019",16.8
"050US20079","20079",11.6
"050US20107","20107",16.6
"050US46101","46101",9.2
"050US55117","55117",10.9
"050US55139","55139",14
"050US05081","05081",14
"050US12083","12083",17.6
"050US13127","13127",13.4
"050US29115","29115",15.1
"050US51119","51119",14.6
"050US51139","51139",15.2
"050US51730","51730",15.3
"050US37129","37129",20.4
"050US37167","37167",16.7
"050US38077","38077",9
"050US45079","45079",11.9
"050US06017","06017",23.3
"050US12125","12125",16.5
"050US19085","19085",10.5
"050US47015","47015",23.2
"050US48159","48159",11.7
"050US32007","32007",15.1
"050US17163","17163",16.8
"050US30111","30111",14.3
"050US31025","31025",9
"050US22019","22019",17.7
"050US47141","47141",24.1
"050US47175","47175",20.2
"050US48039","48039",8.4
"050US48223","48223",10.7
"050US48321","48321",11.1
"050US48387","48387",13.2
"050US46137","46137",11
"050US47059","47059",26
"050US01099","01099",12.5
"050US42129","42129",27.5
"050US48003","48003",13.4
"050US48265","48265",11.5
"050US48293","48293",11.4
"050US48437","48437",12.2
"050US06067","06067",17
"050US17143","17143",15.5
"050US01079","01079",14.3
"050US19069","19069",8.5
"050US16067","16067",14.2
"050US42057","42057",20.4
"050US27037","27037",7.6
"050US05139","05139",12.9
"050US27051","27051",8.8
"050US48075","48075",17.1
"050US45031","45031",12.7
"050US17169","17169",13.1
"050US17171","17171",14.9
"050US54091","54091",17.8
"050US13173","13173",12.2
"050US48237","48237",15.6
"050US20035","20035",14.6
"050US13131","13131",9.1
"050US20155","20155",13.8
"050US12117","12117",13.6
"050US13013","13013",15.2
"050US45049","45049",12.7
"050US48063","48063",12.3
"050US16077","16077",14.9
"050US49015","49015",26.3
"050US02105","02105",
"050US22039","22039",17.5
"050US51097","51097",15.8
"050US06007","06007",30.9
"050US13241","13241",22.5
"050US01025","01025",12.5
"050US08067","08067",14.3
"050US13263","13263",11.4
"050US21037","21037",43.9
"050US16047","16047",15.7
"050US48255","48255",10.2
"050US47111","47111",20.2
"050US48153","48153",12.4
"050US48169","48169",12.6
"050US17199","17199",19.8
"050US46021","46021",9.9
"050US28093","28093",10.8
"050US29089","29089",14.8
"050US36101","36101",11.2
"050US37063","37063",9.7
"050US35029","35029",16.9
"050US29003","29003",13.7
"050US29015","29015",16.3
"050US51690","51690",20.4
"050US19129","19129",10.1
"050US21023","21023",31.4
"050US37135","37135",9.7
"050US38091","38091",8.4
"050US08095","08095",13.2
"050US48207","48207",14.5
"050US54075","54075",21.5
"050US25015","25015",14.9
"050US21115","21115",34.4
"050US39161","39161",13.3
"050US29043","29043",15
"050US13097","13097",15.4
"050US13155","13155",11.5
"050US38075","38075",10.2
"050US38093","38093",8
"050US39003","39003",13.5
"050US39021","39021",21
"050US01081","01081",8.2
"050US26127","26127",13.5
"050US26145","26145",18.5
"050US49039","49039",20.8
"050US50005","50005",14.1
"050US51167","51167",32.5
"050US51595","51595",14.8
"050US51678","51678",13.6
"050US41069","41069",12.5
"050US42085","42085",24.1
"050US22061","22061",10.1
"050US28027","28027",14.8
"050US51061","51061",13.7
"050US55029","55029",12.5
"050US21095","21095",36.2
"050US47079","47079",20.6
"050US42125","42125",20.6
"050US06015","06015",18.8
"050US16003","16003",14.5
"050US21107","21107",17
"050US16049","16049",13.5
"050US36063","36063",15.4
"050US51117","51117",12.5
"050US13153","13153",9.7
"050US23001","23001",18
"050US21185","21185",12.8
"050US27047","27047",9.6
"050US28003","28003",16
"050US28123","28123",10
"050US42039","42039",19.7
"050US18025","18025",16.7
"050US21161","21161",28.7
"050US27003","27003",8.9
"050US31155","31155",8.2
"050US45075","45075",9.5
"050US48201","48201",9.2
"050US39011","39011",11.5
"050US20115","20115",12.2
"050US20165","20165",11.7
"050US26107","26107",12.5
"050US40051","40051",19.8
"050US40077","40077",25.6
"050US18081","18081",16.7
"050US29103","29103",14.1
"050US29127","29127",15
"050US29161","29161",18
"050US39049","39049",18.7
"050US22007","22007",16.6
"050US05059","05059",13.3
"050US05143","05143",10
"050US40011","40011",16.3
"050US29179","29179",24.6
"050US40097","40097",21.6
"050US26049","26049",15.3
"050US21057","21057",27
"050US39111","39111",18.3
"050US46105","46105",11.1
"050US42093","42093",17.2
"050US08057","08057",16.5
"050US33009","33009",14.7
"050US39101","39101",26.7
"050US30063","30063",14.4
"050US36111","36111",13.4
"050US23017","23017",13
"050US45013","45013",9.6
"050US34011","34011",19.1
"050US48345","48345",13.9
"050US25027","25027",16.9
"050US47187","47187",10.9
"050US04025","04025",25.6
"050US08079","08079",21.7
"050US41067","41067",9.3
"050US18013","18013",17.1
"050US26081","26081",10.4
"050US26085","26085",15.3
"050US55081","55081",13.7
"050US21149","21149",19.4
"050US29071","29071",23.3
"050US29213","29213",15.1
"050US30091","30091",14.5
"050US19155","19155",10.9
"050US18087","18087",10.3
"050US18113","18113",11.3
"050US29101","29101",9.3
"050US18151","18151",11.3
"050US26157","26157",13.4
"050US29129","29129",13.5
"050US36087","36087",7.8
"050US47067","47067",36
"050US47033","47033",14.5
"050US47159","47159",26.4
"050US48073","48073",12.4
"050US30047","30047",17.9
"050US31059","31059",8.7
"050US22013","22013",14
"050US22085","22085",12
"050US24013","24013",20.1
"050US26109","26109",15.4
"050US04027","04027",16.3
"050US13105","13105",16.1
"050US21223","21223",22.3
"050US31061","31061",10.2
"050US47077","47077",18.3
"050US48031","48031",11.4
"050US16057","16057",11.3
"050US37011","37011",19.8
"050US21225","21225",22.9
"050US48501","48501",14.7
"050US37077","37077",13.2
"050US13163","13163",12.5
"050US13221","13221",13.7
"050US24041","24041",15.8
"050US26083","26083",13.8
"050US16005","16005",22.3
"050US49013","49013",22.1
"050US51001","51001",15.9
"050US51109","51109",11.7
"050US51163","51163",12.9
"050US53017","53017",13
"050US05075","05075",15.6
"050US05131","05131",15.4
"050US06065","06065",14
"050US01069","01069",11.9
"050US01121","01121",11.4
"050US04012","04012",17.8
"050US13039","13039",13.5
"050US40087","40087",19.5
"050US27027","27027",11.3
"050US27113","27113",12.4
"050US29099","29099",29.4
"050US48117","48117",15.5
"050US48147","48147",12
"050US17065","17065",19.4
"050US45033","45033",12.4
"050US31073","31073",10.4
"050US39075","39075",13.1
"050US48171","48171",10.8
"050US55079","55079",25.5
"050US26139","26139",11.6
