HEROP_ID,FIPS,TotTracts,AreaSqMi,StateArea,TotPop,Age15_44,Age15_24P,Und45P,Ovr65P,AgeOv18,TotPopHh,NonRelFhhP,NonRelNfhhP,DisbP,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,DsmBlk,IntrBlkWht,IsoBlk,DsmHsp,IntrHspWht,IsoHsp,DsmAs,IntrAsWht,IsoAs,TotVetPop,VetP,AlcTot,AlcDens,AlcPerCap,TotUnits,VacantP,MobileP,LngTermP,RentalP,UnitDens,Ndvi,PovP,UnempP,MedInc,PciE,ForDqP,ForDqTot,GiniCoeff,TotWrkE,EduP,HghRskP,HltCrP,RetailP,EssnWrkE,EssnWrkP,MedcdExp,TradFedExp,TradSttExp,ExpnFedExp,ExpnSttExp,CrrctExpS,PlcFyrExpS,HlthExpS,WlfrExpS,CrrctExpL,PlcFyrExpL,HlthExpL,WlfrExpL,CrrctExpT,PlcFyrExpT,HlthExpT,WlfrExpT,OdMortRt,HcvD,MlHcvD,FlHcvD,U50HcvD,A50_74HcvD,O75HcvD,AmInHcvD,AsHcvD,NhPiHcvD,BlkHcvD,WhtHcvD,MulHcvD,HspHcvD,MdMarijLaw,AnyNalxDt,NalxPrStDt,NalxPresDt,AnyNalxFr,NalxPrStFr,NalxPresFr,AnyPdmpFr,AnyPdmphFr,OpPdmpFr,MsAcPdmpFr,ElcPdmpFr,AnyPdmpDt,AnyPdmphDt,OpPdmpDt,MsAcPdmpDt,ElcPdmpDt,MaleP,FemP,Ovr16P,Ovr18P,Ovr21P,SRatio,SRatio18,SRatio65,WhiteE,AsianE,PacIsE,HisE,AmIndE,TwoRaceE,OtherE,SomeCollegeP,EduNoHsP,EduHsP,BachelorsP,GradSclP,ChildrenP,Ovr16,Ovr18,Ovr21,Ovr65,Age15_44P
040US26,26,2813,56602.68,1816027545.0,9957488,3802412,13.92,56.25,16.28,7761390,9728101,2.75,20.66,14.3,78.52,13.81,5.0,0.53,3.06,0.03,4.05,0.49,0.79,0.12,0.29,0.85,0.06,0.45,0.86,0.03,564783,7.28,1302,0.02,0,4580939,14.66,5.28,28.54,28.97,80.93,0.14,15.0,6.5,28178,30336,15.31,87.62,0.47,4598487,8.53,25.75,14.89,10.97,2204163,47.93,16413947500,8119737900,4415242500,3573748200,305218900,1420932,473644,1420932,2841864,1852605,3055552,1852605,3705210,3273537,3529196,3273537,6547074,11.5,384,273,111,10,333,13,-1,0,0,111,247,-1,11,1,11/1/2014,4/1/2017,,1.0,1.0,0.0,1.0,1.0,1.0,0.59,1.0,1/1/1988,1/1/1990,1/1/2003,6/1/2018,1/3/2002,49.2,50.8,80.62,77.95,66.7,96.85,94.5,80.01,7818588,304403,2979,497897,53235,283718,119141,18.97,9.47,29.04,17.42,11.18,78,8027949,7761390,6641572,1620944,38.19
040US27,27,1338,79625.07,2505976540.0,5527358,2156944,13.0,58.51,15.02,4235751,5394498,2.65,22.91,10.8,83.33,6.19,5.3,1.07,4.75,0.04,4.62,0.42,0.85,0.04,0.3,0.85,0.07,0.41,0.82,0.03,310097,7.32,995,0.01,0,2420473,10.44,3.34,26.08,28.44,30.4,0.05,10.1,3.9,34446,36245,9.29,63.59,0.45,2931458,9.0,22.13,16.24,11.03,1284453,43.82,12883636300,5602849400,5472277900,1708089800,100419200,1071069,357023,1071069,2142138,1649442,2112958,1649442,3298884,2720511,2469981,2720511,5441022,10.8,209,139,70,-1,168,-1,12,-1,0,44,136,-1,-1,1,6/1/2014,6/1/2014,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,7/1/2007,1/1/2009,4/1/2010,,7/1/2007,49.78,50.22,79.22,76.63,65.85,99.14,97.27,82.08,4606044,262359,2187,292764,58982,157767,97833,17.1,7.03,24.92,23.35,12.1,77,4379008,4235751,3640007,830112,39.02
040US28,28,664,46924.14,1506882006.0,2988762,1184622,14.22,59.59,15.04,2268454,2892341,2.39,16.52,16.3,58.59,37.67,3.03,0.46,0.95,0.02,2.31,0.31,0.47,0.48,0.4,0.52,0.05,0.52,0.47,0.01,168996,7.49,438,0.01,0,1316108,16.0,15.2,28.0,31.8,28.05,0.27,20.8,8.2,23725,23434,13.98,74.98,0.48,1228537,9.75,23.72,14.98,11.66,650010,52.91,5295631600,4011296400,1284335200,,,407751,135917,407751,815502,558639,925545,558639,1117278,966390,1061462,966390,1932780,27.5,141,83,58,-1,126,-1,-1,-1,0,43,95,0,-1,0,7/1/2015,7/1/2015,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1/1/2005,6/1/2006,7/1/2008,,6/30/2006,48.53,51.47,78.64,75.9,64.84,94.28,91.14,76.34,1751193,28313,707,90493,13689,40193,28833,18.62,16.08,30.32,13.53,8.28,76,2350291,2268454,1937910,449478,39.64
040US29,29,1393,68745.48,1568884482.0,6090062,2360618,13.43,57.6,16.12,4704999,5915004,2.78,20.22,14.6,82.24,11.57,4.09,0.44,1.92,0.11,3.72,0.4,0.87,0.07,0.3,0.87,0.05,0.44,0.84,0.01,413189,8.82,572,0.01,0,2775635,13.67,6.21,23.81,33.15,40.38,0.15,14.2,5.1,28121,29537,9.58,61.91,0.46,2888094,9.2,20.28,14.97,11.79,1339991,46.4,10451425600,6799087300,3652338300,,,822222,274074,822222,1644444,639198,2401509,639198,1278396,1461420,2675583,1461420,2922840,12.2,244,175,69,13,203,-1,0,0,0,62,171,-1,-1,0,9/1/2016,9/1/2016,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,7/1/2017,,,,49.08,50.92,79.87,77.26,66.41,96.37,93.68,78.4,5008342,116720,6662,249105,26952,155328,71162,18.21,10.44,30.7,17.69,10.95,77,4864065,4704999,4044183,981692,38.76
040US30,30,271,145545.46,6782457892.0,1041732,390755,13.24,55.71,17.65,814140,1012863,2.64,22.55,13.6,88.86,0.44,3.75,6.46,0.76,0.07,3.4,0.33,0.54,0.01,0.18,0.84,0.04,0.26,0.7,0.01,85480,10.54,115,0.0,0,505685,16.3,10.94,23.65,32.3,3.47,0.06,13.7,4.2,27115,29765,4.79,20.11,0.46,507249,8.92,20.61,14.45,11.72,240904,47.49,1839106500,778706500,369979800,648026400,42393800,114483,38161,114483,228966,137052,415817,137052,274104,251535,453978,251535,503070,7.4,76,56,20,-1,50,-1,19,0,0,0,54,0,-1,1,5/1/2017,5/1/2017,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,7/1/2011,7/1/2011,10/1/2012,,7/1/2011,50.32,49.68,80.52,78.15,67.74,101.3,100.28,91.51,925642,7947,757,39019,67289,29435,6032,19.13,6.81,29.25,20.81,10.39,78,838808,814140,705677,183823,37.51
040US31,31,532,76817.24,2151102405.0,1904760,753272,13.98,60.34,15.02,1432242,1852809,2.55,20.26,11.5,87.49,4.77,10.67,0.91,2.32,0.07,4.44,0.24,0.75,0.02,0.16,0.86,0.09,0.24,0.69,0.01,120290,8.43,166,0.0,0,830749,9.23,3.42,22.66,33.88,10.81,0.22,11.6,3.5,30966,31101,8.02,36.59,0.44,993836,9.69,22.68,14.55,11.47,452975,45.58,2115842300,1113354300,1002487900,,,247611,82537,247611,495222,428370,661579,428370,856740,675981,744116,675981,1351962,21.2,72,39,33,-1,50,-1,-1,-1,0,11,55,-1,-1,0,6/1/2015,,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4/14/2011,8/1/2011,1/1/2017,,8/27/2011,49.87,50.13,77.87,75.19,64.67,99.48,97.34,80.54,1666463,44105,1392,203281,17282,48600,36058,18.91,8.91,26.28,20.79,10.54,75,1483161,1432242,1231722,286080,39.55
040US32,32,687,109779.73,16830294016.0,2922849,1173952,12.3,59.39,14.99,2248373,2885149,3.63,25.01,12.8,66.21,8.93,28.45,1.23,8.03,0.66,14.94,0.31,0.68,0.04,0.17,0.68,0.21,0.26,0.6,0.03,208731,9.32,228,0.0,0,1235096,12.89,5.32,12.76,44.19,11.25,0.22,13.7,6.9,30319,29961,19.26,201.96,0.46,1370603,6.42,13.39,9.48,11.81,646533,47.17,3959463900,1783583900,922486900,1181644500,71748600,265440,88480,265440,530880,1397259,1731653,1397259,2794518,1662699,1820133,1662699,3325398,35.8,140,105,35,-1,115,11,-1,-1,-1,11,97,-1,24,1,10/1/2015,10/1/2015,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6/29/1995,1/1/1996,2/1/2011,10/1/2015,10/1/1995,50.2,49.8,79.47,76.92,66.84,100.79,99.38,89.95,1935103,234693,19352,831597,35845,140499,296234,22.18,13.7,28.14,15.86,8.39,77,2322826,2248373,1953649,438051,40.16
040US33,33,295,8953.44,2399265024.0,1343622,496028,13.31,52.75,16.97,1081059,1301042,3.01,23.29,12.6,93.03,1.53,3.6,0.16,2.69,0.03,2.57,0.53,0.87,0.04,0.34,0.89,0.05,0.41,0.89,0.05,97644,9.05,124,0.01,0,630955,16.3,5.63,28.72,29.03,70.47,0.11,7.9,4.0,34508,38548,7.69,58.34,0.44,724017,9.99,20.88,14.66,12.45,306709,42.36,2228830700,859950400,858495400,478774900,31610000,212742,70914,212742,425484,240462,607695,240462,480924,453204,678609,453204,906408,33.1,64,47,17,-1,34,-1,-1,0,0,-1,61,0,-1,1,6/1/2015,6/1/2015,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6/12/2012,6/1/2012,10/1/2014,1/21/2016,6/12/2012,49.49,50.51,82.97,80.46,68.22,97.99,96.38,83.74,1250014,36124,359,48356,2090,27890,6629,14.82,7.1,27.62,22.4,14.09,80,1114817,1081059,916584,227984,36.92
040US34,34,2010,7354.37,958471006.1,8881845,3406505,12.7,56.65,15.5,6908443,8697059,2.42,18.75,10.4,67.91,13.47,19.91,0.21,9.37,0.04,9.0,0.55,0.45,0.26,0.44,0.5,0.29,0.4,0.62,0.14,333835,4.84,1631,0.22,0,3605401,10.87,0.95,28.76,36.07,490.24,0.19,10.4,6.1,36411,40895,9.83,66.75,0.48,4390602,9.98,15.08,13.83,11.01,1736504,39.55,15079945100,5999339800,5910689800,2985600500,184315000,1860483,620161,1860483,3720966,2118744,3980848,2118744,4237488,3979227,4601009,3979227,7958454,26.7,309,220,89,-1,257,13,0,-1,0,87,175,-1,41,1,7/1/2013,7/1/2013,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1/4/2008,8/1/2009,1/1/2012,11/1/2015,8/1/2010,48.82,51.18,80.41,77.78,66.64,95.38,92.81,74.83,6031747,832403,3357,1768020,18649,230949,567976,13.82,10.46,27.47,23.78,15.11,78,7142175,6908443,5919199,1376863,38.35
040US35,35,499,121311.32,9544849063.0,2092434,815957,13.77,58.6,16.32,1598270,2049476,3.02,19.82,15.1,74.5,2.06,48.54,9.55,1.51,0.07,12.31,0.39,0.37,0.03,0.2,0.4,0.52,0.35,0.39,0.02,148264,9.33,98,0.0,0,932818,16.85,16.96,26.7,32.41,7.69,0.15,20.0,7.2,25234,26085,7.39,39.08,0.48,882735,10.56,16.23,14.7,11.54,412109,46.69,5107975100,2684197500,1000889800,1344329700,78558100,375543,125181,375543,751086,710391,895515,710391,1420782,1085934,1020696,1085934,2171868,18.4,163,126,37,10,134,-1,10,-1,0,-1,58,0,89,1,4/1/2001,4/1/2016,4/1/2014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7/15/2004,7/1/2004,8/1/2005,9/28/2012,7/15/2004,49.5,50.5,79.13,76.38,65.98,98.04,96.43,83.82,1558886,31513,1514,1015751,199896,67508,190111,20.04,14.74,26.43,15.29,11.84,76,1655769,1598270,1380551,341515,39.0
040US36,36,4931,47123.22,2044604411.0,19618453,7887722,13.16,57.7,15.64,15476820,19043605,2.99,21.6,11.5,63.79,15.64,18.89,0.41,8.31,0.04,11.81,0.53,0.67,0.17,0.39,0.72,0.13,0.46,0.77,0.06,730557,4.73,2972,0.06,0,8287087,11.71,2.33,31.52,46.1,175.86,0.14,14.6,6.0,32062,37470,8.35,35.12,0.51,9445023,11.02,12.91,16.64,10.38,3984668,42.19,77697181000,39032126500,38173138700,431408500,60507400,2595894,865298,2595894,5191788,10207965,13459750,10207965,20415930,12803859,14325048,12803859,25607718,22.4,615,407,208,24,475,100,-1,14,-1,183,249,-1,136,1,4/1/2006,7/1/2014,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1/1/1972,1/1/1990,6/1/2013,8/27/2013,1/1/1998,48.52,51.48,81.31,78.89,67.83,94.26,91.48,74.47,12514949,1630341,8017,3705588,79644,599183,1718220,13.59,13.52,26.14,20.2,15.72,79,15951997,15476820,13307659,3068689,40.21
040US37,37,2195,48619.17,1285921961.0,10155624,4015345,13.56,58.22,15.47,7863008,9882910,2.52,20.65,13.6,68.87,21.46,9.22,1.19,2.78,0.07,5.62,0.35,0.61,0.26,0.33,0.64,0.11,0.47,0.65,0.03,667696,8.59,633,0.01,0,4573066,14.31,13.02,23.31,34.96,94.06,0.23,15.4,6.3,27458,29456,8.54,64.7,0.48,4665822,9.12,21.31,13.87,11.74,2167395,46.45,13201460500,8944059000,4257401500,,,1598229,532743,1598229,3196458,1675407,3722009,1675407,3350814,3273636,4254752,3273636,6547272,10.2,426,317,109,15,368,-1,11,-1,0,121,278,-1,-1,0,5/1/2013,5/1/2013,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,8/13/2005,1/1/2006,7/1/2007,6/29/2017,1/1/2006,48.69,51.31,80.0,77.43,66.4,94.89,92.1,77.33,6994240,282264,6939,935950,121352,263301,307906,17.65,12.64,25.87,19.56,10.95,77,8124899,7863008,6743679,1570998,39.54
040US38,38,205,68999.05,3445244575.0,752201,313629,15.19,61.34,14.61,578483,726653,2.46,20.94,10.8,87.11,2.72,3.53,5.25,1.44,0.05,3.43,0.25,0.75,0.02,0.15,0.81,0.04,0.21,0.65,0.01,46524,8.13,118,0.0,0,367684,14.35,7.28,21.62,37.33,5.33,0.16,10.9,2.8,34036,35373,4.17,11.68,0.46,400841,8.93,24.94,16.2,11.19,191724,47.83,1265951600,494032100,474269300,274231400,23418800,105756,35252,105756,211512,364725,323969,364725,729450,470481,359221,470481,940962,35.9,23,19,-9,-1,-1,-1,-1,0,0,0,20,0,0,1,8/1/2015,8/1/2015,4/1/2016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12/1/2005,12/1/2006,10/1/2008,1/1/2018,4/5/2007,51.34,48.66,79.2,76.91,66.28,105.51,105.52,83.05,655268,10814,378,26529,39462,18306,7528,18.6,7.51,26.78,21.53,7.92,77,595742,578483,498565,109910,41.69
040US39,39,2952,40860.57,1213045207.0,11641879,4446663,13.29,56.72,16.26,9023711,11327784,2.76,19.06,14.0,81.51,12.35,3.7,0.2,2.15,0.03,3.75,0.5,0.81,0.11,0.4,0.86,0.05,0.55,0.88,0.03,729649,8.09,688,0.02,0,5188270,10.3,3.77,27.45,34.01,126.97,0.2,14.5,5.8,28814,30304,14.76,82.39,0.47,5549577,8.57,22.44,15.55,11.51,2656660,47.87,22182751100,11343081300,6715231000,3887798400,236640500,998547,332849,998547,1997094,1514334,5526212,1514334,3028668,2512881,5859061,2512881,5025762,18.4,480,337,143,64,385,13,0,-1,0,130,331,-1,15,1,4/1/2014,8/1/2015,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5/18/2005,5/1/2005,10/1/2006,4/15/2015,5/18/2005,49.0,51.0,80.17,77.51,66.58,96.06,93.43,77.3,9489832,249741,3591,431327,23563,327089,109792,16.71,9.9,33.26,17.27,10.52,78,9332790,9023711,7751161,1892861,38.2
040US40,40,1046,68595.72,2351000913.0,3918137,1566301,13.86,60.42,15.04,2959431,3808014,2.82,20.55,16.0,72.43,7.35,10.4,7.52,2.13,0.11,10.46,0.39,0.66,0.07,0.23,0.68,0.12,0.44,0.63,0.02,273677,9.3,560,0.01,0,1723230,14.43,9.42,20.8,34.42,25.12,0.12,16.0,5.3,26908,27432,9.49,39.61,0.47,1761328,9.07,22.77,13.34,11.57,854170,48.5,4856833700,2944575400,1912258300,,,530334,176778,530334,1060668,459852,1411278,459852,919704,990186,1588056,990186,1980372,12.6,534,366,168,30,456,10,46,-1,0,35,411,16,19,0,11/1/2013,,11/1/2017,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5/15/1990,1/1/1991,7/1/2006,11/1/2015,5/15/1990,49.55,50.45,78.19,75.53,65.0,98.23,95.98,80.12,2837772,83392,4471,407521,294676,303110,106757,19.64,12.19,31.33,16.66,8.52,76,3063396,2959431,2546768,589230,39.98
040US41,41,834,95987.26,6967823002.0,4081943,1621357,12.52,57.36,16.72,3213765,3993967,3.73,27.21,14.5,84.42,1.91,12.84,1.15,4.28,0.39,7.86,0.39,0.75,0.02,0.23,0.77,0.16,0.32,0.77,0.03,288540,8.99,549,0.01,0,1750539,9.07,8.06,19.82,38.09,18.24,0.24,14.1,6.0,29065,32045,5.21,43.23,0.46,1934643,8.41,21.52,14.51,11.71,869004,44.92,9093872300,4315998200,2268454100,2363583800,145836300,600183,200061,600183,1200366,1629090,1966587,1629090,3258180,2229273,2166648,2229273,4458546,36.1,466,339,127,19,406,11,11,-1,-1,15,413,0,18,1,7/1/2013,,7/1/2013,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,7/23/2009,7/1/2009,9/1/2011,,7/23/2009,49.56,50.44,81.17,78.73,68.71,98.26,96.29,84.09,3445933,174510,16006,523956,46961,193660,127084,21.21,9.62,23.02,20.46,12.44,79,3313374,3213765,2804541,682546,39.72
040US42,42,3218,44743.03,1749164284.0,12791181,4831541,13.04,54.98,17.43,10115851,12366049,2.55,19.4,13.9,80.85,11.13,7.08,0.19,3.35,0.03,4.45,0.53,0.76,0.12,0.38,0.8,0.09,0.45,0.86,0.04,782682,7.74,1033,0.02,0,5673599,11.43,3.95,32.03,31.0,126.8,0.11,12.8,5.8,30142,32889,8.16,44.8,0.47,6151998,9.36,19.92,16.49,11.34,2861537,46.51,29821935600,12987200700,12041942900,4503641400,289150600,3245916,1081972,3245916,6491832,4721220,3629833,4721220,9442440,7967136,4711805,7967136,15934272,30.1,417,309,108,15,341,31,0,-1,0,105,272,0,35,1,12/1/2014,12/1/2014,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1/1/1972,1/1/1990,8/1/2016,6/30/2015,1/1/2002,48.96,51.04,81.56,79.08,67.89,95.94,93.43,76.72,10341442,427892,4107,905156,24847,310880,258694,13.12,9.8,35.13,18.63,12.15,79,10432506,10115851,8684129,2229861,37.77
040US44,44,244,1033.89,568444037.4,1056611,418646,14.42,55.81,16.49,847742,1014869,2.77,20.94,13.6,80.87,6.55,15.03,0.52,3.38,0.08,8.6,0.47,0.76,0.06,0.37,0.75,0.14,0.38,0.81,0.05,57524,6.81,218,0.21,0,467412,12.09,0.97,29.29,39.75,452.09,0.26,13.1,6.1,31145,34619,12.24,92.47,0.47,527972,11.15,17.31,16.19,12.14,237105,44.91,2605284000,1110545900,1044021800,424670000,26046300,278499,92833,278499,556998,0,696596,0,0,278499,789429,278499,556998,22.6,91,64,27,-1,62,-1,0,-1,0,-1,74,-1,-1,1,7/1/2012,3/1/2014,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1/1/1978,1/1/1990,9/1/2012,6/28/2016,1/1/1997,48.58,51.42,82.66,80.23,67.91,94.49,91.91,74.97,854502,35663,863,158858,5484,32709,58136,15.17,12.0,28.23,19.86,13.42,80,873369,847742,717528,174210,39.62
040US45,45,1103,30063.68,1752456144.0,4955925,1913888,13.34,56.98,16.73,3859674,4819128,2.39,20.27,14.7,67.25,27.03,5.56,0.34,1.52,0.06,3.81,0.33,0.49,0.44,0.4,0.53,0.09,0.52,0.56,0.02,366862,9.58,631,0.02,0,2256951,16.05,16.45,24.86,31.11,75.07,0.22,16.0,6.4,26348,27986,10.58,69.99,0.47,2227307,8.84,22.52,12.81,12.12,1075650,48.29,6229851700,4465172700,1764679000,,,541773,180591,541773,1083546,792183,1715571,792183,1584366,1333956,1896162,1333956,2667912,6.9,259,195,64,14,228,-1,0,-1,0,82,172,0,-1,0,6/1/2015,6/1/2015,6/1/2015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6/14/2006,6/1/2006,2/1/2008,5/19/2017,6/14/2006,48.54,51.46,80.41,77.88,66.94,94.33,91.72,79.77,3332986,75084,3004,275685,16686,110208,78597,16.92,12.87,29.5,17.4,10.01,78,3985183,3859674,3317453,829083,38.62
040US46,46,225,75809.65,3019857729.0,864289,331685,13.63,59.14,15.83,651223,830281,2.64,19.56,11.9,84.47,1.88,3.7,8.72,1.46,0.03,3.44,0.27,0.54,0.01,0.19,0.75,0.04,0.23,0.6,0.01,59243,9.14,94,0.0,0,387637,11.89,8.7,23.12,31.89,5.11,0.15,13.6,3.5,30239,29801,6.84,18.91,0.45,442773,8.49,25.12,15.85,11.42,211132,47.68,895697100,534232200,361464900,,,134268,44756,134268,268536,186960,234435,186960,373920,321228,279191,321228,642456,27.5,30,24,-9,-1,11,-1,-1,0,0,-1,24,0,0,0,7/1/2016,7/1/2016,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3/29/2010,3/1/2010,3/1/2012,,7/1/2010,50.42,49.58,77.94,75.35,64.92,101.69,100.27,84.62,730062,12660,293,31995,75331,23089,6613,17.26,8.28,30.55,19.83,8.65,75,673638,651223,561060,136808,38.38
040US47,47,1497,41236.57,1148820223.0,6651089,2607745,13.18,57.91,15.71,5149695,6496195,2.52,20.06,15.4,77.67,16.8,5.3,0.27,1.7,0.06,3.5,0.41,0.8,0.12,0.33,0.83,0.06,0.52,0.8,0.02,435040,8.48,639,0.02,0,2930530,12.4,9.32,24.05,33.73,71.07,0.26,16.1,5.9,26520,28511,10.85,69.9,0.48,3047809,8.46,21.49,14.16,11.97,1479413,48.54,9845171800,6529389900,3315781800,,,669087,223029,669087,1338174,1315068,2526743,1315068,2630136,1984155,2749772,1984155,3968310,10.4,517,362,155,64,414,19,-1,-1,0,88,418,0,-1,0,7/1/2014,7/1/2014,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1/1/2003,1/1/2003,1/1/2010,4/1/2013,1/1/2003,48.77,51.23,80.01,77.43,66.71,95.19,92.54,78.82,5166231,112915,3806,352402,17848,142134,90666,17.13,13.03,32.4,16.83,9.79,77,5321857,5149695,4437185,1045213,39.21
040US48,48,5265,261256.05,2709920286.0,27885195,11847281,14.29,64.31,11.97,20592509,27285450,2.43,22.19,11.5,74.31,12.07,39.17,0.49,4.69,0.08,8.36,0.33,0.49,0.1,0.22,0.52,0.38,0.37,0.47,0.02,1474232,7.19,2584,0.01,0,10769900,11.3,7.22,19.28,38.05,41.22,0.19,15.5,5.4,29460,30143,9.65,56.57,0.48,12985624,9.53,21.01,12.07,11.42,5896795,45.41,38363898700,21932283600,16431615100,,,3689850,1229950,3689850,7379700,7708710,10346638,7708710,15417420,11398560,11576588,11398560,22797120,21.2,1708,1247,461,137,1456,105,-1,26,0,298,866,-1,504,0,9/1/2015,9/1/2015,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1/1/1982,8/1/1981,8/1/2012,9/1/2017,1/1/1998,49.67,50.33,76.72,73.85,63.34,98.68,96.71,80.18,20720689,1308257,23672,10921556,136061,730499,1600234,19.33,16.8,24.97,19.14,10.16,74,21394120,20592509,17663560,3337814,42.49
040US49,49,588,82195.45,7575439943.0,3045350,1351855,16.14,69.73,10.52,2126301,2998673,2.33,29.84,9.6,86.43,1.18,13.86,1.07,2.29,0.89,8.14,0.32,0.74,0.01,0.2,0.83,0.12,0.31,0.69,0.01,123339,5.81,87,0.0,0,1066131,10.18,3.47,19.26,30.14,12.97,0.1,10.3,3.9,29559,28239,6.16,60.09,0.43,1452040,10.75,19.97,11.25,11.7,597666,41.16,2480499300,1744439700,736059500,,,450945,150315,450945,901890,557298,907989,557298,1114596,1008243,1058304,1008243,2016486,26.6,78,56,22,-1,61,-1,-1,0,0,-1,61,-1,-1,0,6/1/2014,6/1/2016,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,7/1/1995,7/1/1995,1/1/2006,,7/1/1995,50.33,49.67,73.04,69.82,60.43,101.33,99.53,86.01,2632056,69810,27096,422123,32657,89879,157990,21.79,8.04,22.86,21.95,11.3,70,2224253,2126301,1840220,320269,44.39
040US50,50,184,9217.83,1775172444.0,624977,232496,14.26,52.59,18.17,506631,599602,3.24,23.21,14.4,94.33,1.29,1.87,0.34,1.69,0.03,2.32,0.47,0.92,0.02,0.29,0.93,0.03,0.42,0.92,0.02,38625,7.63,65,0.01,0,333013,22.05,6.87,31.35,29.28,36.13,,11.2,4.1,30486,33238,5.51,24.1,0.45,328742,13.0,20.99,15.53,11.81,147102,44.75,1596147900,737040700,638664500,196733000,23709600,312243,104081,312243,624486,1371,186062,1371,2742,313614,290143,313614,627228,17.1,30,21,-9,-1,-1,-1,0,0,0,0,28,-1,-1,1,7/1/2013,7/1/2013,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7/1/2006,6/1/2008,1/1/2009,11/15/2013,7/1/2006,49.28,50.72,83.48,81.06,68.6,97.15,95.22,84.03,589546,10579,184,11677,2106,12078,2426,14.03,7.44,29.15,22.07,15.25,81,521723,506631,428758,113550,37.2
040US51,51,1908,39481.74,787902871.4,8413774,3398107,13.45,58.83,14.62,6546347,8169581,2.65,23.92,11.6,68.02,19.17,9.17,0.27,6.32,0.07,6.15,0.28,0.66,0.22,0.3,0.68,0.08,0.38,0.68,0.03,684480,10.64,445,0.01,0,3491091,10.39,5.16,23.79,33.8,88.42,,10.9,5.0,34014,37763,7.83,72.74,0.47,4118723,9.79,15.34,12.29,10.49,1647448,40.0,9283604600,4637762600,4645842000,,,1221636,407212,1221636,2443272,3570756,3489010,3570756,7141512,4792392,3896222,4792392,9584784,14.8,272,204,68,10,231,11,0,-1,0,76,182,-1,-1,0,7/1/2013,5/1/2015,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4/1/2003,9/1/2003,6/1/2006,7/1/2015,4/1/2003,49.19,50.81,80.3,77.81,66.56,96.8,94.68,79.22,5722660,531503,5677,771177,22972,309213,208464,15.94,10.69,24.1,21.72,16.45,78,6756219,6546347,5600492,1230246,40.39
040US53,53,1458,66452.74,4486028684.0,7294336,2972063,12.74,59.43,14.72,5661461,7151776,3.35,25.61,12.7,76.03,3.7,12.5,1.3,8.33,0.66,9.98,0.42,0.71,0.03,0.28,0.71,0.19,0.33,0.75,0.04,537713,9.58,421,0.01,0,3064381,8.61,6.39,19.99,37.28,46.11,,11.5,5.3,34148,36888,5.53,48.09,0.46,3513856,8.44,20.0,13.13,11.7,1509709,42.96,12037465400,4610569600,4349828600,2902387900,174679300,915105,305035,915105,1830210,2196606,3385247,2196606,4393212,3111711,3690282,3111711,6223422,35.4,466,327,139,-1,403,21,14,12,0,39,357,-1,33,1,7/1/2010,8/1/2015,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,7/22/2007,8/1/2011,1/1/2012,1/1/2019,7/22/2007,49.98,50.02,80.11,77.61,67.36,99.92,98.46,83.67,5545997,607429,48043,911573,95048,416795,311170,19.54,8.89,22.17,22.08,13.17,78,5843155,5661461,4913667,1073499,40.74
