HEROP_ID,FIPS,PcpPer100k,TotSp,TotPcp,SpPer100k
050US13287,13287,50.24,0.0,4.0,0.0
050US13295,13295,20.34,4.0,14.0,5.81
050US15003,15003,96.39,1692.0,952.0,171.32
050US16009,16009,55.03,5.0,5.0,55.03
050US18003,18003,60.81,530.0,225.0,143.24
050US17149,17149,38.09,6.0,6.0,38.09
050US17159,17159,75.56,14.0,12.0,88.16
050US17107,17107,30.81,11.0,9.0,37.66
050US17115,17115,85.44,138.0,91.0,129.56
050US17121,17121,52.52,43.0,20.0,112.91
050US17131,17131,38.23,1.0,6.0,6.37
050US17135,17135,51.71,8.0,15.0,27.58
050US17145,17145,56.12,12.0,12.0,56.12
050US13233,13233,40.84,6.0,17.0,14.42
050US13239,13239,0.0,0.0,0.0,0.0
050US18031,18031,48.96,11.0,13.0,41.43
050US18037,18037,73.08,52.0,31.0,122.59
050US18041,18041,47.29,18.0,11.0,77.39
050US18055,18055,24.77,5.0,8.0,15.48
050US18065,18065,55.69,27.0,27.0,55.69
050US18075,18075,52.4,8.0,11.0,38.11
050US18085,18085,44.41,48.0,35.0,60.91
050US18091,18091,60.6,153.0,67.0,138.4
050US18109,18109,43.02,68.0,30.0,97.52
050US16019,16019,49.82,134.0,56.0,119.22
050US16021,16021,69.27,2.0,8.0,17.32
050US16045,16045,52.78,0.0,9.0,0.0
050US17029,17029,67.65,49.0,35.0,94.71
050US18181,18181,45.42,8.0,11.0,33.03
050US19007,19007,79.94,5.0,10.0,39.97
050US19017,19017,76.67,16.0,19.0,64.56
050US19025,19025,51.12,3.0,5.0,30.67
050US18095,18095,66.41,142.0,86.0,109.65
050US18097,18097,93.49,2165.0,883.0,229.22
050US17173,17173,41.22,6.0,9.0,27.48
050US17177,17177,57.23,48.0,26.0,105.65
050US16075,16075,47.74,10.0,11.0,43.4
050US17005,17005,65.82,10.0,11.0,59.84
050US19103,19103,136.05,589.0,200.0,400.68
050US19117,19117,46.53,1.0,4.0,11.63
050US19127,19127,67.05,26.0,27.0,64.56
050US19131,19131,37.63,1.0,4.0,9.41
050US20105,20105,32.29,0.0,1.0,0.0
050US20109,20109,142.35,0.0,4.0,0.0
050US20111,20111,72.07,15.0,24.0,45.05
050US20113,20113,66.36,5.0,19.0,17.46
050US19135,19135,50.87,0.0,4.0,0.0
050US19041,19041,79.69,27.0,13.0,165.51
050US18017,18017,39.39,31.0,15.0,81.4
050US20049,20049,0.0,0.0,0.0,0.0
050US20057,20057,60.9,22.0,21.0,63.8
050US18115,18115,16.99,0.0,1.0,0.0
050US18119,18119,19.16,1.0,4.0,4.79
050US18121,18121,41.19,2.0,7.0,11.77
050US20091,20091,81.3,957.0,476.0,163.45
050US20097,20097,39.59,0.0,1.0,0.0
050US20101,20101,60.9,0.0,1.0,0.0
050US19049,19049,47.62,72.0,40.0,85.71
050US18133,18133,39.94,16.0,15.0,42.6
050US18157,18157,67.09,268.0,127.0,141.58
050US18111,18111,7.13,1.0,1.0,7.13
050US17021,17021,63.19,14.0,21.0,42.13
050US19159,19159,100.32,1.0,5.0,20.06
050US19165,19165,59.86,3.0,7.0,25.65
050US20063,20063,152.73,0.0,4.0,0.0
050US20073,20073,81.22,0.0,5.0,0.0
050US20077,20077,52.88,1.0,3.0,17.63
050US20085,20085,60.07,0.0,8.0,0.0
050US19169,19169,60.87,82.0,59.0,84.6
050US19189,19189,47.3,1.0,5.0,9.46
050US20001,20001,47.51,2.0,6.0,15.84
050US20009,20009,85.85,16.0,23.0,59.72
050US20015,20015,46.64,18.0,31.0,27.08
050US20025,20025,194.84,0.0,4.0,0.0
050US20029,20029,77.26,6.0,7.0,66.23
050US20043,20043,25.85,0.0,2.0,0.0
050US40045,40045,147.35,0.0,6.0,0.0
050US48309,48309,64.0,265.0,159.0,106.67
050US48337,48337,25.76,8.0,5.0,41.22
050US48355,48355,67.69,466.0,244.0,129.27
050US51720,51720,526.32,28.0,21.0,701.75
050US51740,51740,96.53,248.0,92.0,260.2
050US18143,18143,42.12,7.0,10.0,29.48
050US18171,18171,48.5,3.0,4.0,36.38
050US18177,18177,73.56,96.0,49.0,144.12
050US19097,19097,41.25,2.0,8.0,10.31
050US19141,19141,57.51,5.0,8.0,35.94
050US19055,19055,92.71,2.0,16.0,11.59
050US19073,19073,99.97,0.0,9.0,0.0
050US19079,19079,59.56,13.0,9.0,86.04
050US40041,40041,47.49,12.0,20.0,28.5
050US46111,46111,0.0,0.0,0.0,0.0
050US51810,51810,69.53,592.0,313.0,131.52
050US72061,72061,,,,
050US20087,20087,31.77,1.0,6.0,5.29
050US20089,20089,0.0,0.0,0.0,0.0
050US46109,46109,97.23,0.0,10.0,0.0
050US46121,46121,29.57,0.0,3.0,0.0
050US53051,53051,60.52,1.0,8.0,7.56
050US53059,53059,25.82,5.0,3.0,43.03
050US54011,54011,155.27,289.0,148.0,303.2
050US23011,23011,129.99,192.0,158.0,157.97
050US24019,24019,58.89,45.0,19.0,139.49
050US38103,38103,49.32,1.0,2.0,24.66
050US30101,30101,100.48,0.0,5.0,0.0
050US31003,31003,78.47,0.0,5.0,0.0
050US48275,48275,26.79,1.0,1.0,26.79
050US31029,31029,53.56,1.0,2.0,26.78
050US24025,24025,66.53,208.0,167.0,82.86
050US24035,24035,52.68,45.0,26.0,91.18
050US25009,25009,76.82,917.0,600.0,117.41
050US26015,26015,28.31,18.0,17.0,29.97
050US38045,38045,24.39,0.0,1.0,0.0
050US38051,38051,150.72,2.0,4.0,75.36
050US38095,38095,0.0,0.0,0.0,0.0
050US38101,38101,76.77,104.0,53.0,150.65
050US25003,25003,104.45,251.0,133.0,197.13
050US25011,25011,69.08,77.0,49.0,108.55
050US25021,25021,94.09,1296.0,657.0,185.61
050US26159,26159,59.78,32.0,45.0,42.51
050US26165,26165,105.71,29.0,35.0,87.58
050US40151,40151,65.74,2.0,6.0,21.91
050US42073,42073,46.92,81.0,41.0,92.7
050US42083,42083,57.41,27.0,24.0,64.58
050US48441,48441,61.61,155.0,84.0,113.68
050US48451,48451,71.51,155.0,84.0,131.95
050US55123,55123,85.2,25.0,26.0,81.92
050US72035,72035,,,,
050US72041,72041,,,,
050US47115,47115,73.9,16.0,21.0,56.3
050US47125,47125,42.77,139.0,84.0,70.78
050US51153,51153,49.26,205.0,225.0,44.88
050US46015,46015,95.13,5.0,5.0,95.13
050US46035,46035,105.52,23.0,21.0,115.57
050US46039,46039,69.67,1.0,3.0,23.22
050US46049,46049,43.07,0.0,1.0,0.0
050US51075,51075,40.03,14.0,9.0,62.27
050US45001,45001,44.61,8.0,11.0,32.45
050US48045,48045,64.68,1.0,1.0,64.68
050US72011,72011,,,,
050US72013,72013,,,,
050US51181,51181,0.0,0.0,0.0,0.0
050US29005,29005,37.95,0.0,2.0,0.0
050US29009,29009,76.07,8.0,27.0,22.54
050US39159,39159,55.7,29.0,31.0,52.11
050US31171,31171,0.0,0.0,0.0,0.0
050US48145,48145,17.34,8.0,3.0,46.25
050US36057,36057,74.86,51.0,37.0,103.18
050US36067,36067,88.32,989.0,410.0,213.04
050US39105,39105,8.64,1.0,2.0,4.32
050US27153,27153,36.82,1.0,9.0,4.09
050US27157,27157,41.86,4.0,9.0,18.6
050US28013,28013,34.31,0.0,5.0,0.0
050US26023,26023,48.18,27.0,21.0,61.95
050US37001,37001,59.16,120.0,95.0,74.73
050US55077,55077,6.58,0.0,1.0,0.0
050US29203,29203,24.25,1.0,2.0,12.13
050US29133,29133,29.1,1.0,4.0,7.27
050US29149,29149,9.35,0.0,1.0,0.0
050US31031,31031,69.08,1.0,4.0,17.27
050US31035,31035,0.0,0.0,0.0,0.0
050US31037,31037,9.29,1.0,1.0,9.29
050US38027,38027,0.0,0.0,0.0,0.0
050US13205,13205,44.58,1.0,10.0,4.46
050US13315,13315,22.61,0.0,2.0,0.0
050US16033,16033,0.0,0.0,0.0,0.0
050US17043,17043,95.41,1800.0,889.0,193.19
050US47101,47101,16.73,4.0,2.0,33.46
050US48385,48385,0.0,0.0,0.0,0.0
050US48399,48399,29.1,0.0,3.0,0.0
050US55085,55085,155.61,84.0,55.0,237.66
050US40131,40131,47.35,36.0,43.0,39.64
050US60030,60030,,,,
050US60040,60040,,,,
050US69120,69120,,,,
050US48093,48093,51.87,2.0,7.0,14.82
050US36019,36019,70.55,127.0,57.0,157.19
050US31051,31051,0.0,0.0,0.0,0.0
050US41025,41025,69.18,3.0,5.0,41.51
050US47087,47087,43.05,7.0,5.0,60.27
050US28023,28023,25.11,3.0,4.0,18.83
050US48485,48485,72.07,160.0,95.0,121.38
050US48489,48489,41.37,0.0,9.0,0.0
050US50025,50025,113.56,52.0,49.0,120.51
050US72047,72047,,,,
050US21075,21075,80.52,6.0,5.0,96.62
050US21083,21083,45.58,19.0,17.0,50.95
050US26027,26027,33.04,11.0,17.0,21.38
050US30067,30067,73.86,10.0,12.0,61.55
050US30095,30095,31.88,1.0,3.0,10.63
050US36073,36073,24.29,15.0,10.0,36.43
050US48049,48049,68.72,35.0,26.0,92.51
050US48069,48069,38.53,2.0,3.0,25.68
050US13273,13273,11.29,1.0,1.0,11.29
050US45081,45081,14.78,0.0,3.0,0.0
050US46005,46005,59.87,12.0,11.0,65.31
050US46011,46011,58.41,15.0,20.0,43.81
050US29021,29021,65.11,129.0,58.0,144.82
050US29035,29035,16.14,0.0,1.0,0.0
050US26037,26037,26.96,32.0,21.0,41.08
050US26051,26051,35.59,7.0,9.0,27.68
050US40001,40001,58.79,6.0,13.0,27.13
050US40005,40005,14.42,0.0,2.0,0.0
050US40033,40033,16.87,0.0,1.0,0.0
050US08053,8053,0.0,0.0,0.0,0.0
050US12031,12031,86.02,1656.0,795.0,179.18
050US12119,12119,35.54,69.0,43.0,57.03
050US13073,13073,57.03,118.0,84.0,80.11
050US55105,55105,72.94,165.0,118.0,102.0
050US55119,55119,63.86,12.0,13.0,58.95
050US41011,41011,91.62,58.0,58.0,91.62
050US51079,51079,15.46,2.0,3.0,10.3
050US72045,72045,,,,
050US32013,32013,76.9,7.0,13.0,41.41
050US27095,27095,116.6,4.0,30.0,15.55
050US27101,27101,47.89,1.0,4.0,11.97
050US27109,27109,238.46,1426.0,365.0,931.63
050US27125,27125,24.95,0.0,1.0,0.0
050US54049,54049,61.95,50.0,35.0,88.5
050US54073,54073,26.64,0.0,2.0,0.0
050US55067,55067,114.8,11.0,22.0,57.4
050US55073,55073,91.67,238.0,124.0,175.95
050US17137,17137,52.29,32.0,18.0,92.95
050US72089,72089,,,,
050US72093,72093,,,,
050US72007,72007,,,,
050US42121,42121,57.28,51.0,30.0,97.37
050US44001,44001,71.57,40.0,35.0,81.8
050US48107,48107,34.12,0.0,2.0,0.0
050US39099,39099,91.75,328.0,212.0,141.95
050US39103,39103,56.42,108.0,100.0,60.93
050US32009,32009,0.0,0.0,0.0,0.0
050US41027,41027,142.67,33.0,33.0,142.67
050US41049,41049,8.92,2.0,1.0,17.83
050US48507,48507,24.73,0.0,3.0,0.0
050US49009,49009,0.0,0.0,0.0,0.0
050US49021,49021,36.22,21.0,18.0,42.26
050US56041,56041,43.67,16.0,9.0,77.64
050US51011,51011,19.26,0.0,3.0,0.0
050US51025,51025,18.0,0.0,3.0,0.0
050US21045,21045,25.32,0.0,4.0,0.0
050US21113,21113,40.06,12.0,21.0,22.89
050US21141,21141,40.97,10.0,11.0,37.25
050US41059,41059,65.02,56.0,50.0,72.82
050US40017,40017,34.38,33.0,47.0,24.14
050US56045,56045,56.34,2.0,4.0,28.17
050US23019,23019,124.55,319.0,189.0,210.22
050US51043,51043,62.65,2.0,9.0,13.92
050US48251,48251,29.36,53.0,48.0,32.42
050US51135,51135,64.52,2.0,10.0,12.9
050US22095,22095,46.03,30.0,20.0,69.05
050US22125,22125,78.04,5.0,12.0,32.52
050US26061,26061,88.01,39.0,32.0,107.26
050US48231,48231,41.24,45.0,38.0,48.83
050US48279,48279,15.08,0.0,2.0,0.0
050US04003,4003,50.68,72.0,64.0,57.02
050US29081,29081,58.45,1.0,5.0,11.69
050US31023,31023,49.58,0.0,4.0,0.0
050US37189,37189,57.28,72.0,31.0,133.05
050US38007,38007,0.0,0.0,0.0,0.0
050US51630,51630,245.88,192.0,70.0,674.42
050US42013,42013,100.13,209.0,124.0,168.76
050US42117,42117,63.07,20.0,26.0,48.51
050US26065,26065,106.71,512.0,309.0,176.82
050US29167,29167,63.39,22.0,20.0,69.73
050US19191,19191,78.43,22.0,16.0,107.84
050US29085,29085,0.0,1.0,0.0,10.67
050US40035,40035,62.1,9.0,9.0,62.1
050US49027,49027,47.12,0.0,6.0,0.0
050US50009,50009,16.11,0.0,1.0,0.0
050US47139,47139,29.79,7.0,5.0,41.71
050US47153,47153,27.16,8.0,4.0,54.31
050US48497,48497,44.86,28.0,29.0,43.32
050US13223,13223,16.04,58.0,25.0,37.22
050US55127,55127,45.63,51.0,47.0,49.51
050US56001,56001,68.24,34.0,26.0,89.23
050US56005,56005,52.4,42.0,25.0,88.04
050US21201,21201,0.0,0.0,0.0,0.0
050US20023,20023,74.71,0.0,2.0,0.0
050US47169,47169,10.45,1.0,1.0,10.45
050US50019,50019,85.47,23.0,23.0,85.47
050US72005,72005,,,,
050US48413,48413,32.67,0.0,1.0,0.0
050US46059,46059,90.88,1.0,3.0,30.29
050US46063,46063,0.0,0.0,0.0,0.0
050US46077,46077,20.13,0.0,1.0,0.0
050US46087,46087,18.15,0.0,1.0,0.0
050US46089,46089,42.3,0.0,1.0,0.0
050US56015,56015,66.97,8.0,9.0,59.53
050US72021,72021,,,,
050US47177,47177,56.85,29.0,23.0,71.69
050US48017,48017,70.5,2.0,5.0,28.2
050US48131,48131,8.81,0.0,1.0,0.0
050US48143,48143,53.04,21.0,22.0,50.62
050US42011,42011,66.48,438.0,277.0,105.13
050US42019,42019,55.21,151.0,103.0,80.94
050US42105,42105,64.95,10.0,11.0,59.04
050US42115,42115,31.45,13.0,13.0,31.45
050US51049,51049,10.22,1.0,1.0,10.22
050US26017,26017,69.67,114.0,73.0,108.79
050US72025,72025,,,,
050US72033,72033,,,,
050US51685,51685,0.0,1.0,0.0,6.09
050US48163,48163,25.78,6.0,5.0,30.94
050US48165,48165,14.76,1.0,3.0,4.92
050US48179,48179,57.31,11.0,13.0,48.49
050US28047,28047,67.61,332.0,137.0,163.85
050US48285,48285,40.12,6.0,8.0,30.09
050US48303,48303,66.35,496.0,200.0,164.54
050US51540,51540,146.68,166.0,69.0,352.88
050US51570,51570,153.47,45.0,27.0,255.78
050US51610,51610,476.29,79.0,67.0,561.6
050US02060,2060,0.0,1.0,0.0,112.36
050US02068,2068,0.0,0.0,0.0,0.0
050US02188,2188,51.72,0.0,4.0,0.0
050US02230,2230,0.0,0.0,0.0,0.0
050US02275,2275,161.03,0.0,4.0,0.0
050US30019,30019,57.05,0.0,1.0,0.0
050US39025,39025,47.73,79.0,97.0,38.87
050US39053,39053,105.98,38.0,32.0,125.85
050US39067,39067,26.13,6.0,4.0,39.2
050US31153,31153,48.22,67.0,86.0,37.57
050US02013,2013,0.0,0.0,0.0,0.0
050US40093,40093,51.83,1.0,4.0,12.96
050US40103,40103,43.82,1.0,5.0,8.76
050US40053,40053,0.0,0.0,0.0,0.0
050US31081,31081,65.37,1.0,6.0,10.9
050US31109,31109,70.95,369.0,220.0,119.0
050US31119,31119,68.25,58.0,24.0,164.94
050US01057,1057,72.35,4.0,12.0,24.12
050US01111,1111,48.73,3.0,11.0,13.29
050US05021,5021,39.84,1.0,6.0,6.64
050US05023,5023,55.49,10.0,14.0,39.64
050US05037,5037,64.71,2.0,11.0,11.77
050US27071,27071,63.27,2.0,8.0,15.82
050US19197,19197,70.29,5.0,9.0,39.05
050US20013,20013,93.13,4.0,9.0,41.39
050US40107,40107,41.27,0.0,5.0,0.0
050US31053,31053,62.7,34.0,23.0,92.69
050US31123,31123,20.66,0.0,1.0,0.0
050US21041,21041,65.35,5.0,7.0,46.68
050US39135,39135,24.27,5.0,10.0,12.13
050US39119,39119,70.87,114.0,61.0,132.44
050US05051,5051,77.32,151.0,76.0,153.62
050US31095,31095,69.56,0.0,5.0,0.0
050US29173,29173,234.9,41.0,24.0,401.29
050US72059,72059,,,,
050US40021,40021,88.48,42.0,43.0,86.42
050US36079,36079,71.67,136.0,71.0,137.28
050US36097,36097,77.81,10.0,14.0,55.58
050US29011,29011,25.32,4.0,3.0,33.76
050US39127,39127,27.79,1.0,10.0,2.78
050US20045,20045,65.37,104.0,78.0,87.16
050US20051,20051,69.26,53.0,20.0,183.53
050US20055,20055,48.71,25.0,18.0,67.65
050US29177,29177,39.43,4.0,9.0,17.52
050US28153,28153,34.28,7.0,7.0,34.28
050US28159,28159,32.68,2.0,6.0,10.89
050US28161,28161,16.1,2.0,2.0,16.1
050US20173,20173,78.51,645.0,402.0,125.96
050US20177,20177,90.31,304.0,161.0,170.51
050US20185,20185,23.73,0.0,1.0,0.0
050US29017,29017,0.0,0.0,0.0,0.0
050US29047,29047,64.81,296.0,155.0,123.76
050US20059,20059,54.77,10.0,14.0,39.12
050US39163,39163,22.88,0.0,3.0,0.0
050US29105,29105,73.22,17.0,26.0,47.88
050US29109,29109,70.8,16.0,27.0,41.96
050US31137,31137,98.68,0.0,9.0,0.0
050US33003,33003,66.89,58.0,32.0,121.24
050US39009,39009,75.83,62.0,50.0,94.03
050US19181,19181,30.39,2.0,15.0,4.05
050US19185,19185,124.75,3.0,8.0,46.78
050US19187,19187,70.73,34.0,26.0,92.5
050US21207,21207,56.31,5.0,10.0,28.15
050US38065,38065,108.87,0.0,2.0,0.0
050US06111,6111,67.8,896.0,575.0,105.65
050US08009,8009,112.26,0.0,4.0,0.0
050US08011,8011,17.21,0.0,1.0,0.0
050US08017,8017,49.04,0.0,1.0,0.0
050US29125,29125,56.28,1.0,5.0,11.26
050US31133,31133,74.74,0.0,2.0,0.0
050US20175,20175,70.51,20.0,16.0,88.14
050US22023,22023,14.56,1.0,1.0,14.56
050US22041,22041,29.52,3.0,6.0,14.76
050US22051,22051,84.54,1024.0,368.0,235.24
050US22075,22075,21.39,7.0,5.0,29.95
050US39171,39171,62.27,27.0,23.0,73.1
050US20017,20017,0.0,0.0,0.0,0.0
050US20183,20183,54.6,2.0,2.0,54.6
050US20189,20189,17.59,0.0,1.0,0.0
050US20037,20037,79.27,39.0,31.0,99.72
050US20027,20027,85.97,4.0,7.0,49.13
050US20031,20031,72.32,2.0,6.0,24.11
050US29223,29223,30.06,1.0,4.0,7.51
050US29510,29510,110.51,1120.0,344.0,359.81
050US21021,21021,100.29,67.0,30.0,223.98
050US36107,36107,30.58,8.0,15.0,16.31
050US20159,20159,61.46,0.0,6.0,0.0
050US20169,20169,76.4,84.0,42.0,152.79
050US21137,21137,36.8,5.0,9.0,20.44
050US39147,39147,30.64,29.0,17.0,52.28
050US39153,39153,97.08,905.0,526.0,167.03
050US40037,40037,30.92,7.0,22.0,9.84
050US34037,34037,50.6,111.0,72.0,78.01
050US32023,32023,48.05,9.0,21.0,20.59
050US32510,32510,78.95,107.0,43.0,196.45
050US40039,40039,71.9,11.0,21.0,37.66
050US40043,40043,40.67,0.0,2.0,0.0
050US39131,39131,77.98,9.0,22.0,31.9
050US29077,29077,100.89,596.0,291.0,206.64
050US28115,28115,28.74,4.0,9.0,12.77
050US28129,28129,18.68,4.0,3.0,24.9
050US31177,31177,29.68,2.0,6.0,9.89
050US20125,20125,57.63,20.0,19.0,60.66
050US20209,20209,73.02,393.0,120.0,239.13
050US21001,21001,36.38,4.0,7.0,20.79
050US21077,21077,11.49,0.0,1.0,0.0
050US23021,23021,76.98,17.0,13.0,100.67
050US24009,24009,55.99,80.0,51.0,87.83
050US06103,6103,42.6,35.0,27.0,55.23
050US40009,40009,70.73,17.0,16.0,75.15
050US40019,40019,57.84,56.0,28.0,115.69
050US72017,72017,,,,
050US31041,31041,55.4,0.0,6.0,0.0
050US38089,38089,58.3,18.0,18.0,58.3
050US26131,26131,67.02,2.0,4.0,33.51
050US38061,38061,39.4,0.0,4.0,0.0
050US29001,29001,138.2,35.0,35.0,138.2
050US51790,51790,77.7,26.0,19.0,106.33
050US72065,72065,,,,
050US40069,40069,45.29,4.0,5.0,36.23
050US46097,46097,0.0,0.0,0.0,0.0
050US21171,21171,37.62,12.0,4.0,112.85
050US26075,26075,62.3,164.0,99.0,103.2
050US26079,26079,51.54,23.0,9.0,131.71
050US26095,26095,125.71,3.0,8.0,47.14
050US26133,26133,47.35,6.0,11.0,25.83
050US26143,26143,29.32,6.0,7.0,25.13
050US39007,39007,50.95,58.0,50.0,59.1
050US36121,36121,49.3,16.0,20.0,39.44
050US37121,37121,93.09,14.0,14.0,93.09
050US37141,37141,22.03,8.0,13.0,13.55
050US39073,39073,52.64,11.0,15.0,38.6
050US39077,39077,65.01,42.0,38.0,71.85
050US46099,46099,100.67,401.0,188.0,214.73
050US54015,54015,45.53,0.0,4.0,0.0
050US26119,26119,53.99,2.0,5.0,21.6
050US21103,21103,31.62,1.0,5.0,6.32
050US36033,36033,82.85,32.0,42.0,63.13
050US36051,36051,51.64,32.0,33.0,50.07
050US31055,31055,90.99,1188.0,505.0,214.06
050US40047,40047,70.75,68.0,44.0,109.34
050US13047,13047,52.79,48.0,35.0,72.4
050US20131,20131,89.07,0.0,9.0,0.0
050US20141,20141,111.02,1.0,4.0,27.75
050US31047,31047,54.61,5.0,13.0,21.0
050US47039,47039,51.36,4.0,6.0,34.24
050US55025,55025,115.51,1129.0,612.0,213.08
050US39129,39129,57.47,35.0,33.0,60.95
050US39019,39019,39.89,2.0,11.0,7.25
050US35003,35003,56.51,0.0,2.0,0.0
050US35021,35021,0.0,0.0,0.0,0.0
050US35037,35037,71.66,2.0,6.0,23.89
050US20193,20193,89.47,1.0,7.0,12.78
050US21013,21013,51.49,18.0,14.0,66.21
050US39097,39097,47.74,13.0,21.0,29.55
050US28067,28067,56.97,58.0,39.0,84.73
050US21173,21173,61.24,16.0,17.0,57.64
050US29119,29119,21.9,0.0,5.0,0.0
050US31161,31161,76.42,2.0,4.0,38.21
050US55039,55039,64.51,103.0,66.0,100.67
050US55059,55059,56.44,131.0,95.0,77.82
050US39151,39151,69.88,477.0,261.0,127.72
050US72019,72019,,,,
050US40031,40031,89.75,144.0,110.0,117.49
050US28071,28071,59.86,58.0,32.0,108.49
050US28085,28085,37.76,24.0,13.0,69.7
050US39083,39083,49.01,42.0,30.0,68.61
050US39091,39091,52.97,25.0,24.0,55.18
050US29061,29061,12.05,1.0,1.0,12.05
050US29067,29067,14.95,2.0,2.0,14.95
050US40121,40121,58.58,29.0,26.0,65.34
050US40127,40127,35.97,2.0,4.0,17.99
050US46125,46125,72.6,0.0,6.0,0.0
050US21199,21199,70.15,81.0,45.0,126.28
050US26149,26149,44.34,60.0,27.0,98.53
050US39157,39157,54.04,64.0,50.0,69.17
050US26153,26153,74.36,1.0,6.0,12.39
050US26155,26155,46.72,32.0,32.0,46.72
050US27081,27081,52.57,1.0,3.0,17.52
050US39117,39117,25.73,12.0,9.0,34.31
050US27033,27033,70.35,3.0,8.0,26.38
050US27043,27043,35.98,3.0,5.0,21.59
050US39143,39143,70.83,44.0,42.0,74.2
050US46107,46107,42.99,0.0,1.0,0.0
050US48365,48365,38.4,5.0,9.0,21.33
050US53013,53013,74.98,0.0,3.0,0.0
050US39165,39165,68.85,133.0,156.0,58.7
050US39133,39133,42.42,84.0,69.0,51.65
050US39013,39013,64.26,44.0,44.0,64.26
050US31065,31065,20.89,0.0,1.0,0.0
050US31071,31071,50.63,0.0,1.0,0.0
050US31089,31089,97.61,2.0,10.0,19.52
050US39107,39107,39.21,29.0,16.0,71.07
050US39121,39121,34.62,1.0,5.0,6.92
050US21227,21227,65.65,168.0,83.0,132.88
050US53029,53029,49.0,51.0,40.0,62.47
050US53035,53035,81.15,297.0,213.0,113.15
050US53041,53041,55.88,53.0,43.0,68.88
050US51830,51830,142.01,23.0,21.0,155.53
050US55015,55015,32.12,28.0,16.0,56.22
050US55021,55021,54.43,31.0,31.0,54.43
050US39017,39017,56.83,365.0,215.0,96.49
050US35047,35047,107.01,25.0,30.0,89.18
050US35057,35057,0.0,0.0,0.0,0.0
050US33013,33013,110.4,241.0,165.0,161.26
050US39155,39155,66.9,164.0,135.0,81.27
050US28133,28133,33.92,3.0,9.0,11.31
050US22003,22003,35.07,5.0,9.0,19.48
050US22021,22021,50.02,2.0,5.0,20.01
050US18059,18059,56.89,48.0,42.0,65.01
050US20021,20021,24.59,6.0,5.0,29.51
050US27141,27141,31.11,10.0,29.0,10.73
050US27147,27147,103.61,21.0,38.0,57.26
050US27151,27151,42.5,0.0,4.0,0.0
050US35061,35061,23.7,4.0,18.0,5.27
050US21213,21213,44.29,7.0,8.0,38.75
050US13235,13235,79.68,3.0,9.0,26.56
050US13249,13249,19.19,0.0,1.0,0.0
050US20147,20147,55.47,1.0,3.0,18.49
050US20151,20151,104.36,3.0,10.0,31.31
050US20153,20153,119.57,0.0,3.0,0.0
050US17019,17019,79.73,289.0,167.0,137.98
050US47131,47131,58.98,26.0,18.0,85.19
050US13065,13065,44.49,0.0,3.0,0.0
050US13161,13161,66.71,2.0,10.0,13.34
050US21111,21111,89.81,1660.0,689.0,216.38
050US19171,19171,23.34,0.0,4.0,0.0
050US12099,12099,73.02,2361.0,1056.0,163.25
050US12067,12067,22.87,0.0,2.0,0.0
050US22121,22121,7.73,2.0,2.0,7.73
050US01053,1053,61.62,15.0,23.0,40.18
050US01067,1067,23.36,0.0,4.0,0.0
050US21129,21129,14.81,0.0,1.0,0.0
050US19077,19077,46.84,2.0,5.0,18.74
050US19081,19081,45.92,0.0,5.0,0.0
050US19089,19089,64.77,1.0,6.0,10.79
050US13011,13011,21.61,4.0,4.0,21.61
050US27131,27131,74.51,27.0,49.0,41.06
050US27135,27135,77.61,2.0,12.0,12.93
050US42079,42079,79.27,379.0,252.0,119.23
050US45011,45011,46.35,5.0,10.0,23.17
050US47181,47181,24.03,4.0,4.0,24.03
050US48009,48009,11.38,5.0,1.0,56.89
050US50003,50003,108.57,69.0,39.0,192.09
050US19167,19167,80.4,7.0,28.0,20.1
050US72111,72111,,,,
050US13207,13207,44.43,5.0,12.0,18.51
050US18173,18173,80.74,76.0,50.0,122.72
050US17179,17179,50.8,59.0,68.0,44.08
050US72127,72127,,,,
050US13057,13057,36.79,148.0,89.0,61.18
050US17057,17057,48.0,16.0,17.0,45.17
050US13085,13085,54.48,2.0,13.0,8.38
050US08115,8115,127.66,0.0,3.0,0.0
050US13225,13225,44.5,8.0,12.0,29.67
050US05089,5089,6.08,0.0,1.0,0.0
050US19173,19173,16.13,0.0,1.0,0.0
050US48417,48417,0.0,0.0,0.0,0.0
050US48421,48421,0.0,0.0,0.0,0.0
050US48431,48431,0.0,0.0,0.0,0.0
050US48435,48435,77.62,1.0,3.0,25.87
050US42047,42047,49.01,25.0,15.0,81.68
050US13253,13253,106.67,6.0,9.0,71.12
050US13277,13277,103.68,63.0,42.0,155.52
050US48369,48369,40.6,0.0,4.0,0.0
050US48381,48381,19.63,45.0,26.0,33.97
050US17041,17041,15.22,3.0,3.0,15.22
050US72143,72143,,,,
050US05113,5113,64.47,8.0,13.0,39.68
050US26125,26125,107.93,2569.0,1350.0,205.38
050US72099,72099,,,,
050US21169,21169,19.99,2.0,2.0,19.99
050US48487,48487,77.48,11.0,10.0,85.23
050US48493,48493,24.9,9.0,12.0,18.67
050US42075,42075,54.8,152.0,76.0,109.61
050US24510,24510,143.16,2500.0,880.0,406.7
050US25019,25019,45.04,4.0,5.0,36.03
050US36095,36095,38.26,7.0,12.0,22.32
050US19095,19095,55.53,0.0,9.0,0.0
050US19099,19099,54.21,12.0,20.0,32.53
050US13015,13015,44.39,73.0,46.0,70.45
