HEROP_ID,FIPS,PcpPer100k,TotSp,TotPcp,SpPer100k
050US42071,42071,70.59,525.0,380.0,97.52
050US42089,42089,42.37,129.0,71.0,76.98
050US42095,42095,69.92,293.0,211.0,97.09
050US51063,51063,19.15,2.0,3.0,12.77
050US51087,51087,81.38,624.0,265.0,191.62
050US53077,53077,75.4,215.0,188.0,86.23
050US45027,45027,44.1,14.0,15.0,41.16
050US45047,45047,109.59,105.0,77.0,149.44
050US01043,1043,54.67,78.0,45.0,94.76
050US45029,45029,50.57,20.0,19.0,53.24
050US45071,45071,63.05,16.0,24.0,42.03
050US46067,46067,68.35,0.0,5.0,0.0
050US01033,1033,69.73,53.0,38.0,97.26
050US02050,2050,60.98,1.0,11.0,5.54
050US04007,4007,84.27,26.0,45.0,48.69
050US05039,5039,67.28,1.0,5.0,13.46
050US06039,6039,58.7,163.0,91.0,105.15
050US08043,8043,51.06,16.0,24.0,34.04
050US12013,12013,34.62,2.0,5.0,13.85
050US12069,12069,58.44,377.0,196.0,112.42
050US12129,12129,15.69,0.0,5.0,0.0
050US13219,13219,72.94,33.0,27.0,89.15
050US16035,16035,92.59,6.0,8.0,69.44
050US16069,16069,92.14,62.0,37.0,154.4
050US17153,17153,0.0,0.0,0.0,0.0
050US18071,18071,47.79,38.0,21.0,86.49
050US19087,19087,65.24,10.0,13.0,50.19
050US21003,21003,19.24,11.0,4.0,52.9
050US21051,21051,67.89,6.0,14.0,29.1
050US21165,21165,31.23,0.0,2.0,0.0
050US46085,46085,25.85,0.0,1.0,0.0
050US47057,47057,8.69,2.0,2.0,8.69
050US02195,2195,30.72,1.0,1.0,30.72
050US06009,6009,42.0,23.0,19.0,50.85
050US08097,8097,67.01,36.0,12.0,201.02
050US13007,13007,31.36,0.0,1.0,0.0
050US21055,21055,33.03,3.0,3.0,33.03
050US22017,22017,116.77,729.0,290.0,293.52
050US22115,22115,41.17,30.0,21.0,58.82
050US26137,26137,65.58,24.0,16.0,98.37
050US29019,29019,103.11,523.0,182.0,296.29
050US30005,30005,59.46,0.0,4.0,0.0
050US37029,37029,0.0,2.0,0.0,19.14
050US40089,40089,45.5,6.0,15.0,18.2
050US41023,41023,83.53,6.0,6.0,83.53
050US46117,46117,33.37,0.0,1.0,0.0
050US47091,47091,44.97,4.0,8.0,22.49
050US39047,39047,45.38,9.0,13.0,31.42
050US39061,39061,104.31,1974.0,847.0,243.09
050US39095,39095,91.36,873.0,395.0,201.91
050US45055,45055,35.74,39.0,23.0,60.6
050US45059,45059,38.97,24.0,26.0,35.98
050US45069,45069,55.29,12.0,15.0,44.23
050US45073,45073,54.76,79.0,42.0,103.0
050US45083,45083,71.15,351.0,215.0,116.15
050US45089,45089,28.31,5.0,9.0,15.73
050US46009,46009,43.05,1.0,3.0,14.35
050US06043,6043,22.81,5.0,4.0,28.51
050US06095,6095,92.13,572.0,404.0,130.44
050US08035,8035,59.34,330.0,195.0,100.42
050US10003,10003,92.77,892.0,515.0,160.68
050US12079,12079,43.3,12.0,8.0,64.96
050US12113,12113,54.56,107.0,93.0,62.78
050US13001,13001,48.77,9.0,9.0,48.77
050US13079,13079,8.1,0.0,1.0,0.0
050US13135,13135,52.31,647.0,472.0,71.71
050US13311,13311,27.65,2.0,8.0,6.91
050US47107,47107,49.27,26.0,26.0,49.27
050US47117,47117,27.89,3.0,9.0,9.3
050US47123,47123,45.78,13.0,21.0,28.34
050US47143,47143,39.84,5.0,13.0,15.32
050US47151,47151,50.1,5.0,11.0,22.77
050US47155,47155,48.81,43.0,47.0,44.66
050US47157,47157,77.91,1500.0,730.0,160.08
050US47165,47165,44.02,116.0,79.0,64.63
050US47167,47167,30.92,22.0,19.0,35.8
050US47185,47185,37.62,11.0,10.0,41.38
050US47189,47189,27.89,102.0,37.0,76.89
050US48001,48001,46.66,35.0,27.0,60.49
050US48005,48005,75.34,92.0,66.0,105.01
050US48029,48029,67.76,3022.0,1305.0,156.92
050US48037,48037,80.97,159.0,76.0,169.4
050US48043,48043,54.25,7.0,5.0,75.95
050US48051,48051,33.59,1.0,6.0,5.6
050US48057,48057,64.2,4.0,14.0,18.34
050US48067,48067,39.88,6.0,12.0,19.94
050US48091,48091,46.63,89.0,63.0,65.88
050US48109,48109,44.62,1.0,1.0,44.62
050US48119,48119,0.0,1.0,0.0,19.18
050US48173,48173,0.0,0.0,0.0,0.0
050US48187,48187,27.72,40.0,43.0,25.78
050US48205,48205,69.36,0.0,4.0,0.0
050US48215,48215,41.91,410.0,356.0,48.27
050US48225,48225,34.85,7.0,8.0,30.49
050US48263,48263,0.0,0.0,0.0,0.0
050US48273,48273,41.37,6.0,13.0,19.09
050US48287,48287,23.6,0.0,4.0,0.0
050US48301,48301,0.0,0.0,0.0,0.0
050US48311,48311,453.17,9.0,3.0,1359.52
050US48315,48315,9.92,1.0,1.0,9.92
050US48339,48339,44.55,447.0,247.0,80.62
050US48343,48343,8.05,0.0,1.0,0.0
050US48349,48349,34.99,29.0,17.0,59.69
050US48373,48373,43.9,16.0,21.0,33.45
050US48377,48377,14.04,1.0,1.0,14.04
050US48383,48383,26.65,0.0,1.0,0.0
050US48405,48405,12.01,1.0,1.0,12.01
050US48407,48407,7.19,0.0,2.0,0.0
050US46041,46041,69.22,0.0,4.0,0.0
050US46071,46071,0.0,0.0,0.0,0.0
050US46075,46075,0.0,0.0,0.0,0.0
050US46079,46079,79.53,3.0,10.0,23.86
050US46127,46127,46.12,35.0,7.0,230.61
050US47013,47013,50.39,15.0,20.0,37.8
050US47021,47021,32.56,3.0,13.0,7.51
050US47031,47031,73.35,63.0,40.0,115.53
050US47035,47035,68.22,51.0,40.0,86.98
050US47037,47037,100.44,1879.0,687.0,274.7
050US47041,47041,51.02,1.0,10.0,5.1
050US47065,47065,91.74,688.0,328.0,192.42
050US47089,47089,48.83,19.0,26.0,35.68
050US56003,56003,33.61,1.0,4.0,8.4
050US56013,56013,89.83,45.0,36.0,112.29
050US56031,56031,34.59,4.0,3.0,46.12
050US56035,56035,40.2,0.0,4.0,0.0
050US01041,1041,14.42,2.0,2.0,14.42
050US02100,2100,158.86,0.0,4.0,0.0
050US04001,4001,27.96,28.0,20.0,39.15
050US05001,5001,38.62,4.0,7.0,22.07
050US05029,5029,62.18,7.0,13.0,33.48
050US05057,5057,31.79,6.0,7.0,27.25
050US39115,39115,27.21,0.0,4.0,0.0
050US40113,40113,19.02,11.0,9.0,23.25
050US41015,41015,57.76,14.0,13.0,62.2
050US42049,42049,82.25,378.0,227.0,136.97
050US42101,42101,94.19,3741.0,1484.0,237.45
050US45009,45009,47.95,1.0,7.0,6.85
050US45057,45057,46.9,84.0,42.0,93.81
050US45087,45087,68.73,13.0,19.0,47.03
050US47025,47025,72.75,22.0,23.0,69.59
050US47053,47053,56.94,6.0,28.0,12.2
050US47135,47135,50.56,0.0,4.0,0.0
050US47163,47163,125.69,388.0,197.0,247.55
050US48089,48089,90.38,9.0,19.0,42.81
050US48135,48135,54.31,138.0,86.0,87.15
050US48203,48203,33.01,29.0,22.0,43.51
050US48323,48323,29.33,13.0,17.0,22.43
050US48351,48351,21.34,2.0,3.0,14.23
050US48379,48379,17.43,0.0,2.0,0.0
050US48409,48409,31.32,11.0,21.0,16.41
050US48465,48465,32.64,21.0,16.0,42.83
050US49007,49007,54.04,16.0,11.0,78.6
050US49019,49019,83.19,4.0,8.0,41.6
050US51005,51005,58.88,8.0,9.0,52.34
050US51029,51029,23.52,0.0,4.0,0.0
050US51089,51089,11.63,4.0,6.0,7.75
050US51141,51141,33.6,2.0,6.0,11.2
050US51193,51193,22.68,1.0,4.0,5.67
050US53011,53011,67.9,471.0,316.0,101.21
050US53045,53045,19.16,17.0,12.0,27.14
050US54025,54025,130.14,49.0,46.0,138.63
050US55001,55001,54.8,7.0,11.0,34.87
050US72097,72097,,,,
050US72151,72151,,,,
050US08027,8027,21.55,0.0,1.0,0.0
050US08051,8051,42.33,11.0,7.0,66.52
050US05041,5041,42.06,1.0,5.0,8.41
050US13261,13261,56.01,24.0,17.0,79.07
050US18179,18179,82.3,19.0,23.0,67.99
050US22111,22111,4.45,2.0,1.0,8.9
050US23003,23003,112.79,84.0,77.0,123.04
050US40133,40133,39.89,6.0,10.0,23.93
050US35019,35019,68.46,0.0,3.0,0.0
050US37105,37105,64.86,41.0,39.0,68.19
050US37125,37125,75.29,181.0,72.0,189.27
050US19035,19035,61.04,5.0,7.0,43.6
050US20033,20033,0.0,0.0,0.0,0.0
050US20149,20149,50.97,1.0,12.0,4.25
050US21027,21027,34.86,0.0,7.0,0.0
050US21147,21147,22.68,1.0,4.0,5.67
050US21175,21175,45.16,0.0,6.0,0.0
050US22005,22005,43.74,48.0,53.0,39.61
050US22015,22015,35.68,75.0,45.0,59.46
050US22025,22025,40.43,0.0,4.0,0.0
050US22037,22037,35.9,2.0,7.0,10.26
050US22091,22091,48.03,0.0,5.0,0.0
050US22109,22109,46.19,118.0,52.0,104.81
050US24029,24029,61.25,26.0,12.0,132.7
050US24047,24047,71.76,46.0,37.0,89.21
050US26055,26055,146.06,228.0,134.0,248.51
050US27015,27015,103.13,20.0,26.0,79.33
050US27167,27167,47.3,1.0,3.0,15.77
050US28051,28051,33.2,3.0,6.0,16.6
050US29013,29013,24.43,0.0,4.0,0.0
050US29095,29095,79.62,1110.0,551.0,160.4
050US30053,30053,72.32,9.0,14.0,46.49
050US35033,35033,0.0,0.0,0.0,0.0
050US36059,36059,104.82,3472.0,1422.0,255.94
050US38003,38003,101.51,8.0,11.0,73.83
050US38055,38055,10.41,0.0,1.0,0.0
050US40055,40055,33.65,4.0,2.0,67.31
050US40117,40117,42.61,1.0,7.0,6.09
050US42043,42043,87.79,681.0,241.0,248.07
050US42097,42097,51.99,37.0,48.0,40.08
050US45015,45015,21.05,67.0,44.0,32.05
050US45067,45067,60.2,17.0,19.0,53.86
050US47009,47009,63.06,106.0,81.0,82.53
050US47129,47129,32.41,1.0,7.0,4.63
050US48065,48065,0.0,0.0,0.0,0.0
050US48157,48157,39.49,390.0,292.0,52.75
050US12057,12057,69.62,2092.0,960.0,151.72
050US12089,12089,34.75,35.0,28.0,43.44
050US13025,13025,5.39,0.0,1.0,0.0
050US39167,39167,79.12,60.0,48.0,98.89
050US40023,40023,47.02,2.0,7.0,13.44
050US18007,18007,11.54,1.0,1.0,11.54
050US18051,18051,47.62,15.0,16.0,44.65
050US18123,18123,57.47,7.0,11.0,36.57
050US20083,20083,54.29,0.0,1.0,0.0
050US20203,20203,46.66,0.0,1.0,0.0
050US21079,21079,28.86,1.0,5.0,5.77
050US21123,21123,21.19,1.0,3.0,7.06
050US21209,21209,41.11,27.0,22.0,50.45
050US22065,22065,43.58,1.0,5.0,8.72
050US22105,22105,45.21,94.0,59.0,72.03
050US23025,23025,100.57,35.0,51.0,69.02
050US26007,26007,94.37,51.0,27.0,178.25
050US28017,28017,57.87,1.0,10.0,5.79
050US48419,48419,15.7,1.0,4.0,3.92
050US54083,54083,61.93,38.0,18.0,130.74
050US06063,6063,117.65,7.0,22.0,37.44
050US48129,48129,29.52,0.0,1.0,0.0
050US48313,48313,21.23,1.0,3.0,7.08
050US53027,53027,47.24,58.0,34.0,80.59
050US54059,54059,56.59,10.0,14.0,40.42
050US05119,5119,101.92,1246.0,401.0,316.68
050US06093,6093,68.9,38.0,30.0,87.28
050US02170,2170,52.19,70.0,54.0,67.66
050US13075,13075,40.74,4.0,7.0,23.28
050US25005,25005,58.51,596.0,327.0,106.64
050US13303,13303,68.42,10.0,14.0,48.87
050US17017,17017,15.79,2.0,2.0,15.79
050US22043,22043,4.47,0.0,1.0,0.0
050US22127,22127,20.7,5.0,3.0,34.5
050US10001,10001,49.76,173.0,87.0,98.96
050US12075,12075,35.03,8.0,14.0,20.02
050US27021,27021,58.58,2.0,17.0,6.89
050US28089,28089,56.04,84.0,58.0,81.16
050US29227,29227,0.0,0.0,0.0,0.0
050US30043,30043,16.98,8.0,2.0,67.92
050US30081,30081,57.28,32.0,24.0,76.37
050US34027,34027,92.03,972.0,455.0,196.61
050US36075,36075,41.98,60.0,50.0,50.38
050US37021,37021,121.82,576.0,310.0,226.35
050US37107,37107,54.17,54.0,31.0,94.36
050US37145,37145,35.62,29.0,14.0,73.78
050US37193,37193,45.28,32.0,31.0,46.74
050US40141,40141,39.92,1.0,3.0,13.31
050US41031,41031,60.49,19.0,14.0,82.1
050US41047,41047,73.91,382.0,248.0,113.84
050US27087,27087,36.32,0.0,2.0,0.0
050US27173,27173,111.47,2.0,11.0,20.27
050US28109,28109,34.45,14.0,19.0,25.39
050US29027,29027,40.14,13.0,18.0,28.99
050US30009,30009,28.45,2.0,3.0,18.96
050US30033,30033,0.0,0.0,0.0,0.0
050US31033,31033,30.45,6.0,3.0,60.9
050US34031,34031,71.03,636.0,358.0,126.18
050US35017,35017,89.09,33.0,25.0,117.6
050US36009,36009,56.64,73.0,44.0,93.97
050US36061,36061,155.96,8874.0,2546.0,543.59
050US36071,36071,81.96,571.0,310.0,150.97
050US37015,37015,30.54,2.0,6.0,10.18
050US37101,37101,31.91,51.0,61.0,26.68
050US37131,37131,9.91,1.0,2.0,4.95
050US37159,37159,63.03,144.0,88.0,103.15
050US37183,37183,68.41,1308.0,716.0,124.98
050US13201,13201,85.68,1.0,5.0,17.14
050US13265,13265,0.0,0.0,0.0,0.0
050US44009,44009,80.8,166.0,102.0,131.49
050US45003,45003,35.35,108.0,59.0,64.7
050US45007,45007,64.8,176.0,127.0,89.8
050US45017,45017,6.8,1.0,1.0,6.8
050US45035,45035,30.23,51.0,47.0,32.8
050US45041,45041,88.05,252.0,122.0,181.87
050US45045,45045,90.69,784.0,452.0,157.3
050US45051,45051,48.61,289.0,156.0,90.05
050US30007,30007,34.28,3.0,2.0,51.42
050US30093,30093,80.43,35.0,28.0,100.53
050US37051,37051,89.43,413.0,297.0,124.36
050US37139,37139,65.86,66.0,26.0,167.18
050US45061,45061,11.36,1.0,2.0,5.68
050US46055,46055,48.03,1.0,1.0,48.03
050US47045,47045,77.18,35.0,29.0,93.14
050US47127,47127,0.0,1.0,0.0,15.82
050US51081,51081,17.15,5.0,2.0,42.89
050US51105,51105,49.72,7.0,12.0,29.0
050US51195,51195,61.5,24.0,24.0,61.5
050US54007,54007,42.01,3.0,6.0,21.01
050US54099,54099,56.5,28.0,23.0,68.78
050US42031,42031,54.09,33.0,21.0,84.99
050US01009,1009,27.76,7.0,16.0,12.14
050US01047,1047,67.45,30.0,27.0,74.95
050US05073,5073,14.46,0.0,1.0,0.0
050US06027,6027,105.06,13.0,19.0,71.88
050US06053,6053,64.63,483.0,280.0,111.49
050US06099,6099,69.72,526.0,376.0,97.53
050US08111,8111,0.0,0.0,0.0,0.0
050US12045,12045,56.06,4.0,9.0,24.91
050US12105,12105,47.11,548.0,315.0,81.95
050US12121,12121,22.77,2.0,10.0,4.55
050US16041,16041,30.12,3.0,4.0,22.59
050US16079,16079,71.85,1.0,9.0,7.98
050US18021,18021,41.88,6.0,11.0,22.84
050US48175,48175,13.28,1.0,1.0,13.28
050US48503,48503,77.29,9.0,14.0,49.69
050US51113,51113,68.5,4.0,9.0,30.44
050US53033,53033,100.87,4049.0,2182.0,187.17
050US53057,53057,93.62,158.0,116.0,127.51
050US06091,6091,0.0,1.0,0.0,34.13
050US18125,18125,40.29,1.0,5.0,8.06
050US26003,26003,54.38,0.0,5.0,0.0
050US27103,27103,76.96,9.0,26.0,26.64
050US01039,1039,80.32,31.0,30.0,83.0
050US01061,1061,22.65,0.0,6.0,0.0
050US01075,1075,28.71,0.0,4.0,0.0
050US04011,4011,52.61,0.0,5.0,0.0
050US01013,1013,44.94,7.0,9.0,34.96
050US01015,1015,60.82,129.0,70.0,112.08
050US21235,21235,66.5,35.0,24.0,96.98
050US22057,22057,36.65,92.0,36.0,93.67
050US24023,24023,54.47,16.0,16.0,54.47
050US26013,26013,94.04,0.0,8.0,0.0
050US26071,26071,53.51,8.0,6.0,71.35
050US47145,47145,39.7,17.0,21.0,32.14
050US47183,47183,62.45,13.0,21.0,38.66
050US48041,48041,73.45,222.0,161.0,101.28
050US48079,48079,68.87,0.0,2.0,0.0
050US48341,48341,32.11,3.0,7.0,13.76
050US49005,49005,48.23,97.0,59.0,79.29
050US49023,49023,54.8,3.0,6.0,27.4
050US51103,51103,37.02,3.0,4.0,27.77
050US51157,51157,13.64,2.0,1.0,27.28
050US53019,53019,26.4,1.0,2.0,13.2
050US53075,53075,67.91,21.0,33.0,43.22
050US55011,55011,0.0,0.0,0.0,0.0
050US56033,56033,86.63,46.0,26.0,153.27
050US56039,56039,86.73,41.0,20.0,177.8
050US60050,60050,,,,
050US78030,78030,,,,
050US05085,5085,19.39,10.0,14.0,13.85
050US06089,6089,85.99,246.0,154.0,137.36
050US08005,8005,75.08,863.0,478.0,135.55
050US08033,8033,0.0,0.0,0.0,0.0
050US01073,1073,102.44,1638.0,676.0,248.22
050US01129,1129,18.03,0.0,3.0,0.0
050US02290,2290,18.47,0.0,1.0,0.0
050US42131,42131,58.0,12.0,16.0,43.5
050US45021,45021,44.08,18.0,25.0,31.74
050US27137,27137,126.95,390.0,254.0,194.92
050US28021,28021,43.86,1.0,4.0,10.96
050US28053,28053,58.55,2.0,5.0,23.42
050US28137,28137,38.61,4.0,11.0,14.04
050US30003,30003,89.71,4.0,12.0,29.9
050US30035,30035,73.0,2.0,10.0,14.6
050US30061,30061,47.49,1.0,2.0,23.75
050US30089,30089,60.76,2.0,7.0,17.36
050US31009,31009,0.0,0.0,0.0,0.0
050US32033,32033,71.89,9.0,7.0,92.43
050US34009,34009,60.83,80.0,57.0,85.37
050US36017,36017,57.91,25.0,28.0,51.71
050US37019,37019,44.14,64.0,56.0,50.45
050US37047,37047,42.63,31.0,24.0,55.07
050US37079,37079,19.04,0.0,4.0,0.0
050US37147,37147,82.31,416.0,146.0,234.54
050US37173,37173,112.25,1.0,16.0,7.02
050US45065,45065,31.23,0.0,3.0,0.0
050US46003,46003,0.0,0.0,0.0,0.0
050US47055,47055,58.29,9.0,17.0,30.86
050US47085,47085,27.3,5.0,5.0,27.3
050US05145,5145,52.03,47.0,41.0,59.64
050US13107,13107,53.34,8.0,12.0,35.56
050US16007,16007,50.32,4.0,3.0,67.09
050US47119,47119,57.92,129.0,52.0,143.69
050US47147,47147,47.59,26.0,33.0,37.49
050US48015,48015,23.68,4.0,7.0,13.53
050US48277,48277,50.47,68.0,25.0,137.28
050US48391,48391,27.64,0.0,2.0,0.0
050US48469,48469,72.85,129.0,67.0,140.26
050US49057,49057,51.67,228.0,128.0,92.04
050US51003,51003,143.86,452.0,153.0,424.99
050US51031,51031,34.44,8.0,19.0,14.5
050US51059,51059,81.85,1858.0,936.0,162.48
050US51121,51121,74.49,127.0,73.0,129.6
050US51155,51155,43.82,19.0,15.0,55.5
050US53067,53067,87.74,307.0,241.0,111.76
050US54031,54031,21.67,5.0,3.0,36.12
050US54057,54057,47.66,8.0,13.0,29.33
050US54085,54085,40.27,0.0,4.0,0.0
050US55007,55007,6.67,2.0,1.0,13.34
050US55057,55057,94.63,10.0,25.0,37.85
050US55121,55121,37.37,8.0,11.0,27.18
050US41003,41003,106.93,163.0,96.0,181.55
050US42023,42023,64.02,0.0,3.0,0.0
050US42055,42055,63.74,160.0,98.0,104.06
050US44007,44007,98.18,1278.0,623.0,201.41
050US21203,21203,47.54,2.0,8.0,11.89
050US05017,5017,92.37,4.0,10.0,36.95
050US13215,13215,94.07,320.0,185.0,162.71
050US13301,13301,37.41,0.0,2.0,0.0
050US16013,16013,68.2,24.0,15.0,109.12
050US16031,16031,67.75,17.0,16.0,71.99
050US17125,17125,50.81,4.0,7.0,29.03
050US24015,24015,45.85,94.0,47.0,91.69
050US24039,24039,42.74,12.0,11.0,46.63
050US17007,17007,52.23,8.0,28.0,14.92
050US18053,18053,67.22,60.0,45.0,89.63
050US20065,20065,39.29,1.0,1.0,39.29
050US21011,21011,16.3,1.0,2.0,8.15
050US21067,21067,106.99,968.0,341.0,303.7
050US21101,21101,45.52,46.0,21.0,99.7
050US21133,21133,66.15,12.0,15.0,52.92
050US22077,22077,13.54,2.0,3.0,9.03
050US22103,22103,65.85,441.0,166.0,174.94
050US08069,8069,76.59,418.0,259.0,123.61
050US12029,12029,18.25,1.0,3.0,6.08
050US27067,27067,114.87,49.0,49.0,114.87
050US27119,27119,69.64,5.0,22.0,15.83
050US20067,20067,39.39,3.0,3.0,39.39
050US21089,21089,72.7,37.0,26.0,103.45
050US26089,26089,36.97,6.0,8.0,27.73
050US26141,26141,54.7,0.0,7.0,0.0
050US32031,32031,65.93,666.0,297.0,147.84
050US38097,38097,0.0,2.0,0.0,24.94
050US47105,47105,48.44,28.0,25.0,54.25
050US13309,13309,0.0,0.0,0.0,0.0
050US17003,17003,30.62,0.0,2.0,0.0
050US17189,17189,14.13,3.0,2.0,21.19
050US19003,19003,80.52,2.0,3.0,53.68
050US19163,19163,65.01,247.0,112.0,143.36
050US20195,20195,244.93,0.0,7.0,0.0
050US21187,21187,46.55,0.0,5.0,0.0
050US22063,22063,16.65,9.0,23.0,6.52
050US22101,22101,52.19,40.0,27.0,77.32
050US08117,8117,32.86,19.0,10.0,62.44
050US12007,12007,70.43,8.0,19.0,29.65
050US13031,13031,41.45,64.0,31.0,85.58
050US39123,39123,54.04,16.0,22.0,39.3
050US40101,40101,88.3,102.0,61.0,147.65
050US27069,27069,0.0,0.0,0.0,0.0
050US27107,27107,15.25,1.0,1.0,15.25
050US27145,27145,110.32,266.0,173.0,169.62
050US28049,28049,104.64,728.0,253.0,301.11
050US29171,29171,0.0,0.0,0.0,0.0
050US30075,30075,0.0,0.0,0.0,0.0
050US32011,32011,0.0,0.0,0.0,0.0
050US34033,34033,64.73,64.0,41.0,101.05
050US36113,36113,110.11,141.0,71.0,218.67
050US37031,37031,72.55,75.0,50.0,108.82
050US37113,37113,98.81,40.0,34.0,116.25
050US38035,38035,92.33,131.0,65.0,186.08
050US39055,39055,76.63,69.0,72.0,73.43
050US46023,46023,85.62,0.0,8.0,0.0
050US47093,47093,105.88,1003.0,483.0,219.87
050US01071,1071,59.51,30.0,31.0,57.59
050US13019,13019,26.28,2.0,5.0,10.51
050US48061,48061,46.0,273.0,194.0,64.73
050US48185,48185,28.95,2.0,8.0,7.24
050US48239,48239,26.99,5.0,4.0,33.74
050US06011,6011,41.93,7.0,9.0,32.61
050US16029,16029,57.82,4.0,4.0,57.82
050US01021,1021,29.59,8.0,13.0,18.21
050US01027,1027,29.9,4.0,4.0,29.9
050US01029,1029,13.39,0.0,2.0,0.0
050US04023,4023,40.79,18.0,19.0,38.64
050US01093,1093,50.06,9.0,15.0,30.04
050US05053,5053,11.06,2.0,2.0,11.06
050US01103,1103,62.12,119.0,74.0,99.9
050US01133,1133,33.51,5.0,8.0,20.94
050US02070,2070,241.21,0.0,12.0,0.0
050US02110,2110,120.63,46.0,39.0,142.28
050US02150,2150,139.2,8.0,19.0,58.61
050US02220,2220,274.66,9.0,24.0,103.0
050US02261,2261,64.51,1.0,6.0,10.75
050US48389,48389,19.83,4.0,3.0,26.45
050US49017,49017,19.93,1.0,1.0,19.93
050US51093,51093,46.74,33.0,17.0,90.73
050US51171,51171,58.08,21.0,25.0,48.79
050US53021,53021,36.4,42.0,33.0,46.33
050US53055,53055,91.06,10.0,15.0,60.71
050US66010,66010,,,,
050US05069,5069,93.72,82.0,66.0,116.44
050US05107,5107,47.28,6.0,9.0,31.52
050US06041,6041,113.33,551.0,295.0,211.68
050US06077,6077,56.54,557.0,414.0,76.07
050US08001,8001,69.8,693.0,347.0,139.4
050US01059,1059,57.07,14.0,18.0,44.39
050US01097,1097,61.74,600.0,256.0,144.7
050US48283,48283,13.5,0.0,1.0,0.0
050US48401,48401,29.85,9.0,16.0,16.79
050US48459,48459,29.43,3.0,12.0,7.36
050US49037,49037,58.9,4.0,9.0,26.18
050US51027,51027,36.14,7.0,8.0,31.62
050US51101,51101,48.49,0.0,8.0,0.0
050US51147,51147,69.7,38.0,16.0,165.53
050US51191,51191,73.52,64.0,40.0,117.63
050US54003,54003,63.44,107.0,72.0,94.28
050US54041,54041,86.02,18.0,14.0,110.59
050US42017,42017,78.55,857.0,492.0,136.82
050US05043,5043,54.05,5.0,10.0,27.02
050US05049,5049,65.9,0.0,8.0,0.0
050US02020,2020,104.01,599.0,308.0,202.29
050US04021,4021,20.25,93.0,85.0,22.16
050US13113,13113,88.89,153.0,99.0,137.38
050US13151,13151,38.41,138.0,85.0,62.36
050US13191,13191,14.16,0.0,2.0,0.0
050US23027,23027,55.81,38.0,22.0,96.4
050US24027,24027,79.6,440.0,251.0,139.54
050US05135,5135,46.94,1.0,8.0,5.87
050US09005,9005,59.01,183.0,108.0,99.98
050US09013,9013,50.24,85.0,76.0,56.19
050US12115,12115,71.33,727.0,294.0,176.39
050US05101,5101,0.0,1.0,0.0,12.74
050US05105,5105,9.69,0.0,1.0,0.0
050US05115,5115,59.71,38.0,38.0,59.71
050US05005,5005,82.49,62.0,34.0,150.42
050US05009,5009,85.82,32.0,32.0,85.82
050US08021,8021,12.28,2.0,1.0,24.56
050US08039,8039,15.9,0.0,4.0,0.0
050US08059,8059,74.33,499.0,424.0,87.48
050US01037,1037,0.0,0.0,0.0,0.0
050US08073,8073,18.02,0.0,1.0,0.0
050US08101,8101,83.8,273.0,138.0,165.77
050US08121,8121,0.0,0.0,0.0,0.0
050US08125,8125,49.66,2.0,5.0,19.86
050US05077,5077,31.92,2.0,3.0,21.28
050US01017,1017,50.26,11.0,17.0,32.52
050US05129,5129,37.86,0.0,3.0,0.0
050US13063,13063,40.19,190.0,112.0,68.18
050US13159,13159,29.02,1.0,4.0,7.25
050US06031,6031,46.64,72.0,70.0,47.98
050US06035,6035,60.93,10.0,19.0,32.07
050US06075,6075,132.87,2510.0,1156.0,288.49
050US08003,8003,115.54,31.0,19.0,188.52
050US08015,8015,93.93,16.0,18.0,83.49
050US13003,13003,0.0,0.0,0.0,0.0
050US12035,12035,47.6,100.0,51.0,93.34
050US12059,12059,41.17,3.0,8.0,15.44
050US12087,12087,72.06,113.0,55.0,148.05
050US12109,12109,55.2,188.0,130.0,79.83
050US12111,12111,41.89,253.0,128.0,82.79
050US05149,5149,50.99,5.0,11.0,23.18
050US06021,6021,32.26,1.0,9.0,3.58
050US06025,6025,23.86,109.0,43.0,60.48
050US06061,6061,99.45,509.0,378.0,133.92
050US06109,6109,103.83,56.0,56.0,103.83
050US13117,13117,38.66,131.0,85.0,59.58
050US13169,13169,3.5,7.0,1.0,24.52
050US13197,13197,11.79,0.0,1.0,0.0
050US17067,17067,33.13,5.0,6.0,27.61
050US17183,17183,65.05,87.0,51.0,110.96
050US13059,13059,78.65,282.0,98.0,226.32
050US13069,13069,53.54,33.0,23.0,76.81
050US13083,13083,30.81,2.0,5.0,12.33
050US17053,17053,104.49,7.0,14.0,52.25
050US13145,13145,29.77,6.0,10.0,17.86
050US13023,13023,54.79,1.0,7.0,7.83
050US13037,13037,15.56,1.0,1.0,15.56
050US13053,13053,278.63,26.0,30.0,241.48
050US17073,17073,36.39,19.0,18.0,38.41
050US17097,17097,83.99,957.0,591.0,136.01
050US17059,17059,0.0,0.0,0.0,0.0
050US17063,17063,49.5,46.0,25.0,91.07
050US13093,13093,0.0,0.0,0.0,0.0
050US16051,16051,14.3,1.0,4.0,3.58
050US16065,16065,54.26,30.0,21.0,77.51
050US13111,13111,64.19,12.0,16.0,48.14
050US13243,13243,28.22,0.0,2.0,0.0
050US13257,13257,66.21,24.0,17.0,93.47
050US17011,17011,44.94,31.0,15.0,92.87
050US17015,17015,20.6,0.0,3.0,0.0
050US18099,18099,64.38,26.0,30.0,55.8
050US18101,18101,29.38,0.0,3.0,0.0
