"HEROP_ID","FIPS","OtpCtTmDr","OtpAvTmDr","OtpTmDrP","OdMortRt"
"050US47143","47143",0,56.95,0,42.4
"050US47145","47145",0,50.13,0,75.3
"050US47147","47147",1,38.94,0.07,40
"050US47149","47149",9,40.77,0.18,34.6
"050US47151","47151",0,67.78,0,43.6
"050US47153","47153",0,60.35,0,41.9
"050US47155","47155",6,39.78,0.33,54.6
"050US47157","47157",218,11.21,0.99,38.5
"050US47159","47159",0,61.78,0,63.9
"050US47161","47161",0,51.91,0,48.4
"050US47163","47163",28,26.08,0.72,45.4
"050US47165","47165",10,40.38,0.24,35.2
"050US47167","47167",0,44.39,0,36.9
"050US47169","47169",0,60.78,0,39.8
"050US47171","47171",0,35.01,0,60.7
"050US47173","47173",1,44.22,0.25,68.9
"050US47175","47175",0,92.58,0,31.9
"050US47177","47177",0,98.35,0,33.8
"050US47179","47179",21,18.72,0.91,42.3
"050US47181","47181",0,45.07,0,30.5
"050US47183","47183",0,50.06,0,27.6
"050US47185","47185",0,103.68,0,44.3
"050US47187","47187",27,27.47,0.73,19.6
"050US47189","47189",13,29.06,0.62,44.3
"050US48001","48001",0,53.73,0,29.1
"050US48003","48003",0,46.84,0,19.8
"050US48005","48005",16,12.89,0.94,22.3
"050US48007","48007",0,38.9,0,39
"050US48009","48009",1,31.84,0.33,31.6
"050US48011","48011",0,50.67,0,14.8
"050US48013","48013",0,43.72,0,15.4
"050US48015","48015",0,64.26,0,12.9
"050US48017","48017",0,88.13,0,16.6
"050US48019","48019",0,62.21,0,20.6
"050US48021","48021",1,42.1,0.1,20.2
"050US48023","48023",0,62.37,0,37.6
"050US48025","48025",0,68.51,0,14.1
"050US48027","48027",35,24.52,0.54,15.6
"050US48029","48029",361,10.96,0.99,22.4
"050US48031","48031",0,59.7,0,19.1
"050US48033","48033",0,113.82,0,15.9
"050US48035","48035",0,63.45,0,23.7
"050US48037","48037",13,21.41,0.72,15.7
"050US48039","48039",42,20.44,0.82,21
"050US48041","48041",41,12.39,0.98,12.1
"050US48043","48043",,,,24.8
"050US48045","48045",0,102.26,0,16.1
"050US48047","48047",0,85.66,0,15.6
"050US48049","48049",,,,27.1
"050US48051","48051",1,37.13,0.2,18.2
"050US48053","48053",0,63.7,0,21.5
"050US48055","48055",1,40.7,0.12,14.1
"050US48057","48057",0,48.87,0,20.3
"050US48059","48059",2,28.19,0.67,17.3
"050US48061","48061",54,20.85,0.62,8.6
"050US48063","48063",0,53.45,0,18
"050US48065","48065",0,53.88,0,21.6
"050US48067","48067",0,46.11,0,18.9
"050US48069","48069",0,89.9,0,10.2
"050US48071","48071",1,42.32,0.14,30.9
"050US48073","48073",11,16.73,0.92,21.4
"050US48075","48075",,,,21.4
"050US48077","48077",2,30.88,0.67,28.8
"050US48079","48079",0,79.54,0,21.1
"050US48081","48081",0,61.19,0,16.8
"050US48083","48083",0,70.86,0,12.1
"050US48085","48085",149,14.52,0.98,14.2
"050US48087","48087",,,,21.8
"050US48089","48089",0,86.57,0,14.8
"050US48091","48091",17,21.34,0.71,19.2
"050US48093","48093",,,,16.4
"050US48095","48095",0,57.47,0,11.6
"050US48097","48097",0,46.87,0,29.5
"050US48099","48099",0,46.69,0,11.4
"050US48101","48101",,,,15
"050US48103","48103",0,42.04,0,19.2
"050US48105","48105",0,113.96,0,17.4
"050US48107","48107",1,36.56,0.33,15.6
"050US48109","48109",,,,17.9
"050US48111","48111",,,,14.5
"050US48113","48113",529,9.04,1,23.1
"050US48115","48115",0,71.45,0,18.7
"050US48117","48117",0,60.3,0,12.7
"050US48119","48119",0,39.7,0,24
"050US48121","48121",133,14.9,0.97,14.5
"050US48123","48123",0,47.1,0,13.7
"050US48125","48125",0,75.05,0,13.8
"050US48127","48127",0,91.78,0,13.3
"050US48129","48129",0,79.35,0,17.7
"050US48131","48131",0,75.94,0,18.4
"050US48133","48133",0,70.34,0,13
"050US48135","48135",28,6.89,1,26.6
"050US48137","48137",,,,10.4
"050US48139","48139",13,32.46,0.42,13.9
"050US48141","48141",150,16.11,0.93,18.6
"050US48143","48143",0,61.88,0,16.6
"050US48145","48145",1,38.34,0.17,16.2
"050US48147","48147",0,45.18,0,21
"050US48149","48149",0,81.98,0,14.4
"050US48151","48151",0,71.7,0,13.2
"050US48153","48153",0,73.93,0,13.4
"050US48155","48155",0,103.05,0,22.7
"050US48157","48157",60,23.96,0.79,10.5
"050US48159","48159",0,63.36,0,15.6
"050US48161","48161",0,88.55,0,15.5
"050US48163","48163",0,64.03,0,9.3
"050US48165","48165",0,75.6,0,15.3
"050US48167","48167",64,17.6,0.96,33
"050US48169","48169",0,44.83,0,14
"050US48171","48171",0,85.19,0,14.7
"050US48173","48173",0,53.74,0,16.2
"050US48175","48175",0,40.03,0,17.4
"050US48177","48177",0,71.33,0,18
"050US48179","48179",0,70.99,0,22.2
"050US48181","48181",20,20,0.77,24
"050US48183","48183",25,10.95,1,16.4
"050US48185","48185",1,41.3,0.17,21.9
"050US48187","48187",25,21.56,0.86,15.2
"050US48189","48189",1,48.63,0.11,13.4
"050US48191","48191",0,118.71,0,15.5
"050US48193","48193",0,91.59,0,20.6
"050US48195","48195",0,138.66,0,18
"050US48197","48197",0,85.08,0,19.9
"050US48199","48199",6,32.82,0.55,31.1
"050US48201","48201",770,11.76,0.98,22.7
"050US48203","48203",6,25.98,0.43,18.4
"050US48205","48205",0,102.43,0,13.2
"050US48207","48207",0,77.86,0,16.3
"050US48209","48209",17,30.78,0.68,15.1
"050US48211","48211",,,,16.4
"050US48213","48213",2,52.5,0.12,27.5
"050US48215","48215",103,18.47,0.91,6.1
"050US48217","48217",0,51.97,0,23.1
"050US48219","48219",1,39.63,0.14,15.2
"050US48221","48221",0,46.44,0,25.2
"050US48223","48223",0,40.32,0,18
"050US48225","48225",0,59.52,0,19
"050US48227","48227",0,52.86,0,22.6
"050US48229","48229",0,163.15,0,14.4
"050US48231","48231",16,19.32,0.84,22.3
"050US48233","48233",0,74.89,0,27.8
"050US48235","48235",0,50.7,0,20
"050US48237","48237",0,76.9,0,24.9
"050US48239","48239",0,40.96,0,16.8
"050US48241","48241",0,63.71,0,27.5
"050US48243","48243",,,,16.7
"050US48245","48245",67,11.28,0.92,29
"050US48247","48247",0,91.52,0,12.4
"050US48249","48249",0,56.21,0,17.1
"050US48251","48251",14,30.87,0.5,18.4
"050US48253","48253",4,33.29,0.67,14.1
"050US48255","48255",0,69.62,0,12
"050US48257","48257",6,33.44,0.33,20.7
"050US48259","48259",0,45.28,0,13.6
"050US48261","48261",0,131.78,0,12.8
"050US48263","48263",0,111.28,0,13.7
"050US48265","48265",0,74.65,0,23.9
"050US48267","48267",,,,16.1
"050US48269","48269",,,,15.4
"050US48271","48271",,,,9
"050US48273","48273",0,48,0,15.1
"050US48275","48275",0,96.91,0,16.9
"050US48277","48277",0,72.77,0,20.7
"050US48279","48279",0,64.43,0,18.8
"050US48281","48281",0,68.14,0,15.1
"050US48283","48283",0,87.3,0,14.5
"050US48285","48285",0,67.32,0,11.8
"050US48287","48287",0,65.46,0,14.1
"050US48289","48289",0,87.59,0,23.8
"050US48291","48291",1,49.51,0.07,32.3
"050US48293","48293",0,64.28,0,16.8
"050US48295","48295",,,,18.7
"050US48297","48297",0,64.59,0,11.8
"050US48299","48299",0,83.99,0,27.3
"050US48301","48301",0,115.72,0,27.1
"050US48303","48303",68,9.91,1,20.5
"050US48305","48305",1,35.82,0.33,16.4
"050US48307","48307",,,,14.3
"050US48309","48309",47,12.57,0.92,16.2
"050US48311","48311",0,104.78,0,13.1
"050US48313","48313",0,55.11,0,16.8
"050US48315","48315",0,48.08,0,28.7
"050US48317","48317",1,33.22,0.5,19.8
"050US48319","48319",,,,13
"050US48321","48321",0,77.92,0,16.6
"050US48323","48323",,,,8.2
"050US48325","48325",0,39.52,0,9.8
"050US48327","48327",0,86.4,0,16.3
"050US48329","48329",27,7.66,1,17.6
"050US48331","48331",0,58.17,0,16.7
"050US48333","48333",,,,17
"050US48335","48335",0,76.18,0,16.2
"050US48337","48337",0,63.83,0,34.1
"050US48339","48339",53,17.35,0.9,25.5
"050US48341","48341",0,67.9,0,13.1
"050US48343","48343",0,46.87,0,20.9
"050US48345","48345",0,116.22,0,15.4
"050US48347","48347",1,37.29,0.08,20.6
"050US48349","48349",0,63.27,0,17.8
"050US48351","48351",0,73.24,0,34.6
"050US48353","48353",0,50.95,0,23.3
"050US48355","48355",76,11.18,0.93,33.9
"050US48357","48357",,,,13.8
"050US48359","48359",0,80.34,0,23.5
"050US48361","48361",13,26.86,0.62,50.3
"050US48363","48363",6,33.61,0.67,27.6
"050US48365","48365",1,39.86,0.17,19.3
"050US48367","48367",16,19.82,0.84,22.4
"050US48369","48369",0,93.43,0,11.5
"050US48371","48371",,,,13.4
"050US48373","48373",0,68.13,0,35.4
"050US48375","48375",34,9,1,26.6
"050US48377","48377",,,,11.4
"050US48379","48379",0,39.92,0,21.1
"050US48381","48381",28,13.84,0.97,19.4
"050US48383","48383",0,104.71,0,24.7
"050US48385","48385",0,137.19,0,13.1
"050US48387","48387",0,89.32,0,21.6
"050US48389","48389",,,,25.8
"050US48391","48391",0,59.96,0,21.5
"050US48393","48393",0,119.33,0,17.3
"050US48395","48395",0,48.19,0,20.6
"050US48397","48397",11,20.18,1,15.4
"050US48399","48399",0,48.5,0,12.2
"050US48401","48401",2,41.3,0.15,17.6
"050US48403","48403",0,57.86,0,22.7
"050US48405","48405",1,37.67,0.33,23
"050US48407","48407",0,60.49,0,30.7
"050US48409","48409",12,23.2,0.75,23.8
"050US48411","48411",,,,15.5
"050US48413","48413",0,63.11,0,14.6
"050US48415","48415",,,,17.1
"050US48417","48417",0,53.9,0,13.3
"050US48419","48419",4,19.38,0.67,21
"050US48421","48421",0,102.95,0,18.3
"050US48423","48423",39,11.29,0.95,18.9
"050US48425","48425",0,56.8,0,16.3
"050US48427","48427",0,65.06,0,6.5
"050US48429","48429",0,81.78,0,13.2
"050US48431","48431",0,54.45,0,16.4
"050US48433","48433",0,71.73,0,14.1
"050US48435","48435",0,80.55,0,14
"050US48437","48437",0,59.39,0,13.7
"050US48439","48439",357,10.13,1,18.9
"050US48441","48441",37,7.8,0.97,22.1
"050US48443","48443",,,,15.4
"050US48445","48445",0,50.15,0,15.1
"050US48447","48447",0,98.81,0,21.4
"050US48449","48449",0,69.58,0,13.2
"050US48451","48451",25,9.64,1,20
"050US48453","48453",207,11.8,0.95,24.4
"050US48455","48455",0,59.4,0,31.3
"050US48457","48457",0,61.88,0,30.1
"050US48459","48459",4,30.45,0.57,20.2
"050US48461","48461",0,63.87,0,18.4
"050US48463","48463",,,,12
"050US48465","48465",,,,11.1
"050US48467","48467",0,50.3,0,25.8
"050US48469","48469",22,10.12,0.96,19.5
"050US48471","48471",0,43.92,0,13.8
"050US48473","48473",0,37.34,0,18.3
"050US48475","48475",0,47.91,0,22.9
"050US48477","48477",0,60.27,0,13.2
"050US48479","48479",58,12.51,0.95,19.4
"050US48481","48481",0,69.53,0,15.9
"050US48483","48483",,,,20.7
"050US48485","48485",36,10.08,0.97,32.3
"050US48487","48487",0,60.99,0,23
"050US48489","48489",0,62.1,0,10.2
"050US48491","48491",66,21.47,0.74,13.5
"050US48493","48493",0,43.7,0,12.6
"050US48495","48495",0,53.2,0,30.4
"050US48497","48497",0,47.44,0,22
"050US48499","48499",0,49.44,0,23.9
"050US48501","48501",0,92.14,0,22.5
"050US48503","48503",0,72.02,0,40.8
"050US48505","48505",0,68.26,0,13.3
"050US48507","48507",,,,14.7
"050US49001","49001",,,,38.3
"050US49003","49003",3,40.76,0.27,33.4
"050US49005","49005",24,12.25,0.92,20.4
"050US49007","49007",5,8.98,1,77.3
"050US49009","49009",,,,36.3
"050US49011","49011",54,9.16,1,29.1
"050US49013","49013",0,133.29,0,42
"050US49015","49015",0,78.51,0,58.5
"050US49017","49017",,,,29
"050US49019","49019",0,126.61,0,39.3
"050US49021","49021",0,64.31,0,35.1
"050US49023","49023",0,58.11,0,38.2
"050US49025","49025",0,140.22,0,43
"050US49027","49027",,,,36.6
"050US49029","49029",0,38.08,0,26.8
"050US49031","49031",,,,33.1
"050US49033","49033",0,126.74,0,29.1
"050US49035","49035",212,9.75,1,43.1
"050US49037","49037",,,,24.2
"050US49039","49039",0,89.63,0,35.6
"050US49041","49041",,,,39.3
"050US49043","49043",2,46.31,0.15,27.7
"050US49045","49045",0,72.89,0,40.6
"050US49047","49047",,,,35.4
"050US49049","49049",123,13.97,0.96,29.6
"050US49051","49051",0,37.45,0,26.3
"050US49053","49053",18,17.38,0.86,33.5
"050US49055","49055",,,,43.4
"050US49057","49057",50,9.56,1,44.9
"050US50001","50001",0,51.37,0,21.6
"050US50003","50003",1,52.51,0.08,32.1
"050US50005","50005",8,23.33,0.8,31.7
"050US50007","50007",32,15.77,0.91,26.5
"050US50009","50009",0,54.99,0,29.5
"050US50011","50011",7,21.23,0.7,31.1
"050US50013","50013",0,34.42,0,26.8
"050US50015","50015",0,53.88,0,26.6
"050US50017","50017",2,38.87,0.2,32.7
"050US50019","50019",8,20.6,0.8,31.1
"050US50021","50021",15,22.87,0.75,41.3
"050US50023","50023",13,25.13,0.68,32.4
"050US50025","50025",7,31.37,0.39,46
"050US50027","50027",5,41.3,0.28,41.5
"050US51001","51001",1,51.03,0.08,27.6
"050US51003","51003",17,21.3,0.77,12.8
"050US51005","51005",0,78.3,0,27.4
"050US51007","51007",0,54.97,0,22.5
"050US51009","51009",8,22.6,0.89,20.8
"050US51011","51011",0,35.21,0,14
"050US51013","51013",59,9.55,1,13.3
"050US51015","51015",11,20.51,0.85,24.7
"050US51017","51017",0,85.52,0,22.8
"050US51019","51019",,,,24.9
"050US51021","51021",0,64.25,0,53.7
"050US51023","51023",5,29.66,0.62,25.2
"050US51025","51025",0,49.85,0,22
"050US51027","51027",1,54.59,0.14,74.2
"050US51029","51029",0,67,0,13.1
"050US51031","51031",8,23.86,0.67,19.6
"050US51033","51033",1,36.43,0.14,32.5
"050US51035","51035",4,25.43,0.57,29.4
"050US51036","51036",0,41.25,0,28
"050US51037","51037",0,76.44,0,26.6
"050US51041","51041",70,14.31,0.99,28.9
"050US51043","51043",2,27.91,0.67,28.4
"050US51045","51045",0,48.01,0,29.3
"050US51047","51047",8,14.4,1,38.6
"050US51049","51049",0,66.82,0,21.4
"050US51051","51051",0,67.24,0,88.8
"050US51053","51053",4,29.03,0.57,22.5
"050US51057","51057",0,59.83,0,24.6
"050US51059","51059",254,16.42,0.98,12.8
"050US51061","51061",4,35.56,0.24,34.1
"050US51063","51063",0,61.15,0,23.2
"050US51065","51065",2,37.6,0.5,16
"050US51067","51067",0,51.75,0,37.9
"050US51069","51069",13,16.93,0.93,33
"050US51071","51071",0,49.87,0,41.7
"050US51073","51073",8,14.44,1,28
"050US51075","51075",1,37.4,0.2,21.9
"050US51077","51077",2,32.14,0.4,20.5
"050US51079","51079",0,43.76,0,19.4
"050US51081","51081",1,32.26,0.33,21.1
"050US51083","51083",0,69.87,0,25
"050US51085","51085",22,17.57,0.96,24.3
"050US51087","51087",64,11.57,1,27.8
"050US51089","51089",1,37.76,0.07,57.3
"050US51091","51091",0,58.77,0,24.8
"050US51093","51093",5,22.34,0.62,21.4
"050US51095","51095",11,19.84,1,17.7
"050US51097","51097",0,41.99,0,33.1
"050US51099","51099",0,38.34,0,34.2
"050US51101","51101",0,43.96,0,32.7
"050US51103","51103",0,67.85,0,24.6
"050US51105","51105",0,78.35,0,46.5
"050US51107","51107",6,37.58,0.09,12.3
"050US51109","51109",0,43.48,0,30
"050US51111","51111",0,81.67,0,16.1
"050US51113","51113",0,38.42,0,27.2
"050US51115","51115",0,44.62,0,25
"050US51117","51117",0,50.07,0,26.4
"050US51119","51119",0,44.93,0,27.6
"050US51121","51121",0,41.36,0,22.5
"050US51125","51125",0,45.17,0,18.7
"050US51127","51127",1,28.84,0.33,24.4
"050US51131","51131",0,61.25,0,23.4
"050US51133","51133",0,88,0,27.5
"050US51135","51135",0,59.03,0,18.9
"050US51137","51137",0,38.14,0,40.2
"050US51139","51139",0,50.32,0,35
"050US51141","51141",0,66.53,0,42.4
"050US51143","51143",3,38.68,0.19,26.1
"050US51145","51145",0,38.51,0,26.6
"050US51147","51147",0,66.24,0,16
"050US51149","51149",6,17.98,0.86,23.3
"050US51153","51153",70,23.26,0.84,19
"050US51155","51155",9,16.81,0.9,59.4
"050US51157","51157",0,52.84,0,39.4
"050US51159","51159",0,71.98,0,26
"050US51161","51161",18,18.23,1,29.4
"050US51163","51163",0,51.76,0,20.5
"050US51165","51165",16,21.37,0.84,14.6
"050US51167","51167",2,44.35,0.29,55.1
"050US51169","51169",1,43.48,0.17,35.3
"050US51171","51171",2,47.75,0.22,29.7
"050US51173","51173",0,69.81,0,35.5
"050US51175","51175",1,38.11,0.2,18.4
"050US51177","51177",21,24.65,0.7,30.5
"050US51179","51179",13,28.31,0.48,23.5
"050US51181","51181",0,52.51,0,22.9
"050US51183","51183",4,27.96,0.8,20.3
"050US51185","51185",4,30.76,0.36,74.3
"050US51187","51187",3,33.38,0.38,46.2
"050US51191","51191",0,55.58,0,31.2
"050US51193","51193",0,68.07,0,37.8
"050US51195","51195",0,66.74,0,74
"050US51197","51197",0,41.62,0,40.7
"050US51199","51199",15,14.46,1,17.2
"050US51510","51510",38,7.46,1,17.7
"050US51520","51520",0,37.47,0,42.2
"050US51530","51530",0,51.88,0,18.5
"050US51540","51540",12,9.77,1,18.6
"050US51550","51550",41,9.63,1,26.5
"050US51570","51570",5,13.52,1,41.5
"050US51580","51580",0,80,0,34.1
"050US51590","51590",15,24.73,0.94,32.4
"050US51595","51595",2,29.24,1,25
"050US51600","51600",5,13.7,1,27.4
"050US51610","51610",3,11.83,1,21.6
"050US51620","51620",2,16.1,1,24.4
"050US51630","51630",6,10.59,1,40.1
"050US51640","51640",2,0,1,29.1
"050US51650","51650",34,14.06,1,28.5
"050US51660","51660",11,5.43,1,16.2
"050US51670","51670",7,20.55,1,51.1
"050US51678","51678",0,47.25,0,14
"050US51680","51680",19,10.79,1,21
"050US51683","51683",7,6.9,1,32.6
"050US51685","51685",2,8.92,1,17.8
"050US51690","51690",4,28.11,0.8,53.9
"050US51700","51700",44,8.6,1,29.1
"050US51710","51710",81,6.82,1,33.4
"050US51720","51720",0,66.26,0,52.1
"050US51730","51730",11,8.41,1,57.6
"050US51735","51735",4,21.43,1,26.8
"050US51740","51740",31,5.65,1,44.4
"050US51750","51750",3,27.62,1,24.9
"050US51760","51760",66,5.91,1,53.9
"050US51770","51770",23,11.59,1,55.7
"050US51775","51775",5,13.21,1,40.5
"050US51790","51790",6,5.16,1,29.7
"050US51800","51800",28,14.86,1,20.5
"050US51810","51810",99,10.98,0.99,24.7
"050US51820","51820",5,13.15,1,31.1
"050US51830","51830",3,14.72,1,25.2
"050US51840","51840",5,9.35,1,45.1
"050US53001","53001",0,78.6,0,12.9
"050US53003","53003",,,,33.2
"050US53005","53005",34,15.7,0.92,25.6
"050US53007","53007",,,,27.3
"050US53009","53009",14,31.73,0.64,48
"050US53011","53011",99,14.23,0.95,28.5
"050US53013","53013",0,108.1,0,22.5
"050US53015","53015",22,12.96,0.92,42.3
"050US53017","53017",,,,24.5
"050US53019","53019",,,,39.1
"050US53021","53021",11,23.96,0.85,17.1
"050US53023","53023",0,154.78,0,24.2
"050US53025","53025",,,,28.2
"050US53027","53027",8,27.72,0.47,46.8
"050US53029","53029",0,47.46,0,23.7
"050US53031","53031",0,84.73,0,37.4
"050US53033","53033",381,13.18,0.96,30
"050US53035","53035",37,22.14,0.67,26.4
"050US53037","53037",0,58.91,0,19.2
"050US53039","53039",0,95.96,0,25.1
"050US53041","53041",0,50.94,0,35.4
"050US53043","53043",0,79.97,0,27
"050US53045","53045",1,48.3,0.07,39.4
"050US53047","53047",,,,33.1
"050US53049","53049",0,71.08,0,40.7
"050US53051","53051",0,85.08,0,37
"050US53053","53053",151,16.44,0.88,33.7
"050US53055","53055",0,88.08,0,24.6
"050US53057","53057",9,34.28,0.3,35
"050US53059","53059",0,77.24,0,28.4
"050US53061","53061",138,15.97,0.91,36.8
"050US53063","53063",96,14.62,0.91,38.6
"050US53065","53065",,,,30.9
"050US53067","53067",45,16.66,0.9,26.9
"050US53069","53069",0,56.06,0,31
"050US53071","53071",0,62.59,0,28.6
"050US53073","53073",,,,21.6
"050US53075","53075",,,,13.8
"050US53077","53077",32,20.39,0.71,25.4
"050US54001","54001",0,50.6,0,33.9
"050US54003","54003",14,14.99,1,79.4
"050US54005","54005",0,69.11,0,126.6
"050US54007","54007",0,80.06,0,45.2
"050US54009","54009",4,27.19,0.67,68.9
"050US54011","54011",25,13.24,0.86,126.4
"050US54013","54013",0,82.58,0,29.9
"050US54015","54015",0,74.68,0,53.5
"050US54017","54017",1,28.69,0.5,31.9
"050US54019","54019",1,47.09,0.08,82.5
"050US54021","54021",0,79.99,0,21.6
"050US54023","54023",0,82.38,0,31.7
"050US54025","54025",0,58,0,59.4
"050US54027","54027",0,58.88,0,70.6
"050US54029","54029",4,31.53,0.5,78.6
"050US54031","54031",0,89.57,0,34.8
"050US54033","54033",21,16.28,0.95,54.8
"050US54035","54035",0,56.75,0,39.1
"050US54037","54037",9,29.2,0.6,57.6
"050US54039","54039",22,34.29,0.42,89.1
"050US54041","54041",0,39.65,0,35.1
"050US54043","54043",0,57.5,0,93.3
"050US54045","54045",0,53.69,0,130.6
"050US54047","54047",0,77.28,0,164.6
"050US54049","54049",9,32.05,0.5,40.7
"050US54051","54051",5,29.84,0.56,41.1
"050US54053","54053",0,55.87,0,75.8
"050US54055","54055",0,52.23,0,110.1
"050US54057","54057",4,30.31,0.57,42
"050US54059","54059",4,26.77,0.57,116.8
"050US54061","54061",23,12.9,0.96,33.6
"050US54063","54063",0,84.73,0,59.4
"050US54065","54065",0,51.48,0,66.7
"050US54067","54067",0,85.72,0,57
"050US54069","54069",18,17.45,1,53.6
"050US54071","54071",0,72.02,0,26.7
"050US54073","54073",0,50.28,0,29.6
"050US54075","54075",0,109.64,0,53.8
"050US54077","54077",1,44.44,0.12,33.7
"050US54079","54079",0,49.08,0,51.3
"050US54081","54081",14,23.99,0.82,117.2
"050US54083","54083",0,86.09,0,32.5
"050US54085","54085",0,53.68,0,28.6
"050US54087","54087",0,68.85,0,40
"050US54089","54089",1,38,0.25,91.6
"050US54091","54091",0,39.51,0,37.7
"050US54093","54093",0,99.37,0,22.4
"050US54095","54095",0,67.66,0,31.9
"050US54097","54097",0,52.39,0,27.1
"050US54099","54099",6,26.38,0.55,98.1
"050US54101","54101",0,125.3,0,57.2
"050US54103","54103",0,73.68,0,37.9
"050US54105","54105",0,48.89,0,38.5
"050US54107","54107",24,22.97,0.92,48
"050US54109","54109",0,69.27,0,149.7
"050US55001","55001",0,93.92,0,37.6
"050US55003","55003",,,,34.6
"050US55005","55005",0,72.73,0,14.2
"050US55007","55007",0,102.02,0,18.3
"050US55009","55009",52,13.68,0.96,22.4
"050US55011","55011",0,61.93,0,13.2
"050US55013","55013",0,104.45,0,21.6
"050US55015","55015",6,25.99,0.55,14
"050US55017","55017",6,31.7,0.55,19.1
"050US55019","55019",0,69,0,10.4
"050US55021","55021",0,42.85,0,35.7
"050US55023","55023",0,81.28,0,19.3
"050US55025","55025",100,13.24,0.93,31.1
"050US55027","55027",1,45.48,0.05,31.8
"050US55029","55029",0,81.66,0,15.2
"050US55031","55031",10,23.09,0.77,24.6
"050US55033","55033",1,43.56,0.12,13.2
"050US55035","55035",19,11.54,0.95,18.9
"050US55037","55037",,,,30.2
"050US55039","55039",16,14.2,0.8,23.4
"050US55041","55041",0,124.15,0,38.2
"050US55043","55043",1,64.33,0.08,14.2
"050US55045","55045",0,49.73,0,20.9
"050US55047","55047",0,48.84,0,22.1
"050US55049","55049",0,63.53,0,19
"050US55051","55051",,,,22.7
"050US55053","55053",0,58.53,0,24.7
"050US55055","55055",1,40.63,0.05,24
"050US55057","55057",0,83.98,0,26
"050US55059","55059",35,20.17,0.97,44.8
"050US55061","55061",0,51.52,0,14.7
"050US55063","55063",24,11.67,0.96,25.9
"050US55065","55065",0,52.79,0,11.5
"050US55067","55067",0,68.22,0,24.3
"050US55069","55069",2,43.97,0.2,19.4
"050US55071","55071",1,41.48,0.05,27.3
"050US55073","55073",20,21.32,0.74,15.1
"050US55075","55075",,,,21.8
"050US55077","55077",0,69.68,0,35.6
"050US55078","55078",0,58.81,0,42.8
"050US55079","55079",298,7.38,1,56.9
"050US55081","55081",0,47.83,0,24.8
"050US55083","55083",2,51.56,0.18,14.4
"050US55085","55085",0,90.46,0,19.5
"050US55087","55087",39,13.52,0.98,16.4
"050US55089","55089",12,26.76,0.63,17.6
"050US55091","55091",0,60.05,0,12.6
"050US55093","55093",0,49.16,0,14.7
"050US55095","55095",0,77.28,0,12.3
"050US55097","55097",0,52.74,0,17.2
"050US55099","55099",,,,17
"050US55101","55101",39,17.23,0.87,32.2
"050US55103","55103",0,96.44,0,22.7
"050US55105","55105",33,18.54,0.87,40.1
"050US55107","55107",0,89.59,0,19.9
"050US55109","55109",4,35.63,0.29,13.2
"050US55111","55111",0,62.21,0,34.3
"050US55113","55113",,,,38.3
"050US55115","55115",0,49.04,0,17.8
"050US55117","55117",24,14.81,0.89,25.8
"050US55119","55119",0,80.82,0,9.7
"050US55121","55121",1,45.57,0.12,13.1
"050US55123","55123",0,54.73,0,15.1
"050US55125","55125",,,,33.3
"050US55127","55127",2,38.34,0.09,29.6
"050US55129","55129",0,94.88,0,19.1
"050US55131","55131",5,39.28,0.18,24.8
"050US55133","55133",85,15.22,0.99,26.2
"050US55135","55135",0,55.48,0,16.3
"050US55137","55137",0,58.06,0,15.4
"050US55139","55139",41,13.51,1,27.4
"050US55141","55141",0,71.74,0,20.1
"050US56001","56001",0,99.23,0,20.9
"050US56003","56003",,,,29.6
"050US56005","56005",,,,21.5
"050US56007","56007",,,,37
"050US56009","56009",,,,20.7
"050US56011","56011",,,,13.9
"050US56013","56013",,,,39.3
"050US56015","56015",,,,16.7
"050US56017","56017",,,,24.4
"050US56019","56019",,,,20.8
"050US56021","56021",0,58.25,0,29.7
"050US56023","56023",,,,27.5
"050US56025","56025",,,,31.2
"050US56027","56027",,,,18
"050US56029","56029",,,,24.5
"050US56031","56031",,,,24.1
"050US56033","56033",,,,17.2
"050US56035","56035",,,,16.2
"050US56037","56037",,,,33.8
"050US56039","56039",,,,15.2
"050US56041","56041",,,,38.6
"050US56043","56043",,,,25.1
"050US56045","56045",,,,16.4
"050US72001","72001",,,,
"050US72003","72003",,,,
"050US72005","72005",,,,
"050US72007","72007",,,,
"050US72009","72009",,,,
"050US72011","72011",,,,
"050US72013","72013",,,,
"050US72015","72015",,,,
"050US72017","72017",,,,
"050US72019","72019",,,,
"050US72021","72021",,,,
"050US72023","72023",,,,
"050US72025","72025",,,,
"050US72027","72027",,,,
"050US72029","72029",,,,
"050US72031","72031",,,,
"050US72033","72033",,,,
"050US72035","72035",,,,
"050US72037","72037",,,,
"050US72039","72039",,,,
"050US72041","72041",,,,
"050US72043","72043",,,,
"050US72045","72045",,,,
"050US72047","72047",,,,
"050US72049","72049",,,,
"050US72051","72051",,,,
"050US72053","72053",,,,
"050US72054","72054",,,,
"050US72055","72055",,,,
"050US72057","72057",,,,
"050US72059","72059",,,,
"050US72061","72061",,,,
"050US72063","72063",,,,
"050US72065","72065",,,,
"050US72067","72067",,,,
"050US72069","72069",,,,
"050US72071","72071",,,,
"050US72073","72073",,,,
"050US72075","72075",,,,
"050US72077","72077",,,,
"050US72079","72079",,,,
"050US72081","72081",,,,
"050US72083","72083",,,,
"050US72085","72085",,,,
"050US72087","72087",,,,
"050US72089","72089",,,,
