HEROP_ID,FIPS,DmyBlckBlt,TotPop,TotUnits,Age15_44,Ovr65P,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,DisbP,PovP,UnempP,VacantP,Ovr16P,Ovr18P,Ovr21P,Age15_44P,WhiteE,BlackE,MaleP,FemP,SRatio,SRatio18,SRatio65,HisE,HisP,AmIndE,AsianE,PacIsE,EduHsP,EduNoHsP,BachelorsP,GradSclP,SomeCollegeP,ChildrenP,Ovr16,Ovr18,Ovr21,Ovr65
050US02105,2105,0,2574,1579,1084,7.33,58.15,0.15,2.82,35.01,0.38,0.15,6.32,24,12.8,15.7,35.06,77.1,73.22,69.76,42.11,1496.75552968568,3.74563445867288,53.78,46.22,116.37,120.7,113.56,72.6653084982538,2.82,901.199650756694,9.73864959254948,3.74563445867288,30.49,15.62,16.23,5.37,21.78,26.78,1984.43713620489,1884.80325960419,1795.65715948778,188.779976717113
050US02110,2110,0,30711,12282,14074,6.08,74.79,0.81,3.39,11.38,4.68,0.38,8.34,23,5.97,5.35,6.02,75.82,72.59,68.88,45.83,22969.0,248.0,50.37,49.63,101.49,100.22,79.1,1040.0,3.39,3496.0,1438.0,116.0,21.96,6.83,23.04,12.98,27.25,27.41,23285.0,22294.0,21153.0,1868.0
050US02122,2122,0,49691,24871,20994,7.34,86.21,0.46,2.19,7.47,0.97,0.17,4.89,29,10.04,11.44,25.87,73.9,70.1,66.59,42.25,42841.0,229.0,52.03,47.97,108.45,109.92,93.68,1087.0,2.19,3713.0,480.0,86.0,31.83,11.49,13.55,6.72,26.45,29.9,36722.0,34832.0,33091.0,3649.0
050US02130,2130,0,14199,6221,6205,7.86,74.15,0.49,2.64,15.2,4.25,0.16,5.9,31,6.51,7.65,13.18,75.06,71.8,68.16,43.7,10528.5299381712,70.1889033517735,51.13,48.87,104.61,105.44,85.72,374.245850959974,2.64,2158.89147412952,603.46176374878,22.0629677839245,29.8,10.41,14.28,5.82,27.03,28.2,10658.1998047511,10195.0574357306,9678.46078750407,1116.34624145786
050US02150,2150,0,13913,5159,6568,4.84,59.69,0.96,6.1,14.58,16.04,0.79,8.73,19,6.56,5.18,14.25,70.78,67.56,63.98,47.21,8304.0,134.0,52.91,47.09,112.38,117.42,112.3,848.0,6.1,2028.0,2232.0,110.0,31.32,14.58,13.2,5.55,25.87,32.44,9848.0,9399.0,8901.0,673.0
050US02164,2164,0,1823,1557,793,5.43,18.76,0.05,1.15,73.51,0.22,0.16,7.46,29,18.9,14.31,62.24,67.14,62.21,57.21,43.5,342.0,1.0,53.15,46.85,113.47,124.11,135.71,21.0,1.15,1340.0,4.0,3.0,39.25,27.83,8.87,3.57,13.46,37.79,1224.0,1134.0,1043.0,99.0
050US02170,2170,0,59322,27329,26581,5.9,87.55,0.69,2.5,5.5,0.7,0.12,5.55,30,11.01,10.3,24.78,71.88,67.79,63.95,44.81,51938.0,411.0,51.97,48.03,108.21,108.1,99.66,1485.0,2.5,3264.0,414.0,74.0,31.33,11.85,12.42,5.84,28.15,32.21,42638.0,40212.0,37938.0,3500.0
050US02180,2180,0,9196,3649,4105,5.87,19.32,0.38,1.0,75.2,0.67,0.02,4.43,27,17.43,16.37,26.2,66.99,62.85,58.78,44.64,1777.0,35.0,54.03,45.97,117.55,122.74,94.95,92.0,1.0,6915.0,62.0,2.0,38.06,25.2,9.85,4.88,15.2,37.15,6160.0,5780.0,5405.0,540.0
050US02185,2185,0,7385,2538,3391,4.17,17.09,0.72,2.37,68.38,5.92,0.84,7.89,20,9.06,14.94,16.9,65.89,61.83,57.26,45.92,1262.0,53.0,52.95,47.05,112.52,113.86,78.03,175.0,2.37,5050.0,437.0,62.0,35.05,22.59,11.13,5.87,17.69,38.17,4866.0,4566.0,4229.0,308.0
050US02188,2188,0,7208,2540,3223,4.98,12.32,0.21,0.79,82.46,0.89,0.06,4.12,18,17.37,15.55,29.92,62.92,58.52,53.84,44.71,888.0,15.0,53.37,46.63,114.46,120.72,87.96,57.0,0.79,5944.0,64.0,4.0,40.42,27.96,7.98,4.72,13.04,41.48,4535.0,4218.0,3881.0,359.0
050US02195,2195,0,4260,2086,1712,9.49,73.04,0.22,1.97,16.07,1.62,0.13,9.05,27,7.9,10.96,21.22,73.94,70.3,67.77,40.19,3111.50807899461,9.56014362657092,52.02,47.98,108.42,107.83,92.12,84.1292639138241,1.97,684.506283662478,68.8330341113106,5.73608617594255,36.45,14.18,11.72,4.57,23.08,29.7,3149.7486535009,2994.87432675045,2887.16337522442,404.075403949731
050US02198,2198,0,6017,3036,2628,5.69,53.12,0.15,1.74,38.68,0.36,0.05,7.7,23,12.05,14.99,25.96,73.02,69.04,65.47,43.68,3196.47006182883,8.81109664822649,54.51,45.49,119.81,125.57,136.49,104.754149040026,1.74,2327.10852587048,21.5382362512203,2.9370322160755,41.11,15.93,9.8,4.37,21.28,30.96,4393.80019524894,4153.94256426944,3939.53921249593,342.653758542141
050US02220,2220,0,8835,3650,3994,8.42,68.5,0.32,3.28,18.57,3.79,0.35,8.82,27,7.81,7.78,10.19,76.21,72.85,68.62,45.21,6052.0,28.0,50.99,49.01,104.04,104.77,83.25,290.0,3.28,1641.0,335.0,31.0,25.27,9.4,21.11,8.43,27.26,27.15,6733.0,6436.0,6063.0,744.0
050US02230,2230,0,862,529,363,7.33,58.15,0.15,2.82,35.01,0.38,0.15,6.32,24,12.8,15.7,35.06,77.1,73.22,69.76,42.11,501.244470314319,1.25436554132712,53.78,46.22,116.37,120.7,113.56,24.3346915017462,2.82,301.800349243306,3.26135040745052,1.25436554132712,30.49,15.62,16.23,5.37,21.78,26.77,664.562863795111,631.196740395809,601.342840512224,63.2200232828871
050US02240,2240,0,6174,3225,2579,6.07,78.99,1.98,2.7,12.71,0.68,0.15,5.64,24,18.86,17.68,34.95,71.17,67.22,63.57,41.77,4877.0,122.0,51.73,48.27,107.18,108.65,103.8,167.0,2.7,785.0,42.0,9.0,35.09,13.19,12.92,5.31,25.62,32.78,4394.0,4150.0,3925.0,375.0
050US02261,2261,0,10195,5148,4409,6.02,75.9,0.32,2.81,13.25,3.55,0.26,6.97,21,9.84,9.6,24.55,73.87,70.39,66.93,43.25,7738.0,33.0,53.24,46.76,113.87,115.88,109.56,286.0,2.81,1351.0,362.0,27.0,29.93,11.46,15.4,5.82,28.12,29.61,7531.0,7176.0,6824.0,614.0
050US02275,2275,0,2424,1214,974,9.49,73.04,0.22,1.97,16.07,1.62,0.13,9.05,27,7.95,11.01,21.28,73.94,70.3,67.77,40.18,1770.49192100539,5.43985637342908,52.02,47.98,108.42,107.83,92.12,47.8707360861759,1.97,389.493716337522,39.1669658886894,3.26391382405745,36.45,14.18,11.72,4.57,23.08,29.7,1792.2513464991,1704.12567324955,1642.83662477558,229.924596050269
050US02282,2282,0,808,499,349,5.32,50.37,0.12,0.74,39.6,1.24,0.74,8.66,15,13.54,7.76,46.89,75.0,71.91,69.31,43.19,407.0,1.0,59.28,40.72,145.59,161.71,126.32,6.0,0.74,320.0,10.0,6.0,33.33,15.71,11.3,6.32,23.37,28.09,606.0,581.0,560.0,43.0
050US02290,2290,0,6551,3917,2767,7.3,24.27,0.09,1.19,70.89,0.37,0.05,4.38,24,23.83,19.92,41.05,69.49,64.98,60.63,42.24,1590.0,6.0,54.25,45.75,118.59,122.65,108.73,78.0,1.19,4644.0,24.0,3.0,39.36,25.68,9.98,4.26,15.89,35.02,4552.0,4257.0,3972.0,478.0
050US04001,4001,0,69423,31621,28591,8.27,19.5,0.25,4.49,76.88,0.13,0.06,3.24,46,37.82,21.84,36.84,65.8,61.5,56.78,41.18,13536.0,173.0,49.56,50.44,98.24,94.55,82.78,3119.0,4.49,53375.0,93.0,39.0,24.87,36.35,7.29,4.06,20.89,38.5,45680.0,42692.0,39415.0,5741.0
050US04003,4003,0,117755,51126,46996,14.75,76.66,4.52,30.69,1.15,1.65,0.26,16.03,37,17.67,6.73,14.15,76.76,73.68,69.14,39.91,90269.0,5321.0,50.41,49.59,101.64,101.19,89.14,36134.0,30.69,1350.0,1942.0,301.0,24.64,20.54,12.39,6.41,27.16,26.32,90385.0,86756.0,81413.0,17365.0
050US04005,4005,0,116320,53443,56617,7.0,63.09,1.04,10.94,28.51,0.78,0.09,6.58,28,18.23,6.94,24.32,74.62,71.26,65.09,48.67,73381.0,1215.0,49.91,50.09,99.66,97.15,84.69,12727.0,10.94,33161.0,910.0,108.0,21.64,16.22,18.67,11.28,24.33,28.74,86801.0,82895.0,75707.0,8143.0
050US04007,4007,0,51335,28189,16960,19.79,77.82,0.38,16.65,12.92,0.43,0.05,8.45,44,17.41,9.66,28.55,77.77,74.89,71.68,33.04,39951.0,197.0,49.18,50.82,96.79,94.23,85.32,8546.0,16.65,6630.0,220.0,28.0,28.7,21.78,8.45,5.4,25.67,25.11,39921.0,38445.0,36795.0,10159.0
050US04009,4009,0,33489,11430,14918,11.9,67.11,1.87,27.04,14.95,0.56,0.04,15.52,33,22.99,11.59,11.5,73.41,69.91,63.59,44.55,22473.0,625.0,52.94,47.06,112.48,115.1,78.54,9054.0,27.04,5005.0,188.0,13.0,30.11,24.42,6.39,5.44,24.27,30.09,24585.0,23412.0,21294.0,3985.0
050US04011,4011,0,8547,3744,3555,9.93,74.17,0.51,43.07,1.66,0.15,0.04,23.51,36,9.94,6.33,16.75,72.1,68.27,64.56,41.59,6339.0,44.0,52.21,47.79,109.23,108.02,85.37,3681.0,43.07,142.0,13.0,3.0,35.11,17.51,7.14,5.05,22.41,31.73,6162.0,5835.0,5518.0,849.0
050US04012,4012,0,19715,15133,6045,25.81,74.15,0.79,22.42,12.53,0.41,0.1,12.13,47,19.59,8.01,44.74,81.68,78.9,75.96,30.66,14619.0,155.0,51.35,48.65,105.54,105.09,110.25,4420.0,22.42,2470.0,80.0,19.0,33.91,30.72,5.46,3.23,19.24,21.1,16104.0,15556.0,14975.0,5088.0
050US04013,4013,0,3072149,1250231,1403352,11.68,77.35,3.73,24.85,1.85,2.16,0.14,14.91,31,11.75,4.73,9.39,75.77,73.05,68.69,45.68,2376359.0,114551.0,50.01,49.99,100.05,98.12,75.53,763341.0,24.85,56706.0,66445.0,4406.0,23.07,17.5,17.17,8.71,24.95,26.95,2327859.0,2244146.0,2110157.0,358979.0
050US04015,4015,0,155032,80062,51936,20.47,90.06,0.54,11.08,2.41,0.77,0.11,6.23,46,13.88,6.97,21.55,79.33,76.79,73.75,33.5,143573.752293451,1334.89470222022,49.77,50.23,99.08,96.95,95.16,18396.2688954872,11.46,3776.78542483636,1477.55587109717,193.768898031277,34.71,22.43,6.52,3.65,22.35,23.13,127369.293478901,123287.287389198,118406.160318078,32318.365775405
050US04017,4017,0,97470,47413,39309,10.01,45.91,0.88,8.22,47.74,0.33,0.05,5.14,41,29.5,12.3,36.64,68.61,64.58,60.21,40.33,44752.0,857.0,49.68,50.32,98.74,97.18,86.93,8011.0,8.22,46532.0,322.0,46.0,27.73,28.82,7.41,4.87,21.74,35.42,66872.0,62943.0,58690.0,9758.0
050US04019,4019,0,843746,366737,365919,14.16,75.07,3.03,29.34,3.22,2.04,0.13,16.64,36,14.66,5.34,9.38,78.07,75.36,70.35,43.37,633387.0,25594.0,48.9,51.1,95.68,92.7,75.88,247578.0,29.34,27178.0,17213.0,1088.0,23.31,16.57,15.88,10.87,25.24,24.64,658702.0,635850.0,593560.0,119487.0
050US04021,4021,0,179727,81154,72113,16.23,70.42,2.76,29.86,7.81,0.6,0.08,18.41,37,16.91,8.1,24.39,77.61,74.89,71.01,40.12,128747.279152802,5063.48472063041,53.27,46.73,113.99,116.68,94.6,54373.9254404653,29.78,14086.2179340911,1147.18612899309,150.057281726895,30.33,27.15,7.67,4.44,21.01,25.08,141689.617744777,136712.53031282,129628.146036537,29501.5671668269
050US04023,4023,0,38381,13036,15464,10.72,76.0,0.38,80.78,0.65,0.52,0.09,22.45,31,24.48,7.73,9.41,69.8,66.36,62.3,40.29,29168.0,145.0,47.84,52.16,91.73,86.2,78.48,31005.0,80.78,251.0,201.0,33.0,22.83,39.34,8.95,6.21,16.72,33.64,26791.0,25468.0,23913.0,4114.0
050US04025,4025,0,167517,81730,56000,21.98,91.89,0.39,9.78,1.6,0.51,0.08,5.61,38,11.95,5.04,14.14,81.49,78.87,75.31,33.43,153933.0,655.0,49.02,50.98,96.16,93.53,87.71,16376.0,9.78,2686.0,851.0,138.0,28.18,15.28,13.05,8.08,26.28,21.13,136515.0,132114.0,126162.0,36816.0
050US04027,4027,0,160026,74140,64276,16.53,68.28,2.22,50.47,1.64,0.93,0.12,26.93,34,19.23,12.14,27.37,74.04,71.09,66.55,40.17,109269.0,3550.0,50.49,49.51,101.98,101.1,96.85,80772.0,50.47,2626.0,1486.0,197.0,25.73,34.19,7.18,4.66,19.6,28.91,118485.0,113755.0,106498.0,26456.0
050US05001,5001,1,20749,9672,8051,16.19,75.19,23.36,0.76,0.21,0.36,0.0,0.87,50,17.79,6.2,12.56,78.16,75.18,71.56,38.8,15602.0,4848.0,47.62,52.38,90.92,86.01,64.22,157.0,0.76,44.0,74.0,1.0,39.8,27.58,8.47,3.72,13.46,24.82,16217.0,15599.0,14847.0,3360.0
050US05003,5003,0,24209,10615,9769,13.8,69.78,27.1,3.21,0.21,0.18,0.05,2.74,47,17.49,6.87,11.6,76.46,73.19,69.48,40.35,16892.0,6561.0,48.28,51.72,93.33,90.6,68.02,776.0,3.21,50.0,43.0,11.0,43.24,27.51,7.05,3.01,13.82,26.81,18510.0,17718.0,16820.0,3342.0
050US05005,5005,0,38386,19891,11711,26.79,97.81,0.11,1.0,0.52,0.34,0.02,1.21,48,11.15,4.01,14.27,83.43,81.03,78.23,30.51,37547.0,43.0,48.0,52.0,92.3,89.1,84.83,385.0,1.0,201.0,131.0,9.0,37.53,22.46,8.59,4.19,18.87,18.97,32025.0,31105.0,30029.0,10282.0
050US05007,5007,0,153406,64281,64729,14.32,90.87,0.41,8.78,1.65,1.09,0.08,5.98,34,10.07,3.35,9.44,76.25,73.39,69.52,42.19,139399.0,629.0,49.34,50.66,97.38,94.85,81.51,13469.0,8.78,2531.0,1673.0,130.0,32.83,19.58,14.52,5.8,19.45,26.61,116970.0,112585.0,106655.0,21973.0
050US05009,5009,0,33948,15426,13233,16.67,97.6,0.11,1.06,0.71,0.32,0.02,1.26,45,14.78,5.02,10.21,78.87,76.07,72.27,38.98,33132.0,39.0,48.22,51.78,93.14,89.74,72.32,360.0,1.06,240.0,108.0,8.0,35.0,23.16,8.73,3.94,19.99,23.93,26775.0,25825.0,24535.0,5659.0
050US05011,5011,0,12600,5930,5097,17.48,63.36,28.63,8.25,0.24,0.06,0.01,7.71,50,26.3,10.82,18.48,79.33,76.44,72.21,40.45,7983.0,3607.0,49.43,50.57,97.74,95.77,64.82,1040.0,8.25,30.0,8.0,1.0,36.83,33.39,7.72,4.21,12.57,23.56,9996.0,9632.0,9098.0,2202.0
050US05013,5013,0,5744,3012,2294,15.96,74.51,23.38,1.5,0.21,0.03,0.0,1.86,52,16.54,5.35,23.07,78.59,75.37,72.13,39.94,4280.0,1343.0,48.1,51.9,92.69,88.3,66.42,86.0,1.5,12.0,2.0,0.0,43.55,31.26,4.81,2.48,12.14,24.63,4514.0,4329.0,4143.0,917.0
050US05015,5015,0,25357,11828,9764,15.83,93.63,0.11,9.74,0.88,0.41,0.08,4.98,41,15.49,5.48,13.86,78.87,76.02,72.19,38.51,23741.0,27.0,49.34,50.66,97.39,95.35,77.1,2471.0,9.74,222.0,105.0,20.0,34.03,28.23,9.23,4.6,16.99,23.98,19999.0,19277.0,18306.0,4013.0
050US05017,5017,1,14117,5974,5686,15.4,43.24,53.96,2.88,0.13,0.4,0.02,2.28,59,28.63,10.16,12.87,76.14,72.54,68.56,40.28,6104.0,7617.0,48.49,51.51,94.15,89.89,67.36,407.0,2.88,18.0,56.0,3.0,35.27,35.78,8.82,2.86,12.98,27.46,10749.0,10241.0,9679.0,2174.0
050US05019,5019,0,23546,10166,11225,14.58,74.28,22.02,2.4,0.46,0.62,0.04,2.62,45,19.12,4.7,12.34,80.76,78.32,68.04,47.67,17491.0,5186.0,48.1,51.9,92.68,88.92,66.09,566.0,2.4,108.0,145.0,10.0,32.38,24.73,11.24,8.58,17.07,21.68,19016.0,18442.0,16021.0,3433.0
050US05021,5021,0,17609,8498,6493,19.35,98.08,0.19,0.8,0.69,0.08,0.0,0.97,55,17.52,5.61,12.72,79.54,76.9,73.2,36.87,17271.0,33.0,48.33,51.67,93.55,88.28,67.39,140.0,0.8,121.0,14.0,0.0,37.81,39.39,5.02,2.37,10.32,23.1,14006.0,13541.0,12889.0,3408.0
050US05023,5023,0,24046,13732,8318,21.09,98.2,0.12,1.17,0.47,0.15,0.02,1.06,48,13.11,4.86,25.79,81.27,78.7,75.64,34.59,23613.0,29.0,48.42,51.58,93.89,92.45,83.87,282.0,1.17,113.0,35.0,6.0,36.36,25.22,8.98,4.9,17.78,21.3,19542.0,18924.0,18188.0,5071.0
050US05025,5025,0,8571,3834,3468,13.56,84.79,13.22,1.62,0.32,0.14,0.04,1.54,45,15.19,5.53,14.63,76.83,73.84,70.17,40.46,7267.0,1133.0,48.83,51.17,95.42,93.19,79.04,139.0,1.62,27.0,12.0,3.0,43.36,26.93,7.69,2.3,13.01,26.16,6585.0,6329.0,6014.0,1162.0
050US05027,5027,0,25603,11566,10870,15.91,62.08,36.06,1.05,0.26,0.34,0.03,1.26,43,21.12,7.64,13.7,78.31,74.92,68.55,42.46,15894.0,9232.0,47.63,52.37,90.94,86.7,62.59,269.0,1.05,67.0,88.0,7.0,35.8,25.94,11.87,4.93,15.86,25.08,20050.0,19183.0,17550.0,4073.0
050US05029,5029,0,20336,9028,8084,16.13,84.27,13.05,1.77,0.5,0.23,0.03,1.95,55,16.14,6.55,11.75,77.69,74.58,70.68,39.75,17137.0,2654.0,48.55,51.45,94.36,91.5,70.04,359.0,1.77,101.0,47.0,7.0,41.39,26.83,6.97,4.57,14.16,25.42,15799.0,15167.0,14373.0,3280.0
050US05031,5031,0,82148,35133,38272,11.76,89.27,7.78,2.12,0.33,0.6,0.02,2.01,40,15.4,5.7,8.06,78.47,75.89,69.49,46.59,73332.0,6395.0,48.41,51.59,93.85,90.51,64.12,1739.0,2.12,273.0,495.0,19.0,32.76,22.7,13.32,7.62,17.41,24.11,64459.0,62339.0,57088.0,9662.0
050US05033,5033,0,53247,21315,22598,11.27,92.19,0.87,3.27,2.01,1.19,0.02,3.74,47,14.21,6.07,7.57,74.97,71.77,67.95,42.44,49087.0,465.0,49.42,50.58,97.71,94.17,77.21,1743.0,3.27,1069.0,634.0,11.0,35.99,28.51,6.47,3.23,17.46,28.23,39917.0,38215.0,36182.0,6002.0
050US05035,5035,1,50866,20507,22159,9.94,50.91,47.05,1.42,0.24,0.47,0.02,1.32,43,25.33,6.92,9.93,72.31,68.87,64.73,43.56,25896.0,23934.0,47.65,52.35,91.01,84.95,63.58,720.0,1.42,124.0,240.0,11.0,33.14,30.83,8.98,3.79,16.3,31.13,36780.0,35032.0,32928.0,5058.0
050US05037,5037,0,19526,8030,8007,13.66,74.8,23.7,0.93,0.23,0.31,0.01,0.96,51,19.9,7.63,7.96,75.6,72.17,68.19,41.01,14606.0,4628.0,48.45,51.55,94.0,89.42,68.01,181.0,0.93,44.0,61.0,1.0,38.17,31.66,6.3,3.57,14.04,27.83,14761.0,14091.0,13315.0,2668.0
050US05039,5039,0,9210,4401,3496,16.98,56.96,40.98,1.92,0.24,0.23,0.0,1.6,53,18.91,7.43,20.04,77.25,73.83,69.69,37.96,5246.0,3774.0,48.53,51.47,94.3,91.87,68.53,177.0,1.92,22.0,21.0,0.0,41.14,33.16,7.85,1.77,11.34,26.17,7115.0,6800.0,6418.0,1564.0
050US05041,5041,1,15341,6663,6125,14.16,50.5,46.33,3.16,0.35,0.3,0.03,2.52,53,28.89,8.78,11.12,74.68,71.14,66.62,39.93,7747.0,7107.0,46.69,53.31,87.59,82.86,64.25,485.0,3.16,54.0,46.0,4.0,35.96,35.0,8.46,2.61,12.17,28.86,11457.0,10913.0,10220.0,2173.0
050US05043,5043,0,18723,8287,8367,12.83,70.3,27.16,1.76,0.25,0.42,0.02,1.87,45,18.19,8.9,11.46,77.42,74.19,68.09,44.69,13162.0,5085.0,48.49,51.51,94.12,91.47,68.44,329.0,1.76,47.0,79.0,3.0,34.33,26.95,12.43,4.83,15.42,25.81,14496.0,13891.0,12748.0,2402.0
050US05045,5045,0,86014,34546,42801,9.49,88.33,8.48,1.75,0.52,0.72,0.03,1.95,36,12.55,6.75,7.71,77.28,74.42,66.99,49.76,75973.0,7298.0,48.84,51.16,95.48,92.27,70.67,1509.0,1.75,449.0,619.0,28.0,31.3,16.65,16.68,8.53,19.85,25.58,66470.0,64008.0,57622.0,8165.0
050US05047,5047,0,17771,7673,7206,15.76,96.17,0.62,1.74,0.8,0.26,0.06,2.15,53,15.2,5.94,10.31,77.76,74.15,70.18,40.55,20807.6045539447,150.438850840523,49.51,50.49,98.06,95.48,73.17,356.778840167215,1.65,167.188606243885,51.6545850751579,10.8567553144179,35.91,29.14,7.41,3.32,16.97,25.83,16815.7360579916,16035.0514097661,15175.8246019746,3417.69247531798
050US05049,5049,0,11642,5973,4019,20.21,97.67,0.2,0.53,0.67,0.21,0.0,1.25,53,16.29,5.89,19.47,80.06,77.24,74.15,34.52,11371.0,23.0,48.98,51.02,95.99,93.09,85.13,62.0,0.53,78.0,24.0,0.0,39.01,27.84,6.33,4.15,14.79,22.76,9321.0,8992.0,8633.0,2353.0
050US05051,5051,0,88068,44953,31976,21.18,88.85,7.8,2.56,0.61,0.5,0.03,2.23,45,14.58,5.07,15.88,81.37,78.7,75.39,36.31,78250.0,6873.0,48.55,51.45,94.38,90.85,78.61,2254.0,2.56,537.0,443.0,27.0,32.76,21.71,11.69,6.28,19.51,21.3,71661.0,69309.0,66398.0,18652.0
050US05053,5053,0,16464,6960,6940,12.18,95.55,2.47,1.15,0.45,0.13,0.03,1.4,45,10.16,4.22,10.33,77.11,74.08,70.38,42.15,15731.0,406.0,49.62,50.38,98.48,96.33,71.22,189.0,1.15,74.0,22.0,5.0,42.28,22.82,7.27,3.77,14.81,25.92,12695.0,12196.0,11588.0,2005.0
050US05055,5055,0,37331,16161,15681,13.91,97.45,0.13,1.16,0.42,0.17,0.02,1.83,52,13.32,5.56,8.73,77.6,74.79,70.72,42.01,36379.0,48.0,48.8,51.2,95.31,91.94,65.35,434.0,1.16,158.0,64.0,6.0,40.55,27.94,7.43,3.46,13.93,25.21,28967.0,27920.0,26401.0,5192.0
050US05057,5057,0,23587,10166,9844,14.1,63.28,30.36,8.25,0.42,0.17,0.02,5.78,46,20.31,6.47,11.87,75.87,72.67,68.39,41.73,14925.0,7160.0,48.36,51.64,93.65,89.7,61.53,1946.0,8.25,99.0,40.0,4.0,38.33,30.83,7.2,3.77,13.63,27.33,17895.0,17141.0,16130.0,3326.0
050US05059,5059,0,30353,13384,11841,15.76,87.33,10.26,1.27,0.45,0.22,0.04,1.74,45,14.02,4.94,10.31,77.81,74.93,71.29,39.01,26508.0,3115.0,48.85,51.15,95.49,93.05,75.39,384.0,1.27,136.0,67.0,13.0,39.66,26.75,7.91,3.28,15.14,25.07,23617.0,22745.0,21640.0,4783.0
050US05061,5061,0,14300,6297,5885,15.1,73.6,21.86,5.08,0.41,0.5,0.01,3.64,41,15.5,4.94,13.12,76.29,73.15,69.2,41.15,10525.0,3126.0,48.76,51.24,95.14,91.19,68.22,727.0,5.08,58.0,71.0,2.0,37.86,29.26,8.09,3.54,15.32,26.85,10909.0,10460.0,9895.0,2160.0
050US05063,5063,0,34233,14841,14218,14.48,94.91,2.04,1.53,0.45,0.65,0.03,1.95,46,12.96,5.9,9.26,78.72,75.47,71.03,41.53,32490.0,697.0,49.06,50.94,96.3,92.63,70.4,523.0,1.53,155.0,222.0,10.0,39.73,24.5,8.64,5.1,14.62,24.53,26947.0,25837.0,24317.0,4957.0
050US05065,5065,0,13249,6591,4749,21.13,96.41,1.44,1.0,0.63,0.11,0.02,1.41,48,17.24,4.12,17.46,81.65,79.11,76.12,35.84,12773.0,191.0,50.71,49.29,102.86,100.9,81.0,133.0,1.0,83.0,15.0,3.0,36.51,26.67,7.54,4.14,16.88,20.89,10818.0,10481.0,10085.0,2800.0
050US05067,5067,0,18418,7956,7658,16.52,80.57,17.56,1.27,0.33,0.18,0.01,1.36,53,17.44,6.93,12.38,80.67,77.84,72.43,41.58,14840.0,3235.0,47.71,52.29,91.24,87.8,64.66,234.0,1.27,60.0,33.0,1.0,38.34,33.96,6.88,3.43,12.13,22.16,14857.0,14337.0,13340.0,3043.0
050US05069,5069,0,84278,34350,36568,12.92,48.46,49.58,0.96,0.24,0.66,0.04,1.06,44,20.53,8.33,11.05,76.89,73.7,68.4,43.39,40840.0,41788.0,48.94,51.06,95.86,93.43,64.97,810.0,0.96,202.0,558.0,30.0,34.82,25.18,10.81,4.87,17.74,26.3,64803.0,62117.0,57649.0,10888.0
050US05071,5071,0,22781,9926,9526,14.77,93.69,1.37,6.7,0.62,0.25,0.01,4.06,52,16.43,7.81,11.97,77.96,74.83,70.55,41.82,21344.0,313.0,49.74,50.26,98.98,95.44,74.3,1527.0,6.7,141.0,58.0,2.0,36.66,32.37,8.6,4.53,12.34,25.17,17760.0,17048.0,16071.0,3364.0
050US05073,5073,0,8559,4560,3209,17.72,62.08,36.49,1.03,0.37,0.22,0.01,0.84,59,23.22,7.88,24.69,77.92,74.6,70.83,37.49,5313.0,3123.0,48.36,51.64,93.64,87.79,68.56,88.0,1.03,32.0,19.0,1.0,35.98,34.72,6.52,3.02,14.92,25.4,6669.0,6385.0,6062.0,1517.0
050US05075,5075,0,17774,8085,7061,17.41,97.78,0.44,0.68,0.57,0.05,0.01,1.15,59,18.43,5.57,12.08,78.91,76.04,71.27,39.73,17379.0,79.0,48.35,51.65,93.62,89.43,68.94,121.0,0.68,102.0,9.0,2.0,36.72,36.75,4.52,3.97,11.84,23.96,14026.0,13516.0,12668.0,3095.0
050US05077,5077,1,12580,4768,5514,13.97,41.41,57.24,2.19,0.16,0.27,0.0,0.92,53,29.93,13.26,12.29,77.44,73.95,69.72,43.83,5209.0,7201.0,52.7,47.3,111.43,118.38,67.11,276.0,2.19,20.0,34.0,0.0,29.61,43.78,5.07,2.21,15.03,26.05,9742.0,9303.0,8771.0,1758.0
050US05079,5079,0,14492,4955,7187,11.88,64.88,32.92,1.81,0.4,0.06,0.01,1.74,40,19.53,6.96,13.93,80.56,77.82,72.65,49.59,9402.0,4771.0,58.72,41.28,142.26,154.67,64.37,263.0,1.81,58.0,9.0,1.0,37.76,35.0,5.71,1.94,13.15,22.18,11675.0,11277.0,10528.0,1721.0
050US05081,5081,0,13628,6435,5247,15.07,74.52,21.27,1.72,1.45,0.2,0.03,2.56,50,15.4,6.53,15.07,77.78,74.83,71.01,38.5,10155.0,2899.0,48.65,51.35,94.74,90.33,70.6,235.0,1.72,198.0,27.0,4.0,38.16,26.55,7.48,2.43,17.56,25.17,10600.0,10198.0,9677.0,2054.0
050US05083,5083,0,22486,9942,8777,16.01,96.46,1.05,1.21,0.65,0.15,0.02,1.69,51,15.43,5.32,12.56,77.44,74.1,70.72,39.03,21690.0,236.0,49.6,50.4,98.43,94.24,75.9,273.0,1.21,147.0,33.0,5.0,38.41,30.21,6.58,2.81,15.12,25.9,17413.0,16662.0,15902.0,3599.0
