HEROP_ID,FIPS,RxCtTmDr,RxAvTmDr,RxTmDrP,NoIntP,OdMortRt,TtlPrPpr,TtlPrAPpr,TtlPrPp,TtlPrAPp
050US47189,47189,21.0,5.02,1.0,11.08,38.5,499.85,237.72,471,224
050US48001,48001,9.0,13.59,0.82,29.0,16.7,1278.81,498.01,511,199
050US48005,48005,17.0,5.3,1.0,15.05,11.8,1553.97,728.89,840,394
050US48029,48029,366.0,3.0,1.0,14.52,13.2,782.35,380.34,10400,5056
050US48037,48037,17.0,5.75,0.94,23.97,8.7,1656.51,1000.0,979,591
050US48043,48043,2.0,18.73,0.67,16.41,18.8,429.48,103.08,25,6
050US48051,48051,5.0,6.36,1.0,23.94,11.6,1864.56,844.16,201,91
050US48057,48057,4.0,19.16,0.67,19.24,13.2,1092.72,546.36,138,69
050US48067,48067,6.0,10.61,0.86,27.95,11.9,1433.27,834.12,244,142
050US48091,48091,24.0,3.08,1.0,8.74,11.3,821.84,356.7,811,352
050US48109,48109,0.0,108.59,0.0,41.03,11.0,540.96,463.68,7,6
050US48119,48119,2.0,21.78,1.0,24.56,17.0,1434.49,765.06,45,24
050US48173,48173,0.0,45.42,0.0,21.84,10.7,,,,
050US48187,48187,29.0,7.07,1.0,12.04,9.1,663.62,272.26,741,304
050US48205,48205,1.0,0.0,1.0,13.83,8.6,478.07,224.97,17,8
050US48215,48215,112.0,3.72,0.99,27.1,4.2,533.24,330.65,2869,1779
050US48225,48225,6.0,14.23,0.86,34.44,12.4,1778.66,849.07,243,116
050US48263,48263,0.0,59.62,0.0,18.68,9.0,1616.63,,7,
050US48273,48273,6.0,8.13,1.0,21.22,9.7,1220.28,815.13,253,169
050US48287,48287,3.0,13.74,0.75,20.28,8.8,1237.36,686.42,137,76
050US48301,48301,0.0,45.72,0.0,26.67,17.4,,,,
050US48311,48311,0.0,46.32,0.0,21.85,8.8,2785.52,2506.96,10,9
050US48315,48315,3.0,26.96,0.75,34.15,19.3,2232.14,964.29,125,54
050US48339,48339,58.0,4.52,0.98,7.9,15.5,661.76,354.86,2622,1406
050US48343,48343,3.0,7.68,1.0,20.83,13.6,1434.8,689.27,102,49
050US48349,48349,9.0,9.95,0.9,21.56,13.1,1620.67,819.72,518,262
050US48373,48373,8.0,17.52,0.8,22.13,17.1,1675.91,665.29,529,210
050US48377,48377,2.0,0.0,1.0,46.28,7.4,384.84,,13,
050US48383,48383,1.0,0.0,1.0,24.54,17.4,1216.22,540.54,27,12
050US48405,48405,3.0,14.5,1.0,31.9,14.0,864.75,620.84,39,28
050US48407,48407,3.0,15.16,0.75,20.76,18.8,1142.3,601.53,188,99
050US46041,46041,1.0,36.53,0.5,40.22,11.1,,,,
050US46071,46071,0.0,63.45,0.0,46.74,6.8,,,,
050US46075,46075,0.0,49.95,0.0,19.85,7.6,,,,
050US46079,46079,3.0,10.83,1.0,10.6,4.1,365.39,365.39,25,25
050US46127,46127,3.0,0.0,1.0,12.66,5.9,614.63,497.56,63,51
050US47013,47013,11.0,8.16,1.0,32.29,36.0,1239.77,664.45,306,164
050US47021,47021,9.0,9.2,1.0,16.79,56.5,734.17,317.77,201,87
050US47031,47031,12.0,8.86,1.0,21.63,25.5,953.31,404.18,342,145
050US47035,47035,14.0,9.53,1.0,18.25,22.9,931.23,572.6,309,190
050US47037,47037,161.0,2.64,1.0,11.35,46.2,675.7,221.36,3370,1104
050US47041,47041,4.0,10.64,1.0,24.99,40.4,997.23,577.76,126,73
050US47065,47065,81.0,3.96,0.99,16.59,25.5,370.11,174.44,872,411
050US47089,47089,9.0,7.79,1.0,20.15,25.9,719.57,359.78,250,125
050US56003,56003,2.0,21.29,0.67,17.12,21.3,558.33,235.09,38,16
050US56013,56013,6.0,22.48,0.6,17.92,25.1,731.66,321.42,173,76
050US56031,56031,1.0,32.66,0.5,27.1,15.7,740.59,411.44,36,20
050US56035,56035,2.0,0.0,1.0,10.69,10.9,785.49,355.34,42,19
050US01041,1041,3.0,24.59,0.5,30.51,9.5,628.25,193.31,52,16
050US02100,2100,0.0,536.84,0.0,13.21,12.4,361.45,,1782,
050US04001,4001,3.0,77.1,0.19,58.59,13.0,,,,
050US05001,5001,8.0,8.68,1.0,27.89,13.4,,,,
050US05029,5029,6.0,13.79,1.0,29.93,15.2,,,,
050US05057,5057,4.0,8.54,0.8,24.41,10.1,,,,
050US39115,39115,4.0,16.57,1.0,26.0,16.1,595.43,268.38,619,279
050US40113,40113,9.0,18.26,0.82,22.83,21.1,576.31,170.12,166,49
050US41015,41015,5.0,11.53,0.83,16.89,20.0,560.18,176.06,70,22
050US42049,42049,72.0,2.98,1.0,15.69,25.4,649.75,241.01,1135,421
050US42101,42101,384.0,0.88,1.0,19.15,63.1,1046.94,217.43,11407,2369
050US45009,45009,4.0,5.03,1.0,34.16,12.9,722.58,201.37,61,17
050US45057,45057,14.0,6.06,1.0,17.08,32.2,485.08,221.6,278,127
050US45087,45087,9.0,8.9,1.0,30.55,19.0,1072.95,565.63,184,97
050US47025,47025,8.0,14.06,0.89,32.17,32.7,1138.78,598.34,236,124
050US47053,47053,14.0,6.68,1.0,23.2,22.0,589.12,216.54,185,68
050US47135,47135,2.0,13.14,1.0,37.19,20.8,474.87,138.5,24,7
050US47163,47163,39.0,4.18,1.0,17.76,19.0,955.42,434.74,945,430
050US48089,48089,4.0,14.52,0.8,24.59,8.6,1750.89,987.47,211,119
050US48135,48135,28.0,3.08,1.0,15.61,15.9,1249.89,835.77,1331,890
050US48203,48203,14.0,7.79,1.0,27.53,12.0,987.74,490.4,427,212
050US48323,48323,9.0,5.64,1.0,36.31,5.0,255.34,127.67,92,46
050US48351,48351,3.0,19.0,0.75,25.4,23.0,1152.28,654.71,88,50
050US48379,48379,2.0,8.7,1.0,21.02,15.4,979.16,475.59,70,34
050US48409,48409,16.0,3.47,1.0,25.24,14.0,1043.57,638.64,451,276
050US48465,48465,10.0,3.45,1.0,28.45,6.4,643.52,355.28,192,106
050US49007,49007,5.0,6.39,1.0,15.86,40.6,853.8,756.22,105,93
050US49019,49019,2.0,5.6,1.0,6.25,25.3,575.0,295.71,35,18
050US51005,51005,6.0,10.21,1.0,25.71,15.3,,,,
050US51029,51029,3.0,19.28,0.75,30.05,7.6,,,,
050US51089,51089,14.0,9.84,1.0,26.6,31.9,,,,
050US51141,51141,3.0,13.59,0.75,27.11,24.6,,,,
050US51193,51193,4.0,11.38,1.0,23.3,29.5,,,,
050US53011,53011,104.0,4.49,1.0,7.2,14.4,356.65,138.7,1152,448
050US53045,53045,12.0,15.36,0.86,13.11,23.6,,,,
050US54025,54025,6.0,8.73,0.86,22.12,35.0,811.81,,1266,
050US55001,55001,7.0,14.79,1.0,21.43,25.3,899.7,,108,
050US08027,8027,0.0,50.48,0.0,12.74,21.6,235.94,157.29,6,4
050US08051,8051,2.0,54.41,0.5,9.42,14.3,153.66,72.79,19,9
050US05041,5041,4.0,7.34,0.8,40.83,8.6,,,,
050US13261,13261,8.0,7.66,1.0,29.3,7.1,1162.18,494.32,221,94
050US18179,18179,7.0,9.2,1.0,16.22,23.2,1207.87,644.2,210,112
050US22111,22111,6.0,9.74,1.0,40.48,10.2,,,,
050US23003,23003,17.0,16.43,0.71,23.8,16.0,,,,
050US40133,40133,8.0,10.94,0.89,30.28,27.2,1376.12,401.93,202,59
050US35019,35019,1.0,0.0,1.0,57.23,38.5,245.44,,7,
050US37105,37105,13.0,4.73,1.0,17.14,27.1,470.41,290.25,188,116
050US37125,37125,18.0,6.21,1.0,14.91,19.6,530.5,328.07,304,188
050US19035,19035,4.0,9.75,1.0,18.39,5.4,132.67,103.18,9,7
050US20033,20033,1.0,0.0,1.0,20.91,12.7,,,,
050US20149,20149,4.0,0.0,1.0,10.93,8.7,213.86,123.13,33,19
050US21027,21027,6.0,17.6,1.0,26.45,16.4,868.26,623.57,110,79
050US21147,21147,3.0,12.54,0.75,37.08,19.3,,,,
050US21175,21175,5.0,17.41,1.0,28.04,25.8,587.13,489.27,318,265
050US22005,22005,14.0,2.29,1.0,10.65,21.2,,,,
050US22015,22015,21.0,5.41,0.95,20.23,12.4,,,,
050US22025,22025,3.0,3.79,1.0,36.98,14.2,,,,
050US22037,22037,5.0,8.29,1.0,30.05,14.0,,,,
050US22091,22091,1.0,17.54,0.5,33.63,25.0,,,,
050US22109,22109,21.0,7.23,0.95,21.79,33.3,,,,
050US24029,24029,6.0,6.9,1.0,21.82,29.3,539.2,213.97,63,25
050US24047,24047,16.0,7.27,0.94,14.13,28.5,935.16,354.38,285,108
050US26055,26055,17.0,6.82,1.0,11.09,14.5,385.7,,232,
050US27015,27015,8.0,2.75,1.0,16.0,5.9,202.76,177.42,32,28
050US27167,27167,2.0,14.14,1.0,17.85,7.6,243.01,218.71,10,9
050US28051,28051,5.0,9.7,1.0,49.71,7.1,848.85,246.44,93,27
050US29013,29013,4.0,4.72,1.0,24.87,26.4,916.88,664.99,91,66
050US29095,29095,199.0,3.17,1.0,14.43,20.1,526.03,161.08,2459,753
050US30053,30053,3.0,26.14,0.6,18.97,17.2,,,,
050US35033,35033,1.0,0.0,1.0,45.01,29.7,492.0,,12,
050US36059,36059,284.0,1.49,1.0,8.01,15.4,157.32,67.52,1419,609
050US38003,38003,4.0,9.12,1.0,18.64,6.2,300.84,225.63,20,15
050US38055,38055,2.0,0.0,1.0,16.73,8.0,463.21,320.68,26,18
050US40055,40055,2.0,0.0,1.0,25.51,21.2,1570.83,673.21,56,24
050US40117,40117,4.0,18.3,0.8,28.27,32.6,499.43,104.05,48,10
050US42043,42043,65.0,2.95,1.0,15.09,30.4,978.33,415.46,1792,761
050US42097,42097,24.0,2.95,1.0,24.07,40.1,436.39,241.67,251,139
050US45015,45015,44.0,6.79,0.98,14.21,19.9,342.96,120.14,511,179
050US45067,45067,8.0,9.82,1.0,41.38,16.5,948.7,347.49,172,63
050US47009,47009,27.0,11.41,0.96,18.64,35.6,524.63,301.63,447,257
050US47129,47129,4.0,19.69,0.8,25.17,33.6,256.78,142.65,36,20
050US48065,48065,1.0,31.66,0.5,17.83,13.8,2523.84,925.41,90,33
050US48157,48157,75.0,2.85,0.99,5.87,6.4,195.49,87.97,1040,468
050US12057,12057,321.0,2.82,1.0,9.91,19.2,612.13,185.24,5958,1803
050US12089,12089,13.0,5.44,1.0,9.57,21.8,561.07,184.56,304,100
050US13025,13025,3.0,6.12,1.0,23.58,21.9,898.88,527.23,104,61
050US39167,39167,16.0,7.82,1.0,22.32,18.4,527.75,275.81,199,104
050US40023,40023,5.0,11.12,1.0,32.52,25.4,935.58,367.12,79,31
050US18007,18007,3.0,14.16,1.0,17.05,16.0,406.8,129.44,22,7
050US18051,18051,7.0,5.6,1.0,18.61,12.6,708.64,313.34,147,65
050US18123,18123,5.0,7.75,1.0,21.93,12.1,732.36,292.94,90,36
050US20083,20083,1.0,0.0,1.0,17.86,6.6,,,,
050US20203,20203,1.0,0.0,1.0,18.09,8.1,486.62,,6,
050US21079,21079,4.0,8.07,1.0,18.07,25.4,618.94,526.56,67,57
050US21123,21123,3.0,11.34,0.75,19.46,16.0,536.9,357.93,51,34
050US21209,21209,14.0,9.34,1.0,11.63,23.1,331.41,235.96,125,89
050US22065,22065,5.0,9.73,1.0,40.66,7.8,,,,
050US22105,22105,20.0,6.22,1.0,19.45,32.3,,,,
050US23025,23025,14.0,19.43,0.82,19.58,27.6,405.46,180.9,130,58
050US26007,26007,9.0,9.58,0.9,19.24,16.4,719.83,,128,
050US28017,28017,4.0,8.54,1.0,35.78,9.7,1339.24,679.05,142,72
050US48419,48419,5.0,10.19,0.83,26.49,15.2,1141.43,540.32,169,80
050US54083,54083,7.0,5.72,1.0,26.52,20.8,477.83,,403,
050US06063,6063,7.0,11.09,1.0,19.12,32.8,377.29,215.59,42,24
050US48129,48129,2.0,10.05,1.0,33.93,11.5,1804.12,773.2,35,15
050US48313,48313,4.0,5.81,1.0,25.39,9.7,1293.06,613.09,116,55
050US53027,53027,17.0,5.76,1.0,14.32,26.2,778.79,361.11,358,166
050US54059,54059,5.0,17.15,0.71,25.51,56.8,826.79,,503,
050US05119,5119,95.0,2.82,1.0,17.35,19.8,,,,
050US06093,6093,6.0,31.14,0.43,16.92,20.0,912.95,228.24,232,58
050US02170,2170,19.0,19.87,0.79,10.41,19.8,361.45,,1782,
050US13075,13075,4.0,4.08,1.0,27.46,12.0,1116.55,369.11,121,40
050US25005,25005,126.0,2.54,1.0,14.39,48.9,239.76,69.1,916,264
050US13303,13303,5.0,12.13,1.0,29.64,7.7,1650.22,416.41,214,54
050US17017,17017,4.0,7.19,0.8,19.81,9.4,,,,
050US22043,22043,4.0,11.67,0.8,32.51,16.8,,,,
050US22127,22127,4.0,7.4,1.0,24.68,19.6,,,,
050US10001,10001,33.0,5.38,1.0,12.73,32.7,598.4,,3735,
050US12075,12075,8.0,19.9,0.8,28.53,21.0,1079.22,451.67,270,113
050US27021,27021,7.0,19.49,0.7,18.41,20.8,471.61,530.57,80,90
050US28089,28089,20.0,3.95,0.95,12.81,8.5,1133.67,421.44,807,300
050US29227,29227,1.0,0.0,1.0,24.45,9.6,,,,
050US30043,30043,3.0,4.45,1.0,15.1,16.1,,,,
050US30081,30081,9.0,14.32,0.9,15.28,12.8,,,,
050US34027,34027,100.0,2.25,1.0,6.68,19.6,106.95,,359,
050US36075,36075,30.0,6.9,1.0,12.64,25.1,381.16,266.04,298,208
050US37021,37021,56.0,4.37,1.0,15.08,36.7,463.16,236.77,804,411
050US37107,37107,15.0,6.36,1.0,19.93,21.5,1001.54,528.83,339,179
050US37145,37145,7.0,8.45,1.0,19.07,20.0,732.97,384.71,181,95
050US37193,37193,14.0,8.7,1.0,22.0,32.4,917.57,457.57,377,188
050US40141,40141,5.0,7.03,1.0,24.47,18.4,736.17,166.23,31,7
050US41031,41031,4.0,13.84,0.67,17.11,8.4,812.19,328.9,121,49
050US41047,41047,57.0,4.85,0.98,10.75,11.3,909.85,228.93,2007,505
050US27087,27087,1.0,45.08,0.5,24.82,26.3,,,,
050US27173,27173,4.0,6.84,1.0,17.54,6.8,390.82,322.85,23,19
050US28109,28109,9.0,7.48,1.0,19.2,32.6,900.8,378.68,314,132
050US29027,29027,8.0,9.38,1.0,19.76,17.8,861.69,543.68,252,159
050US30009,30009,3.0,26.83,0.6,17.88,14.5,,,,
050US30033,30033,0.0,132.39,0.0,20.55,8.9,,,,
050US31033,31033,3.0,0.0,1.0,17.38,10.1,475.44,140.87,27,8
050US34031,34031,100.0,1.25,1.0,16.79,24.2,481.23,,1650,
050US35017,35017,5.0,19.16,0.62,24.96,32.0,337.09,,53,
050US36009,36009,21.0,6.13,1.0,23.43,17.0,336.74,173.53,163,84
050US36061,36061,288.0,0.37,1.0,11.53,19.8,297.17,99.91,17724,5959
050US36071,36071,79.0,4.11,1.0,14.07,22.1,373.55,168.75,974,440
050US37015,37015,4.0,19.2,1.0,36.95,13.9,541.58,148.5,62,17
050US37101,37101,25.0,4.91,1.0,18.44,18.4,,,,
050US37131,37131,4.0,12.05,0.8,40.19,12.4,573.5,133.82,60,14
050US37159,37159,30.0,7.05,1.0,17.04,33.6,650.63,346.01,613,326
050US37183,37183,187.0,2.43,1.0,5.91,11.1,299.36,155.69,2292,1192
050US13201,13201,3.0,12.6,1.0,47.32,12.0,1016.37,367.02,36,13
050US13265,13265,1.0,25.0,1.0,45.7,12.7,1651.98,,15,
050US44009,44009,30.0,4.15,1.0,8.15,21.2,226.22,,1656,
050US45003,45003,32.0,8.03,0.97,18.25,21.1,634.75,242.67,667,255
050US45007,45007,39.0,4.14,1.0,18.28,21.0,429.1,162.57,549,208
050US45017,45017,3.0,8.9,1.0,26.77,10.5,809.81,242.94,70,21
050US45035,45035,25.0,4.71,1.0,14.02,16.6,354.73,114.77,374,121
050US45041,45041,33.0,4.43,1.0,23.59,16.1,804.51,349.54,702,305
050US45045,45045,111.0,2.65,1.0,14.3,25.2,545.02,197.27,1840,666
050US45051,45051,72.0,4.26,1.0,11.77,36.5,,,,
050US30007,30007,0.0,45.68,0.0,21.53,11.3,,,,
050US30093,30093,8.0,2.82,1.0,18.4,22.5,,,,
050US37051,37051,68.0,3.27,1.0,12.77,26.3,573.8,303.91,1282,679
050US37139,37139,10.0,6.16,1.0,18.58,27.4,419.42,242.42,109,63
050US45061,45061,7.0,13.63,1.0,38.58,8.4,738.89,233.0,574,181
050US46055,46055,1.0,0.0,1.0,28.35,8.1,376.65,,4,
050US47045,47045,8.0,8.38,1.0,20.17,15.9,1003.26,514.49,234,120
050US47127,47127,2.0,8.76,1.0,27.16,18.7,832.93,269.48,34,11
050US51081,51081,3.0,13.44,1.0,31.26,12.1,,,,
050US51105,51105,6.0,6.0,1.0,36.04,28.7,,,,
050US51195,51195,11.0,3.04,1.0,23.14,41.1,,,,
050US54007,54007,3.0,7.39,1.0,29.29,24.5,848.74,,518,
050US54099,54099,11.0,4.34,1.0,28.19,59.6,621.32,,936,
050US42031,42031,10.0,11.65,1.0,18.72,18.5,582.96,210.86,141,51
050US01009,1009,9.0,4.1,1.0,23.9,20.3,386.49,254.05,143,94
050US01047,1047,14.0,10.75,0.93,27.08,6.6,734.57,202.21,178,49
050US05073,5073,1.0,19.43,0.5,34.2,8.5,,,,
050US06027,6027,5.0,8.23,0.83,16.01,24.3,371.68,150.44,42,17
050US06053,6053,92.0,4.77,0.98,13.66,14.9,540.36,143.81,1533,408
050US06099,6099,94.0,3.05,1.0,13.24,16.0,476.59,180.02,1697,641
050US08111,8111,0.0,52.11,0.0,15.57,18.7,,,,
050US12045,12045,3.0,8.83,0.75,23.26,20.9,769.41,413.41,67,36
050US12105,12105,154.0,5.59,1.0,18.01,20.7,1059.52,367.2,4660,1615
050US12121,12121,7.0,8.99,1.0,19.06,16.5,1718.42,836.6,456,222
050US16041,16041,2.0,0.0,1.0,10.03,13.2,,,,
050US16079,16079,3.0,0.0,1.0,22.61,22.1,,,,
050US18021,18021,6.0,4.29,1.0,20.27,17.4,488.65,297.96,82,50
050US48175,48175,2.0,12.66,1.0,27.87,10.8,992.2,472.48,42,20
050US48503,48503,4.0,1.68,1.0,19.15,22.9,1545.05,725.99,166,78
050US51113,51113,2.0,11.1,1.0,24.35,19.0,,,,
050US53033,53033,396.0,2.74,0.99,6.06,18.5,200.53,74.23,3158,1169
050US53057,53057,30.0,6.64,1.0,9.75,16.3,541.79,274.73,424,215
050US06091,6091,1.0,0.0,1.0,21.3,30.1,,,,
050US18125,18125,3.0,13.58,0.75,28.93,13.0,913.18,436.74,69,33
050US26003,26003,1.0,34.02,0.25,20.29,14.2,431.11,,24,
050US27103,27103,7.0,1.23,1.0,12.29,5.9,111.64,49.12,25,11
050US01039,1039,13.0,9.78,0.93,26.27,12.0,1765.35,1391.15,401,316
050US01061,1061,6.0,6.74,1.0,28.13,12.0,798.59,670.57,131,110
050US01075,1075,3.0,0.0,1.0,33.62,9.8,883.81,883.81,75,75
050US04011,4011,2.0,18.99,0.67,16.35,19.9,,,,
050US01013,1013,8.0,10.15,0.89,31.0,10.2,1401.11,598.04,164,70
050US01015,1015,31.0,5.68,1.0,21.22,17.5,1136.98,920.91,863,699
050US21235,21235,7.0,5.53,0.88,30.88,35.2,966.62,888.6,223,205
050US22057,22057,23.0,6.03,0.96,20.35,21.2,,,,
050US24023,24023,7.0,6.55,1.0,19.73,20.0,331.11,253.85,60,46
050US26013,26013,2.0,19.4,0.67,21.73,15.5,307.34,,16,
050US26071,26071,5.0,11.63,1.0,25.28,16.0,467.0,,30,
050US47145,47145,11.0,8.1,1.0,21.88,33.2,601.53,352.41,198,116
050US47183,47183,11.0,6.54,1.0,26.77,16.3,367.39,225.03,80,49
050US48041,48041,42.0,3.55,1.0,10.15,6.8,801.27,400.34,1371,685
050US48079,48079,0.0,44.59,0.0,29.36,13.6,756.62,567.47,12,9
050US48341,48341,3.0,8.56,0.75,13.69,8.0,956.51,515.62,128,69
050US49005,49005,25.0,6.57,0.96,6.85,11.4,234.52,96.36,202,83
050US49023,49023,1.0,25.2,0.5,17.35,27.5,526.62,327.36,37,23
050US51103,51103,3.0,12.14,0.75,24.1,13.5,,,,
050US51157,51157,1.0,33.23,0.5,20.77,23.2,,,,
050US53019,53019,1.0,64.8,0.33,28.79,23.4,436.26,266.6,18,11
050US53075,53075,8.0,12.45,0.8,9.36,8.8,74.77,37.39,28,14
050US55011,55011,3.0,22.23,0.6,16.68,8.4,381.59,,31,
050US56033,56033,5.0,11.26,0.83,15.25,11.3,620.62,249.31,117,47
050US56039,56039,4.0,8.77,1.0,8.01,10.0,155.08,49.62,25,8
050US05085,5085,16.0,8.17,1.0,16.63,18.1,,,,
050US06089,6089,45.0,9.0,0.94,15.51,23.3,1112.64,368.79,1243,412
050US08005,8005,147.0,2.72,1.0,7.55,16.8,401.45,154.14,1771,680
050US08033,8033,0.0,79.69,0.0,31.23,20.4,,,,
050US01073,1073,163.0,3.47,1.0,16.87,28.8,697.27,263.9,3057,1157
050US01129,1129,5.0,13.31,1.0,30.87,8.6,415.7,131.81,41,13
050US02290,2290,,,,52.96,16.7,361.45,,1782,
050US42131,42131,7.0,7.91,1.0,14.31,38.3,751.11,417.95,124,69
050US45021,45021,13.0,9.12,1.0,28.3,17.1,1364.15,731.78,494,265
050US27137,27137,60.0,9.21,0.9,16.42,19.6,330.34,240.04,428,311
050US28021,28021,3.0,7.08,1.0,32.98,7.3,1058.82,168.07,63,10
050US28053,28053,3.0,9.53,1.0,32.74,6.0,1336.9,226.24,65,11
050US28137,28137,4.0,16.74,0.8,23.98,21.7,985.36,269.73,179,49
050US30003,30003,2.0,55.84,0.4,28.35,14.8,,,,
050US30035,30035,1.0,61.6,0.25,30.65,20.2,,,,
050US30061,30061,1.0,24.72,0.5,31.08,23.2,,,,
050US30089,30089,2.0,18.92,0.67,25.97,14.7,,,,
050US31009,31009,0.0,58.84,0.0,9.39,6.0,,,,
050US32033,32033,2.0,21.61,0.67,20.71,31.0,840.34,554.62,50,33
050US34009,34009,33.0,3.09,1.0,12.55,48.9,824.46,,459,
050US36017,36017,11.0,12.62,0.92,16.58,10.5,419.67,288.74,125,86
050US37019,37019,33.0,6.98,1.0,11.97,25.4,518.22,336.03,384,249
050US37047,37047,12.0,8.14,0.92,29.19,19.9,674.51,304.92,219,99
050US37079,37079,4.0,13.34,1.0,22.93,14.4,381.21,208.59,53,29
050US37147,37147,32.0,3.37,1.0,14.02,24.0,574.45,304.37,670,355
050US37173,37173,4.0,18.16,0.8,33.97,41.5,602.68,295.66,53,26
050US45065,45065,3.0,14.8,1.0,24.34,12.3,714.69,244.5,38,13
050US46003,46003,0.0,36.96,0.0,22.67,6.6,,,,
050US47055,47055,6.0,15.2,0.75,23.97,25.3,900.23,651.35,170,123
050US47085,47085,5.0,7.03,1.0,26.36,29.3,709.99,334.11,85,40
050US05145,5145,13.0,7.52,1.0,20.88,15.4,,,,
050US13107,13107,6.0,10.24,1.0,27.57,8.1,1268.03,348.36,182,50
050US16007,16007,2.0,8.38,1.0,13.04,19.7,,,,
050US47119,47119,17.0,7.43,1.0,14.58,26.7,673.14,272.72,427,173
050US47147,47147,14.0,8.15,1.0,14.69,31.5,521.92,326.2,248,155
050US48015,48015,5.0,11.89,0.83,22.57,8.9,642.21,255.8,118,47
050US48277,48277,12.0,5.58,1.0,28.29,12.5,2509.17,1094.08,766,334
050US48391,48391,2.0,9.46,1.0,28.39,14.7,1141.44,645.16,46,26
050US48469,48469,23.0,5.65,1.0,22.44,10.9,1494.98,708.24,857,406
050US49057,49057,50.0,3.0,1.0,9.95,24.1,591.74,461.49,1004,783
050US51003,51003,22.0,8.28,1.0,11.27,8.4,,,,
050US51031,51031,12.0,8.1,1.0,21.69,10.9,,,,
050US51059,51059,258.0,3.06,1.0,4.2,8.4,,,,
050US51121,51121,16.0,5.66,1.0,8.78,12.8,,,,
050US51155,51155,10.0,7.14,1.0,23.31,36.4,,,,
050US53067,53067,49.0,6.33,0.98,8.42,14.5,410.16,198.19,774,374
050US54031,54031,3.0,0.0,1.0,17.99,20.5,533.01,,267,
050US54057,54057,7.0,8.67,1.0,18.82,29.6,533.01,,267,
050US54085,54085,3.0,14.28,1.0,24.06,19.8,474.78,,1104,
050US55007,55007,3.0,24.46,0.5,14.03,10.8,399.83,,37,
050US55057,55057,6.0,14.39,0.86,19.46,16.8,543.19,,91,
050US55121,55121,8.0,8.32,1.0,19.41,8.1,242.77,,45,
050US41003,41003,18.0,4.49,1.0,6.36,9.6,199.56,83.4,134,56
050US42023,42023,2.0,7.8,1.0,24.63,14.8,,,,
050US42055,42055,26.0,5.37,0.96,16.4,13.2,665.25,366.71,644,355
050US44007,44007,141.0,1.66,1.0,15.62,32.6,226.22,,1656,
050US21203,21203,4.0,11.81,1.0,29.02,32.7,1171.8,1346.12,121,139
050US05017,5017,4.0,0.69,1.0,34.83,10.0,,,,
050US13215,13215,53.0,2.06,1.0,17.29,12.2,975.89,353.65,1308,474
050US13301,13301,2.0,6.41,1.0,48.22,11.7,1129.94,282.49,36,9
050US16013,16013,4.0,4.62,1.0,11.83,12.4,,,,
050US16031,16031,4.0,20.11,0.67,12.54,12.7,,,,
050US17125,17125,5.0,10.72,0.83,18.19,12.9,1016.61,483.51,82,39
050US24015,24015,19.0,6.41,1.0,12.6,65.4,443.51,187.13,301,127
050US24039,24039,6.0,13.59,0.75,22.22,27.1,858.92,252.97,146,43
050US17007,17007,7.0,5.87,1.0,12.28,13.3,688.76,467.79,240,163
050US18053,18053,16.0,5.91,1.0,19.27,24.9,962.89,381.88,411,163
050US20065,20065,2.0,4.16,1.0,20.4,7.6,,,,
050US21011,21011,3.0,13.6,1.0,22.21,34.2,568.25,543.0,45,43
050US21067,21067,82.0,2.49,1.0,9.63,31.7,586.43,371.13,1302,824
050US21101,21101,11.0,6.04,1.0,20.99,12.5,1522.42,1595.91,435,456
050US21133,21133,7.0,7.29,1.0,25.08,41.9,1141.47,684.88,155,93
050US22077,22077,6.0,10.9,1.0,25.9,18.0,,,,
050US22103,22103,42.0,4.2,0.98,11.09,38.2,,,,
050US08069,8069,70.0,6.22,0.96,6.88,15.5,374.66,199.82,915,488
050US12029,12029,3.0,16.87,0.75,35.44,24.8,1438.15,923.14,148,95
050US27067,27067,12.0,10.79,1.0,15.31,6.3,331.41,214.67,88,57
050US27119,27119,8.0,9.71,0.8,15.32,15.3,860.96,751.38,220,192
050US20067,20067,2.0,3.3,1.0,18.15,5.0,553.1,243.36,25,11
050US21089,21089,8.0,7.08,0.89,17.04,61.1,874.74,658.31,194,146
050US26089,26089,7.0,10.49,1.0,12.56,9.4,259.28,,32,
050US26141,26141,3.0,22.74,0.43,22.87,17.8,485.3,,35,
050US32031,32031,109.0,5.75,0.97,11.13,28.1,720.77,334.53,2286,1061
050US38097,38097,4.0,11.4,1.0,14.34,7.5,80.91,,4,
050US47105,47105,10.0,7.58,1.0,17.61,34.5,462.23,235.89,145,74
050US13309,13309,2.0,6.85,1.0,58.7,10.8,313.19,73.69,17,4
050US17003,17003,2.0,26.08,0.5,41.78,11.0,,,,
050US17189,17189,4.0,2.69,1.0,18.5,13.3,196.24,138.52,17,12
050US19003,19003,2.0,10.29,1.0,19.59,11.0,591.99,,13,
050US19163,19163,47.0,4.28,1.0,15.77,16.5,655.1,297.12,732,332
050US20195,20195,1.0,0.0,1.0,12.84,7.6,1068.88,831.35,18,14
050US21187,21187,3.0,17.08,1.0,30.69,47.9,,,,
050US22063,22063,17.0,5.53,1.0,13.31,38.3,,,,
050US22101,22101,16.0,7.12,0.94,24.75,21.6,,,,
050US08117,8117,5.0,2.79,1.0,10.14,11.3,297.95,175.26,68,40
050US12007,12007,4.0,8.45,1.0,26.77,25.3,1417.03,377.16,263,70
