HEROP_ID,FIPS,RxCtTmDr,RxAvTmDr,RxTmDrP,NoIntP,OdMortRt,TtlPrPpr,TtlPrAPpr,TtlPrPp,TtlPrAPp
050US48179,48179,7.0,2.19,1.0,23.52,13.0,1368.33,934.65,183,125
050US28047,28047,46.0,2.85,1.0,17.48,21.3,1343.62,593.28,1805,797
050US48285,48285,6.0,4.11,1.0,22.22,7.9,746.85,437.81,87,51
050US48303,48303,68.0,1.83,1.0,14.49,14.2,888.79,423.78,1854,884
050US51540,51540,12.0,1.61,1.0,10.76,11.5,,,,
050US51570,51570,5.0,0.49,1.0,17.33,23.8,,,,
050US51610,51610,3.0,0.0,1.0,3.46,9.3,,,,
050US02060,2060,,,,15.61,19.3,361.45,,1782,
050US02068,2068,0.0,129.12,0.0,6.2,14.6,361.45,,1782,
050US02188,2188,1.0,1045.1,0.5,21.56,7.7,361.45,,1782,
050US02230,2230,0.0,583.74,0.0,12.53,,361.45,,1782,
050US02275,2275,1.0,0.0,1.0,21.03,,361.45,,1782,
050US30019,30019,0.0,62.08,0.0,22.52,15.5,,,,
050US39025,39025,40.0,4.64,1.0,11.26,41.2,674.06,317.68,906,427
050US39053,39053,6.0,15.22,0.86,26.19,55.3,1278.74,526.86,233,96
050US39067,39067,5.0,10.06,1.0,24.8,15.1,633.54,333.44,57,30
050US31153,31153,43.0,2.34,1.0,6.73,9.2,190.55,94.47,236,117
050US02013,2013,,,,33.6,15.9,361.45,,1782,
050US40093,40093,2.0,20.66,0.67,21.87,10.6,131.72,,6,
050US40103,40103,4.0,9.51,1.0,23.03,17.9,575.41,121.14,38,8
050US40053,40053,2.0,12.48,1.0,24.37,12.2,801.01,295.11,19,7
050US31081,31081,3.0,8.48,1.0,10.88,4.7,261.69,157.01,15,9
050US31109,31109,74.0,2.97,1.0,9.5,9.5,461.75,186.38,991,400
050US31119,31119,9.0,0.47,1.0,17.27,6.2,690.18,371.98,154,83
050US01057,1057,5.0,9.97,1.0,27.96,23.1,1109.67,949.72,111,95
050US01111,1111,4.0,13.79,0.67,26.15,12.3,1082.79,987.04,147,134
050US05021,5021,5.0,7.47,0.83,27.53,20.3,,,,
050US05023,5023,5.0,17.92,0.71,21.14,14.0,,,,
050US05037,5037,5.0,11.41,0.83,25.0,16.0,,,,
050US27071,27071,3.0,29.57,0.75,19.79,10.0,455.05,262.0,33,19
050US19197,19197,5.0,5.42,1.0,23.12,6.2,507.14,293.61,38,22
050US20013,20013,3.0,4.36,1.0,22.06,16.2,715.95,214.78,40,12
050US40107,40107,4.0,14.14,1.0,32.55,23.6,1277.82,453.42,93,33
050US31053,31053,9.0,3.34,1.0,16.61,7.4,,,,
050US31123,31123,1.0,0.0,1.0,21.44,10.2,325.73,,9,
050US21041,21041,3.0,11.74,1.0,31.02,40.2,3331.33,3106.24,222,207
050US39135,39135,12.0,11.11,1.0,17.57,34.3,448.4,226.15,115,58
050US39119,39119,19.0,5.18,1.0,18.48,32.5,1692.45,838.04,931,461
050US05051,5051,20.0,4.66,1.0,18.31,23.8,,,,
050US31095,31095,3.0,2.61,1.0,23.35,6.2,384.62,192.31,16,8
050US29173,29173,2.0,31.67,0.67,19.47,13.0,,,,
050US40021,40021,9.0,8.05,1.0,26.17,24.4,503.04,150.26,154,46
050US36079,36079,19.0,4.64,1.0,5.98,16.7,107.41,49.1,70,32
050US36097,36097,4.0,17.62,0.8,16.62,11.5,415.12,194.31,47,22
050US29011,29011,3.0,12.52,1.0,25.56,14.8,561.4,322.81,40,23
050US39127,39127,6.0,8.0,1.0,21.59,23.4,595.43,268.38,619,279
050US20045,20045,22.0,3.01,1.0,8.42,13.0,397.34,220.1,343,190
050US20051,20051,6.0,8.5,1.0,15.1,7.0,561.8,449.44,110,88
050US20055,20055,12.0,2.76,1.0,17.41,9.4,705.81,407.98,173,100
050US29177,29177,4.0,10.95,1.0,18.89,14.3,824.31,647.18,121,95
050US28153,28153,3.0,18.27,0.75,34.44,15.6,1019.25,493.45,126,61
050US28159,28159,5.0,14.65,1.0,33.97,10.6,862.23,146.76,94,16
050US28161,28161,2.0,11.28,0.67,42.21,11.7,1198.23,507.94,92,39
050US20173,20173,123.0,3.1,0.99,14.34,21.3,741.33,367.67,2476,1228
050US20177,20177,43.0,3.61,1.0,18.74,17.8,579.54,275.46,648,308
050US20185,20185,1.0,17.96,0.5,23.88,9.2,,,,
050US29017,29017,2.0,20.74,0.67,27.32,13.4,634.06,603.86,42,40
050US29047,29047,44.0,2.86,1.0,8.14,15.9,331.39,234.03,548,387
050US20059,20059,5.0,6.13,1.0,24.4,14.5,448.84,339.66,74,56
050US39163,39163,3.0,15.55,1.0,30.64,31.5,595.43,268.38,619,279
050US29105,29105,6.0,6.14,1.0,21.34,16.9,1126.92,906.93,251,202
050US29109,29109,7.0,6.89,1.0,19.42,17.3,1085.52,735.07,254,172
050US31137,31137,3.0,5.52,1.0,14.85,6.6,204.77,,11,
050US33003,33003,10.0,17.8,0.91,10.45,25.9,169.4,,50,
050US39009,39009,15.0,5.58,1.0,16.35,17.3,595.43,268.38,619,279
050US19181,19181,12.0,6.64,1.0,11.99,11.9,,,,
050US19185,19185,3.0,13.84,1.0,26.07,11.0,428.61,267.88,16,10
050US19187,19187,12.0,4.28,1.0,19.66,14.6,714.26,399.64,168,94
050US21207,21207,5.0,6.93,1.0,29.95,44.2,994.53,875.91,109,96
050US38065,38065,1.0,0.0,1.0,18.02,6.7,,,,
050US06111,6111,172.0,3.16,0.99,10.04,16.3,316.22,95.14,1755,528
050US08009,8009,2.0,12.5,1.0,25.69,17.7,345.68,345.68,7,7
050US08011,8011,1.0,0.0,1.0,25.81,20.6,603.47,402.31,24,16
050US08017,8017,1.0,0.0,1.0,16.41,9.8,,,,
050US29125,29125,2.0,10.22,0.67,29.9,21.2,,,,
050US31133,31133,1.0,0.0,1.0,25.37,8.4,362.58,,5,
050US20175,20175,4.0,9.47,0.8,16.27,9.0,925.99,534.23,130,75
050US22023,22023,0.0,50.71,0.0,21.18,22.2,,,,
050US22041,22041,5.0,17.08,0.83,38.85,9.3,,,,
050US22051,22051,126.0,2.95,0.99,19.6,36.5,,,,
050US22075,22075,3.0,46.35,0.33,17.73,28.4,,,,
050US39171,39171,9.0,6.96,1.0,16.61,13.8,690.45,314.14,633,288
050US20017,20017,0.0,40.32,0.0,27.78,10.2,634.12,634.12,10,10
050US20183,20183,2.0,1.93,1.0,17.99,8.8,347.57,198.61,7,4
050US20189,20189,2.0,7.98,1.0,23.15,7.1,691.39,251.41,22,8
050US20037,20037,11.0,6.21,1.0,19.39,15.3,556.97,282.35,144,73
050US20027,20027,2.0,3.72,1.0,25.81,11.6,600.47,214.45,28,10
050US20031,20031,3.0,9.01,1.0,15.87,15.7,828.08,394.32,42,20
050US29223,29223,2.0,35.39,0.5,30.26,22.8,1452.78,1150.12,96,76
050US29510,29510,106.0,2.09,1.0,21.43,78.8,1618.3,358.94,3440,763
050US21021,21021,7.0,5.07,1.0,18.84,25.9,782.6,767.35,154,151
050US36107,36107,9.0,8.32,0.9,14.27,14.0,274.15,146.87,84,45
050US20159,20159,3.0,12.97,1.0,17.74,11.5,426.84,307.32,25,18
050US20169,20169,12.0,4.37,1.0,16.13,16.8,1223.34,645.41,417,220
050US21137,21137,6.0,7.83,1.0,29.43,29.9,652.94,646.28,98,97
050US39147,39147,14.0,9.54,1.0,16.38,19.0,598.43,230.38,213,82
050US39153,39153,135.0,2.86,1.0,14.1,38.2,684.36,264.44,2399,927
050US40037,40037,21.0,6.92,1.0,19.0,27.5,730.75,313.18,329,141
050US34037,34037,41.0,6.22,1.0,7.33,30.7,180.04,,174,
050US32023,32023,7.0,42.79,0.7,24.01,31.3,914.62,411.58,260,117
050US32510,32510,14.0,2.11,1.0,13.87,26.8,661.51,299.45,243,110
050US40039,40039,5.0,1.41,1.0,17.9,12.2,1295.65,549.19,243,103
050US40043,40043,3.0,0.0,1.0,21.61,12.3,370.64,,10,
050US39131,39131,6.0,9.98,1.0,26.05,43.5,384.79,233.21,66,40
050US29077,29077,62.0,2.81,1.0,16.45,27.9,679.21,417.5,1334,820
050US28115,28115,6.0,9.34,1.0,29.4,16.2,928.27,395.66,183,78
050US28129,28129,2.0,22.31,0.67,43.97,19.7,340.44,136.18,30,12
050US31177,31177,5.0,8.95,1.0,11.23,5.1,232.77,225.02,30,29
050US20125,20125,13.0,4.97,1.0,23.08,16.8,993.93,538.82,190,103
050US20209,20209,70.0,4.29,1.0,19.43,15.2,900.59,388.33,981,423
050US21001,21001,7.0,12.83,1.0,27.82,20.2,1070.66,888.02,170,141
050US21077,21077,2.0,12.26,1.0,24.86,47.2,,,,
050US23021,23021,7.0,18.95,0.88,21.17,20.7,270.7,100.26,27,10
050US24009,24009,19.0,7.21,1.0,7.76,34.6,326.5,119.17,200,73
050US06103,6103,9.0,13.42,0.82,20.9,12.2,1042.75,357.52,420,144
050US40009,40009,4.0,4.71,1.0,18.91,22.7,1359.43,407.83,200,60
050US40019,40019,11.0,8.57,1.0,24.6,25.6,1315.83,559.65,395,168
050US31041,31041,4.0,6.05,1.0,20.84,6.4,242.56,113.2,15,7
050US38089,38089,7.0,5.45,0.88,13.89,13.4,209.23,142.97,60,41
050US26131,26131,2.0,30.49,0.5,22.84,18.7,353.02,,11,
050US38061,38061,3.0,9.65,1.0,16.64,10.1,176.76,224.97,11,14
050US29001,29001,7.0,6.25,1.0,19.68,12.4,654.99,503.83,117,90
050US51790,51790,6.0,1.46,1.0,19.58,18.1,,,,
050US40069,40069,2.0,24.98,0.67,33.18,40.4,1002.93,370.31,65,24
050US46097,46097,1.0,0.0,1.0,20.15,5.2,,,,
050US21171,21171,4.0,5.26,1.0,25.05,30.9,,,,
050US26075,26075,38.0,6.03,1.0,15.15,10.8,728.29,,762,
050US26079,26079,4.0,11.34,0.8,21.6,15.8,637.9,,72,
050US26095,26095,1.0,28.14,0.25,23.8,14.5,,,,
050US26133,26133,5.0,16.3,0.83,24.88,15.4,500.64,,70,
050US26143,26143,10.0,7.71,1.0,17.87,26.2,769.17,,100,
050US39007,39007,26.0,7.36,1.0,19.85,34.1,771.71,342.08,476,211
050US36121,36121,11.0,9.94,1.0,17.81,14.2,384.74,173.87,104,47
050US37121,37121,4.0,5.38,1.0,25.46,28.9,745.36,422.74,67,38
050US37141,37141,16.0,9.65,1.0,18.06,21.0,341.3,203.72,129,77
050US39073,39073,7.0,8.04,1.0,17.56,23.2,595.43,268.38,619,279
050US39077,39077,13.0,8.36,1.0,15.87,35.4,497.2,245.9,184,91
050US46099,46099,41.0,3.45,0.98,11.45,14.0,813.74,541.97,1036,690
050US54015,54015,3.0,17.06,1.0,22.11,29.1,848.74,,518,
050US26119,26119,4.0,11.39,0.8,24.1,14.9,527.24,,27,
050US21103,21103,5.0,13.89,1.0,21.89,27.1,533.57,302.02,53,30
050US36033,36033,12.0,16.08,0.86,21.26,12.4,470.85,262.65,147,82
050US36051,36051,15.0,6.28,1.0,12.51,14.1,348.24,228.16,145,95
050US31055,31055,156.0,2.22,1.0,11.84,10.5,553.2,241.45,2101,917
050US40047,40047,12.0,5.37,1.0,17.95,15.6,1331.77,451.58,522,177
050US13047,13047,11.0,6.46,1.0,14.43,22.1,875.04,303.25,378,131
050US20131,20131,3.0,9.12,1.0,17.67,6.5,351.17,234.11,21,14
050US20141,20141,1.0,0.0,1.0,22.63,10.1,198.22,,4,
050US31047,31047,7.0,5.33,1.0,17.28,5.4,417.24,171.0,61,25
050US47039,47039,4.0,10.66,1.0,25.99,29.8,711.18,246.73,49,17
050US55025,55025,107.0,2.54,1.0,7.41,22.6,326.08,,1257,
050US39129,39129,13.0,9.02,1.0,15.64,31.0,628.9,296.55,246,116
050US39019,39019,7.0,14.79,1.0,22.28,18.8,362.14,253.5,60,42
050US35003,35003,0.0,133.16,0.0,35.02,28.2,298.15,,5,
050US35021,35021,0.0,114.97,0.0,44.55,20.5,,,,
050US35037,35037,3.0,6.52,1.0,39.8,26.3,905.07,,45,
050US20193,20193,2.0,11.07,1.0,10.34,9.0,401.61,261.04,20,13
050US21013,21013,8.0,8.53,0.89,33.04,55.9,2662.21,2096.33,414,326
050US39097,39097,12.0,7.76,1.0,13.51,32.8,621.3,241.67,599,233
050US28067,28067,14.0,10.5,1.0,39.56,10.2,,,,
050US21173,21173,6.0,4.53,1.0,20.75,34.8,741.68,593.34,135,108
050US29119,29119,4.0,5.17,1.0,36.14,16.2,605.41,383.43,90,57
050US31161,31161,1.0,18.45,0.5,22.35,7.7,723.64,241.21,21,7
050US55039,55039,20.0,5.12,1.0,15.0,13.7,690.81,,461,
050US55059,55059,36.0,4.13,1.0,12.11,20.3,1018.7,,1161,
050US39151,39151,86.0,3.07,1.0,14.07,27.8,639.0,294.93,1508,696
050US40031,40031,31.0,6.18,0.97,12.46,15.5,925.22,255.36,750,207
050US28071,28071,9.0,9.72,0.9,11.28,10.0,613.44,261.83,246,105
050US28085,28085,6.0,15.64,1.0,31.35,13.0,1090.57,457.77,243,102
050US39083,39083,12.0,8.28,1.0,17.52,17.7,496.14,217.69,196,86
050US39091,39091,11.0,8.79,1.0,14.09,25.5,805.06,313.08,234,91
050US29061,29061,0.0,36.94,0.0,22.93,10.0,1356.82,1194.82,67,59
050US29067,29067,1.0,34.4,0.33,28.69,10.5,767.96,707.72,51,47
050US40121,40121,11.0,10.49,0.85,21.28,26.6,824.19,251.0,220,67
050US40127,40127,2.0,18.41,0.67,32.88,26.6,919.0,498.44,59,32
050US46125,46125,2.0,0.0,1.0,22.16,5.6,318.41,159.2,16,8
050US21199,21199,13.0,8.48,0.93,22.88,23.9,1234.02,1224.21,503,499
050US26149,26149,17.0,4.86,1.0,19.22,12.3,265.22,,100,
050US39157,39157,21.0,7.89,1.0,20.99,15.1,291.6,138.86,168,80
050US26153,26153,2.0,28.36,0.5,19.43,20.0,10681.87,,506,
050US26155,26155,17.0,5.8,1.0,17.26,20.7,561.13,,247,
050US27081,27081,2.0,0.0,1.0,21.15,6.6,,,,
050US39117,39117,6.0,11.2,1.0,18.22,30.0,345.51,146.18,78,33
050US27033,27033,4.0,3.87,1.0,19.17,6.9,353.52,245.93,23,16
050US27043,27043,6.0,12.01,1.0,19.83,6.1,241.37,120.69,20,10
050US39143,39143,15.0,3.62,1.0,17.46,25.2,731.44,220.51,272,82
050US46107,46107,1.0,0.0,1.0,16.9,6.1,,,,
050US48365,48365,5.0,14.12,0.83,23.74,13.5,942.58,493.04,130,68
050US53013,53013,1.0,0.0,1.0,18.94,13.2,625.56,268.1,14,6
050US39165,39165,33.0,4.19,1.0,6.86,20.6,295.55,165.81,467,262
050US39133,39133,35.0,4.71,1.0,12.82,20.0,452.37,169.75,501,188
050US39013,39013,20.0,4.28,1.0,22.05,25.5,653.12,251.02,281,108
050US31065,31065,1.0,0.0,1.0,21.15,7.6,,,,
050US31071,31071,1.0,0.0,1.0,27.83,7.8,,,,
050US31089,31089,4.0,8.06,1.0,20.15,4.6,531.64,171.5,31,10
050US39107,39107,9.0,7.14,1.0,13.0,9.3,473.34,215.15,121,55
050US39121,39121,3.0,12.73,1.0,28.95,15.1,560.05,398.26,45,32
050US21227,21227,24.0,5.08,1.0,11.25,16.8,856.72,686.04,773,619
050US53029,53029,22.0,9.57,1.0,6.87,13.5,217.19,100.84,112,52
050US53035,53035,55.0,6.3,1.0,6.67,15.5,425.17,207.55,760,371
050US53041,53041,17.0,13.21,0.85,15.96,19.0,892.25,453.17,443,225
050US51830,51830,3.0,2.16,1.0,7.9,17.2,,,,
050US55015,55015,11.0,4.88,1.0,10.86,9.2,402.0,,138,
050US55021,55021,12.0,5.06,1.0,15.04,25.0,593.99,,224,
050US39017,39017,80.0,3.09,1.0,10.41,45.1,550.95,217.41,1409,556
050US35047,35047,5.0,16.72,0.71,38.47,35.7,322.77,,56,
050US35057,35057,3.0,13.32,0.75,33.29,34.8,,,,
050US33013,33013,36.0,5.93,1.0,10.43,25.5,706.42,,720,
050US39155,39155,55.0,4.04,1.0,18.83,50.2,594.44,296.82,745,372
050US28133,28133,7.0,10.47,1.0,37.37,7.5,724.92,101.94,128,18
050US22003,22003,4.0,7.56,0.8,26.61,19.1,,,,
050US22021,22021,3.0,5.96,1.0,33.64,15.6,,,,
050US18059,18059,10.0,4.4,1.0,11.19,18.3,339.52,182.51,173,93
050US20021,20021,6.0,9.29,1.0,22.51,18.5,571.94,384.02,70,47
050US27141,27141,11.0,8.39,1.0,7.52,11.6,191.89,156.3,124,101
050US27147,27147,8.0,4.68,1.0,13.21,7.1,294.53,233.89,68,54
050US27151,27151,4.0,10.04,1.0,20.74,6.1,224.41,310.72,13,18
050US35061,35061,18.0,7.98,1.0,25.63,35.1,213.89,,102,
050US21213,21213,4.0,5.29,1.0,22.81,15.8,620.72,445.65,78,56
050US13235,13235,3.0,8.88,1.0,26.28,11.8,757.93,221.06,48,14
050US13249,13249,2.0,6.12,1.0,24.62,8.2,547.76,308.11,16,9
050US20147,20147,3.0,13.87,1.0,15.67,5.8,345.18,,10,
050US20151,20151,3.0,1.34,1.0,19.14,11.8,871.78,526.7,48,29
050US20153,20153,1.0,0.0,1.0,15.56,7.5,432.59,,6,
050US17019,17019,42.0,2.58,0.98,10.66,21.5,559.39,213.0,822,313
050US47131,47131,10.0,6.46,1.0,21.49,13.7,593.36,168.03,113,32
050US13065,13065,2.0,13.83,1.0,41.06,11.1,,,,
050US13161,13161,3.0,8.6,1.0,31.14,24.6,1005.3,291.86,93,27
050US21111,21111,191.0,3.08,1.0,13.06,42.2,612.93,319.96,3134,1636
050US19171,19171,5.0,11.73,0.83,19.7,7.5,515.32,438.97,54,46
050US12099,12099,337.0,2.63,1.0,11.72,30.6,462.43,132.42,4145,1187
050US12067,12067,2.0,13.22,1.0,21.15,23.2,825.11,251.12,46,14
050US22121,22121,5.0,3.01,1.0,13.85,19.9,,,,
050US01053,1053,9.0,6.56,1.0,37.25,34.4,1327.13,801.45,308,186
050US01067,1067,6.0,11.28,1.0,22.4,7.9,898.12,338.0,93,35
050US21129,21129,3.0,10.25,1.0,38.75,62.1,888.09,831.99,744,697
050US19077,19077,2.0,10.22,0.67,16.58,7.0,565.33,361.18,36,23
050US19081,19081,4.0,7.33,1.0,19.04,4.6,,,,
050US19089,19089,2.0,13.33,0.67,20.89,4.2,286.89,233.1,16,13
050US13011,13011,4.0,6.5,1.0,29.12,23.5,627.36,214.85,73,25
050US27131,27131,13.0,3.55,1.0,12.58,9.9,188.45,139.09,84,62
050US27135,27135,4.0,11.67,0.8,15.2,8.8,197.69,239.31,19,23
050US42079,42079,103.0,4.03,0.99,19.39,43.9,444.9,180.17,926,375
050US45011,45011,5.0,13.14,0.83,29.75,15.1,846.14,271.7,109,35
050US47181,47181,4.0,4.11,1.0,28.87,16.3,969.99,480.46,107,53
050US48009,48009,1.0,25.64,0.33,17.06,19.2,543.78,150.01,29,8
050US50003,50003,11.0,13.06,0.92,13.33,22.5,271.05,,1137,
050US19167,19167,7.0,4.43,1.0,10.12,3.0,145.08,90.67,32,20
050US13207,13207,5.0,11.05,1.0,20.48,14.0,884.76,367.26,159,66
050US18173,18173,11.0,6.22,1.0,12.76,11.6,198.96,82.07,80,33
050US17179,17179,30.0,3.93,1.0,15.65,15.9,410.98,235.71,340,195
050US13057,13057,26.0,2.31,1.0,6.31,13.6,369.96,166.22,641,288
050US17057,17057,10.0,12.53,0.83,19.56,13.8,343.08,166.91,74,36
050US13085,13085,3.0,5.36,1.0,10.54,20.4,621.38,265.44,103,44
050US08115,8115,1.0,0.0,1.0,19.75,13.7,,,,
050US13225,13225,6.0,4.61,1.0,22.7,12.4,498.4,173.36,92,32
050US05089,5089,4.0,5.4,1.0,20.58,17.3,,,,
050US19173,19173,3.0,7.48,1.0,19.57,8.8,374.75,201.79,13,7
050US48417,48417,1.0,0.0,1.0,20.2,8.8,853.79,426.89,16,8
050US48421,48421,0.0,42.68,0.0,21.3,12.0,629.65,228.96,11,4
050US48431,48431,0.0,50.23,0.0,12.23,11.0,700.12,933.49,6,8
050US48435,48435,1.0,0.0,1.0,40.93,8.7,1314.55,610.33,28,13
050US42047,42047,9.0,5.19,1.0,17.2,20.7,599.42,335.88,116,65
050US13253,13253,3.0,8.1,1.0,33.33,12.8,1394.24,476.98,76,26
050US13277,13277,9.0,5.86,1.0,32.97,8.5,1315.84,334.66,346,88
050US48369,48369,2.0,27.56,1.0,27.16,7.2,712.78,518.39,44,32
050US48381,48381,29.0,2.2,1.0,9.06,12.1,885.93,466.75,801,422
050US17041,17041,5.0,8.87,1.0,23.95,12.6,659.2,461.44,80,56
050US05113,5113,6.0,14.0,1.0,23.74,14.9,,,,
050US26125,26125,338.0,2.33,1.0,8.78,12.8,443.25,,3740,
050US21169,21169,3.0,15.81,1.0,21.99,15.8,786.29,503.22,50,32
050US48487,48487,4.0,5.66,1.0,27.76,15.2,1843.21,1065.23,154,89
050US48493,48493,11.0,13.97,1.0,13.47,8.1,461.99,298.56,147,95
050US42075,42075,31.0,5.46,1.0,16.39,17.2,750.27,298.97,660,263
050US24510,24510,200.0,1.38,1.0,20.41,117.3,1296.47,733.2,5234,2960
050US25019,25019,6.0,6.47,1.0,6.01,17.2,170.03,43.05,237,60
050US36095,36095,5.0,21.99,0.62,20.03,10.0,,,,
050US19095,19095,4.0,0.0,1.0,17.99,6.8,145.99,97.32,15,10
050US19099,19099,9.0,7.99,1.0,17.11,12.0,462.09,294.06,110,70
050US13015,13015,15.0,11.13,1.0,14.85,20.5,987.77,408.54,706,292
050US47075,47075,6.0,10.33,1.0,35.51,11.3,668.75,214.0,75,24
050US17051,17051,6.0,16.34,0.86,25.57,15.1,694.89,482.17,98,68
050US05055,5055,9.0,4.71,1.0,18.66,13.6,,,,
050US08014,8014,18.0,3.08,1.0,4.31,,128.03,65.03,63,32
050US05065,5065,4.0,6.12,1.0,24.86,19.2,,,,
050US05071,5071,6.0,11.7,1.0,32.71,14.3,,,,
050US19101,19101,4.0,4.54,1.0,16.46,11.7,352.51,269.57,34,26
050US19105,19105,5.0,2.92,1.0,17.42,7.0,131.16,46.29,17,6
050US19109,19109,5.0,15.89,0.83,18.69,5.1,289.39,231.51,25,20
050US12019,12019,30.0,4.07,1.0,7.38,26.3,494.71,134.66,698,190
050US12049,12049,6.0,8.58,1.0,35.05,13.3,1384.87,472.11,220,75
050US19057,19057,11.0,4.27,1.0,19.3,12.0,1008.1,539.9,239,128
050US20061,20061,8.0,4.7,1.0,12.36,12.8,732.82,253.0,168,58
050US42123,42123,13.0,8.52,1.0,18.68,15.9,970.91,540.34,230,128
050US13095,13095,27.0,4.18,1.0,22.39,15.5,1571.85,443.16,869,245
050US27083,27083,7.0,8.25,1.0,12.07,7.0,413.3,349.72,65,55
050US19161,19161,4.0,11.58,1.0,18.06,7.3,315.18,122.57,18,7
050US13049,13049,1.0,21.2,0.5,28.19,14.1,,,,
050US42119,42119,10.0,5.56,1.0,22.62,10.3,513.29,300.29,147,86
050US13177,13177,5.0,10.34,1.0,14.8,10.1,376.2,102.18,81,22
050US36099,36099,10.0,6.77,1.0,17.61,12.4,309.71,143.3,67,31
050US33001,33001,15.0,4.9,1.0,10.15,32.3,422.22,,168,
050US08099,8099,5.0,8.51,1.0,21.42,15.3,767.23,561.72,56,41
050US45037,45037,6.0,12.16,1.0,29.64,8.5,546.98,213.04,95,37
050US29055,29055,6.0,8.84,1.0,25.75,35.0,1347.13,916.6,194,132
050US26001,26001,4.0,20.15,0.67,24.9,14.9,694.32,,38,
050US13167,13167,3.0,15.42,1.0,33.45,9.4,703.99,245.58,43,15
050US27093,27093,6.0,10.9,1.0,17.4,9.1,262.77,234.36,37,33
050US27099,27099,11.0,5.72,1.0,16.82,12.2,496.35,352.78,121,86
050US21145,21145,17.0,3.18,1.0,17.24,22.7,1554.21,1135.31,653,477
050US26039,26039,4.0,15.39,0.8,14.9,27.4,1084.74,,85,
050US26045,26045,28.0,4.36,1.0,13.37,14.3,570.6,,401,
050US08041,8041,129.0,4.37,0.99,7.05,26.3,714.68,341.14,3486,1664
050US19137,19137,4.0,6.64,1.0,17.35,13.3,128.74,128.74,8,8
050US13043,13043,3.0,14.4,1.0,32.72,9.5,1826.97,498.26,121,33
050US18069,18069,9.0,6.54,1.0,16.61,18.0,1571.85,585.76,373,139
050US18073,18073,8.0,9.84,1.0,16.68,19.9,509.22,196.96,106,41
050US37087,37087,15.0,11.08,0.94,23.49,36.6,677.07,406.78,253,152
050US37155,37155,31.0,5.97,1.0,38.32,40.2,684.99,201.78,516,152
050US38105,38105,4.0,20.68,0.57,10.54,12.6,536.65,502.4,141,132
050US48139,48139,31.0,7.49,1.0,9.23,8.7,770.7,456.04,943,558
050US48403,48403,2.0,10.9,0.67,21.69,14.6,1211.01,623.85,66,34
050US48481,48481,11.0,5.46,1.0,26.46,13.8,781.31,320.34,200,82
050US41001,41001,3.0,35.08,0.5,18.39,17.0,519.89,148.54,49,14
050US41045,41045,5.0,42.11,0.62,22.56,13.6,791.01,385.1,152,74
050US42063,42063,23.0,8.51,1.0,22.19,36.0,248.95,132.65,137,73
050US45053,45053,4.0,8.96,0.8,28.69,18.8,592.15,186.1,105,33
050US18029,18029,10.0,9.8,1.0,13.34,31.1,1228.32,552.44,398,179
050US18131,18131,4.0,13.75,1.0,20.66,24.5,479.4,272.09,37,21
050US18139,18139,5.0,12.94,1.0,25.39,21.1,765.31,387.38,81,41
050US08047,8047,1.0,0.0,1.0,9.92,16.8,725.69,628.93,30,26
050US08089,8089,7.0,6.58,1.0,25.01,28.3,611.81,487.68,69,55
050US19047,19047,5.0,17.76,1.0,21.72,6.0,156.85,68.62,16,7
050US40061,40061,2.0,24.16,0.5,27.56,22.9,1412.23,409.55,100,29
050US29137,29137,3.0,6.47,1.0,26.39,13.6,712.03,454.91,36,23
050US31169,31169,2.0,7.88,1.0,20.86,5.5,314.91,,9,
050US47161,47161,4.0,26.26,0.8,31.27,34.3,769.14,431.19,66,37
050US17023,17023,4.0,7.36,1.0,18.32,15.7,691.93,371.79,67,36
050US19043,19043,6.0,4.46,1.0,21.34,8.6,306.51,138.42,31,14
050US19053,19053,3.0,8.41,1.0,21.97,10.1,430.57,129.17,20,6
050US20171,20171,1.0,0.0,1.0,14.84,7.1,331.67,,10,
050US19133,19133,4.0,6.6,1.0,20.88,10.0,766.06,471.42,39,24
050US26019,26019,6.0,12.2,1.0,14.12,14.3,378.14,,40,
050US26035,26035,10.0,17.54,0.91,24.49,29.3,685.04,,127,
050US20071,20071,0.0,46.84,0.0,16.57,11.2,,,,
050US20123,20123,1.0,21.0,0.5,18.25,6.1,445.9,356.72,15,12
050US42065,42065,13.0,8.37,1.0,23.19,24.3,1502.42,880.35,413,242
050US44003,44003,39.0,3.57,1.0,10.83,28.4,226.22,,1656,
050US17061,17061,5.0,5.68,1.0,23.03,17.9,459.86,354.75,35,27
050US18105,18105,31.0,5.11,1.0,9.37,18.3,337.59,119.66,347,123
050US18117,18117,6.0,7.07,1.0,25.37,12.4,1213.36,480.46,149,59
050US18137,18137,6.0,7.2,1.0,19.8,24.5,1117.72,655.21,203,119
050US05083,5083,5.0,8.65,0.83,25.35,19.7,,,,
050US40081,40081,7.0,5.22,1.0,30.42,19.3,833.65,196.44,174,41
050US19071,19071,3.0,0.0,1.0,16.16,10.6,676.01,625.94,27,25
050US19023,19023,4.0,18.57,0.8,20.67,6.4,175.71,163.99,15,14
050US19029,19029,5.0,9.69,1.0,20.6,10.5,622.25,622.25,48,48
050US08103,8103,2.0,0.0,1.0,14.25,21.8,266.73,121.24,11,5
050US08109,8109,2.0,10.25,1.0,25.73,19.5,399.36,159.74,15,6
050US05031,5031,17.0,3.19,1.0,13.18,11.1,,,,
