HEROP_ID,TtlPrPpr,TtlPrAPpr,TtlPrPp,TtlPrAPp,OdMortRt
050US13257,1108.41,435.89,178.0,70.0,23.1
050US17011,,,,,16.6
050US17015,,,,,14.3
050US18099,464.88,280.29,136.0,82.0,15.7
050US18101,797.0,484.45,51.0,31.0,19.3
050US13287,1535.59,228.26,74.0,11.0,14.0
050US13295,1097.45,367.34,481.0,161.0,19.6
050US15003,,,,,14.3
050US16009,,,,,17.9
050US18003,623.44,299.17,1490.0,715.0,18.9
050US17149,,,,,20.3
050US17159,,,,,21.0
050US17107,,,,,16.9
050US17115,,,,,15.8
050US17121,,,,,23.4
050US17131,,,,,13.8
050US17135,,,,,20.3
050US17145,,,,,22.3
050US13233,775.16,296.39,204.0,78.0,22.1
050US13239,932.4,,12.0,,13.1
050US18031,749.04,513.12,127.0,87.0,23.0
050US18037,348.14,133.33,94.0,36.0,16.0
050US18041,1353.2,854.29,198.0,125.0,44.0
050US18055,578.77,269.77,118.0,55.0,17.4
050US18065,743.03,299.76,233.0,94.0,25.5
050US18075,1620.25,848.7,210.0,110.0,22.5
050US18085,467.64,241.75,236.0,122.0,15.2
050US18091,534.86,241.73,385.0,174.0,22.0
050US18109,446.18,167.04,203.0,76.0,25.3
050US16019,,,,,21.6
050US16021,,,,,21.4
050US16045,,,,,20.1
050US17029,,,,,14.6
050US18181,522.81,183.32,77.0,27.0,19.1
050US19007,552.26,336.75,41.0,25.0,14.8
050US19017,283.67,219.2,44.0,34.0,10.1
050US19025,169.26,135.41,10.0,8.0,12.8
050US18095,1273.44,588.67,1060.0,490.0,31.0
050US18097,840.46,423.39,5322.0,2681.0,33.0
050US17173,,,,,16.5
050US17177,,,,,14.0
050US16075,,,,,20.7
050US17005,,,,,23.0
050US19103,197.1,97.14,209.0,103.0,9.8
050US19117,501.54,231.48,26.0,12.0,14.1
050US19127,644.06,358.72,158.0,88.0,10.1
050US19131,206.71,95.4,13.0,6.0,10.9
050US20105,,,,,14.0
050US20109,,,,,15.5
050US20111,,,,,12.4
050US20113,,,,,13.8
050US19135,271.8,83.63,13.0,4.0,13.6
050US19041,331.53,221.02,33.0,22.0,12.3
050US18017,738.88,388.01,179.0,94.0,15.8
050US20049,,,,,20.8
050US20057,,,,,12.5
050US18115,962.05,668.09,36.0,25.0,32.1
050US18119,290.24,141.4,39.0,19.0,17.9
050US18121,325.1,195.06,35.0,21.0,17.3
050US20091,,,,,10.6
050US20097,,,,,16.2
050US20101,,,,,13.9
050US19049,189.48,150.85,103.0,82.0,9.4
050US18133,330.72,330.72,84.0,84.0,16.0
050US18157,556.1,258.69,761.0,354.0,17.4
050US18111,591.39,290.11,53.0,26.0,22.7
050US17021,,,,,19.2
050US19159,210.75,140.5,6.0,4.0,15.6
050US19165,188.05,216.98,13.0,15.0,13.1
050US20063,,,,,14.3
050US20073,,,,,19.3
050US20077,,,,,19.0
050US20085,,,,,14.1
050US19169,158.45,128.14,115.0,93.0,8.9
050US19189,167.89,167.89,11.0,11.0,10.9
050US20001,,,,,23.1
050US20009,,,,,12.6
050US20015,,,,,15.8
050US20025,,,,,16.5
050US20029,,,,,12.5
050US20043,,,,,14.8
050US40045,450.82,,11.0,,19.1
050US48309,1686.52,833.39,2736.0,1352.0,9.4
050US48337,1267.14,746.4,146.0,86.0,20.1
050US48355,1162.13,550.77,2762.0,1309.0,18.3
050US51720,,,,,40.5
050US51740,,,,,22.9
050US18143,1086.96,841.1,168.0,130.0,48.5
050US18171,294.23,98.08,15.0,5.0,19.1
050US18177,1124.21,448.26,474.0,189.0,43.2
050US19097,291.76,125.04,35.0,15.0,13.7
050US19141,179.62,155.67,15.0,13.0,12.4
050US19055,467.73,205.8,50.0,22.0,11.9
050US19073,370.99,333.89,20.0,18.0,12.0
050US19079,304.12,206.36,28.0,19.0,11.1
050US40041,1273.68,462.42,314.0,114.0,22.7
050US46111,274.35,,4.0,,10.9
050US51810,,,,,18.1
050US20087,,,,,13.9
050US20089,,,,,12.3
050US46109,1256.67,1015.67,73.0,59.0,11.2
050US46121,,,,,14.0
050US53051,472.36,217.03,37.0,17.0,21.3
050US53059,531.14,199.18,40.0,15.0,18.7
050US54011,,,,,85.7
050US23011,395.17,241.63,314.0,192.0,24.3
050US24019,,,,,21.0
050US38103,438.4,0.0,10.0,0.0,10.9
050US30101,,,,,20.6
050US31003,246.24,,9.0,,10.5
050US48275,1002.73,410.21,22.0,9.0,18.9
050US31029,173.46,,4.0,,14.7
050US24025,,,,,32.8
050US24035,,,,,24.5
050US25009,208.64,105.0,1075.0,541.0,35.7
050US26015,437.07,128.24,167.0,49.0,16.1
050US38045,,0.0,,0.0,10.1
050US38051,357.14,0.0,5.0,0.0,10.9
050US38095,306.98,0.0,4.0,0.0,12.6
050US38101,399.8,0.0,188.0,0.0,8.8
050US25003,291.5,59.04,237.0,48.0,24.3
050US25011,231.66,36.81,107.0,17.0,19.7
050US25021,86.64,40.84,401.0,189.0,31.2
050US26159,638.26,221.1,306.0,106.0,18.1
050US26165,583.03,155.48,120.0,32.0,19.0
050US40151,427.49,394.61,26.0,24.0,21.4
050US42073,482.6,206.57,264.0,113.0,38.5
050US42083,600.43,331.53,163.0,90.0,18.3
050US48441,1560.81,860.47,1384.0,763.0,14.8
050US48451,1402.07,719.31,1074.0,551.0,14.2
050US55123,213.65,71.22,39.0,13.0,14.1
050US47115,690.65,356.47,124.0,64.0,20.5
050US47125,382.3,101.24,506.0,134.0,16.9
050US51153,,,,,11.9
050US46015,471.99,440.53,15.0,14.0,12.2
050US46035,646.24,542.52,81.0,68.0,10.2
050US46039,,0.0,,0.0,11.5
050US46049,306.28,,4.0,,11.8
050US51075,,,,,15.9
050US45001,727.7,344.36,112.0,53.0,18.2
050US48045,909.09,681.82,8.0,6.0,16.5
050US51181,,,,,15.3
050US29005,418.81,547.68,13.0,17.0,14.4
050US29009,916.75,726.92,198.0,157.0,16.2
050US39159,505.53,156.16,191.0,59.0,17.5
050US31171,0.0,0.0,0.0,0.0,13.0
050US48145,1398.41,623.5,157.0,70.0,13.4
050US36057,551.38,248.28,171.0,77.0,14.1
050US36067,626.43,250.9,1925.0,771.0,27.8
050US39105,1184.51,480.57,175.0,71.0,29.0
050US27153,150.45,150.45,22.0,22.0,13.4
050US27157,136.71,83.54,18.0,11.0,11.0
050US28013,1165.5,521.7,105.0,47.0,15.4
050US26023,682.35,217.77,188.0,60.0,16.2
050US37001,638.82,297.41,668.0,311.0,14.9
050US55077,296.74,131.88,27.0,12.0,22.3
050US29203,339.05,358.99,17.0,18.0,28.4
050US29133,1542.07,994.52,138.0,89.0,24.7
050US29149,288.18,272.17,18.0,17.0,26.0
050US31031,346.22,201.96,12.0,7.0,13.4
050US31035,298.43,,11.0,,10.7
050US31037,362.7,75.56,24.0,5.0,10.8
050US38027,,0.0,,0.0,11.1
050US13205,1105.92,219.81,161.0,32.0,13.2
050US13315,710.78,169.23,42.0,10.0,15.2
050US16033,,,,,18.3
050US17043,,,,,14.1
050US47101,814.77,325.91,60.0,24.0,26.7
050US48385,726.9,259.61,14.0,5.0,13.0
050US48399,1530.61,845.03,96.0,53.0,14.7
050US55085,268.74,111.2,58.0,24.0,16.3
050US40131,752.66,343.35,445.0,203.0,16.8
050US48093,1622.17,753.61,127.0,59.0,14.3
050US36019,710.3,305.7,395.0,170.0,13.9
050US31051,204.74,,7.0,,10.7
050US41025,,,,,18.7
050US47087,313.1,108.9,23.0,8.0,35.6
050US28023,949.88,565.89,94.0,56.0,15.7
050US48485,1118.24,675.96,981.0,593.0,18.8
050US48489,656.8,352.6,95.0,51.0,7.8
050US50025,,,,,20.6
050US21075,2858.61,2060.26,111.0,80.0,19.6
050US21083,659.94,465.84,153.0,108.0,17.9
050US26027,746.68,182.04,242.0,59.0,16.2
050US30067,,,,,17.7
050US30095,,,,,17.6
050US36073,526.32,294.01,145.0,81.0,12.8
050US48049,2924.96,1279.41,695.0,304.0,14.3
050US48069,610.4,463.06,29.0,22.0,15.3
050US13273,1757.56,434.86,97.0,24.0,11.6
050US45081,798.42,181.82,101.0,23.0,15.7
050US46005,953.78,577.77,104.0,63.0,11.6
050US46011,473.86,302.29,116.0,74.0,11.3
050US29021,1474.36,1063.87,862.0,622.0,14.0
050US29035,499.21,236.47,19.0,9.0,26.2
050US26037,251.33,74.61,128.0,38.0,13.8
050US26051,660.29,289.72,98.0,43.0,22.7
050US40001,715.11,390.06,99.0,54.0,23.2
050US40005,1707.52,290.39,147.0,25.0,27.4
050US40033,1630.88,625.17,60.0,23.0,23.5
050US08053,0.0,0.0,0.0,0.0,23.9
050US12031,1258.01,296.55,7865.0,1854.0,41.5
050US12119,576.05,174.1,268.0,81.0,15.0
050US13073,466.58,156.55,456.0,153.0,14.4
050US55105,596.01,278.9,624.0,292.0,24.1
050US55119,309.23,87.22,39.0,11.0,15.9
050US41011,,,,,16.7
050US51079,,,,,17.1
050US32013,758.56,323.77,82.0,35.0,20.3
050US27095,671.9,703.3,107.0,112.0,16.5
050US27101,,,,,11.9
050US27109,323.11,227.9,319.0,225.0,10.6
050US27125,208.86,250.63,5.0,6.0,14.2
050US54049,,,,,19.8
050US54073,,,,,22.6
050US55067,901.06,540.63,105.0,63.0,14.8
050US55073,564.17,282.08,490.0,245.0,11.5
050US17137,,,,,16.3
050US42121,930.59,518.34,307.0,171.0,23.3
050US44001,,,,,22.8
050US48107,769.01,284.82,27.0,10.0,15.5
050US39099,772.75,306.09,1131.0,448.0,35.0
050US39103,313.03,160.44,359.0,184.0,21.2
050US32009,3056.77,,14.0,,21.8
050US41027,,,,,14.6
050US41049,,,,,15.3
050US48507,630.45,348.76,47.0,26.0,11.5
050US49009,,,,,24.7
050US49021,427.96,225.08,135.0,71.0,26.4
050US56041,345.65,192.03,45.0,25.0,24.0
050US51011,,,,,14.5
050US51025,,,,,19.1
050US21045,1022.91,828.56,100.0,81.0,29.9
050US21113,679.3,580.17,233.0,199.0,30.7
050US21141,1161.12,975.58,194.0,163.0,18.7
050US41059,,,,,12.2
050US40017,522.72,191.4,467.0,171.0,15.4
050US56045,305.54,87.3,14.0,4.0,16.5
050US23019,349.59,207.6,357.0,212.0,27.3
050US51043,,,,,19.9
050US48251,1223.12,727.62,1291.0,768.0,11.8
050US51135,,,,,19.4
050US22095,,,,,23.2
050US22125,,,,,16.6
050US26061,106.91,28.78,26.0,7.0,15.2
050US48231,1158.99,513.8,688.0,305.0,13.9
050US48279,998.38,574.07,80.0,46.0,16.1
050US04003,1140.61,511.31,870.0,390.0,20.4
050US29081,1269.39,846.26,63.0,42.0,17.9
050US31023,368.4,122.8,18.0,6.0,10.2
050US37189,306.71,196.99,123.0,79.0,18.3
050US38007,,0.0,,0.0,14.1
050US51630,,,,,19.9
050US42013,699.16,339.33,546.0,265.0,28.4
050US42117,351.46,139.04,91.0,36.0,14.6
050US26065,554.97,126.31,1138.0,259.0,23.2
050US29167,864.71,703.84,172.0,140.0,24.7
050US19191,210.05,82.52,28.0,11.0,11.6
050US29085,681.09,681.09,34.0,34.0,24.3
050US40035,1103.27,419.24,100.0,38.0,22.5
050US49027,602.0,369.41,44.0,27.0,25.9
050US50009,,,,,19.1
050US47139,656.29,440.65,70.0,47.0,27.8
050US47153,956.58,494.41,89.0,46.0,23.9
050US48497,720.01,416.22,301.0,174.0,14.9
050US13223,231.07,77.66,244.0,82.0,20.3
050US55127,570.84,182.9,387.0,124.0,17.4
050US56001,432.46,158.22,123.0,45.0,17.8
050US56005,793.65,350.05,263.0,116.0,15.1
050US21201,917.43,688.07,12.0,9.0,37.7
050US20023,,,,,15.7
050US47169,818.52,536.27,58.0,38.0,27.2
050US50019,,,,,19.5
050US48413,1030.93,705.37,19.0,13.0,13.7
050US46059,,,,,11.7
050US46063,0.0,0.0,0.0,0.0,14.2
050US46077,,,,,11.0
050US46087,250.31,219.02,8.0,7.0,10.5
050US46089,0.0,,0.0,,11.4
050US56015,747.89,398.07,62.0,33.0,18.5
050US47177,927.88,446.32,237.0,114.0,23.5
050US48017,982.46,491.23,42.0,21.0,18.1
050US48131,919.67,646.64,64.0,45.0,12.4
050US48143,1030.24,448.54,294.0,128.0,12.6
050US42011,617.26,324.0,1667.0,875.0,23.1
050US42019,254.15,130.75,311.0,160.0,37.1
050US42105,768.93,285.88,78.0,29.0,17.3
050US42115,363.95,166.49,94.0,43.0,23.5
050US51049,,,,,16.3
050US26017,591.07,131.68,395.0,88.0,24.6
050US51685,,,,,11.8
050US48163,777.36,460.38,103.0,61.0,11.5
050US48165,678.64,311.38,85.0,39.0,16.8
050US48179,1604.65,875.9,229.0,125.0,15.4
050US28047,1278.42,585.41,1699.0,778.0,20.8
050US48285,792.54,348.37,91.0,40.0,13.3
050US48303,941.45,378.53,1930.0,776.0,12.9
050US51540,,,,,12.8
050US51570,,,,,21.6
050US51610,,,,,10.2
050US02060,,,,,23.1
050US02068,,,,,20.3
050US02188,,,,,19.4
050US02230,,,,,-9.0
050US02275,,,,,-9.0
050US30019,,,,,19.4
050US39025,629.53,311.75,836.0,414.0,46.5
050US39053,914.3,430.88,174.0,82.0,34.2
050US39067,451.21,220.36,43.0,21.0,21.8
050US31153,199.86,111.89,234.0,131.0,8.9
050US02013,,,,,21.7
050US40093,241.12,,11.0,,19.6
050US40103,470.09,,33.0,,19.2
050US40053,689.39,,18.0,,18.4
050US31081,177.27,141.82,10.0,8.0,10.1
050US31109,502.49,239.33,1054.0,502.0,8.4
050US31119,497.74,343.89,110.0,76.0,10.4
050US01057,701.34,379.89,72.0,39.0,20.6
050US01111,975.44,761.84,137.0,107.0,16.4
050US05021,,,,,22.2
050US05023,,,,,16.2
050US05037,,,,,17.1
050US27071,385.26,282.52,30.0,22.0,17.4
050US19197,359.19,239.46,27.0,18.0,11.2
050US20013,,,,,15.6
050US40107,1686.34,415.1,130.0,32.0,26.1
050US31053,461.02,295.41,103.0,66.0,11.5
050US31123,237.53,,7.0,,15.6
050US21041,1788.64,1714.12,120.0,115.0,31.4
050US39135,465.3,280.72,121.0,73.0,38.9
050US39119,1016.67,544.64,560.0,300.0,16.1
050US05051,,,,,24.7
050US31095,782.18,497.75,33.0,21.0,11.3
050US29173,1028.81,728.08,65.0,46.0,18.5
050US40021,495.13,112.81,158.0,36.0,28.6
050US36079,128.55,65.77,86.0,44.0,18.7
050US36097,380.16,138.24,44.0,16.0,15.3
050US29011,705.1,525.37,51.0,38.0,21.0
050US39127,468.13,253.39,109.0,59.0,18.2
050US20045,,,,,12.1
050US20051,,,,,14.1
050US20055,,,,,12.8
050US29177,891.44,684.13,129.0,99.0,21.1
050US28153,1040.29,434.75,134.0,56.0,17.2
050US28159,1057.83,352.61,120.0,40.0,13.7
050US28161,1141.52,531.85,88.0,41.0,14.7
050US20173,,,,,16.2
050US20177,,,,,16.1
050US20185,,,,,15.2
050US29017,642.62,577.05,49.0,44.0,26.4
050US29047,474.09,309.08,747.0,487.0,17.6
050US20059,,,,,16.4
050US39163,970.3,828.3,82.0,70.0,29.0
050US29105,1375.92,1275.68,302.0,280.0,17.4
050US29109,1201.64,801.09,282.0,188.0,18.7
050US31137,269.93,125.97,15.0,7.0,12.2
050US33003,177.73,73.18,51.0,21.0,25.4
050US39009,594.2,247.58,300.0,125.0,18.9
050US19181,270.64,173.08,86.0,55.0,12.7
050US19185,216.16,,8.0,,15.2
050US19187,680.88,473.65,161.0,112.0,12.7
050US21207,1084.38,856.57,119.0,94.0,35.9
050US38065,0.0,0.0,0.0,0.0,11.4
050US06111,315.1,100.4,1767.0,563.0,13.7
050US08009,248.39,248.39,5.0,5.0,22.4
050US08011,583.61,253.74,23.0,10.0,24.3
050US08017,0.0,,0.0,,17.7
050US29125,746.95,601.2,41.0,33.0,23.0
050US31133,407.89,,6.0,,12.9
050US20175,,,,,15.6
050US22023,,,,,22.0
050US22041,,,,,14.2
050US22051,,,,,33.4
050US22075,,,,,25.1
050US39171,645.61,288.37,150.0,67.0,16.5
050US20017,,,,,15.5
050US20183,,,,,13.4
050US20189,,,,,17.0
050US20037,,,,,16.1
050US20027,,,,,13.9
050US20031,,,,,17.7
050US29223,1168.64,854.49,93.0,68.0,27.3
050US29510,2038.73,585.86,4496.0,1292.0,59.0
050US21021,731.05,962.73,142.0,187.0,31.9
050US36107,265.22,161.72,82.0,50.0,16.2
050US20159,,,,,15.3
050US20169,,,,,15.0
050US21137,651.08,618.53,100.0,95.0,31.4
050US39147,676.07,343.62,242.0,123.0,15.8
050US39153,803.12,341.74,2853.0,1214.0,53.4
050US40037,941.7,451.92,423.0,203.0,25.8
050US34037,155.04,65.55,149.0,63.0,22.6
050US32023,1142.95,405.3,282.0,100.0,34.0
050US32510,719.11,326.07,247.0,112.0,26.9
050US40039,1550.02,542.77,297.0,104.0,17.2
050US40043,348.92,,10.0,,20.0
050US39131,374.22,189.9,67.0,34.0,32.2
050US29077,861.91,470.32,1653.0,902.0,28.3
050US28115,763.01,501.98,152.0,100.0,16.3
050US28129,361.99,191.05,36.0,19.0,14.0
050US31177,244.08,220.46,31.0,28.0,13.2
050US20125,,,,,18.8
050US20209,,,,,12.6
050US21001,593.78,451.27,75.0,57.0,24.3
050US21077,1268.86,1011.66,74.0,59.0,42.8
050US23021,223.26,67.95,23.0,7.0,21.3
050US24009,,,,,27.4
050US06103,920.46,296.51,357.0,115.0,19.0
050US40009,1433.25,532.35,210.0,78.0,23.1
050US40019,1369.55,624.01,417.0,190.0,28.4
050US31041,205.6,110.71,13.0,7.0,12.1
050US38089,233.35,0.0,47.0,0.0,13.2
050US26131,211.48,0.0,7.0,0.0,18.6
050US38061,58.5,0.0,4.0,0.0,13.3
050US29001,735.5,537.48,130.0,95.0,18.2
050US51790,,,,,16.8
050US40069,823.77,220.65,56.0,15.0,34.4
050US46097,,,,,10.8
050US21171,1014.69,575.5,67.0,38.0,27.8
050US26075,693.78,184.56,718.0,191.0,10.9
050US26079,679.77,146.98,74.0,16.0,19.7
050US26095,599.38,143.85,25.0,6.0,17.4
050US26133,571.03,190.34,81.0,27.0,17.8
050US26143,724.58,224.1,97.0,30.0,25.4
050US39007,732.85,334.42,458.0,209.0,34.1
050US36121,449.15,226.4,123.0,62.0,14.4
050US37121,766.96,405.39,70.0,37.0,28.5
050US37141,447.97,262.42,169.0,99.0,23.8
050US39073,993.05,557.21,180.0,101.0,24.2
050US39077,435.64,201.68,162.0,75.0,24.5
050US46099,745.63,425.61,918.0,524.0,10.2
050US54015,,,,,35.9
050US26119,549.97,75.86,29.0,4.0,18.9
050US21103,581.4,394.17,59.0,40.0,23.1
050US36033,496.6,261.22,173.0,91.0,11.5
050US36051,415.29,271.53,182.0,119.0,13.2
050US31055,514.0,219.62,1884.0,805.0,8.8
050US40047,1855.29,551.43,720.0,214.0,15.6
050US13047,915.88,348.46,389.0,148.0,26.9
050US20131,,,,,13.4
050US20141,,,,,14.4
050US31047,426.09,164.94,62.0,24.0,13.9
050US47039,729.82,214.65,51.0,15.0,27.0
050US55025,376.37,142.62,1396.0,529.0,19.3
050US39129,741.16,348.63,287.0,135.0,20.7
050US39019,299.35,184.22,52.0,32.0,19.8
050US35003,,,,,27.0
050US35021,,,,,27.3
050US35037,,,,,25.9
050US20193,,,,,14.9
050US21013,2317.33,1985.47,405.0,347.0,53.1
050US39097,474.91,305.3,140.0,90.0,28.3
050US28067,967.15,621.41,414.0,266.0,13.0
050US21173,1083.88,1000.5,195.0,180.0,36.6
050US29119,749.6,557.05,109.0,81.0,16.9
050US31161,734.56,300.5,22.0,9.0,14.6
050US55039,698.72,270.72,462.0,179.0,14.0
050US55059,1016.84,370.32,1156.0,421.0,27.2
050US39151,706.23,367.41,1680.0,874.0,26.1
050US40031,1018.59,357.29,841.0,295.0,18.3
050US28071,540.43,268.93,211.0,105.0,13.1
050US28085,1081.9,433.67,237.0,95.0,14.3
050US39083,358.9,225.59,140.0,88.0,18.3
050US39091,566.29,274.46,163.0,79.0,24.1
050US29061,1448.68,1262.42,70.0,61.0,18.2
050US29067,842.91,715.2,66.0,56.0,22.9
050US40121,1258.18,484.47,348.0,134.0,26.9
050US40127,794.62,244.5,52.0,16.0,34.2
050US46125,261.62,181.12,13.0,9.0,10.3
050US21199,1226.77,1216.85,495.0,491.0,24.4
050US26149,,,,,14.6
050US39157,306.16,114.16,177.0,66.0,15.4
050US26153,,,,,17.8
050US26155,562.6,167.44,252.0,75.0,17.4
050US27081,187.62,250.16,6.0,8.0,11.8
050US39117,310.6,119.8,70.0,27.0,19.6
050US27033,626.91,535.17,41.0,35.0,11.7
050US27043,229.94,193.63,19.0,16.0,11.1
050US39143,615.5,278.57,232.0,105.0,24.8
050US46107,,,,,12.0
050US48365,770.44,272.72,113.0,40.0,13.7
050US53013,524.02,349.34,12.0,8.0,15.7
050US39165,288.58,177.44,431.0,265.0,26.1
050US39133,437.79,214.01,493.0,241.0,24.7
050US39013,584.9,291.32,259.0,129.0,24.6
050US31065,,,,,13.6
050US31071,,,,,11.7
050US31089,338.81,67.76,20.0,4.0,11.0
050US39107,349.72,178.83,88.0,45.0,15.1
050US39121,423.78,306.06,36.0,26.0,20.8
050US21227,965.52,672.52,837.0,583.0,15.6
050US53029,225.66,97.85,113.0,49.0,14.3
050US53035,381.87,202.17,663.0,351.0,15.9
050US53041,934.4,461.93,443.0,219.0,19.3
050US51830,,,,,14.8
050US55015,416.96,159.43,136.0,52.0,11.1
050US55021,598.01,258.6,222.0,96.0,22.3
050US39017,591.45,317.43,1485.0,797.0,54.7
050US35047,,,,,41.0
050US35057,,,,,32.3
050US33013,717.92,438.56,717.0,438.0,23.8
050US39155,579.97,264.7,734.0,335.0,51.0
050US28133,596.19,187.69,108.0,34.0,12.6
050US22003,,,,,17.8
050US22021,,,,,16.9
050US18059,322.54,201.85,155.0,97.0,20.4
050US20021,,,,,17.6
050US27141,220.02,154.65,138.0,97.0,11.2
050US27147,237.03,201.91,54.0,46.0,10.1
050US27151,267.33,285.15,15.0,16.0,10.8
050US35061,,,,,30.2
050US21213,819.46,671.26,94.0,77.0,19.7
050US13235,654.6,194.99,47.0,14.0,15.1
050US13249,458.3,152.77,15.0,5.0,13.3
050US20147,,,,,13.2
050US20151,,,,,17.4
050US20153,,,,,14.9
050US17019,,,,,13.1
050US47131,593.96,283.84,113.0,54.0,15.7
050US13065,1078.8,304.88,46.0,13.0,17.9
050US13161,969.63,266.38,91.0,25.0,21.3
050US21111,672.98,401.34,3409.0,2033.0,40.7
050US19171,362.6,248.09,38.0,26.0,12.0
050US12099,458.91,135.45,4052.0,1196.0,39.6
050US12067,628.62,281.22,38.0,17.0,21.9
050US22121,,,,,17.0
050US01053,1062.91,525.25,257.0,127.0,22.9
050US01067,951.38,266.39,100.0,28.0,15.1
050US21129,1047.24,767.98,45.0,33.0,44.7
050US19077,454.9,188.24,29.0,12.0,12.1
050US19081,363.58,151.49,24.0,10.0,10.9
050US19089,182.78,109.67,10.0,6.0,10.9
050US13011,496.34,109.36,59.0,13.0,20.6
050US27131,144.57,101.65,64.0,45.0,9.0
050US27135,232.49,222.38,23.0,22.0,17.9
050US42079,497.64,213.41,1019.0,437.0,37.6
050US45011,892.99,250.92,121.0,34.0,14.6
050US47181,783.69,454.18,88.0,51.0,23.2
050US48009,632.57,379.54,35.0,21.0,23.2
050US50003,,,,,17.5
050US19167,151.64,68.93,33.0,15.0,10.9
050US13207,838.05,271.8,148.0,48.0,15.4
050US18173,166.93,88.52,66.0,35.0,12.4
050US17179,,,,,17.6
050US13057,380.97,169.6,611.0,272.0,19.3
050US17057,,,,,16.8
050US13085,811.6,412.45,122.0,62.0,20.3
050US08115,,,,,16.7
050US13225,586.99,229.2,105.0,41.0,15.1
050US05089,,,,,20.7
050US19173,216.86,,8.0,,15.7
050US48417,533.98,339.81,11.0,7.0,17.2
050US48421,472.19,209.86,9.0,4.0,20.2
050US48431,1102.94,857.84,9.0,7.0,14.5
050US48435,1173.14,444.98,29.0,11.0,13.0
050US42047,453.15,213.55,87.0,41.0,18.9
050US13253,1648.68,667.32,84.0,34.0,13.4
050US13277,1411.13,281.47,371.0,74.0,12.9
050US48369,682.37,454.91,42.0,28.0,18.8
050US48381,881.34,475.1,768.0,414.0,13.6
050US17041,,,,,16.0
050US05113,,,,,20.6
050US26125,472.47,112.33,3941.0,937.0,11.6
050US21169,516.71,226.06,32.0,14.0,29.3
050US48487,1574.13,805.37,129.0,66.0,25.8
050US48493,461.83,286.65,145.0,90.0,11.4
050US42075,773.11,335.48,666.0,289.0,12.5
050US24510,,,,,80.0
050US25019,92.88,53.07,7.0,4.0,20.5
050US36095,230.9,103.17,47.0,21.0,13.6
050US19095,237.81,158.54,24.0,16.0,12.9
050US19099,442.88,338.67,102.0,78.0,12.4
050US13015,1067.86,453.7,732.0,311.0,19.8
050US47075,675.14,245.51,77.0,28.0,17.5
050US17051,,,,,20.5
050US05055,,,,,19.5
050US08014,129.46,60.27,58.0,27.0,-9.0
050US05065,,,,,25.6
050US05071,,,,,18.0
050US19101,375.22,266.82,45.0,32.0,13.3
050US19105,109.77,70.57,14.0,9.0,11.7
050US19109,190.09,100.64,17.0,9.0,11.6
050US12019,634.02,176.97,867.0,242.0,30.1
050US12049,1312.01,503.72,224.0,86.0,17.4
050US19057,806.75,391.03,196.0,95.0,13.6
050US20061,,,,,12.3
050US42123,775.47,407.72,194.0,102.0,16.1
050US13095,1711.9,532.51,1003.0,312.0,10.5
050US27083,393.58,314.87,65.0,52.0,11.7
050US19161,190.44,86.57,11.0,5.0,13.0
050US13049,765.25,360.12,68.0,32.0,21.0
050US42119,499.9,339.68,156.0,106.0,12.7
050US13177,349.74,138.87,68.0,27.0,11.6
050US36099,335.44,203.03,76.0,46.0,12.7
050US33001,437.05,362.06,169.0,140.0,27.3
050US08099,634.11,566.65,47.0,42.0,20.5
050US45037,538.3,157.0,96.0,28.0,15.9
050US29055,1681.62,1163.18,253.0,175.0,27.0
050US26001,608.99,179.12,34.0,10.0,22.3
050US13167,634.97,170.36,41.0,11.0,15.8
050US27093,206.69,178.18,29.0,25.0,11.3
050US27099,481.11,452.08,116.0,109.0,10.5
050US21145,1757.35,1248.26,718.0,510.0,21.7
050US26039,1025.46,289.54,85.0,24.0,23.9
050US26045,531.65,134.67,379.0,96.0,17.8
050US08041,743.28,337.35,3457.0,1569.0,23.9
050US19137,113.86,97.59,7.0,6.0,14.4
050US13043,1737.31,284.56,116.0,19.0,14.5
050US18069,1343.01,499.43,320.0,119.0,20.2
050US18073,317.56,154.11,68.0,33.0,20.1
050US37087,531.62,267.18,195.0,98.0,25.4
050US37155,714.96,239.86,617.0,207.0,16.1
050US38105,344.66,0.0,79.0,0.0,15.3
050US48139,734.45,394.85,811.0,436.0,9.6
050US48403,1114.06,866.49,63.0,49.0,19.0
050US48481,764.8,278.11,198.0,72.0,10.8
050US41001,,,,,17.6
050US41045,,,,,15.0
050US42063,246.66,155.04,140.0,88.0,39.5
050US45053,551.63,137.91,100.0,25.0,14.1
050US18029,1202.72,727.23,387.0,234.0,30.9
050US18131,452.72,238.93,36.0,19.0,24.3
050US18139,773.95,368.1,82.0,39.0,28.3
050US08047,1011.53,564.57,43.0,24.0,21.0
050US08089,554.55,372.73,61.0,41.0,23.4
050US19047,218.24,123.35,23.0,13.0,14.5
050US40061,1101.64,419.67,84.0,32.0,25.8
050US29137,738.58,641.4,38.0,33.0,19.4
050US31169,420.46,,12.0,,11.1
050US47161,418.71,191.41,35.0,16.0,21.3
050US17023,,,,,19.3
050US19043,254.84,188.77,27.0,20.0,13.1
050US19053,376.31,178.25,19.0,9.0,15.9
050US20171,,,,,14.5
050US19133,546.55,331.84,28.0,17.0,12.8
050US26019,342.79,114.26,36.0,12.0,17.8
050US26035,680.53,297.06,126.0,55.0,23.7
050US20071,,,,,18.0
