HEROP_ID,TtlPrPpr,TtlPrAPpr,TtlPrPp,TtlPrAPp,OdMortRt
050US09001,,,,,18.2
050US09007,,,,,26.2
050US09011,,,,,32.5
050US10005,,,,,30.4
050US12033,1342.57,377.49,2767.0,778.0,16.4
050US12037,1197.68,394.84,91.0,30.0,23.7
050US12041,794.29,339.13,89.0,38.0,23.1
050US12047,735.45,300.39,71.0,29.0,19.8
050US12053,815.47,314.53,853.0,329.0,24.2
050US12071,620.85,196.93,2582.0,819.0,20.8
050US19009,333.03,211.93,11.0,7.0,13.5
050US19027,211.43,73.19,26.0,9.0,14.1
050US19075,134.3,67.15,10.0,5.0,10.4
050US19113,256.06,131.47,372.0,191.0,10.9
050US19147,261.78,186.99,14.0,10.0,11.5
050US19195,232.07,126.58,11.0,6.0,12.9
050US20069,,,,,14.0
050US20143,,,,,13.3
050US20181,,,,,16.0
050US21005,614.39,476.32,89.0,69.0,29.8
050US21025,690.59,588.7,61.0,52.0,51.3
050US21029,501.93,452.87,266.0,240.0,23.6
050US21033,1430.97,1237.59,111.0,96.0,20.7
050US21043,906.99,756.79,157.0,131.0,38.4
050US21049,664.81,651.78,153.0,150.0,36.6
050US21063,441.94,341.5,22.0,17.0,38.7
050US21071,543.41,522.51,130.0,125.0,54.5
050US21085,982.76,777.76,163.0,129.0,29.6
050US21097,978.34,719.12,117.0,86.0,56.2
050US21109,731.68,697.38,64.0,61.0,32.5
050US21119,509.25,577.81,52.0,59.0,47.4
050US21125,1055.37,884.57,414.0,347.0,26.1
050US21135,862.56,575.04,75.0,50.0,37.2
050US21139,647.87,612.85,37.0,35.0,26.5
050US21153,314.05,301.97,26.0,25.0,42.6
050US21159,719.6,597.63,59.0,49.0,50.5
050US21167,515.77,722.07,70.0,98.0,29.6
050US21181,1134.59,934.37,51.0,42.0,35.1
050US21183,1120.54,868.59,169.0,131.0,20.0
050US21193,735.92,792.53,130.0,140.0,46.8
050US21197,928.6,690.17,74.0,55.0,52.0
050US21205,910.45,841.3,158.0,146.0,33.4
050US54109,,,,,76.4
050US55023,351.44,130.54,35.0,13.0,13.6
050US55037,479.0,184.23,13.0,5.0,18.0
050US55051,488.7,,16.0,,19.4
050US55069,535.12,267.56,96.0,48.0,14.2
050US55075,1074.71,462.89,267.0,115.0,14.7
050US55111,311.74,143.5,126.0,58.0,19.8
050US41007,,,,,21.7
050US41017,,,,,14.6
050US41019,,,,,15.2
050US41065,,,,,13.9
050US42003,455.27,181.76,3707.0,1480.0,50.4
050US42027,258.36,100.52,311.0,121.0,12.2
050US42033,688.2,435.86,360.0,228.0,18.8
050US42041,281.57,132.76,456.0,215.0,21.4
050US42045,620.75,298.7,2313.0,1113.0,40.6
050US42051,924.54,564.87,784.0,479.0,46.5
050US42061,660.19,352.1,195.0,104.0,19.4
050US42071,567.45,252.95,1927.0,859.0,21.1
050US42089,571.21,302.41,646.0,342.0,20.3
050US42095,463.73,276.51,914.0,545.0,26.1
050US51063,,,,,23.3
050US51087,,,,,17.8
050US53077,530.89,249.22,818.0,384.0,12.6
050US45027,716.61,179.15,152.0,38.0,12.5
050US45047,755.25,290.83,335.0,129.0,15.9
050US01043,651.95,408.43,340.0,213.0,20.8
050US45029,810.96,260.36,190.0,61.0,17.5
050US45071,747.55,288.16,179.0,69.0,15.0
050US46067,191.89,119.93,8.0,5.0,10.3
050US01033,744.34,311.11,256.0,107.0,12.0
050US02050,,,,,21.8
050US04007,1422.65,668.88,419.0,197.0,31.0
050US05039,,,,,15.3
050US06039,556.95,198.25,545.0,194.0,14.1
050US08043,602.06,203.92,186.0,63.0,26.2
050US12013,1133.45,417.02,106.0,39.0,17.3
050US12069,653.03,168.05,1259.0,324.0,14.9
050US12129,630.12,243.77,137.0,53.0,16.3
050US13219,224.2,59.22,53.0,14.0,15.5
050US16035,,,,,17.2
050US16069,,,,,16.9
050US17153,,,,,21.7
050US18071,732.42,451.54,206.0,127.0,25.5
050US19087,372.42,261.49,47.0,33.0,14.6
050US21003,517.74,616.72,68.0,81.0,21.8
050US21051,590.03,689.56,83.0,97.0,40.8
050US21165,310.71,286.81,13.0,12.0,41.1
050US46085,1114.44,900.13,26.0,21.0,12.4
050US47057,918.37,380.95,135.0,56.0,29.2
050US02195,,,,,-9.0
050US06009,302.47,95.91,82.0,26.0,22.2
050US08097,111.25,47.68,14.0,6.0,16.8
050US13007,446.87,198.61,9.0,4.0,12.0
050US21055,784.73,980.92,44.0,55.0,23.0
050US22017,,,,,12.5
050US22115,,,,,14.7
050US26137,602.88,163.83,92.0,25.0,22.5
050US29019,706.3,380.01,894.0,481.0,14.3
050US30005,,,,,18.6
050US37029,278.31,87.89,19.0,6.0,17.9
050US40089,1175.77,523.66,238.0,106.0,26.0
050US41023,,,,,16.3
050US46117,996.13,332.04,18.0,6.0,12.4
050US47091,797.27,394.25,91.0,45.0,21.5
050US39047,1193.17,789.92,216.0,143.0,29.7
050US39061,820.33,320.95,4386.0,1716.0,40.1
050US39095,750.58,255.97,2123.0,724.0,35.8
050US45055,533.52,194.23,217.0,79.0,13.3
050US45059,664.83,321.92,285.0,138.0,20.9
050US45069,561.95,172.48,101.0,31.0,15.1
050US45073,508.76,213.77,238.0,100.0,25.9
050US45083,1035.69,426.76,2024.0,834.0,22.4
050US45089,984.56,262.22,199.0,53.0,14.9
050US46009,134.11,,6.0,,10.9
050US06043,513.21,228.09,54.0,24.0,23.0
050US06095,352.55,110.0,1032.0,322.0,12.7
050US08035,168.57,53.3,370.0,117.0,12.1
050US10003,,,,,28.1
050US12079,1117.41,253.96,132.0,30.0,15.1
050US12113,597.38,165.25,676.0,187.0,16.7
050US13001,888.19,348.31,102.0,40.0,18.0
050US13079,300.9,137.91,24.0,11.0,18.1
050US13135,431.24,167.8,2665.0,1037.0,9.3
050US13311,635.01,286.6,113.0,51.0,20.9
050US47107,766.93,446.38,256.0,149.0,26.9
050US47117,1094.79,297.7,228.0,62.0,25.7
050US47123,818.0,458.36,232.0,130.0,33.1
050US47143,460.36,200.79,94.0,41.0,24.2
050US47151,1002.36,400.95,140.0,56.0,30.3
050US47155,797.01,458.44,492.0,283.0,27.8
050US47157,842.0,313.7,5234.0,1950.0,20.7
050US47165,602.37,287.05,703.0,335.0,21.1
050US47167,622.71,240.65,251.0,97.0,22.0
050US47185,722.66,510.11,119.0,84.0,28.2
050US47189,398.05,234.89,344.0,203.0,24.8
050US48001,1153.44,521.8,462.0,209.0,14.7
050US48005,1647.24,841.72,910.0,465.0,15.0
050US48029,783.16,408.15,10087.0,5257.0,11.9
050US48037,1369.61,822.76,829.0,498.0,10.8
050US48043,453.2,156.88,26.0,9.0,14.3
050US48051,1476.89,720.21,162.0,79.0,11.3
050US48057,908.1,443.15,125.0,61.0,14.8
050US48067,1501.17,867.34,270.0,156.0,13.0
050US48091,781.37,357.3,667.0,305.0,13.5
050US48109,296.96,,4.0,,19.4
050US48119,1072.12,259.91,33.0,8.0,15.3
050US48173,691.24,460.83,6.0,4.0,14.4
050US48187,690.56,342.82,701.0,348.0,9.6
050US48205,333.16,153.77,13.0,6.0,21.0
050US48215,618.8,368.15,3239.0,1927.0,3.9
050US48225,1254.56,679.84,179.0,97.0,14.7
050US48263,1187.65,,5.0,,16.1
050US48273,896.84,474.52,189.0,100.0,13.5
050US48287,1316.99,621.91,144.0,68.0,11.5
050US48301,0.0,0.0,0.0,0.0,20.6
050US48311,1800.0,1600.0,9.0,8.0,12.1
050US48315,1842.02,730.17,111.0,44.0,14.3
050US48339,664.64,385.32,2420.0,1403.0,13.4
050US48343,1154.98,778.94,86.0,58.0,15.3
050US48349,1755.68,975.38,522.0,290.0,12.6
050US48373,1876.61,907.41,577.0,279.0,18.4
050US48377,302.27,,12.0,,14.2
050US48383,375.78,417.54,9.0,10.0,14.7
050US48405,992.97,351.68,48.0,17.0,17.5
050US48407,951.42,573.22,161.0,97.0,18.6
050US46041,,,,,12.8
050US46071,726.9,571.13,14.0,11.0,13.0
050US46075,905.8,,5.0,,12.7
050US46079,394.3,330.7,31.0,26.0,10.7
050US46127,810.7,558.01,77.0,53.0,10.8
050US47013,969.43,488.72,242.0,122.0,37.5
050US47021,544.94,227.68,146.0,61.0,31.9
050US47031,945.6,487.39,324.0,167.0,26.2
050US47035,990.62,666.58,321.0,216.0,22.4
050US47037,814.9,327.5,3924.0,1577.0,31.9
050US47041,997.91,619.67,124.0,77.0,28.0
050US47065,380.53,214.1,894.0,503.0,19.8
050US47089,915.84,372.79,312.0,127.0,22.2
050US56003,326.66,85.22,23.0,6.0,20.1
050US56013,617.36,259.94,152.0,64.0,20.7
050US56031,528.38,215.26,27.0,11.0,18.4
050US56035,665.5,237.68,42.0,15.0,19.5
050US01041,528.8,137.95,46.0,12.0,12.9
050US02100,,,,,19.6
050US04001,283.75,178.74,127.0,80.0,15.0
050US05001,,,,,15.3
050US05029,,,,,18.5
050US05057,,,,,17.8
050US39115,564.54,195.42,52.0,18.0,21.6
050US40113,798.73,283.1,237.0,84.0,20.1
050US41015,,,,,19.9
050US42049,697.4,333.78,1262.0,604.0,27.9
050US42101,1300.05,376.98,13977.0,4053.0,46.9
050US45009,1061.27,218.82,97.0,20.0,16.6
050US45057,449.62,188.55,248.0,104.0,14.8
050US45087,1138.18,617.71,199.0,108.0,18.6
050US47025,784.12,459.83,162.0,95.0,46.9
050US47053,695.28,274.2,213.0,84.0,18.9
050US47135,798.32,357.14,38.0,17.0,29.0
050US47163,1054.89,477.09,1037.0,469.0,27.4
050US48089,1520.1,764.03,191.0,96.0,10.9
050US48135,1149.84,814.19,1175.0,832.0,13.9
050US48203,1130.89,641.79,474.0,269.0,11.9
050US48323,275.46,212.1,100.0,77.0,9.7
050US48351,799.2,321.9,72.0,29.0,21.4
050US48379,987.18,353.62,67.0,24.0,13.9
050US48409,1032.31,612.35,440.0,261.0,14.7
050US48465,519.27,324.13,157.0,98.0,10.1
050US49007,899.82,732.6,113.0,92.0,41.2
050US49019,499.28,225.48,31.0,14.0,27.6
050US51005,,,,,26.0
050US51029,,,,,18.9
050US51089,,,,,23.3
050US51141,,,,,24.4
050US51193,,,,,25.1
050US53011,410.9,209.9,1247.0,637.0,14.4
050US53045,587.19,227.05,225.0,87.0,20.8
050US54025,,,,,29.4
050US55001,658.77,316.88,79.0,38.0,16.6
050US08027,303.61,,8.0,,26.8
050US08051,280.67,132.08,34.0,16.0,20.1
050US05041,,,,,16.4
050US13261,995.18,304.65,196.0,60.0,11.8
050US18179,912.08,484.9,158.0,84.0,18.1
050US22111,,,,,15.4
050US23003,371.62,244.61,158.0,104.0,20.2
050US40133,2068.21,738.65,322.0,115.0,27.3
050US35019,,,,,35.7
050US37105,510.85,259.35,195.0,99.0,16.4
050US37125,631.68,327.47,353.0,183.0,16.9
050US19035,312.04,133.73,21.0,9.0,11.6
050US20033,,,,,18.3
050US20149,,,,,14.3
050US21027,902.77,750.98,113.0,94.0,19.2
050US21147,1158.63,911.57,136.0,107.0,28.4
050US21175,500.44,500.44,46.0,46.0,34.5
050US22005,,,,,16.6
050US22015,,,,,15.4
050US22025,,,,,18.6
050US22037,,,,,16.5
050US22091,,,,,24.5
050US22109,,,,,20.9
050US24029,,,,,29.5
050US24047,,,,,29.7
050US26055,415.08,159.0,248.0,95.0,19.3
050US27015,109.44,122.31,17.0,19.0,10.9
050US27167,198.02,123.76,8.0,5.0,11.0
050US28051,717.12,172.8,83.0,20.0,13.7
050US29013,885.48,865.59,89.0,87.0,23.3
050US29095,614.98,203.97,2798.0,928.0,17.2
050US30053,,,,,18.7
050US35033,,,,,34.9
050US36059,182.1,80.14,1611.0,709.0,15.0
050US38003,356.82,0.0,24.0,0.0,9.8
050US38055,331.76,0.0,19.0,0.0,11.5
050US40055,2749.23,770.81,107.0,30.0,22.6
050US40117,831.87,332.75,85.0,34.0,25.2
050US42043,1112.54,530.02,1992.0,949.0,25.8
050US42097,711.74,1007.73,416.0,589.0,25.0
050US45015,397.41,140.14,553.0,195.0,19.5
050US45067,993.36,395.32,196.0,78.0,17.3
050US47009,554.51,372.93,455.0,306.0,28.4
050US47129,336.12,178.35,49.0,26.0,31.9
050US48065,2803.49,1322.4,106.0,50.0,17.4
050US48157,220.36,100.24,1097.0,499.0,7.2
050US12057,715.99,207.77,6644.0,1928.0,17.2
050US12089,665.68,207.9,333.0,104.0,26.3
050US13025,478.51,193.08,57.0,23.0,23.3
050US39167,430.8,269.9,166.0,104.0,26.0
050US40023,1155.62,583.42,103.0,52.0,24.0
050US18007,409.3,241.86,22.0,13.0,19.7
050US18051,482.39,224.8,103.0,48.0,17.5
050US18123,440.92,244.96,54.0,30.0,20.6
050US20083,,,,,13.8
050US20203,,,,,16.1
050US21079,647.66,386.79,72.0,43.0,31.4
050US21123,529.04,264.52,48.0,24.0,25.5
050US21209,399.18,295.9,143.0,106.0,29.0
050US22065,,,,,15.0
050US22105,,,,,27.1
050US23025,328.21,199.38,107.0,65.0,20.4
050US26007,694.76,240.92,124.0,43.0,17.5
050US28017,1107.52,692.2,120.0,75.0,14.1
050US48419,800.05,241.29,126.0,38.0,16.9
050US54083,,,,,22.2
050US06063,360.43,162.19,40.0,18.0,27.8
050US48129,2187.97,845.35,44.0,17.0,17.9
050US48313,875.9,295.48,83.0,28.0,13.3
050US53027,696.83,306.96,311.0,137.0,27.4
050US54059,,,,,74.1
050US05119,,,,,14.9
050US06093,853.74,256.12,220.0,66.0,27.6
050US02170,,,,,22.1
050US13075,1037.13,351.88,112.0,38.0,14.6
050US25005,253.07,68.31,941.0,254.0,44.8
050US13303,1447.74,394.15,191.0,52.0,15.6
050US17017,,,,,19.0
050US22043,,,,,16.7
050US22127,,,,,16.6
050US10001,,,,,24.5
050US12075,1153.77,423.75,275.0,101.0,21.8
050US27021,653.52,581.57,109.0,97.0,19.2
050US28089,1043.78,397.91,724.0,276.0,9.1
050US29227,577.56,825.08,7.0,10.0,16.2
050US30043,,,,,19.6
050US30081,,,,,16.6
050US34027,101.25,34.77,332.0,114.0,14.9
050US36075,482.08,320.55,385.0,256.0,17.6
050US37021,539.32,243.89,900.0,407.0,24.0
050US37107,933.77,596.5,335.0,214.0,14.4
050US37145,905.34,381.19,228.0,96.0,14.8
050US37193,928.04,355.86,399.0,153.0,38.8
050US40141,984.9,547.17,45.0,25.0,23.7
050US41031,,,,,13.9
050US41047,,,,,12.8
050US27087,886.41,1707.16,27.0,52.0,16.1
050US27173,531.83,415.49,32.0,25.0,11.5
050US28109,999.57,691.34,347.0,240.0,27.3
050US29027,933.1,580.3,283.0,176.0,19.4
050US30009,,,,,18.1
050US30033,,,,,17.5
050US31033,458.21,173.8,29.0,11.0,16.3
050US34031,455.15,176.65,1515.0,588.0,17.2
050US35017,,,,,29.1
050US36009,409.67,241.34,202.0,119.0,17.0
050US36061,373.6,140.33,21605.0,8115.0,16.3
050US36071,403.92,202.36,1002.0,502.0,20.0
050US37015,402.12,136.72,50.0,17.0,19.3
050US37101,445.61,255.43,560.0,321.0,12.9
050US37131,539.61,73.58,66.0,9.0,17.8
050US37159,742.23,395.49,670.0,357.0,29.5
050US37183,343.7,201.92,2480.0,1457.0,12.4
050US13201,936.97,454.29,33.0,16.0,12.7
050US13265,1836.73,408.16,18.0,4.0,16.0
050US44009,114.62,148.88,97.0,126.0,20.2
050US45003,689.75,220.49,732.0,234.0,20.3
050US45007,511.97,153.75,636.0,191.0,20.4
050US45017,675.23,185.14,62.0,17.0,15.5
050US45035,377.25,140.87,391.0,146.0,14.4
050US45041,889.08,328.21,791.0,292.0,14.1
050US45045,594.7,235.01,1946.0,769.0,19.4
050US45051,572.11,206.86,1145.0,414.0,38.7
050US30007,,,,,15.9
050US30093,,,,,22.4
050US37051,628.31,322.1,1424.0,730.0,18.2
050US37139,475.45,206.55,122.0,53.0,17.9
050US45061,686.84,208.66,79.0,24.0,15.1
050US46055,,0.0,,0.0,12.9
050US47045,1252.37,624.08,297.0,148.0,15.2
050US47127,955.97,452.83,38.0,18.0,21.8
050US51081,,,,,21.4
050US51105,,,,,31.0
050US51195,,,,,44.1
050US54007,,,,,27.6
050US54099,,,,,67.4
050US42031,478.45,237.25,121.0,60.0,19.2
050US01009,288.89,145.82,105.0,53.0,22.6
050US01047,781.96,134.28,198.0,34.0,10.6
050US05073,,,,,15.2
050US06027,413.87,137.96,45.0,15.0,22.7
050US06053,555.36,150.18,1568.0,424.0,13.1
050US06099,488.38,180.82,1707.0,632.0,14.8
050US08111,,,,,22.7
050US12045,910.09,450.45,99.0,49.0,24.5
050US12105,1042.38,356.42,4267.0,1459.0,20.1
050US12121,1592.08,605.28,434.0,165.0,17.5
050US16041,,,,,20.7
050US16079,,,,,19.8
050US18021,406.5,280.97,68.0,47.0,18.9
050US48175,1050.56,547.17,48.0,25.0,13.7
050US48503,1349.01,601.59,148.0,66.0,23.5
050US51113,,,,,18.7
050US53033,218.77,89.41,3318.0,1356.0,14.6
050US53057,532.64,233.68,408.0,179.0,20.1
050US06091,352.32,,6.0,,29.4
050US18125,865.74,348.88,67.0,27.0,16.3
050US26003,431.78,69.08,25.0,4.0,19.5
050US27103,124.97,80.34,28.0,18.0,11.2
050US01039,1658.4,970.66,381.0,223.0,15.8
050US01061,655.34,412.62,108.0,68.0,14.6
050US01075,576.27,435.14,49.0,37.0,17.4
050US04011,1042.84,577.57,65.0,36.0,30.1
050US01013,1203.18,585.55,150.0,73.0,15.1
050US01015,1005.94,564.34,754.0,423.0,15.8
050US21235,959.32,920.07,220.0,211.0,38.0
050US22057,,,,,19.9
050US24023,,,,,19.5
050US26013,72.74,0.0,4.0,0.0,18.4
050US26071,313.43,141.04,20.0,9.0,21.9
050US47145,406.21,218.26,134.0,72.0,42.6
050US47183,319.66,144.07,71.0,32.0,19.6
050US48041,741.49,381.48,1209.0,622.0,7.7
050US48079,782.56,279.49,14.0,5.0,19.8
050US48341,1039.98,523.68,141.0,71.0,16.6
050US49005,230.09,71.67,183.0,57.0,15.0
050US49023,596.6,474.22,39.0,31.0,26.2
050US51103,,,,,18.5
050US51157,,,,,20.1
050US53019,347.83,108.7,16.0,5.0,21.8
050US53075,84.75,37.08,32.0,14.0,13.5
050US55011,247.34,136.04,20.0,11.0,11.9
050US56033,532.4,255.55,100.0,48.0,16.3
050US56039,135.61,43.15,22.0,7.0,16.9
050US05085,,,,,18.4
050US06089,1008.14,283.54,1120.0,315.0,25.1
050US08005,427.59,161.07,1845.0,695.0,16.1
050US08033,,,,,22.7
050US01073,866.43,282.45,3767.0,1228.0,28.7
050US01129,491.68,160.74,52.0,17.0,17.4
050US02290,,,,,20.7
050US42131,794.96,596.22,140.0,105.0,25.4
050US45021,1269.89,547.74,466.0,201.0,16.5
050US27137,350.23,306.17,461.0,403.0,17.4
050US28021,1037.95,291.92,64.0,18.0,12.7
050US28053,1100.36,151.77,58.0,8.0,12.1
050US28137,992.88,296.78,184.0,55.0,17.4
050US30003,,,,,19.4
050US30035,,,,,22.5
050US30061,,,,,20.8
050US30089,,,,,21.1
050US31009,0.0,0.0,0.0,0.0,12.4
050US32033,1133.72,667.81,73.0,43.0,27.7
050US34009,895.81,601.93,506.0,340.0,29.6
050US36017,434.14,244.82,133.0,75.0,12.9
050US37019,475.66,333.24,344.0,241.0,29.9
050US37047,692.81,356.22,247.0,127.0,24.3
050US37079,387.54,211.39,55.0,30.0,14.4
050US37147,600.87,350.31,741.0,432.0,15.7
050US37173,621.82,327.87,55.0,29.0,27.5
050US45065,674.2,163.99,37.0,9.0,17.0
050US46003,623.05,311.53,10.0,5.0,11.1
050US47055,801.04,508.77,148.0,94.0,20.8
050US47085,486.07,243.03,56.0,28.0,26.1
050US05145,,,,,15.9
050US13107,1252.65,198.16,177.0,28.0,16.6
050US16007,,,,,22.6
050US47119,731.11,337.17,425.0,196.0,21.7
050US47147,475.35,264.08,216.0,120.0,18.3
050US48015,606.39,311.39,111.0,57.0,10.9
050US48277,2408.73,1090.99,733.0,332.0,14.8
050US48391,1616.25,877.4,70.0,38.0,15.2
050US48469,1433.08,726.78,840.0,426.0,12.3
050US49057,570.57,381.42,911.0,609.0,26.2
050US51003,,,,,9.2
050US51031,,,,,13.1
050US51059,,,,,9.1
050US51121,,,,,16.0
050US51155,,,,,30.7
050US53067,390.51,177.76,703.0,320.0,13.2
050US54031,,,,,20.2
050US54057,,,,,29.3
050US54085,,,,,24.5
050US55007,291.09,167.94,26.0,15.0,19.2
050US55057,512.58,214.57,86.0,36.0,15.2
050US55121,262.37,81.99,48.0,15.0,12.9
050US41003,,,,,11.5
050US42023,630.03,280.01,18.0,8.0,17.0
050US42055,595.21,315.78,573.0,304.0,20.3
050US44007,434.49,455.05,1881.0,1970.0,32.0
050US21203,879.12,1144.69,96.0,125.0,33.7
050US05017,,,,,15.5
050US13215,946.05,251.1,1232.0,327.0,10.5
050US13301,942.25,,31.0,,16.2
050US16013,,,,,16.2
050US16031,,,,,16.3
050US17125,,,,,18.7
050US24015,,,,,40.2
050US24039,,,,,24.9
050US17007,,,,,15.6
050US18053,957.24,482.11,411.0,207.0,27.5
050US20065,,,,,13.7
050US21011,781.56,703.4,60.0,54.0,38.0
050US21067,613.23,414.65,1368.0,925.0,34.7
050US21101,1186.1,1310.78,352.0,389.0,17.8
050US21133,1099.2,535.86,160.0,78.0,38.8
050US22077,,,,,18.7
050US22103,,,,,28.5
050US08069,359.03,185.31,837.0,432.0,14.4
050US12029,918.16,424.52,93.0,43.0,28.4
050US27067,394.55,375.58,104.0,99.0,9.6
050US27119,969.4,817.93,192.0,162.0,12.9
050US20067,,,,,15.6
050US21089,985.24,778.3,219.0,173.0,34.0
050US26089,355.64,105.08,44.0,13.0,15.7
050US26141,482.29,96.46,35.0,7.0,19.2
050US32031,798.99,279.33,2377.0,831.0,25.2
050US38097,,0.0,,0.0,10.9
050US47105,438.11,183.94,131.0,55.0,30.0
050US13309,364.52,104.15,21.0,6.0,17.2
050US17003,,,,,20.8
050US17189,,,,,20.2
050US19003,548.95,320.22,12.0,7.0,14.7
050US19163,695.97,360.57,774.0,401.0,16.2
050US20195,,,,,14.2
050US21187,1080.45,730.03,74.0,50.0,36.2
050US22063,,,,,37.6
050US22101,,,,,17.6
050US08117,210.98,101.09,48.0,23.0,14.7
050US12007,1277.28,435.31,223.0,76.0,21.2
050US13031,1038.91,331.49,561.0,179.0,10.0
050US39123,323.36,117.22,80.0,29.0,23.4
050US40101,1246.53,506.4,544.0,221.0,31.9
050US27069,,,,,14.5
050US27107,435.67,486.93,17.0,19.0,12.3
050US27145,331.62,266.64,347.0,279.0,11.5
050US28049,810.37,250.25,1305.0,403.0,8.6
050US29171,1112.71,897.34,31.0,25.0,16.2
050US30075,,,,,17.1
050US32011,482.32,,6.0,,25.6
050US34033,707.29,338.91,288.0,138.0,28.1
050US36113,850.59,486.05,350.0,200.0,11.8
050US37031,548.01,281.03,234.0,120.0,27.0
050US37113,383.79,220.04,75.0,43.0,25.8
050US38035,364.68,0.0,181.0,0.0,11.1
050US39055,207.22,82.2,121.0,48.0,21.4
050US46023,849.86,812.09,45.0,43.0,11.2
050US47093,754.65,317.59,2312.0,973.0,37.8
050US01071,488.91,334.99,162.0,111.0,13.9
050US13019,780.2,251.68,93.0,30.0,14.6
050US48061,690.16,339.68,1790.0,881.0,5.8
050US48185,951.79,414.31,170.0,74.0,12.6
050US48239,2235.79,937.94,205.0,86.0,13.0
050US06011,506.42,234.86,69.0,32.0,22.5
050US16029,,,,,20.9
050US01021,613.95,276.81,173.0,78.0,15.6
050US01027,922.09,567.44,78.0,48.0,16.4
050US01029,711.36,485.02,66.0,45.0,22.6
050US04023,433.76,223.99,122.0,63.0,14.4
050US01093,1037.69,612.94,193.0,114.0,16.3
050US05053,,,,,15.4
050US01103,856.74,438.15,657.0,336.0,15.3
050US01133,929.36,612.84,138.0,91.0,18.6
050US02070,,,,,23.2
050US02110,,,,,19.6
050US02150,,,,,21.6
050US02220,,,,,21.3
050US02261,,,,,20.9
050US48389,869.23,401.18,91.0,42.0,19.2
050US49017,507.1,236.65,15.0,7.0,25.5
050US51093,,,,,15.8
050US51171,,,,,17.7
050US53021,366.43,189.35,209.0,108.0,11.8
050US53055,63.99,,6.0,,20.2
050US05069,,,,,12.3
050US05107,,,,,16.6
050US06041,169.53,46.24,275.0,75.0,16.0
050US06077,596.83,174.78,2841.0,832.0,15.8
050US08001,553.0,244.25,1852.0,818.0,-9.0
050US01059,613.86,568.95,123.0,114.0,18.5
050US01097,1028.72,437.45,2782.0,1183.0,16.2
050US48283,810.86,320.57,43.0,17.0,12.1
050US48401,625.53,340.4,215.0,117.0,11.5
050US48459,1288.88,622.89,329.0,159.0,13.5
050US49037,256.11,202.75,24.0,19.0,20.3
050US51027,,,,,44.8
050US51101,,,,,19.9
050US51147,,,,,17.3
050US51191,,,,,19.9
050US54003,,,,,62.4
050US54041,,,,,23.8
050US42017,330.35,160.31,1358.0,659.0,31.5
050US05043,,,,,16.7
050US05049,,,,,24.4
050US02020,,,,,19.4
050US04021,900.98,474.04,2296.0,1208.0,15.2
050US13113,494.85,192.67,357.0,139.0,11.3
050US13151,388.96,170.88,585.0,257.0,16.9
050US13191,621.69,207.23,54.0,18.0,16.8
050US23027,187.73,95.86,47.0,24.0,19.9
050US24027,,,,,16.0
050US05135,,,,,22.7
050US09005,,,,,22.8
050US09013,,,,,21.6
050US12115,682.83,217.68,1490.0,475.0,23.0
050US05101,,,,,20.5
050US05105,,,,,18.9
050US05115,,,,,16.5
050US05005,,,,,21.7
050US05009,,,,,17.9
050US08021,433.17,123.76,21.0,6.0,35.6
050US08039,99.61,,17.0,,16.4
050US08059,513.25,248.24,1989.0,962.0,-9.0
050US01037,1101.26,457.67,77.0,32.0,14.6
050US08073,1590.35,466.14,58.0,17.0,19.0
050US08101,886.81,492.67,927.0,515.0,24.8
050US08121,404.59,,12.0,,16.9
050US08125,415.21,249.13,25.0,15.0,16.6
050US05077,,,,,16.2
050US01017,928.2,426.97,200.0,92.0,13.4
050US05129,,,,,20.7
050US13063,824.06,266.58,1558.0,504.0,10.1
050US13159,747.73,333.6,65.0,29.0,15.1
050US06031,1065.72,405.61,1072.0,408.0,11.5
050US06035,341.27,107.77,76.0,24.0,34.8
050US06075,144.1,19.83,923.0,127.0,21.8
050US08003,1133.17,924.67,125.0,102.0,25.5
050US08015,314.86,165.71,38.0,20.0,20.5
050US13003,962.26,264.15,51.0,14.0,17.8
050US12035,503.39,151.84,305.0,92.0,16.5
050US12059,1329.57,539.89,165.0,67.0,19.6
050US12087,787.36,354.31,400.0,180.0,30.3
050US12109,540.46,183.08,800.0,271.0,15.6
050US12111,1122.64,389.78,2068.0,718.0,30.8
050US05149,,,,,18.6
050US06021,601.86,183.42,105.0,32.0,22.9
050US06025,307.44,116.7,353.0,134.0,18.2
050US06061,301.46,127.46,719.0,304.0,14.0
050US06109,752.79,244.88,249.0,81.0,29.4
050US13117,290.47,117.85,419.0,170.0,12.1
050US13169,1168.48,467.39,215.0,86.0,13.9
050US13197,539.33,204.58,29.0,11.0,13.2
050US17067,,,,,16.1
050US17183,,,,,23.3
050US13059,602.65,242.35,562.0,226.0,13.8
050US13069,888.34,284.41,253.0,81.0,17.0
050US13083,982.5,364.93,105.0,39.0,22.8
050US17053,,,,,20.1
050US13145,550.06,233.77,120.0,51.0,14.0
050US13023,824.05,301.76,71.0,26.0,15.8
050US13037,645.59,89.05,29.0,4.0,12.1
050US13053,363.78,194.88,28.0,15.0,12.4
050US17073,,,,,12.2
050US17097,,,,,13.5
050US17059,,,,,26.5
050US17063,,,,,21.3
050US13093,1175.84,366.77,109.0,34.0,13.8
050US16051,,,,,15.1
050US16065,,,,,14.7
050US13111,683.9,177.81,100.0,26.0,27.0
050US13243,1684.21,608.19,72.0,26.0,12.1
