HEROP_ID,TotTracts,AreaSqMi,CenFlags,TotPop,Age18_64,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age55_59,Age60_64,AgeOv65,Age15_24P,Und45P,Ovr65P,ChildrenP,Age45_49,Age50_54,AgeOv18,TotPopHh,NonRelFhhP,NonRelNfhhP,NoHsP,DisbP,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,DsmBlk,IntrBlkWht,IsoBlk,DsmHsp,IntrHspWht,IsoHsp,DsmAs,IntrAsWht,IsoAs,TotVetPop,VetP,AlcTot,AlcDens,AlcPerCap,TotUnits,VacantP,MobileP,LngTermP,RentalP,UnitDens,Ndvi,RcaUrbanP,RcaSubrbP,RcaRuralP,CenRuralP,PovP,UnempP,MedInc,PciE,ForDqP,ForDqTot,GiniCoeff,TotWrkE,EduP,HghRskP,HltCrP,RetailP,EssnWrkE,EssnWrkP,OdMortRt,SviTh1,SviTh2,SviTh3,SviTh4,SviSmryRnk
050US48191,1,883.49,,3074,1651,124,447,275,144,1000,173,250,709,13.63,51.11,23.06,0.23,208,163,2360,3005,1.27,7.87,24.14,20.3,80.97,8.13,34.39,0.65,0.29,0.0,9.95,0.0,0.56,0.08,0.0,0.56,0.34,0.0,0.56,0.0,153,6.48,1.0,0.0,0.0,1929,32.56,4.25,31.38,38.97,2.18,0.08,0.0,0.0,1.0,1.0,23.2,10.6,17952.0,22846.0,23.45,27.0,0.54,1236.0,7.28,34.87,11.17,8.17,653.0,52.83,19.6,0.93,0.99,0.94,0.38,0.95
050US48219,7,908.39,,23162,13879,1558,3493,1979,1778,9509,1487,1280,3192,16.22,62.86,13.78,0.26,1255,1388,17071,22424,2.93,15.52,24.01,15.4,89.41,3.39,47.36,0.66,0.32,0.07,6.14,0.42,0.46,0.06,0.27,0.42,0.52,0.46,0.49,0.01,926,5.43,3.0,0.0,0.0,9342,14.94,17.6,23.97,29.81,10.28,0.04,0.0,0.86,0.14,0.4,15.7,7.0,25330.0,23440.0,8.84,27.29,0.44,10373.0,10.65,30.67,13.23,9.31,5868.0,56.57,17.2,0.79,0.65,0.94,0.85,0.9
050US12005,44,758.53,,182482,112916,11389,21711,10136,11442,69801,13502,11373,30160,11.82,56.39,16.53,0.22,11441,13105,143076,180247,3.05,20.75,9.68,19.5,81.22,10.97,6.28,0.62,2.25,0.03,4.9,0.45,0.62,0.24,0.29,0.71,0.1,0.37,0.75,0.04,21687,15.51,30.0,0.04,0.0,102266,31.36,12.84,20.24,36.54,134.82,0.11,0.89,0.09,0.02,0.12,14.7,6.0,26568.0,28017.0,11.52,123.14,0.45,81102.0,6.73,15.04,12.66,14.96,40877.0,50.4,21.1,0.44,0.59,0.67,0.71,0.61
050US48257,18,780.67,,118910,71907,8545,18731,8701,6654,47658,7933,6116,14036,12.91,63.02,11.8,0.28,7896,7995,85943,117460,2.67,20.5,13.83,12.3,82.01,10.85,20.63,0.44,1.19,0.07,5.45,0.38,0.55,0.21,0.19,0.63,0.24,0.43,0.62,0.02,6901,8.03,22.0,0.03,0.0,40748,8.3,15.37,17.87,23.7,52.2,0.14,0.0,0.94,0.06,0.49,13.0,6.7,31058.0,27411.0,14.03,123.08,0.42,55103.0,11.61,21.33,12.49,12.16,25893.0,46.99,14.2,0.54,0.41,0.85,0.37,0.57
050US31021,3,491.58,,6528,3511,335,871,374,303,1933,488,520,1556,10.37,48.09,23.84,0.22,381,444,5067,6413,2.41,8.87,9.56,16.0,95.21,0.7,2.94,1.7,0.49,0.0,1.9,0.3,0.92,0.01,0.13,0.94,0.03,0.39,0.91,0.01,532,10.5,3.0,0.01,0.0,3493,16.43,5.95,29.27,24.73,7.11,0.14,0.0,0.0,1.0,1.0,11.7,2.9,27336.0,28499.0,9.62,25.5,0.43,3028.0,8.62,33.39,13.84,10.93,1444.0,47.69,12.8,0.22,0.76,0.24,0.28,0.25
050US36011,20,691.58,,77868,48382,3935,8702,4858,4847,28362,6325,5618,13859,12.46,52.65,17.8,0.2,5199,5868,62241,73497,3.65,20.44,12.27,14.8,91.85,4.32,2.87,0.3,0.51,0.0,3.02,0.56,0.76,0.14,0.36,0.83,0.05,0.43,0.9,0.01,5334,8.57,8.0,0.01,0.0,36947,15.42,10.44,35.4,29.0,53.42,0.22,0.0,0.45,0.55,0.56,11.7,5.4,30098.0,29022.0,7.68,35.76,0.43,36489.0,12.0,25.28,15.42,11.14,18455.0,50.58,16.9,0.38,0.47,0.33,0.83,0.5
050US31141,7,674.1,,33063,18894,2377,4794,2206,1968,11959,1993,2408,5585,12.62,57.86,16.89,0.26,1752,2195,24479,32603,1.85,15.66,11.34,9.7,95.38,0.48,18.4,0.37,0.77,0.01,2.99,0.34,0.74,0.01,0.28,0.73,0.24,0.36,0.82,0.01,1996,8.15,1.0,0.0,0.0,13758,5.51,4.56,28.33,28.0,20.41,0.13,0.0,0.71,0.29,0.31,8.3,3.8,31714.0,29847.0,6.89,40.71,0.41,17724.0,8.26,43.38,9.54,11.36,9419.0,53.14,11.8,0.21,0.18,0.8,0.34,0.3
050US31145,3,717.0,,10806,6220,639,1367,814,622,3841,869,755,2113,13.29,54.11,19.55,0.23,540,682,8333,10384,1.37,13.25,7.88,14.5,96.22,0.74,5.02,0.18,0.19,0.0,2.67,0.3,0.91,0.01,0.04,0.92,0.05,0.26,0.91,0.0,779,9.35,3.0,0.0,0.0,5312,16.06,5.61,25.65,26.46,7.41,0.13,0.0,0.0,1.0,0.32,9.7,3.2,25231.0,25456.0,7.8,35.67,0.42,5727.0,7.26,25.02,16.47,14.56,2983.0,52.09,15.5,0.22,0.38,0.23,0.44,0.24
050US31149,1,1008.29,,1350,757,73,122,66,103,402,106,133,367,12.52,44.22,27.19,0.17,71,76,1124,1290,0.86,10.44,5.07,13.2,98.07,0.74,1.26,0.0,0.0,0.0,1.19,0.0,0.97,0.01,0.0,0.97,0.01,0.0,0.0,0.0,88,7.86,1.0,0.0,0.0,881,28.94,8.97,32.79,27.0,0.87,0.16,0.0,0.0,1.0,1.0,7.4,0.4,29167.0,34441.0,5.1,7.0,0.44,752.0,6.78,33.51,15.43,11.3,353.0,46.94,12.7,0.01,0.09,0.16,0.07,0.01
050US48247,2,1136.17,,5282,2691,412,880,539,303,1936,350,374,932,15.94,61.11,17.64,0.31,162,236,3623,5253,2.54,12.48,25.79,26.0,98.86,0.08,92.58,0.04,0.0,0.0,1.02,0.63,0.05,0.0,0.16,0.07,0.93,0.0,0.0,0.0,184,5.08,1.0,0.0,0.0,2523,32.22,8.56,36.7,27.66,2.22,0.09,0.0,0.0,1.0,0.17,27.4,11.5,17625.0,17798.0,14.4,31.0,0.5,1759.0,16.83,31.1,13.76,2.67,1044.0,59.35,11.9,0.98,1.0,0.98,0.49,0.99
050US48021,10,888.17,,82577,49756,5457,11901,5916,4875,30509,5920,5873,11725,13.07,57.97,14.2,0.26,5431,5761,61481,80345,2.84,19.16,18.99,13.7,71.06,7.87,36.8,0.49,0.89,0.0,19.68,0.32,0.5,0.13,0.4,0.43,0.48,0.29,0.62,0.01,7222,11.75,5.0,0.01,0.0,29578,14.31,26.26,20.45,22.55,33.3,0.16,0.0,1.0,0.0,0.64,10.0,6.7,29527.0,26540.0,11.21,101.25,0.42,35049.0,9.02,28.91,10.88,11.44,17430.0,49.73,12.7,0.56,0.31,0.94,0.8,0.75
050US29111,4,505.04,,10027,5898,544,1337,894,724,3732,695,631,1827,16.14,55.98,18.22,0.23,561,700,7725,9219,2.69,13.57,13.02,13.5,94.29,3.29,1.77,0.77,0.02,0.11,1.53,0.22,0.92,0.05,0.44,0.93,0.04,0.65,0.91,0.0,784,10.15,,,,4540,17.05,16.12,29.21,26.79,8.99,0.16,0.0,0.0,1.0,1.0,15.5,2.6,24041.0,22602.0,11.8,26.5,0.42,4637.0,12.81,27.04,14.75,12.7,2902.0,62.58,19.6,0.49,0.31,0.17,0.78,0.45
050US53001,5,1924.98,,19452,10508,1958,3881,1526,1411,7575,985,917,2103,15.1,68.96,10.81,0.35,1046,987,12611,19187,3.65,18.42,35.39,11.3,69.3,0.77,62.95,3.68,1.02,0.0,25.23,0.43,0.28,0.0,0.51,0.22,0.76,0.52,0.36,0.02,513,4.07,2.0,0.0,0.0,6527,9.9,20.67,19.93,36.58,3.39,0.08,0.0,0.6,0.4,0.4,25.2,6.3,23809.0,19152.0,7.62,19.8,0.42,7890.0,7.24,51.34,12.24,4.96,5304.0,67.22,17.9,0.93,0.6,0.99,0.89,0.96
050US53063,105,1763.88,,497875,310001,30600,61853,32101,35274,200728,34547,31326,76680,13.53,58.89,15.4,0.22,29995,32146,386681,482090,3.34,22.07,6.29,14.9,88.14,1.61,5.56,1.46,2.23,0.5,6.06,0.45,0.79,0.04,0.25,0.81,0.07,0.35,0.81,0.04,43351,11.29,21.0,0.01,0.0,213692,7.11,5.44,20.91,37.36,121.15,0.1,0.89,0.11,0.0,0.14,14.4,5.6,28666.0,29982.0,5.55,39.63,0.46,227651.0,9.41,16.21,17.06,12.37,103871.0,45.63,17.2,0.3,0.36,0.57,0.79,0.48
050US40153,5,1242.39,,20967,12582,1452,3011,1404,1294,8413,1307,1227,3048,12.87,61.41,14.54,0.25,1183,1326,15630,19873,2.42,14.73,11.89,15.6,89.01,1.36,12.49,1.38,0.18,0.02,8.05,0.38,0.78,0.02,0.15,0.78,0.14,0.67,0.76,0.01,1090,6.97,4.0,0.0,0.0,8975,19.16,17.77,21.32,28.85,7.22,0.09,0.0,0.6,0.4,0.44,11.6,5.2,28133.0,28248.0,7.72,32.2,0.44,9249.0,5.83,35.03,8.44,14.78,5398.0,58.36,20.8,0.38,0.61,0.74,0.65,0.57
050US17139,4,335.96,,14703,8268,996,2080,946,791,5130,1037,922,2708,11.81,55.81,18.42,0.25,852,978,10976,14356,1.32,16.28,14.7,11.8,98.01,0.53,1.34,0.27,0.22,0.0,0.97,0.43,0.96,0.01,0.18,0.96,0.02,0.67,0.97,0.01,1052,9.61,1.0,0.0,0.0,6446,8.32,3.83,29.26,22.4,19.19,0.13,0.0,0.5,0.5,0.69,9.2,3.2,31830.0,28391.0,9.3,49.75,0.4,6925.0,5.18,42.45,12.16,8.33,3885.0,56.1,17.1,0.29,0.26,0.13,0.74,0.29
050US55091,2,232.01,,7262,4177,399,880,403,369,2233,579,634,1543,10.63,48.36,21.25,0.21,464,530,5720,7159,2.87,14.61,8.98,12.0,98.03,0.39,1.67,0.14,0.33,0.08,1.03,0.23,0.97,0.0,0.19,0.96,0.02,0.03,0.97,0.0,508,8.88,,,,3669,15.64,4.74,36.11,19.64,15.81,0.14,0.0,0.0,1.0,1.0,12.6,2.6,29199.0,29227.0,14.05,63.0,0.43,3730.0,7.27,35.87,17.29,11.37,2091.0,56.06,11.6,0.2,0.23,0.17,0.16,0.1
050US37033,6,425.36,,22746,13845,1058,2476,1231,1309,7640,2008,1678,4590,11.17,49.13,20.18,0.19,1567,1729,18435,21700,1.8,11.34,20.54,18.3,63.21,32.99,3.81,0.22,0.66,0.21,2.71,0.21,0.58,0.36,0.34,0.64,0.06,0.31,0.59,0.01,1554,8.43,2.0,0.0,0.0,10778,15.48,26.94,39.19,21.19,25.34,0.27,0.0,0.33,0.67,0.99,19.6,6.8,24319.0,22982.0,10.28,39.67,0.43,9549.0,8.5,26.84,16.29,12.93,5524.0,57.85,19.5,0.83,0.28,0.73,0.9,0.84
050US37185,6,429.12,,20033,11606,857,2098,1273,1388,6528,1566,1731,4736,13.28,47.34,23.64,0.18,1114,1403,16342,19055,1.72,14.95,19.51,20.1,40.06,50.73,3.76,5.76,0.45,0.05,2.96,0.28,0.33,0.56,0.52,0.3,0.06,0.5,0.34,0.01,1514,9.27,2.0,0.0,0.0,11948,34.88,31.79,36.62,27.47,27.84,0.25,0.0,0.17,0.83,1.0,19.2,9.0,21797.0,22461.0,12.67,48.75,0.49,7288.0,8.15,23.16,18.19,13.75,4166.0,57.16,18.2,0.87,0.71,0.78,0.8,0.89
050US37187,3,346.51,,12156,6903,636,1362,789,983,4037,918,1067,2774,14.58,49.65,22.82,0.2,609,753,9677,11999,1.96,16.29,20.07,23.0,46.64,47.34,5.27,0.35,0.17,0.0,5.5,0.22,0.41,0.52,0.19,0.45,0.06,0.61,0.45,0.0,809,8.39,,,,6458,21.45,23.88,38.97,36.76,18.64,0.19,0.0,0.0,1.0,0.68,23.5,7.5,19093.0,21043.0,12.07,56.67,0.46,4454.0,6.4,36.28,12.91,11.34,2832.0,63.58,20.0,0.9,0.98,0.5,0.5,0.88
050US33005,16,706.71,,76263,48246,3493,7815,6426,5496,28740,5948,5834,14195,15.63,52.51,18.61,0.18,4701,5537,62441,71747,3.35,24.97,7.0,13.8,95.27,0.77,1.78,0.19,1.38,0.01,2.38,0.44,0.92,0.01,0.37,0.93,0.03,0.48,0.91,0.04,5633,9.02,10.0,0.01,0.0,35451,14.48,7.01,28.79,30.18,50.16,0.31,0.0,0.31,0.69,0.65,9.9,3.8,28867.0,34136.0,8.18,52.12,0.46,40161.0,13.57,22.2,14.9,12.36,18168.0,45.24,30.7,0.09,0.11,0.22,0.56,0.14
050US35001,153,1161.25,,677692,422903,39636,86095,42651,46230,276386,45114,42344,103210,13.12,59.34,15.23,0.22,41120,43787,526113,668733,3.14,21.29,11.21,13.5,74.0,2.84,49.82,4.85,2.59,0.07,15.65,0.42,0.38,0.05,0.39,0.31,0.59,0.39,0.47,0.06,48191,9.21,23.0,0.02,0.0,292439,9.16,5.76,22.58,37.17,251.83,0.05,0.97,0.03,0.0,0.04,17.4,6.3,27976.0,29415.0,6.29,50.23,0.48,315193.0,10.23,12.27,15.85,11.14,133824.0,42.46,29.6,0.52,0.36,0.94,0.66,0.68
050US28107,6,685.17,,34243,20476,2467,4743,2209,2306,12995,2502,2000,5109,13.19,59.0,14.92,0.25,2091,2336,25585,34038,2.55,9.84,21.63,18.5,48.61,49.94,2.02,0.17,0.02,0.03,1.23,0.28,0.42,0.55,0.34,0.54,0.04,0.79,0.5,0.0,1341,5.25,4.0,0.01,0.0,14993,16.98,28.62,34.15,27.18,21.88,0.22,0.0,0.33,0.67,0.79,20.9,7.2,21413.0,19972.0,15.22,75.17,0.46,12702.0,11.38,31.57,13.28,11.76,7209.0,56.75,15.4,0.9,0.88,0.79,0.55,0.89
050US36027,79,795.64,,293894,188143,13631,31908,21866,22024,111575,23014,20196,48700,14.93,53.46,16.57,0.19,21037,23833,236843,275456,2.09,19.86,9.45,13.1,78.31,10.49,11.9,0.36,3.63,0.04,7.17,0.52,0.51,0.27,0.29,0.65,0.15,0.35,0.72,0.07,14878,6.28,54.0,0.07,0.0,120472,10.89,3.2,33.88,31.24,151.41,0.25,0.73,0.09,0.18,0.25,9.1,5.9,34223.0,38048.0,9.0,55.03,0.45,144058.0,13.81,15.65,14.89,11.61,61233.0,42.51,27.9,0.22,0.05,0.78,0.93,0.42
050US17193,5,494.78,,14025,7913,810,1747,775,699,4594,1155,911,3020,10.51,50.99,21.53,0.22,818,970,10933,13637,2.77,9.28,8.66,20.0,97.89,0.72,1.41,0.08,0.36,0.03,0.92,0.18,0.96,0.01,0.35,0.95,0.03,0.35,0.97,0.01,1035,9.47,1.0,0.0,0.0,7176,15.25,13.39,32.0,22.1,14.5,0.16,0.0,0.0,1.0,0.62,13.1,7.9,25936.0,25859.0,11.78,38.0,0.42,5926.0,9.94,33.56,13.48,9.48,3371.0,56.88,27.1,0.5,0.92,0.14,0.58,0.54
050US18047,5,384.43,,22842,13528,1304,3069,1574,1307,7947,1759,1606,3898,12.61,53.94,17.07,0.24,1552,1707,17426,22656,1.76,9.67,11.84,13.2,99.45,0.11,0.11,0.01,0.28,0.0,0.15,0.72,1.0,0.0,0.65,0.99,0.01,0.44,0.99,0.01,1382,7.94,4.0,0.01,0.0,9725,10.09,10.94,37.51,18.89,25.3,0.24,0.0,0.2,0.8,0.89,8.4,3.9,29104.0,27557.0,14.42,76.0,0.41,11080.0,5.81,36.93,13.42,10.28,6183.0,55.8,35.6,0.27,0.57,0.12,0.1,0.15
050US02185,3,88823.99,,9797,6630,813,1375,534,565,3988,946,525,627,11.22,63.04,6.4,0.26,701,822,7257,6649,5.92,18.21,10.23,10.1,31.63,0.86,2.11,51.99,5.59,1.79,8.15,0.32,0.42,0.01,0.28,0.46,0.03,0.77,0.16,0.1,604,8.37,,,,2583,23.89,0.58,34.53,49.75,0.03,,0.0,0.0,1.0,0.59,9.3,9.0,50084.0,49903.0,4.3,13.67,0.42,5465.0,7.76,41.63,5.42,4.12,2819.0,51.58,19.5,0.33,0.44,0.81,0.99,0.73
050US05111,7,758.36,,24054,14120,1539,3191,1554,1449,8783,1544,1566,4198,12.48,56.18,17.45,0.24,1573,1660,18318,23705,3.99,13.59,19.37,21.8,88.58,4.78,2.94,0.22,0.05,0.0,6.37,0.47,0.79,0.11,0.26,0.84,0.04,0.73,0.73,0.0,986,5.38,6.0,0.01,0.0,10967,13.95,12.23,25.36,36.53,14.46,0.13,0.0,0.71,0.29,0.71,21.8,5.9,20368.0,19413.0,12.14,46.29,0.42,9539.0,6.51,34.45,13.17,11.04,5664.0,59.38,20.6,0.85,0.98,0.31,0.58,0.83
050US38015,19,1632.51,,93737,57889,6423,11905,5814,6345,37592,6722,5502,14205,12.97,59.66,15.15,0.23,5345,6043,72094,90509,2.08,19.7,6.02,9.9,91.28,2.12,2.34,3.78,0.66,0.05,2.11,0.38,0.88,0.04,0.3,0.88,0.04,0.58,0.86,0.03,5665,7.89,9.0,0.01,0.0,41951,5.85,7.8,19.37,31.54,25.7,0.1,0.79,0.21,0.0,0.19,8.3,1.9,38667.0,37764.0,2.64,16.56,0.43,51500.0,7.77,18.68,19.7,11.1,22978.0,44.62,9.4,0.01,0.17,0.31,0.72,0.17
050US29025,2,426.39,,9049,5109,547,1238,608,467,3010,642,655,1757,11.88,52.99,19.42,0.24,568,632,6866,8842,3.72,14.75,9.76,17.4,96.01,0.52,2.14,0.66,0.51,0.0,2.3,0.06,0.95,0.01,0.12,0.95,0.02,0.19,0.95,0.01,820,11.95,1.0,0.0,0.0,4664,21.05,12.63,26.92,25.39,10.94,0.17,0.0,1.0,0.0,1.0,14.9,2.5,26618.0,24238.0,16.75,96.0,0.41,3874.0,8.91,27.16,13.11,13.81,2239.0,57.8,21.0,0.37,0.74,0.2,0.69,0.45
050US29091,8,927.24,,40102,22881,2472,5381,2452,2536,14181,3004,2270,7712,12.44,54.94,19.23,0.24,2406,2676,30593,39546,4.0,15.77,12.74,21.7,96.26,0.47,2.11,0.54,0.44,0.0,2.29,0.52,0.93,0.01,0.3,0.94,0.03,0.51,0.94,0.01,3252,10.63,7.0,0.01,0.0,18259,12.8,16.77,23.92,31.62,19.69,0.2,0.0,0.25,0.75,0.72,22.2,4.5,20772.0,20873.0,8.79,35.0,0.47,16617.0,7.64,22.93,19.76,10.99,9307.0,56.01,21.6,0.69,0.91,0.12,0.69,0.67
050US20191,6,1181.63,,23208,13311,1399,3342,1552,1251,7877,2044,1432,4166,12.08,54.37,17.95,0.25,1378,1570,17477,22715,1.83,10.86,7.74,14.6,94.4,1.11,5.36,1.4,0.23,0.0,2.85,0.5,0.85,0.02,0.29,0.86,0.08,0.68,0.87,0.01,1517,8.68,8.0,0.01,0.0,10944,14.83,10.33,29.49,26.52,9.26,0.12,0.0,0.5,0.5,0.63,12.4,3.7,28838.0,26328.0,8.93,46.17,0.42,10727.0,10.25,29.62,13.57,10.25,5736.0,53.47,17.9,0.27,0.62,0.19,0.24,0.22
050US21039,3,189.44,,4841,2795,284,596,336,230,1673,298,348,992,11.69,52.74,20.49,0.22,315,335,3787,4782,3.27,10.17,18.56,14.5,95.33,1.34,2.17,1.45,0.56,0.0,1.32,0.35,0.93,0.02,0.3,0.94,0.03,0.35,0.93,0.01,274,7.24,,,,2464,18.02,22.12,32.46,20.84,13.01,0.19,0.0,0.0,1.0,1.0,18.6,5.9,23181.0,24943.0,9.6,18.67,0.49,1862.0,8.75,31.53,12.03,9.61,1045.0,56.12,22.9,0.72,0.28,0.14,0.18,0.34
050US48197,1,695.11,,3952,2238,196,598,199,237,1302,225,302,799,11.03,53.04,20.22,0.23,270,260,3037,3915,1.37,19.23,20.98,22.4,86.31,7.09,21.53,1.04,0.0,0.0,5.57,0.0,0.68,0.07,0.0,0.68,0.22,0.0,0.0,0.0,234,7.7,1.0,0.0,0.0,2296,33.84,11.5,29.6,26.79,3.3,0.06,0.0,0.0,1.0,1.0,12.6,7.4,20171.0,22938.0,14.2,49.0,0.44,1674.0,12.84,27.36,19.24,5.97,964.0,57.59,22.5,0.74,0.79,0.87,0.24,0.73
050US31067,7,851.46,,21595,12400,1275,2686,1267,1067,7121,1706,1555,4399,10.81,51.32,20.37,0.22,1292,1561,16799,20980,2.59,13.93,10.27,15.4,96.54,0.74,2.39,0.7,0.58,0.11,1.33,0.45,0.93,0.01,0.22,0.94,0.03,0.4,0.94,0.01,1362,8.11,2.0,0.0,0.0,10438,12.24,1.68,27.86,31.47,12.26,0.13,0.0,0.71,0.29,0.44,9.8,3.4,29553.0,28438.0,9.86,37.57,0.41,11016.0,8.61,29.07,20.52,9.92,6184.0,56.14,11.8,0.22,0.36,0.12,0.13,0.11
050US31077,1,569.81,,2410,1235,144,324,163,99,716,161,185,603,10.87,49.13,25.02,0.24,110,167,1838,2384,1.51,8.38,6.31,14.7,97.51,0.5,2.07,0.17,0.41,0.0,1.41,0.0,0.96,0.0,0.0,0.96,0.02,0.0,0.96,0.0,177,9.63,,,,1310,21.07,2.9,33.64,20.12,2.3,0.18,0.0,0.0,1.0,1.0,9.5,1.4,26351.0,26159.0,11.7,19.0,0.41,1190.0,6.64,36.3,12.61,8.91,556.0,46.72,11.7,0.13,0.54,0.08,0.02,0.04
050US46065,4,741.52,,17617,10566,1264,2322,977,896,6467,1308,1234,2830,10.63,57.06,16.06,0.24,1046,1146,13396,16413,3.66,11.12,7.75,12.1,83.84,0.32,3.07,12.43,0.47,0.0,2.95,0.55,0.75,0.01,0.09,0.83,0.03,0.57,0.87,0.01,1159,8.65,,,,7976,6.23,12.24,20.88,33.43,10.76,0.06,0.0,0.75,0.25,0.25,11.2,2.1,38042.0,33810.0,3.18,19.0,0.42,9323.0,7.13,16.99,11.49,9.34,3378.0,36.23,12.5,0.09,0.15,0.57,0.98,0.41
050US54051,9,305.43,,31645,18745,1598,3593,1701,1661,10549,2274,2800,6579,10.62,49.74,20.79,0.2,2023,2229,25324,31226,3.18,19.79,9.04,17.9,97.48,0.98,1.01,0.41,0.25,0.11,0.78,0.53,0.95,0.03,0.49,0.96,0.02,0.65,0.95,0.01,2521,9.96,,,,15783,22.5,9.78,40.21,19.74,51.67,0.13,0.78,0.22,0.0,0.49,15.1,4.9,24431.0,24882.0,8.88,40.11,0.45,12509.0,9.13,23.32,18.77,14.96,7416.0,59.29,25.0,0.44,0.37,0.03,0.24,0.22
050US31097,2,376.07,,5197,3274,233,552,252,397,2053,308,386,948,12.49,54.61,18.24,0.19,315,402,4222,4123,2.61,9.11,13.85,16.4,86.84,6.52,10.08,0.83,0.92,0.0,4.89,0.41,0.72,0.1,0.38,0.73,0.14,0.3,0.75,0.01,331,7.86,,,,2172,16.21,6.22,27.46,24.78,5.78,0.15,0.0,0.5,0.5,1.0,9.4,2.0,25056.0,23652.0,11.6,27.0,0.42,2117.0,9.07,32.69,12.42,9.16,1133.0,53.52,12.9,0.34,0.43,0.71,0.83,0.58
050US20145,2,754.26,,6709,4080,295,577,424,376,2402,423,645,1437,11.92,48.8,21.42,0.18,399,531,5517,5622,2.16,22.3,12.27,18.4,89.27,5.22,7.81,0.89,0.06,0.0,4.56,0.27,0.8,0.06,0.18,0.82,0.09,0.73,0.97,0.0,622,11.27,2.0,0.0,0.0,3168,21.02,3.12,33.58,31.93,4.2,0.08,0.0,0.0,1.0,0.32,8.7,2.2,23635.0,22925.0,8.1,28.5,0.39,2595.0,7.4,20.92,28.82,8.63,1408.0,54.26,15.5,0.33,0.64,0.42,0.17,0.29
050US26123,11,838.89,,48142,28309,2775,6247,2920,2776,16288,3853,3584,8861,11.83,52.57,18.41,0.23,2933,3601,37170,47342,2.73,17.94,13.23,18.7,92.82,1.36,5.8,0.87,0.33,0.0,4.61,0.44,0.9,0.03,0.31,0.88,0.09,0.36,0.9,0.01,3769,10.14,1.0,0.0,0.0,25361,25.05,22.52,32.98,17.65,30.23,0.2,0.0,0.18,0.82,0.84,17.8,6.1,23499.0,24005.0,14.66,86.0,0.44,19795.0,8.04,34.68,12.64,10.8,11689.0,59.05,15.7,0.67,0.75,0.41,0.5,0.63
050US31127,2,407.37,,7004,4179,376,831,661,535,2696,442,524,1357,17.08,55.73,19.37,0.21,349,429,5536,6463,1.53,17.94,6.96,14.2,96.15,1.5,2.68,0.51,0.74,0.01,1.09,0.29,0.93,0.02,0.3,0.93,0.04,0.5,0.96,0.02,526,9.51,1.0,0.0,0.0,3504,17.89,3.42,25.81,27.95,8.6,0.17,0.0,0.0,1.0,0.52,12.4,4.5,25413.0,27945.0,10.95,43.5,0.42,3401.0,11.7,31.99,12.38,11.29,1669.0,49.07,14.4,0.25,0.32,0.18,0.22,0.17
050US37109,18,295.84,,81441,50118,4114,10194,4912,4324,28567,6325,5522,13761,11.34,52.65,16.9,0.22,6387,6571,63879,80702,2.48,20.8,14.43,15.0,89.17,4.99,7.07,0.23,0.68,0.04,4.88,0.48,0.74,0.11,0.39,0.77,0.12,0.57,0.89,0.03,5476,8.57,2.0,0.01,0.0,35227,9.1,21.04,26.82,23.57,119.07,0.22,0.22,0.61,0.17,0.55,14.4,6.4,27886.0,29089.0,9.58,73.58,0.46,38100.0,5.51,29.2,11.31,13.51,19130.0,50.21,24.1,0.53,0.28,0.54,0.19,0.36
050US37197,7,334.94,,37665,22396,1980,4538,2344,2170,12827,2557,2830,7208,11.98,51.36,19.14,0.21,2759,2966,29604,37339,1.96,10.84,18.97,16.9,91.63,3.77,10.94,0.44,0.1,0.07,3.99,0.35,0.85,0.06,0.2,0.83,0.13,0.67,0.81,0.0,2371,8.02,4.0,0.01,0.0,17401,11.22,25.91,34.56,23.3,51.95,0.26,0.0,0.86,0.14,0.85,15.3,5.3,25090.0,23566.0,8.11,43.57,0.43,15731.0,6.7,33.83,13.75,10.35,9060.0,57.59,30.3,0.67,0.54,0.7,0.42,0.64
050US31083,1,553.46,,3438,1805,218,410,178,189,998,244,283,858,10.67,47.29,24.96,0.23,155,272,2663,3382,0.74,16.02,9.95,16.3,95.49,0.81,3.93,0.55,0.35,0.03,2.76,0.0,0.94,0.01,0.0,0.94,0.04,0.0,0.94,0.0,301,11.3,1.0,0.0,0.0,2384,36.2,22.86,29.78,19.92,4.31,0.14,0.0,0.0,1.0,1.0,11.2,1.4,28157.0,27421.0,8.9,33.0,0.41,1646.0,8.81,33.35,15.25,7.35,846.0,51.4,13.6,0.21,0.52,0.23,0.07,0.12
050US31093,2,569.34,,6405,3514,382,912,385,274,2044,434,465,1349,10.29,52.12,21.06,0.24,374,445,4863,6405,0.78,14.89,7.17,13.2,96.47,0.19,2.58,0.03,0.2,0.03,3.08,0.02,0.95,0.0,0.12,0.95,0.03,0.34,0.96,0.0,420,8.64,,,,3072,12.63,6.51,33.21,22.62,5.4,0.17,0.0,0.5,0.5,1.0,10.5,3.3,28135.0,26651.0,10.25,29.0,0.37,3331.0,8.5,37.59,15.82,11.86,1548.0,46.47,11.3,0.2,0.5,0.2,0.03,0.08
