HEROP_ID,TotTracts,AreaSqMi,CenFlags,TotPop,Age18_64,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age55_59,Age60_64,AgeOv65,Age15_24P,Und45P,Ovr65P,ChildrenP,Age45_49,Age50_54,AgeOv18,TotPopHh,NonRelFhhP,NonRelNfhhP,NoHsP,DisbP,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,DsmBlk,IntrBlkWht,IsoBlk,DsmHsp,IntrHspWht,IsoHsp,DsmAs,IntrAsWht,IsoAs,TotVetPop,VetP,AlcTot,AlcDens,AlcPerCap,TotUnits,VacantP,MobileP,LngTermP,RentalP,UnitDens,Ndvi,RcaUrbanP,RcaSubrbP,RcaRuralP,CenRuralP,PovP,UnempP,MedInc,PciE,ForDqP,ForDqTot,GiniCoeff,TotWrkE,EduP,HghRskP,HltCrP,RetailP,EssnWrkE,EssnWrkP,OdMortRt,SviTh1,SviTh2,SviTh3,SviTh4,SviSmryRnk
050US08035,61,840.25,,328614,203329,19924,53008,24422,16010,126271,22687,17231,35801,12.3,60.62,10.89,0.27,28263,25429,239130,327812,1.57,20.78,2.02,6.6,89.24,1.36,8.52,0.33,4.47,0.08,4.52,0.38,0.8,0.02,0.14,0.82,0.09,0.36,0.78,0.08,19181,8.04,41.0,0.05,0.0,121541,3.39,0.35,13.59,20.99,144.65,0.09,0.87,0.13,0.0,0.1,3.5,3.0,51751.0,51017.0,7.19,125.69,0.4,176575.0,7.57,14.11,10.96,10.78,46783.0,26.49,10.3,0.0,0.07,0.5,0.04,0.02
050US10003,131,426.31,,555133,352509,32547,67492,37406,37221,223403,39392,33729,81440,13.44,58.26,14.67,0.22,37169,39961,433949,538269,2.59,23.84,8.54,11.0,64.52,24.97,9.74,0.26,5.51,0.03,4.71,0.47,0.41,0.42,0.41,0.5,0.17,0.35,0.62,0.1,30845,7.12,154.0,0.36,0.0,222146,8.23,2.06,27.21,31.98,521.09,0.15,0.93,0.05,0.02,0.05,11.4,6.3,34768.0,35847.0,7.38,53.48,0.46,274190.0,10.4,15.01,15.06,11.0,108377.0,39.53,42.1,0.27,0.11,0.85,0.56,0.38
050US12079,5,696.53,,18474,11313,921,1982,1139,982,6846,1339,1268,3642,11.48,52.77,19.71,0.19,1225,1251,14955,16378,3.51,7.4,19.31,19.1,57.65,38.75,5.23,0.38,1.05,0.01,2.16,0.35,0.46,0.46,0.33,0.51,0.06,0.69,0.48,0.04,1140,7.62,2.0,0.0,0.0,8581,22.13,41.18,34.63,23.11,12.32,0.23,0.0,0.6,0.4,0.8,28.2,5.7,19460.0,19223.0,15.24,35.0,0.5,6169.0,13.05,20.7,13.96,13.58,3337.0,54.09,17.5,0.87,0.65,0.73,1.0,0.96
050US12113,26,1012.37,,170442,106339,9728,21297,10908,10022,66003,12214,10482,26193,12.28,56.93,15.37,0.22,11634,12891,132532,164176,2.62,23.81,8.44,15.9,85.58,6.07,5.4,0.53,1.89,0.26,5.67,0.38,0.75,0.12,0.22,0.8,0.07,0.21,0.82,0.02,24233,18.69,12.0,0.01,0.0,70389,12.85,10.89,18.92,24.58,69.53,0.13,0.85,0.12,0.04,0.21,9.8,5.6,30510.0,30904.0,11.48,152.32,0.42,72986.0,7.11,14.32,14.65,12.31,32322.0,44.29,19.1,0.24,0.36,0.51,0.42,0.31
050US13001,5,508.27,,18454,10793,1206,2593,1344,988,6682,1313,1159,3052,12.64,56.8,16.54,0.25,1087,1362,13845,17926,3.49,10.68,25.55,19.1,76.04,18.22,9.77,0.39,0.75,0.0,4.59,0.39,0.6,0.29,0.28,0.67,0.13,0.72,0.63,0.02,1050,7.59,3.0,0.01,0.0,8543,21.78,37.16,32.48,26.95,16.81,0.2,0.0,0.0,1.0,0.71,23.3,5.9,21294.0,20421.0,14.5,37.0,0.44,7296.0,10.62,36.92,10.14,12.27,4621.0,63.34,18.6,0.88,0.96,0.82,0.89,0.97
050US13079,3,324.91,,12344,7539,644,1530,729,662,4169,1244,686,2186,11.27,51.39,17.71,0.21,843,1042,9725,12170,2.37,12.18,16.48,17.3,74.38,24.13,1.3,0.0,0.2,0.0,1.3,0.46,0.61,0.37,0.19,0.8,0.02,0.77,0.65,0.01,869,8.96,1.0,0.0,0.0,5353,13.38,40.11,31.74,22.43,16.48,0.24,0.0,0.67,0.33,1.0,19.7,9.6,24102.0,21102.0,15.0,73.0,0.44,4644.0,9.15,18.35,13.65,12.62,2631.0,56.65,19.4,0.88,0.45,0.31,0.54,0.68
050US13135,113,430.55,,902298,571405,61066,142176,67439,58778,380114,55147,45730,83442,13.99,64.65,9.25,0.27,69259,65364,654847,897305,2.44,23.21,12.33,6.9,49.67,27.24,20.9,0.39,11.4,0.03,11.28,0.35,0.34,0.34,0.48,0.28,0.34,0.36,0.37,0.17,38005,5.81,24.0,0.06,0.0,305549,5.51,1.55,15.48,33.79,709.67,0.16,1.0,0.0,0.0,0.0,11.4,4.7,31672.0,29474.0,11.84,239.65,0.43,450670.0,7.92,18.53,10.23,12.51,185261.0,41.11,10.9,0.33,0.33,0.97,0.23,0.43
050US13311,5,240.74,,28928,16872,1257,3341,2062,1754,9751,2390,1788,6215,13.19,49.6,21.48,0.2,1997,2189,23087,28521,2.74,11.66,14.91,16.4,94.28,1.44,3.14,0.56,0.58,0.0,3.13,0.33,0.92,0.02,0.1,0.92,0.03,0.47,0.92,0.01,2403,10.43,3.0,0.01,0.0,16194,28.44,16.35,25.57,24.81,67.27,0.28,0.0,0.8,0.2,0.84,13.8,4.2,25633.0,25617.0,9.63,153.33,0.43,12294.0,10.06,25.26,12.58,13.14,6151.0,50.03,22.0,0.48,0.27,0.38,0.09,0.24
050US47107,10,430.11,,52773,31355,2864,6412,3298,2987,18705,3993,3446,10108,11.91,53.02,19.15,0.21,3596,3649,41463,51591,3.39,15.23,15.22,19.0,92.18,3.82,3.87,0.26,0.75,0.05,2.94,0.52,0.82,0.09,0.29,0.86,0.06,0.58,0.89,0.03,3190,7.7,2.0,0.0,0.0,23408,12.73,17.56,30.92,25.72,54.42,0.26,0.0,0.6,0.4,0.6,19.6,7.0,21484.0,23842.0,13.84,100.88,0.49,21141.0,8.06,34.8,11.2,13.38,12296.0,58.16,26.9,0.76,0.64,0.41,0.47,0.66
050US47117,6,375.46,,32269,19565,1890,4301,2151,1769,12129,2149,2282,5034,12.15,56.77,15.6,0.24,2207,2277,24599,31825,3.93,16.15,15.18,16.6,89.6,7.35,5.09,0.02,0.32,0.0,2.71,0.48,0.67,0.18,0.44,0.68,0.12,0.53,0.73,0.01,1655,6.73,5.0,0.01,0.0,13530,8.83,16.53,26.17,29.26,36.04,0.23,0.0,0.83,0.17,0.66,14.7,6.2,26820.0,24876.0,10.35,58.33,0.42,14297.0,6.93,36.29,11.17,11.04,8069.0,56.44,23.8,0.63,0.82,0.59,0.3,0.61
050US47123,7,635.7,,45876,26591,2612,5482,2919,2494,15724,3276,3207,9357,11.8,51.92,20.4,0.22,3081,3137,35948,45321,3.31,17.7,21.08,20.3,94.66,2.09,4.31,0.8,0.41,0.0,2.04,0.54,0.89,0.06,0.17,0.91,0.05,0.62,0.92,0.01,3672,10.22,3.0,0.0,0.0,21151,16.34,24.78,30.28,24.02,33.27,0.26,0.0,0.14,0.86,0.76,19.3,9.2,21404.0,21919.0,14.28,100.5,0.45,17042.0,6.84,37.39,13.34,12.82,10519.0,61.72,32.5,0.89,0.59,0.29,0.34,0.65
050US47143,6,315.38,,32628,19191,2048,4258,2115,2153,11778,2368,1965,5849,13.08,55.42,17.93,0.23,2131,2231,25040,31710,2.33,19.1,21.7,20.5,94.4,2.24,4.95,0.21,0.33,0.0,2.81,0.36,0.85,0.04,0.37,0.85,0.08,0.63,0.89,0.01,2387,9.53,,,,14654,15.78,21.82,28.15,29.74,46.46,0.25,0.0,0.5,0.5,0.68,21.9,7.7,21511.0,22070.0,12.78,81.2,0.47,13217.0,8.11,36.62,10.99,11.57,7923.0,59.95,25.5,0.89,0.84,0.53,0.5,0.82
050US47151,5,532.3,,21954,13033,1335,3056,1441,1239,8215,1633,1162,3562,12.21,57.42,16.22,0.24,1457,1534,16595,21601,2.72,17.98,21.23,25.9,98.03,0.53,0.89,0.28,0.01,0.0,1.15,0.53,0.97,0.01,0.27,0.97,0.01,0.71,0.97,0.0,1277,7.7,1.0,0.0,0.0,9988,12.87,24.81,32.36,31.02,18.76,0.31,0.0,0.4,0.6,0.81,22.3,9.0,19222.0,19179.0,16.38,58.8,0.45,8290.0,6.98,34.11,15.56,12.56,5151.0,62.14,31.3,0.94,0.98,0.02,0.4,0.76
050US47155,18,592.49,,96287,58219,5167,11350,5735,5655,34325,7385,6516,17934,11.83,52.8,18.63,0.21,6614,6996,76153,95217,3.03,24.19,16.09,17.6,94.75,0.75,5.83,0.35,0.86,0.01,3.28,0.59,0.89,0.02,0.41,0.85,0.11,0.63,0.87,0.04,6649,8.74,11.0,0.02,0.0,57240,35.46,12.25,22.05,31.85,96.61,0.26,0.17,0.39,0.44,0.57,15.0,5.7,22426.0,23869.0,8.65,129.64,0.43,46263.0,5.24,16.55,8.06,14.32,22601.0,48.85,39.5,0.65,0.51,0.57,0.51,0.61
050US47157,221,763.57,,937005,582192,66676,130216,63264,67013,384489,59492,56961,118566,13.9,62.05,12.65,0.25,59524,61081,700758,919409,2.32,18.47,11.82,12.6,39.31,53.54,6.25,0.17,2.55,0.03,4.4,0.66,0.17,0.74,0.59,0.32,0.19,0.42,0.55,0.08,51042,7.3,114.0,0.15,0.0,404284,13.36,0.93,22.28,44.65,529.46,0.15,0.97,0.02,0.01,0.03,20.6,7.7,26979.0,28828.0,15.75,109.78,0.51,432142.0,8.49,14.39,13.89,11.16,206172.0,47.71,17.2,0.64,0.58,0.9,0.7,0.78
050US47165,42,529.4,,179473,109156,10954,24463,11531,9988,67788,12219,11063,27276,11.99,57.5,15.2,0.24,12664,13046,136432,178044,2.55,17.76,10.05,14.0,87.7,7.08,4.7,0.33,1.27,0.13,3.49,0.42,0.71,0.17,0.36,0.76,0.08,0.51,0.84,0.04,11610,8.52,15.0,0.03,0.0,70466,6.84,6.61,21.81,26.55,133.11,0.2,0.64,0.36,0.0,0.28,9.5,3.9,31230.0,32297.0,7.77,92.76,0.44,90151.0,7.32,20.07,13.65,12.75,39481.0,43.79,22.4,0.17,0.38,0.55,0.18,0.21
050US47167,13,458.4,,61446,37591,3791,8734,4503,3614,23661,4610,3427,8469,13.21,58.89,13.78,0.25,4265,4489,46060,60747,2.75,17.71,13.13,16.0,78.01,18.09,2.73,0.37,0.76,0.15,2.61,0.35,0.67,0.28,0.32,0.76,0.04,0.51,0.8,0.02,5442,11.87,3.0,0.01,0.0,23734,10.15,11.34,25.76,29.71,51.78,0.2,0.0,0.77,0.23,0.55,13.9,7.7,28584.0,27212.0,12.22,82.5,0.44,27266.0,8.71,23.42,12.91,12.4,14006.0,51.37,21.1,0.58,0.76,0.47,0.14,0.45
050US47185,6,376.68,,26580,15388,1568,3374,1607,1370,9019,1785,1888,5263,11.2,52.52,19.8,0.22,1781,1902,20651,26180,2.09,16.05,17.84,19.7,95.93,2.01,2.46,0.03,0.19,0.0,1.84,0.56,0.91,0.06,0.43,0.92,0.05,0.52,0.9,0.0,1995,9.66,2.0,0.01,0.0,11812,15.76,16.97,28.86,19.36,31.36,0.27,0.0,0.0,1.0,0.78,17.4,7.9,21842.0,20973.0,12.55,56.67,0.45,10087.0,6.62,31.47,14.54,12.29,6023.0,59.71,28.3,0.84,0.75,0.11,0.38,0.6
050US47189,21,571.09,,132663,80823,7966,18240,8546,6963,49218,9200,8392,20031,11.69,56.85,15.1,0.24,9858,9758,100854,131072,2.41,15.76,8.81,12.9,88.02,7.0,4.05,0.28,1.51,0.05,3.15,0.31,0.79,0.12,0.35,0.78,0.09,0.47,0.84,0.03,8685,8.62,13.0,0.02,0.0,51847,5.8,7.72,22.11,23.17,90.79,0.2,0.38,0.48,0.14,0.38,8.2,3.9,34235.0,32850.0,6.69,68.82,0.41,66073.0,7.21,17.62,11.78,12.52,26297.0,39.8,22.8,0.12,0.23,0.55,0.16,0.15
050US48001,11,1062.63,,57863,38449,2991,6261,3040,3562,25328,3227,3598,8199,11.41,59.76,14.17,0.19,4152,4107,46648,44321,2.47,14.26,19.88,13.9,73.53,20.98,17.53,0.47,0.55,0.02,4.45,0.4,0.49,0.3,0.33,0.53,0.22,0.58,0.58,0.02,4012,8.6,5.0,0.0,0.0,20352,19.13,21.87,22.45,29.07,19.15,0.19,0.0,0.45,0.55,0.67,14.8,3.3,22448.0,16868.0,9.68,28.6,0.42,19206.0,7.26,21.95,13.96,18.91,11782.0,61.35,16.3,0.66,0.11,0.86,0.98,0.79
050US48005,17,797.78,,87607,51287,6011,12797,6025,5531,33336,5567,5049,13627,13.19,59.52,15.55,0.26,5471,5749,64914,84567,2.9,15.58,18.91,18.4,79.19,14.8,21.89,0.68,1.15,0.01,4.18,0.46,0.44,0.27,0.41,0.47,0.33,0.58,0.62,0.05,5929,9.14,,,,36716,16.16,19.68,21.08,33.6,46.02,0.2,0.0,0.65,0.35,0.43,18.3,7.9,23385.0,22322.0,9.65,49.77,0.45,35779.0,9.0,23.59,16.84,13.4,19708.0,55.08,15.8,0.84,0.95,0.9,0.95,0.98
050US48029,366,1240.21,,1925865,1202936,138622,278042,139336,145695,848450,108990,93279,223805,14.8,65.69,11.62,0.26,118958,115719,1426741,1894693,2.85,23.73,16.16,14.0,79.72,7.62,60.0,0.69,2.82,0.11,9.04,0.44,0.26,0.16,0.43,0.22,0.68,0.38,0.36,0.08,149790,10.62,149.0,0.12,0.0,688615,8.14,2.68,21.93,41.19,555.24,0.1,0.96,0.04,0.01,0.05,16.3,5.8,27125.0,26988.0,9.27,61.49,0.47,887464.0,9.55,15.32,13.56,11.96,403923.0,45.51,11.9,0.6,0.62,0.97,0.78,0.83
050US48037,18,885.0,,93858,56604,6060,12552,5542,6215,36825,6160,5483,14992,12.53,59.06,15.97,0.24,5763,6023,71596,88343,2.16,14.61,11.84,12.9,68.87,24.57,7.56,0.93,1.08,0.05,4.5,0.42,0.5,0.37,0.36,0.58,0.11,0.5,0.72,0.03,7163,10.01,2.0,0.0,0.0,39642,14.91,12.92,21.58,36.19,44.79,0.19,0.61,0.33,0.06,0.35,17.2,6.6,26009.0,25355.0,8.45,43.71,0.49,37085.0,8.35,17.32,16.73,12.41,19205.0,51.79,12.7,0.64,0.61,0.75,0.98,0.85
050US48043,3,6183.73,,9216,5447,487,1036,418,543,3344,628,714,1987,10.43,52.81,21.56,0.19,552,468,7434,9106,2.31,20.83,14.74,20.9,92.27,0.23,44.48,1.94,1.67,0.0,3.88,0.17,0.59,0.0,0.3,0.44,0.52,0.3,0.45,0.01,770,10.36,3.0,0.0,0.0,5500,28.33,19.93,20.5,42.03,0.89,0.05,0.0,0.0,1.0,0.35,12.4,4.4,25653.0,27227.0,6.9,8.0,0.45,4318.0,18.09,17.21,8.52,13.87,2061.0,47.73,14.9,0.42,0.49,0.88,0.74,0.66
050US48051,5,659.03,,17863,10235,1092,2161,1174,1040,6200,1281,1399,3628,12.39,52.92,20.31,0.22,992,1110,13863,17692,3.91,15.78,17.49,15.9,80.04,12.65,20.47,0.33,0.22,0.0,6.76,0.19,0.62,0.14,0.17,0.63,0.22,0.71,0.78,0.02,1245,8.98,2.0,0.0,0.0,9109,25.85,30.86,30.79,20.2,13.82,0.17,0.0,0.8,0.2,0.77,12.6,6.1,28429.0,28732.0,12.16,27.0,0.43,7731.0,15.68,32.39,8.56,8.91,4422.0,57.2,12.0,0.52,0.49,0.84,0.47,0.61
050US48057,6,506.84,,21807,12692,1488,3036,1580,1228,8133,1646,1103,3669,12.88,58.04,16.82,0.25,1437,1295,16361,21520,4.21,21.05,19.26,17.7,86.65,2.57,48.44,0.09,4.73,0.08,5.88,0.39,0.36,0.04,0.25,0.38,0.53,0.33,0.39,0.07,1172,7.17,4.0,0.01,0.0,11927,36.25,16.02,25.38,29.22,23.53,0.05,0.0,0.5,0.5,0.45,14.1,7.2,27046.0,26596.0,7.24,26.0,0.42,9606.0,7.81,44.48,9.96,7.28,6024.0,62.71,18.0,0.67,0.94,0.95,0.56,0.86
050US48067,7,936.95,,30087,16801,1482,4120,1926,1420,9816,2148,2120,6474,11.12,51.24,21.52,0.23,1889,2038,23275,29680,2.5,9.07,14.51,17.6,78.06,17.4,4.44,0.13,0.37,0.0,4.04,0.28,0.69,0.24,0.35,0.71,0.06,0.42,0.86,0.01,2409,10.35,4.0,0.0,0.0,14540,18.92,19.88,28.72,21.91,15.52,0.23,0.0,0.14,0.86,0.74,19.6,7.2,24539.0,22545.0,10.83,39.0,0.43,11615.0,9.99,24.48,16.35,14.71,6848.0,58.96,15.0,0.79,0.79,0.46,0.68,0.78
050US48091,24,559.51,,135097,80190,7855,17466,8623,7284,47092,9448,10508,23967,11.77,53.6,17.74,0.23,9183,9578,104157,134023,2.19,18.4,7.57,13.9,90.56,1.92,27.1,0.22,1.04,0.03,6.24,0.45,0.65,0.04,0.29,0.61,0.35,0.46,0.7,0.03,12591,12.13,17.0,0.03,0.0,55849,12.44,10.79,17.67,24.92,99.82,0.11,0.54,0.46,0.0,0.46,8.2,3.7,33957.0,36899.0,5.74,69.27,0.44,61977.0,8.73,20.73,11.16,12.24,25025.0,40.38,12.8,0.06,0.24,0.79,0.33,0.24
050US48109,1,3812.14,,2241,1277,195,266,109,90,746,199,113,428,8.88,53.86,19.1,0.24,117,177,1705,2207,2.51,2.33,32.7,24.7,81.84,0.13,73.45,0.0,0.54,0.0,17.49,0.0,0.24,0.0,0.0,0.24,0.73,0.0,0.24,0.01,143,8.39,1.0,0.0,0.0,993,31.42,18.43,29.54,32.45,0.26,0.03,0.0,0.0,1.0,1.0,31.4,6.5,16875.0,15873.0,17.9,13.5,0.42,983.0,10.89,24.82,12.92,5.49,644.0,65.51,20.8,0.96,0.99,0.99,0.88,1.0
050US48119,2,256.83,,5215,2953,315,660,434,241,1732,400,419,1042,12.94,51.91,19.98,0.23,316,331,3995,5149,1.94,11.58,14.39,18.9,87.65,7.5,7.29,0.31,0.67,0.0,3.87,0.55,0.74,0.15,0.03,0.81,0.07,0.23,0.79,0.01,440,11.01,,,,2476,18.62,13.13,24.59,25.66,9.64,0.12,0.0,0.0,1.0,1.0,23.7,5.3,25345.0,25004.0,9.6,25.5,0.43,2060.0,10.05,30.92,14.03,14.47,1201.0,58.3,17.1,0.69,0.8,0.38,0.29,0.57
050US48173,1,900.21,,1430,919,68,196,132,158,641,68,150,173,20.28,63.29,12.1,0.24,83,51,1092,1430,4.3,18.52,28.88,5.3,70.56,0.0,43.78,0.0,0.0,0.0,29.44,0.0,0.0,0.0,0.0,0.56,0.44,0.0,0.0,0.0,49,4.49,,,,570,24.21,10.7,28.25,31.94,0.63,0.03,0.0,0.0,1.0,1.0,9.5,0.0,24529.0,30902.0,8.3,4.0,0.46,694.0,9.22,65.13,6.2,0.86,376.0,54.18,15.4,0.31,0.02,0.95,0.08,0.18
050US48187,29,711.25,,155137,94521,9910,22706,11707,9540,62570,9868,7945,20739,13.7,61.36,13.37,0.26,10873,10526,115260,153272,2.27,19.32,11.35,12.3,72.22,7.93,37.68,0.33,1.74,0.28,17.51,0.4,0.47,0.12,0.24,0.46,0.44,0.45,0.48,0.04,17747,15.56,7.0,0.01,0.0,57060,6.93,14.21,18.34,23.35,80.23,0.11,0.59,0.31,0.1,0.26,9.5,3.9,33106.0,30817.0,7.02,46.05,0.4,72170.0,8.15,20.65,12.38,14.06,34431.0,47.71,10.0,0.22,0.48,0.9,0.4,0.43
050US48205,1,1461.94,,5767,3690,311,714,235,172,2553,359,258,827,7.06,62.04,14.34,0.22,320,425,4517,4215,1.39,16.84,18.36,12.9,81.93,8.64,26.43,0.03,1.47,0.0,7.92,0.0,0.59,0.09,0.0,0.59,0.26,0.0,0.59,0.01,326,7.22,,,,1945,13.57,21.85,23.18,36.41,1.33,0.09,0.0,0.0,1.0,0.57,6.3,0.9,32001.0,20480.0,5.1,30.0,0.37,2013.0,13.07,33.43,14.7,10.33,888.0,44.11,22.6,0.42,0.03,0.91,0.89,0.53
050US48215,113,1570.89,1.0,849389,476719,80050,156250,73722,66114,362339,36396,33050,90250,16.46,70.48,10.63,0.33,48800,42254,566969,839762,1.49,17.24,35.51,13.2,87.96,0.55,92.03,0.19,0.96,0.02,10.32,0.7,0.1,0.04,0.4,0.06,0.93,0.58,0.11,0.05,18854,3.33,34.0,0.02,0.0,272157,13.7,15.31,24.27,31.89,173.25,0.08,0.96,0.03,0.01,0.05,31.2,7.4,18579.0,16490.0,14.42,77.01,0.49,321626.0,13.52,16.57,16.12,13.55,168522.0,52.4,4.4,0.97,0.71,1.0,0.83,0.98
050US48225,7,1231.0,,22955,13640,1181,2533,1224,1325,7982,1669,1574,4834,11.1,50.95,21.06,0.2,1449,1733,18474,19780,1.78,11.57,19.74,18.1,68.53,24.87,10.94,0.3,0.31,0.0,5.99,0.35,0.51,0.33,0.29,0.54,0.14,0.49,0.63,0.01,1851,10.03,,,,11663,29.62,24.16,24.63,31.05,9.47,0.2,0.0,0.0,1.0,0.73,24.7,2.2,19390.0,18080.0,11.21,23.86,0.46,8197.0,8.48,24.91,13.46,12.66,4731.0,57.72,17.0,0.74,0.76,0.83,0.96,0.91
050US48263,1,902.5,,749,355,33,87,61,12,193,65,54,227,9.75,41.79,30.31,0.22,45,45,582,707,0.0,5.96,18.71,31.0,88.52,1.07,16.29,1.87,0.0,0.0,8.54,0.0,0.82,0.01,0.0,0.82,0.16,0.0,0.0,0.0,41,7.04,,,,543,41.44,6.81,34.65,29.87,0.6,0.06,0.0,0.0,1.0,1.0,10.9,3.7,29375.0,29503.0,9.2,5.0,0.48,309.0,23.62,22.33,8.41,14.56,136.0,44.01,17.2,0.36,0.84,0.54,0.28,0.44
050US48273,6,881.3,,31425,19668,2222,4210,2953,4777,15366,1301,1461,4037,24.6,69.37,12.85,0.25,1395,1433,23705,29563,3.5,28.41,20.84,15.0,87.7,3.26,72.71,0.23,2.21,0.0,6.6,0.37,0.2,0.04,0.26,0.19,0.74,0.3,0.21,0.03,1669,7.19,2.0,0.0,0.0,13284,17.6,6.93,21.14,48.03,15.07,0.09,0.0,0.67,0.33,0.19,26.1,9.1,21050.0,21986.0,9.12,46.4,0.5,13211.0,18.89,22.65,11.07,12.44,7075.0,53.55,13.3,0.93,0.69,0.94,0.99,0.98
050US48287,4,629.04,,16952,10057,913,2107,1406,954,6153,1207,1304,3106,13.92,54.11,18.32,0.22,1020,1142,13163,16450,2.48,14.43,16.12,13.7,79.6,11.23,23.42,0.0,1.07,0.0,8.11,0.51,0.5,0.17,0.36,0.54,0.29,0.56,0.5,0.02,1195,9.08,3.0,0.0,0.0,7730,21.03,21.66,30.37,21.17,12.29,0.16,0.0,0.25,0.75,0.7,14.2,2.8,28189.0,25876.0,9.18,25.0,0.44,8019.0,7.03,27.57,9.94,9.2,4147.0,51.71,12.7,0.45,0.69,0.86,0.65,0.68
050US48301,1,668.81,,102,53,19,5,0,3,25,14,14,25,2.94,48.04,24.51,0.24,0,0,78,102,0.0,52.0,22.67,20.6,97.06,0.0,15.69,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.16,0.0,0.0,0.0,3,3.85,,,,70,52.86,51.43,46.08,36.36,0.1,0.03,0.0,1.0,0.0,1.0,18.6,0.0,23750.0,23546.0,0.0,0.0,0.26,36.0,0.0,36.11,8.33,8.33,27.0,75.0,22.1,0.62,0.8,0.81,0.57,0.76
050US48311,1,1139.79,,662,351,45,110,19,24,250,58,27,137,6.5,61.18,20.69,0.26,21,14,488,662,0.0,16.95,9.7,20.7,98.49,0.0,50.15,0.6,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.49,0.5,0.0,0.0,0.0,34,6.97,,,,390,42.82,29.74,32.18,26.91,0.34,0.11,0.0,0.0,1.0,1.0,12.8,17.9,34435.0,32556.0,13.7,5.0,0.47,230.0,3.91,49.13,1.74,5.65,97.0,42.17,12.9,0.46,1.0,0.92,0.31,0.76
050US48315,4,380.88,,10083,5692,435,1090,606,379,2912,851,884,2544,9.77,44.0,25.23,0.18,595,772,8236,9971,0.63,10.19,16.51,21.9,73.03,23.42,4.03,0.43,0.0,0.38,2.75,0.3,0.63,0.31,0.27,0.66,0.05,0.0,0.0,0.0,942,11.46,3.0,0.01,0.0,6318,29.42,34.41,26.86,21.55,16.59,0.22,0.0,0.5,0.5,1.0,20.7,11.1,21868.0,27052.0,10.77,26.0,0.53,3612.0,9.75,24.06,13.87,15.01,2007.0,55.56,15.7,0.79,0.44,0.75,0.35,0.69
050US48339,59,1042.62,,554445,337328,37835,84312,38640,32889,217994,37260,31124,69473,12.9,61.35,12.53,0.27,38603,37844,406801,551333,2.13,19.88,12.64,10.1,86.47,4.72,23.65,0.37,2.84,0.06,5.53,0.38,0.61,0.08,0.29,0.59,0.31,0.4,0.69,0.05,32049,7.88,51.0,0.05,0.0,210326,8.32,13.79,13.77,28.67,201.73,0.16,0.76,0.22,0.02,0.23,9.9,4.5,35858.0,39618.0,8.19,96.57,0.48,262084.0,9.28,25.42,9.85,10.61,106745.0,40.73,13.7,0.23,0.21,0.87,0.52,0.39
050US48343,3,251.99,,12424,6944,708,1666,745,632,4250,868,921,2639,11.08,53.32,21.24,0.23,660,712,9583,12272,1.34,4.04,11.63,19.3,69.33,23.73,9.47,0.6,0.14,0.05,6.15,0.17,0.62,0.25,0.25,0.6,0.11,0.42,0.61,0.0,1119,11.68,2.0,0.01,0.0,6047,16.52,10.37,25.51,25.52,24.0,0.19,0.0,0.0,1.0,0.78,16.3,8.5,23995.0,23438.0,12.6,56.67,0.44,5135.0,8.02,26.66,15.66,12.85,3155.0,61.44,15.3,0.71,0.78,0.74,0.4,0.73
050US48349,10,1009.63,,48583,27745,3492,7109,3489,2814,17529,3384,2815,8084,12.97,57.9,16.64,0.26,3039,3131,35829,47673,2.07,18.24,21.71,16.9,74.97,12.99,26.79,1.94,0.64,1.11,8.35,0.27,0.55,0.16,0.35,0.48,0.36,0.71,0.46,0.03,2997,8.36,7.0,0.01,0.0,20763,16.21,17.18,21.72,30.5,20.57,0.14,0.0,0.6,0.4,0.53,18.2,8.0,24553.0,23422.0,9.15,38.1,0.46,20941.0,9.96,30.07,12.79,10.74,11803.0,56.36,13.6,0.85,0.94,0.93,0.88,0.97
050US48373,10,1057.04,,47837,29125,2588,5516,2707,2692,16624,3823,4015,8908,11.29,51.69,18.62,0.2,2977,3386,38033,44168,2.82,9.92,19.81,21.4,84.21,10.34,15.04,1.59,0.66,0.13,3.07,0.49,0.57,0.18,0.35,0.62,0.2,0.66,0.68,0.03,4078,10.72,7.0,0.01,0.0,25121,29.13,25.28,24.28,23.6,23.77,0.19,0.0,0.2,0.8,0.78,17.3,6.8,24905.0,24686.0,11.09,47.86,0.46,18582.0,10.8,28.11,10.25,10.77,10272.0,55.28,20.2,0.76,0.81,0.82,0.93,0.91
050US48377,2,3855.23,,7123,3590,506,1108,650,257,2343,346,378,1596,12.73,55.55,22.41,0.27,501,345,5186,7118,0.56,10.84,47.61,21.4,94.67,0.0,83.62,1.12,2.53,0.0,1.68,0.0,0.0,0.0,0.41,0.12,0.85,0.03,0.21,0.04,68,1.31,1.0,0.0,0.0,4043,35.02,25.15,25.72,46.59,1.05,0.03,0.0,0.0,1.0,0.4,33.4,10.0,15395.0,16066.0,12.95,12.0,0.46,2532.0,13.7,24.96,9.52,7.74,1304.0,51.5,15.2,0.99,1.0,1.0,0.7,1.0
