"HEROP_ID","FIPS","PrcNtvRsrv","TtlJlPpr","TtlJlAdmr","TtlJlPrtr","TtlJlPp","TtlJlAdm","TtlJlPrt","OdMortRt"
"050US39047","39047",0,332.24,10078.08,238.11,60,1820,43,49.4
"050US39061","39061",0,317.36,5875.92,205.03,1698,31438,1097,54.7
"050US39095","39095",0,158.44,5722.1,145.21,443,15999,406,36.1
"050US45055","45055",0,357.5,13369.57,315.87,146,5460,129,16.9
"050US45059","45059",0,482.77,8172.02,482.77,206,3487,206,22.8
"050US45069","45069",0.11,346.04,14749.26,277.97,61,2600,49,16
"050US45073","45073",0,376.97,7601.22,283.26,177,3569,133,28.9
"050US45083","45083",0,379.22,6267.63,360.1,754,12462,716,25.1
"050US45089","45089",0,520.86,6107.34,531.07,102,1196,104,17.2
"050US46009","46009",0.01,44.9,5837.45,0,2,260,0,11.4
"050US06043","06043",0,461.45,9132.86,249.95,48,950,26,23.1
"050US06095","06095",0,315.26,5324.83,236.11,928,15674,695,14.4
"050US08035","08035",0,149.78,3541.87,122.23,337,7969,275,11.2
"050US10003","10003",0,,,,,,,39.5
"050US12079","12079",0,404.59,12272.42,379.3,48,1456,45,16.5
"050US12113","12113",0,572.42,6895.98,281.88,660,7951,325,19.9
"050US13001","13001",0,586.02,20467.07,201.17,67,2340,23,18.1
"050US13079","13079",0,177.01,1972.44,227.59,14,156,18,18.7
"050US13135","13135",0,427.04,4606.77,287.3,2671,28814,1797,10.7
"050US13311","13311",0,509.33,7772.8,354.32,92,1404,64,20.4
"050US47107","47107",0,1011.28,12509.35,152.59,338,4181,51,29.9
"050US47117","47117",0,794.73,8508.25,149.6,170,1820,32,25
"050US47123","47123",0,700.01,11376.11,263.82,199,3234,75,27.3
"050US47143","47143",0,712.8,9581.54,513.99,147,1976,106,26.8
"050US47151","47151",0,929.37,11338.29,343.15,130,1586,48,31.2
"050US47155","47155",0,839.35,9539.49,550.42,520,5910,341,32.1
"050US47157","47157",0,714.27,7519.48,365.8,4411,46437,2259,21.8
"050US47165","47165",0,567.02,9019.57,299,677,10769,357,21.8
"050US47167","47167",0,1389.37,10063.02,230.73,560,4056,93,21.1
"050US47185","47185",0,1178.18,10996.31,320.22,195,1820,53,23.7
"050US47189","47189",0,440.18,7428.96,219.53,391,6599,195,25.3
"050US48001","48001",0,464.06,5748.91,409.76,188,2329,166,17.1
"050US48005","48005",0,485.17,10204.97,270.75,267,5616,149,15
"050US48029","48029",0,287.41,4321.2,232.13,3754,56441,3032,11.2
"050US48037","48037",0.01,1374.8,15270.56,577.81,828,9197,348,13
"050US48043","48043",0,711.06,18036.77,815.12,41,1040,47,14.8
"050US48051","48051",0,556.25,9797.24,565.23,62,1092,63,12.7
"050US48057","48057",0,413.41,,236.23,56,,32,16.2
"050US48067","48067",0,480.82,7268.25,346.64,86,1300,62,14.6
"050US48091","48091",0,315.79,6347.22,219.49,282,5668,196,13.3
"050US48109","48109",0,751.31,35161.53,0,10,468,0,20.7
"050US48119","48119",0,537.46,0,189.69,17,0,6,17
"050US48173","48173",0,115.34,5997.69,0,1,52,0,15.4
"050US48187","48187",0,356.3,5630.34,278.18,374,5910,292,11
"050US48205","48205",0,394.74,11052.56,239.11,15.32,428.95,9.28,22.5
"050US48215","48215",0,205.14,3853.06,161.88,1086,20398,857,4.1
"050US48225","48225",0,643.72,9096,531.77,92,1300,76,15.2
"050US48263","48263",0,1328.67,6808.86,934.73,5.7,29.21,4.01,17.2
"050US48273","48273",0,454.34,11325.68,397.56,94.82,2363.67,82.97,12.9
"050US48287","48287",0,400.62,6628.43,182.1,44,728,20,13
"050US48301","48301",0,1850.57,24597.7,1436.78,1.61,21.4,1.25,22
"050US48311","48311",0,597.54,17117.04,535.93,2.91,83.36,2.61,12.9
"050US48315","48315",0,552.21,6961.18,468.54,33,416,28,16.1
"050US48339","48339",0,256.73,5453.43,200.78,959,20371,750,17.2
"050US48343","48343",0,368.2,17018.96,177.28,27,1248,13,16.4
"050US48349","48349",0,705.97,13744.65,729.39,211,4108,218,13.6
"050US48373","48373",0.01,3105.39,25600.48,443.63,980,8079,140,19.3
"050US48377","48377",0,1866.05,55828.22,1942.74,73,2184,76,15.1
"050US48383","48383",0,3323.39,35449.51,724.33,78,832,17,15.4
"050US48405","48405",0,416.49,5414.41,333.19,20,260,16,18.9
"050US48407","48407",0,355.6,6062.73,297.31,61,1040,51,20.7
"050US46041","46041",0.99,29.1,3025.89,29.1,1,104,1,13.9
"050US46071","46071",0.57,,,,,,,13.9
"050US46075","46075",0,,,,,,,13.6
"050US46079","46079",0,175.72,11095.77,87.86,14,884,7,11.4
"050US46127","46127",0,295.33,13711.63,232.04,28,1300,22,11.2
"050US47013","47013",0,562.95,11500.26,345.81,140,2860,86,38.4
"050US47021","47021",0,413.73,14598.65,155.15,112,3952,42,41.1
"050US47031","47031",0,1224.77,6503.17,532.76,423,2246,184,26.8
"050US47035","47035",0,677.05,12722.35,443.16,220,4134,144,26.6
"050US47037","47037",0,522.76,9211.61,263.97,2521,44423,1273,33.3
"050US47041","47041",0,836.09,15996.21,441.71,106,2028,56,33.7
"050US47065","47065",0,647.89,10883.14,472.46,1529,25684,1115,23.2
"050US47089","47089",0,689.86,8913.04,263.77,238,3075,91,25.9
"050US56003","56003",0,876.81,,186.86,61,,13,22.1
"050US56013","56013",0.33,683.2,13779.97,351.95,165,3328,85,19.3
"050US56031","56031",0,864.32,27175.88,482.41,43,1352,24,20.5
"050US56035","56035",0,262.6,12801.58,279.01,16,780,17,22.5
"050US01041","01041",0.01,577.1,9002.77,265.47,50,780,23,13.4
"050US02100","02100",0,306.56,44635.19,183.94,5,728,3,20.9
"050US04001","04001",0.68,174.41,2209.2,118.51,78,988,53,16.1
"050US05001","05001",0,766.8,13134.87,297.7,85,1456,33,17.2
"050US05029","05029",0,416.96,11242.38,262.53,54,1456,34,18.5
"050US05057","05057",0,793.23,20034.75,649.69,105,2652,86,17.1
"050US39115","39115",0,181.14,4323.4,117.07,16.54,394.77,10.69,21.1
"050US40113","40113",1,286.43,3504.52,121.31,85,1040,36,26.6
"050US41015","41015",0,281.62,8786.61,136.79,35,1092,17,24.1
"050US42049","42049",0,377.87,2442.66,277.22,672,4344,493,36.6
"050US42101","42101",0,748.22,3129.88,505.01,8045,33653,5430,65.3
"050US45009","45009",0,351.65,14285.71,351.65,32,1300,32,16.1
"050US45057","45057",0,221.8,6182.02,173.89,125,3484,98,22.1
"050US45087","45087",0,521.32,4819.28,173.77,90,832,30,19.2
"050US47025","47025",0,817,11219.18,432.82,168,2307,89,36.2
"050US47053","47053",0,622.03,13789.49,520.54,190,4212,159,19
"050US47135","47135",0,830.74,4319.83,311.53,40,208,15,28.4
"050US47163","47163",0,712.02,8276.37,544.97,699,8125,535,27.8
"050US48089","48089",0,539.34,12277.92,420.37,68,1548,53,11.2
"050US48135","48135",0,656.59,10566.58,477.16,666,10718,484,15.9
"050US48203","48203",0,601.7,9386.51,572.82,250,3900,238,12.3
"050US48323","48323",0,280.46,10437.46,49.49,102,3796,18,9.8
"050US48351","48351",0,6546.81,204613.3,1741.29,579,18096,154,21.5
"050US48379","48379",0,313.7,17795.52,285.18,22,1248,20,15.2
"050US48409","48409",0,520.32,12242.78,456.75,221,5200,194,15.9
"050US48465","48465",0,3717.17,53418.14,2673.05,1125,16167,809,11.3
"050US49007","49007",0.06,790.83,12588.77,274.37,98,1560,34,39.5
"050US49019","49019",0.09,566.25,29445.07,355.93,35,1820,22,26.5
"050US51005","51005",0,815.12,9713.04,416.06,74.82,891.56,38.19,26.2
"050US51029","51029",0,,,,,,,17.8
"050US51089","51089",0,554.43,5782.81,290.11,172,1794,90,27.4
"050US51141","51141",0,699.5,2457.7,198.51,74,260,21,23.8
"050US51193","51193",0,1833.73,19486.53,689.36,192.56,2046.28,72.39,26.6
"050US53011","53011",0,243.47,4369.81,143.62,751,13479,443,17.6
"050US53045","53045",0.01,299.45,1464,266.18,117,572,104,21.2
"050US54025","54025",0,346.64,5520.15,202.41,74.84,1191.8,43.7,31.7
"050US55001","55001",0,506.59,18878.76,101.32,60,2236,12,20.8
"050US08027","08027",0,177.94,,71.17,5,,2,28.8
"050US08051","08051",0,139.72,5246.84,38.79,17.36,651.92,4.82,21.3
"050US05041","05041",0,341.25,11829.94,184.84,24,832,13,17.7
"050US13261","13261",0,2437.38,8616.89,740.78,470.61,1663.75,143.03,12.9
"050US18179","18179",0,532.9,5722.89,173.77,92,988,30,18.6
"050US22111","22111",0,2597.22,4934.71,822.45,360,684,114,15.5
"050US23003","23003",0,174.98,3490.1,196.56,73,1456,82,15.6
"050US40133","40133",1,1066.67,12852.03,682.93,164,1976,105,27.5
"050US35019","35019",0,20963.17,38668.56,354.11,592,1092,10,37
"050US37105","37105",0,245.92,7807.2,0,95,3016,0,22.1
"050US37125","37125",0,221.73,8418.53,133.74,126,4784,76,17.6
"050US19035","19035",0,151.35,8657.48,105.95,10,572,7,12.5
"050US20033","20033",0,,,,,,,19.1
"050US20149","20149",0,148.66,5973.38,20.27,22,884,3,13.7
"050US21027","21027",0,1055.53,6932.96,349.98,132.1,867.66,43.8,19.8
"050US21147","21147",0,502.12,450.18,458.83,58,52,53,32.6
"050US21175","21175",0,456.14,7754.24,145.25,41.39,703.62,13.18,34.6
"050US22005","22005",0,589.86,6326.27,459.6,480,5148,374,21.7
"050US22015","22015",0,1764.94,18037.18,591.94,1461,14931,490,14.5
"050US22025","22025",0,12411.85,109261.87,10139.48,792,6972,647,19.4
"050US22037","22037",0,1140.94,7910.55,441.17,150,1040,58,17.5
"050US22091","22091",0,854.31,4759.73,640.73,56,312,42,23.3
"050US22109","22109",0.19,1008.19,4691.54,664.3,730,3397,481,34.9
"050US24029","24029",0,585.94,8389.95,339.67,69,988,40,27.5
"050US24047","24047",0,1189.1,12377.86,533.27,359,3737,161,28.6
"050US26055","26055",0,267.18,6977.3,159.97,157,4100,94,20.5
"050US27015","27015",0,162.35,0,97.41,25,0,15,11.2
"050US27167","27167",0,277.15,,151.17,11,,6,11.8
"050US28051","28051",0,1684.28,3990.37,404.45,192.48,456.02,46.22,14.7
"050US29013","29013",0,998.5,20768.85,978.53,100,2080,98,23.4
"050US29095","29095",0,211.45,3998.45,162.03,967,18286,741,18.1
"050US30053","30053",0,187.7,5112.62,143.01,21,572,16,19.9
"050US35033","35033",0,561.74,5078.79,312.5,14.83,134.08,8.25,37.7
"050US36059","36059",0,135.19,1009.37,103.66,1192,8900,914,16.5
"050US38003","38003",0,321.4,15120.91,244.87,21,988,16,10.5
"050US38055","38055",0.2,441.46,,317.85,25,,18,12.7
"050US40055","40055",1,841.22,4100.95,315.46,32,156,12,24.9
"050US40117","40117",1,552.81,6673.25,394.87,56,676,40,26.7
"050US42043","42043",0,700.28,3453.85,533.6,1252,6175,954,28.3
"050US42097","42097",0,468.91,2789.27,242.24,271,1612,140,25.2
"050US45015","45015",0.01,283.32,4584.34,272.8,404,6537,389,18.5
"050US45067","45067",0,467.75,8918.46,77.96,90,1716,15,17.4
"050US47009","47009",0,672.91,7273.94,314.1,557,6021,260,37.5
"050US47129","47129",0,397.05,4346.61,250.77,57,624,36,31.3
"050US48065","48065",0,672.95,19596.23,672.95,25,728,25,18.5
"050US48157","48157",0,203.04,2909.66,549.95,1036,14846,2806,6.6
"050US12057","12057",0,318.15,4409.72,204.98,3008,41692,1938,17.5
"050US12089","12089",0,505.35,7061.36,388.73,260,3633,200,28
"050US13025","13025",0,701.38,10726.96,594.11,85,1300,72,24
"050US39167","39167",0,190.82,4126.14,85.01,73.13,1581.3,32.58,22.5
"050US40023","40023",0.99,1073.57,16566.84,531.13,95,1466,47,22.8
"050US18007","18007",0,374.11,4863.45,149.64,20,260,8,22.3
"050US18051","18051",0,490.29,4902.89,193.29,104,1040,41,17.8
"050US18123","18123",0,287.9,5988.32,304.35,35,728,37,22.4
"050US20083","20083",0,278.81,0,0,3,0,0,14.8
"050US20203","20203",0,386.35,1254.62,0,4.81,15.62,0,17.2
"050US21079","21079",0,410.91,9017.21,211.08,46.08,1011.19,23.67,30.7
"050US21123","21123",0,1272.63,15403.18,0,116,1404,0,23.9
"050US21209","21209",0,253.22,7645.6,258.67,93,2808,95,25.5
"050US22065","22065",0,11108.14,28359.21,294.43,830,2119,22,15.3
"050US22105","22105",0,645.91,4574.6,245.4,558,3952,212,29.8
"050US23025","23025",0.01,475.88,6266.8,219.4,154,2028,71,24.6
"050US26007","26007",0,267.05,7386.36,130.68,47,1300,23,19.6
"050US28017","28017",0,3003.53,14441.14,241.77,323,1553,26,14.5
"050US48419","48419",0,355.83,5719.09,181.15,55,884,28,16.6
"050US54083","54083",0,675.24,4796.19,297.01,122.88,872.81,54.05,22.3
"050US06063","06063",0,403.89,10198.27,220.3,44,1111,24,31
"050US48129","48129",0,351.58,11099.95,401.81,7,221,8,19.2
"050US48313","48313",0,377.79,11459.75,178.4,36,1092,17,13.4
"050US53027","53027",0.15,394.28,2780.01,182.66,177,1248,82,26.4
"050US54059","54059",0,879.81,6259.75,295.23,134.4,956.24,45.1,67.8
"050US05119","05119",0,410.85,8950.44,219.01,1058,23049,564,17.8
"050US06093","06093",0,417.99,10891.05,355.48,107,2788,91,23.6
"050US02170","02170",0.53,4.26,1551.69,8.53,3,1092,6,21.6
"050US13075","13075",0,879.22,39463.21,462.75,95,4264,50,14
"050US25005","25005",0,313.79,1710.83,181.88,1168,6368,677,45.7
"050US13303","13303",0,259.38,5553.86,343.3,34,728,45,17.8
"050US17017","17017",0,,,,,,,20.4
"050US22043","22043",0,661.68,8337.19,363.93,100,1260,55,15.9
"050US22127","22127",0,846.17,6769.36,336.3,78,624,31,18.2
"050US10001","10001",0,,,,,,,23.8
"050US12075","12075",0,554.58,3686.1,454.51,133,884,109,25.2
"050US27021","27021",0.3,119.77,12455.84,89.83,20,2080,15,21.9
"050US28089","28089",0,492.58,5227.41,445.19,343,3640,310,9.5
"050US29227","29227",0,,,,,,,17.8
"050US30043","30043",0,225.7,6213.49,13.28,17,468,1,19.7
"050US30081","30081",0,190.03,0,134.61,48,0,34,17.9
"050US34027","34027",0,70.94,915.5,48.31,232,2994,158,19.2
"050US36075","36075",0,193.54,2039.14,151.8,153,1612,120,18
"050US37021","37021",0,309.39,8051.37,301.63,518,13480,505,37.9
"050US37107","37107",0,609.58,737.17,490.5,215,260,173,20.7
"050US37145","37145",0.12,549.76,4143.1,513.9,138,1040,129,17.9
"050US37193","37193",0,278.71,0,206.11,119,0,88,33.3
"050US40141","40141",0.99,1979.98,40489.43,556.17,89,1820,25,25.5
"050US41031","41031",0.22,663.4,9702.16,428.44,96,1404,62,15.2
"050US41047","41047",0.01,175.61,5460.08,164.15,383,11908,358,13.6
"050US27087","27087",1,,,,,,,18.3
"050US27173","27173",0,385.97,11814.06,167.81,23,704,10,12.2
"050US28109","28109",0,940.57,10553.95,582.8,326,3658,202,34.3
"050US29027","29027",0,269.01,9325.81,235.8,81,2808,71,20
"050US30009","30009",0,389.14,6820.9,353.9,25.29,443.29,23,19.3
"050US30033","30033",0,174.15,1695.24,21.77,1.28,12.46,0.16,18.7
"050US31033","31033",0,316.56,4331.89,133.29,19,260,8,18
"050US34031","34031",0.02,223.12,2131.14,191.77,740,7068,636,20.6
"050US35017","35017",0,465.89,9292.23,223.37,73,1456,35,33.9
"050US36009","36009",0.04,264.76,2561.37,174.45,129,1248,85,15.6
"050US36061","36061",0,230.32,1260.84,107.3,13201,72266,6150,15.7
"050US36071","36071",0,277.6,2513.33,214.35,689,6238,532,23.2
"050US37015","37015",0,360.01,6525.45,348.47,44,797.54,42.59,19.9
"050US37101","37101",0,139.46,7372.57,136.36,180,9516,176,17.4
"050US37131","37131",0,466.05,7789.61,391.15,56,936,47,20
"050US37159","37159",0,313.81,6435.22,278.45,284,5824,252,42.9
"050US37183","37183",0,160.8,4111.53,147.23,1185,30299,1085,13.7
"050US13201","13201",0,664.16,15015.88,866.3,23,520,30,13.6
"050US13265","13265",0,508.26,6796.49,435.95,4.92,65.79,4.22,17.1
"050US44009","44009",0.01,,,,,,,21.3
"050US45003","45003",0,306.54,5247.92,245.23,325,5564,260,24.8
"050US45007","45007",0,376.98,7128.34,226.35,473,8944,284,20.6
"050US45017","45017",0,424.51,9289.56,410.44,38.63,845.35,37.35,16.6
"050US45035","45035",0,205.7,3349.3,194.27,216,3517,204,16.5
"050US45041","45041",0,358.59,8823.33,253.39,317,7800,224,18.9
"050US45045","45045",0,416.47,6470.28,320.29,1377,21393,1059,21.4
"050US45051","45051",0,347.37,7784.3,327.91,714,16000,674,26.4
"050US30007","30007",0,693.37,16901.3,86.78,25.01,609.63,3.13,17
"050US30093","30093",0,336.8,7835.14,93.06,76,1768,21,20.3
"050US37051","37051",0.54,342.64,5050.97,303.27,766,11292,678,28.3
"050US37139","37139",0,451.28,7253.01,414.12,115.6,1857.93,106.08,19.9
"050US45061","45061",0,253.4,6032.33,250.91,28.53,679.18,28.25,15.6
"050US46055","46055",0,752.06,13335.77,477.58,8.22,145.76,5.22,14.1
"050US47045","47045",0,832.45,27606.71,165.64,196,6500,39,17.4
"050US47127","47127",0,570.3,2578.73,198.36,23,104,8,23.7
"050US51081","51081",0,1084.58,10002.64,456.27,90.4,833.72,38.03,23.2
"050US51105","51105",0,1510.27,9473.12,418.17,230.06,1443.04,63.7,34.5
"050US51195","51195",0,1510.29,9473.11,418.19,385.85,2420.19,106.84,51
"050US54007","54007",0,488.92,4835.46,334.32,42.82,423.49,29.28,30.9
"050US54099","54099",0,400.07,4377.31,199.7,100.53,1099.93,50.18,87.5
"050US42031","42031",0,356.25,2442.84,191.83,91,624,49,20.7
"050US01009","01009",0,367.77,0,189.37,134,0,69,25.8
"050US01047","01047",0,758.9,6752.97,624.97,187,1664,154,11.6
"050US05073","05073",0,594.95,1237.51,356.97,25,52,15,16.2
"050US06027","06027",0,474.46,8503.12,158.15,51,914,17,22.2
"050US06053","06053",0,329.86,3586.56,207.72,929,10101,585,11.9
"050US06099","06099",0,351.42,5377.53,88.35,1237,18929,311,14.7
"050US08111","08111",0,301.28,7675.21,0,1.41,35.92,0,24.3
"050US12045","12045",0,540.79,16969.7,410.26,58,1820,44,25.6
"050US12105","12105",0,597.75,6755.52,470.14,2520,28480,1982,21.3
"050US12121","12121",0,607.9,0,494.38,166,0,135,16.3
"050US16041","16041",0,86.86,0,0,7,0,0,20.8
"050US16079","16079",0,578.03,9130.32,446.66,44,695,34,22.9
"050US18021","18021",0,560.48,4387.39,476.1,93,728,79,19.5
"050US48175","48175",0,656.46,3413.57,306.35,30,156,14,14.6
"050US48503","48503",0,739.23,13454.08,628.35,80,1456,68,27.1
"050US51113","51113",0,475.02,4312.62,233.31,38.99,353.98,19.15,19.9
"050US53033","53033",0,254.31,5154.59,126.44,3916,79372,1947,15.6
"050US53057","53057",0.05,274.76,4663.13,161.24,213,3615,125,19.3
"050US06091","06091",0,176.57,882.87,235.43,3,15,4,31.4
"050US18125","18125",0,587.01,0,326.12,45,0,25,16.8
"050US26003","26003",0,329.69,3609.23,190.87,19,208,11,20.2
"050US27103","27103",0,89.07,3473.92,89.07,20,780,20,11
"050US01039","01039",0,958.57,3904.94,728.86,217,884,165,15.3
"050US01061","01061",0.21,421.73,8899.21,201.7,69,1456,33,17.7
"050US01075","01075",0,807.12,5554.9,118.69,68,468,10,17.3
"050US04011","04011",0,428.83,5145.97,164.93,26,312,10,28.7
"050US01013","01013",0,626.58,12694.28,130.2,77,1560,16,14.7
"050US01015","01015",0,669.59,18595.21,631.94,498,13830,470,22.1
"050US21235","21235",0,982.46,9807.02,657.89,224,2236,150,46.1
"050US22057","22057",0.16,286.54,1295.65,222.69,184,832,143,22
"050US24023","24023",0,325.03,7605.63,59.59,60,1404,11,26
"050US26013","26013",0.12,,,,,,,19.1
"050US26071","26071",0,715.42,10747.22,413.35,45,676,26,20.2
"050US47145","47145",0,551.58,9770.88,281.85,182,3224,93,41.2
"050US47183","47183",0,475.3,7604.77,141.68,104,1664,31,17.4
"050US48041","48041",0,423.52,5754.76,327.79,699,9498,541,7.1
"050US48079","48079",0,172.61,23935.56,57.54,3,416,1,20.1
"050US48341","48341",0,287.38,0,191.58,39,0,26,20.1
"050US49005","49005",0,318.24,3527.82,161.59,258,2860,131,15.5
"050US49023","49023",0.02,568.44,17112.94,194.47,38,1144,13,29.4
"050US51103","51103",0,523.94,3757.9,343.27,29,208,19,19.7
"050US51157","51157",0,712.72,7694.06,399.5,31.31,338,17.55,21.4
"050US53019","53019",0.5,663.72,2300.88,331.86,30,104,15,23.1
"050US53075","53075",0,86.54,2724.75,73.43,33,1039,28,15
"050US55011","55011",0,200,5200,112.5,16,416,9,13.3
"050US56033","56033",0,406.46,8065.03,176.49,76,1508,33,17.8
"050US56039","56039",0,154.17,6092.75,111,25,988,18,17.4
"050US05085","05085",0,262.34,2073.54,205.67,125,988,98,15.7
"050US06089","06089",0,305.57,10237.87,214.53,339,11358,238,24.7
"050US08005","08005",0,231.64,3832.56,125.37,1007,16661,545,14.9
"050US08033","08033",0,,,,,,,24.2
"050US01073","01073",0,349.35,16602,129.18,1509,71712,558,30.1
"050US01129","01129",0,476.24,10000.95,342.89,50,1050,36,18.5
"050US02290","02290",0,,,,,,,21.4
"050US42131","42131",0,402.41,1494.68,275.94,70,260,48,29.7
"050US45021","45021",0,496.67,0,422.99,182,0,155,17.3
"050US27137","27137",0.02,81.22,475.85,2.3,106,621,3,17.8
"050US28021","28021",0,165.56,10331.13,149.01,10,624,9,13.6
"050US28053","28053",0,1684.25,3990.27,404.52,86.52,204.98,20.78,13
"050US28137","28137",0,422.35,5004.01,208.5,79,936,39,16.5
"050US30003","30003",0.7,466.88,25589.91,75.71,37,2028,6,21.9
"050US30035","30035",0.71,173.87,1695.49,21.73,14.72,143.54,1.84,21.3
"050US30061","30061",0,292.28,10855.95,292.28,7,260,7,22.1
"050US30089","30089",0.26,15.3,11141.72,137.74,1,728,9,20.4
"050US31009","31009",0,,,,,,,13.3
"050US32033","32033",0.01,346.4,8187.69,94.47,22,520,6,30.3
"050US34009","34009",0,397.67,4331.16,266.31,221,2407,148,41.7
"050US36017","36017",0,390.44,1892.66,188.6,118,572,57,13.7
"050US37019","37019",0,409.28,12332.46,395.72,302,9100,292,35.1
"050US37047","37047",0.04,427.39,10302.57,356.63,151,3640,126,23.4
"050US37079","37079",0,525.87,4434.34,0,74,624,0,14.9
"050US37147","37147",0,382.71,7935.28,390.79,474,9828,484,23.5
"050US37173","37173",0.07,1178.32,14005.16,1066.1,105,1248,95,33.4
"050US45065","45065",0,351.27,3845.44,184.88,19,208,10,19.1
"050US46003","46003",0,,,,,,,11.8
"050US47055","47055",0,833.47,0,335.55,154,0,62,25
"050US47085","47085",0,449.55,11688.42,328.52,52,1352,38,29.9
"050US05145","05145",0,616.21,11499.89,274.74,314,5860,140,16.7
"050US13107","13107",0,691.89,5506.92,691.89,98,780,98,16
"050US16007","16007",0,86.91,0,0,3,0,0,23.7
"050US47119","47119",0,637.35,8384.49,246.55,380,4999,147,20.7
"050US47147","47147",0,1131.26,10967.32,375.64,521,5051,173,22.6
"050US48015","48015",0,273.22,11366.12,256.83,50,2080,47,12.5
"050US48277","48277",0.01,501.24,8745.26,270.4,152,2652,82,15.6
"050US48391","48391",0,892.44,17097.23,892.44,38,728,38,16.3
"050US48469","48469",0,682.37,10550.89,496.27,396,6123,288,13.5
"050US49057","49057",0,583.92,6829.43,208.75,951.73,11131.36,340.25,27.6
"050US51003","51003",0,529.5,7332.5,316.98,373.91,5177.92,223.84,10.4
"050US51031","51031",0,611.85,6027.25,372.42,217.83,2145.82,132.59,13.8
"050US51059","51059",0,133.03,2346.79,61.86,1028,18135,478,10
"050US51121","51121",0,122.45,4881.5,59.86,90,3588,44,16.7
"050US51155","51155",0,773.65,8515.85,274.26,166.97,1837.89,59.19,33.9
"050US53067","53067",0.01,261.75,4212.66,128.96,479,7709,236,15
"050US54031","54031",0,575.03,4681.83,263.19,49.05,399.36,22.45,22.1
"050US54057","54057",0,574.97,4681.8,263.13,97.52,794.08,44.63,26.7
"050US54085","54085",0,,,,,,,27.6
"050US55007","55007",0.01,349.69,4692.61,282.01,31,416,25,18.8
"050US55057","55057",0,369.95,10549.56,250.61,62,1768,42,15.2
"050US55121","55121",0,166.09,4030.34,38.75,30,728,7,14.4
"050US41003","41003",0,52.19,3295.72,35.31,34,2147,23,10.7
"050US42023","42023",0,,,,,,,18.1
"050US42055","42055",0,462.6,2316.77,229.87,445.04,2228.85,221.15,18.1
"050US44007","44007",0,,,,,,,32.9
"050US21203","21203",0,775.69,11044.42,129.28,84,1196,14,35.7
"050US05017","05017",0,137.83,2388.97,0,9,156,0,17.5
"050US13215","13215",0,1210.37,8564.16,679.56,1546,10939,868,12.7
"050US13301","13301",0,567.64,10268.1,507.24,18.42,333.2,16.46,17.3
"050US16013","16013",0,327.19,11835.83,149.37,46,1664,21,18.2
"050US16031","16031",0,545.06,10220.64,327.04,77.05,1444.79,46.23,17.8
"050US17125","17125",0,562.81,11830.92,407.14,47,988,34,18.5
"050US24015","24015",0,378.48,4135.31,234.16,257,2808,159,57.4
"050US24039","24039",0,485.11,1449.76,172.86,87,260,31,23.2
"050US17007","17007",0,286.08,10969.2,208.06,99,3796,72,18.5
"050US18053","18053",0,628.77,8939.34,0,267,3796,0,34.1
"050US20065","20065",0,633.8,0,140.85,9,0,2,14.7
"050US21011","21011",0,715.93,22539.59,441.16,55.42,1744.79,34.15,39.1
"050US21067","21067",0,601.69,6571.66,396.51,1346,14701,887,37.9
"050US21101","21101",0,2430.76,16505.19,1266.73,710,4821,370,20.2
"050US21133","21133",0,462.53,11100.83,355.8,65,1560,50,45.2
"050US22077","22077",0,1089.32,8685.55,348.58,150,1196,48,19.8
"050US22103","22103",0,665.07,5355.5,348.46,1086,8745,569,33.5
"050US08069","08069",0,235.23,5148.25,154.98,554,12125,365,16.5
"050US12029","12029",0,812.85,12222.11,626.78,83,1248,64,27.8
"050US27067","27067",0,313.32,6358.18,110.81,82,1664,29,11.6
"050US27119","27119",0,702.1,10654.13,211,138.32,2098.97,41.57,13.3
"050US20067","20067",0,586.83,11301.89,130.41,27,520,6,16.7
"050US21089","21089",0,548.4,7129.15,402.16,120,1560,88,41.7
"050US26089","26089",0,195.22,19879.62,73.21,24,2444,9,17.1
"050US26141","26141",0,386.1,10038.61,96.53,28,728,7,18.6
"050US32031","32031",0.11,362.06,6806,219.56,1090,20490,661,28.2
"050US38097","38097",0,60.78,1053.48,40.52,3,52,2,11.6
"050US47105","47105",0,433.82,9954.63,321.22,131,3006,97,36.6
"050US13309","13309",0,262.79,4555.01,280.31,15,260,16,18.2
"050US17003","17003",0,1088.63,4445.58,1099.95,40.41,165.02,40.83,22.6
"050US17189","17189",0,251.77,5355.92,228.89,22,468,20,20.3
"050US19003","19003",0,783.41,9585.25,184.33,17,208,4,15.7
"050US19163","19163",0,274.78,6047.97,200.91,305,6713,223,16.5
"050US20195","20195",0,377.78,4913.45,252.05,6.46,84.02,4.31,15.2
"050US21187","21187",0,,,,,,,36.3
"050US22063","22063",0,592.36,6683.33,421.7,538,6070,383,38.9
"050US22101","22101",0.02,916.69,7512.58,716.07,297,2434,232,23
"050US08117","08117",0,162.57,8682.28,105.45,37,1976,24,15.6
"050US12007","12007",0,774.71,10879.89,672.92,137,1924,119,24.2
"050US13031","13031",0,894.65,9605.62,498.45,490,5261,273,11
"050US39123","39123",0,361.74,3593.06,130.07,89,884,32,21.3
"050US40101","40101",1,720.73,12413.06,339.71,314,5408,148,26.5
"050US27069","27069",0,79.81,1955.31,39.9,2,49,1,15.5
"050US27107","27107",0,702.05,10654.03,211.02,27.78,421.58,8.35,12.5
