"HEROP_ID","FIPS","PrcNtvRsrv","TtlJlPpr","TtlJlAdmr","TtlJlPrtr","TtlJlPp","TtlJlAdm","TtlJlPrt","OdMortRt"
"050US40093","40093",0,267.92,3482.92,290.24,12,156,13,21.6
"050US40103","40103",0.33,447.91,4508.02,0,31,312,0,20.5
"050US40053","40053",0,973.52,4049.84,194.7,25,104,5,20
"050US31081","31081",0,88.89,1848.89,71.11,5,104,4,10.9
"050US31109","31109",0,275.33,5273.36,189.55,581,11128,400,8.7
"050US31119","31119",0,424.53,7280.28,239.36,94,1612,53,10.4
"050US01057","01057",0,660.62,6408.99,650.76,67,650,66,21.9
"050US01111","01111",0,481.14,13613.53,106.13,68,1924,15,19.5
"050US05021","05021",0,796.64,12657.67,365.13,72,1144,33,22.3
"050US05023","05023",0,550.02,0,433.14,80,0,63,17.6
"050US05037","05037",0,554.81,994.83,353.93,58,104,37,19.3
"050US27071","27071",0.06,157.05,5444.31,91.61,12,416,7,19.8
"050US19197","19197",0,67.82,7459.65,0,5,550,0,11.9
"050US20013","20013",0.28,422.76,14655.63,193.76,24,832,11,17.2
"050US40107","40107",1,440.7,2696.05,324.04,34,208,25,29.3
"050US31053","31053",0,178.76,6971.76,134.07,40,1560,30,11.5
"050US31123","31123",0,172.35,1792.49,34.47,5,52,1,16.7
"050US21041","21041",0,860.62,11019.02,445.91,57.92,741.58,30.01,34.2
"050US39135","39135",0,251.78,10272.7,147.2,65,2652,38,47.6
"050US39119","39119",0,453.2,9586.3,222.05,249,5267,122,21.1
"050US05051","05051",0,339.24,15788.31,176.41,200,9308,104,31.3
"050US31095","31095",0,310.56,3726.71,334.45,13,156,14,12.2
"050US29173","29173",0,,,,,,,20.3
"050US40021","40021",1,385.77,11538.7,382.64,123,3679,122,25.7
"050US36079","36079",0,174.11,1482.97,117.08,116,988,78,23.5
"050US36097","36097",0,218.3,0,122.25,25,0,14,14.5
"050US29011","29011",0,208.33,6500,166.67,15,468,12,23
"050US39127","39127",0,181.18,4323.34,117.11,42.02,1002.67,27.16,19.7
"050US20045","20045",0,160.48,1183.65,84.22,141,1040,74,13.4
"050US20051","20051",0,317.33,4598.66,161.27,61,884,31,15.4
"050US20055","20055",0,416.9,10618.11,404.13,98,2496,95,13.2
"050US29177","29177",0,413.99,0,689.99,60,0,100,20.7
"050US28153","28153",0,593.7,6093.27,210.92,76,780,27,17.3
"050US28159","28159",0,1780.95,7062.31,197.24,200.09,793.45,22.16,14.2
"050US28161","28161",0,299.67,2032.57,221.5,23,156,17,14.9
"050US20173","20173",0,370.16,6866.19,319.58,1222,22667,1055,18.1
"050US20177","20177",0,477.31,9265.94,214.92,533,10347,240,17.2
"050US20185","20185",0,,,,,,,16
"050US29017","29017",0,288.26,1362.68,248.95,22,104,19,26.4
"050US29047","29047",0,224.3,3703.73,156.2,359,5928,250,13.7
"050US20059","20059",0,305.23,11427.87,213.66,50,1872,35,17.9
"050US39163","39163",0,181.13,4323.34,117.15,15.4,367.57,9.96,29.9
"050US29105","29105",0,580.39,5228.04,425.01,127,1144,93,17.1
"050US29109","29109",0,182.95,11283.19,153.17,43,2652,36,20.2
"050US31137","31137",0,589.1,43078.06,368.19,32,2340,20,13.8
"050US33003","33003",0,194.43,1624.89,86.8,56,468,25,26.5
"050US39009","39009",0,181.17,4323.37,117.13,91.32,2179.28,59.04,19.8
"050US19181","19181",0,68.4,5496.83,52.85,22,1768,17,12.1
"050US19185","19185",0,539.23,7009.98,161.77,20,260,6,16.9
"050US19187","19187",0,208.56,10402.66,161.74,49,2444,38,13.5
"050US21207","21207",0,973.46,11938.65,312.24,106,1300,34,35.1
"050US38065","38065",0,,,,,,,12.2
"050US06111","06111",0,289.78,5040.47,250.88,1624,28248,1406,17.5
"050US08009","08009",0,295.71,7688.52,147.86,6,156,3,24
"050US08011","08011",0,752.98,6315.28,534.37,31,260,22,25.1
"050US08017","08017",0,279.85,67910.45,0,3,728,0,18.9
"050US29125","29125",0,72.98,5692.39,72.98,4,312,4,25.2
"050US31133","31133",0,82.28,7516.17,185.65,1.17,106.88,2.64,13.7
"050US20175","20175",0,524.86,11064.61,461.03,74,1560,65,18
"050US22023","22023",0,657.46,0,569.8,30,0,26,24.2
"050US22041","22041",0,6325.01,23305.22,624.39,780,2874,77,15.1
"050US22051","22051",0,342.29,1988.72,328.51,969,5630,930,39.5
"050US22075","22075",0,,,,,,,24
"050US39171","39171",0,609.83,7668.39,170.3,140.59,1767.87,39.26,15.7
"050US20017","20017",0,7042.25,39948.78,5057.62,110,624,79,16.6
"050US20183","20183",0,195.6,5085.57,97.8,4,104,2,14.3
"050US20189","20189",0,176.94,0,206.43,6,0,7,18.1
"050US20037","20037",0,299.52,9784.19,138.24,78,2548,36,16.2
"050US20027","20027",0,151.16,8982.94,151.16,7,416,7,13.8
"050US20031","20031",0,257.43,3089.11,79.21,13,156,4,18.5
"050US29223","29223",0,752.63,1956.85,112.9,60,156,9,28.2
"050US29510","29510",0,649.91,7800.32,630.51,1407,16887,1365,63.7
"050US21021","21021",0,1485.61,15289.38,536.47,288,2964,104,28.4
"050US36107","36107",0,267.3,1776.58,189.07,82,545,58,17.5
"050US20159","20159",0,501.25,5213.03,284.04,30,312,17,15.8
"050US20169","20169",0,661.83,15849.06,354.14,228,5460,122,19.1
"050US21137","21137",0,410.89,9017.24,211.13,62.92,1380.81,32.33,30.8
"050US39147","39147",0,433.12,8043.65,255.93,154,2860,91,23
"050US39153","39153",0,184.87,3205.82,81.69,654,11341,289,42.9
"050US40037","40037",1,640.2,5646.63,425.32,289,2549,192,25.8
"050US34037","34037",0,161.75,928.5,126.04,154,884,120,21.7
"050US32023","32023",0,660.49,10330.25,499.4,164,2565,124,35.4
"050US32510","32510",0.04,517.53,14060.59,331.45,178,4836,114,32.5
"050US40039","40039",1,792.02,20043.3,279.85,150,3796,53,19.2
"050US40043","40043",1,1481.48,5502.65,493.83,42,156,14,20.7
"050US39131","39131",0,246.23,6869.62,148.62,43.87,1223.96,26.48,44.7
"050US29077","29077",0,416.7,7500.59,395.86,800,14400,760,27.7
"050US28115","28115",0,335.82,3388.3,215.53,67,676,43,18.2
"050US28129","28129",0,382.06,6796.7,0,38,676,0,14.9
"050US31177","31177",0,90.64,5774.66,66.45,11.58,737.77,8.49,14.1
"050US20125","20125",0,749.66,5038.5,474.27,147,988,93,20.5
"050US20209","20209",0,316.76,9804.38,298.85,336,10400,317,12.6
"050US21001","21001",0,818.3,12226.98,397.13,102.82,1536.32,49.9,27.9
"050US21077","21077",0,,,,,,,48
"050US23021","23021",0,325.77,8726.55,187.56,33,884,19,22.7
"050US24009","24009",0,309.43,5040.93,147.35,189,3079,90,30.9
"050US06103","06103",0,489.45,7187.2,288.52,190,2790,112,19.1
"050US40009","40009",1,789.84,23102.96,902.68,112,3276,128,24
"050US40019","40019",1,635.38,14282.88,493.08,192,4316,149,32.4
"050US31041","31041",0,158.03,0,126.42,10,0,8,13.1
"050US38089","38089",0,322.77,8889.15,170.46,62.75,1728.14,33.14,13.3
"050US26131","26131",0,93.17,4844.72,62.11,3,156,2,19.9
"050US38061","38061",0.22,44.25,766.96,59,3,52,4,15.5
"050US29001","29001",0,247.99,2051.51,259.26,44,364,46,18.3
"050US51790","51790",0,5386.46,33993.12,1557.53,830,5238,240,19.4
"050US40069","40069",1,604.72,6135.69,442.48,41,416,30,31.8
"050US46097","46097",0,,,,,,,11.8
"050US21171","21171",0,300.93,9389.11,315.98,20,624,21,29.6
"050US26075","26075",0,365.18,5908.98,0,376,6084,0,11.6
"050US26079","26079",0,470.55,15998.55,208.13,52,1768,23,22.7
"050US26095","26095",0,,,,,,,18.5
"050US26133","26133",0,485.92,8788.73,154.93,69,1248,22,22.2
"050US26143","26143",0,571.13,11708.12,165.33,76,1558,22,28.3
"050US39007","39007",0,227.97,504.44,182.7,141,312,113,35.8
"050US36121","36121",0,225.88,0,111.09,61,0,30,16.5
"050US37121","37121",0,399,7608.42,305.93,36.01,686.66,27.61,29.4
"050US37141","37141",0,164.44,7749.03,100.2,64,3016,39,23.1
"050US39073","39073",0,181.19,4323.35,117.12,32.72,780.71,21.15,26.2
"050US39077","39077",0,280.92,6180.28,172.87,104,2288,64,33.4
"050US46099","46099",0,271.46,12117.8,240.32,338.15,15095.02,299.37,10.6
"050US54015","54015",0,488.93,4835.4,334.27,26.05,257.63,17.81,40.8
"050US26119","26119",0,211.38,3996.93,96.08,11,208,5,20.1
"050US21103","21103",0,860.63,11018.97,445.94,87.56,1121.07,45.37,25.9
"050US36033","36033",0.01,355.33,2443.25,234.93,121,832,80,12.5
"050US36051","36051",0,298.26,2404.57,189.59,129,1040,82,14
"050US31055","31055",0,341.67,5057.48,305.28,1258,18621,1124,11.4
"050US40047","40047",0,698.29,14118.08,454.15,266,5378,173,17.2
"050US13047","13047",0,577.15,8449.94,471.14,245,3587,200,28.6
"050US20131","20131",0,203.67,1765.11,220.64,12,104,13,14.2
"050US20141","20141",0,242.95,17687.07,97.18,5,364,2,16.2
"050US31047","31047",0,570.81,18010.41,397.67,82.22,2594.22,57.28,13
"050US47039","47039",0,784.15,18762.48,327.92,55,1316,23,26.4
"050US55025","55025",0,197.63,3365.55,142.19,738,12568,531,20
"050US39129","39129",0,322.96,6583.3,139.52,125,2548,54,25.8
"050US39019","39019",0,123.11,3962.95,5.86,21,676,1,22.7
"050US35003","35003",0,279.17,8710.22,223.34,5,156,4,28.9
"050US35021","35021",0,,,,,,,29.2
"050US35037","35037",0,946.57,15460.66,757.26,45,735,36,27.6
"050US20193","20193",0,463.34,9951.65,463.34,23,494,23,15.9
"050US21013","21013",0,425.8,10615.96,221.65,73,1820,38,52.4
"050US39097","39097",0,187.74,4827.72,64.36,56.24,1446.24,19.28,30.3
"050US28067","28067",0,459.49,8303.64,489.97,196,3542,209,15.8
"050US21173","21173",0,715.99,22539.56,441.21,129.58,4079.21,79.85,43.1
"050US29119","29119",0,234.56,9327.35,241.46,34,1352,35,18.9
"050US31161","31161",0,505.39,14016.17,202.16,15,416,6,15.9
"050US55039","55039",0,395.37,4866.11,235.7,260,3200,155,12.9
"050US55059","55059",0,672.42,7073.1,304.13,765,8047,346,28.6
"050US39151","39151",0,183.76,4833.02,142.6,433,11388,336,25.6
"050US40031","40031",1,632.5,6230.27,411.55,521,5132,339,17
"050US28071","28071",0,350.16,6333.26,329.86,138,2496,130,12.1
"050US28085","28085",0,376.92,7170.77,312.57,82,1560,68,14.7
"050US39083","39083",0,148.72,4400.11,123.08,58,1716,48,20.5
"050US39091","39091",0,254.46,9244.28,146.4,73,2652,42,25.9
"050US29061","29061",0,965.84,13506.1,899.96,47.5,664.23,44.26,19.9
"050US29067","29067",0,311.53,10799.58,337.49,24,832,26,21.7
"050US40121","40121",1,443.71,15694.9,491.38,121,4280,134,28.3
"050US40127","40127",1,519.48,6890.76,718.11,34,451,47,29.9
"050US46125","46125",0,91.81,3069.77,19.62,4.54,151.8,0.97,11.5
"050US21199","21199",0,680.46,10768.97,308.18,276,4368,125,27
"050US26149","26149",0,410.35,7020.89,42.36,155,2652,16,15.4
"050US39157","39157",0,178.26,4180.36,160.78,102,2392,92,18.7
"050US26153","26153",0,311.85,1081.08,187.11,15,52,9,19.5
"050US26155","26155",0,280.76,5848.79,130.27,125,2604,58,24.2
"050US27081","27081",0,126.74,0,0,4,0,0,12.6
"050US39117","39117",0,382.1,6238.06,253.25,86,1404,57,24.1
"050US27033","27033",0,186.92,1619.94,140.19,12,104,9,12.6
"050US27043","27043",0,367.38,5731.08,183.69,30,468,15,12
"050US39143","39143",0,194.84,5968.08,58.72,73,2236,22,25.9
"050US46107","46107",0.01,,,,,,,12.8
"050US48365","48365",0,353.58,8118.41,270.38,51,1171,39,15.8
"050US53013","53013",0,304.75,15846.76,217.68,7,364,5,17.1
"050US39165","39165",0,203.75,3043.62,105.87,306,4571,159,34.2
"050US39133","39133",0,194.56,4399.05,114.24,218,4929,128,22.4
"050US39013","39013",0,238.65,5846.85,87.2,104,2548,38,25.3
"050US31065","31065",0,36.01,3745.05,72.02,1,104,2,15.7
"050US31071","31071",0,94.74,3533.33,54.39,1.08,40.28,0.62,13.3
"050US31089","31089",0,153.58,4436.86,136.52,9,260,8,11.7
"050US39107","39107",0,219.32,1036.81,59.82,55,260,15,17.7
"050US39121","39121",0,239.66,2492.51,215.7,20,208,18,21.5
"050US21227","21227",0,738.32,8519.05,255.57,650,7500,225,15.3
"050US53029","53029",0.01,101.48,3114.08,61.55,51.37,1576.44,31.16,18.2
"050US53035","53035",0.03,225.16,4829.67,120.31,393,8430,210,15
"050US53041","53041",0,421,10999.81,277.9,203,5304,134,19.7
"050US51830","51830",0,454.5,4182.46,187.22,50.64,466.01,20.86,16.2
"050US55015","55015",0,121.8,3325.11,54.81,40,1092,18,11.8
"050US55021","55021",0,399.91,7955.34,276.45,149,2964,103,20.9
"050US39017","39017",0,394.75,7669.72,207.89,995,19332,524,65.2
"050US35047","35047",0,561.59,5078.88,312.55,100.17,905.92,55.75,39.4
"050US35057","35057",0.01,7141.4,94091.28,5704.97,701,9236,560,37.1
"050US33013","33013",0,166.94,1351.49,108.96,167,1352,109,24.8
"050US39155","39155",0,274.13,4398.85,91.38,342,5488,114,59.5
"050US28133","28133",0,218.54,4370.73,224.14,39,780,40,12.3
"050US22003","22003",0,4920.33,26405.18,175.1,843,4524,30,19.9
"050US22021","22021",0,714.85,17347.1,651.31,45,1092,41,19.1
"050US18059","18059",0,542.34,4700.28,203.38,264,2288,99,21.7
"050US20021","20021",0,575.36,10803.9,271.7,72,1352,34,18.7
"050US27141","27141",0,910.41,9075.73,619.01,578,5762,393,11.2
"050US27147","27147",0,285.7,6895.99,196.94,64.99,1568.7,44.8,11.4
"050US27151","27151",0,89.67,12123.39,53.8,5,676,3,11.5
"050US35061","35061",0.21,373.5,8714.96,242.77,180,4200,117,37.8
"050US21213","21213",0,2018.01,13060.8,173.22,233,1508,20,20.4
"050US13235","13235",0,408.51,0,225.38,29,0,16,17.1
"050US13249","13249",0,90.5,1568.63,30.17,3,52,1,14.2
"050US20147","20147",0,126.9,6598.98,126.9,4,208,4,13.8
"050US20151","20151",0,436.3,17242.58,261.78,25,988,15,17.9
"050US20153","20153",0,434.47,0,289.65,6,0,4,15.9
"050US17019","17019",0,123.67,3399.84,116.39,187,5141,176,16.4
"050US47131","47131",0,735.96,12114.15,534.76,139,2288,101,16.2
"050US13065","13065",0,214.18,12375.06,142.79,9,520,6,19
"050US13161","13161",0,851.97,17167.2,330.14,80,1612,31,20.8
"050US21111","21111",0,437.84,6235.44,46.63,2216,31559,236,44.8
"050US19171","19171",0.01,144.51,5009.63,144.51,15,520,15,12.9
"050US12099","12099",0,230.64,3609.86,184.76,2056,32179,1647,41.1
"050US12067","12067",0,342.23,1779.6,222.45,20,104,13,22.6
"050US22121","22121",0,1311.3,12315.87,958.93,227,2132,166,18.5
"050US01053","01053",0,880.24,6601.78,355.48,208,1560,84,27.3
"050US01067","01067",0,450.19,6973.18,201.15,47,728,21,15.3
"050US21129","21129",0,1492.5,1492.5,1004.92,63.64,63.64,42.85,47.5
"050US19077","19077",0,141.78,1638.31,47.26,9,104,3,12.9
"050US19081","19081",0,92.54,0,30.85,6,0,2,11.6
"050US19089","19089",0,55.56,5777.78,55.56,3,312,3,11.7
"050US13011","13011",0,330.88,7312.43,256.43,40,884,31,23.1
"050US27131","27131",0,113,3525.5,67.8,50,1560,30,10.3
"050US27135","27135",0.01,247.19,5355.86,41.2,24,520,4,17.1
"050US42079","42079",0,366.33,2168.08,136.64,748,4427,279,40.8
"050US45011","45011",0,508.94,8951.43,314.35,68,1196,42,16.9
"050US47181","47181",0,1242.68,12949.12,1026.56,138,1438,114,26.6
"050US48009","48009",0,345.1,6902.07,238.99,18.96,379.2,13.13,24
"050US50003","50003",0,,,,,,,15
"050US19167","19167",0,157.77,0,78.89,34,0,17,13.2
"050US13207","13207",0,1076.36,14358.97,84.53,191,2548,15,16.3
"050US18173","18173",0,164.25,4599.1,126.35,65,1820,50,14.4
"050US17179","17179",0,220.65,6139.97,150.28,185,5148,126,22
"050US13057","13057",0,397.08,4965.38,403.78,652,8153,663,16.8
"050US17057","17057",0,340.11,6050.3,250.6,76,1352,56,18.2
"050US13085","13085",0,796.79,8997.86,297.99,123,1389,46,22
"050US08115","08115",0,147.49,7669.62,0,2,104,0,17.9
"050US13225","13225",0,400.91,64279.75,373.07,72,11544,67,16
"050US05089","05089",0,32.15,10030,107.16,3,936,10,22.5
"050US19173","19173",0,110.96,2884.88,0,4,104,0,16.1
"050US48417","48417",0,789.34,12826.84,542.67,16,260,11,18.4
"050US48421","48421",0,107.18,2786.71,0,2,52,0,21.6
"050US48431","48431",0,312.42,20568.38,159.35,2.49,163.93,1.27,15.5
"050US48435","48435",0,293.13,10887.77,83.75,7,260,2,13.9
"050US42047","42047",0,353.52,2743.77,253.27,67,520,48,22.8
"050US13253","13253",0,1030.3,25212.12,787.88,51,1248,39,15.2
"050US13277","13277",0,803.21,18160.26,267.74,210,4748,70,12.6
"050US48369","48369",0,524.5,17898.71,0,32,1092,0,20.3
"050US48381","48381",0,414.11,12423.35,203.64,364,10920,179,15.5
"050US17041","17041",0,115.44,13721.45,74.21,14,1664,9,18
"050US05113","05113",0,356.63,15012.31,220.77,42,1768,26,21.2
"050US26125","26125",0,178.52,2181.01,44.48,1489,18191,371,14.5
"050US21169","21169",0,538.63,9080.17,74.05,33.46,564.06,4.6,28.6
"050US48487","48487",0.01,369.59,0,0,30,0,0,27.6
"050US48493","48493",0,366.45,977.2,0,117,312,0,11
"050US42075","42075",0,611.33,3450.75,318.96,529,2986,276,14.6
"050US24510","24510",0,445.26,3496.1,486.45,1870,14683,2043,87.7
"050US25019","25019",0,274.43,1957.2,129.58,20.84,148.63,9.84,22.5
"050US36095","36095",0,258.04,2580.39,133.98,52,520,27,14
"050US19095","19095",0,220.49,5211.47,210.46,22,520,21,12.7
"050US19099","19099",0,125.42,7196.61,86.5,29,1664,20,14.2
"050US13015","13015",0,854.93,8028.33,713.88,594,5578,496,22.8
"050US47075","47075",0,1091.62,0,483.18,122,0,54,20.6
"050US17051","17051",0,275.48,7959.98,275.48,38,1098,38,22.3
"050US05055","05055",0,564.26,5977.01,442.35,162,1716,127,18.1
"050US08014","08014",0,132.59,,95.64,61,,44,
"050US05065","05065",0,552.96,10862.62,344.06,45,884,28,26.1
"050US05071","05071",0,329.18,0,179.55,55,0,30,21.7
"050US19101","19101",0,109.01,0,134.16,13,0,16,14.6
"050US19105","19105",0,101.12,4449.28,54.45,13,572,7,14
"050US19109","19109",0,125.46,3558.39,114.05,11,312,10,11.7
"050US12019","12019",0,314.25,3730.81,213.8,438,5200,298,26.1
"050US12049","12049",0,575.8,16977.32,540.19,97,2860,91,18.5
"050US19057","19057",0,225.5,9337.29,150.33,54,2236,36,13.7
"050US20061","20061",0,521.34,8229.76,465.48,112,1768,100,13.5
"050US42123","42123",0,423.24,1048.05,164.6,103.93,257.36,40.42,17.1
"050US13095","13095",0,1177.47,14018.37,911.37,677,8060,524,10.3
"050US27083","27083",0,207.73,3682.71,127.48,34.09,604.37,20.92,14.2
"050US19161","19161",0,34.61,4956.3,8.74,1.98,283.55,0.5,14.3
"050US13049","13049",0,,,,,,,26.4
"050US42119","42119",0,198.19,1030.59,39.64,60,312,12,13.1
"050US13177","13177",0,378.5,6383.31,337.58,74,1248,66,13.4
"050US36099","36099",0.11,377.21,3035.61,269.43,84,676,60,13.1
"050US33001","33001",0,285.34,2697.73,184.17,110,1040,71,32.7
"050US08099","08099",0,560.96,10780.48,195.09,41.55,798.51,14.45,21.8
"050US45037","45037",0,285.11,4651.16,139.76,51,832,25,18.2
"050US29055","29055",0,326.76,11763.72,356.12,48.75,1755.03,53.13,27.9
"050US26001","26001",0,450.29,3746.4,90.06,25,208,5,21.7
"050US13167","13167",0,493.98,8027.17,231.55,32,520,15,16.4
"050US27093","27093",0,281.12,5744.97,252.29,39,797,35,11.7
"050US27099","27099",0,247.99,6447.61,219.05,60,1560,53,13.1
"050US21145","21145",0,1034.66,11215.05,265.69,420.03,4552.86,107.86,21.3
"050US26039","26039",0,453.35,7444.52,322.12,38,624,27,27.6
"050US26045","26045",0,337.39,8845.28,132.14,240,6292,94,17.2
"050US08041","08041",0,410.29,4775.6,213.41,1936,22534,1007,25.9
"050US19137","19137",0,65.69,8539.99,164.23,4,520,10,15.8
"050US13043","13043",0,379.48,13418.34,0,25,884,0,15.5
"050US18069","18069",0,400.96,3292.11,211.03,95,780,50,17.8
"050US18073","18073",0,328.44,5611.6,248.67,70,1196,53,21.2
"050US37087","37087",0,308.63,4786.53,97.46,114,1768,36,29.9
"050US37155","37155",0.99,449.65,7428.57,330.21,384,6344,282,18.4
"050US38105","38105",0.01,506.59,2009.09,515.13,111.48,442.12,113.36,18.1
"050US48139","48139",0,425.74,4743.06,371.09,483,5381,421,11.6
"050US48403","48403",0,248.01,5527.02,265.72,14,312,15,19.5
"050US48481","48481",0,501.6,9831.38,466.88,130,2548,121,11.1
"050US41001","41001",0,387.31,8951.05,355.03,36,832,33,18.7
"050US41045","41045",0,455,17607.53,312.15,86,3328,59,15.9
"050US42063","42063",0,340.25,1018.95,94.41,191,572,53,37.9
"050US45053","45053",0,410.91,8262.11,126.01,75,1508,23,15.7
"050US18029","18029",0,747.71,5059.51,523.4,240,1624,168,32.3
"050US18131","18131",0,828.45,15243.44,560.8,65,1196,44,25.1
"050US18139","18139",0,396.98,0,349.72,42,0,37,31.6
"050US08047","08047",0,1045.05,16906.64,278.68,45,728,12,22.6
"050US08089","08089",0,422.74,5612.52,341.79,47,624,38,24.1
"050US19047","19047",0,85.22,3939.02,56.81,9,416,6,14.4
"050US40061","40061",1,807.4,7448.89,364.63,62,572,28,28.9
"050US29137","29137",0,372.55,5666.67,352.94,19,289,18,20.9
"050US31169","31169",0,142.35,0,71.17,4,0,2,12
"050US47161","47161",0,248.37,4305.14,165.58,21,364,14,24.9
"050US17023","17023",0,204.27,6373.2,142.99,20,624,14,21.1
"050US19043","19043",0,133.26,4454.6,38.07,14,468,4,13.1
"050US19053","19053",0,60.85,1054.77,60.85,3,52,3,16.5
"050US20171","20171",0,385.86,1254.48,0,11.19,36.38,0,15.5
"050US19133","19133",0.01,276.84,10282.78,79.1,14,520,4,13.7
"050US26019","26019",0,372.99,10443.76,124.33,39,1092,13,20
"050US26035","26035",0,964.61,20289.38,438.95,178,3744,81,24.4
"050US20071","20071",0,279.72,,0,2,,0,19.3
"050US20123","20123",0,791.86,,537.33,28,,19,13.9
"050US42065","42065",0,526.24,3058.07,331.2,143,831,90,22.6
"050US44003","44003",0,,,,,,,27.7
"050US17061","17061",0,95.68,5597.42,0,8,468,0,22.2
"050US18105","18105",0,228.97,4476.76,185.92,250,4888,203,20.2
"050US18117","18117",0,272.23,6005.61,321.73,33,728,39,19.2
"050US18137","18137",0,407,9277.43,317.8,73,1664,57,30.4
"050US05083","05083",0,197.56,1521.91,160.97,27,208,22,21.9
"050US40081","40081",1,437.06,1196.17,386.46,95,260,84,22.8
"050US19071","19071",0,97.49,6336.83,194.98,4,260,8,15.1
"050US19023","19023",0,139.26,7241.5,46.42,12,624,4,10.8
"050US19029","19029",0,207.5,0,129.68,16,0,10,13.9
"050US08103","08103",0,266.6,8288.9,339.31,11,342,14,22.4
"050US08109","08109",0,397.12,9034.5,198.56,16,364,8,27.9
"050US05031","05031",0,361.04,14915.23,446.66,253,10452,313,16.1
"050US26009","26009",0,314.88,9138.84,146.46,43,1248,20,19
"050US27117","27117",0,152.21,5936.07,0,8,312,0,12.2
"050US27121","27121",0,266.85,6307.9,110.96,17.1,404.21,7.11,11.6
"050US27041","27041",0,266.87,6307.82,110.89,59.9,1415.79,24.89,11.1
"050US19115","19115",0,238.83,8935.09,168.59,17,636,12,14
"050US19125","19125",0,201.36,6712.05,28.77,42,1400,6,13.9
"050US13187","13187",0,654.5,0,445.24,147,0,100,25.7
"050US17009","17009",0,,,,,,,18.1
"050US08119","08119",0,425.21,11180.59,306.4,68,1788,49,21.6
"050US12001","12001",0,425.01,4933.38,368.2,808,9379,700,12.9
"050US09015","09015",0,,,,,,,32.3
"050US12027","12027",0,734.6,14657.9,474.08,172,3432,111,16.2
"050US05123","05123",0,411.57,44310.47,115.94,71,7644,20,16.5
"050US26011","26011",0,514.11,12513.67,109.39,47,1144,10,22.2
"050US18043","18043",0,613.74,0,554.35,310,0,280,30.1
"050US21215","21215",0,571.54,10412.75,383.34,71.7,1306.28,48.09,27.3
"050US21221","21221",0,1506.87,19214.74,601.71,130.45,1663.42,52.09,22.8
"050US22059","22059",0,165.94,1617.92,82.97,16,156,8,20.5
"050US22073","22073",0,2060.18,10547.08,600.06,2084,10669,607,15.5
"050US22083","22083",0,4622.85,12057.94,778.18,600,1565,101,17.9
"050US22087","22087",0,719.97,9179.57,772.33,220,2805,236,43.3
"050US40071","40071",0.87,744.65,6226.61,565.04,199,1664,151,21.4
"050US09003","09003",0,,,,,,,33.6
"050US05141","05141",0,471.99,13089.99,608.35,45,1248,58,20.1
"050US26117","26117",0,423.04,5976.43,102.7,173,2444,42,18.9
"050US26121","26121",0,456.07,8286.98,264.7,510,9267,296,23.3
"050US49055","49055",0,,,,,,,28.8
"050US42081","42081",0,506.32,2775.15,195.68,370,2028,143,21.5
"050US19061","19061",0,197.88,7253.26,134.62,122,4472,83,10.8
"050US19067","19067",0,63.65,6068.32,0,6,572,0,11.2
"050US19139","19139",0,675.35,9034.21,516.66,183,2448,140,12.7
"050US19143","19143",0,83.36,5779.38,0,3,208,0,13
"050US19153","19153",0,308.95,5629.62,267.78,983,17912,852,16.3
"050US19157","19157",0,195.15,3088.41,186.66,23,364,22,14.1
"050US26101","26101",0,336.54,11900.11,262.5,50,1768,39,24.9
"050US19005","19005",0,75.02,3250.81,62.52,6,260,5,15.2
"050US19013","19013",0,302.73,0,245.18,263,0,213,10.5
"050US19019","19019",0,163.21,4041.35,163.21,21,520,21,13.3
"050US20139","20139",0,216,14441.47,144,21,1404,14,16.8
"050US42069","42069",0,829.21,3601.74,385.07,1109,4817,515,37.1
"050US40115","40115",1,704.12,5695.51,490.27,135,1092,94,23.3
"050US27045","27045",0,105.24,2525.7,16.19,13,312,2,11.9
"050US27123","27123",0,203.39,6775.34,105.3,734,24451,380,18.8
"050US13099","13099",0,690.1,26705.18,176.54,43,1664,11,13.7
"050US16053","16053",0,669.94,10822.57,359.14,97,1567,52,17
"050US54061","54061",0,285.39,2683.47,181.73,223.94,2105.69,142.6,24.3
"050US42007","42007",0,305.07,3142.84,117.04,318,3276,122,45.8
"050US48353","48353",0,481.31,9312.74,346.99,43,832,31,17.8
"050US48357","48357",0,400.45,20823.32,400.45,25,1300,25,21.6
"050US48367","48367",0,494.26,6712.64,422.16,425,5772,363,14.4
"050US54069","54069",0,350.63,3486.78,183.88,92.71,921.94,48.62,32.6
"050US28037","28037",0,,,,,,,18.8
"050US28041","28041",0,170.21,3872.34,0,16,364,0,21
"050US48221","48221",0,422.58,3249.71,291.64,142,1092,98,17.1
"050US48227","48227",0,231.56,5190.24,227.57,58,1300,57,15.4
"050US38087","38087",0,323.28,8890.09,170.26,1.5,41.25,0.79,14.9
"050US13089","13089",0,356.69,5606.96,249.22,1832,28798,1280,10.4
"050US12061","12061",0,531.4,7558.77,352.68,446,6344,296,19.7
"050US13285","13285",0,1768.73,13827.64,1093.67,807,6309,499,16
"050US17085","17085",0,122.04,6769.18,65.09,15,832,8,14
"050US17089","17089",0,151.86,1790.86,132.73,532,6274,465,15.8
"050US45039","45039",0,485.84,1443.64,242.92,70,208,35,16.8
"050US13115","13115",0,1642.22,12578.12,567.6,1030,7889,356,18.2
