"HEROP_ID","FIPS","GEOID","OpRxRt","SviTh1","SviTh2","SviTh3","SviTh4","SviSmryRnk"
"050US01001","01001",1001,78.1,0.2367,0.3675,0.6354,0.2358,0.2663
"050US01003","01003",1003,61.7,0.3433,0.2883,0.489,0.4308,0.3487
"050US01005","01005",1005,9.4,0.9399,0.9399,0.8941,0.9959,0.9927
"050US01007","01007",1007,33.7,0.8893,0.4954,0.6185,0.8931,0.8451
"050US01009","01009",1009,19,0.6866,0.7884,0.413,0.3532,0.6166
"050US01011","01011",1011,18.9,0.8654,0.5138,0.9809,0.9491,0.8985
"050US01013","01013",1013,29,0.8441,0.6106,0.8661,0.217,0.6872
"050US01015","01015",1015,83.2,0.854,0.65,0.658,0.7114,0.8145
"050US01017","01017",1017,62,0.7171,0.5317,0.8396,0.9469,0.8295
"050US01019","01019",1019,36.4,0.6077,0.6494,0.2628,0.1152,0.406
"050US01021","01021",1021,32.7,0.5924,0.6837,0.5425,0.2698,0.5336
"050US01023","01023",1023,28.2,0.6901,0.798,0.8151,0.2539,0.6548
"050US01025","01025",1025,56.7,0.8412,0.7264,0.8641,0.6462,0.8365
"050US01027","01027",1027,68.1,0.7235,0.3688,0.5269,0.5851,0.6223
"050US01029","01029",1029,4.4,0.4938,0.6739,0.1985,0.5482,0.5196
"050US01031","01031",1031,103.5,0.6497,0.9488,0.6806,0.2323,0.6802
"050US01033","01033",1033,135.6,0.4944,0.6984,0.5644,0.16,0.4467
"050US01035","01035",1035,127.5,0.5272,0.5332,0.8727,0.2482,0.5122
"050US01037","01037",1037,-9,0.3513,0.328,0.7321,0.6427,0.4808
"050US01039","01039",1039,63.3,0.7509,0.7821,0.4839,0.5075,0.7121
"050US01041","01041",1041,30.8,0.7588,0.6201,0.6656,0.4575,0.685
"050US01043","01043",1043,69.1,0.5323,0.713,0.2587,0.3341,0.4909
"050US01045","01045",1045,32.3,0.8648,0.9014,0.7003,0.2736,0.7766
"050US01047","01047",1047,54.1,0.9555,0.867,0.9698,0.594,0.9189
"050US01049","01049",1049,60.8,0.7996,0.8139,0.5425,0.5017,0.756
"050US01051","01051",1051,19.2,0.3185,0.3869,0.6373,0.5667,0.4397
"050US01053","01053",1053,66.8,0.9462,0.7353,0.7814,0.4986,0.8473
"050US01055","01055",1055,77.9,0.7961,0.7544,0.574,0.2911,0.672
"050US01057","01057",1057,32.7,0.8514,0.4788,0.4556,0.6914,0.7458
"050US01059","01059",1059,69,0.6675,0.9491,0.6045,0.4846,0.7576
"050US01061","01061",1061,18.7,0.6729,0.6427,0.5161,0.3509,0.5822
"050US01063","01063",1063,14.8,0.9211,0.8425,0.9857,0.7254,0.9157
"050US01065","01065",1065,17.2,0.9341,0.5072,0.9259,0.8148,0.8826
"050US01067","01067",1067,39.5,0.6519,0.5695,0.6726,0.4677,0.6195
"050US01069","01069",1069,132.4,0.7703,0.7499,0.7251,0.3936,0.7175
"050US01071","01071",1071,62.8,0.8552,0.8136,0.328,0.3783,0.7194
"050US01073","01073",1073,131.2,0.6802,0.6109,0.8766,0.6017,0.7251
"050US01075","01075",1075,11,0.5654,0.4718,0.413,0.3395,0.4731
"050US01077","01077",1077,59.4,0.4687,0.4219,0.4636,0.5568,0.4919
"050US01079","01079",1079,32.2,0.4652,0.3878,0.5867,0.1833,0.3624
"050US01081","01081",1081,27.5,0.5609,0.2046,0.7038,0.9023,0.6446
"050US01083","01083",1083,27,0.3,0.2574,0.6115,0.399,0.3233
"050US01085","01085",1085,0.9,0.9679,0.7642,0.9755,0.5813,0.9042
"050US01087","01087",1087,6.7,0.9618,0.6185,0.9866,0.9765,0.9656
"050US01089","01089",1089,83.5,0.2813,0.3369,0.7423,0.3723,0.3509
"050US01091","01091",1091,58.5,0.5434,0.7741,0.8953,0.4932,0.6691
"050US01093","01093",1093,93,0.8565,0.4368,0.2587,0.6507,0.6946
"050US01095","01095",1095,84.9,0.6223,0.9087,0.5425,0.2504,0.6201
"050US01097","01097",1097,92.3,0.8629,0.623,0.8212,0.7095,0.8304
"050US01099","01099",1099,51.7,0.9119,0.2997,0.8473,0.4871,0.7416
"050US01101","01101",1101,81.7,0.9036,0.8762,0.9542,0.8069,0.929
"050US01103","01103",1103,59.7,0.5396,0.8142,0.6179,0.6258,0.6787
"050US01105","01105",1105,16.3,0.9456,0.7976,0.9653,0.7324,0.9214
"050US01107","01107",1107,45.3,0.7646,0.9268,0.8482,0.8387,0.8918
"050US01109","01109",1109,34.5,0.8218,0.2634,0.8279,0.8906,0.8002
"050US01111","01111",1111,50.7,0.4998,0.6857,0.6128,0.4598,0.559
"050US01113","01113",1113,33.2,0.9504,0.8925,0.8976,0.4897,0.8963
"050US01115","01115",1115,64,0.3048,0.1893,0.4378,0.3287,0.2587
"050US01117","01117",1117,70.3,0.0735,0.2453,0.5927,0.1842,0.1238
"050US01119","01119",1119,20.1,0.9185,0.6997,0.9736,0.9004,0.9255
"050US01121","01121",1121,37.1,0.889,0.8291,0.7579,0.8689,0.908
"050US01123","01123",1123,45.7,0.8139,0.9526,0.6847,0.6637,0.8692
"050US01125","01125",1125,75.9,0.6319,0.1371,0.776,0.8584,0.651
"050US01127","01127",1127,101.1,0.741,0.8352,0.3649,0.3166,0.6398
"050US01129","01129",1129,24.3,0.5962,0.1158,0.72,0.1145,0.3217
"050US01131","01131",1131,12.9,0.9609,0.9691,0.9685,0.8479,0.9819
"050US01133","01133",1133,65.4,0.6946,0.8352,0.1928,0.4079,0.6125
"050US02013","02013",2013,0,0.651,0.1184,0.987,0.9898,0.7754
"050US02016","02016",2016,3.5,0.2555,0.0159,0.9787,0.9955,0.5033
"050US02020","02020",2020,41.5,0.4044,0.3901,0.8291,0.8241,0.6052
"050US02050","02050",2050,10.4,0.8963,0.6392,0.9949,0.9777,0.9424
"050US02060","02060",2060,2.4,0.1171,0.0019,0.896,0.9516,0.2332
"050US02063","02063",2063,-9,0.4292,0.3627,0.658,0.9844,0.6876
"050US02066","02066",2066,-9,0.4881,0.6017,0.8571,0.3019,0.5247
"050US02068","02068",2068,1.2,0.0013,3e-04,0.6045,0.7009,0.0353
"050US02070","02070",2070,2,0.7798,0.7436,0.9895,0.9278,0.8931
"050US02090","02090",2090,28.1,0.3493,0.2319,0.6949,0.77,0.4925
"050US02100","02100",2100,0.3,0.2717,0.2759,0.6332,0.7916,0.4594
"050US02105","02105",2105,1.9,0.5698,0.2743,0.8727,0.7534,0.6376
"050US02110","02110",2110,27.9,0.1365,0.0531,0.7617,0.9313,0.3528
"050US02122","02122",2122,44.2,0.5345,0.1985,0.5581,0.5307,0.4725
"050US02130","02130",2130,40.8,0.3331,0.1047,0.7607,0.908,0.5027
"050US02150","02150",2150,17.2,0.364,0.2529,0.8877,0.9644,0.637
"050US02158","02158",2158,-9,0.9042,0.5679,0.9994,0.7035,0.8568
"050US02164","02164",2164,-9,0.6923,0.6246,0.9857,0.7623,0.7926
"050US02170","02170",2170,32.3,0.552,0.4082,0.5797,0.3474,0.4792
"050US02180","02180",2180,2.3,0.8785,0.3449,0.9898,0.9214,0.8683
"050US02185","02185",2185,0.4,0.4283,0.4604,0.9551,0.9946,0.7747
"050US02188","02188",2188,11.5,0.8304,0.3611,0.9943,0.9602,0.8734
"050US02195","02195",2195,80.4,0.3929,0.7445,0.8352,0.8072,0.6857
"050US02198","02198",2198,19.4,0.5978,0.6341,0.9001,0.9523,0.818
"050US02220","02220",2220,23.2,0.3029,0.0827,0.7843,0.8237,0.4442
"050US02230","02230",2230,4.5,0.3042,0.0283,0.5829,0.7875,0.3328
"050US02240","02240",2240,2.5,0.4906,0.6939,0.6449,0.7798,0.6755
"050US02275","02275",2275,1.2,0.4187,0.6806,0.825,0.3939,0.5342
"050US02282","02282",2282,14.3,0.1416,0.1079,0.9577,0.8116,0.3723
"050US02290","02290",2290,5.7,0.839,0.7394,0.98,0.8037,0.8807
"050US04001","04001",4001,11.7,0.8902,0.9284,0.9841,0.9402,0.965
"050US04003","04003",4003,33.9,0.7121,0.9574,0.8473,0.9714,0.9325
"050US04005","04005",4005,26.4,0.8097,0.0595,0.8533,0.9917,0.8031
"050US04007","04007",4007,44.2,0.8466,0.6131,0.7668,0.8352,0.847
"050US04009","04009",4009,25.3,0.7,0.6596,0.8702,0.9513,0.8486
"050US04011","04011",4011,2.8,0.0974,0.6726,0.8934,0.4407,0.3598
"050US04012","04012",4012,17.1,0.9236,0.9701,0.818,0.5775,0.9195
"050US04013","04013",4013,39.3,0.6201,0.5705,0.8521,0.6907,0.713
"050US04015","04015",4015,53.5,0.8285,0.8419,0.5994,0.762,0.8489
"050US04017","04017",4017,37.9,0.8902,0.9863,0.9103,0.9446,0.9806
"050US04019","04019",4019,42.1,0.7493,0.7356,0.8711,0.9663,0.888
"050US04021","04021",4021,9.3,0.6347,0.8374,0.833,0.7521,0.797
"050US04023","04023",4023,5.2,0.987,0.9395,0.9879,0.4092,0.9383
"050US04025","04025",4025,43.5,0.5752,0.5488,0.546,0.6026,0.5991
"050US04027","04027",4027,29,0.9819,0.9736,0.9612,0.98,0.9978
"050US05001","05001",5001,73.1,0.6787,0.5078,0.6901,0.7585,0.7226
"050US05003","05003",5003,24.4,0.8171,0.9262,0.6971,0.5062,0.8237
"050US05005","05005",5005,163.9,0.6131,0.3618,0.2109,0.3366,0.4333
"050US05007","05007",5007,36.9,0.182,0.5892,0.7286,0.3115,0.3268
"050US05009","05009",5009,58.9,0.4053,0.4563,0.1508,0.1674,0.2647
"050US05011","05011",5011,82,0.8778,0.895,0.8365,0.6901,0.8864
"050US05013","05013",5013,17.3,0.5205,0.6545,0.6487,0.2307,0.4967
"050US05015","05015",5015,30.9,0.6618,0.6608,0.6287,0.4722,0.6421
"050US05017","05017",5017,104.1,0.98,0.9866,0.9243,0.9889,0.9987
"050US05019","05019",5019,60.7,0.6583,0.5422,0.6971,0.9908,0.8339
"050US05021","05021",5021,64.2,0.7168,0.5135,0.0932,0.1101,0.3929
"050US05023","05023",5023,57.8,0.5406,0.4792,0.1861,0.1785,0.3532
"050US05025","05025",5025,7.4,0.1782,0.6888,0.4537,0.2574,0.286
"050US05027","05027",5027,53.7,0.5192,0.6596,0.7929,0.9163,0.7598
"050US05029","05029",5029,29.8,0.6879,0.9634,0.5218,0.427,0.7461
"050US05031","05031",5031,142.6,0.7369,0.8836,0.6316,0.7824,0.8342
"050US05033","05033",5033,49.2,0.6822,0.9532,0.5011,0.4944,0.7531
"050US05035","05035",5035,58.4,0.9345,0.8368,0.9192,0.7461,0.9205
"050US05037","05037",5037,67.9,0.9128,0.9504,0.6402,0.7801,0.9227
"050US05039","05039",5039,44.3,0.3366,0.6179,0.8603,0.9421,0.6885
"050US05041","05041",5041,88.6,0.9173,0.999,0.9007,0.7369,0.9749
"050US05043","05043",5043,108,0.4028,0.8263,0.7245,0.9548,0.7668
"050US05045","05045",5045,82.2,0.4585,0.2071,0.5444,0.8266,0.5326
"050US05047","05047",5047,26.1,0.6688,0.6678,0.3446,0.5317,0.6198
"050US05049","05049",5049,64.8,0.72,0.7,0.1572,0.6262,0.6535
"050US05051","05051",5051,128.7,0.713,0.9723,0.5161,0.8326,0.8661
"050US05053","05053",5053,19.5,0.154,0.4588,0.2399,0.223,0.1852
"050US05055","05055",5055,75.7,0.7932,0.6898,0.2692,0.5654,0.6917
"050US05057","05057",5057,43.2,0.748,0.9914,0.8508,0.6927,0.8998
"050US05059","05059",5059,31.7,0.5278,0.4458,0.4998,0.868,0.6437
"050US05061","05061",5061,41.1,0.8342,0.9949,0.7521,0.4423,0.8797
"050US05063","05063",5063,132.2,0.7655,0.7843,0.4314,0.8912,0.8241
"050US05065","05065",5065,62.8,0.8043,0.3541,0.3592,0.6885,0.671
"050US05067","05067",5067,43.2,0.8667,0.4534,0.5927,0.4874,0.7101
"050US05069","05069",5069,95.6,0.7951,0.8015,0.931,0.9453,0.9096
"050US05071","05071",5071,50.3,0.8769,0.98,0.5679,0.6478,0.895
"050US05073","05073",5073,108.4,0.8622,0.6408,0.8031,0.6064,0.8075
"050US05075","05075",5075,41.2,0.763,0.7636,0.1572,0.6408,0.7003
"050US05077","05077",5077,43.1,0.958,0.9144,0.917,0.8829,0.9714
"050US05079","05079",5079,10.5,0.6058,0.1409,0.749,0.7372,0.5864
"050US05081","05081",5081,50.2,0.3643,0.538,0.6468,0.3255,0.4197
"050US05083","05083",5083,30.1,0.4967,0.6802,0.335,0.5603,0.5444
"050US05085","05085",5085,15.8,0.3684,0.7063,0.4445,0.2536,0.4063
"050US05087","05087",5087,26.4,0.6096,0.6411,0.5953,0.2405,0.5272
"050US05089","05089",5089,9.3,0.6726,0.5495,0.182,0.2246,0.4588
"050US05091","05091",5091,79.6,0.908,0.7136,0.7028,0.9812,0.9354
"050US05093","05093",5093,55.2,0.9007,0.9456,0.8151,0.7878,0.9335
"050US05095","05095",5095,8.3,0.9147,0.7773,0.8447,0.9275,0.9341
"050US05097","05097",5097,33.7,0.7455,0.8314,0.2959,0.1954,0.5765
"050US05099","05099",5099,32.7,0.7913,0.8731,0.7502,0.7448,0.8527
"050US05101","05101",5101,0.8,0.4359,0.2275,0.2109,0.0961,0.1985
"050US05103","05103",5103,64.4,0.6767,0.8912,0.8377,0.4298,0.7464
"050US05105","05105",5105,4.1,0.286,0.6284,0.2692,0.5991,0.4292
"050US05107","05107",5107,82.8,0.9526,0.9402,0.9453,0.7633,0.9628
"050US05109","05109",5109,10,0.4706,0.7598,0.4248,0.6449,0.5972
"050US05111","05111",5111,59.5,0.8234,0.8546,0.4273,0.4127,0.7381
"050US05113","05113",5113,55.4,0.7506,0.8447,0.377,0.4174,0.6863
"050US05115","05115",5115,35,0.7817,0.8727,0.489,0.727,0.8171
"050US05117","05117",5117,1.1,0.4178,0.7674,0.4496,0.2844,0.4601
"050US05119","05119",5119,126.5,0.6573,0.8011,0.8702,0.6844,0.7811
"050US05121","05121",5121,27.5,0.7696,0.7941,0.2816,0.5336,0.7051
"050US05123","05123",5123,48.4,0.9421,0.943,0.924,0.9284,0.9777
"050US05125","05125",5125,35,0.1502,0.6459,0.5011,0.3312,0.2864
"050US05127","05127",5127,61.6,0.7146,0.9001,0.4658,0.5759,0.7537
"050US05129","05129",5129,25.4,0.6847,0.5011,0.3484,0.3086,0.517
"050US05131","05131",5131,114.3,0.7957,0.9675,0.6962,0.6491,0.8696
"050US05133","05133",5133,5.4,0.8256,0.8864,0.833,0.4804,0.825
"050US05135","05135",5135,45.1,0.728,0.7808,0.2364,0.2959,0.5838
"050US05137","05137",5137,66.9,0.7731,0.8336,0.2733,0.7299,0.7709
"050US05139","05139",5139,116.3,0.5485,0.7668,0.7798,0.5479,0.6682
"050US05141","05141",5141,29.5,0.8101,0.8661,0.2164,0.6678,0.7763
"050US05143","05143",5143,62.9,0.7407,0.4871,0.7178,0.8094,0.7658
"050US05145","05145",5145,53.7,0.7716,0.7878,0.4057,0.9488,0.8482
"050US05147","05147",5147,17.3,0.7859,0.6767,0.6752,0.6303,0.7671
"050US05149","05149",5149,30.7,0.5714,0.8276,0.6211,0.8591,0.7738
"050US06001","06001",6001,16.3,0.2962,0.0862,0.9605,0.9205,0.5129
"050US06003","06003",6003,1.7,0.1429,0.6402,0.8008,0.5352,0.4044
"050US06005","06005",6005,24.7,0.4477,0.398,0.6096,0.7725,0.5647
"050US06007","06007",6007,48.2,0.7706,0.4843,0.6806,0.9437,0.8225
"050US06009","06009",6009,21.2,0.5425,0.4706,0.552,0.0614,0.3357
"050US06011","06011",6011,21.3,0.8931,0.9026,0.9465,0.3315,0.84
"050US06013","06013",6013,21.4,0.3223,0.4343,0.917,0.5113,0.4785
"050US06015","06015",6015,54,0.7814,0.6395,0.7735,0.9927,0.9004
"050US06017","06017",6017,24.8,0.1836,0.2008,0.5994,0.2186,0.1896
"050US06019","06019",6019,34.2,0.943,0.8772,0.9685,0.875,0.9618
"050US06021","06021",6021,19,0.945,0.6443,0.8734,0.5937,0.8622
"050US06023","06023",6023,41.4,0.7805,0.6538,0.6475,0.8851,0.8269
"050US06025","06025",6025,24.9,0.9682,0.9392,0.9943,0.979,0.9936
"050US06027","06027",6027,29.8,0.4162,0.5234,0.7881,0.7716,0.6147
"050US06029","06029",6029,31.1,0.957,0.8339,0.9545,0.9265,0.9685
"050US06031","06031",6031,27.7,0.9354,0.839,0.9593,0.8753,0.9507
"050US06033","06033",6033,17.8,0.8696,0.9236,0.7089,0.7999,0.9055
"050US06035","06035",6035,24,0.861,0.3748,0.7464,0.8769,0.8231
"050US06037","06037",6037,22.1,0.895,0.2825,0.9736,0.9176,0.8629
"050US06039","06039",6039,16.4,0.9567,0.9036,0.9532,0.7859,0.9593
"050US06041","06041",6041,17.4,0.1616,0.3637,0.6764,0.6682,0.37
"050US06043","06043",6043,13.8,0.6542,0.922,0.5711,0.9465,0.8613
"050US06045","06045",6045,46.4,0.8934,0.9803,0.749,0.9418,0.9726
"050US06047","06047",6047,23.5,0.973,0.888,0.9736,0.8517,0.973
"050US06049","06049",6049,27.3,0.693,0.8998,0.5927,0.7852,0.8186
"050US06051","06051",6051,33.3,0.4143,0.02,0.7321,0.7375,0.3891
"050US06053","06053",6053,23.7,0.8272,0.581,0.964,0.8724,0.8686
"050US06055","06055",6055,23.1,0.4983,0.4127,0.8702,0.8692,0.6831
"050US06057","06057",6057,35.9,0.3013,0.2444,0.4699,0.1632,0.2148
"050US06059","06059",6059,27.2,0.5412,0.1791,0.9252,0.6605,0.5692
"050US06061","06061",6061,43.1,0.1212,0.3182,0.6793,0.2469,0.1992
"050US06063","06063",6063,27.5,0.3659,0.3672,0.4948,0.4903,0.4088
"050US06065","06065",6065,26.5,0.7948,0.6736,0.9504,0.6822,0.8199
"050US06067","06067",6067,29.8,0.6255,0.636,0.9084,0.7343,0.7509
"050US06069","06069",6069,10.7,0.5072,0.6685,0.9564,0.1639,0.5094
"050US06071","06071",6071,29.3,0.8896,0.7563,0.9726,0.7464,0.8858
"050US06073","06073",6073,23.2,0.6281,0.2202,0.9007,0.8759,0.7057
"050US06075","06075",6075,30.2,0.2876,0.0302,0.9284,0.9561,0.482
"050US06077","06077",6077,21.1,0.8075,0.8174,0.9637,0.7509,0.8718
"050US06079","06079",6079,35,0.4254,0.2256,0.7038,0.7553,0.5227
"050US06081","06081",6081,16.1,0.1292,0.0655,0.9351,0.7121,0.2899
"050US06083","06083",6083,34.2,0.8419,0.3401,0.9065,0.9599,0.8667
"050US06085","06085",6085,17.8,0.1349,0.0859,0.9612,0.8206,0.3614
"050US06087","06087",6087,24.2,0.4948,0.1327,0.8225,0.9182,0.6131
"050US06089","06089",6089,55.2,0.6096,0.833,0.5679,0.7919,0.7649
"050US06091","06091",6091,11.9,0.5994,0.2599,0.3888,0.1654,0.3522
"050US06093","06093",6093,41.5,0.7649,0.7458,0.6185,0.7206,0.7884
"050US06095","06095",6095,21.1,0.4499,0.5186,0.9415,0.6787,0.6201
"050US06097","06097",6097,29.9,0.4108,0.4025,0.7706,0.7146,0.5562
"050US06099","06099",6099,50.6,0.8482,0.8323,0.9252,0.5889,0.8511
"050US06101","06101",6101,58,0.8444,0.8874,0.9036,0.5883,0.8641
"050US06103","06103",6103,28.2,0.8253,0.9892,0.7213,0.7728,0.9271
"050US06105","06105",6105,24.1,0.769,0.7388,0.5444,0.5107,0.7206
"050US06107","06107",6107,35.9,0.9602,0.8524,0.9707,0.5705,0.9147
"050US06109","06109",6109,54.1,0.5501,0.622,0.5415,0.6876,0.6319
"050US06111","06111",6111,28.3,0.5921,0.3312,0.9017,0.6293,0.6249
"050US06113","06113",6113,20.1,0.6198,0.1572,0.8966,0.9653,0.7366
"050US06115","06115",6115,23.2,0.8651,0.9109,0.8616,0.8651,0.9268
"050US08001","08001",8001,26.5,0.6825,0.6758,0.8832,0.545,0.7264
"050US08003","08003",8003,36.3,0.5721,0.7658,0.889,0.9411,0.8253
"050US08005","08005",8005,38.5,0.4101,0.4038,0.8031,0.4117,0.4661
"050US08007","08007",8007,32.8,0.5237,0.1473,0.5969,0.2304,0.3484
"050US08009","08009",8009,29.4,0.5463,0.4566,0.4839,0.5832,0.5472
"050US08011","08011",8011,42.6,0.8937,0.2692,0.8377,0.9838,0.8804
"050US08013","08013",8013,35.6,0.2202,0.0169,0.5892,0.5962,0.209
"050US08014","08014",8014,38,0.0353,0.0557,0.6128,0.1088,0.0436
"050US08015","08015",8015,41.5,0.5657,0.693,0.4378,0.5915,0.6096
"050US08017","08017",8017,53.5,0.0843,0.4197,0.5294,0.0334,0.0837
"050US08019","08019",8019,7.4,0.3245,0.0356,0.4018,0.1677,0.1394
"050US08021","08021",8021,20.1,0.8062,0.8311,0.8931,0.608,0.8377
"050US08023","08023",8023,3.8,0.8511,0.9965,0.9462,0.2466,0.8727
"050US08025","08025",8025,2,0.8823,0.5864,0.8571,0.8059,0.86
"050US08027","08027",8027,1.5,0.2905,0.0404,0.377,0.083,0.1012
"050US08029","08029",8029,40.9,0.6312,0.7086,0.5383,0.3344,0.581
"050US08031","08031",8031,34.4,0.546,0.057,0.8447,0.8486,0.5603
"050US08033","08033",8033,61.7,0.0923,0.2673,0.5819,0.3439,0.1858
"050US08035","08035",8035,24.2,0.0083,0.078,0.5383,0.064,0.022
"050US08037","08037",8037,42.8,0.4219,0.0719,0.7321,0.4445,0.3497
"050US08039","08039",8039,8.6,0.0038,0.0127,0.4445,0.001,6e-04
"050US08041","08041",8041,43.8,0.4168,0.3153,0.7038,0.5052,0.4604
"050US08043","08043",8043,33.7,0.5889,0.4286,0.5542,0.8511,0.6688
"050US08045","08045",8045,24.8,0.5002,0.5247,0.7191,0.6634,0.6058
"050US08047","08047",8047,3.6,0.2491,0.0064,0.4416,0.2727,0.0967
"050US08049","08049",8049,12.7,0.3891,0.0089,0.4932,0.2456,0.1565
"050US08051","08051",8051,19.9,0.2116,0.0022,0.4273,0.5997,0.1222
"050US08053","08053",8053,3,0.2335,0.4419,0.2984,0.0054,0.0869
"050US08055","08055",8055,20.5,0.5778,0.5075,0.7636,0.3236,0.5383
"050US08057","08057",8057,9.4,0.8781,0.049,0.3824,0.1085,0.3751
"050US08059","08059",8059,32.6,0.1193,0.0337,0.5829,0.2164,0.0948
"050US08061","08061",8061,30,0.5024,0.4785,0.2214,0.1724,0.3312
"050US08063","08063",8063,13.1,0.5756,0.9211,0.5829,0.4604,0.6825
"050US08065","08065",8065,10,0.2342,0.0165,0.776,0.1368,0.1152
"050US08067","08067",8067,48.9,0.2965,0.0108,0.5797,0.7031,0.258
"050US08069","08069",8069,34.6,0.2676,0.0105,0.5161,0.3824,0.1524
"050US08071","08071",8071,59.2,0.8645,0.9065,0.8571,0.7706,0.9068
"050US08073","08073",8073,20.6,0.4197,0.0528,0.6045,0.6612,0.385
"050US08075","08075",8075,28.7,0.4327,0.2135,0.5867,0.9593,0.6004
"050US08077","08077",8077,47.3,0.5772,0.6497,0.5371,0.6691,0.6462
"050US08079","08079",8079,-9,0.4878,0.0083,0.1654,0.0185,0.056
"050US08081","08081",8081,29.8,0.7003,0.8944,0.5501,0.7913,0.8164
"050US08083","08083",8083,26.6,0.567,0.6382,0.6516,0.5164,0.6061
"050US08085","08085",8085,30.6,0.6013,0.7337,0.6102,0.1591,0.5164
"050US08087","08087",8087,19,0.706,0.8075,0.8116,0.8346,0.8371
"050US08089","08089",8089,34.9,0.8479,0.9551,0.8651,0.9211,0.9535
"050US08091","08091",8091,15.1,0.307,0.064,0.2587,0.0423,0.0834
"050US08093","08093",8093,1.5,0.1374,0.0092,0.3592,0.0013,0.0032
"050US08095","08095",8095,25.9,0.4868,0.5348,0.6624,0.1775,0.4203
"050US08097","08097",8097,26.8,0.0897,0.0124,0.5119,0.266,0.0617
"050US08099","08099",8099,14,0.8183,0.965,0.8151,0.966,0.9615
"050US08101","08101",8101,63.8,0.6914,0.8826,0.8686,0.8314,0.8533
"050US08103","08103",8103,27.2,0.5177,0.5937,0.4871,0.4184,0.5167
"050US08105","08105",8105,64.6,0.5463,0.9214,0.8616,0.721,0.7868
"050US08107","08107",8107,32.4,0.1985,0.0395,0.4613,0.2596,0.1314
"050US08109","08109",8109,-9,0.8791,0.8177,0.7989,0.0652,0.6608
"050US08111","08111",8111,-9,0.7595,0.2179,0.5501,0.1168,0.4276
"050US08113","08113",8113,28.6,0.3758,0.0509,0.4378,0.5425,0.2911
"050US08115","08115",8115,49.7,0.5059,0.9831,0.5978,0.3296,0.6729
"050US08117","08117",8117,23.3,0.2533,0.0095,0.5597,0.4725,0.1696
"050US08119","08119",8119,12.4,0.2256,0.0223,0.4416,0.0369,0.0496
"050US08121","08121",8121,1.6,0.2004,0.4928,0.4146,0.3805,0.2848
"050US08123","08123",8123,18.9,0.5269,0.5367,0.7391,0.5457,0.5889
"050US08125","08125",8125,35.1,0.8202,0.601,0.6475,0.3411,0.6783
"050US09001","09001",9001,29.4,NA,NA,NA,NA,NA
"050US09003","09003",9003,37.1,NA,NA,NA,NA,NA
"050US09005","09005",9005,19.8,NA,NA,NA,NA,NA
"050US09007","09007",9007,23.5,NA,NA,NA,NA,NA
"050US09009","09009",9009,45.7,NA,NA,NA,NA,NA
"050US09011","09011",9011,32.9,NA,NA,NA,NA,NA
"050US09013","09013",9013,16.6,NA,NA,NA,NA,NA
"050US09015","09015",9015,25.8,NA,NA,NA,NA,NA
"050US09110","09110",NA,NA,0.3952,0.427,0.7735,0.7891,0.5877
"050US09120","09120",NA,NA,0.7391,0.5924,0.791,0.8673,0.8142
"050US09130","09130",NA,NA,0.1145,0.1467,0.5065,0.3229,0.1534
"050US09140","09140",NA,NA,0.4836,0.5746,0.7636,0.5142,0.5641
"050US09150","09150",NA,NA,0.3894,0.2953,0.5065,0.0955,0.2409
"050US09160","09160",NA,NA,0.2558,0.3608,0.5597,0.2606,0.2727
"050US09170","09170",NA,NA,0.4884,0.3681,0.7655,0.9039,0.6637
"050US09180","09180",NA,NA,0.3541,0.4734,0.6128,0.6055,0.4865
"050US09190","09190",NA,NA,0.4034,0.3102,0.7751,0.5008,0.4664
"050US10001","10001",10001,24.5,0.6306,0.8676,0.7964,0.7881,0.8151
"050US10003","10003",10003,42.2,0.3376,0.4018,0.8352,0.6561,0.5132
"050US10005","10005",10005,49.1,0.4483,0.6904,0.6166,0.3948,0.5183
"050US11001","11001",11001,32.2,0.4394,0.1056,0.9386,0.9631,0.6262
"050US12001","12001",12001,87.8,0.629,0.0309,0.7881,0.9357,0.6099
"050US12003","12003",12003,12.2,0.6118,0.4073,0.5558,0.7051,0.6188
"050US12005","12005",12005,58.7,0.6405,0.8126,0.6083,0.6952,0.7407
"050US12007","12007",12007,23,0.9144,0.3198,0.6354,0.9901,0.8867
"050US12009","12009",12009,47.2,0.4833,0.4913,0.6424,0.3659,0.4817
"050US12011","12011",12011,29.6,0.791,0.4935,0.9481,0.6777,0.7814
"050US12013","12013",12013,18.9,0.7989,0.7124,0.6045,0.9628,0.8756
"050US12015","12015",12015,56.9,0.5908,0.6554,0.489,0.5145,0.5953
"050US12017","12017",12017,45.1,0.7321,0.5857,0.3977,0.3264,0.5698
"050US12019","12019",12019,37.5,0.2978,0.5087,0.6647,0.2857,0.3649
"050US12021","12021",12021,32.3,0.588,0.4362,0.7636,0.5953,0.6141
"050US12023","12023",12023,35,0.8311,0.818,0.6487,0.9701,0.9138
"050US12027","12027",12027,12.1,0.992,0.9656,0.8447,0.9876,0.9981
"050US12029","12029",12029,13.5,0.7681,0.4884,0.4699,0.8944,0.7719
"050US12031","12031",12031,66.9,0.7105,0.6144,0.8711,0.8062,0.7935
"050US12033","12033",12033,87.3,0.783,0.644,0.7474,0.8801,0.839
"050US12035","12035",12035,28,0.4559,0.5597,0.6277,0.0554,0.3121
