"HEROP_ID","FIPS","GEOID","OpRxRt","SviTh1","SviTh2","SviTh3","SviTh4","SviSmryRnk"
"050US31047","31047",31047,21.4,0.5138,0.8069,0.8171,0.7264,0.7311
"050US31049","31049",31049,1.4,0.3385,0.1728,0.4356,0.0016,0.063
"050US31051","31051",31051,7.1,0.3401,0.8683,0.4871,0.1142,0.3789
"050US31053","31053",31053,30.3,0.3392,0.9122,0.5231,0.3541,0.5135
"050US31055","31055",31055,60.5,0.4461,0.6236,0.6962,0.657,0.594
"050US31057","31057",31057,12,0.0398,0.1451,0.0032,0.0315,0.0156
"050US31059","31059",31059,46,0.0067,0.0385,0.1409,0.0776,0.0083
"050US31061","31061",31061,32.4,0.1438,0.3589,0.0932,0.1403,0.1129
"050US31063","31063",31063,7.3,0.265,0.3898,0.1928,0.5406,0.3153
"050US31065","31065",31065,24.1,0.2281,0.532,0.1861,0.1432,0.1931
"050US31067","31067",31067,35.1,0.1969,0.4989,0.1409,0.3271,0.2307
"050US31069","31069",31069,77.9,0.5482,0.9453,0.1276,0.0528,0.42
"050US31071","31071",31071,66.7,0.042,0.1012,0.0299,0.3274,0.0557
"050US31073","31073",31073,0.3,0.1435,0.0296,0.1276,0.0535,0.0293
"050US31075","31075",31075,-9,0.2921,0.0811,0.014,0.3748,0.168
"050US31077","31077",31077,-9,0.0636,0.6306,0.0455,0.0372,0.062
"050US31079","31079",31079,49.9,0.6487,0.882,0.7378,0.496,0.7343
"050US31081","31081",31081,38.5,0.0433,0.3471,0.1276,0.0105,0.0229
"050US31083","31083",31083,55.5,0.1263,0.9275,0.1508,0.4066,0.3312
"050US31085","31085",31085,1.6,0.0617,0.616,0.1985,0.0172,0.0547
"050US31087","31087",31087,10.9,0.1346,0.8791,0.1753,0.2192,0.2574
"050US31089","31089",31089,44.3,0.0929,0.6227,0.2062,0.0729,0.1098
"050US31091","31091",31091,10.3,0.1196,0.0172,0.314,0.4782,0.1021
"050US31093","31093",31093,25,0.1597,0.7849,0.2109,0.154,0.2202
"050US31095","31095",31095,24.1,0.2934,0.7191,0.2164,0.1502,0.2736
"050US31097","31097",31097,58.8,0.0958,0.7798,0.5326,0.3509,0.2927
"050US31099","31099",31099,23.8,0.0283,0.5444,0.2733,0.1836,0.1028
"050US31101","31101",31101,36.6,0.2269,0.5412,0.3217,0.2606,0.2603
"050US31103","31103",31103,-9,0.1276,0.2797,0.021,0.0041,0.0226
"050US31105","31105",31105,35.9,0.6971,0.5571,0.4569,0.0725,0.4308
"050US31107","31107",31107,22.7,0.1864,0.7747,0.4445,0.1683,0.2717
"050US31109","31109",31109,46.7,0.2755,0.2905,0.5371,0.6647,0.4031
"050US31111","31111",31111,75,0.3748,0.7782,0.3939,0.3675,0.4617
"050US31113","31113",31113,-9,0.057,0.2192,0.3649,0.0541,0.0471
"050US31115","31115",31115,-9,0.2237,0.6567,0.4556,0.0576,0.202
"050US31117","31117",31117,-9,0.0239,0.0118,6e-04,0.0223,0.0016
"050US31119","31119",31119,97.5,0.2284,0.6605,0.5501,0.6529,0.4633
"050US31121","31121",31121,25.5,0.2405,0.5953,0.2399,0.0955,0.1947
"050US31123","31123",31123,10.1,0.434,0.5635,0.5161,0.0904,0.3143
"050US31125","31125",31125,3.5,0.1976,0.2183,0.1094,0.0121,0.05
"050US31127","31127",31127,72.1,0.5953,0.2342,0.2781,0.5536,0.4712
"050US31129","31129",31129,7.1,0.083,0.0414,0.1572,0.0264,0.014
"050US31131","31131",31131,20.2,0.0993,0.902,0.3847,0.2173,0.2698
"050US31133","31133",31133,27.2,0.4442,0.9249,0.0983,0.3153,0.49
"050US31135","31135",31135,67.9,0.1801,0.546,0.1985,0.0764,0.14
"050US31137","31137",31137,24.2,0.174,0.5094,0.2485,0.6309,0.3242
"050US31139","31139",31139,22.8,0.0684,0.5215,0.0407,0.0169,0.0439
"050US31141","31141",31141,24.7,0.2103,0.7493,0.6013,0.3105,0.371
"050US31143","31143",31143,8,0.0706,0.2813,0.2628,0.0404,0.0477
"050US31145","31145",31145,37.1,0.3353,0.3576,0.2781,0.5062,0.3522
"050US31147","31147",31147,16.8,0.4133,0.5784,0.2399,0.1244,0.2883
"050US31149","31149",31149,15.3,0.041,0.3812,0.0019,0.07,0.0423
"050US31151","31151",31151,23.3,0.3878,0.7082,0.7003,0.3624,0.4989
"050US31153","31153",31153,23.6,0.0417,0.3551,0.5488,0.0748,0.0776
"050US31155","31155",31155,13.2,0.0143,0.1527,0.0983,0.0337,0.0108
"050US31157","31157",31157,66.2,0.5367,0.9507,0.6599,0.5733,0.7356
"050US31159","31159",31159,22.8,0.0321,0.071,0.0757,0.4095,0.0563
"050US31161","31161",31161,8.2,0.2825,0.4318,0.5352,0.3891,0.3462
"050US31163","31163",31163,3.5,0.273,0.5714,0.0983,0.2774,0.2641
"050US31165","31165",31165,-9,0.3439,0.5676,0.1572,0.315,0.3204
"050US31167","31167",31167,1.4,0.0057,0.0907,0.2879,0.013,0.0054
"050US31169","31169",31169,10.2,0.1368,0.3554,0.1094,0.1966,0.1301
"050US31171","31171",31171,2.5,0.0213,0.0207,0.3675,0.0038,0.0019
"050US31173","31173",31173,50.2,0.7786,0.6188,0.9443,0.6831,0.798
"050US31175","31175",31175,57.7,0.0824,0.5842,0.0115,0.2851,0.1464
"050US31177","31177",31177,14.1,0.0302,0.1187,0.0983,0.0379,0.0143
"050US31179","31179",31179,33.1,0.2596,0.0601,0.3166,0.3013,0.1626
"050US31181","31181",31181,10.7,0.0461,0.1814,0.2914,0.0493,0.0375
"050US31183","31183",31183,-9,0.105,0.1209,0.0013,0.0617,0.0385
"050US31185","31185",31185,54,0.0407,0.1479,0.2959,0.5682,0.1359
"050US32001","32001",32001,31.1,0.5161,0.7703,0.6516,0.5317,0.6271
"050US32003","32003",32003,41.5,0.8969,0.6647,0.9217,0.7127,0.8635
"050US32005","32005",32005,26.6,0.2046,0.4448,0.5558,0.1231,0.2059
"050US32007","32007",32007,23.4,0.4057,0.5721,0.741,0.7817,0.6185
"050US32009","32009",32009,-9,0.8638,0.7028,0.7436,0.9567,0.9077
"050US32011","32011",32011,0.9,0.147,0.8339,0.4814,0.5692,0.4254
"050US32013","32013",32013,10.7,0.5056,0.6793,0.735,0.5495,0.616
"050US32015","32015",32015,0.6,0.413,0.9135,0.678,0.363,0.5762
"050US32017","32017",32017,21.2,0.3175,0.5472,0.4569,0.9255,0.5749
"050US32019","32019",32019,4,0.7229,0.6602,0.6424,0.1737,0.5593
"050US32021","32021",32021,38.1,0.7935,0.5829,0.8139,0.0738,0.5501
"050US32023","32023",32023,43,0.8339,0.8606,0.6503,0.469,0.7954
"050US32027","32027",32027,9.6,0.539,0.3341,0.7423,0.901,0.6761
"050US32029","32029",32029,82.9,0.3732,0.476,0.4779,0.0108,0.1836
"050US32031","32031",32031,49.2,0.6322,0.3983,0.776,0.7849,0.6971
"050US32033","32033",32033,20,0.1279,0.2835,0.6538,0.4524,0.2498
"050US32510","32510",32510,70.6,0.6771,0.6965,0.7308,0.9755,0.8508
"050US33001","33001",33001,20.7,0.2033,0.2342,0.1094,0.2221,0.1454
"050US33003","33003",33003,42.1,0.3761,0.1266,0.0579,0.1123,0.1406
"050US33005","33005",33005,25.7,0.2291,0.0248,0.1457,0.5988,0.1702
"050US33007","33007",33007,37,0.5377,0.3038,0.0881,0.72,0.4862
"050US33009","33009",33009,50.3,0.2148,0.084,0.328,0.6997,0.2619
"050US33011","33011",33011,30.4,0.224,0.097,0.4973,0.4391,0.2234
"050US33013","33013",33013,41.8,0.1635,0.0815,0.2444,0.6701,0.2109
"050US33015","33015",33015,25,0.0595,0.0175,0.2692,0.1161,0.02
"050US33017","33017",33017,38,0.2074,0.0086,0.335,0.7321,0.1833
"050US33019","33019",33019,15.6,0.3847,0.0659,0.1457,0.3882,0.2186
"050US34001","34001",34001,40,0.7712,0.679,0.8317,0.9026,0.853
"050US34003","34003",34003,23.4,0.3191,0.1553,0.8501,0.651,0.4372
"050US34005","34005",34005,48.4,0.1829,0.2004,0.7261,0.3299,0.2434
"050US34007","34007",34007,55.3,0.665,0.784,0.8396,0.7025,0.7795
"050US34009","34009",34009,18.2,0.3885,0.3729,0.4445,0.3201,0.3541
"050US34011","34011",34011,39.5,0.9418,0.8934,0.8976,0.9726,0.9793
"050US34013","34013",34013,28.6,0.8982,0.7566,0.9644,0.9478,0.9415
"050US34015","34015",34015,30,0.2141,0.2469,0.5867,0.2259,0.2173
"050US34017","34017",34017,16.3,0.8241,0.1785,0.9669,0.8365,0.7827
"050US34019","34019",34019,19,0.0388,0.0592,0.4725,0.0846,0.035
"050US34021","34021",34021,30.9,0.5597,0.4053,0.8864,0.9383,0.7445
"050US34023","34023",34023,24.7,0.496,0.2361,0.9201,0.9198,0.6647
"050US34025","34025",34025,34.8,0.202,0.1254,0.6223,0.3338,0.2138
"050US34027","34027",34027,31.2,0.1142,0.097,0.6847,0.3614,0.1667
"050US34029","34029",34029,16.2,0.3668,0.609,0.4699,0.3385,0.4133
"050US34031","34031",34031,23.3,0.917,0.6866,0.922,0.8737,0.9112
"050US34033","34033",34033,21.6,0.6134,0.7073,0.6402,0.5842,0.6739
"050US34035","34035",34035,18.9,0.1381,0.1072,0.8549,0.2969,0.1912
"050US34037","34037",34037,20.5,0.1339,0.0391,0.4741,0.0509,0.0458
"050US34039","34039",34039,20.5,0.7579,0.6118,0.9325,0.7665,0.8145
"050US34041","34041",34041,24.8,0.287,0.1269,0.5558,0.3077,0.245
"050US35001","35001",35001,48,0.7296,0.6564,0.9364,0.7168,0.7929
"050US35003","35003",35003,13,0.4384,0.4524,0.5406,0.4206,0.4483
"050US35005","35005",35005,54,0.8683,0.9854,0.9389,0.8864,0.9701
"050US35006","35006",35006,12.5,0.8435,0.9497,0.9844,0.9555,0.9663
"050US35007","35007",35007,57.3,0.5775,0.6513,0.8874,0.9341,0.7989
"050US35009","35009",35009,15.5,0.9529,0.9555,0.8934,0.6042,0.9395
"050US35011","35011",35011,5.7,0.7162,0.4232,0.9434,0.0897,0.5043
"050US35013","35013",35013,28.4,0.9688,0.9071,0.9714,0.958,0.9873
"050US35015","35015",35015,47.7,0.3888,0.8696,0.9017,0.5237,0.6382
"050US35017","35017",35017,34.1,0.6707,0.6936,0.889,0.6106,0.7404
"050US35019","35019",35019,57.1,0.8221,0.7766,0.9889,0.7976,0.8791
"050US35021","35021",35021,36.1,0.5485,0.6742,0.8988,0.5485,0.6615
"050US35023","35023",35023,15.9,0.6984,0.8371,0.9354,0.9905,0.9179
"050US35025","35025",35025,33.8,0.9189,0.8301,0.9504,0.8766,0.9399
"050US35027","35027",35027,25.5,0.8116,0.9195,0.7916,0.5269,0.8346
"050US35028","35028",35028,30.4,3e-04,0.0255,0.658,0.0789,0.0099
"050US35029","35029",35029,32.5,0.9577,1,0.9704,0.9367,0.9997
"050US35031","35031",35031,10.9,0.9325,0.9208,0.9968,0.8985,0.9695
"050US35033","35033",35033,1.7,0.399,0.9873,0.9831,0.1562,0.6169
"050US35035","35035",35035,29.2,0.8594,0.9192,0.8851,0.8686,0.9294
"050US35037","35037",35037,44.8,0.8762,0.9898,0.8832,0.2943,0.8711
"050US35039","35039",35039,27.3,0.7152,0.9437,0.9911,0.2545,0.763
"050US35041","35041",35041,32.2,0.9182,0.8737,0.8743,0.9106,0.951
"050US35043","35043",35043,19.7,0.3201,0.6672,0.9122,0.1435,0.3933
"050US35045","35045",35045,34.7,0.9637,0.9201,0.9389,0.8234,0.9669
"050US35047","35047",35047,29.5,0.8772,0.9593,0.9873,0.9866,0.9854
"050US35049","35049",35049,37.6,0.6462,0.692,0.91,0.7057,0.7633
"050US35051","35051",35051,18,0.5746,0.8508,0.7646,0.742,0.7677
"050US35053","35053",35053,33.4,0.7194,0.7948,0.9475,0.9637,0.8972
"050US35055","35055",35055,45.9,0.6176,0.8972,0.9411,0.2895,0.6955
"050US35057","35057",35057,7,0.8142,0.7776,0.881,0.4047,0.7712
"050US35059","35059",35059,37.9,0.6666,0.9901,0.8584,0.9771,0.9526
"050US35061","35061",35061,19,0.8307,0.9322,0.9561,0.6198,0.8823
"050US36001","36001",36001,49.4,0.3115,0.1737,0.6656,0.8021,0.461
"050US36003","36003",36003,26.1,0.4973,0.1362,0.119,0.8155,0.4543
"050US36005","36005",36005,14.8,0.9787,0.9545,0.9952,0.9806,0.9965
"050US36007","36007",36007,47.8,0.6227,0.5224,0.5065,0.8972,0.7248
"050US36009","36009",36009,36.7,0.6096,0.6087,0.328,0.8358,0.6809
"050US36011","36011",36011,22.4,0.4524,0.2062,0.342,0.8839,0.5208
"050US36013","36013",36013,34.6,0.6147,0.7579,0.4085,0.798,0.7229
"050US36015","36015",36015,66.4,0.5616,0.5507,0.434,0.7156,0.6093
"050US36017","36017",36017,25.5,0.4604,0.4779,0.1225,0.6898,0.4833
"050US36019","36019",36019,63,0.384,0.0837,0.2984,0.9103,0.4445
"050US36021","36021",36021,29.4,0.3519,0.4582,0.4518,0.5192,0.427
"050US36023","36023",36023,23.3,0.4165,0.0305,0.265,0.8444,0.3684
"050US36025","36025",36025,14.7,0.5275,0.4938,0.265,0.5822,0.5142
"050US36027","36027",36027,28.5,0.3058,0.1613,0.6828,0.7696,0.447
"050US36029","36029",36029,51.2,0.3602,0.4235,0.6233,0.6395,0.4913
"050US36031","36031",36031,28,0.3096,0.279,0.2164,0.6424,0.3516
"050US36033","36033",36033,35.1,0.5539,0.1425,0.4683,0.8626,0.5597
"050US36035","36035",36035,27.7,0.4566,0.2603,0.3016,0.5189,0.3977
"050US36037","36037",36037,41.6,0.2234,0.1139,0.2959,0.5501,0.2335
"050US36039","36039",36039,18.7,0.2899,0.1597,0.4569,0.7961,0.4076
"050US36041","36041",36041,22,0.3474,0.2122,0.2062,0.1012,0.1654
"050US36043","36043",36043,15.8,0.2071,0.2596,0.182,0.6357,0.2755
"050US36045","36045",36045,42.7,0.5453,0.3796,0.5237,0.9252,0.6653
"050US36047","36047",36047,12.7,0.8775,0.5352,0.9395,0.9249,0.8874
"050US36049","36049",36049,18.1,0.3023,0.2106,0.0675,0.2676,0.1925
"050US36051","36051",36051,25.9,0.2453,0.0471,0.3016,0.6328,0.2294
"050US36053","36053",36053,29.7,0.1689,0.0452,0.2536,0.6207,0.1801
"050US36055","36055",36055,34.8,0.4136,0.6093,0.6806,0.7162,0.5943
"050US36057","36057",36057,49.1,0.6895,0.8867,0.5501,0.7232,0.7881
"050US36059","36059",36059,36.4,0.1324,0.1696,0.8129,0.5584,0.2778
"050US36061","36061",36061,54.4,0.6268,0.0996,0.8896,0.9784,0.7283
"050US36063","36063",36063,25.9,0.3595,0.489,0.4604,0.5383,0.4454
"050US36065","36065",36065,34.3,0.3907,0.7401,0.5237,0.9259,0.6828
"050US36067","36067",36067,50.9,0.4146,0.4881,0.6045,0.804,0.588
"050US36069","36069",36069,27.3,0.1327,0.3242,0.3484,0.6367,0.2682
"050US36071","36071",36071,23.3,0.5097,0.6246,0.776,0.882,0.7299
"050US36073","36073",36073,18.3,0.6427,0.3958,0.42,0.6201,0.58
"050US36075","36075",36075,19.8,0.6137,0.2094,0.1985,0.9227,0.5962
"050US36077","36077",36077,43.2,0.3417,0.0986,0.3086,0.6796,0.3287
"050US36079","36079",36079,28.3,0.1209,0.062,0.6115,0.2326,0.1187
"050US36081","36081",36081,11.5,0.8282,0.1899,0.9765,0.8772,0.8024
"050US36083","36083",36083,22.2,0.2727,0.2396,0.5183,0.7302,0.4047
"050US36085","36085",36085,24.3,0.4413,0.3328,0.8021,0.811,0.5956
"050US36087","36087",36087,21.1,0.6087,0.5062,0.7607,0.8915,0.7471
"050US36089","36089",36089,31.5,0.6701,0.2854,0.2265,0.9815,0.7108
"050US36091","36091",36091,27,0.0519,0.035,0.335,0.3611,0.0649
"050US36093","36093",36093,25.3,0.4012,0.1744,0.6634,0.7388,0.4874
"050US36095","36095",36095,27.3,0.2704,0.1044,0.2914,0.7576,0.3172
"050US36097","36097",36097,32.5,0.4267,0.1343,0.119,0.5507,0.3159
"050US36099","36099",36099,26.5,0.6564,0.2902,0.3535,0.707,0.5737
"050US36101","36101",36101,34.1,0.4349,0.4378,0.1861,0.6764,0.4683
"050US36103","36103",36103,27.1,0.223,0.1114,0.7226,0.4321,0.2596
"050US36105","36105",36105,54.5,0.7499,0.7652,0.6901,0.9475,0.8654
"050US36107","36107",36107,18,0.2584,0.0939,0.119,0.279,0.1505
"050US36109","36109",36109,41.4,0.3312,0.0197,0.5829,0.9131,0.3907
"050US36111","36111",36111,27.2,0.5043,0.2125,0.6115,0.7811,0.5511
"050US36113","36113",36113,61.9,0.2319,0.1279,0.1985,0.4171,0.1954
"050US36115","36115",36115,16.8,0.4505,0.2523,0.2485,0.6087,0.4127
"050US36117","36117",36117,11,0.3226,0.342,0.3446,0.5294,0.3633
"050US36119","36119",36119,20.4,0.4216,0.3821,0.8641,0.9373,0.6685
"050US36121","36121",36121,18.6,0.2606,0.0636,0.3322,0.5686,0.2399
"050US36123","36123",36123,14.5,0.6522,0.1581,0.0675,0.9173,0.5724
"050US37001","37001",37001,29.2,0.6643,0.5266,0.7668,0.7076,0.7136
"050US37003","37003",37003,9.7,0.4922,0.2924,0.4018,0.5466,0.4559
"050US37005","37005",37005,36.9,0.8613,0.4998,0.3977,0.5807,0.7168
"050US37007","37007",37007,6.8,0.9736,0.8034,0.8969,0.8256,0.9529
"050US37009","37009",37009,45.7,0.5632,0.6382,0.2164,0.2695,0.4518
"050US37011","37011",37011,31.6,0.6624,0.4986,0.3675,0.909,0.7191
"050US37013","37013",37013,44.4,0.8654,0.8451,0.7156,0.447,0.8066
"050US37015","37015",37015,59.4,0.9784,0.658,0.9446,0.9138,0.9586
"050US37017","37017",37017,21.9,0.86,0.7709,0.8352,0.5848,0.8326
"050US37019","37019",37019,36.3,0.3535,0.1244,0.504,0.2004,0.2275
"050US37021","37021",37021,73.5,0.5094,0.3691,0.4839,0.8409,0.5994
"050US37023","37023",37023,67.5,0.7149,0.6793,0.5148,0.6249,0.7079
"050US37025","37025",37025,42.7,0.3614,0.4817,0.7706,0.3376,0.4321
"050US37027","37027",37027,37,0.7257,0.6981,0.4018,0.4808,0.6503
"050US37029","37029",37029,0.6,0.2561,0.6032,0.546,0.1021,0.2523
"050US37031","37031",37031,52.4,0.4547,0.2558,0.4057,0.4432,0.3888
"050US37033","37033",37033,4.6,0.7442,0.7646,0.7881,0.4384,0.7302
"050US37035","37035",37035,92.9,0.6055,0.6312,0.6249,0.7016,0.6818
"050US37037","37037",37037,14.7,0.2997,0.469,0.6516,0.167,0.2949
"050US37039","37039",37039,63.5,0.7213,0.2482,0.2854,0.1333,0.3729
"050US37041","37041",37041,28,0.6806,0.8769,0.7814,0.4594,0.7394
"050US37043","37043",37043,36.1,0.678,0.133,0.2234,0.4155,0.4232
"050US37045","37045",37045,93.7,0.8699,0.7044,0.6481,0.8085,0.8524
"050US37047","37047",37047,77.6,0.952,0.8116,0.7951,0.846,0.937
"050US37049","37049",37049,73,0.6373,0.8081,0.7261,0.8597,0.8126
"050US37051","37051",37051,56.8,0.833,0.8718,0.9141,0.9558,0.943
"050US37053","37053",37053,10.8,0.2409,0.196,0.4248,0.0134,0.0862
"050US37055","37055",37055,56,0.3805,0.1384,0.4117,0.1422,0.2071
"050US37057","37057",37057,21.4,0.6249,0.6812,0.5558,0.2752,0.553
"050US37059","37059",37059,33.7,0.3665,0.5523,0.4658,0.3668,0.4057
"050US37061","37061",37061,24.3,0.9058,0.9749,0.8683,0.5549,0.9144
"050US37063","37063",37063,57.3,0.5873,0.238,0.9065,0.8661,0.686
"050US37065","37065",37065,22.6,0.966,0.901,0.9418,0.7773,0.9605
"050US37067","37067",37067,88.1,0.7652,0.6825,0.8291,0.7436,0.8126
"050US37069","37069",37069,10.2,0.5819,0.7019,0.756,0.5107,0.6491
"050US37071","37071",37071,56.7,0.6984,0.6163,0.6726,0.4578,0.65
"050US37073","37073",37073,0.6,0.5765,0.5199,0.7464,0.0633,0.4053
"050US37075","37075",37075,13.6,0.7684,0.7792,0.42,0.4591,0.6933
"050US37077","37077",37077,30,0.6745,0.5778,0.8164,0.4811,0.6612
"050US37079","37079",37079,21.6,0.9745,0.8272,0.8883,0.985,0.9863
"050US37081","37081",37081,55.1,0.6962,0.5469,0.8797,0.84,0.7865
"050US37083","37083",37083,47.9,0.9844,0.9007,0.9332,0.936,0.987
"050US37085","37085",37085,51.6,0.7432,0.8107,0.7836,0.4302,0.7372
"050US37087","37087",37087,52.7,0.5266,0.5441,0.2323,0.1702,0.3646
"050US37089","37089",37089,35.9,0.4365,0.5959,0.4913,0.2806,0.4286
"050US37091","37091",37091,51.8,0.9656,0.735,0.9513,0.8279,0.9427
"050US37093","37093",37093,15.8,0.8384,0.9345,0.931,0.6535,0.8909
"050US37095","37095",37095,2,0.9949,0.8966,0.8101,0.1989,0.874
"050US37097","37097",37097,64,0.3487,0.4041,0.615,0.3398,0.3773
"050US37099","37099",37099,37.4,0.8174,0.2899,0.5352,0.9386,0.7862
"050US37101","37101",37101,27.8,0.4683,0.6102,0.7261,0.4152,0.5294
"050US37103","37103",37103,7.9,0.7973,0.2654,0.7598,0.5695,0.6736
"050US37105","37105",37105,60.1,0.8571,0.9666,0.8072,0.6112,0.8953
"050US37107","37107",37107,48.3,0.971,0.9975,0.8794,0.9774,0.9984
"050US37109","37109",37109,23.8,0.2746,0.2685,0.4658,0.2666,0.2517
"050US37111","37111",37111,40.4,0.6421,0.7502,0.3847,0.861,0.7518
"050US37113","37113",37113,21.3,0.6195,0.6351,0.3592,0.2288,0.4906
"050US37115","37115",37115,10.6,0.3573,0.118,0.1654,0.7483,0.35
"050US37117","37117",37117,18.3,0.9275,0.959,0.8641,0.6586,0.9306
"050US37119","37119",37119,45,0.5787,0.4747,0.8915,0.5135,0.6115
"050US37121","37121",37121,78.1,0.5437,0.629,0.2444,0.658,0.5689
"050US37123","37123",37123,25.2,0.5705,0.9628,0.7537,0.5816,0.7741
"050US37125","37125",37125,121.8,0.2778,0.6074,0.5867,0.2157,0.3306
"050US37127","37127",37127,67.5,0.8403,0.741,0.881,0.8804,0.8902
"050US37129","37129",37129,76.6,0.5638,0.0824,0.5797,0.4989,0.4289
"050US37131","37131",37131,15.2,0.9548,0.5157,0.9233,0.7786,0.8906
"050US37133","37133",37133,48.6,0.7585,0.6793,0.7213,0.7499,0.7948
"050US37135","37135",37135,78,0.2857,0.0474,0.686,0.8454,0.3945
"050US37137","37137",37137,3.5,0.5972,0.5603,0.6211,0.4146,0.5616
"050US37139","37139",37139,47.1,0.7324,0.6001,0.8473,0.6774,0.7626
"050US37141","37141",37141,16.7,0.5294,0.4671,0.6204,0.573,0.5606
"050US37143","37143",37143,19.6,0.7175,0.7451,0.6567,0.1858,0.5921
"050US37145","37145",37145,15.9,0.5558,0.6532,0.7165,0.2787,0.5393
"050US37147","37147",37147,94.3,0.8721,0.5282,0.8524,0.9679,0.9001
"050US37149","37149",37149,29.6,0.3121,0.4578,0.4165,0.413,0.3583
"050US37151","37151",37151,25.1,0.6736,0.7681,0.5679,0.4108,0.6475
"050US37153","37153",37153,82.6,0.9761,0.882,0.825,0.9739,0.986
"050US37155","37155",37155,56.3,0.9828,0.9523,0.9758,0.9784,0.9962
"050US37157","37157",37157,44.1,0.875,0.825,0.6516,0.6997,0.8514
"050US37159","37159",37159,48.4,0.7725,0.742,0.6599,0.8832,0.8435
"050US37161","37161",37161,47.7,0.7897,0.8584,0.4973,0.6958,0.8072
"050US37163","37163",37163,30.2,0.93,0.8702,0.8721,0.867,0.9459
"050US37165","37165",37165,80,0.9857,0.8225,0.9135,0.9981,0.9959
"050US37167","37167",37167,30.3,0.6169,0.769,0.5352,0.5549,0.6631
"050US37169","37169",37169,22.5,0.5584,0.4893,0.2959,0.2816,0.4324
"050US37171","37171",37171,97.5,0.8024,0.8797,0.4814,0.622,0.8005
"050US37173","37173",37173,111.1,0.8581,0.832,0.7894,0.8788,0.901
"050US37175","37175",37175,34.5,0.3764,0.4661,0.2959,0.7098,0.4773
"050US37177","37177",37177,5.5,0.819,0.7945,0.8075,0.7531,0.854
"050US37179","37179",37179,23.1,0.2221,0.3786,0.6701,0.0932,0.2008
"050US37181","37181",37181,38.6,0.9532,0.9745,0.929,0.7283,0.9672
"050US37183","37183",37183,35.8,0.2526,0.3229,0.7989,0.4257,0.3621
"050US37185","37185",37185,3.1,0.9707,0.9605,0.931,0.923,0.9879
"050US37187","37187",37187,31.7,0.9475,0.8511,0.9036,0.3716,0.8603
"050US37189","37189",37189,51.2,0.8619,0.0048,0.2444,0.5969,0.4238
"050US37191","37191",37191,35.1,0.8788,0.8991,0.8616,0.9545,0.9564
"050US37193","37193",37193,39.5,0.8164,0.6491,0.3917,0.5272,0.707
"050US37195","37195",37195,43.3,0.9599,0.8543,0.8909,0.8136,0.952
"050US37197","37197",37197,23.9,0.7206,0.5113,0.4741,0.5202,0.6233
"050US37199","37199",37199,32.1,0.7089,0.6971,0.2109,0.2533,0.5307
"050US38001","38001",38001,93.3,0.1495,0.1648,0.2062,0.5708,0.2052
"050US38003","38003",38003,31,0.1355,0.0885,0.2879,0.5838,0.1842
"050US38005","38005",38005,2,0.4117,0.8565,0.9211,0.8107,0.7426
"050US38007","38007",38007,-9,0.0127,0.015,3e-04,0.2113,0.0095
"050US38009","38009",38009,12.1,0.0907,0.1333,0.2854,0.3073,0.111
"050US38011","38011",38011,6.1,0.251,0.5896,0.2164,0.1899,0.2421
"050US38013","38013",38013,7.5,0.0159,0.3194,0.1572,0.0815,0.0363
"050US38015","38015",38015,64,0.0382,0.1556,0.3939,0.7655,0.1963
"050US38017","38017",38017,32,0.1511,0.0649,0.4636,0.7477,0.2485
"050US38019","38019",38019,39.7,0.0563,0.3882,0.1457,0.1992,0.0955
"050US38021","38021",38021,22.6,0.1855,0.2036,0.3217,0.1922,0.146
"050US38023","38023",38023,0.5,0.1858,0.2619,0.413,0.5587,0.2768
"050US38025","38025",38025,1.8,0.2036,0.5819,0.552,0.5927,0.4104
"050US38027","38027",38027,0.1,0.2078,0.5628,0.2733,0.7327,0.4082
"050US38029","38029",38029,25.6,0.1664,0.028,0.0407,0.1705,0.0506
"050US38031","38031",38031,51.5,0.007,0.0716,0.0675,0.1149,0.0127
"050US38033","38033",38033,2.6,0.1024,0.5164,0.4117,0.2711,0.1982
"050US38035","38035",38035,56.8,0.2867,0.0191,0.4839,0.8654,0.3198
"050US38037","38037",38037,5.9,0.1973,0.3124,0.2109,0.3535,0.2097
"050US38039","38039",38039,6.4,0.0258,0.1534,0.021,0.202,0.0407
"050US38041","38041",38041,1.2,0.3268,0.2218,0.1985,0.0853,0.1495
"050US38043","38043",38043,20.8,0.1031,0.0843,0.2444,0.0312,0.0321
"050US38045","38045",38045,7.2,0.0894,0.0843,0.0229,0.0687,0.0305
"050US38047","38047",38047,-9,0.0856,0.3761,0.1037,0.1053,0.0754
"050US38049","38049",38049,15.9,0.1709,0.1588,0.0627,0.1416,0.0907
"050US38051","38051",38051,20.4,0.1674,0.1578,0.1572,0.2867,0.1368
"050US38053","38053",38053,11.6,0.3369,0.1145,0.6029,0.874,0.468
"050US38055","38055",38055,22.6,0.0156,0.2959,0.363,0.1915,0.0662
"050US38057","38057",38057,28.8,0.2577,0.4652,0.2587,0.5056,0.3296
"050US38059","38059",38059,6.7,0.0589,0.0274,0.3592,0.2746,0.0519
"050US38061","38061",38061,3.4,0.4333,0.7868,0.8088,0.8142,0.7156
"050US38063","38063",38063,7,0.0274,0.4047,0.2214,0.0646,0.0468
"050US38065","38065",38065,-9,0.0242,0.5256,0.2164,0.1584,0.0808
