"HEROP_ID","ZCTA5","OtpMinDis","OtpTmDr","OtpCntDr"
"860US15433","15433",10.14,27.7,1
"860US15226","15226",1.2,0,9
"860US15482","15482",3.35,2.73,3
"860US48506","48506",8.2,14.31,3
"860US43153","43153",24.17,41.59,0
"860US27021","27021",19.85,26.66,2
"860US43119","43119",5.74,8.9,7
"860US57564","57564",214.84,NA,0
"860US15033","15033",5.16,13.75,2
"860US03458","03458",25.52,40.4,0
"860US03452","03452",19.93,29.09,1
"860US03301","03301",3.75,0,4
"860US17860","17860",25.73,55.65,0
"860US57104","57104",6.42,0,1
"860US57070","57070",45.14,65.7,0
"860US48726","48726",55.87,78.63,0
"860US46077","46077",17.28,29.6,1
"860US17368","17368",9.21,22.41,4
"860US74941","74941",27.36,67.64,0
"860US74136","74136",4.53,10.96,4
"860US74104","74104",1.24,6.84,4
"860US73622","73622",78.56,129.69,0
"860US17318","17318",5.83,12.42,3
"860US15421","15421",9.66,16.54,1
"860US30230","30230",10.31,22.62,1
"860US47226","47226",33.51,46.12,0
"860US93453","93453",34.39,49.87,0
"860US03053","03053",6.04,17.42,4
"860US17064","17064",8.82,11.98,3
"860US87579","87579",37.58,74.28,0
"860US15142","15142",8.35,18.69,8
"860US15241","15241",8.55,18.19,5
"860US17007","17007",12.89,19.63,2
"860US03446","03446",3.61,0,1
"860US03264","03264",27.63,37.59,0
"860US16637","16637",11.31,12.27,2
"860US57477","57477",173.68,NA,0
"860US37076","37076",3.68,10.78,2
"860US70464","70464",35.57,66.14,0
"860US70809","70809",1.92,0,1
"860US48891","48891",23.6,41.6,0
"860US49961","49961",167.18,NA,0
"860US43569","43569",23.26,36.31,0
"860US28432","28432",31.83,70.56,0
"860US27027","27027",20.02,41.35,0
"860US28107","28107",14.31,19.78,3
"860US15050","15050",14.62,25.71,1
"860US87729","87729",92.79,NA,0
"860US12164","12164",57.73,86.31,0
"860US46763","46763",16.99,31.38,0
"860US18833","18833",36.51,73.66,0
"860US08088","08088",12.26,14.89,7
"860US08641","08641",14.45,25.43,2
"860US16877","16877",12.75,37.85,0
"860US15940","15940",14.99,26.46,1
"860US57445","57445",166.36,NA,0
"860US57341","57341",169.18,NA,0
"860US13905","13905",8.96,12.03,1
"860US12977","12977",58.17,93.51,0
"860US46126","46126",13.91,30.44,0
"860US69138","69138",243.7,NA,0
"860US13413","13413",3.76,10.92,3
"860US12469","12469",38.3,69.55,0
"860US10927","10927",5.99,10.72,4
"860US43754","43754",47.87,79.3,0
"860US19526","19526",18.37,23.41,3
"860US03773","03773",24.66,42.46,0
"860US28374","28374",0.72,0,1
"860US57620","57620",186.99,NA,0
"860US13755","13755",63.38,94.66,0
"860US03285","03285",45.65,52.82,0
"860US38858","38858",38.37,81.79,0
"860US47837","47837",25.67,34.3,0
"860US17365","17365",14.17,22.85,2
"860US15051","15051",8.89,19.77,6
"860US18221","18221",5.94,11.76,1
"860US19132","19132",1.43,4.18,33
"860US87939","87939",104.74,NA,0
"860US03595","03595",36.28,45.04,0
"860US03853","03853",30.28,70.92,0
"860US13808","13808",53.28,78.97,0
"860US12036","12036",51.97,69.37,0
"860US37027","37027",13.49,18.52,2
"860US12580","12580",9.34,11.2,3
"860US10975","10975",13.72,28.59,1
"860US37078","37078",36.14,54.25,0
"860US37014","37014",24.65,36.62,0
"860US37208","37208",1.92,6.31,2
"860US28634","28634",15.74,20.76,2
"860US74422","74422",39.45,55.02,0
"860US10996","10996",8.52,24.64,2
"860US13847","13847",44.08,73.08,0
"860US27291","27291",29.47,42.96,0
"860US68031","68031",50.46,58.93,0
"860US12792","12792",23.03,48.71,0
"860US07630","07630",3.16,8.71,45
"860US08721","08721",4.31,16.05,4
"860US08326","08326",11.62,11.31,4
"860US07050","07050",0.91,3.16,35
"860US55040","55040",35.49,45.06,0
"860US56026","56026",60.21,74.08,0
"860US55044","55044",14.6,15.5,3
"860US73853","73853",125.17,NA,0
"860US02921","02921",3.92,10.69,15
"860US13489","13489",24.69,36.96,0
"860US68766","68766",155.13,NA,0
"860US68403","68403",26.96,32.23,0
"860US41557","41557",8.06,21.85,1
"860US41667","41667",16.88,42.57,0
"860US13066","13066",6.75,12.42,3
"860US28640","28640",22.75,41.02,0
"860US25550","25550",37.73,50.56,0
"860US24280","24280",13.41,15.65,1
"860US54837","54837",83.4,110.59,0
"860US54174","54174",55.37,78.46,0
"860US58772","58772",117.12,NA,0
"860US58356","58356",148.1,NA,0
"860US58250","58250",166.4,NA,0
"860US64651","64651",93.09,NA,0
"860US65603","65603",45.82,72.09,0
"860US64453","64453",55.54,91.4,0
"860US50527","50527",143.64,NA,0
"860US71235","71235",44.44,63.59,0
"860US70039","70039",16.89,31.83,0
"860US71043","71043",33.17,41.96,0
"860US38953","38953",88.29,NA,0
"860US63537","63537",55.76,73.62,0
"860US63013","63013",53.9,77.51,0
"860US47231","47231",47.55,74.02,0
"860US47855","47855",25.93,40.96,0
"860US10941","10941",4.06,0,1
"860US44813","44813",13.06,19.32,1
"860US43074","43074",17.23,26.98,1
"860US28304","28304",3.75,0,2
"860US43031","43031",17.92,29.63,1
"860US47648","47648",23.51,32.58,0
"860US46783","46783",18.79,26.85,1
"860US46506","46506",21.61,35.8,0
"860US47456","47456",29.4,47.74,0
"860US55718","55718",33.23,38.87,0
"860US51566","51566",49.63,69.95,0
"860US50565","50565",138.56,NA,0
"860US45218","45218",1.99,5.82,16
"860US44702","44702",1.08,4.92,3
"860US43077","43077",18.83,32.3,0
"860US45246","45246",1.25,0,20
"860US15364","15364",21.86,34.15,0
"860US19031","19031",7.51,12.02,28
"860US17538","17538",5.5,15.99,2
"860US16627","16627",27.23,43.37,0
"860US58254","58254",129.88,NA,0
"860US58233","58233",147.63,NA,0
"860US46561","46561",16.02,26.44,1
"860US50126","50126",77.42,82.95,0
"860US50051","50051",49.48,62.76,0
"860US50702","50702",67.05,68.58,0
"860US71454","71454",40.13,67.86,0
"860US50003","50003",22.32,27.49,1
"860US58795","58795",134.45,NA,0
"860US19085","19085",5.39,11.03,24
"860US15218","15218",2.03,5.97,9
"860US43062","43062",11.28,20.83,4
"860US17213","17213",34.85,91.72,0
"860US50327","50327",10.29,14.5,4
"860US51520","51520",71.33,90.14,0
"860US50063","50063",18,30.63,0
"860US50233","50233",33.96,42.52,0
"860US50134","50134",21.78,29.59,1
"860US52339","52339",64.52,72.29,0
"860US52045","52045",34.43,47.16,0
"860US65618","65618",34.71,87.28,0
"860US50647","50647",88.35,90.79,0
"860US52742","52742",26.13,26.58,1
"860US61368","61368",47.89,69.25,0
"860US59349","59349",239.66,NA,0
"860US01516","01516",7.39,18.47,11
"860US64097","64097",37.7,54.06,0
"860US65258","65258",50.88,67.22,0
"860US66093","66093",68.04,107.48,0
"860US63567","63567",86.04,NA,0
"860US67149","67149",24.4,40.43,0
"860US66105","66105",2.95,5.7,5
"860US67442","67442",89.42,NA,0
"860US68462","68462",15.45,19.96,2
"860US68715","68715",124.77,NA,0
"860US59046","59046",71.07,81.92,0
"860US66025","66025",10.31,14.69,1
"860US48888","48888",37.3,69.64,0
"860US49822","49822",202.73,NA,0
"860US23336","23336",16.57,32.86,0
"860US59750","59750",107.14,NA,0
"860US40243","40243",3.11,10.06,4
"860US56594","56594",34.38,41.98,0
"860US68022","68022",12.72,17.43,2
"860US68901","68901",120.21,NA,0
"860US71326","71326",66.89,96.74,0
"860US67671","67671",160.26,NA,0
"860US13661","13661",29.27,32.28,0
"860US51019","51019",94.03,NA,0
"860US52156","52156",72.25,100.92,0
"860US04252","04252",13.39,21.83,1
"860US04342","04342",31.99,45.07,0
"860US04234","04234",36.66,64.25,0
"860US27965","27965",20.36,34.68,0
"860US04989","04989",10.93,21.04,1
"860US04022","04022",43.52,70.58,0
"860US04087","04087",30.07,44.9,0
"860US04543","04543",25.66,32.02,0
"860US48104","48104",3.6,11.11,2
"860US20736","20736",12.84,21.25,1
"860US20878","20878",5.72,12.34,3
"860US28027","28027",6.24,14.25,4
"860US70773","70773",28.44,40.31,0
"860US04071","04071",24.96,38.26,0
"860US04355","04355",24.43,44.29,0
"860US04428","04428",13.26,25.56,3
"860US04276","04276",49.08,68.29,0
"860US12932","12932",38.35,53.23,0
"860US11356","11356",3.17,8.36,69
"860US13153","13153",20.28,35.68,0
"860US38658","38658",66.9,76.95,0
"860US04966","04966",59.24,88.65,0
"860US67420","67420",158.74,NA,0
"860US66866","66866",44.39,48.31,0
"860US66771","66771",53.83,99.55,0
"860US67460","67460",65.01,62.06,0
"860US01467","01467",10.17,22.45,2
"860US01960","01960",1.25,0,11
"860US01845","01845",6.06,11.6,9
"860US55352","55352",27.72,34.44,0
"860US21804","21804",5.66,0,3
"860US38774","38774",94.14,NA,0
"860US38962","38962",91.32,NA,0
"860US38855","38855",38.55,51.27,0
"860US75948","75948",49.64,63.01,0
"860US24127","24127",21.49,46.52,0
"860US45897","45897",32.18,34.26,0
"860US20711","20711",17.75,27.7,3
"860US02190","02190",0.89,0,18
"860US41003","41003",34.9,65.23,0
"860US40379","40379",20.34,31.12,0
"860US41848","41848",25.3,50.35,0
"860US41264","41264",14.46,23.56,1
"860US21770","21770",11.52,16.66,4
"860US55104","55104",3.61,10.04,12
"860US67637","67637",190.67,NA,0
"860US02135","02135",0.78,0,20
"860US16371","16371",21.19,35.41,0
"860US68862","68862",173.34,NA,0
"860US89448","89448",18.33,41.25,0
"860US42054","42054",35.64,59.54,0
"860US40824","40824",40.99,71.27,0
"860US49668","49668",91.18,127.05,0
"860US48442","48442",17.28,30.44,0
"860US48455","48455",26.88,37.04,0
"860US55949","55949",48.16,72.19,0
"860US56236","56236",124,NA,0
"860US02375","02375",7.41,16.61,8
"860US27957","27957",24.38,48.97,0
"860US15954","15954",12.98,22.12,2
"860US17026","17026",11.4,20.43,3
"860US08002","08002",1.81,0,32
"860US08551","08551",3.77,0,4
"860US49346","49346",45.85,69.9,0
"860US55333","55333",108.88,NA,0
"860US65674","65674",51.31,54.44,0
"860US56048","56048",75.19,85.92,0
"860US91387","91387",14.13,21.07,8
"860US91911","91911",1.05,0,6
"860US28751","28751",8.72,16.57,2
"860US27828","27828",12.31,19.25,3
"860US56727","56727",176.52,NA,0
"860US63539","63539",89.6,NA,0
"860US01523","01523",6.86,12.64,10
"860US02155","02155",4.55,10.07,23
"860US55303","55303",19.69,23.6,3
"860US55090","55090",10.46,18.69,7
"860US01810","01810",4.99,12.33,8
"860US02464","02464",5.04,8.77,19
"860US01079","01079",12.6,16.19,7
"860US01103","01103",0.98,1.46,12
"860US55811","55811",10.69,10.61,1
"860US55408","55408",3.7,6.15,11
"860US63026","63026",20.16,31.83,0
"860US46171","46171",31.62,36.57,0
"860US47140","47140",43.73,64.54,0
"860US46323","46323",7.12,11.72,23
"860US46110","46110",12.86,36.1,0
"860US03583","03583",38.28,59.29,0
"860US03605","03605",37.74,57.87,0
"860US01071","01071",8.64,16.41,1
"860US38862","38862",43.93,64.71,0
"860US49056","49056",34.79,53.04,0
"860US02481","02481",6.64,16.08,15
"860US02149","02149",2.36,4.5,23
"860US39149","39149",41.74,75.92,0
"860US48341","48341",2.89,7.83,6
"860US56382","56382",45.82,68.79,0
"860US56754","56754",123.39,NA,0
"860US55968","55968",42.22,57.16,0
"860US55354","55354",51.71,64.75,0
"860US55927","55927",28.74,36.03,0
"860US55764","55764",100.53,NA,0
"860US03079","03079",8.33,14.1,7
"860US12418","12418",39.35,61.42,0
"860US13788","13788",58.01,90.87,0
"860US87104","87104",1.59,6.08,13
"860US48446","48446",27.82,35.06,0
"860US49795","49795",15.4,23.02,2
"860US38759","38759",103.8,NA,0
"860US49269","49269",12.06,16.36,1
"860US46034","46034",26.73,44.22,0
"860US47921","47921",38.96,48.57,0
"860US64642","64642",75.65,105.17,0
"860US49735","49735",2.5,0,2
"860US61345","61345",51.42,71.18,0
"860US61479","61479",25.13,40.37,0
"860US61239","61239",13.67,21.83,2
"860US87021","87021",72.48,NA,0
"860US28739","28739",7.86,23.53,2
"860US14729","14729",37.2,47.6,0
"860US27283","27283",15.78,28.15,1
"860US38639","38639",58.93,66.86,0
"860US39162","39162",39.63,67.81,0
"860US64133","64133",5.35,10.31,6
"860US64011","64011",29.71,45.15,0
"860US51401","51401",90.92,116.2,0
"860US50058","50058",71.43,90.6,0
"860US65076","65076",53.96,71.76,0
"860US19964","19964",14.76,29.02,1
"860US47353","47353",18.7,18.3,1
"860US61285","61285",49.22,64.17,0
"860US67057","67057",113.92,NA,0
"860US74337","74337",35.51,43.36,0
"860US73021","73021",65.63,100.02,0
"860US73532","73532",81.84,NA,0
"860US74852","74852",39.86,82.53,0
"860US64084","64084",43.86,64.21,0
"860US65449","65449",102.31,NA,0
"860US51439","51439",78.72,105.28,0
"860US63866","63866",43.89,58.02,0
"860US65237","65237",32.37,49.31,0
"860US39347","39347",29.76,54.78,0
"860US65026","65026",58.27,79.86,0
"860US63675","63675",50.07,84.84,0
"860US50436","50436",112.3,NA,0
"860US51448","51448",95.56,NA,0
"860US27864","27864",18.68,33.02,0
"860US43549","43549",49.64,64.93,0
"860US13732","13732",18.03,26.23,1
"860US78040","78040",2.86,7.69,1
"860US72438","72438",34.05,53.84,0
"860US02632","02632",9.69,17.46,1
"860US87059","87059",20.5,43.28,0
"860US02864","02864",5.75,12.55,16
"860US46913","46913",23.13,46.81,0
"860US07675","07675",6.29,12.9,27
"860US07062","07062",1.06,5.83,16
"860US36370","36370",27.72,44.06,0
"860US35979","35979",14.23,28.28,1
"860US38316","38316",34.29,44.21,0
"860US08865","08865",2.04,0,3
"860US28683","28683",23.2,49.01,0
"860US28577","28577",28.34,51.94,0
"860US75565","75565",38.32,65.71,0
"860US25088","25088",24.2,83.98,0
"860US82640","82640",269.09,NA,0
"860US38454","38454",22.54,38.1,0
"860US05260","05260",17.1,24.66,1
"860US39111","39111",46.11,59.18,0
"860US57717","57717",282.6,NA,0
"860US79854","79854",154.7,NA,0
"860US53566","53566",44.51,49.8,0
"860US77077","77077",7.43,19.27,9
"860US04548","04548",42.41,57.58,0
"860US40006","40006",31.02,48.07,0
"860US71023","71023",23.53,37.55,0
"860US04648","04648",54.46,87.51,0
"860US29926","29926",15.55,53.11,0
"860US13756","13756",56.72,77.03,0
"860US25118","25118",30.02,57.39,0
"860US25559","25559",17.52,26.88,1
"860US62958","62958",19.4,41.56,0
"860US60628","60628",0.52,0,40
"860US48658","48658",50.71,50.67,0
"860US40771","40771",9.33,15.62,1
"860US76370","76370",41.38,72.96,0
"860US29563","29563",28.43,56.82,0
"860US95017","95017",18.4,27.9,1
"860US94564","94564",7.88,11.38,8
"860US26753","26753",8.33,10.46,2
"860US15068","15068",10.65,28.85,1
"860US39834","39834",10.43,18.92,1
"860US91775","91775",5.1,13.16,19
"860US06418","06418",1.35,4.51,19
"860US34235","34235",7.78,20.92,3
"860US80241","80241",8.46,17.16,9
"860US29724","29724",11.98,22.06,1
"860US57233","57233",102.6,NA,0
"860US16045","16045",3.28,8.19,1
"860US16695","16695",23.14,24.49,1
"860US85349","85349",17.73,30.63,0
"860US72955","72955",18.15,56.17,0
"860US04841","04841",2.96,0,1
"860US04613","04613",66.19,96.02,0
"860US54757","54757",44.38,47.62,0
"860US96049","96049",61.43,158,0
"860US03903","03903",4.63,15.68,2
"860US96776","96776",30.88,63.68,0
"860US56550","56550",41.68,55.3,0
"860US57638","57638",134.9,NA,0
"860US04734","04734",136.24,NA,0
"860US60511","60511",17.36,26.54,1
"860US60651","60651",1.33,0,43
"860US04758","04758",141.97,NA,0
"860US37026","37026",53.72,93.68,0
"860US85747","85747",11.74,18.09,6
"860US93042","93042",80.76,NA,0
"860US85028","85028",5.76,12.5,30
"860US73855","73855",187.61,NA,0
"860US47038","47038",21.26,49.85,0
"860US21851","21851",2.47,0,1
"860US10580","10580",8.68,12.08,22
"860US11792","11792",11.64,18.41,1
"860US05845","05845",16.37,21.13,1
"860US51052","51052",101.41,NA,0
"860US32926","32926",6.42,11.2,1
"860US30305","30305",6.09,13.97,9
"860US76667","76667",47.92,62.36,0
"860US63052","63052",26.38,39.26,0
"860US79758","79758",13.59,21.72,2
"860US77450","77450",15.53,29.16,3
"860US78228","78228",0.89,0,10
"860US41168","41168",17.07,37.82,0
"860US14769","14769",41.73,57.12,0
"860US12726","12726",36.42,65.2,0
"860US05158","05158",22.31,28.7,1
"860US47713","47713",2.96,8.6,1
"860US62277","62277",45.71,75.8,0
"860US01089","01089",2.65,7.17,12
"860US03868","03868",7.96,19.97,1
"860US01983","01983",4.69,10.8,12
"860US64024","64024",31.69,42.07,0
"860US68731","68731",109.46,NA,0
"860US41204","41204",8.02,18.87,1
"860US44077","44077",8.33,11.53,1
"860US15502","15502",27.53,34.48,0
"860US97201","97201",1.19,5.12,11
"860US26070","26070",3.95,25.72,1
"860US26031","26031",11.62,16.84,1
"860US06098","06098",12.48,13.07,2
"860US75135","75135",9.34,16.57,1
"860US23102","23102",19.83,31.8,0
"860US51555","51555",27.56,33.86,0
"860US83237","83237",25.24,32.77,0
"860US61016","61016",7.78,10.36,1
"860US66048","66048",29.73,46.68,0
"860US93111","93111",3.06,6.56,1
"860US47390","47390",34.24,48.27,0
"860US45053","45053",15.49,33.13,0
"860US55069","55069",61.1,61.47,0
"860US98528","98528",24.65,30.98,0
"860US98126","98126",4.89,13.07,8
"860US02467","02467",1.86,0,20
"860US01073","01073",9.03,15.64,8
"860US08075","08075",5.28,14.84,30
"860US23059","23059",1.7,0,4
"860US62984","62984",45.88,62.74,0
"860US46406","46406",3.9,7.78,17
"860US52768","52768",18.36,36.93,0
"860US78565","78565",26.02,37.71,0
"860US21701","21701",6.97,0,3
"860US29464","29464",7.33,14.36,3
"860US04084","04084",18.01,29.61,1
"860US20842","20842",11.36,28.15,1
"860US84312","84312",23.19,34.17,0
"860US58538","58538",69.99,120.18,0
"860US77018","77018",2.5,6.54,13
"860US84335","84335",7.98,10.29,1
"860US84405","84405",5.68,12.88,2
"860US24055","24055",34.9,51.3,0
"860US45203","45203",1.34,4.82,14
"860US05062","05062",22.37,59.08,0
"860US28556","28556",28.01,52.51,0
"860US80807","80807",114.98,NA,0
"860US06340","06340",3.84,10.21,5
"860US01364","01364",15.95,26.67,1
"860US12549","12549",10.44,13.76,2
"860US13224","13224",1.78,0,3
"860US98230","98230",17.9,29.23,1
"860US32320","32320",52.83,94.79,0
"860US20607","20607",8.83,16.9,3
"860US76044","76044",21.25,32.02,0
"860US10920","10920",2.11,4.51,6
"860US24464","24464",21.89,50.41,0
"860US19702","19702",2.37,0,12
"860US94131","94131",1.82,6.64,14
"860US80227","80227",6.57,13.83,11
"860US33462","33462",3.14,8.24,14
"860US34949","34949",3.73,10.85,2
"860US13042","13042",26.1,42.69,0
"860US25504","25504",13.89,22.2,1
"860US21042","21042",2.21,0,22
"860US02840","02840",1.27,0,4
"860US08345","08345",14.04,23.99,2
"860US67337","67337",37.18,61.18,0
"860US38847","38847",30.2,55.82,0
"860US64672","64672",71.25,102.51,0
"860US04640","04640",41.9,64.95,0
"860US20686","20686",8.4,16.81,1
"860US64105","64105",1.65,4.96,6
"860US59353","59353",239.82,NA,0
"860US74902","74902",13.75,35.35,0
"860US26276","26276",47.57,81.6,0
"860US93638","93638",29.29,28.61,2
"860US07833","07833",19.36,30.59,0
"860US11954","11954",29.26,56.37,0
"860US78336","78336",18.83,26.69,2
"860US25110","25110",22.23,37.33,0
"860US25836","25836",11.17,32.15,0
"860US20781","20781",1.56,10.5,4
"860US07737","07737",3.25,10.25,7
"860US08086","08086",8.5,16.16,23
"860US08226","08226",12.02,19.03,4
"860US29836","29836",39.41,74.44,0
"860US24957","24957",48.53,54.61,0
"860US26230","26230",55.76,117.9,0
"860US81081","81081",108.44,NA,0
"860US08204","08204",8.74,19.34,1
"860US03467","03467",12.68,29.5,1
"860US07008","07008",5.68,11.04,22
"860US25537","25537",16.11,30.88,0
"860US26175","26175",44.58,73.23,0
"860US20020","20020",0.91,NA,0
"860US06483","06483",3.77,8.88,19
"860US84710","84710",81.02,135.12,0
"860US23898","23898",12.56,28.21,1
"860US05657","05657",31.81,54.8,0
"860US33957","33957",22.71,49.13,0
"860US37012","37012",44.35,55.11,0
"860US38007","38007",9.56,17.28,1
"860US37742","37742",13.48,21.25,1
"860US18042","18042",5.27,7.75,3
"860US02807","02807",24.16,83.86,0
"860US12472","12472",9.86,13.1,1
"860US36584","36584",45.46,89.72,0
"860US32533","32533",4.56,0,2
"860US06469","06469",12.84,26.92,2
"860US08759","08759",8.46,22.45,3
"860US32086","32086",5.85,0,1
"860US32459","32459",27.9,52.23,0
"860US60942","60942",48.92,76.52,0
"860US60091","60091",3.76,5.93,17
"860US06704","06704",2.04,0,5
"860US01346","01346",16.56,42.04,0
"860US51545","51545",54.53,55.72,0
"860US67756","67756",163.56,NA,0
"860US50025","50025",79.94,95.48,0
"860US61875","61875",9.63,14.7,2
"860US65631","65631",16.05,32.54,0
"860US65263","65263",43.79,58.36,0
"860US75765","75765",25.84,39.33,0
"860US68874","68874",204.98,NA,0
"860US59853","59853",101.39,230.95,0
"860US03064","03064",5.55,10.32,5
"860US38954","38954",85.94,NA,0
"860US62610","62610",52.54,66.09,0
"860US53934","53934",85.57,103.67,0
"860US79853","79853",36.49,44.43,0
"860US77504","77504",3.21,6.48,10
"860US63769","63769",23.92,32.78,0
"860US39423","39423",61.93,89.37,0
"860US25920","25920",18.04,31.79,0
"860US01026","01026",3.11,13.42,1
"860US31808","31808",9.47,18.55,2
"860US11430","11430",5.32,9.71,72
"860US13863","13863",33.81,48.58,0
"860US13363","13363",11.33,17.04,1
"860US78141","78141",44.79,71.61,0
"860US62886","62886",63.34,86.8,0
"860US46366","46366",31.98,45.29,0
"860US76070","76070",36.75,50.34,0
"860US52646","52646",46.97,95.96,0
"860US61364","61364",18.03,28.91,1
"860US88113","88113",86.69,NA,0
"860US75019","75019",4.51,11.42,9
"860US05732","05732",16.53,26.73,1
"860US05257","05257",29.33,44.58,0
"860US05855","05855",2.09,0,1
"860US54435","54435",41.12,53.66,0
"860US75152","75152",22.54,33.65,0
"860US24437","24437",6.54,16.28,2
"860US13439","13439",28.44,35.34,0
"860US87107","87107",0.52,0,13
"860US12858","12858",56.33,97.26,0
"860US15684","15684",13.93,23.57,2
"860US10069","10069",0.56,3.03,91
"860US62006","62006",25.37,69.16,0
"860US28394","28394",15.26,29.11,2
"860US75080","75080",5.91,14.64,16
"860US77373","77373",6.22,13.51,3
"860US76002","76002",9.48,14.04,8
"860US77045","77045",3.98,10.86,12
"860US75206","75206",4.75,9.76,16
"860US78218","78218",2.35,7.44,11
"860US76179","76179",8.43,13.87,9
"860US12781","12781",17.66,30.53,0
"860US10520","10520",8.56,13.18,1
"860US75407","75407",9.52,15.55,1
"860US59013","59013",46.72,54.85,0
"860US12070","12070",5.21,12.42,1
"860US27927","27927",26.65,56.79,0
"860US32445","32445",32.44,64.66,0
"860US79782","79782",22.43,23.94,1
"860US79520","79520",42.32,53.46,0
"860US76114","76114",3.36,9.15,9
"860US77982","77982",46.59,72.59,0
"860US75038","75038",5.09,8.73,12
"860US77856","77856",40.6,56.99,0
"860US79403","79403",6.31,0,2
"860US05471","05471",28.7,51.9,0
"860US05672","05672",28.67,48.42,0
"860US79261","79261",96.83,NA,0
"860US76360","76360",32.37,36.52,0
"860US76548","76548",18.81,24.94,1
"860US58318","58318",86.34,120.56,0
"860US79561","79561",30.31,32.27,0
"860US22315","22315",6.94,14.72,3
"860US37688","37688",33.18,60.01,0
"860US24894","24894",21.12,58.83,0
"860US37919","37919",5.9,15.24,2
"860US76126","76126",6.95,10.83,8
"860US41064","41064",32.81,79.08,0
"860US22601","22601",1.81,2.43,2
"860US22920","22920",12.6,22.11,1
"860US77807","77807",15.26,17.89,1
"860US79105","79105",40.92,68.3,0
"860US13810","13810",46.4,81.87,0
"860US14548","14548",28.93,35.79,0
"860US41539","41539",14.61,33.93,0
"860US79255","79255",82.52,124.32,0
"860US05766","05766",35.84,56.67,0
"860US79518","79518",77.79,106.56,0
"860US98381","98381",73.85,96.18,0
"860US15617","15617",8.5,15.47,3
"860US15537","15537",38.43,50.11,0
"860US38485","38485",32.92,38.26,0
"860US24139","24139",35.19,60.59,0
"860US76504","76504",4.93,0,1
"860US77066","77066",7.53,14.62,7
"860US37240","37240",0.99,4.2,2
"860US14549","14549",29.91,43.52,0
"860US81624","81624",52.56,59.66,0
"860US20155","20155",9.8,21.16,1
"860US23856","23856",27.87,42.36,0
"860US75044","75044",6.77,12.06,11
"860US98610","98610",42.85,68.33,0
"860US05654","05654",8.99,12.45,1
"860US05464","05464",24.09,40.12,0
"860US24472","24472",23.29,28.68,1
"860US40844","40844",21.1,43.28,0
"860US70723","70723",26.95,52.13,0
"860US71118","71118",9.68,15.73,1
"860US70065","70065",12.73,22.35,1
"860US70126","70126",6.81,11.47,2
"860US39039","39039",37.03,61.41,0
"860US63385","63385",22.21,31.12,0
"860US13052","13052",35.29,51.04,0
"860US10928","10928",6.75,17.33,2
"860US70447","70447",17.25,35.99,0
"860US99208","99208",12.21,14.71,2
"860US37820","37820",25.93,39.8,0
"860US24641","24641",6.13,10.01,1
"860US98014","98014",18.21,29.33,1
"860US07604","07604",4.03,8.81,70
"860US05753","05753",40.76,50.48,0
"860US05403","05403",1.19,0,1
"860US05647","05647",19.32,33.54,0
"860US75640","75640",13.93,22.22,1
"860US75656","75656",38.57,51.09,0
"860US65081","65081",32.74,37.46,0
"860US64128","64128",3.09,7.32,6
"860US71079","71079",63.04,92.04,0
"860US98499","98499",1.63,0,6
"860US98337","98337",3.92,4.84,1
"860US37402","37402",2.26,4.07,6
"860US49743","49743",59.7,112.26,0
"860US24811","24811",30.76,64.55,0
"860US23504","23504",4.3,7.12,8
"860US54653","54653",19.32,30.39,0
"860US23071","23071",18.84,46.92,0
"860US38116","38116",6.14,12.65,4
"860US22520","22520",21.92,86.94,0
"860US04347","04347",26.1,33.32,0
"860US04097","04097",17.51,27.24,2
"860US04092","04092",1.92,0,3
"860US54499","54499",35.21,46.24,0
"860US49013","49013",28.55,42.87,0
"860US56186","56186",65.77,89.84,0
"860US05641","05641",6.57,0,1
"860US22719","22719",21.54,39.21,0
"860US25022","25022",36.9,68.31,0
"860US98665","98665",2.62,6.47,7
"860US37205","37205",5.69,9.2,2
"860US38241","38241",23.14,40,0
"860US99150","99150",142.02,NA,0
"860US98933","98933",21.08,43.25,0
"860US25053","25053",36.34,52.56,0
"860US25501","25501",33.52,48.96,0
"860US98619","98619",81.37,137.02,0
"860US25134","25134",19.87,43.66,0
"860US98005","98005",1.47,5.7,10
"860US23486","23486",50.58,66.54,0
"860US53590","53590",12.68,16.46,4
"860US54760","54760",38.51,44.76,0
"860US79901","79901",1.46,4.11,2
"860US38459","38459",38.84,51.03,0
"860US38049","38049",29.41,40.76,0
"860US55979","55979",37.04,45.34,0
"860US71474","71474",37.39,45.44,0
"860US71264","71264",23.11,50.33,0
"860US98188","98188",2.65,11.69,10
"860US25915","25915",21.05,46.28,0
"860US54872","54872",88.17,108.43,0
"860US54720","54720",2.34,10.22,1
"860US55304","55304",14.52,23.76,2
"860US55738","55738",63.16,87.8,0
"860US56521","56521",65.62,84.84,0
"860US05445","05445",14.74,25.68,1
"860US05822","05822",19.72,25.55,1
"860US05495","05495",6.56,10.92,1
"860US05465","05465",15.81,30.77,0
"860US63628","63628",64.59,76.31,0
"860US13682","13682",13.64,28.92,1
"860US37335","37335",31.7,47.31,0
"860US37075","37075",15.8,27.92,2
"860US52561","52561",46.66,54.52,0
"860US04290","04290",38,60.95,0
"860US53711","53711",2.88,5.62,4
"860US53139","53139",18.69,26.11,1
"860US54527","54527",119.25,NA,0
"860US53066","53066",17.71,24.68,1
"860US99604","99604",1123.58,NA,0
