"HEROP_ID","ZCTA5","OtpMinDis","OtpTmDr","OtpCntDr"
"860US45853","45853",27.09,36.92,0
"860US73720","73720",58.05,84.8,0
"860US65457","65457",96.32,NA,0
"860US68415","68415",62.81,78.18,0
"860US28551","28551",13.9,28.1,1
"860US28554","28554",16.69,30.14,0
"860US68419","68419",13.42,23.12,1
"860US44693","44693",37.96,65.61,0
"860US65470","65470",69.3,103.44,0
"860US28904","28904",14.37,20.19,1
"860US82834","82834",199.03,NA,0
"860US24528","24528",33.27,54.06,0
"860US67071","67071",113.84,NA,0
"860US82839","82839",127.69,NA,0
"860US67073","67073",60.1,58.01,0
"860US24531","24531",20.95,36.32,0
"860US45334","45334",23.54,38.06,0
"860US16730","16730",21.17,31.34,0
"860US16735","16735",31.5,35.97,0
"860US12530","12530",23.17,32.56,0
"860US16802","16802",3.77,6.6,1
"860US16821","16821",15.55,25.95,1
"860US12534","12534",26.78,40.24,0
"860US16825","16825",8.08,12.07,1
"860US12547","12547",6.93,17.76,3
"860US19055","19055",1.72,5.77,13
"860US19074","19074",5.39,10.87,21
"860US08310","08310",12.73,13.59,4
"860US16915","16915",50.87,71.9,0
"860US16920","16920",26.33,42.13,0
"860US12722","12722",13.4,21,1
"860US08502","08502",11.66,17.82,6
"860US26851","26851",33.88,48.9,0
"860US08528","08528",12.9,20.54,6
"860US21863","21863",15.95,18.99,2
"860US21867","21867",18.06,23.13,1
"860US08553","08553",13.66,21.75,7
"860US21890","21890",14.51,16.02,4
"860US21913","21913",4.49,9.28,4
"860US21914","21914",7.22,15.55,6
"860US13333","13333",38.31,50.08,0
"860US13338","13338",42.04,49.35,0
"860US97739","97739",36.96,51.12,0
"860US97037","97037",99,140.37,0
"860US97601","97601",53.65,111.7,0
"860US97836","97836",60.56,105.42,0
"860US97038","97038",30.26,35.84,0
"860US97214","97214",0.36,0,11
"860US15561","15561",22.67,30.7,0
"860US15642","15642",9.42,18.78,6
"860US18974","18974",1.54,0,11
"860US15716","15716",1.63,8.06,1
"860US15370","15370",15.97,18.08,1
"860US15449","15449",8.9,13.86,2
"860US15260","15260",0.76,0.04,9
"860US17982","17982",15.76,30.22,0
"860US82901","82901",198.21,NA,0
"860US82922","82922",163.06,NA,0
"860US82925","82925",192.1,NA,0
"860US28628","28628",8.51,11.06,2
"860US62949","62949",16.61,29.54,1
"860US28630","28630",10.43,16.08,3
"860US62953","62953",15.82,26.96,1
"860US54806","54806",87.49,102.62,0
"860US65608","65608",47.99,78.57,0
"860US66736","66736",69.64,118.32,0
"860US24151","24151",31.11,42.43,0
"860US38504","38504",61.08,90.61,0
"860US82215","82215",168.77,NA,0
"860US66741","66741",56.28,84.76,0
"860US28643","28643",28.05,53.92,0
"860US67459","67459",105.34,NA,0
"860US69142","69142",272.65,NA,0
"860US08316","08316",16.67,26.61,1
"860US08320","08320",6.8,24.6,2
"860US26679","26679",38.97,74.87,0
"860US26704","26704",32.23,44.12,0
"860US13134","13134",28.01,44.72,0
"860US17257","17257",39.29,46.52,0
"860US17266","17266",32.92,45.17,0
"860US17306","17306",24.23,44.01,0
"860US17307","17307",26.9,42.92,0
"860US13163","13163",21.39,28.89,1
"860US17317","17317",9.03,15.46,4
"860US13205","13205",4.85,9.24,3
"860US13211","13211",4.86,7.45,3
"860US13290","13290",2.02,7.34,3
"860US13309","13309",25.9,43.34,0
"860US13341","13341",11.57,20.44,3
"860US17407","17407",10.28,16.55,2
"860US13365","13365",28.09,33.94,0
"860US17507","17507",11.34,20.43,3
"860US13410","13410",29.54,36.75,0
"860US24609","24609",3.9,0,1
"860US24612","24612",5.62,10.69,1
"860US24614","24614",30.13,51.76,0
"860US24620","24620",28.54,75.36,0
"860US67207","67207",0.38,0,4
"860US24635","24635",37.39,57.84,0
"860US24639","24639",13.18,22.96,1
"860US45428","45428",0.78,0,9
"860US68934","68934",111.04,NA,0
"860US15560","15560",23.46,44.17,0
"860US18970","18970",2.6,7.12,2
"860US17850","17850",8.72,20.48,2
"860US29153","29153",4.97,11.14,1
"860US29907","29907",24.78,51.9,0
"860US29046","29046",20.08,30.78,0
"860US29940","29940",24.02,29.71,1
"860US57379","57379",141.37,NA,0
"860US57532","57532",239.16,NA,0
"860US57758","57758",225.11,NA,0
"860US38012","38012",30.77,36.21,0
"860US57788","57788",272.35,NA,0
"860US37379","37379",23.27,31.92,0
"860US37098","37098",15.8,35.72,0
"860US38311","38311",19.81,38.7,0
"860US37032","37032",18.55,45.11,0
"860US37821","37821",1.48,0,1
"860US38341","38341",39.89,40.61,0
"860US38254","38254",27.47,51.36,0
"860US69148","69148",183.67,NA,0
"860US67475","67475",80.82,106.5,0
"860US69152","69152",293.96,NA,0
"860US69154","69154",189.78,NA,0
"860US66209","66209",3.04,6.04,5
"860US68157","68157",5.9,12.16,3
"860US23890","23890",21.73,31.1,0
"860US62707","62707",4.78,14.98,3
"860US28444","28444",44.53,69.27,0
"860US44607","44607",26.38,43.5,0
"860US38256","38256",10.19,26.06,1
"860US44610","44610",31.51,45.85,0
"860US28712","28712",25.02,40.21,0
"860US54893","54893",94.41,112.02,0
"860US82435","82435",95.72,127.02,0
"860US82440","82440",104.06,NA,0
"860US82441","82441",122.53,NA,0
"860US24273","24273",44.73,67.95,0
"860US68858","68858",188.45,NA,0
"860US68861","68861",180.08,NA,0
"860US45378","45378",20.53,32.38,0
"860US83101","83101",90.04,150.56,0
"860US83112","83112",128.47,NA,0
"860US24589","24589",44.06,60.88,0
"860US83113","83113",130.06,NA,0
"860US24590","24590",20.96,57.08,0
"860US45388","45388",21.57,40.28,0
"860US45389","45389",15.43,32.48,0
"860US99204","99204",1.83,5.95,2
"860US99301","99301",24.93,16.26,1
"860US99328","99328",87.6,106.9,0
"860US99350","99350",33.15,30.74,0
"860US99359","99359",82.89,127.5,0
"860US99401","99401",115.38,NA,0
"860US84034","84034",145.25,NA,0
"860US89010","89010",144.99,NA,0
"860US81324","81324",87.87,NA,0
"860US31833","31833",18.04,24.29,1
"860US27516","27516",13.16,26.82,2
"860US49677","49677",60.73,78.51,0
"860US63860","63860",53.39,59.92,0
"860US29338","29338",11.82,27.56,1
"860US37213","37213",3.2,6.65,2
"860US29340","29340",25.34,29.18,1
"860US33473","33473",6.74,14.87,9
"860US63868","63868",39.24,49.76,0
"860US59833","59833",20.04,27.44,1
"860US27520","27520",4.89,0,3
"860US59837","59837",60.03,66.27,0
"860US29346","29346",11,20.22,1
"860US37219","37219",2.17,4.46,2
"860US49835","49835",146.51,NA,0
"860US36853","36853",47.11,74.31,0
"860US57251","57251",158.38,NA,0
"860US51363","51363",125.9,NA,0
"860US52595","52595",34.27,36.38,0
"860US59250","59250",344.98,NA,0
"860US31217","31217",11.28,21.94,4
"860US36477","36477",37.44,64.8,0
"860US59254","59254",234.29,NA,0
"860US47034","47034",33.72,56.5,0
"860US47035","47035",18.33,28.7,2
"860US36069","36069",22.53,42.02,0
"860US36075","36075",20.36,23.43,1
"860US39663","39663",61.31,93.82,0
"860US52066","52066",42.64,66.37,0
"860US42718","42718",44.29,52.48,0
"860US60630","60630",5.55,10.01,40
"860US42721","42721",36.36,54.21,0
"860US48861","48861",24.82,41.15,0
"860US30820","30820",47.49,71.55,0
"860US36567","36567",19.23,45.1,0
"860US59417","59417",92,117.5,0
"860US59419","59419",134.27,NA,0
"860US63370","63370",55.57,79.61,0
"860US90291","90291",0.43,0,21
"860US96117","96117",92.89,140.29,0
"860US96044","96044",40.91,56.84,0
"860US20018","20018",2.68,NA,0
"860US33139","33139",7.12,16.04,4
"860US61834","61834",40.18,44.69,0
"860US51647","51647",70.9,99.04,0
"860US55725","55725",150.33,NA,0
"860US04268","04268",30.04,41.72,0
"860US63565","63565",76.62,110.18,0
"860US87419","87419",40.71,62.2,0
"860US43446","43446",23.45,71.44,0
"860US97367","97367",64.56,97.08,0
"860US29635","29635",21.5,33.48,0
"860US40363","40363",31.26,55.4,0
"860US26833","26833",55.02,86.79,0
"860US76039","76039",6.27,12.64,14
"860US86332","86332",30.6,65.11,0
"860US92337","92337",9.14,16.49,4
"860US94130","94130",4.62,12.72,18
"860US44278","44278",5.58,8.56,5
"860US74766","74766",83.01,131.57,0
"860US97502","97502",9.53,14.22,2
"860US15767","15767",40.21,56.13,0
"860US15865","15865",29.74,36.63,0
"860US04933","04933",28.38,34.31,0
"860US02215","02215",2.03,4.74,21
"860US48041","48041",6.61,20.14,1
"860US59421","59421",145.51,NA,0
"860US31510","31510",28.58,35.15,0
"860US33136","33136",5.55,12.39,5
"860US47546","47546",46.57,61.1,0
"860US59425","59425",167.92,NA,0
"860US61321","61321",33.99,57.71,0
"860US33174","33174",12,24.17,2
"860US31557","31557",21.73,26.86,1
"860US36726","36726",81.27,117.94,0
"860US37061","37061",33.38,47.09,0
"860US57076","57076",59.41,85.12,0
"860US61328","61328",46.08,53.61,0
"860US59538","59538",240.04,NA,0
"860US49684","49684",73.36,107.82,0
"860US37228","37228",3.42,8.29,2
"860US63874","63874",45.61,71.61,0
"860US59840","59840",67.6,56.81,0
"860US27524","27524",19.25,29.98,1
"860US29353","29353",26.5,35.08,0
"860US59843","59843",73.38,101.02,0
"860US29355","29355",15.74,32.7,0
"860US57455","57455",193.57,NA,0
"860US57457","57457",145.6,NA,0
"860US99691","99691",352.39,NA,0
"860US83525","83525",147.37,NA,0
"860US98353","98353",11.88,33.36,0
"860US98355","98355",56.87,81.05,0
"860US29655","29655",23.83,36.35,0
"860US29659","29659",28.4,41.22,0
"860US37830","37830",24.24,26.05,2
"860US44046","44046",21.46,38.24,0
"860US29661","29661",19.85,30.25,0
"860US44049","44049",14.94,22.02,2
"860US28114","28114",18.49,16.66,1
"860US29666","29666",12.95,16.52,1
"860US37841","37841",50.14,56.63,0
"860US29669","29669",12.61,28.51,1
"860US47639","47639",17.55,30.06,0
"860US66840","66840",42.93,54.78,0
"860US59221","59221",203.23,NA,0
"860US02421","02421",5.45,7.98,19
"860US43433","43433",13.92,20.71,1
"860US08735","08735",5.59,13.77,4
"860US29927","29927",11.23,28.37,1
"860US97147","97147",28.92,43.56,0
"860US89301","89301",219.67,NA,0
"860US75071","75071",3.97,11.66,2
"860US89311","89311",171.42,NA,0
"860US89314","89314",216.29,NA,0
"860US80212","80212",4.07,9.6,11
"860US89316","89316",248.75,NA,0
"860US55395","55395",49.21,66.76,0
"860US38620","38620",64.05,69.3,0
"860US65586","65586",103.41,NA,0
"860US63079","63079",60.83,78.84,0
"860US68635","68635",34.81,46.18,0
"860US07204","07204",3.43,5.83,36
"860US07721","07721",0.76,4.83,14
"860US87530","87530",30.28,44.69,0
"860US13662","13662",102.08,126.94,0
"860US10009","10009",0.58,0,91
"860US55425","55425",1.63,0,9
"860US39479","39479",80.04,93.13,0
"860US59828","59828",51.97,57.43,0
"860US59064","59064",47.32,55.17,0
"860US44054","44054",6.09,20.23,2
"860US37847","37847",46.2,61.04,0
"860US54149","54149",71.39,93.61,0
"860US62305","62305",4.03,6.11,1
"860US54151","54151",117.97,NA,0
"860US29671","29671",13.58,18.92,1
"860US38305","38305",5.29,0,1
"860US36480","36480",36.88,74.26,0
"860US52601","52601",67.22,104.47,0
"860US52621","52621",67.12,66.71,0
"860US59255","59255",267.65,NA,0
"860US52624","52624",72.81,95.9,0
"860US61027","61027",48.16,54.06,0
"860US36862","36862",33.87,55.76,0
"860US63638","63638",56.29,75.06,0
"860US56672","56672",76.1,97.79,0
"860US47872","47872",31.23,40.7,0
"860US47876","47876",5.12,14.17,1
"860US61430","61430",50,49.52,0
"860US61433","61433",39.59,57.11,0
"860US47881","47881",15.63,23.18,1
"860US63640","63640",69.28,92.64,0
"860US31709","31709",36.25,55.04,0
"860US43117","43117",15.28,27.46,6
"860US47884","47884",13.53,21.4,1
"860US33323","33323",4.12,11.5,6
"860US20175","20175",25.24,45.32,0
"860US59714","59714",18.45,0,1
"860US57002","57002",71.99,65.24,0
"860US63377","63377",48.53,67.6,0
"860US57660","57660",113.93,NA,0
"860US58001","58001",42.98,47.13,0
"860US36582","36582",9.64,14.35,4
"860US63767","63767",21.36,33.89,0
"860US31787","31787",22.42,34.8,0
"860US59739","59739",132.78,NA,0
"860US71854","71854",9.74,0,1
"860US89403","89403",20.44,25.59,1
"860US71857","71857",57.5,57.74,0
"860US80650","80650",19.3,34.21,0
"860US81419","81419",54.83,81.97,0
"860US32466","32466",19.68,26.52,1
"860US33015","33015",6.31,12.96,7
"860US30233","30233",0.85,0,1
"860US31546","31546",29.08,56.49,0
"860US30346","30346",5.47,13.17,7
"860US96796","96796",137.95,NA,0
"860US46268","46268",9.53,17.71,3
"860US46998","46998",35.19,49.08,0
"860US46379","46379",26.03,41.5,0
"860US50012","50012",29.36,31.61,0
"860US41232","41232",11.56,20.48,1
"860US39428","39428",67.96,81.31,0
"860US89002","89002",6,17.87,9
"860US03580","03580",34.45,35.36,0
"860US88250","88250",60.91,102.28,0
"860US88422","88422",146.84,NA,0
"860US10522","10522",6.93,9.86,42
"860US27201","27201",21.58,27.79,1
"860US58009","58009",55.27,59.31,0
"860US58076","58076",61.5,61.21,0
"860US45158","45158",9.79,17.67,5
"860US40962","40962",28.06,45.14,0
"860US90063","90063",2.22,3.56,36
"860US95631","95631",43.84,51.99,0
"860US81611","81611",120.08,NA,0
"860US80456","80456",53.31,99.27,0
"860US06510","06510",0.78,3.04,16
"860US43201","43201",0.64,6.23,11
"860US27370","27370",9.93,19.58,3
"860US49633","49633",56.6,95.38,0
"860US43202","43202",2.91,6.78,11
"860US37172","37172",28.96,43.97,0
"860US59743","59743",104.02,NA,0
"860US59745","59745",36.08,60.97,0
"860US53108","53108",11.72,19.21,5
"860US53110","53110",1.61,6.31,6
"860US33503","33503",18.23,32.13,0
"860US27526","27526",18.37,27.76,1
"860US59846","59846",45.52,42.68,0
"860US37306","37306",32.48,64.6,0
"860US58452","58452",119.51,NA,0
"860US27822","27822",7.53,15.55,2
"860US29493","29493",57.85,55.36,0
"860US22922","22922",31.96,43.79,0
"860US64123","64123",4.09,11.46,6
"860US43608","43608",2.24,4.66,5
"860US37614","37614",11.57,17.83,1
"860US43610","43610",1.66,2.44,5
"860US29506","29506",9.21,14.95,2
"860US58630","58630",124.58,NA,0
"860US22942","22942",18.98,40.79,0
"860US58631","58631",71.19,65.68,0
"860US64130","64130",4.97,10.87,6
"860US37617","37617",14.02,25.56,1
"860US58634","58634",165.48,NA,0
"860US27841","27841",26.34,32.71,0
"860US53588","53588",50.17,60.02,0
"860US59036","59036",110.5,136.05,0
"860US62812","62812",23.52,28.12,1
"860US54622","54622",51.85,74.37,0
"860US68332","68332",40.05,55.39,0
"860US23930","23930",45.19,61.57,0
"860US38917","38917",98,NA,0
"860US68822","68822",212.14,NA,0
"860US45051","45051",3.65,9.24,11
"860US29560","29560",27.58,31.76,0
"860US37881","37881",37.36,65.86,0
"860US60040","60040",11.06,19.29,10
"860US47553","47553",43.08,45.35,0
"860US51570","51570",37.37,43.96,0
"860US67206","67206",3.43,10.01,4
"860US42261","42261",25.43,33.54,0
"860US70352","70352",46.8,78.78,0
"860US20701","20701",0.81,7.08,23
"860US49263","49263",19.99,28.31,1
"860US49634","49634",93.71,NA,0
"860US35481","35481",38.85,45.61,0
"860US36033","36033",66.61,78,0
"860US36768","36768",67.82,101.81,0
"860US33029","33029",10.8,17.24,4
"860US32564","32564",26.54,44.92,0
"860US30014","30014",13.53,27.08,1
"860US96743","96743",47.46,91.87,0
"860US83524","83524",140.47,NA,0
"860US83278","83278",120.57,NA,0
"860US45710","45710",10.79,16.71,2
"860US45769","45769",17.26,29.08,2
"860US37722","37722",14.56,16.99,1
"860US49967","49967",159.61,NA,0
"860US65613","65613",34.64,35.15,0
"860US69221","69221",261.77,NA,0
"860US45866","45866",36.54,52.87,0
"860US66758","66758",86.53,137.75,0
"860US53959","53959",61.15,73.14,0
"860US82334","82334",181.63,NA,0
"860US94508","94508",21.81,55.46,0
"860US77401","77401",2.67,6.62,14
"860US94513","94513",10.43,16.6,2
"860US66415","66415",68.74,100.76,0
"860US54629","54629",43.14,55.14,0
"860US38318","38318",31.3,48.11,0
"860US23942","23942",58.45,73.57,0
"860US23944","23944",50.65,71.36,0
"860US68342","68342",62.38,80.39,0
"860US38320","38320",25.7,28.8,1
"860US66431","66431",28.38,55.3,0
"860US45132","45132",18.73,34.39,0
"860US54937","54937",3.17,3.98,1
"860US45133","45133",31.46,46.31,0
"860US29379","29379",28.23,47.22,0
"860US57501","57501",227.87,NA,0
"860US63935","63935",35.54,41.81,0
"860US54555","54555",90.78,123.08,0
"860US86507","86507",78.73,110.57,0
"860US71647","71647",72.45,136.14,0
"860US40204","40204",6.38,8.52,4
"860US96048","96048",53.92,87.38,0
"860US97834","97834",131.37,NA,0
"860US74569","74569",38.9,55.62,0
"860US35634","35634",13.53,20.46,1
"860US71953","71953",70.21,137.4,0
"860US81429","81429",72.13,209.91,0
"860US17884","17884",12.05,21.3,1
"860US29388","29388",13.45,28.48,1
"860US57358","57358",125.53,NA,0
"860US37321","37321",28.13,44.93,0
"860US38321","38321",25.39,40.98,0
"860US37095","37095",48.85,66.62,0
"860US77662","77662",10.68,15.23,1
"860US23436","23436",7.06,19.97,5
"860US26033","26033",21.03,46.5,0
"860US35085","35085",17.79,31.23,0
"860US36616","36616",6.06,15.95,3
"860US85550","85550",66.49,92.69,0
"860US85648","85648",51.1,59.73,0
"860US72553","72553",55.66,77.25,0
"860US92386","92386",30.63,71.8,0
"860US95542","95542",70.16,85.9,0
"860US81023","81023",28.62,33.08,0
"860US32204","32204",4.25,8.52,8
"860US10177","10177",1.23,2.6,92
"860US17737","17737",22.81,25.34,2
"860US83835","83835",49.29,42.5,0
"860US98833","98833",120.38,NA,0
"860US24054","24054",13.63,23.86,1
"860US68846","68846",88,NA,0
"860US68438","68438",14.3,25.02,2
"860US24557","24557",34.76,48.64,0
"860US28581","28581",24.23,43.74,0
"860US94516","94516",6.89,29.88,1
"860US77414","77414",34.99,72.34,0
"860US77422","77422",12.52,26.35,1
"860US77423","77423",28.14,43.79,0
"860US77426","77426",37.35,53.19,0
"860US77435","77435",44.52,55.58,0
"860US94534","94534",5.77,9.11,2
"860US77440","77440",53.21,80.12,0
"860US77448","77448",46.37,66.64,0
"860US89406","89406",100.66,72.89,0
"860US85193","85193",11.18,18.94,1
"860US87301","87301",116.41,NA,0
"860US89409","89409",119.9,NA,0
"860US87305","87305",122.77,NA,0
"860US89410","89410",28.81,37.3,0
"860US87310","87310",83.98,139.93,0
"860US73105","73105",3.15,5.21,7
"860US89412","89412",139.92,189.18,0
"860US14585","14585",19.09,30.64,0
"860US14070","14070",35.15,43.83,0
"860US55977","55977",49.01,71.28,0
"860US32639","32639",40.09,54.77,0
"860US42240","42240",4.08,0,1
"860US60557","60557",12.21,19.59,1
"860US51431","51431",106.71,NA,0
"860US32640","32640",17.67,38.77,0
"860US39462","39462",66.47,100.25,0
"860US35896","35896",2.22,6.4,3
"860US35901","35901",6.84,0,1
"860US32648","32648",64.38,100.53,0
"860US51443","51443",81.75,105.6,0
"860US42276","42276",34.77,40.73,0
"860US39466","39466",48.6,58.7,0
"860US02199","02199",1.59,7.34,18
"860US56356","56356",39.65,42.83,0
"860US36874","36874",17.24,29.55,1
"860US99649","99649",717.39,NA,0
"860US86045","86045",79.57,95.4,0
"860US72076","72076",11.78,17.06,2
"860US43914","43914",37.09,61.46,0
"860US74729","74729",22.05,25.44,1
"860US57024","57024",42.44,41.9,0
"860US37852","37852",54.29,79.12,0
"860US01850","01850",4.51,6.6,4
"860US07502","07502",1.5,3.74,51
"860US73567","73567",21.55,33.72,0
"860US55615","55615",128.57,NA,0
"860US27909","27909",5.05,0,2
"860US25688","25688",11.41,25.4,1
"860US85337","85337",34.83,58.95,0
"860US72687","72687",69.47,112.61,0
"860US80231","80231",4.21,9.59,10
"860US67156","67156",40.07,58.46,0
"860US54751","54751",34.11,38.45,0
"860US90024","90024",1.78,5.9,28
"860US28334","28334",7.03,14.06,1
"860US99664","99664",154.86,NA,0
"860US85937","85937",27.46,31.94,0
"860US72519","72519",55.28,96.17,0
"860US71720","71720",71.21,104.73,0
"860US93908","93908",4.23,17.19,2
"860US85145","85145",31.41,38.07,0
"860US71860","71860",39.47,40.27,0
"860US84112","84112",3.29,10.78,7
"860US97208","97208",0.55,1.47,11
"860US85192","85192",56.87,82.09,0
"860US79772","79772",92.75,81.06,0
"860US79789","79789",56.43,71.72,0
"860US79830","79830",174.8,NA,0
"860US79839","79839",71.48,62.4,0
"860US10454","10454",0.46,0,84
"860US71486","71486",41.7,78.46,0
"860US59471","59471",167.95,NA,0
"860US07878","07878",1.09,5.14,8
"860US43160","43160",28.23,35.67,0
"860US45325","45325",11.81,24.8,4
"860US97488","97488",39.19,45.09,0
"860US16847","16847",16.67,22.1,1
"860US78393","78393",31.62,56.22,0
"860US52588","52588",76.71,91.9,0
"860US15347","15347",0.84,5.68,2
"860US83802","83802",106.85,236.84,0
"860US70444","70444",31.53,46.9,0
"860US44045","44045",7.37,8.36,1
"860US15348","15348",12.23,14,3
"860US06020","06020",12.29,19.65,10
"860US61013","61013",43.97,50.43,0
"860US43101","43101",19.84,35.22,0
"860US56653","56653",178.94,NA,0
"860US31650","31650",33.66,46.43,0
"860US29137","29137",30.58,51.76,0
"860US56657","56657",132.29,NA,0
"860US47853","47853",24.67,27.07,1
"860US63629","63629",75.31,122.13,0
"860US61416","61416",66.98,105.37,0
"860US36860","36860",35.44,47.02,0
"860US63630","63630",64.88,91.2,0
"860US47857","47857",23.13,27.01,1
"860US59701","59701",91.73,78.88,0
"860US56661","56661",155.27,NA,0
"860US58260","58260",200.39,NA,0
"860US47863","47863",11,14.6,1
"860US47866","47866",17.06,33.42,0
"860US29360","29360",7.55,0,1
"860US37309","37309",12.67,18.38,1
"860US06111","06111",4.22,8.02,13
"860US81137","81137",24.46,40.32,0
"860US81401","81401",73.52,82.13,0
"860US20016","20016",4.77,NA,0
"860US30673","30673",45.01,59.15,0
"860US70632","70632",31.43,61.39,0
"860US49781","49781",91.56,78.99,0
"860US21624","21624",15.66,30.96,0
"860US40013","40013",25.72,41.08,0
"860US02338","02338",11.82,27.17,5
"860US08023","08023",4.31,5.08,13
"860US43501","43501",54.51,62.78,0
"860US29676","29676",20.45,37.86,0
"860US12024","12024",19.7,33.69,0
"860US05743","05743",23.88,34.4,0
"860US26218","26218",38.19,69.2,0
"860US79842","79842",150.49,NA,0
"860US79843","79843",188.51,NA,0
"860US79846","79846",222.47,NA,0
"860US79852","79852",214.44,NA,0
"860US79855","79855",134.48,NA,0
"860US79920","79920",4.26,9.14,2
"860US79924","79924",11.11,16.63,2
"860US96799","96799",2609.49,NA,0
"860US05038","05038",21.8,32.17,0
"860US98934","98934",39.62,50.38,0
"860US54514","54514",122.01,NA,0
"860US25040","25040",30.17,52.73,0
"860US02047","02047",14.84,22.97,3
"860US74727","74727",46.01,62.97,0
"860US35146","35146",22.53,30.44,0
"860US29475","29475",52.05,54.46,0
"860US49817","49817",152.2,NA,0
"860US43553","43553",38.54,47.59,0
"860US64101","64101",1.88,6.32,5
"860US29479","29479",42.55,47.58,0
"860US49821","49821",103.42,NA,0
"860US64102","64102",2.06,4.83,6
"860US49826","49826",193.26,NA,0
"860US57780","57780",320.22,NA,0
"860US58577","58577",55.5,47.89,0
"860US39773","39773",62.27,101.65,0
"860US36251","36251",32,61.06,0
"860US63028","63028",44.56,48.96,0
"860US57724","57724",252.46,NA,0
"860US49008","49008",2.13,9.25,1
"860US52240","52240",29.24,37,0
"860US36262","36262",29.23,46.07,0
"860US59008","59008",75.59,79.16,0
"860US22485","22485",19.93,51.91,0
"860US59854","59854",67.61,82.26,0
"860US33130","33130",6.98,10.68,6
"860US33131","33131",7.58,12.01,5
"860US27344","27344",0.39,0,1
"860US47942","47942",48.84,53.88,0
"860US57349","57349",72.87,91.4,0
"860US59729","59729",59.52,86.67,0
"860US49628","49628",111.89,NA,0
"860US53094","53094",34.39,43.7,0
"860US59730","59730",56.16,39,0
"860US59731","59731",90.52,72.94,0
"860US63755","63755",14.63,21.9,1
"860US63758","63758",8.85,15.95,1
"860US22125","22125",13.98,24.61,4
"860US59733","59733",82.84,67.26,0
"860US12816","12816",36.05,54.57,0
"860US48065","48065",21.01,27.28,1
"860US17075","17075",24.88,56.46,0
"860US17253","17253",27.21,71.54,0
"860US41840","41840",26.68,46.07,0
"860US86535","86535",114.97,NA,0
"860US93420","93420",17.84,20.49,1
"860US06027","06027",16.96,31.52,0
"860US04576","04576",45.48,61.78,0
"860US01258","01258",13.14,24.17,1
"860US21901","21901",5.27,12.38,8
"860US07647","07647",7.07,13.29,31
"860US71652","71652",59.13,100.18,0
"860US30821","30821",43.04,54.11,0
"860US61057","61057",47.4,67.82,0
"860US47871","47871",10.63,18.25,1
"860US04064","04064",11.86,23.96,3
"860US64108","64108",0.84,0,6
"860US01242","01242",11.38,18.36,3
"860US14721","14721",27.66,46.58,0
"860US57642","57642",99.7,131.57,0
"860US97493","97493",49.04,90.71,0
"860US38452","38452",27.75,45.82,0
"860US06264","06264",7,12.31,2
"860US83808","83808",95.23,172.24,0
"860US83601","83601",76.73,252.4,0
"860US61724","61724",25.85,43.2,0
"860US60646","60646",4.38,7.14,37
"860US23025","23025",12.83,44.98,0
"860US37660","37660",12.8,24.24,1
"860US49908","49908",193.87,NA,0
"860US23030","23030",22.77,46.59,0
"860US49910","49910",162.61,NA,0
"860US64433","64433",42.35,64.1,0
"860US27889","27889",25.05,33.51,0
"860US49912","49912",154.98,NA,0
"860US23040","23040",44.94,58.21,0
"860US49915","49915",129.48,NA,0
"860US23045","23045",19.37,52.63,0
"860US43733","43733",31.34,40.13,0
"860US58702","58702",3.84,5.85,1
"860US23047","23047",14.2,33.58,0
"860US59088","59088",51.93,44.89,0
"860US56321","56321",14.3,21.5,1
"860US31784","31784",31.56,52.78,0
"860US59918","59918",69.59,88.84,0
"860US49746","49746",50.53,83.54,0
"860US64110","64110",3.36,8.3,6
"860US58581","58581",103.82,139.53,0
"860US49837","49837",149.28,NA,0
"860US57790","57790",286,NA,0
"860US57791","57791",278.99,NA,0
"860US53565","53565",43.63,63.09,0
"860US61929","61929",23.2,33.92,0
"860US82701","82701",295.81,NA,0
"860US33707","33707",7.78,17.99,3
"860US27810","27810",52.46,72.27,0
"860US22902","22902",6.86,22.2,1
"860US53571","53571",16.2,20.24,2
"860US79036","79036",40.68,66.06,0
"860US75482","75482",34.83,39.13,0
"860US75432","75432",37.47,42.66,0
"860US77098","77098",2.41,7.59,15
"860US23015","23015",21.61,42.04,0
"860US22427","22427",20.46,51.46,0
"860US23460","23460",3.21,11.87,2
"860US23187","23187",4.38,11.21,1
"860US25126","25126",20.44,37.23,0
"860US24719","24719",30.86,67.68,0
"860US54656","54656",27.53,33.3,0
"860US26283","26283",42.78,84.85,0
"860US59526","59526",272.44,NA,0
"860US22473","22473",31.83,95.58,0
"860US60661","60661",1.13,2.96,48
"860US36750","36750",18.87,47.93,0
"860US30531","30531",18.3,30.04,0
"860US61031","61031",44.93,59.18,0
"860US46617","46617",5.1,11.69,1
"860US83263","83263",38.54,44.09,0
"860US26003","26003",5.53,10.61,1
"860US35151","35151",27.44,75.62,0
"860US85354","85354",32.24,41.11,0
"860US86545","86545",97.47,NA,0
"860US90057","90057",0.66,0,37
"860US83825","83825",78.76,91.13,0
"860US55077","55077",11.42,18.2,7
"860US59404","59404",185.36,NA,0
"860US92865","92865",6.07,10.99,9
"860US95552","95552",69.36,122.82,0
"860US81148","81148",25.36,33.69,0
"860US56323","56323",106.56,NA,0
"860US52537","52537",71.51,94.72,0
"860US60952","60952",39.26,62.02,0
"860US39475","39475",68.5,101.29,0
"860US30633","30633",15.65,24.7,1
