HEROP_ID,OtpMinDis,OtpTmDr,OtpCntDr
140US06075020200,1.39,4.64,17
140US06075022802,0.23,0.0,17
140US06075025200,0.49,2.93,16
140US06075026403,1.52,4.08,14
140US06067008209,7.41,15.91,4
140US06059099602,5.17,12.59,13
140US06059110010,2.71,8.09,16
140US06059110110,2.94,6.45,19
140US06059110607,3.4,6.54,22
140US06081600401,3.9,11.12,12
140US06037293306,1.26,2.61,18
140US06019007300,12.83,20.99,7
140US06059021912,7.8,14.6,9
140US06059032022,1.19,6.79,3
140US06059032038,3.01,5.87,3
140US06037123206,3.28,6.74,24
140US06037123700,2.36,4.61,27
140US06037125320,1.93,3.42,25
140US06037128601,0.75,2.89,24
140US06037296401,3.59,8.5,12
140US06037300600,6.4,12.85,21
140US06037301300,3.41,7.9,23
140US06037406102,1.28,3.01,18
140US06037406901,2.12,6.88,21
140US06037408141,4.82,10.93,15
140US06037408212,6.24,13.52,16
140US06037408402,4.04,8.21,24
140US06037408627,5.48,14.21,16
140US06037430003,6.01,13.37,16
140US06037431200,4.89,9.58,18
140US06037432101,1.91,6.2,23
140US06037433901,1.61,5.54,30
140US06059099905,4.35,10.0,17
140US06059110008,4.53,9.44,20
140US06073017048,11.1,19.74,6
140US06073017109,6.88,13.36,4
140US06059110117,1.21,5.65,19
140US06093000702,56.62,67.9,0
140US06095252103,4.21,11.13,4
140US06037276604,4.0,7.56,21
140US06037293302,2.24,4.84,19
140US06037294421,1.21,2.64,18
140US06073013311,7.79,17.55,4
140US06073013605,3.29,9.67,6
140US06075030800,3.62,8.87,12
140US06075035400,3.38,11.28,10
140US06077000801,2.32,3.66,6
140US06077002201,1.11,6.14,6
140US06077002701,3.77,9.02,6
140US06077003109,2.32,6.35,6
140US06001435104,3.72,5.63,9
140US06001436602,1.24,6.58,9
140US06037219800,1.6,4.77,29
140US06037221220,2.66,4.89,39
140US06041125000,8.0,16.13,12
140US06067008908,3.49,5.45,8
140US06059001103,1.78,6.58,20
140US06059001708,2.06,7.42,18
140US06059011402,1.26,3.26,16
140US06059011712,3.56,9.21,13
140US06037131300,1.33,2.65,17
140US06037134302,4.15,10.02,14
140US06073012900,1.29,3.85,6
140US06073013203,0.5,2.97,6
140US06073013301,1.55,4.42,6
140US06059062648,6.28,15.59,3
140US06095252310,5.24,10.44,2
140US06073014700,3.14,7.41,6
140US06073015403,2.33,6.47,6
140US06073016502,1.96,4.69,6
140US06073016613,5.07,11.4,6
140US06001444602,11.59,19.24,7
140US06001450601,6.35,14.67,5
140US06001450742,5.88,13.38,3
140US06017030808,19.05,29.57,1
140US06063000501,65.49,93.67,0
140US06065030602,5.62,11.6,4
140US06065040201,5.02,13.21,5
140US06065040616,6.6,12.6,4
140US06065041101,9.31,16.57,4
140US06059062800,4.17,12.19,2
140US06059063301,1.37,4.12,7
140US06059063907,3.38,6.9,7
140US06059062637,4.04,10.76,3
140US06037600704,2.26,5.33,30
140US06037601802,0.52,1.53,29
140US06041108200,2.42,9.04,3
140US06041115000,4.81,13.45,3
140US06095252317,6.76,12.49,2
140US06095252802,7.33,12.87,2
140US06097150607,17.14,23.7,2
140US06097151301,11.26,14.89,2
140US06037920115,14.4,25.28,5
140US06037920329,13.14,24.24,5
140US06037980013,3.32,8.81,18
140US06037980024,1.68,6.25,23
140US06037191902,2.64,6.34,31
140US06065041102,8.04,14.66,4
140US06065041704,0.97,1.81,8
140US06077005307,15.43,21.07,4
140US06067008704,6.4,13.76,7
140US06067009322,5.4,8.99,7
140US06073009706,3.73,10.47,6
140US06037431900,3.51,9.48,24
140US06037432602,2.07,4.15,26
140US06037434003,2.44,7.31,29
140US06055200602,18.89,24.14,1
140US06057000103,33.23,41.5,0
140US06059001503,3.85,7.81,14
140US06059011403,1.08,3.14,16
140US06017030504,26.8,56.19,0
140US06075035202,1.72,6.61,10
140US06101050402,5.31,11.59,2
140US06103000800,37.18,45.08,0
140US06065042730,13.91,22.32,2
140US06085505800,1.85,5.94,3
140US06085506301,1.86,7.04,3
140US06075016900,1.36,3.37,17
140US06037920013,15.44,34.33,0
140US06079010201,14.33,21.46,1
140US06079011400,13.77,27.85,1
140US06113010508,15.14,23.47,2
140US06085507100,7.01,11.87,2
140US06085507702,8.56,17.62,3
140US06077004902,14.65,20.77,3
140US06019003104,3.28,6.63,8
140US06019004505,3.63,7.01,8
140US06019004902,3.17,6.58,8
140US06019005509,5.88,10.6,8
140US06037403405,5.01,10.15,12
140US06037920326,8.91,18.28,12
140US06019005602,5.54,8.24,8
140US06065042745,7.2,14.41,1
140US06065043007,16.35,20.95,2
140US06065043247,8.25,12.64,2
140US06065043272,7.42,24.1,1
140US06075011000,1.07,3.09,17
140US06111007614,5.75,9.46,2
140US06037533402,3.57,8.46,34
140US06037293202,3.66,7.61,22
140US06075012601,1.75,4.67,15
140US06037533804,3.96,9.87,30
140US06037535802,2.34,5.33,31
140US06037540101,1.15,3.05,35
140US06037541604,1.77,7.37,32
140US06037542401,2.58,7.16,30
140US06037543306,3.8,9.25,25
140US06065041906,2.15,5.89,5
140US06065042013,9.75,18.84,3
140US06073019208,5.52,13.41,4
140US06073021204,13.87,24.82,1
140US06075020900,0.28,0.0,16
140US06067003700,3.53,6.23,8
140US06067005002,1.13,0.0,7
140US06077003802,2.6,6.78,6
140US06073019503,3.37,7.39,4
140US06073019903,2.26,7.22,4
140US06073020020,1.89,7.46,4
140US06073020211,0.72,2.51,4
140US06073020403,2.56,8.43,5
140US06075026402,1.0,3.56,14
140US06111005004,4.41,9.97,4
140US06111005907,11.26,19.09,3
140US06075060700,0.95,3.31,18
140US06075980600,1.7,6.52,14
140US06077000900,2.47,6.78,6
140US06075022600,1.45,4.61,17
140US06075025702,0.85,2.81,16
140US06065045609,7.97,13.92,1
140US06071008402,4.81,11.46,3
140US06071008800,12.71,20.04,2
140US06077004202,1.83,6.13,5
140US06077003305,2.61,7.26,5
140US06067007103,4.66,12.24,8
140US06067007421,4.63,14.95,6
140US06067005601,4.42,7.85,8
140US06067006701,0.92,3.83,8
140US06067007013,2.55,5.32,8
140US06085503329,6.33,11.18,2
140US06085503510,2.15,4.84,2
140US06067007504,3.81,8.36,8
140US06077005119,4.77,12.32,5
140US06011000200,31.12,41.45,0
140US06013304003,16.76,28.05,2
140US06037670413,7.64,14.24,9
140US06037700400,3.68,6.81,28
140US06037701702,2.38,6.82,25
140US06037267100,2.03,7.4,28
140US06037272100,1.55,4.73,26
140US06037273600,0.59,2.49,21
140US06037275311,2.97,7.36,31
140US06073020805,14.47,30.24,0
140US06071009119,8.11,16.67,1
140US06071010012,5.66,12.12,1
140US06071010412,24.23,48.18,0
140US06081600900,6.25,12.5,12
140US06081601604,7.12,13.69,10
140US06059011714,4.74,10.74,11
140US06013308002,2.62,7.41,2
140US06111008800,1.73,4.98,4
140US06065045125,7.46,22.96,1
140US06065045228,7.9,14.63,1
140US06067000800,1.77,4.25,8
140US06029004901,1.17,5.43,1
140US06081604400,10.51,15.94,10
140US06081606500,14.01,17.48,9
140US06081607500,11.89,17.29,9
140US06081609202,8.14,12.55,4
140US06113010501,14.62,21.45,3
140US06065043701,7.27,10.01,1
140US06065044103,15.98,27.29,2
140US06065044515,8.16,15.58,1
140US06075032801,3.51,12.22,10
140US06067003101,3.24,8.66,7
140US06073008333,9.25,18.18,4
140US06073008346,7.54,17.73,4
140US06073008513,2.68,8.1,6
140US06073009103,2.72,12.09,6
140US06073009505,5.24,11.07,5
140US06067008005,8.69,14.3,8
140US06079012401,7.2,12.16,1
140US06037407200,0.61,4.0,24
140US06037408137,5.35,9.99,15
140US06037408723,6.14,14.9,16
140US06037430501,5.79,12.76,14
140US06037553400,2.99,9.58,33
140US06055201003,9.37,11.44,2
140US06055201402,14.12,25.43,1
140US06017031100,35.08,44.02,0
140US06073015602,3.84,8.89,5
140US06097151305,10.4,12.86,2
140US06061022011,27.11,43.95,0
140US06017031504,27.12,52.76,0
140US06019001900,6.44,10.45,8
140US06037573002,0.45,2.66,17
140US06037573601,4.15,7.43,24
140US06037574601,5.12,11.78,24
140US06059110003,3.03,7.07,17
140US06059110202,2.61,4.95,18
140US06001404600,4.69,11.91,16
140US06001407500,3.38,6.98,18
140US06001408700,2.99,6.54,19
140US06001409900,2.04,5.15,16
140US06037195400,2.19,4.76,35
140US06037199120,0.99,4.81,35
140US06073013410,7.63,16.4,6
140US06073013505,4.92,11.38,6
140US06037600911,1.77,5.15,28
140US06037102105,3.84,6.86,25
140US06037576001,3.0,8.13,17
140US06037576700,3.62,11.85,15
140US06037600304,2.19,5.48,28
140US06037601001,1.31,3.11,31
140US06001433400,4.6,7.73,9
140US06037501503,3.45,7.68,25
140US06073010109,5.39,12.04,5
140US06073010601,4.19,16.34,5
140US06073013307,1.64,5.29,6
140US06065041803,3.0,6.5,2
140US06001435500,0.82,2.96,10
140US06001440100,8.1,14.31,5
140US06001441200,9.98,16.05,6
140US06009000210,15.99,45.45,0
140US06013379000,0.27,0.0,18
140US06015000102,87.52,122.2,0
140US06001450102,0.64,0.0,5
140US06013302006,6.52,12.59,2
140US06013314102,8.9,15.9,3
140US06013336102,4.33,13.21,6
140US06013341000,4.01,8.33,7
140US06097151504,4.46,9.57,2
140US06097152400,2.28,7.24,2
140US06097153200,6.39,9.88,2
140US06097153705,13.35,19.95,2
140US06099000303,6.57,14.86,3
140US06099000801,1.74,5.02,4
140US06053014107,8.43,26.16,2
140US06001450752,3.62,7.51,4
140US06007000104,1.38,6.44,1
140US06007000501,3.06,6.62,1
140US06007000800,2.23,7.67,1
140US06007002800,29.69,31.61,0
140US06047000603,8.81,13.49,1
140US06013357000,8.0,13.54,6
140US06013370000,2.69,7.25,18
140US06037550902,4.93,9.94,33
140US06037551502,2.63,6.5,34
140US06101050702,12.08,22.07,2
140US06065041408,7.33,11.9,3
140US06107002303,2.5,4.94,2
140US06107003002,1.76,5.0,2
140US06107003902,4.98,11.86,1
140US06061021203,9.41,14.24,3
140US06061021322,13.36,17.2,3
140US06055200302,14.39,16.13,2
140US06065041909,3.94,7.42,3
140US06065042213,3.28,7.21,5
140US06065042406,8.17,13.96,3
140US06037231600,2.39,5.13,33
140US06065043279,4.83,17.91,1
140US06065043315,2.97,7.9,1
140US06065043802,13.14,19.85,2
140US06065043821,15.82,25.75,2
140US06065042412,6.56,18.89,3
140US06065042720,10.52,19.76,2
140US06065941500,6.64,10.1,1
140US06059075606,3.62,8.54,10
140US06059076103,5.47,10.51,11
140US06059086306,4.98,10.22,13
140US06059087101,2.62,6.22,18
140US06037209810,1.7,3.3,39
140US06019007202,18.55,23.4,5
140US06037553901,3.31,10.34,29
140US06037570202,2.34,7.34,30
140US06037570702,2.37,5.26,24
140US06037910709,5.14,10.03,4
140US06037910808,18.87,27.55,4
140US06065044404,12.19,59.5,0
140US06037920015,18.62,32.13,0
140US06111005802,14.15,27.37,2
140US06111007402,7.55,23.18,1
140US06111007514,2.05,4.64,2
140US06111007903,2.91,7.22,11
140US06111008305,5.73,13.1,12
140US06059088104,1.86,5.04,15
140US06059089107,4.89,8.66,12
140US06013355112,11.6,26.01,1
140US06067001400,0.55,1.78,8
140US06067002900,4.09,6.75,8
140US06067004012,6.07,14.44,7
140US06067004300,3.75,10.34,7
140US06067004801,1.46,5.17,7
140US06067005506,5.09,9.01,8
140US06067005803,2.76,5.86,8
140US06067006400,2.67,6.79,8
140US06067007104,5.13,12.83,7
140US06067007406,7.39,14.28,8
140US06067008008,6.39,11.18,8
140US06017030801,18.37,39.49,0
140US06113010102,9.4,5.38,8
140US06113010704,12.38,20.22,3
140US06113011002,16.79,31.91,0
140US06001441924,11.51,18.57,5
140US06067008129,4.43,9.89,8
140US06013355306,8.18,17.85,3
140US06037403406,4.46,10.69,12
140US06037115404,1.99,4.39,17
140US06059074103,3.63,10.33,10
140US06001402400,0.77,2.25,20
140US06029002000,1.51,3.09,3
140US06001403800,2.02,6.53,20
140US06037920032,17.85,26.82,4
140US06037920043,12.42,22.85,5
140US06037980014,1.81,2.2,17
140US06059099232,4.89,9.85,11
140US06059099306,5.85,12.27,4
140US06059099407,7.6,16.18,11
140US06059099504,7.06,14.07,16
140US06029002806,6.82,11.0,3
140US06029003122,3.51,6.23,3
140US06103001100,28.56,36.03,0
140US06107001301,4.66,6.57,2
140US06097151601,11.24,15.84,2
140US06099000912,4.19,9.11,3
140US06013317000,10.68,21.42,6
140US06073013903,6.39,12.71,6
140US06073015100,2.31,7.5,6
140US06037234300,3.58,7.92,28
140US06037217200,0.31,0.0,30
140US06037219300,2.03,4.81,34
140US06037222100,3.5,7.06,33
140US06037226001,2.42,4.62,37
140US06037228420,0.96,1.96,33
140US06037209104,0.58,1.77,39
140US06071001803,3.38,6.53,9
140US06037532303,1.68,2.48,38
140US06037553802,2.82,8.63,31
140US06071009118,5.81,12.35,1
140US06071009717,7.65,21.25,1
140US06037262604,6.48,16.59,6
140US06037267901,2.81,8.34,28
140US06037269000,3.54,9.46,27
140US06037270200,2.66,4.89,32
140US06037271801,3.49,7.63,32
140US06037237101,2.09,4.04,32
140US06037240401,2.55,6.58,29
140US06037242200,2.7,6.25,30
140US06037273902,1.29,5.42,17
140US06037293301,2.93,6.41,22
140US06037297601,5.14,11.97,11
140US06037301100,2.57,6.64,26
140US06071012500,2.48,6.42,5
140US06073009602,3.45,9.75,6
140US06073013306,2.06,7.42,6
140US06077003213,2.19,8.08,5
140US06037401602,3.26,6.46,7
140US06037402303,0.28,0.0,11
140US06037403303,7.1,14.9,16
140US06037900201,12.33,21.35,3
140US06037901205,10.04,16.89,4
140US06037910714,3.27,7.34,4
140US06037302102,1.85,2.89,30
140US06037311802,4.55,7.88,26
140US06037320300,3.33,6.69,21
140US06037400402,4.89,11.32,9
140US06001420600,2.97,8.09,18
140US06001442301,14.57,19.24,7
140US06037295103,1.48,5.28,12
140US06037300301,9.74,17.32,15
140US06037301000,2.87,6.61,26
140US06037301601,3.07,6.58,28
140US06037530400,1.65,5.94,31
140US06061023300,12.5,18.51,1
140US06007002300,18.97,34.72,0
140US06013307101,0.8,5.42,2
140US06113011101,15.97,28.65,2
140US06059062620,7.0,27.65,1
140US06059062646,4.95,13.91,3
140US06059063010,2.18,6.14,6
140US06059063601,2.19,5.81,6
140US06059074405,1.65,5.34,10
140US06059075100,3.06,6.54,10
140US06059075815,4.35,9.96,10
140US06059086303,5.3,10.49,14
140US06059086902,1.78,3.25,19
140US06059088105,1.89,6.37,14
140US06065040901,6.42,10.21,3
140US06065043248,11.65,17.89,1
140US06065044806,2.5,5.44,1
140US06037310201,5.6,9.76,25
140US06037401201,3.91,9.77,10
140US06037401704,2.75,7.51,7
140US06001438204,3.66,7.46,9
140US06001440332,7.25,14.5,8
140US06001441402,7.79,13.65,9
140US06073016606,5.04,13.06,5
140US06067008509,11.62,21.59,3
140US06071000201,3.44,8.73,7
140US06037600502,2.14,5.12,28
140US06037601501,0.66,2.59,31
140US06037602200,2.13,5.76,25
140US06037621001,3.99,9.01,18
140US06037650300,2.4,5.39,22
140US06037670405,6.13,11.37,11
140US06059011707,4.24,9.8,15
140US06059021816,8.77,19.18,7
140US06059021826,10.11,14.55,8
140US06059032013,0.79,0.0,3
140US06059052517,7.45,13.81,6
140US06059063007,3.36,9.6,7
140US06113010509,11.99,18.81,3
140US06073016902,13.09,17.31,4
140US06037700600,4.91,11.62,27
140US06037603102,3.72,9.63,28
140US06037604002,1.73,4.89,22
140US06037703200,3.61,8.98,25
140US06037800327,10.07,19.87,8
140US06065042208,5.22,11.73,4
140US06115040800,11.95,20.67,2
140US06059074109,4.73,9.56,10
140US06037119310,0.25,1.48,22
140US06037800410,17.25,32.35,0
140US06073017029,13.28,30.16,0
140US06073017050,12.01,19.26,5
140US06073017108,9.07,17.96,6
140US06073017701,9.14,16.49,5
140US06073018610,6.04,10.69,3
140US06059099603,6.14,14.24,13
140US06059001301,0.76,4.67,20
140US06073019101,17.81,31.67,0
140US06037503902,3.91,7.67,25
140US06037405800,1.82,5.89,14
140US06037501803,3.73,8.41,24
140US06037502402,2.16,5.16,31
140US06037137501,2.85,6.11,20
140US06037141201,2.84,5.34,27
140US06037134002,3.52,8.44,15
140US06037134904,2.97,7.53,17
140US06111006500,7.18,13.18,1
140US06065044510,10.15,17.93,1
140US06065045707,4.31,10.07,1
140US06077003405,2.49,5.96,6
140US06037430400,7.38,12.91,18
140US06001409800,1.71,4.1,16
140US06001436900,2.07,6.68,10
140US06001450502,5.81,12.93,6
140US06007001000,2.42,7.47,1
140US06013369001,3.09,7.94,15
140US06019004601,4.75,9.33,8
140US06019007500,13.89,24.92,8
140US06037271200,1.84,6.05,29
140US06037296500,2.56,6.77,13
140US06037402403,4.49,6.4,13
140US06029000507,3.53,7.36,3
140US06029004000,20.69,23.73,3
140US06041118100,3.08,10.54,4
140US06053014104,9.74,18.56,2
140US06059001705,2.56,6.53,16
140US06059021821,6.23,11.89,11
140US06059042113,11.74,19.34,2
140US06059063101,2.13,5.21,7
140US06059075702,1.9,4.74,11
140US06037530203,2.24,6.92,29
140US06037530902,2.52,6.93,34
140US06061020901,1.39,5.84,8
140US06061021502,22.29,27.43,1
140US06061022014,42.04,83.23,0
140US06037503103,3.44,8.62,27
140US06037532302,1.49,4.84,36
140US06059110401,3.93,7.56,20
140US06061020605,5.39,14.21,3
140US06037620702,3.62,8.94,18
140US06059011102,1.39,3.91,18
140US06037143100,2.95,5.37,26
140US06025012301,27.96,36.8,0
140US06029001201,2.55,6.34,3
140US06025011300,4.42,9.51,2
140US06025011802,1.5,3.75,2
140US06067005904,2.0,2.79,8
140US06067007427,7.38,19.32,5
140US06081606100,13.7,18.49,12
140US06083001101,3.21,6.86,1
140US06037113211,1.86,5.39,13
140US06059110114,2.8,7.28,19
140US06059099310,7.05,13.88,5
140US06061020604,5.77,12.57,4
140US06059032040,1.8,4.52,3
140US06059032056,4.74,11.82,1
140US06073019001,12.84,27.1,1
140US06075017102,1.79,5.33,14
140US06075033100,4.45,12.03,11
140US06061023200,11.03,17.16,1
140US06065031300,7.25,10.19,5
140US06029002821,7.25,14.69,3
140US06029003205,5.44,11.27,3
140US06029003812,6.22,11.57,3
140US06029005700,24.65,38.19,0
140US06031000402,32.35,36.7,0
140US06019000902,1.33,5.29,8
140US06037576601,2.87,9.4,17
140US06041116000,3.72,9.7,3
140US06073008328,12.23,21.52,3
140US06095252908,10.44,20.07,1
140US06087121100,5.97,24.4,2
140US06095252502,0.25,0.0,2
140US06099002200,2.62,9.05,4
140US06111007611,7.25,10.12,2
140US06081613502,18.57,35.78,0
140US06083002906,6.09,11.27,1
140US06085503218,6.98,12.96,3
140US06085508101,6.2,13.03,3
140US06047000503,11.11,20.2,1
140US06019005507,6.89,10.48,8
140US06037621104,4.67,10.99,15
140US06055200201,15.08,16.72,2
140US06037113101,0.67,3.17,13
140US06073013503,4.94,11.12,6
140US06099000203,14.55,25.22,3
140US06073017020,8.11,21.65,3
140US06073018612,5.88,10.56,4
140US06001443103,15.11,18.92,6
140US06001444302,8.78,16.84,7
140US06001450751,2.85,4.26,5
140US06001451506,11.09,18.24,1
140US06037231800,1.15,2.48,32
140US06037234000,3.44,7.19,32
140US06037236000,3.33,6.95,29
140US06037238200,3.67,7.79,29
140US06037239502,2.41,5.21,30
140US06037241300,1.46,4.85,29
140US06019008200,34.03,51.87,0
140US06027000300,104.42,,0
140US06057001206,29.75,38.93,0
140US06037262601,7.3,21.47,4
140US06037402102,1.48,4.66,7
140US06037402904,3.69,8.26,11
140US06037403320,6.09,16.86,10
140US06037554801,2.12,5.11,31
140US06037572800,1.93,7.31,17
140US06037577300,5.1,14.75,15
140US06029004902,1.4,5.26,1
140US06037462400,0.72,2.77,18
140US06037482600,3.72,14.49,22
140US06059042320,3.05,11.0,3
140US06015000105,87.47,122.06,0
140US06071000603,3.92,9.68,10
140US06071000903,2.41,5.47,7
140US06071001702,2.6,6.82,8
140US06071001813,1.89,3.79,6
140US06071002501,10.55,16.14,6
140US06085501000,3.17,6.6,3
140US06085501800,2.79,6.64,3
140US06085502903,3.62,7.8,2
140US06085503204,6.14,12.33,3
140US06037102104,3.93,9.15,25
140US06085502400,3.12,8.37,2
140US06111006400,5.77,12.91,1
140US06111007512,6.11,10.26,11
140US06037197410,2.59,6.28,33
140US06037203200,1.24,4.58,36
140US06037204110,2.12,5.77,34
140US06071002901,10.06,19.24,5
140US06059062622,6.01,12.43,3
140US06059062634,5.06,13.51,3
140US06037207302,0.7,1.49,40
140US06065045115,10.22,19.2,2
140US06065046700,10.75,14.15,4
140US06065048700,12.98,22.78,3
140US06065050400,1.73,5.04,1
140US06065941400,1.64,3.14,1
140US06085504507,8.01,12.47,4
140US06037139702,4.0,13.94,20
140US06037201200,3.14,8.21,29
140US06037203500,0.83,2.94,39
140US06037221401,2.57,5.31,35
140US06037226420,2.06,4.25,37
140US06037408303,3.63,9.78,25
140US06037480901,5.3,11.6,26
140US06037501504,3.63,9.34,24
140US06067004006,6.04,12.29,7
140US06067004203,2.55,7.47,7
140US06067007019,2.55,8.66,8
140US06067008504,9.92,15.34,4
140US06071000109,8.17,15.4,9
140US06071002034,9.76,17.16,5
140US06037207301,0.98,2.53,36
140US06037208610,1.05,2.07,39
140US06037211922,1.85,4.71,37
140US06037212702,1.66,4.13,30
140US06013365003,5.46,11.28,9
140US06041119100,3.58,12.45,5
140US06111003300,2.89,7.68,4
140US06111004716,1.9,6.47,4
140US06111005303,11.18,22.13,4
140US06065042737,10.27,20.07,2
140US06037461700,2.45,6.87,22
140US06111000500,2.0,8.4,3
140US06111000902,11.76,28.98,1
140US06025011201,1.99,6.33,2
140US06013338204,0.51,0.0,5
140US06095252702,10.13,4.97,2
140US06037137401,5.22,9.23,16
140US06097152300,1.74,6.0,2
140US06097153006,2.8,5.96,2
140US06001408300,2.77,6.79,20
140US06001421900,2.37,6.75,19
140US06001423400,0.46,0.0,19
140US06023001300,4.08,7.97,1
140US06001427700,2.95,8.04,19
140US06059074111,4.8,9.33,9
140US06059075002,2.18,5.89,10
140US06099000102,19.89,29.8,1
140US06037602302,2.23,4.94,24
140US06111005202,8.62,22.82,4
140US06111005906,10.7,21.54,3
140US06061020601,10.07,18.74,1
140US06061020715,1.73,4.89,5
140US06061021043,5.16,13.74,4
140US06061021123,8.54,15.78,2
140US06029003303,38.96,67.88,0
140US06029003807,7.38,11.85,3
140US06029005003,2.4,3.79,1
140US06029006006,36.57,52.5,0
140US06031000403,30.74,37.18,0
140US06031000602,25.1,30.13,0
140US06031001001,25.9,29.86,1
140US06037101300,9.09,15.74,16
140US06013343003,2.73,9.42,6
140US06013345115,6.73,16.04,6
140US06029002814,3.3,7.39,3
140US06029003305,39.35,53.17,0
140US06029004200,26.24,34.12,0
140US06065044520,11.52,25.31,2
140US06065044904,3.07,7.65,2
140US06059062645,5.81,15.57,3
140US06013347000,5.75,14.96,5
140US06065044918,11.89,19.25,2
140US06065045117,9.46,14.07,2
140US06065045209,1.55,3.04,1
140US06065045705,4.74,11.71,1
140US06065046403,8.04,17.14,1
140US06065047900,3.6,8.17,2
140US06065049600,4.34,10.43,1
140US06059074200,3.04,9.29,10
140US06047002302,29.24,50.94,0
140US06053000101,5.83,9.72,2
140US06053001300,0.38,0.0,2
140US06113010510,12.53,20.41,3
140US06001402200,0.6,2.81,20
140US06037113303,1.39,4.0,14
140US06037117301,0.72,2.54,21
140US06037119201,0.7,2.5,21
140US06037121900,1.47,3.53,22
140US06037123602,1.4,3.69,26
140US06013345202,9.14,16.85,6
140US06013351200,6.14,15.14,5
140US06113010608,10.34,16.99,5
140US06115040200,2.09,5.73,2
140US06001430300,3.09,8.32,9
140US06001404102,1.91,5.96,20
140US06059021918,5.17,10.07,9
140US06059032034,6.86,13.3,3
140US06059032044,6.73,17.23,1
140US06037125401,1.57,2.94,26
140US06037127804,1.14,2.94,23
140US06037131200,1.77,3.31,18
140US06037132102,2.58,5.31,22
140US06037134520,4.37,9.83,15
140US06037135113,4.58,10.63,16
140US06037137502,4.24,7.45,16
140US06095252105,6.15,13.91,5
140US06059032055,8.78,14.08,2
140US06089011900,6.88,15.7,1
140US06037141500,3.76,7.69,25
140US06099003603,10.1,20.23,3
140US06101050604,3.91,8.55,2
140US06023000900,8.23,13.93,1
140US06023010700,10.52,16.16,1
140US06037800101,7.14,13.25,13
140US06037900900,8.17,13.5,4
140US06037901210,17.4,30.68,0
140US06019005805,5.8,10.27,8
140US06029000906,4.82,9.42,3
140US06029001400,1.6,4.58,3
140US06037500404,1.46,4.89,31
140US06037501600,5.37,10.51,22
140US06107001003,5.44,8.51,2
140US06107002602,13.17,18.16,3
140US06037670324,6.69,12.14,9
140US06047002301,33.78,55.47,0
140US06053000502,1.72,6.2,2
140US06053001700,1.3,2.92,2
140US06053012100,18.92,32.39,0
140US06095250900,2.15,5.42,4
140US06095251802,0.58,0.0,4
140US06037800406,18.0,36.77,0
140US06037191000,1.19,3.29,33
140US06037191620,0.81,2.96,35
140US06037192410,1.78,5.04,33
140US06037195720,0.75,3.06,42
140US06037197600,1.17,3.58,41
140US06037201110,3.71,9.98,25
140US06037203300,0.36,0.0,33
140US06037204300,1.96,5.17,37
140US06037204700,2.54,5.68,35
140US06095252914,10.4,20.17,1
140US06095253206,14.04,22.07,1
140US06097150304,21.11,35.52,0
140US06097150901,19.62,23.48,2
140US06111007511,7.25,24.55,5
140US06067009106,3.51,7.38,8
140US06025012400,42.91,149.99,0
140US06029000400,1.97,4.5,3
140US06037206200,0.45,0.93,40
140US06099000202,12.3,23.13,3
140US06099001100,0.45,3.89,4
140US06099001603,4.05,10.75,3
140US06099002504,2.41,7.73,3
140US06037208720,0.9,2.65,39
140US06015000101,87.19,,0
140US06067009332,8.4,12.78,7
140US06037139302,0.29,0.0,22
140US06037139402,1.31,4.16,22
140US06025011900,2.24,4.83,2
140US06037601302,0.68,3.42,31
140US06037603200,3.71,8.78,30
140US06037603802,0.39,2.58,24
140US06037620303,3.96,8.24,18
140US06037620800,3.21,7.63,18
140US06037650602,4.48,9.54,18
140US06019007002,12.63,15.78,8
140US06037463500,2.74,6.66,21
140US06037480011,5.2,11.82,20
140US06037480500,5.31,12.95,26
140US06047000401,23.82,37.12,0
140US06087120600,9.28,30.96,0
140US06037139701,3.05,6.96,25
140US06037139802,3.3,8.19,16
140US06111001001,11.21,17.68,2
140US06111001202,2.58,5.14,4
140US06111002400,0.59,0.0,4
140US06065042903,16.97,35.21,0
140US06065043206,0.99,0.0,1
140US06019007801,51.92,63.47,0
140US06037651102,5.4,11.05,16
140US06019007700,23.12,36.83,0
140US06019008501,14.86,17.64,8
140US06023000300,3.47,7.11,1
140US06013321102,6.32,17.17,5
140US06113011206,14.69,31.39,0
140US06037181400,3.75,7.8,28
140US06037183402,3.32,7.75,27
140US06037186302,3.0,6.91,28
140US06037189701,3.38,8.54,27
140US06037192300,2.24,5.46,32
140US06041132100,11.93,50.01,0
140US06047000304,17.08,20.89,2
140US06065043257,18.16,28.12,1
140US06013361000,4.99,14.19,7
140US06013378000,2.48,3.74,16
140US06013389100,4.45,7.62,20
140US06001406900,4.02,7.94,20
140US06013356002,10.54,22.95,3
140US06037183104,4.98,11.65,26
140US06037183620,4.65,11.12,26
140US06017031000,29.64,40.48,0
140US06023010901,19.06,29.23,1
140US06067008913,2.12,5.31,8
140US06067009601,3.76,8.1,7
140US06067009622,7.59,16.92,4
140US06071000103,4.37,9.38,10
140US06071000503,5.42,11.66,10
140US06071001001,1.87,5.27,8
140US06111000303,8.23,12.87,4
140US06041101100,13.51,19.6,2
140US06041104300,8.68,18.27,1
140US06029004702,8.32,12.26,1
140US06029005403,82.36,,0
140US06037460800,3.22,10.65,21
140US06037187200,2.86,6.92,32
140US06037189500,1.43,4.18,31
140US06025010200,24.39,28.48,1
