HEROP_ID,OtpMinDis,OtpTmDr,OtpCntDr
140US23031030300,19.83,34.52,0
140US23031023500,31.19,59.31,0
140US23031028001,26.25,31.17,0
140US23031038002,5.07,18.52,1
140US23031023000,31.38,50.47,0
140US23025966800,9.35,13.75,1
140US23025966900,20.42,31.68,0
140US23027041000,13.44,28.13,1
140US23027043000,32.71,34.64,0
140US23005017102,30.55,54.47,0
140US23005017303,5.83,10.06,3
140US23007970602,60.56,97.91,0
140US23005002400,11.63,1216.24,0
140US23019002000,6.46,13.73,3
140US23019003000,7.08,17.3,3
140US23019006100,6.37,17.62,3
140US23019008001,15.09,22.76,3
140US23019010000,6.8,15.15,3
140US23003951800,162.54,,0
140US23019028500,47.4,55.53,0
140US23019030000,79.64,81.53,0
140US23005013000,26.84,43.37,0
140US23003952000,153.18,,0
140US23003952900,83.59,126.48,0
140US23005000100,5.84,7.77,3
140US23005000300,5.0,5.5,3
140US23019031100,2.6,0.0,3
140US23021960400,69.14,87.96,0
140US23021960600,51.47,64.15,0
140US23021960800,41.37,60.93,0
140US23001020200,2.17,2.91,1
140US23001010200,4.64,8.02,1
140US23001020100,3.14,4.21,1
140US23027044000,22.58,26.84,1
140US23029955400,10.52,18.77,1
140US23029955600,19.06,31.9,0
140US23029955700,32.02,44.97,0
140US23031005100,13.59,21.89,3
140US23005002600,3.47,9.15,3
140US23005003100,4.1,5.49,3
140US23005011201,27.58,38.18,0
140US23005011202,26.57,35.37,0
140US23005011500,17.97,28.65,1
140US23005001200,4.34,6.44,3
140US23005001500,4.21,4.9,3
140US23005001700,2.9,3.08,3
140US23007971000,42.41,71.01,0
140US23005002002,1.49,0.0,3
140US23005002200,3.9,8.65,3
140US23005002501,8.11,11.99,3
140US23003950600,223.58,,0
140US23003951200,179.05,,0
140US23003951700,159.53,,0
140US23031034002,18.88,30.8,0
140US23031035000,10.43,19.03,1
140US23009966700,42.83,55.18,0
140US23005015000,30.59,65.66,0
140US23007970101,60.92,103.82,0
140US23009965400,22.56,37.28,0
140US23011014500,27.74,49.59,0
140US23027042000,24.38,55.92,0
140US23031006101,11.73,22.33,3
140US23031025300,19.26,30.13,0
140US23005004100,11.27,20.69,3
140US23013971000,13.8,23.67,1
140US23017965100,85.47,121.13,0
140US23017966600,42.09,73.99,0
140US23005001100,4.67,5.91,3
140US23005002300,5.27,7.64,3
140US23005003500,6.38,10.53,3
140US23005004502,22.93,29.25,1
140US23003950900,166.25,,0
140US23019027000,54.47,57.58,0
140US23021960500,58.38,84.76,0
140US23001030200,13.77,23.74,1
140US23003950700,205.05,,0
140US23023970400,36.95,55.34,0
140US23025966400,34.05,51.48,0
140US23005014000,32.42,44.7,0
140US23007970102,96.74,127.97,0
140US23027045000,32.0,45.95,0
140US23005002502,7.34,12.9,3
140US23005004803,8.51,18.55,3
140US23009965504,28.33,39.53,0
140US23005001000,4.25,4.59,3
140US23005002101,4.02,9.22,3
140US23001020900,1.47,0.0,1
140US23001046000,7.33,8.51,1
140US23003952400,101.81,,0
140US23009966500,39.24,75.17,0
140US23031032000,6.68,12.04,1
140US23031036001,11.42,28.55,1
140US23003951400,169.74,,0
140US23017966200,23.21,41.35,0
140US23007971200,34.81,52.59,0
140US23011010801,24.0,27.8,1
140US23029955900,25.95,56.23,0
140US23003952300,133.47,,0
140US23019007200,11.21,17.67,3
140US23019028000,43.67,45.96,0
140US23019024500,46.79,92.53,0
140US23023970200,20.79,45.8,0
140US23027046001,21.81,47.9,0
140US23013970800,4.06,7.06,1
140US23015975800,39.39,55.23,0
140US23017966000,44.96,76.3,0
140US23019004200,5.26,8.89,3
140US23015975700,34.0,47.62,0
140US23009965800,61.44,82.91,0
140US23029956200,46.12,74.38,0
140US23011016000,12.56,25.48,1
140US23015975600,26.93,46.03,0
140US23005017304,7.85,13.32,3
140US23011010900,29.78,35.49,0
140US23011024200,0.56,0.0,1
140US23021960301,87.73,103.7,0
140US23023970302,26.02,33.08,0
140US23025966200,43.96,59.8,0
140US23025967000,20.6,30.03,0
140US23031025100,19.19,22.14,3
140US23001020800,3.87,6.91,1
140US23019004300,3.63,8.84,3
140US23025965900,34.68,48.73,0
140US23005004600,17.51,28.62,2
140US23005011300,23.3,37.75,0
140US23007971100,26.32,46.88,0
140US23031006102,13.53,20.28,3
140US23003950300,221.62,,0
140US23015975400,33.17,39.44,0
140US23017966900,41.13,63.84,0
140US23019018000,15.92,24.2,3
140US23025965302,120.42,119.83,0
140US23031030202,21.17,37.35,0
140US23031036002,12.87,28.84,1
140US23003952700,111.38,,0
140US23005002001,1.24,5.09,3
140US23001010500,4.23,5.57,1
140US23005004002,8.1,11.19,3
140US24037876001,4.5,15.59,1
140US24039930102,15.13,26.33,2
140US24043000100,1.92,5.94,3
140US24043000500,1.11,4.89,3
140US24045000400,0.64,0.0,3
140US24045010800,12.95,18.6,3
140US24510010400,2.14,6.35,49
140US24510160100,1.03,3.54,52
140US24510180100,0.52,2.47,52
140US24510230100,1.33,4.19,51
140US24510240300,1.54,5.16,51
140US24510260203,1.39,2.27,52
140US24510260800,0.97,5.21,50
140US24510260900,0.98,5.17,50
140US24510271503,1.07,6.01,43
140US24510272007,2.03,4.31,35
140US24005411303,5.44,13.0,39
140US24005411410,5.61,13.4,37
140US24005430104,1.79,7.64,50
140US24005440702,2.36,8.12,37
140US24005450800,2.66,9.43,37
140US24005452100,4.32,8.71,28
140US24005490200,1.61,5.9,37
140US24005490701,1.29,4.25,36
140US24005492300,1.55,6.61,38
140US24013501001,11.28,20.19,2
140US24003702209,10.09,20.55,12
140US24003702500,2.42,7.25,4
140US24003706401,3.23,8.87,4
140US24003731003,8.26,11.49,5
140US24013513001,15.31,25.0,5
140US24017850710,4.04,11.87,2
140US24017850902,0.59,0.0,2
140US24021750300,0.58,3.31,4
140US24021750504,0.84,6.01,3
140US24021751901,7.96,18.76,3
140US24021753001,16.94,26.89,2
140US24031701312,6.1,14.57,5
140US24031701423,5.79,13.46,9
140US24031701702,1.25,3.32,10
140US24031702900,3.43,9.17,10
140US24031703702,4.25,9.89,11
140US24031705501,6.36,12.0,12
140US24031705903,6.83,17.0,11
140US24031706012,3.51,11.87,8
140US24033800209,0.29,3.87,13
140US24033800413,7.85,16.32,9
140US24033802408,4.16,9.99,9
140US24033803002,3.04,8.09,9
140US24033803525,4.29,10.6,9
140US24033803801,1.53,6.64,9
140US24033805202,1.25,3.67,11
140US24033805906,2.03,6.41,10
140US24033806100,3.28,9.14,10
140US24033807305,2.83,8.25,13
140US24033801906,7.54,13.93,9
140US24510040100,0.57,1.16,51
140US24510080301,0.63,1.85,50
140US24510100100,0.33,2.27,51
140US24510120201,0.89,2.36,47
140US24510120500,0.52,2.65,49
140US24510130200,0.88,4.13,49
140US24510140300,1.23,4.53,52
140US24510020100,1.15,3.84,52
140US24033800606,14.2,25.1,5
140US24033801217,11.08,17.56,9
140US24033801411,5.34,13.85,9
140US24003750101,0.81,0.0,49
140US24003750801,1.81,5.53,51
140US24005400600,3.01,9.5,50
140US24005400800,3.37,9.7,51
140US24005402303,2.7,7.18,44
140US24005402506,4.51,11.69,26
140US24005404102,6.25,16.18,16
140US24005408503,2.7,5.67,33
140US24025301108,2.88,7.54,11
140US24025302902,1.04,4.69,9
140US24025306500,6.55,11.38,7
140US24027601108,2.26,9.1,39
140US24027605504,7.57,13.37,10
140US24027605601,5.34,14.07,7
140US24027606705,1.71,4.79,28
140US24031700104,6.47,17.62,3
140US24031700607,6.41,14.5,3
140US24031700706,3.23,8.62,3
140US24031700721,4.48,9.94,3
140US24031700828,6.42,12.87,3
140US24031701007,3.57,10.32,4
140US24003740105,5.3,12.33,27
140US24033801006,11.67,19.67,5
140US24033801208,9.14,16.85,8
140US24033801215,11.72,19.97,8
140US24033801313,8.19,16.54,10
140US24033801600,4.22,9.88,11
140US24033801801,4.3,10.06,10
140US24033801805,2.81,7.28,10
140US24033802104,7.82,14.36,9
140US24033802405,3.6,8.26,10
140US24033802805,4.03,10.52,8
140US24033803513,7.56,13.77,9
140US24033803602,3.67,8.2,11
140US24033803613,3.26,10.91,9
140US24013514202,5.55,14.95,3
140US24015031400,15.44,31.2,0
140US24017850709,0.45,0.0,2
140US24017850901,2.4,5.73,2
140US24033806601,2.23,9.12,9
140US24033806713,5.88,13.71,12
140US24033807407,5.26,11.18,13
140US24510151200,1.72,4.81,47
140US24510160400,1.01,4.31,52
140US24510170300,0.66,2.4,52
140US24510180200,0.53,3.06,52
140US24510200100,0.53,2.81,52
140US24510220100,0.89,3.06,52
140US24510250101,1.76,6.01,48
140US24510250207,0.59,2.44,50
140US24510260401,1.37,6.29,51
140US24043011000,7.07,14.19,3
140US24045000200,1.27,3.94,3
140US24047950000,2.63,7.54,1
140US24017851500,2.31,11.01,2
140US24033800520,13.3,20.39,11
140US24031705400,6.66,14.82,12
140US24001000300,1.25,10.6,2
140US24001001800,6.1,14.35,2
140US24047950300,9.24,22.54,1
140US24047951200,18.66,18.45,2
140US24047951400,8.27,0.0,1
140US24510010200,1.5,6.08,50
140US24510010300,1.52,6.79,49
140US24510020200,1.11,3.95,52
140US24510060100,1.44,4.65,51
140US24039930200,26.53,50.88,0
140US24021750200,1.16,4.5,3
140US24021750801,2.35,5.97,3
140US24021752202,7.04,14.96,4
140US24021765100,0.43,0.0,4
140US24510080102,0.67,2.02,49
140US24510080600,0.71,2.56,50
140US24510130803,0.99,2.62,46
140US24510150400,1.27,4.92,52
140US24510260604,0.8,1.79,50
140US24510270101,0.73,5.45,48
140US24510270702,0.79,4.75,44
140US24510271001,1.01,3.26,45
140US24031701601,2.69,5.59,13
140US24031702101,2.14,5.9,10
140US24031702402,2.34,6.91,10
140US24031703000,3.84,9.5,11
140US24031703213,3.95,9.68,7
140US24031703301,1.9,7.37,7
140US24031703403,3.75,9.02,10
140US24031703902,5.59,13.36,10
140US24031704803,7.28,13.13,13
140US24033800215,1.86,5.17,12
140US24510272006,1.38,2.78,35
140US24510280302,1.39,3.93,45
140US24043000200,2.06,7.21,3
140US24043000400,0.78,3.97,3
140US24043000700,0.68,0.0,3
140US24027601107,2.09,8.26,38
140US24027602202,1.7,7.39,25
140US24027605502,5.97,14.5,5
140US24027606604,1.18,8.41,34
140US24005440701,1.37,7.31,42
140US24005450400,2.44,8.82,42
140US24005490601,1.49,4.77,40
140US24005490703,0.96,4.07,37
140US24005491000,1.81,4.41,41
140US24005491600,3.04,9.28,43
140US24005492600,5.28,13.54,38
140US24013502000,7.18,21.37,2
140US24013505207,3.26,9.1,4
140US24013507703,4.26,11.45,2
140US24031700206,9.16,19.26,2
140US24025303605,3.46,10.76,9
140US24025303802,0.15,0.0,8
140US24027601103,2.15,8.39,40
140US24031700723,5.17,9.72,3
140US24031700816,5.51,12.88,3
140US24031700822,4.34,11.12,3
140US24031700835,3.6,7.93,5
140US24031701004,2.28,7.53,4
140US24031701214,2.85,8.56,11
140US24031701218,0.33,0.0,7
140US24031701313,5.09,13.37,5
140US24031701418,6.64,12.09,11
140US24005402302,3.37,10.0,32
140US24005402304,2.27,4.97,43
140US24031700306,1.34,6.36,4
140US24003702208,9.26,16.37,24
140US24003706302,4.1,7.94,4
140US24003730204,3.64,8.77,30
140US24003730402,1.13,0.0,43
140US24003731002,9.18,11.38,5
140US24003731307,8.31,11.66,21
140US24003740203,3.8,10.75,36
140US24005400200,2.56,7.65,50
140US24005400701,2.88,9.78,50
140US24005400900,3.68,11.03,48
140US24005408505,1.49,3.24,33
140US24005402505,5.49,13.85,16
140US24005403201,1.68,5.28,40
140US24005403602,2.41,9.28,40
140US24005404201,7.69,19.13,10
140US24005408303,7.23,18.66,23
140US24005411306,4.24,12.56,42
140US24005411308,4.97,12.8,41
140US24005420302,1.19,6.26,40
140US24005420600,1.64,6.82,48
140US24005430101,1.88,7.44,49
140US24005430900,1.57,4.37,50
140US24025301106,1.12,5.58,11
140US24025301205,2.45,4.74,15
140US24025302802,0.58,0.0,9
140US24025303203,1.5,7.19,8
140US24003702204,10.27,20.55,14
140US24033805908,2.45,7.51,10
140US24039930500,14.79,40.83,0
140US24003731103,4.95,10.35,9
140US24510150500,1.4,4.16,49
140US24510200702,1.11,4.31,51
140US24510270200,1.3,6.67,48
140US24510280403,2.27,7.87,50
140US24510110200,0.24,1.18,51
140US24031700904,1.22,4.6,6
140US24031701314,6.48,13.49,5
140US24031703218,4.27,10.73,6
140US24033800505,13.22,18.12,15
140US24033801209,8.38,16.28,7
140US24033801908,3.57,9.06,10
140US24033803527,7.62,14.47,9
140US24033805602,0.46,3.68,10
140US24039980400,12.72,27.54,3
140US24510010100,1.67,6.64,50
140US24031700811,5.17,13.07,3
140US24047951100,3.26,12.76,2
140US24510080700,0.55,2.04,50
140US24510150200,1.28,4.5,52
140US24510250203,1.07,2.86,50
140US24510280200,1.87,5.36,45
140US24023000400,30.42,59.57,0
140US24025303206,1.44,7.36,8
140US24027602900,4.65,10.63,40
140US24005490602,0.99,4.09,40
140US24013505208,4.49,12.59,3
140US24043000601,1.17,5.35,3
140US24019970804,28.15,54.02,0
140US24033800108,0.82,4.21,8
140US24033800519,13.43,22.52,9
140US24033802203,7.75,14.7,9
140US24033804600,2.72,8.3,11
140US24031706010,4.48,11.48,7
140US24005401000,4.11,10.63,50
140US24005402406,2.88,7.58,47
140US24005408704,2.12,8.74,37
140US24005421101,1.84,6.38,45
140US24005452300,2.57,5.57,48
140US24003751000,0.49,0.0,44
140US24005430700,2.71,5.64,49
140US24005490302,2.69,7.02,36
140US24013508101,11.74,22.2,3
140US24021750100,1.43,5.39,3
140US24025301105,2.21,6.28,15
140US24025303606,3.29,11.1,9
140US24031700615,6.87,15.09,3
140US24031700820,3.73,10.96,3
140US24001000100,16.08,39.35,0
140US24031701800,1.92,5.7,11
140US24031705601,6.46,11.86,12
140US24041960400,0.7,0.0,2
140US24510270803,1.95,6.12,43
140US24013507602,1.84,5.81,3
140US24031701420,7.13,12.8,13
140US24510080800,0.26,1.7,50
140US24510150300,0.85,3.63,52
140US24510270102,0.44,3.69,50
140US24003750202,1.57,3.32,48
140US24033803401,3.34,7.48,11
140US24039930300,11.47,26.49,1
140US24031703502,3.04,9.32,10
140US24003730603,5.11,8.64,30
140US24001001100,3.86,8.51,2
140US24025306400,3.2,9.38,11
140US24005451401,1.73,4.58,40
140US24005430200,0.76,4.63,49
140US24005402602,3.21,8.6,35
140US24005404202,6.11,15.82,17
140US24031704805,6.59,12.9,13
140US24005492001,2.49,9.36,44
140US24027606607,2.49,9.96,31
140US24047950700,6.54,18.45,2
140US24510140200,0.82,3.61,51
140US24005403801,5.11,16.35,29
140US24005408601,0.72,0.0,36
140US24005421000,1.06,3.87,46
140US24027601104,2.8,12.17,33
140US24033803700,2.34,8.87,8
140US24033807304,3.93,8.99,13
140US24003730800,3.77,9.26,10
140US24005400702,2.72,9.98,49
140US24033800513,11.54,17.02,13
140US24005492101,2.09,7.62,43
140US24013507704,2.76,6.64,2
140US24027606906,2.47,7.12,26
140US24031700715,5.71,12.31,3
140US24031701202,2.13,7.58,8
140US24033801211,9.35,17.13,9
140US24033801312,8.93,16.86,9
140US24510230200,1.58,4.79,51
140US24510260403,2.32,4.31,51
140US24017850713,5.47,18.2,2
140US24019970702,18.67,31.62,0
140US24031701505,3.86,9.12,12
140US24031703219,4.77,9.54,6
140US24033800210,1.03,6.07,10
140US24033803402,3.47,9.07,9
140US24031701315,7.61,14.7,5
140US24003730505,2.29,5.81,44
140US24021750600,0.89,4.13,4
140US24031700309,1.01,3.94,6
140US24031704502,4.6,11.01,10
140US24510100200,0.33,1.75,51
140US24005401101,1.7,8.81,49
140US24015030100,3.21,0.0,1
140US24005451900,5.71,9.32,25
140US24005452400,0.14,0.0,43
140US24013510000,16.32,28.03,1
140US24015030400,0.25,0.0,8
140US24015030601,7.95,11.53,5
140US24025305100,11.63,22.48,3
140US24011955201,21.22,33.85,0
140US24025305300,10.18,22.86,6
140US24027602201,1.13,5.52,19
140US24033806200,2.81,9.26,9
140US24033806300,2.06,8.02,9
140US24033806400,2.88,9.7,10
140US24033806714,5.5,13.04,12
140US24011955301,14.94,32.88,0
140US24011955500,9.63,18.6,2
140US24017850801,2.87,8.8,2
140US24017850906,1.97,5.35,2
140US24019970100,15.07,21.92,2
140US24021751003,0.98,0.0,4
140US24021751203,3.07,9.65,3
140US24015030905,8.02,25.19,3
140US24015031202,6.58,11.37,9
140US24003731105,6.71,14.76,10
140US24003740603,5.26,13.26,22
140US24013504201,6.19,9.87,4
140US24021750802,4.76,11.21,3
140US24021751001,2.08,5.95,4
140US24013505205,1.28,7.64,5
140US24013506102,5.95,16.91,3
140US24013507601,1.84,8.11,2
140US24013507702,3.41,11.48,2
140US24013509001,9.33,14.34,3
140US24019970300,18.95,36.3,0
140US24019970600,18.57,26.31,2
140US24021750702,2.07,6.42,3
140US24021751002,1.27,4.31,4
140US24021751301,6.92,17.53,3
140US24021751600,16.08,28.35,3
140US24003731203,7.23,10.25,23
140US24003731310,5.86,14.92,14
140US24003740103,4.51,9.87,38
140US24003740303,5.21,10.8,38
140US24003740601,1.6,12.62,21
140US24003740900,7.89,17.04,18
140US24003741000,5.24,9.87,40
140US24021751701,8.63,15.53,3
140US24005408507,2.87,8.85,24
140US24005408602,1.02,3.95,37
140US24005408900,4.99,10.75,14
140US24033801901,6.65,15.98,9
140US24005441000,2.0,4.98,52
140US24005450501,2.8,8.93,38
140US24003740701,7.03,17.94,17
140US24003730902,7.18,14.16,3
140US24001000500,2.45,4.9,2
140US24001000700,4.67,8.3,2
140US24001001300,3.64,10.13,2
140US24005440600,3.1,12.08,39
140US24003750201,2.2,9.82,47
140US24003750203,1.19,2.03,48
140US24003750300,2.92,7.98,50
140US24003750803,1.94,8.56,46
140US24003750804,1.0,6.89,46
140US24005402503,4.86,11.86,26
140US24005403202,2.23,5.11,42
140US24005451000,3.55,13.78,29
140US24005451402,2.42,5.36,35
140US24005451500,2.87,6.51,34
140US24005451702,5.52,16.99,13
140US24005491202,2.95,7.8,42
140US24005491701,3.8,11.25,43
140US24005492102,1.04,6.34,43
140US24005451801,6.81,13.1,15
140US24005451803,6.35,10.82,18
140US24003751103,1.27,8.53,43
140US24021751903,12.62,22.43,4
140US24021752001,16.41,24.6,4
140US24031705200,5.52,14.1,10
140US24510080101,0.98,4.25,50
140US24510090100,1.55,4.23,46
140US24510090200,1.98,5.05,47
140US24510090500,0.87,3.61,47
140US24510090700,1.04,4.27,48
140US24510090800,0.51,3.27,49
140US24510100300,0.07,0.0,51
140US24005402403,1.52,6.96,42
140US24510130804,0.23,0.0,47
140US24003701300,10.99,26.93,2
140US24003751102,0.63,0.0,46
140US24033807200,2.81,8.96,10
140US24043010500,3.86,10.93,3
140US24043010801,1.18,0.0,3
140US24510120100,1.37,4.46,47
140US24510120202,1.1,2.34,49
140US24510120400,0.39,1.48,49
140US24033807405,5.86,11.1,13
140US24510130300,1.57,5.14,52
140US24001001900,5.82,14.88,2
140US24001002100,11.85,23.89,1
140US24031703214,4.17,12.41,7
140US24031703220,5.38,11.95,6
140US24031703601,3.58,9.47,11
140US24510130806,1.16,2.12,47
140US24510150701,0.76,3.43,51
140US24031700304,2.69,8.28,6
140US24031700310,1.29,4.07,6
140US24033807409,5.34,11.08,13
140US24041960700,13.21,25.43,2
140US24031700500,11.82,21.71,1
140US24031700608,9.42,16.04,3
140US24031703901,4.78,11.47,10
140US24031704100,4.8,13.1,12
140US24031704700,6.54,14.92,12
140US24031705000,5.67,13.26,12
140US24033805909,1.85,9.29,9
140US24031700610,3.32,7.46,3
140US24027605104,8.53,17.38,6
140US24027606606,1.55,8.81,39
140US24003702300,7.55,18.69,3
140US24003706101,3.24,5.28,5
140US24003707001,14.18,32.54,0
140US24003730203,2.57,6.16,42
140US24003730300,1.74,4.04,43
140US24003730502,2.42,5.01,38
140US24003730700,6.47,12.9,16
140US24031700312,6.47,12.72,6
140US24033801003,4.41,7.94,6
140US24005403402,1.02,4.57,38
140US24033801005,11.26,16.73,5
140US24033801207,10.12,19.32,9
140US24033801214,11.27,19.5,9
140US24043000900,2.4,8.76,3
140US24043001002,3.21,7.54,3
140US24021751702,16.13,24.02,5
140US24021751902,5.4,12.42,3
140US24031703208,5.97,12.71,10
140US24031703212,5.81,13.5,7
140US24005403601,3.23,10.8,35
140US24005403702,2.54,9.85,37
140US24005404404,9.14,19.38,12
140US24005404900,7.8,19.15,16
140US24005408100,9.49,14.59,7
140US24009860200,12.37,30.11,0
140US24009860402,10.94,30.83,0
140US24005406000,19.73,28.76,1
140US24005411101,6.7,17.64,14
140US24005411404,4.8,12.81,38
140US24005411407,3.42,12.44,41
140US24005420701,1.21,4.69,46
140US24005420900,1.07,4.43,46
140US24005421300,3.5,7.53,42
140US24005430400,1.01,0.0,50
140US24005440300,2.98,7.98,44
140US24001001600,6.36,16.07,2
140US24009860702,1.44,12.19,1
140US24009860801,9.73,21.62,1
140US24017850202,15.18,27.08,1
140US24017850706,3.21,7.44,2
140US24031702602,4.08,10.15,11
140US24005980000,4.36,8.75,28
140US24017851400,11.27,27.64,2
140US24031702500,2.94,8.0,11
140US24003751200,2.95,10.81,43
140US24003980000,3.67,9.78,46
140US24005401200,0.79,3.66,48
140US24005401504,3.16,11.83,46
140US24005402306,2.46,6.87,39
140US24005452500,0.65,1.66,39
140US24005490100,3.97,9.96,35
140US24005490400,2.49,9.44,41
140US24005490500,1.17,6.01,35
140US24005490800,1.49,3.66,37
140US24027602303,1.96,0.0,19
140US24031700207,9.55,19.36,1
140US24033800203,3.43,11.4,12
140US24033800211,1.25,5.88,10
140US24033800214,1.65,6.31,10
140US24033800408,8.44,14.7,10
140US24033800511,13.23,23.29,8
140US24027602305,2.07,7.35,21
140US24027602700,5.4,13.18,32
140US24031705701,7.74,14.23,12
140US24031705702,6.65,13.64,11
140US24031705901,5.85,15.73,10
140US24031706007,6.76,9.98,7
140US24031706008,9.23,16.08,7
140US24031706009,7.58,16.9,8
140US24031706013,5.24,13.43,10
140US24033800514,9.7,17.21,10
140US24033800517,10.29,21.46,4
140US24033800705,13.32,23.04,2
140US24027604002,13.03,21.24,2
140US24510210100,0.98,1.68,52
140US24510230300,1.37,5.55,53
140US24510250301,0.54,5.17,52
140US24510250402,0.51,2.31,48
140US24510270902,1.7,5.01,46
140US24510271002,0.43,0.0,43
140US24510271801,0.35,3.31,43
140US24510272005,2.31,5.39,35
140US24510280401,2.28,8.14,49
140US24031701317,10.59,19.07,6
140US24031701408,8.79,16.14,9
140US24031701414,7.87,13.14,11
140US24021752204,6.2,16.98,4
140US24021752502,10.52,14.85,3
140US24021752602,5.15,10.55,3
140US24033801305,7.88,17.2,7
140US24021775400,14.69,23.11,3
140US24033800105,2.22,7.02,14
140US24033800106,1.93,3.85,14
140US24043011201,3.36,9.27,2
140US24045010101,1.41,0.0,3
140US24045010300,3.58,9.19,3
140US24023000200,23.97,29.72,1
140US24023000700,46.74,70.48,0
140US24025304102,15.55,33.42,0
140US24045010606,10.35,22.43,3
140US24510261100,1.28,6.1,50
140US24510270302,1.08,5.43,49
140US24510270600,1.09,5.89,44
140US24510270805,0.63,3.53,42
140US24021752802,13.2,22.89,4
140US24021773500,7.58,13.62,3
140US24043011500,16.77,30.18,0
140US24047951300,14.01,13.89,1
140US24047950600,4.97,16.51,2
140US24033802103,6.62,11.72,9
140US24033802106,6.77,12.65,9
140US24033802301,6.28,12.65,8
140US24027606706,1.0,7.67,34
140US24027606804,3.33,7.24,22
140US24027606806,5.35,10.96,21
140US24027606907,3.03,9.0,18
140US24029950500,22.12,60.73,0
140US24047950800,9.06,16.93,2
140US24047951700,6.24,7.7,1
140US24510060400,0.57,2.69,52
140US24510070300,0.59,2.24,50
140US24025301202,0.82,0.0,16
140US24025303501,1.22,0.0,11
140US24025303602,2.18,6.06,10
140US24025303900,2.27,7.95,9
140US24510260605,1.42,0.0,49
140US24031700613,3.73,6.01,3
140US24031700614,2.19,4.2,3
140US24031700616,6.01,12.6,3
140US24031700710,4.49,13.64,3
140US24033801701,6.14,14.25,10
140US24033801704,3.9,11.08,11
140US24033801708,4.79,11.03,11
140US24033800102,1.6,4.94,26
140US24025303102,7.24,13.54,9
140US24035810600,17.56,36.1,0
140US24025301401,1.66,6.58,22
140US24025301602,2.16,8.47,11
140US24033801311,7.19,22.67,6
140US24033801406,6.73,13.95,9
140US24510150900,0.63,2.05,46
140US24510151100,1.5,2.83,46
140US24510160801,1.32,6.36,49
140US24510170200,0.32,2.41,51
140US24510190300,0.71,3.23,52
140US24510200300,0.54,2.36,52
140US24510260201,0.65,0.0,50
140US24510260303,1.61,5.33,50
140US24025301703,2.69,6.84,16
140US24031701306,4.59,13.06,5
140US24033802600,3.55,8.75,10
140US24033802803,4.84,11.42,8
140US24033803508,3.99,9.93,11
140US24031701213,1.9,7.15,8
140US24033803520,6.97,14.03,8
140US24031701211,1.58,7.6,4
140US24033805802,1.27,4.76,11
140US24033805907,1.78,4.98,12
140US24037875700,13.2,32.7,0
140US24031700711,3.78,10.95,4
140US24031700719,5.67,13.41,3
140US24031700724,5.22,11.26,3
140US24031700815,1.19,3.39,4
140US24031700817,4.66,12.96,4
140US24031700830,1.74,5.16,6
140US24031700834,2.72,5.77,6
140US24031700901,1.67,4.25,6
140US24031701001,2.22,4.59,6
140US24031701205,2.09,6.62,7
140US24033803608,5.39,12.73,11
140US24033803612,3.37,8.72,11
140US24033804101,1.0,3.74,8
140US24033804200,0.63,0.0,9
140US24033804900,3.01,7.02,12
140US24033805201,1.86,3.93,12
140US24033805500,0.59,3.18,11
140US24033805601,0.43,2.9,12
140US24033805801,1.36,5.88,10
140US24037875202,20.73,44.06,0
140US24031701506,6.3,11.85,12
140US24031701508,5.32,11.65,13
140US24031702000,1.01,3.08,10
140US24031702200,2.57,6.32,12
140US24041960300,1.3,2.94,2
140US24041960502,2.71,7.34,2
140US24033803512,7.87,17.58,8
140US24035810901,14.62,27.32,2
140US24035811000,18.14,27.49,2
140US24037876200,12.79,27.04,1
140US24031703402,3.43,10.2,8
140US24510090400,0.49,2.34,47
140US24510270802,1.28,4.05,43
140US24015030503,1.81,0.0,8
140US24510150702,0.52,3.51,51
140US24510150800,0.68,0.0,50
140US24510151000,0.95,3.6,46
140US24510160200,1.24,4.52,52
140US24510160500,0.77,3.36,52
140US24510160700,0.16,0.0,51
140US24510160802,0.97,5.77,51
140US24510180300,0.18,2.9,51
140US24510190200,0.4,2.44,52
140US24033800411,6.54,19.04,9
140US24033800504,12.28,20.15,14
140US24033800507,13.78,23.41,5
140US24033800509,10.97,25.33,4
140US24510270903,1.62,4.55,45
140US24510271101,0.65,3.47,43
140US24510271200,1.16,6.43,42
140US24510271501,1.26,5.28,41
140US24510200400,0.22,0.0,52
140US24043001001,2.52,5.51,3
140US24510060300,0.85,3.61,50
140US24033803521,5.63,11.84,9
140US24019970200,16.87,28.37,2
140US24033800800,12.51,32.41,0
140US24510260404,0.83,6.05,50
140US24017851200,21.57,42.91,0
140US24021752900,18.62,31.94,0
140US24013508102,10.18,22.77,2
140US24013508200,6.92,21.79,2
140US24021767500,21.95,36.13,0
140US24510260301,1.2,4.31,50
140US24510260302,1.38,4.92,51
140US24033800704,14.68,21.79,2
140US24033800706,13.63,23.16,6
140US24033801004,7.79,14.09,5
140US24033801104,9.5,18.72,9
140US24033801210,9.84,20.1,7
140US24033801213,8.83,18.64,8
140US24033801216,9.77,20.66,7
140US24510280102,1.07,5.54,45
140US24510280402,1.52,7.5,49
140US24033801905,6.46,13.02,9
140US24033801907,4.91,9.18,11
140US24033802107,6.16,12.05,9
140US24033802201,9.14,19.44,7
140US24033802204,6.67,16.34,9
140US24033802501,2.87,6.51,10
140US24033802502,3.35,8.06,10
140US24033801707,4.8,12.63,10
